gene_a	gene_b	in_dna_loose	cls	core_recip	aln_frac	fold	residual	exon_ratio	intron_cos	njunc_min	block_ident	concentration	total_frac	ident_disp	expr_ratio	log_expr_diff	npsv_min	nsun_min	l4_present
CCNH	RASA1	0	genuine	0.6116	0.6114	3	0	0.3600	0.7718	2.1972	1.0000	1.0000	0.6114	0.0000	0.5521	0.5857	NA	NA	0
CCPG1	LDLR	0	genuine	0.1432	0.0000	1	0	0.1111	0.7758	0.6931	0.0000	0.0000	0.0000	0.0000	0.0855	2.3728	NA	NA	0
CCPG1	PRXL2A	0	genuine	0.2110	0.0000	1	0	0.3333	0.8932	0.6931	0.0000	0.0000	0.0000	0.0000	0.0364	3.2225	NA	NA	0
CCR2	CCR5	0	truthbar	0.1500	0.2522	1	0	1.0000	1.0000	0.6931	0.8460	1.0000	0.2522	0.0921	0.4615	0.6931	NA	NA	0
CCT6A	CCT6B	0	truthbar	0.4597	0.0000	3	0	0.9333	0.9629	2.6391	0.0000	0.0000	0.0000	0.0000	0.0143	4.1870	NA	NA	0
CDK4	TSPAN31	0	genuine	0.5438	0.5358	3	0	0.6250	0.9371	1.6094	1.0000	1.0000	0.5358	0.0000	0.0544	2.8000	NA	NA	0
CDR2	LOC101131923	0	genuine	0.3045	0.4426	3	0	0.7273	0.8850	2.0794	0.9978	1.0000	0.4426	0.0000	0.4054	0.8650	NA	NA	0
CDRT4	TVP23B	1	TP	0.2413	0.5110	0	0	1.0000	0.9901	1.9459	0.9829	1.0000	0.5110	0.0310	0.0862	2.4253	NA	NA	0
CENPP	IPPK	1	TP	0.8865	0.8865	3	0	0.2308	0.8497	1.0986	1.0000	1.0000	0.8865	0.0000	0.0800	2.4523	NA	NA	0
CENPU	PRIMPOL	0	genuine	0.2158	0.2140	3	0	0.8571	0.9595	2.4849	1.0000	1.0000	0.2140	0.0000	0.5510	0.5798	NA	NA	0
CEP192	LOC129533419	0	genuine	0.1453	0.0000	4	0	0.3333	0.8292	2.1972	0.0000	0.0000	0.0000	0.0000	0.4375	0.7538	NA	NA	0
CEP57	MTMR2	0	genuine	0.5439	0.5439	3	0	0.7333	0.9707	2.3979	1.0000	1.0000	0.5439	0.0000	0.6681	0.4023	NA	NA	0
CEP76	PSMG2	0	genuine	0.3001	0.2988	1	0	0.5833	0.9496	1.9459	1.0000	1.0000	0.2988	0.0000	0.7981	0.2231	NA	NA	0
CES1	LOC101128088	0	truthbar	0.1437	0.0000	1	0	0.8571	0.8435	2.4849	0.0000	0.0000	0.0000	0.0000	0.0464	2.9874	NA	NA	0
CES1	LOC101128458	0	truthbar	0.1437	0.0000	1	0	0.8571	0.8908	2.4849	0.0000	0.0000	0.0000	0.0000	0.1055	2.2142	NA	NA	0
CES1	LOC115931015	1	TP	0.7709	0.9729	1	0	1.0000	0.9872	2.6391	0.9218	1.0000	0.9729	0.0613	0.0675	2.6391	NA	NA	0
CES1	LOC115931020	0	truthbar	0.1437	0.0000	1	0	0.8571	0.8459	2.4849	0.0000	0.0000	0.0000	0.0000	0.1013	2.2534	NA	NA	0
CGREF1	GGCT	0	genuine	0.1310	0.0000	3	0	0.6667	0.9379	1.3863	0.0000	0.0000	0.0000	0.0000	0.0800	2.3224	NA	NA	0
CGREF1	LOC134756666	0	genuine	0.2135	0.0000	3	0	0.3333	0.9648	0.6931	0.0000	0.0000	0.0000	0.0000	0.8000	0.1823	NA	NA	0
CGREF1	OTULINL	0	genuine	0.1568	0.0000	3	0	0.7500	0.9989	1.7918	0.0000	0.0000	0.0000	0.0000	0.0357	3.1179	NA	NA	0
CHD1	CHD2	0	truthbar	0.3211	0.0000	1	0	0.9394	0.9422	3.4340	0.0000	0.0000	0.0000	0.0000	0.2487	1.3762	NA	NA	0
CHEK2	LOC101136352	0	genuine	0.2828	0.7071	2	0	0.4000	0.7284	1.7918	0.9586	1.0000	0.7071	0.0658	0.1757	1.6784	NA	NA	0
CHEK2	LOC101152610	1	TP	0.2914	0.8668	2	0	0.4667	0.7479	1.9459	0.8067	1.0000	0.8668	0.3264	0.0405	2.9312	NA	NA	0
CHEK2	LOC129527660	0	genuine	0.3387	0.7035	2	0	0.4000	0.7281	1.7918	0.9271	1.0000	0.7035	0.0414	0.2703	1.2730	NA	NA	0
CHM	OPN3	0	genuine	0.2699	0.0000	3	0	0.1333	0.6305	0.6931	0.0000	0.0000	0.0000	0.0000	0.1724	1.6094	NA	NA	0
CHRNA3	PCCA	0	genuine	0.1533	0.0000	1	0	0.3333	0.9267	0.6931	0.0000	0.0000	0.0000	0.0000	0.0449	2.9902	NA	NA	0
CHST6	TMEM231	0	genuine	0.5166	0.5206	1	0	0.5714	0.9826	1.3863	0.9685	0.8627	0.6828	0.0591	0.2809	1.2417	NA	NA	0
CILP	CILP2	0	truthbar	0.1735	0.0000	1	0	0.8889	0.9627	2.0794	0.0000	0.0000	0.0000	0.0000	0.0199	3.6376	NA	NA	0
CKB	CKM	0	truthbar	0.6256	0.0000	3	0	0.5000	0.9158	1.3863	0.0000	0.0000	0.0000	0.0000	0.0175	3.9978	NA	NA	0
CKLF	GSTM2	0	genuine	0.1305	0.0000	1	1	1.0000	0.7811	1.3863	0.0000	0.0000	0.0000	0.0000	0.4167	0.7732	NA	NA	0
CLCN3	CLCN5	0	truthbar	0.2517	0.0000	3	0	0.8000	0.8908	2.4849	0.0000	0.0000	0.0000	0.0000	0.0637	2.6840	NA	NA	0
CLK1	CLK4	0	truthbar	0.5606	0.0000	1	0	1.0000	0.9625	2.5649	0.0000	0.0000	0.0000	0.0000	0.7500	0.2862	NA	NA	0
CLMP	LOC101134145	0	genuine	0.1489	0.0000	3	0	0.4286	0.9952	1.0986	0.0000	0.0000	0.0000	0.0000	0.4286	0.6931	NA	NA	0
CLN8	METTL2B	0	genuine	0.1418	0.0000	2	0	0.2857	0.6365	0.6931	0.0000	0.0000	0.0000	0.0000	1.0000	0.0000	NA	NA	0
CLTC	CLTCL1	0	truthbar	0.8862	0.0000	1	0	0.9697	0.9045	3.4657	0.0000	0.0000	0.0000	0.0000	0.0110	4.3958	NA	NA	0
CNPY3	CNPY4	0	truthbar	0.2549	0.0000	1	0	1.0000	0.9754	1.7918	0.0000	0.0000	0.0000	0.0000	0.6316	0.4535	NA	NA	0
CNTNAP3C	LOC101143875	0	genuine	0.3548	0.7301	4	0	0.9000	0.9994	2.1972	0.8776	1.0000	0.7301	0.0232	0.5882	0.4925	NA	NA	0
CNTNAP3C	LOC115933307	0	genuine	0.1558	0.1744	4	0	0.3333	0.9026	1.0986	0.9707	1.0000	0.1744	0.0347	0.3864	0.9163	NA	NA	0
COG1	SSTR2	0	genuine	0.5916	0.5920	3	0	0.6667	0.9969	0.6931	1.0000	0.8653	0.6842	0.0000	0.1071	1.9810	NA	NA	0
COG1	VCF1	0	genuine	0.5477	0.5447	3	0	0.1429	0.6574	0.6931	1.0000	1.0000	0.5447	0.0000	0.2346	1.4110	NA	NA	0
COG5	HBP1	0	genuine	0.4001	0.4005	1	0	0.5000	0.9835	2.3979	1.0000	1.0000	0.4005	0.0000	0.4815	0.7297	NA	NA	0
COL1A1	COL1A2	0	truthbar	0.3536	0.0000	1	0	0.9808	0.9782	3.9318	0.0000	0.0000	0.0000	0.0000	0.1101	2.2056	NA	NA	0
COL1A1	COL2A1	0	truthbar	0.6005	0.0000	1	0	0.9444	0.9757	3.9318	0.0000	0.0000	0.0000	0.0000	0.0084	4.6645	NA	NA	0
COL1A1	COL3A1	0	truthbar	0.5071	0.0000	1	0	1.0000	0.8561	3.9318	0.0000	0.0000	0.0000	0.0000	0.4392	0.8222	NA	NA	0
COL1A2	COL2A1	0	truthbar	0.5323	0.0000	1	0	0.9630	0.9476	3.9512	0.0000	0.0000	0.0000	0.0000	0.0009	6.8701	NA	NA	0
COL1A2	COL3A1	0	truthbar	0.3528	0.0000	1	0	0.9808	0.7702	3.9318	0.0000	0.0000	0.0000	0.0000	0.2506	1.3834	NA	NA	0
COL2A1	COL3A1	0	truthbar	0.2938	0.0000	1	0	0.9444	0.8705	3.9318	0.0000	0.0000	0.0000	0.0000	0.0037	5.4866	NA	NA	0
COL2A1	COL5A2	0	truthbar	0.3487	0.0000	1	0	1.0000	0.7908	3.9890	0.0000	0.0000	0.0000	0.0000	0.2162	1.4404	NA	NA	0
COMP	THBS4	0	truthbar	0.3155	0.0000	1	0	0.8636	0.8781	2.9444	0.0000	0.0000	0.0000	0.0000	0.0274	3.5410	NA	NA	0
COPB2	MRPS22	0	genuine	0.3514	0.3514	1	0	0.3636	0.9575	2.0794	1.0000	1.0000	0.3514	0.0000	0.0214	3.8232	NA	NA	0
COPS9	LOC101145464	0	genuine	0.1779	0.1942	0	0	0.6000	0.8978	1.0986	0.9161	1.0000	0.1942	0.0412	0.1000	2.1832	NA	NA	0
COPS9	LOC109023154	0	genuine	0.1467	0.2067	0	0	0.6667	0.7861	0.6931	0.9619	1.0000	0.1679	0.0346	0.0714	2.4709	NA	NA	0
COPS9	LOC109025730	0	genuine	0.3276	0.3208	0	0	0.6000	0.9860	1.0986	0.9319	1.0000	0.3208	0.0141	0.1000	2.1832	NA	NA	0
COPS9	LOC129530131	0	genuine	0.1427	0.1545	0	0	0.6667	0.7861	0.6931	0.9661	1.0000	0.1545	0.0239	0.0429	2.8764	NA	NA	0
COPS9	LOC134756589	0	genuine	0.1538	0.1663	0	0	0.6667	0.7861	0.6931	0.9581	1.0000	0.1663	0.0497	0.1143	2.0655	NA	NA	0
COPS9	PDCD5	0	genuine	0.3405	0.3699	0	0	0.5000	0.8702	1.0986	0.9462	1.0000	0.3699	0.0274	0.6857	0.3709	NA	NA	0
COPS9	SEM1	0	genuine	0.1482	0.2405	0	0	1.0000	0.9579	1.0986	0.9360	1.0000	0.2405	0.0409	0.9589	0.0414	NA	NA	0
COPS9	SPC25	0	genuine	0.2449	0.3441	0	0	0.4286	0.8757	1.0986	0.9316	1.0000	0.3441	0.0365	0.1143	2.0655	NA	NA	0
CORO1A	CORO1B	0	truthbar	0.4138	0.0000	3	0	1.0000	0.9071	2.3979	0.0000	0.0000	0.0000	0.0000	0.0427	2.9789	NA	NA	0
CORO2A	CORO2B	0	truthbar	0.2648	0.0000	3	0	1.0000	0.9833	2.4849	0.0000	0.0000	0.0000	0.0000	0.1304	1.7918	NA	NA	0
CPEB2	CPEB4	0	truthbar	0.3725	0.0000	3	0	0.7273	0.9358	2.0794	0.0000	0.0000	0.0000	0.0000	1.0000	0.0000	NA	NA	0
CPEB3	CPEB4	0	truthbar	0.3684	0.0000	3	0	0.8889	0.9183	2.0794	0.0000	0.0000	0.0000	0.0000	0.3333	0.9163	NA	NA	0
CPLANE1	LOC115933270	1	TP	0.7414	0.8699	3	0	0.6667	0.9455	2.0794	0.9954	1.0000	0.8699	0.0052	0.2143	1.3218	0	0	1
CPNE6	CPNE7	0	truthbar	0.2391	0.0000	3	0	0.8824	0.9278	2.7081	0.0000	0.0000	0.0000	0.0000	0.7500	0.2513	NA	NA	0
CPSF2	NDUFB1	0	genuine	0.4806	0.4777	1	0	0.1875	0.8453	1.0986	1.0000	1.0000	0.4777	0.0000	0.0773	2.4960	NA	NA	0
CRBN	TRNT1	0	genuine	0.5988	0.6856	1	0	0.7273	0.9769	2.0794	0.9434	1.0000	0.6856	0.0000	0.1979	1.6165	NA	NA	0
CRMP1	DPYSL3	0	truthbar	0.3881	0.0000	3	0	1.0000	0.9812	2.6391	0.0000	0.0000	0.0000	0.0000	0.2727	1.1896	NA	NA	0
CRMP1	DPYSL4	0	truthbar	0.5100	0.0000	3	0	1.0000	0.9419	2.6391	0.0000	0.0000	0.0000	0.0000	0.0496	2.8581	NA	NA	0
CRMP1	EVC	1	TP	0.3478	0.3472	3	0	0.2143	0.8902	1.0986	1.0000	1.0000	0.3472	0.0000	1.0000	0.0000	NA	NA	0
CRNKL1	NAA20	0	genuine	0.8479	0.8458	3	0	0.4286	0.7970	1.7918	1.0000	1.0000	0.8458	0.0000	0.2725	1.2933	NA	NA	0
CS	LOC129532516	0	genuine	0.1527	0.9173	3	0	0.2727	0.9703	1.0986	0.8619	1.0000	0.9173	0.0881	0.0093	4.3914	NA	NA	0
CSNK1D	CSNK1E	0	truthbar	0.2459	0.0000	3	0	0.7000	0.9339	1.9459	0.0000	0.0000	0.0000	0.0000	0.0106	4.3673	NA	NA	0
CTBP1	CTBP2	0	genuine	0.4268	0.0000	1	0	0.9091	0.9606	2.3026	0.0000	0.0000	0.0000	0.0000	0.1000	2.0477	NA	NA	0
CTSA	NEURL2	1	TP	0.8084	0.8099	1	0	0.1333	0.8160	0.6931	1.0000	1.0000	0.8099	0.0000	0.0119	4.3268	NA	NA	0
CTSV	LOC101145975	0	truthbar	0.3599	0.4764	4	0	1.0000	0.9971	2.0794	0.8458	1.0000	0.4764	0.0481	0.0312	3.4553	NA	NA	0
CTSV	LOC129523464	0	truthbar	0.3477	0.5631	4	0	1.0000	0.9980	2.0794	0.8415	1.0000	0.5631	0.0573	0.0024	5.8661	NA	NA	0
CTSZ	NELFCD	0	genuine	0.3816	0.3797	3	0	0.4000	0.8840	1.7918	1.0000	1.0000	0.3797	0.0000	0.0041	5.2095	NA	NA	0
CTU2	PIEZO1	0	genuine	0.1933	0.7143	1	0	0.9333	0.9544	2.6391	0.7252	1.0000	0.7143	0.3838	0.4500	0.7419	NA	NA	0
CUL7	CUL9	0	truthbar	0.2296	0.1420	1	0	1.0000	0.9618	3.2581	0.8863	1.0000	0.1420	0.0774	0.0714	2.3749	NA	NA	0
CYFIP1	CYFIP2	0	truthbar	0.2744	0.0000	3	0	1.0000	0.9381	3.4340	0.0000	0.0000	0.0000	0.0000	0.7627	0.2683	NA	NA	0
CYTH1	CYTH4	0	truthbar	0.3390	0.0000	1	0	1.0000	0.8984	2.5649	0.0000	0.0000	0.0000	0.0000	0.0444	3.0669	NA	NA	0
CYTH2	CYTH4	0	truthbar	0.2558	0.0000	1	0	0.9231	0.9877	2.4849	0.0000	0.0000	0.0000	0.0000	0.1852	1.6468	NA	NA	0
DAAM1	DAAM2	0	truthbar	0.1703	0.0000	3	0	0.5200	0.9177	2.5649	0.0000	0.0000	0.0000	0.0000	0.3143	1.0986	NA	NA	0
DAND5	TRDN	0	genuine	0.1517	0.0000	3	0	0.2500	0.8976	0.6931	0.0000	0.0000	0.0000	0.0000	0.2436	1.3737	NA	NA	0
DAP3	GON4L	0	genuine	0.5987	0.8618	3	0	0.5238	0.9297	2.3026	0.9603	1.0000	0.8155	0.0408	0.0226	3.5115	NA	NA	0
DAPK1	LOC115935778	1	TP	0.6965	0.7914	1	0	0.2800	0.9023	1.9459	0.9984	1.0000	0.7914	0.0063	0.9600	0.0400	610	610	1
DAPK2	DAPK3	0	truthbar	0.2742	0.0000	3	0	0.7500	0.9977	2.1972	0.0000	0.0000	0.0000	0.0000	0.0223	3.7013	NA	NA	0
DAZ1	DAZL	0	genuine	0.1417	0.5884	1	0	0.3548	0.8361	2.3979	0.8886	0.7147	0.6928	0.0501	0.6444	0.4274	NA	NA	0
DCAF12	DCAF12L2	0	truthbar	0.2262	0.0000	0	0	0.2222	0.8752	0.6931	0.0000	0.0000	0.0000	0.0000	0.1595	1.8040	NA	NA	0
DCAF12L1	DCAF12L2	1	TP	0.3940	0.3869	0	0	1.0000	1.0000	0.6931	0.9165	1.0000	0.3869	0.0518	0.0607	2.7656	NA	NA	0
DCAF16	GIMAP4	0	genuine	0.1528	0.1528	0	0	0.7500	0.9765	1.0986	0.9390	0.5016	0.3047	0.0290	0.1667	1.6946	NA	NA	0
DCAF16	LOC101145464	0	genuine	0.1869	0.1869	0	0	0.8000	0.9550	1.3863	0.9412	1.0000	0.1869	0.0163	0.8750	0.1178	NA	NA	0
DCAF16	LOC109023154	0	genuine	0.1471	0.2010	0	0	0.5000	0.8715	0.6931	0.9259	1.0000	0.1632	0.0617	0.6250	0.4055	NA	NA	0
DCAF16	LOC109025730	0	genuine	0.3502	0.3419	0	0	0.8000	0.9887	1.3863	0.9339	1.0000	0.3419	0.0163	0.8750	0.1178	NA	NA	0
DCAF16	LOC129530131	0	genuine	0.1528	0.1528	0	0	0.5000	0.8715	0.6931	0.9259	1.0000	0.1528	0.0514	0.3750	0.8109	NA	NA	0
DCAF16	LOC134756589	0	genuine	0.1600	0.1600	0	0	0.5000	0.8715	0.6931	0.9216	1.0000	0.1600	0.0533	1.0000	0.0000	NA	NA	0
DCAF16	NCALD	0	genuine	0.1512	0.1515	0	0	1.0000	0.9874	1.3863	0.9231	1.0000	0.1515	0.0545	0.0468	2.9503	NA	NA	0
DCAF16	NCR3LG1	0	genuine	0.1522	0.1518	0	0	1.0000	0.9914	1.3863	0.9408	1.0000	0.1518	0.0452	0.5333	0.5754	NA	NA	0
DCAF16	PDCD5	0	genuine	0.3628	0.3628	0	0	0.6667	0.9144	1.3863	0.9232	1.0000	0.3628	0.0426	0.1667	1.6946	NA	NA	0
DCAF16	SEM1	0	genuine	0.1672	0.2359	0	0	0.7500	0.9902	1.0986	0.9283	1.0000	0.2359	0.0366	0.1096	2.1068	NA	NA	0
DCAF16	SPC25	0	genuine	0.2426	0.3375	0	0	0.5714	0.9380	1.3863	0.9499	1.0000	0.3375	0.0285	1.0000	0.0000	NA	NA	0
DCAF16	UCHL1	0	genuine	0.1538	0.1522	0	0	0.4444	0.9309	1.3863	0.9475	1.0000	0.1522	0.0267	0.3478	0.9808	NA	NA	0
DCAF4	DCAF4L1	0	truthbar	0.4587	0.5944	1	0	0.1429	0.8566	0.6931	0.8220	1.0000	0.5944	0.0829	0.6071	0.4769	NA	NA	0
DCP1B	FRK	0	genuine	0.1329	0.0000	1	0	0.8889	0.9557	2.0794	0.0000	0.0000	0.0000	0.0000	0.0515	2.7932	NA	NA	0
DCP1B	LOC129529082	0	genuine	0.1307	0.0000	1	0	0.6667	0.9757	1.7918	0.0000	0.0000	0.0000	0.0000	0.1134	2.1001	NA	NA	0
DCP1B	NAP1L3	0	genuine	0.1329	0.1736	1	0	0.2222	0.8722	0.6931	0.8989	1.0000	0.1736	0.0447	0.0412	2.9755	NA	NA	0
DCP1B	NDUFAF2	0	genuine	0.1804	0.2160	1	0	0.4444	0.9690	1.3863	0.9049	1.0000	0.2160	0.0416	0.1134	2.1001	NA	NA	0
DCP1B	SLC11A2	0	genuine	0.1359	0.0000	1	0	0.5294	0.9925	2.1972	0.0000	0.0000	0.0000	0.0000	0.7823	0.2433	NA	NA	0
DCP1B	SOX30	0	genuine	0.1326	0.1703	1	0	0.5556	0.9741	1.6094	0.8947	1.0000	0.1703	0.0460	0.7132	0.3350	NA	NA	0
DDX11	LOC109029264	0	genuine	0.2642	0.2612	3	0	0.2963	0.9232	2.0794	0.9772	1.0000	0.2612	0.0219	0.1905	1.4816	NA	NA	0
DDX19A	DDX19B	1	TP	0.5031	0.5369	4	0	1.0000	0.8927	2.4849	0.9519	1.0000	0.5369	0.0694	0.1603	1.8144	NA	NA	0
DDX21	DDX50	0	truthbar	0.4870	0.0000	1	0	1.0000	0.8754	2.7081	0.0000	0.0000	0.0000	0.0000	0.7543	0.2815	NA	NA	0
DDX3X	DDX3Y	0	truthbar	0.3009	0.7349	1	0	1.0000	0.9917	2.8332	0.8483	1.0000	0.7349	0.0861	0.4790	0.7352	NA	NA	0
DDX42	FTSJ3	0	genuine	0.5990	0.5994	3	0	0.4286	0.9091	2.1972	1.0000	1.0000	0.5994	0.0000	0.0556	2.8584	NA	NA	0
DEDD	NIT1	0	genuine	0.6935	0.6884	3	0	0.8571	0.9045	1.7918	1.0000	1.0000	0.6884	0.0000	0.6111	0.4810	NA	NA	0
DES	PRPH	0	truthbar	0.2824	0.0000	3	0	1.0000	0.9386	2.1972	0.0000	0.0000	0.0000	0.0000	0.0805	2.3979	NA	NA	0
DEXI	LOC101149946	0	genuine	0.5268	0.8729	3	0	0.2222	0.6439	0.6931	0.9568	1.0000	0.8729	0.0303	0.5455	0.5819	NA	NA	0
DEXI	LOC134757265	0	genuine	0.5268	0.8614	3	0	0.2500	0.6494	0.6931	0.9600	1.0000	0.8614	0.0308	0.9429	0.0572	NA	NA	0
DFFB	PRKAR2A	0	genuine	0.1507	0.0000	4	0	1.0000	1.0000	0.6931	0.0000	0.0000	0.0000	0.0000	0.4286	0.6931	NA	NA	0
DGCR6	DGCR6L	0	truthbar	0.6517	0.9712	3	0	1.0000	0.9996	1.6094	0.9319	1.0000	0.9712	0.1797	0.0282	3.3900	NA	NA	0
DHFR	DHFR2	1	TP	0.1373	0.9308	3	0	0.3333	0.8695	0.6931	0.8852	1.0000	0.9308	0.0690	0.2500	1.1787	NA	NA	0
DHRSX	ZBED1	0	genuine	0.9634	0.9620	3	0	1.0000	1.0000	0.6931	0.9972	1.0000	0.9620	0.0087	0.1282	1.8971	NA	NA	0
DIMT1	KIF2A	0	genuine	0.7311	0.7301	3	0	0.6000	0.8493	2.4849	1.0000	1.0000	0.7301	0.0000	0.7736	0.2540	NA	NA	0
DLD	EPPIN	0	genuine	0.1933	0.0000	3	0	0.2857	0.9542	1.3863	0.0000	0.0000	0.0000	0.0000	0.2177	1.5217	NA	NA	0
DLGAP5	LGALS3	0	genuine	0.4702	0.4702	1	0	0.3158	0.7775	1.7918	1.0000	1.0000	0.4702	0.0000	0.4222	0.8588	NA	NA	0
DMTF1	LOC115935379	0	genuine	0.5206	0.5144	3	0	0.1111	0.7751	0.6931	1.0000	1.0000	0.5144	0.0000	0.0134	4.0298	NA	NA	0
DMTF1	TMEM243	0	genuine	0.3955	0.4745	3	0	0.2222	0.8136	1.3863	0.9026	1.0000	0.4745	0.2769	0.0625	2.7081	NA	NA	0
DNAH17	DNAH9	0	truthbar	0.5882	0.0000	1	0	0.7273	0.9887	2.0794	0.0000	0.0000	0.0000	0.0000	0.6000	0.4055	NA	NA	0
DNAJC14	ORMDL2	0	genuine	0.5889	0.5889	3	0	0.5714	0.8716	1.3863	1.0000	1.0000	0.5889	0.0000	0.0729	2.5966	NA	NA	0
DNAJC17	GCHFR	1	TP	0.3242	0.3242	4	0	0.2727	0.8880	1.0986	1.0000	1.0000	0.3242	0.0000	0.8095	0.2007	NA	NA	0
DND1	WDR55	0	genuine	0.6266	0.6266	1	0	0.5714	0.8755	1.3863	1.0000	1.0000	0.5192	0.0000	0.0594	2.6791	NA	NA	0
DNM2	DNM3	0	truthbar	0.5331	0.0000	3	0	0.9524	0.8871	2.9957	0.0000	0.0000	0.0000	0.0000	0.5806	0.5213	NA	NA	0
DOCK1	LOC129523564	0	genuine	0.1337	0.0000	1	0	0.0741	0.7702	0.6931	0.0000	0.0000	0.0000	0.0000	0.0577	2.5840	NA	NA	0
DOK7	LOC115933190	0	genuine	0.4664	1.0512	3	0	0.8571	0.9724	1.7918	0.8775	1.0000	1.0512	0.1920	0.7600	0.2624	NA	NA	0
DPEP2	DPEP3	0	truthbar	0.4305	0.0000	3	0	1.0000	0.9918	2.3026	0.0000	0.0000	0.0000	0.0000	0.3750	0.8109	NA	NA	0
DPP4	FAP	0	truthbar	0.2412	0.0000	3	0	1.0000	0.9709	3.2581	0.0000	0.0000	0.0000	0.0000	0.4000	0.8473	NA	NA	0
DPY19L2	LOC115935244	1	TP	0.3401	0.5289	3	0	0.1364	0.7184	1.0986	0.9758	0.6506	0.8130	0.0170	0.1064	2.1832	NA	NA	0
DPYSL2	DPYSL3	0	truthbar	0.3198	0.0000	3	0	1.0000	0.9981	2.6391	0.0000	0.0000	0.0000	0.0000	0.0447	3.0650	NA	NA	0
DUSP1	DUSP4	0	truthbar	0.2164	0.0000	1	0	1.0000	0.8136	1.3863	0.0000	0.0000	0.0000	0.0000	0.0182	3.9859	NA	NA	0
DUSP5	LOC129532115	0	genuine	0.2144	0.5022	3	0	0.5000	0.6773	0.6931	0.8871	1.0000	0.5022	0.0463	0.0739	2.5371	NA	NA	0
DVL1	DVL2	0	truthbar	0.1659	0.0000	3	0	1.0000	0.9948	2.7081	0.0000	0.0000	0.0000	0.0000	0.0623	2.7279	NA	NA	0
DVL1	DVL3	0	truthbar	0.2511	0.0000	3	0	1.0000	0.9958	2.7081	0.0000	0.0000	0.0000	0.0000	0.2105	1.3863	NA	NA	0
DVL2	DVL3	0	truthbar	0.2003	0.0000	3	0	1.0000	0.9976	2.7081	0.0000	0.0000	0.0000	0.0000	0.0131	4.1141	NA	NA	0
ECI2	LOC101130624	0	genuine	0.1748	0.1725	3	0	0.6000	0.9242	1.7918	1.0000	1.0000	0.1725	0.0000	0.0357	3.0564	NA	NA	0
ECSIT	RPL18A	0	genuine	0.4925	0.8731	3	0	0.4000	0.8131	0.6931	0.9009	1.0000	0.8731	0.0324	0.0199	3.6376	NA	NA	0
EDARADD	ENO1	0	genuine	0.4376	0.6492	1	0	0.5833	0.9155	1.9459	0.9161	1.0000	0.6492	0.0456	0.0046	5.2713	NA	NA	0
EDARADD	ENO3	0	genuine	0.5953	0.0000	1	0	0.5833	0.9722	1.9459	0.0000	0.0000	0.0000	0.0000	0.8750	0.1178	NA	NA	0
EEF1A1	LOC101132881	0	genuine	0.2109	0.4759	2	0	0.2500	0.9142	0.6931	0.8485	1.0000	0.4759	0.0529	0.0017	6.0953	NA	NA	0
EEF1A1	LOC101148191	0	genuine	0.1544	0.2096	2	0	0.2500	0.9142	0.6931	0.8491	1.0000	0.2096	0.0509	0.0017	6.0953	NA	NA	0
EEF1A1	LOC109023808	1	TP	0.6499	0.6488	2	0	0.3750	0.9716	1.0986	0.9821	1.0000	0.6488	0.0152	0.0034	5.5356	NA	NA	0
EEF2KMT	LOC101125415	0	truthbar	0.3935	0.8784	0	0	0.7500	0.9295	1.7918	0.8741	1.0000	0.8784	0.2322	0.5000	0.6665	NA	NA	0
EEF2KMT	LOC101133440	0	truthbar	0.3648	1.0510	0	0	0.8750	0.9823	1.9459	0.8971	1.0000	1.0510	0.0386	0.1667	1.5581	NA	NA	0
EEF2KMT	LOC101137806	0	genuine	0.3144	0.6310	0	0	0.2500	0.6893	0.6931	0.8681	1.0000	0.6310	0.0354	0.1667	1.5581	NA	NA	0
EEF2KMT	LOC101139163	0	truthbar	0.3263	0.8163	0	0	0.6250	0.9372	1.6094	0.8954	1.0000	0.8163	0.0592	0.6667	0.3795	NA	NA	0
EEF2KMT	LOC101152938	0	truthbar	0.3111	0.8745	0	0	0.7500	0.9587	1.7918	0.8742	1.0000	0.8745	0.1335	0.2222	1.3350	NA	NA	0
EEF2KMT	LOC115934341	0	truthbar	0.3526	1.0536	0	0	0.8750	0.9750	1.9459	0.8654	1.0000	1.0536	0.1856	0.5625	0.5521	NA	NA	0
EFHC2	RRM2	0	genuine	0.1603	0.9175	1	0	0.3000	0.7699	1.0986	0.9094	1.0000	0.9175	0.0330	0.0128	4.0733	NA	NA	0
EHD1	EHD2	0	truthbar	0.3139	0.0000	1	0	0.8333	0.9172	1.6094	0.0000	0.0000	0.0000	0.0000	0.9218	0.0812	NA	NA	0
EHD1	EHD3	0	truthbar	0.4502	0.4111	1	0	0.8333	0.8991	1.6094	0.8371	1.0000	0.4111	0.0673	0.5240	0.6430	NA	NA	0
EHD1	EHD4	0	truthbar	0.2997	0.0000	1	0	0.8333	0.8815	1.6094	0.0000	0.0000	0.0000	0.0000	0.4954	0.7005	NA	NA	0
EHD2	EHD4	0	truthbar	0.3286	0.0000	1	0	1.0000	0.9855	1.7918	0.0000	0.0000	0.0000	0.0000	0.5375	0.6193	NA	NA	0
EHD3	EHD4	0	truthbar	0.2157	0.0000	1	0	1.0000	0.9751	1.7918	0.0000	0.0000	0.0000	0.0000	0.2596	1.3434	NA	NA	0
EHMT1	EHMT2	0	truthbar	0.2044	0.0000	3	0	0.9643	0.8620	3.2958	0.0000	0.0000	0.0000	0.0000	0.9831	0.0168	NA	NA	0
