family_id	n_genes	n_loci	n_contigs	cross_chrom	density	biotype_purity	repeat_mosaic	dom_biotype	compara_paralog	genes
GRFAM693	2	2	2	1	1.000	1.000	0	protein_coding	0	XG,LOC129530306
GRFAM694	2	2	1	0	1.000	1.000	0	protein_coding	0	ZCCHC18,ZCCHC12
GRFAM695	2	2	1	0	1.000	1.000	0	protein_coding	0	ZNF285,LOC101145215
GRFAM696	2	2	1	0	1.000	1.000	0	protein_coding	0	ZNF302,ZNF181
GRFAM697	2	2	1	0	1.000	0.500	0	protein_coding	0	ZNF324B,LOC134757709
GRFAM698	2	2	1	0	1.000	1.000	0	protein_coding	0	ZNF747,ZNF764
GRFAM699	207	207	23	1	0.265	0.435	1	protein_coding	0	LOC134758553,LOC134758030,LOC129524034,LOC129523993,LOC129524011,LOC129523959,LOC134758096,LOC129532792,LOC129532709,LOC129532309,LOC134756370,LOC129525066,LOC101132452,LOC129523505,LOC134758144,LOC134758145,LOC115933194,LOC129532626,LOC129532627,LOC129532791,LOC129533331,LOC129533288,LOC134758285,LOC134756371,LOC129532956,LOC134758286,LOC129532902,LOC115933269,LOC129532807,LOC115933227,LOC129532901,LOC134758391,LOC134758386,LOC129532835,LOC129532895,LOC129533333,LOC129534013,LOC129534582,LOC129534569,LOC129534570,LOC129534572,LOC109025132,LOC134758710,LOC129534279,LOC129534176,LOC129534177,LOC129534554,LOC115930119,LOC129534555,LOC134758795,LOC129534553,LOC129534583,LOC115935544,LOC129523703,LOC129523704,LOC134758887,LOC129523739,LOC115933182,LOC129532624,LOC129523742,LOC129523818,LOC129523819,LOC129523820,LOC129523823,LOC129523542,LOC129523934,LOC129523953,LOC134759139,LOC129528141,LOC129524037,LOC129524261,LOC134759049,LOC129524028,LOC134759143,LOC129525199,LOC129525023,LOC129525067,LOC129532712,LOC129525065,LOC134759260,LOC134759261,LOC134759262,LOC134759263,LOC134759264,LOC134759265,LOC134759267,LOC134759266,LOC134759268,LOC134759269,LOC129525174,LOC129524832,LOC134759270,LOC134759272,LOC129530102,LOC129525416,LOC115933091,LOC129525554,LOC129525576,LOC129525577,LOC129525579,LOC129525626,LOC129525641,LOC134756539,LOC134756540,LOC134756600,LOC129525769,LOC129525739,LOC129525652,LOC129525786,LOC101150448,LOC129525684,LOC129525765,LOC129526002,LOC115935328,LOC129526003,LOC129526073,LOC129532249,SLC35F5,LOC129532248,LOC129531754,LOC134756820,LOC134756821,LOC134756822,LOC134756823,LOC134756731,LOC134756824,LOC115933239,LOC129531752,LOC129531744,LOC101136743,LOC129531748,LOC129524416,LOC134756906,LOC129524787,NDUFA8,LOC129526349,LOC129528159,LOC134757207,LOC134757164,LOC134757165,LOC134757166,LOC129526909,LOC129526566,LOC129524833,LOC129528971,LOC129526855,LOC134757296,LOC134757292,LOC134757360,LOC134757298,LOC134757293,LOC134757294,LOC134757297,LOC134757295,LOC129532980,LOC129527370,LOC129527847,LOC129528386,LOC129528380,LOC129526565,LOC129528382,LOC134756415,LOC134757385,LOC115931421,LOC129528482,LOC115931432,LOC134756358,LOC129527430,LOC129527431,LOC129526580,LOC134757532,LOC134757655,LOC129524036,LOC129527979,DOC2B,LOC134757644,LOC134757571,LOC134757645,LOC129527934,LOC129527884,LOC129527885,LOC134757646,LOC129527862,LOC129527948,LOC134757654,LOC134757767,LOC129528719,LOC134757713,LOC101142376,LOC115932690,LOC134757743,LOC134757744,LOC134757745,LOC129528753,LOC134757746,LOC129528485,LOC134757747,LOC134757748,LOC129528748,LOC129528750,LOC134757710,LOC134757712,LOC129528972,LOC129529222,LOC129529398,LOC129530133,LOC129530170
GRFAM700	104	104	16	1	0.226	0.481	1	protein_coding	0	LOC134758300,CEP170,LOC134758682,LOC129532190,LOC129530160,LOC129529254,LOC129530164,LOC101124648,LOC129530172,LGALS8,LOC129531985,LOC101132158,LOC101148643,LOC115931714,LOC129530163,LOC115936007,LOC115933756,LOC115933758,LOC129530165,LOC134756357,LOC134758029,LOC134758022,LOC129533126,LOC129533127,LOC129523553,LOC115934372,LOC115936299,LOC129533338,LOC134758407,LOC134758389,LOC134758393,LOC134758392,LOC101144932,LOC129533402,LOC129533569,THOC3,LOC129533418,LOC101137455,LOC101136188,LOC115934622,LOC101131460,LOC129533424,LOC101148271,LOC129523855,LOC109025131,LOC115930148,LOC129523876,LOC134758922,LOC129534781,LOC129534780,LOC129523687,LOC129523881,LOC129523685,LOC129523684,LOC115935432,LOC129523689,LOC109027782,LOC115933345,LOC115932982,LOC109027702,LOC129523694,LOC115935437,LOC129523893,LOC129523649,LOC134756440,LOC101147007,LOC101146296,LOC134758802,LOC129523896,LOC134758867,LOC134758868,LOC129523940,LOC129523666,LOC129523665,LOC115935423,LOC134756421,LOC109027685,LOC109027696,LOC115935436,LOC109027745,LOC115932233,LOC115933023,LOC109027802,LOC134759259,LOC129525556,LOC129531960,LOC129532017,LOC134756800,LOC129526348,LOC115932637,LOC134757241,LOC134757240,LOC129527110,LOC129527105,LOC115930814,LOC115930857,LOC129527139,LOC115930151,LOC129529076,LOC129529278,LOC115936298,LOC129530455,LOC134757950,LOC129530307
GRFAM701	35	35	7	1	0.308	0.400	1	protein_coding	0	LOC134758882,LOC115933471,LOC115933470,LOC109024799,LOC129525687,LOC134756637,LOC129526514,LOC129526513,LOC134756368,LOC134756755,LOC129526106,LOC134756756,LOC129531434,LOC129531433,LOC134756759,LOC101132815,LOC134757075,LOC134757100,LOC134757099,LOC115932954,LOC129526105,LOC134756953,LOC129526199,LOC134757119,LOC134757120,LOC129526553,LOC134757226,LOC134757225,LOC129534664,LOC129527331,LOC129527329,LOC115932756,LOC129531447,LOC129526873,LOC101129329
GRFAM702	25	25	2	1	0.473	0.480	1	protein_coding	0	LOC101135729,DAZL,LOC129530432,LOC129530294,LOC129530295,LOC129530433,LOC129530203,LOC129530434,LOC134757966,LOC129530237,LOC129530236,LOC134757965,LOC129530435,LOC129530209,LOC129530354,LOC129530436,LOC129530208,LOC129530439,LOC129530437,LOC129530363,DAZ1,LOC129530216,LOC129530366,LOC129530438,LOC129530440
GRFAM703	21	21	1	0	0.443	0.429	1	tRNA	0	TRNAQ-CUG,TRNAE-UUC,LOC115934005,LOC115932578,LOC115932678,LOC134756704,LOC115935305,LOC115932676,LOC115932636,LOC115932682,LOC109023167,TRNAQ-CUG,TRNAH-GUG,TRNAH-GUG,TRNAQ-CUG,TRNAH-GUG,LOC115932457,TRNAQ-CUG,LOC109023161,TRNAQ-CUG,LOC115932738
GRFAM704	19	19	5	1	0.462	0.421	1	protein_coding	0	LOC101125875,LOC115933813,LOC109028262,LOC129531876,LOC134756763,LOC129531867,LOC129531487,LOC129531862,LOC115933065,LOC101134651,LOC129531486,LOC129531877,LOC101146549,LOC101152675,LOC115933593,LOC115935879,LOC134756425,LOC101137900,LOC115933458
GRFAM705	16	16	4	1	0.292	0.375	1	snRNA	0	LOC115932674,LOC129527252,LOC101141607,LOC115930170,LOC115933073,LOC101138791,LOC129527050,LOC129527049,LOC129527062,LOC115933433,LOC129527335,LOC115933317,LOC134757263,LOC101139034,LOC115931874,LOC115931987
GRFAM706	16	16	1	0	0.525	0.438	1	protein_coding	0	PPIP5K1,LOC109023378,CKMT1B,STRC,LOC115932833,LOC115932834,LOC134757313,CATSPER2,LOC115932832,LOC109023376,LOC101152129,LOC101154057,LOC115930855,LOC115930963,LOC101123830,LOC115930996
GRFAM707	5	5	1	0	0.600	0.400	1	protein_coding	0	LOC101148827,LOC115935946,LOC134756941,LOC129524805,LOC115935778
