gene_a	gene_b	in_rna	in_dna_loose	in_dna_whole	n_tied	expr_a	expr_b	cross_map	chrom_a	chrom_b	same_chrom	dist_bp	id	cov_a	cov_b
BCO2	TMEM212	0	1	0	0	1	1	0	NC_073233.2	NC_086017.1	0	-1	0.9329	0.000	0.368
BCO2	TTL	0	1	0	0	1	1	0	NC_073233.2	NC_073236.2	0	-1	0.9116	0.385	0.000
BCR	LOC101126658	0	1	0	0	1	1	1	NC_086018.1	NC_086018.1	1	1788733	0.9807	0.128	0.342
BCR	LOC101132434	0	1	0	0	1	1	1	NC_086018.1	NC_086018.1	1	2015652	0.9807	0.224	0.612
BCR	LOC101135843	0	1	0	0	1	1	1	NC_086018.1	NC_086018.1	1	1744083	0.9828	0.224	0.465
BCR	LOC115931971	0	1	0	0	1	1	1	NC_086018.1	NC_086018.1	1	1858021	0.9834	0.224	0.495
BCR	LOC115931972	0	1	0	0	1	1	1	NC_086018.1	NC_086018.1	1	1894441	0.9468	0.000	0.926
BCR	LOC115932815	0	1	0	0	1	1	0	NC_086018.1	NC_086018.1	1	1503956	0.9807	0.224	0.422
BCR	LOC115932925	0	1	0	0	1	0	1	NC_086018.1	NC_086018.1	1	1823477	0.9871	0.143	0.420
BCR	LOC129529581	0	1	0	0	1	0	0	NC_086018.1	NC_086018.1	1	2416279	0.9264	0.000	0.876
BCR	LOC129529600	0	1	0	0	1	0	1	NC_086018.1	NC_086018.1	1	535661	0.9848	0.143	0.472
BCR	LOC129529618	0	1	0	0	1	1	1	NC_086018.1	NC_086018.1	1	1709746	0.9834	0.224	0.466
BDH2	LOC101129796	0	1	1	0	1	0	1	NC_073227.2	NC_073229.2	0	-1	0.9243	0.655	0.968
BET1	LOC101145336	0	1	0	0	1	0	0	NC_073230.2	NC_073230.2	1	64733161	0.9256	0.000	0.994
BFAR	LOC101150079	1	1	1	369	1	1	1	NC_073242.2	NC_073242.2	1	236853	0.9635	0.746	0.810
BHMT	LOC109023884	0	1	0	0	1	1	0	NC_073243.2	NC_073243.2	1	104746	0.9315	0.116	0.416
BLNK	LOC101135462	0	1	0	0	1	1	0	NC_073232.2	NC_073224.2	0	-1	0.9040	0.000	0.981
BLNK	LOC115935247	0	1	0	0	1	1	0	NC_073232.2	NC_073230.2	0	-1	0.9195	0.000	0.696
BLNK	LOC134756550	0	1	0	0	1	1	0	NC_073232.2	NC_073234.2	0	-1	0.9058	0.000	0.351
BLNK	NPM1	0	1	0	0	1	1	0	NC_073232.2	NC_073228.2	0	-1	0.9253	0.226	0.635
BLTP3B	INTS4	1	0	0	3	1	1	1	NC_073234.2	NC_073233.2	0	-1	0.0000	0.000	0.000
BLTP3B	LOC129524727	1	0	0	6	1	1	1	NC_073234.2	NC_073237.2	0	-1	0.0000	0.000	0.000
BMERB1	LOC129523519	1	0	0	6	1	1	1	NC_073242.2	NC_073242.2	1	2896401	0.0000	0.000	0.000
BMP2K	LOC101139456	0	1	0	0	1	1	0	NC_073227.2	NC_073247.2	0	-1	0.9319	0.000	0.995
BMP6	TXNDC5	0	1	0	0	1	1	0	NC_073229.2	NC_073229.2	1	154246	1.0000	0.264	0.433
BMP8B	LOC101149312	0	1	0	0	1	1	1	NC_073224.2	NC_073224.2	1	267597	0.9770	0.240	0.941
BMPR1A	LOC101139693	0	1	1	0	1	0	1	NC_073232.2	NC_073229.2	0	-1	0.9847	0.780	0.543
BMS1	LOC101138622	0	1	0	0	1	1	1	NC_073232.2	NC_073240.2	0	-1	0.9342	0.000	0.727
BMS1	LOC115935978	0	1	0	0	1	0	0	NC_073232.2	NC_073232.2	1	6986217	0.9539	0.000	0.306
BMS1	LOC129527662	0	1	0	0	1	1	0	NC_073232.2	NC_073242.2	0	-1	0.9438	0.000	0.785
BPNT2	LOC115935585	0	1	1	0	1	1	0	NC_073231.2	NC_073231.2	1	31626	1.0000	0.578	1.000
BRCC3	LOC101140265	0	1	0	0	1	0	0	NC_073247.2	NC_073228.2	0	-1	0.9681	0.448	0.789
BRD9	LOC134756954	1	0	0	3	1	1	1	NC_073243.2	NC_073224.2	0	-1	0.0000	0.000	0.000
BTBD9	LOC115933765	1	0	0	3	1	1	1	NC_073229.2	NC_073235.2	0	-1	0.0000	0.000	0.000
BTBD9	LOC134756793	1	0	0	11	1	1	1	NC_073229.2	NC_073236.2	0	-1	0.0000	0.000	0.000
BTBD9	MCTP2	1	0	0	3	1	1	1	NC_073229.2	NC_073240.2	0	-1	0.0000	0.000	0.000
BTBD9	PDE6H	1	0	0	11	1	1	1	NC_073229.2	NC_073234.2	0	-1	0.0000	0.000	0.000
BTBD9	VPS13B	1	0	0	7	1	1	1	NC_073229.2	NC_073231.2	0	-1	0.0000	0.000	0.000
BTF3	LOC101133056	0	1	0	0	1	0	0	NC_073243.2	NC_073229.2	0	-1	0.9462	0.298	0.996
BTF3	LOC101144663	0	1	0	0	1	1	0	NC_073243.2	NC_086017.1	0	-1	0.9340	0.495	0.699
BTF3	PPP3CC	0	1	0	0	1	1	0	NC_073243.2	NC_073231.2	0	-1	0.9151	0.478	0.331
BTF3L4	LOC109024441	0	1	0	0	1	0	0	NC_073224.2	NC_073246.2	0	-1	0.9508	0.295	0.701
BTG3	LOC115931843	0	1	0	0	1	0	0	NC_073246.2	NC_073246.2	1	19299	1.0000	0.233	0.371
BTN2A1	BTN2A2	0	1	0	0	1	1	0	NC_073229.2	NC_073229.2	1	77379	0.9476	0.496	0.386
C15H14orf119	LOC101135331	0	1	0	0	1	0	0	NC_073239.2	NC_073237.2	0	-1	0.9009	0.393	0.916
C17H18orf32	LOC115934570	1	1	0	101	1	1	1	NC_073241.2	NC_073228.2	0	-1	0.9927	0.479	1.000
C1H1orf50	LOC109024688	0	1	0	0	1	1	0	NC_073224.2	NC_073224.2	1	5070	1.0000	0.000	0.328
C1QTNF3	LOC129523471	0	1	1	0	1	1	1	NC_073243.2	NC_073237.2	0	-1	0.9896	0.930	1.000
C1QTNF3	LOC129530594	0	1	1	0	1	1	1	NC_073243.2	NC_073238.2	0	-1	0.9912	0.930	1.000
C1QTNF3	LOC134757411	0	1	1	0	1	0	1	NC_073243.2	NC_073241.2	0	-1	0.9907	0.930	1.000
C1QTNF9	LOC115930440	0	1	1	0	1	1	1	NC_073238.2	NC_073238.2	1	421279	0.9834	0.661	1.000
C2CD4B	LOC109027309	0	1	0	0	1	1	0	NC_073240.2	NC_073229.2	0	-1	0.9064	0.000	0.401
C2CD4B	LOC115930613	0	1	0	0	1	0	0	NC_073240.2	NC_073239.2	0	-1	0.9071	0.000	0.602
C2CD4B	LOC129531833	0	1	0	0	1	0	0	NC_073240.2	NC_073236.2	0	-1	0.9034	0.000	0.649
C2CD4B	TMEM212	0	1	0	0	1	1	0	NC_073240.2	NC_086017.1	0	-1	0.9174	0.000	0.301
C3H4orf36	LOC101147034	0	1	0	0	1	0	0	NC_073227.2	NC_073237.2	0	-1	0.9614	0.000	0.319
C3H4orf36	LOC134756576	0	1	0	0	1	1	0	NC_073227.2	NC_073234.2	0	-1	0.9563	0.227	0.308
C3H4orf46	LOC129527464	0	1	0	0	1	0	0	NC_073227.2	NC_073242.2	0	-1	0.9655	0.000	0.962
C3H4orf46	LOC134758369	0	1	1	0	1	0	0	NC_073227.2	NC_073227.2	1	9454	1.0000	0.637	0.508
C4A	C4B	1	1	1	237	1	1	1	NC_073229.2	NC_073229.2	1	26459	0.9980	1.000	1.000
C4H5orf15	LOC101151118	0	1	0	0	1	0	0	NC_073228.2	NC_073224.2	0	-1	0.9386	0.355	0.961
C4H5orf63	LOC129525260	0	1	0	0	1	0	0	NC_073228.2	NC_073233.2	0	-1	0.9197	0.621	0.490
C6H7orf50	LOC101123674	0	1	0	0	1	1	1	NC_073230.2	NC_073237.2	0	-1	0.9593	0.236	0.940
C7H8orf58	LOC129524189	0	1	0	0	1	0	0	NC_073231.2	NC_073231.2	1	3176	1.0000	0.452	0.377
C7H8orf88	NECAB1	0	1	0	0	1	1	0	NC_073231.2	NC_073231.2	1	166453	1.0000	0.423	0.275
C9H11orf58	LOC101148636	0	1	1	0	1	1	1	NC_073233.2	NC_073239.2	0	-1	0.9617	0.846	0.984
C9H11orf71	RBM7	0	1	0	0	0	1	0	NC_073233.2	NC_073233.2	1	358	1.0000	1.000	0.152
CA5A	LOC115931101	0	1	0	0	1	0	1	NC_073242.2	NC_073242.2	1	96481082	0.9673	0.407	0.786
CACNA2D3	LOC101144197	1	0	0	11	1	1	1	NC_086017.1	NC_073227.2	0	-1	0.0000	0.000	0.000
CACNA2D3	LOC101145399	1	0	0	8	1	1	1	NC_086017.1	NC_073239.2	0	-1	0.0000	0.000	0.000
CACNB2	NSUN6	0	1	0	0	1	1	0	NC_073232.2	NC_073232.2	1	370611	1.0000	0.165	0.450
CACNG4	LOC101130857	0	1	1	0	1	0	0	NC_073228.2	NC_073228.2	1	0	1.0000	0.553	1.000
CADM2	LOC129524031	0	1	0	0	1	1	0	NC_086017.1	NC_073231.2	0	-1	0.9202	0.000	0.557
CADM2	LOC129527880	0	1	0	0	1	1	0	NC_086017.1	NC_073243.2	0	-1	0.9165	0.000	0.563
CAMK2D	SPAG16	1	0	0	5	1	1	1	NC_073227.2	NC_073235.2	0	-1	0.0000	0.000	0.000
CAMK2D	ZNF391	1	0	0	4	1	1	1	NC_073227.2	NC_073229.2	0	-1	0.0000	0.000	0.000
CAPN15	LOC129527750	0	1	0	0	1	0	1	NC_073242.2	NC_073242.2	1	26159046	0.9850	0.340	0.948
CARNMT1	LOC129527061	0	1	0	0	1	0	1	NC_073237.2	NC_073240.2	0	-1	0.9453	0.328	0.347
CASP8	FLACC1	0	1	0	0	1	1	0	NC_073235.2	NC_073235.2	1	48681	1.0000	0.424	0.262
CASQ2	VANGL1	0	1	0	0	1	1	0	NC_073224.2	NC_073224.2	1	49971	1.0000	0.159	0.322
CASR	LOC101147034	0	1	0	0	1	0	0	NC_086017.1	NC_073237.2	0	-1	0.9435	0.000	0.318
CASR	LOC115930613	0	1	0	0	1	0	0	NC_086017.1	NC_073239.2	0	-1	0.9095	0.000	0.558
CASR	LOC129524898	0	1	0	0	1	0	0	NC_086017.1	NC_073232.2	0	-1	0.9407	0.000	0.335
CASTOR2	CASTOR3P	0	1	0	0	1	1	0	NC_073230.2	NC_073230.2	1	4485021	0.9551	0.000	0.594
CASTOR3P	LOC134758846	0	1	0	0	1	0	0	NC_073230.2	NC_073230.2	1	51152	0.9803	0.283	1.000
CBFB	LOC129531432	1	1	0	3	1	0	1	NC_073242.2	NC_073236.2	0	-1	0.9889	0.142	0.430
CBX1	LOC101127285	0	1	0	0	1	0	0	NC_073228.2	NC_073247.2	0	-1	0.9650	0.466	0.786
CBX3	LOC101140430	0	1	0	0	1	1	0	NC_073230.2	NC_073233.2	0	-1	0.9399	0.295	1.000
CCDC103	FAM187A	0	1	0	0	1	0	0	NC_073228.2	NC_073228.2	1	0	1.0000	0.423	1.000
CCDC144A	LOC101126875	0	1	0	0	1	1	1	NC_073228.2	NC_073228.2	1	1216912	0.9831	0.125	0.994
CCDC144A	LOC101143460	1	1	0	21	1	0	1	NC_073228.2	NC_073228.2	1	1987193	0.9871	0.232	0.978
CCDC144A	LOC109026769	1	1	1	37	1	1	1	NC_073228.2	NC_073228.2	1	3513204	0.9707	0.994	0.658
CCDC144A	LOC115934576	1	0	0	120	1	0	1	NC_073228.2	NC_073228.2	1	3490645	0.0000	0.000	0.000
CCDC152	SELENOP	0	1	0	0	1	1	0	NC_073243.2	NC_073243.2	1	10131	1.0000	0.463	0.615
CCDC188	LOC109024617	0	1	1	0	1	0	0	NC_086018.1	NC_086018.1	1	3295220	0.9128	0.646	0.811
CCDC188	LOC129531870	0	1	0	0	1	1	0	NC_086018.1	NC_073236.2	0	-1	0.9121	0.000	0.984
CCDC188	LOC134758219	0	1	0	0	1	1	0	NC_086018.1	NC_086018.1	1	3295095	0.9388	0.000	0.734
CCDC188	ZDHHC8	0	1	0	0	1	1	0	NC_086018.1	NC_086018.1	1	15173	1.0000	0.434	0.289
CCDC196	LOC129526440	1	1	1	21	1	1	1	NC_073239.2	NC_073238.2	0	-1	0.9966	1.000	0.993
CCDC3	LOC115935825	0	1	0	0	1	0	0	NC_073232.2	NC_073224.2	0	-1	0.9895	0.237	0.940
CCDC30	SLC27A4	1	0	0	6	1	1	1	NC_073224.2	NC_073237.2	0	-1	0.0000	0.000	0.000
CCDC39	LOC129532442	0	1	0	0	1	0	0	NC_086017.1	NC_086017.1	1	244814	1.0000	0.000	0.438
CCDC59	LOC101127867	0	1	0	0	1	1	0	NC_073234.2	NC_073229.2	0	-1	0.9515	0.471	0.994
CCDC61	PGLYRP1	0	1	0	0	1	0	0	NC_073244.2	NC_073244.2	1	23819	0.9965	0.000	0.486
CCDC62	LOC101147034	0	1	0	0	1	0	0	NC_073234.2	NC_073237.2	0	-1	0.9505	0.000	0.318
CCDC62	LOC109027309	0	1	0	0	1	1	0	NC_073234.2	NC_073229.2	0	-1	0.9467	0.000	0.401
CCDC62	LOC115935329	0	1	0	0	1	1	0	NC_073234.2	NC_073230.2	0	-1	0.9418	0.259	0.469
CCDC62	LOC129525958	0	1	0	0	1	1	0	NC_073234.2	NC_073234.2	1	43472046	0.9060	0.000	0.589
CCDC62	LOC129529125	0	1	0	0	1	1	0	NC_073234.2	NC_073245.2	0	-1	0.9318	0.000	0.308
CCDC62	LOC129531833	0	1	0	0	1	0	0	NC_073234.2	NC_073236.2	0	-1	0.9312	0.000	0.726
CCDC62	LOC129532081	0	1	0	0	1	1	0	NC_073234.2	NC_073235.2	0	-1	0.9708	0.000	0.332
CCDC62	LOC134757259	0	1	0	0	1	0	0	NC_073234.2	NC_073240.2	0	-1	0.9471	0.257	0.368
CCDC62	LOC134757970	0	1	0	0	1	0	0	NC_073234.2	NC_086017.1	0	-1	0.9457	0.257	0.380
CCDC62	LOC134758296	0	1	0	0	1	0	0	NC_073234.2	NC_073227.2	0	-1	0.9005	0.000	0.537
CCDC62	TMEM212	0	1	0	0	1	1	0	NC_073234.2	NC_086017.1	0	-1	0.9285	0.000	0.391
CCDC78	LOC129527486	0	1	0	0	1	0	0	NC_073242.2	NC_073242.2	1	2296	1.0000	0.111	0.505
CCL3	LOC101139671	0	1	0	0	0	1	0	NC_073228.2	NC_073228.2	1	2146290	0.9571	0.864	0.430
CCL3	LOC129533794	0	1	1	0	0	1	0	NC_073228.2	NC_073228.2	1	2565987	0.9563	0.849	0.653
CCND1	LOC101144860	1	1	0	13	1	1	1	NC_073233.2	NC_073231.2	0	-1	0.9941	0.436	1.000
CCNJL	NBDY	1	0	0	11	1	1	1	NC_073228.2	NC_073247.2	0	-1	0.0000	0.000	0.000
CCNQ	LOC101145937	0	1	1	0	1	0	0	NC_073247.2	NC_073228.2	0	-1	0.9471	0.700	0.837
CCNQ	LOC109029187	0	1	0	0	1	1	0	NC_073247.2	NC_073224.2	0	-1	0.9543	0.427	0.954
CCNQ	LOC129527246	0	1	0	0	1	0	0	NC_073247.2	NC_073238.2	0	-1	0.9596	0.354	0.793
CCNQ	LOC129530296	0	1	0	0	1	0	0	NC_073247.2	NC_073248.2	0	-1	0.9358	0.354	0.793
CCT6A	LOC129526993	1	1	0	69	1	1	1	NC_073230.2	NC_073240.2	0	-1	0.9929	0.652	0.225
CD160	LOC101140560	0	1	1	0	0	1	1	NC_073224.2	NC_073224.2	1	8502500	0.9935	0.675	0.519
CD200R1	CD200R1L	0	1	0	0	1	0	0	NC_086017.1	NC_086017.1	1	100636	0.9258	0.000	0.593
CD300A	CD300C	0	1	0	0	1	0	0	NC_073228.2	NC_073228.2	1	65694	0.9564	0.000	0.510
CD33	LOC101129556	0	1	0	0	1	0	0	NC_073244.2	NC_073244.2	1	13878	0.9348	0.493	0.518
CD8A	LOC115933449	0	1	0	0	1	1	0	NC_073236.2	NC_073236.2	1	1533078	0.9900	0.175	0.566
CD9	LOC101134712	1	1	0	13	1	0	1	NC_073234.2	NC_073230.2	0	-1	0.9921	0.259	0.351
CDC14B	LOC101139443	0	1	0	0	1	1	0	NC_073237.2	NC_073230.2	0	-1	0.9658	0.179	0.399
CDC20	LOC129524502	0	1	0	0	1	1	1	NC_073224.2	NC_073237.2	0	-1	0.9613	0.687	0.411
CDC27	LOC129526253	0	1	0	0	1	0	0	NC_073228.2	NC_073238.2	0	-1	0.9623	0.228	0.996
CDC27	LOC129529219	0	1	0	0	1	0	0	NC_073228.2	NC_073245.2	0	-1	0.9535	0.308	0.980
CDC42	LOC101128843	0	1	0	0	1	1	0	NC_073224.2	NC_073230.2	0	-1	0.9321	0.000	0.704
CDC42SE2	LOC134758585	0	1	0	0	1	1	0	NC_073228.2	NC_073228.2	1	122213	1.0000	0.501	0.346
CDH12	LOC101150049	1	0	0	5	1	0	1	NC_073243.2	NC_073234.2	0	-1	0.0000	0.000	0.000
CDH18	LOC134757554	0	1	0	0	1	1	0	NC_073243.2	NC_073243.2	1	177536	1.0000	0.272	0.858
CDH18	NUP50	0	1	0	0	1	1	1	NC_073243.2	NC_086018.1	0	-1	0.9566	0.438	0.556
CDIN1	LOC109025964	1	0	0	6	1	0	1	NC_073240.2	NC_073235.2	0	-1	0.0000	0.000	0.000
CDIPT	LOC101153579	0	1	0	0	1	1	0	NC_073242.2	NC_073242.2	1	4534	1.0000	0.148	0.318
CDK20	LOC101151351	1	0	0	21	1	1	1	NC_073237.2	NC_073237.2	1	396980	0.8522	0.373	0.718
CDK5RAP3	PNPO	0	1	1	0	1	1	0	NC_073228.2	NC_073228.2	1	32598	1.0000	0.516	0.582
CDPF1	PPARA	0	1	0	0	1	1	0	NC_086018.1	NC_086018.1	1	91107	1.0000	0.360	0.232
CDRT4	TVP23B	0	1	0	0	1	1	1	NC_073243.2	NC_073228.2	0	-1	0.9853	0.000	0.323
CEACAM1	CEACAM3	0	1	0	0	1	0	0	NC_073244.2	NC_073244.2	1	710316	0.9377	0.000	0.446
CEACAM1	CEACAM5	0	1	0	0	1	1	0	NC_073244.2	NC_073244.2	1	797090	0.9066	0.264	0.362
CEACAM3	CEACAM5	0	1	0	0	0	1	0	NC_073244.2	NC_073244.2	1	86774	0.9660	0.442	0.000
CEACAM3	CEACAM6	0	1	0	0	0	1	0	NC_073244.2	NC_073244.2	1	42655	0.9486	0.428	0.000
CEACAM3	LOC129528551	0	1	0	0	0	1	0	NC_073244.2	NC_073244.2	1	627427	0.9337	0.419	0.000
CEBPZ	CEBPZOS	0	1	0	0	1	1	0	NC_073236.2	NC_073236.2	1	25856	1.0000	0.412	0.849
CEL	LOC101125608	0	1	0	0	0	1	0	NC_073237.2	NC_073237.2	1	21967	0.9762	0.197	0.812
CELF3	SNX27	0	1	0	0	1	1	0	NC_073224.2	NC_073224.2	1	18162	1.0000	0.380	0.575
CELF5	LOC129528832	0	1	0	0	1	0	0	NC_073244.2	NC_073244.2	1	74102	1.0000	0.000	0.421
CENPP	IPPK	0	1	0	0	1	1	0	NC_073237.2	NC_073237.2	1	280342	1.0000	0.174	0.461
CENPVL3	LOC101142669	0	1	0	0	1	0	0	NC_073247.2	NC_073247.2	1	94000	0.9733	0.457	0.795
CENPVL3	LOC101145832	0	1	0	0	1	1	0	NC_073247.2	NC_073247.2	1	64537	0.9741	0.457	0.784
CEP170	LOC115933756	1	1	1	6	1	1	1	NC_073224.2	NC_073224.2	1	28864961	0.9823	0.588	1.000
CEP170	LOC115933758	0	1	0	0	1	1	1	NC_073224.2	NC_073224.2	1	28877698	0.9843	0.000	0.303
CEP170	LOC129531985	1	1	1	6	1	1	1	NC_073224.2	NC_073224.2	1	16665058	0.9651	0.657	0.958
CES1	LOC101149966	1	1	1	5	1	1	1	NC_073242.2	NC_073242.2	1	41693	0.9636	0.909	1.000
CES1	LOC109023710	0	1	1	0	1	1	0	NC_073242.2	NC_073242.2	1	128644	0.9186	0.715	1.000
CES1	LOC115931015	0	1	1	0	1	1	1	NC_073242.2	NC_073242.2	1	88549	0.9216	0.969	0.945
CES4A	LOC115932799	0	1	0	0	1	1	1	NC_073242.2	NC_073236.2	0	-1	0.9775	0.360	0.887
CES4A	LOC115932915	0	1	0	0	1	0	1	NC_073242.2	NC_073238.2	0	-1	0.9681	0.360	0.937
CES4A	LOC129531429	0	1	1	0	1	1	1	NC_073242.2	NC_073236.2	0	-1	0.9004	0.673	0.992
CES4A	LOC134756833	0	1	0	0	1	0	1	NC_073242.2	NC_073236.2	0	-1	0.9833	0.275	0.904
CES4A	LOC134757223	0	1	0	0	1	1	1	NC_073242.2	NC_073240.2	0	-1	0.9024	0.372	0.839
CFAP418	LOC115930613	0	1	0	0	1	0	0	NC_073231.2	NC_073239.2	0	-1	0.9162	0.000	0.375
CFH	LOC115935403	0	1	0	0	1	0	0	NC_073224.2	NC_073224.2	1	87287	0.9748	0.180	0.582
CFHR5	LOC101131400	0	1	0	0	1	1	0	NC_073224.2	NC_073224.2	1	48599	0.9179	0.000	0.415
CFHR5	LOC115935403	0	1	0	0	1	0	0	NC_073224.2	NC_073224.2	1	178501	0.9312	0.282	0.403
CGGBP1	LOC101142721	0	1	1	0	0	1	0	NC_086017.1	NC_086017.1	1	0	1.0000	1.000	0.881
CGNL1	LOC115935858	1	1	1	4	1	1	1	NC_073240.2	NC_073236.2	0	-1	0.9867	0.624	0.790
CHCHD2	LOC101142162	0	1	0	0	1	0	0	NC_073230.2	NC_073231.2	0	-1	0.9000	0.000	0.883
CHCHD3	LOC101135100	0	1	1	0	1	0	1	NC_073230.2	NC_073224.2	0	-1	0.9630	0.659	0.982
CHEK2	LOC101152610	0	1	0	0	1	1	0	NC_086018.1	NC_073240.2	0	-1	0.9475	0.169	0.311
CHML	OPN3	0	1	1	0	1	1	0	NC_073224.2	NC_073224.2	1	4662	1.0000	1.000	0.892
CHMP4B	LOC101133958	0	1	0	0	1	1	0	NC_073245.2	NC_073239.2	0	-1	0.9145	0.387	0.000
CHMP5	LOC129529733	0	1	0	0	1	0	0	NC_073237.2	NC_073247.2	0	-1	0.9507	0.499	0.940
CHTF8	DERPC	0	1	1	0	1	0	0	NC_073242.2	NC_073242.2	1	0	1.0000	0.829	1.000
CISD3	PCGF2	0	1	0	0	1	1	0	NC_073228.2	NC_073228.2	1	13292	1.0000	0.532	0.347
CKMT1B	LOC101152129	0	1	1	0	1	1	1	NC_073240.2	NC_073240.2	1	98197	0.9994	0.999	1.000
CKS1B	LOC101127646	0	1	0	0	1	0	1	NC_073224.2	NC_073247.2	0	-1	0.9743	0.273	0.983
CKS1B	LOC109027898	0	1	0	0	1	0	0	NC_073224.2	NC_073231.2	0	-1	0.9814	0.258	1.000
CKS1B	LOC109028877	0	1	0	0	1	0	0	NC_073224.2	NC_073233.2	0	-1	0.9450	0.000	0.848
CKS1B	LOC129526772	0	1	0	0	1	0	0	NC_073224.2	NC_073239.2	0	-1	0.9656	0.247	0.782
CLCC1	GPSM2	0	1	0	0	1	1	0	NC_073224.2	NC_073224.2	1	29309	1.0000	0.536	0.333
CLCN4	PPP2R5C	1	0	0	25	1	1	1	NC_073247.2	NC_073239.2	0	-1	0.0000	0.000	0.000
CLCNKB	LOC101135098	0	1	1	0	1	1	0	NC_073224.2	NC_073224.2	1	23301	0.9450	0.978	0.971
CLDN24	LOC101150195	0	1	0	0	0	1	0	NC_073227.2	NC_073227.2	1	2595	0.9904	0.648	0.470
CLEC20A	RASAL2	0	1	0	0	1	1	0	NC_073224.2	NC_073224.2	1	15710	1.0000	0.475	0.000
CLEC2A	KLRF2	0	1	0	0	1	1	0	NC_073234.2	NC_073234.2	1	8584	1.0000	0.000	0.614
CLEC4A	LOC109027949	1	0	0	3	1	1	1	NC_073234.2	NC_073231.2	0	-1	0.0000	0.000	0.000
CLIC1	LOC109029052	0	1	1	0	1	0	0	NC_073229.2	NC_073234.2	0	-1	0.9250	0.533	0.974
CLIC2	TMLHE	1	0	0	12	1	1	1	NC_073247.2	NC_073247.2	1	189669	0.0000	0.000	0.000
CLK2	LOC101128723	0	1	0	0	1	1	0	NC_073224.2	NC_073230.2	0	-1	0.9617	0.685	0.481
CMTR1	LOC129534163	0	1	0	0	1	0	0	NC_073229.2	NC_073229.2	1	678	1.0000	0.000	0.302
CNIH1	LOC129524031	0	1	0	0	1	1	0	NC_073239.2	NC_073231.2	0	-1	0.9045	0.000	0.557
CNN2	LOC129524764	0	1	0	0	1	0	1	NC_073244.2	NC_073237.2	0	-1	0.9943	0.428	1.000
CNOT6L	LOC101129393	0	1	0	0	1	1	1	NC_073227.2	NC_073240.2	0	-1	0.9864	0.207	0.923
CNTNAP3C	LOC101143875	1	0	0	55	1	1	1	NC_073236.2	NC_073237.2	0	-1	0.6267	0.572	0.999
CNTNAP3C	LOC115933307	1	0	0	24	1	1	1	NC_073236.2	NC_073237.2	0	-1	0.7041	0.817	1.000
COIL	LOC101131861	0	1	1	0	1	1	1	NC_073228.2	NC_073224.2	0	-1	0.9491	0.910	0.997
COL24A1	GRID2	1	0	0	63	1	1	1	NC_073224.2	NC_073227.2	0	-1	0.0000	0.000	0.000
COL24A1	LOC134758341	1	0	0	5	1	0	1	NC_073224.2	NC_073227.2	0	-1	0.0000	0.000	0.000
COL24A1	LOC134759211	1	0	0	5	1	1	1	NC_073224.2	NC_073232.2	0	-1	0.0000	0.000	0.000
COL24A1	PRKG1	1	0	0	62	1	1	1	NC_073224.2	NC_073232.2	0	-1	0.0000	0.000	0.000
COL24A1	RPL12	1	0	0	68	1	1	1	NC_073224.2	NC_073237.2	0	-1	0.0000	0.000	0.000
COLEC10	LOC115930613	0	1	0	0	1	0	0	NC_073231.2	NC_073239.2	0	-1	0.9101	0.000	0.624
COMMD4	LOC101147924	0	1	0	0	1	1	0	NC_073240.2	NC_073240.2	1	1221113	0.9002	0.206	0.695
COMMD5	LOC109026471	0	1	0	0	1	0	0	NC_073231.2	NC_073227.2	0	-1	0.9376	0.398	0.893
COPS3	LOC109024660	1	1	1	249	1	1	1	NC_073228.2	NC_073247.2	0	-1	0.9334	0.579	0.945
COPS8	LOC101129256	0	1	0	0	1	0	0	NC_073235.2	NC_086017.1	0	-1	0.9707	0.221	0.948
COPS8	LOC134756689	0	1	0	0	1	1	0	NC_073235.2	NC_073235.2	1	71958	1.0000	0.495	0.450
CPEB3	ZC3H14	1	0	0	5	1	1	1	NC_073232.2	NC_073239.2	0	-1	0.0000	0.000	0.000
CPLANE1	LOC115933170	0	1	0	0	1	1	1	NC_073243.2	NC_073243.2	1	2744363	0.9992	0.110	0.724
CPLANE1	LOC115933270	1	1	0	63	1	1	1	NC_073243.2	NC_073243.2	1	263246	0.9989	0.459	0.862
CPLANE1	LOC134757605	1	1	0	6	1	1	1	NC_073243.2	NC_073243.2	1	2759279	0.9969	0.000	0.422
CPO	LOC109024754	0	1	0	0	1	1	0	NC_073235.2	NC_073247.2	0	-1	0.9086	0.000	0.446
CPO	LOC129534685	0	1	0	0	1	0	0	NC_073235.2	NC_073230.2	0	-1	0.9485	0.265	0.803
CPO	LOC134756456	0	1	0	0	1	1	0	NC_073235.2	NC_073233.2	0	-1	0.9185	0.270	0.841
CPO	LOC134756558	0	1	0	0	1	1	0	NC_073235.2	NC_073234.2	0	-1	0.9482	0.265	0.390
CPO	LOC134756677	0	1	0	0	1	1	0	NC_073235.2	NC_073235.2	1	9169702	0.9553	0.270	0.469
CPO	LOC134756881	0	1	0	0	1	1	0	NC_073235.2	NC_073237.2	0	-1	0.9565	0.270	0.301
CPO	LOC134757626	0	1	0	0	1	0	0	NC_073235.2	NC_073243.2	0	-1	0.9461	0.000	0.572
CPO	LOC134759326	0	1	0	0	1	1	0	NC_073235.2	NC_073233.2	0	-1	0.9771	0.000	0.330
CR1	CR1L	0	1	0	0	1	1	0	NC_073224.2	NC_073224.2	1	83276	0.9575	0.169	0.654
