gene_a	gene_b	dn_a	dn_b	cls	core	aln_frac	aln_len	matches_best	blocklen_best	matches_sum	len_a	len_b	recip_id_best	recip_id_sum
FAM236B	LOC129530010	DN_NC_073247.2_84517974_3	DN_NC_073247.2_84678651_3	genuine	0.6974	1.0263	468	456	468	456	456	563	0.8099	0.8099
FANCL	VRK2	DN_NC_073236.2_81530457_14	DN_NC_073236.2_81606261_13	genuine	0.2704	0.2709	479	479	479	479	1768	7784	0.0615	0.0615
FBXO17	LOC109027124	DN_NC_073229.2_194862622_5	DN_NC_073244.2_50702615_6	genuine	0.2404	0.378	415	376	415	376	1098	2237	0.1681	0.1681
FCGR2A	FCGR2B	DN_NC_073224.2_95093869_7	DN_NC_073224.2_95171181_7	truthbar	0.2621	0.3175	682	595	682	1217	2148	2694	0.2209	0.4517
FGD1	TSR2	DN_NC_073247.2_64556424_5	DN_NC_073247.2_64561534_19	genuine	0.2796	0.2768	969	969	969	969	4747	3501	0.2041	0.2041
FGF2	NUDT6	DN_NC_073227.2_142943898_3	DN_NC_073227.2_143010447_5	TP	0.4208	0.4208	648	648	648	648	6346	1540	0.1021	0.1021
FIP1L1	LNX1	DN_NC_073227.2_72845455_9	DN_NC_073227.2_72905683_18	genuine	0.4397	0.4382	1751	1751	1751	1751	3996	5428	0.3226	0.3226
FKBP15	SLC31A2	DN_NC_073237.2_109499325_4	DN_NC_073237.2_109511989_28	genuine	0.4088	0.4088	2631	2631	2631	2631	6626	6436	0.3971	0.3971
FKBP9	LOC101129903	DN_NC_073230.2_40386475_10	DN_NC_073230.2_63523034_4	TP	0.4661	0.7798	2061	2026	2061	2026	3470	2643	0.5839	0.5839
FOXO1	LOC115933254	DN_NC_073236.2_32935299_2	DN_NC_073238.2_54832744_2	genuine	0.3255	0.8849	3368	3329	3368	3329	3806	4725	0.7046	0.7046
FRG1	LOC115933219	DN_NC_073227.2_210893336_9	DN_NC_073245.2_42779121_5	TP	0.2217	0.5957	610	432	610	432	1024	5287	0.0817	0.0817
FRG1	LOC129526395	DN_NC_073227.2_210893336_9	DN_NC_073238.2_24693721_8	TP	0.4893	0.5557	569	556	569	556	1024	3701	0.1502	0.1502
FRG1	LOC129526550	DN_NC_073227.2_210893336_9	DN_NC_073239.2_44147073_8	TP	0.3984	0.4561	467	450	467	450	1024	3375	0.1333	0.1333
FRG1	LOC129526557	DN_NC_073227.2_210893336_9	DN_NC_073239.2_44758266_8	genuine	0.2939	0.8828	904	747	904	747	1024	3544	0.2108	0.2108
FRG1	LOC129530429	DN_NC_073227.2_210893336_9	DN_NC_073248.2_10847471_7	truthbar	0.4043	0.6836	700	653	700	653	1024	3677	0.1776	0.1776
FRG1	LOC129531431	DN_NC_073227.2_210893336_9	DN_NC_073236.2_26203134_8	TP	0.3984	0.4648	476	460	476	460	1024	3414	0.1347	0.1347
FRG1	LOC129532224	DN_NC_073227.2_210893336_9	DN_NC_073235.2_34402342_7	genuine	0.2246	0.5586	572	400	572	400	1024	2362	0.1693	0.1693
GALNT17	LOC115935264	DN_NC_073230.2_80576116_9	DN_NC_073230.2_81087606_7	genuine	0.4265	0.6203	1751	1722	1751	1722	2823	2975	0.5788	0.5788
GATC	SRSF9	DN_NC_073234.2_135871466_4	DN_NC_073234.2_135886660_4	TP	0.4406	0.4406	497	497	497	497	4234	1128	0.1174	0.1174
GBA1	LOC101127437	DN_NC_073224.2_101578782_11	DN_NC_073224.2_101602135_9	TP	0.3588	0.832	1936	1621	1936	1621	2327	2588	0.6264	0.6264
GBP2	GBP3	DN_NC_073224.2_150859518_11	DN_NC_073224.2_150948916_11	truthbar	0.373	0.4962	1680	1425	1680	1425	4433	3386	0.3215	0.3215
GBP2	LOC101130426	DN_NC_073224.2_150859518_11	DN_NC_073224.2_150903711_11	truthbar	0.3176	0.4033	1604	1340	1604	1340	4433	3977	0.3023	0.3023
GBP3	LOC101130426	DN_NC_073224.2_150903711_11	DN_NC_073224.2_150948916_11	truthbar	0.5171	0.738	2499	2233	2499	2233	3977	3386	0.5615	0.5615
GBP4	GBP6	DN_NC_073224.2_150600792_11	DN_NC_073224.2_150787798_12	truthbar	0.5839	0.3518	1061	906	1061	906	3016	3984	0.2274	0.2274
GIMAP4	LOC109025730	DN_NC_073224.2_123525276_5	DN_NC_073230.2_159385621_3	genuine	0.3441	0.3562	473	434	473	863	1328	3688	0.1177	0.2340
GIMAP4	PDCD5	DN_NC_073230.2_159385621_3	DN_NC_073244.2_43610901_6	genuine	0.3739	0.3747	471	454	471	454	3688	1257	0.1231	0.1231
GIMAP4	SPC25	DN_NC_073230.2_159385621_3	DN_NC_073235.2_71373985_7	genuine	0.2449	0.3463	471	445	471	445	3688	1360	0.1207	0.1207
GLIPR1	KRR1	DN_NC_073234.2_90802099_6	DN_NC_073234.2_90815331_10	genuine	0.4329	0.4333	1134	1134	1134	1134	2617	8408	0.1349	0.1349
GLMP	TMEM79	DN_NC_073224.2_100532147_6	DN_NC_073224.2_100535401_4	genuine	0.3675	0.3675	1046	1046	1046	1046	4225	2846	0.2476	0.2476
GLT8D2	TDG	DN_NC_073234.2_119380821_10	DN_NC_073234.2_119401970_11	genuine	0.6238	0.6238	2628	2628	2628	2628	4272	4213	0.6152	0.6152
GLUD1	GLUD2	DN_NC_073232.2_99433455_13	DN_NC_073247.2_132688708_2	TP	0.7331	0.8402	2197	2113	2197	2113	3474	2615	0.6082	0.6082
GNG5	RPF1	DN_NC_073224.2_155484145_3	DN_NC_073224.2_155489872_9	genuine	0.6307	0.6273	1121	1121	1121	1121	1787	4829	0.2321	0.2321
GPAT4	LOC101133668	DN_NC_073230.2_74190280_2	DN_NC_073231.2_79866967_2	genuine	0.2929	0.8579	2463	2403	2463	2403	4221	2871	0.5693	0.5693
GPN1	SUPT7L	DN_NC_073236.2_112253211_6	DN_NC_073236.2_112264496_14	genuine	0.6197	0.6197	2397	2397	2397	2397	5828	3868	0.4113	0.4113
GPR89A	LOC101128637	DN_NC_073224.2_116008764_12	DN_NC_073224.2_124490902_14	genuine	0.5039	1.0877	2368	2156	2368	2156	2177	5527	0.3901	0.3901
GRTP1	LAMP1	DN_NC_073238.2_128177434_9	DN_NC_073238.2_128201955_8	genuine	0.6147	0.6147	1611	1611	1611	1611	4282	2621	0.3762	0.3762
GSTM1	GSTM4	DN_NC_073224.2_129211328_8	DN_NC_073224.2_130416112_8	TP	0.4365	0.4365	602	553	602	1006	6652	1379	0.0831	0.1512
GSTM1	GSTM5	DN_NC_073224.2_129191737_8	DN_NC_073224.2_129211328_8	truthbar	0.4182	0.5565	1122	1055	1122	1055	2016	6652	0.1586	0.1586
GSTM1	LOC129530196	DN_NC_073224.2_129200469_3	DN_NC_073248.2_27104145_4	genuine	0.1906	0.4821	592	517	592	517	1228	3599	0.1437	0.1437
GSTM2	LOC101126097	DN_NC_073224.2_115215234_17	DN_NC_073224.2_130013703_13	genuine	0.423	0.9984	3196	2797	3196	2797	4399	3201	0.6358	0.6358
GSTM2	LOC101129940	DN_NC_073224.2_124983304_5	DN_NC_073224.2_130157457_4	genuine	0.788	1.0214	5873	5723	5873	5723	6616	5750	0.8650	0.8650
GSTM2	LOC101135585	DN_NC_073224.2_129970070_21	DN_NC_073224.2_130335848_23	genuine	0.4989	0.6547	2575	2541	2575	2541	4558	3933	0.5575	0.5575
GSTM2	LOC109023809	DN_NC_073224.2_117447152_14	DN_NC_073224.2_130305133_13	genuine	0.2564	1.0181	6412	6212	6412	6212	6411	6298	0.9690	0.9690
GSTM2	LOC115930164	DN_NC_073224.2_129970070_21	DN_NC_073224.2_223156764_8	genuine	0.3036	0.8901	2275	2024	2275	2024	4558	2556	0.4441	0.4441
GSTM2	LOC115932984	DN_NC_073224.2_129970070_21	DN_NC_073224.2_130224824_25	genuine	0.2346	0.6288	2619	2582	2619	4119	4558	4165	0.5665	0.9037
GSTM2	LOC115933235	DN_NC_073224.2_129429039_7	DN_NC_073224.2_129970070_21	genuine	0.5893	1.0	2498	2482	2498	2482	2498	4558	0.5445	0.5445
GSTM2	LOC115933241	DN_NC_073224.2_115073393_19	DN_NC_073224.2_129970070_21	genuine	0.3804	0.8149	3576	3460	3576	4158	4388	4558	0.7591	0.9122
GSTM2	LOC129525330	DN_NC_073224.2_125594338_29	DN_NC_073224.2_129970070_21	genuine	0.2328	0.6135	2575	2534	2575	2534	4197	4558	0.5559	0.5559
GSTM2	LOC129525331	DN_NC_073224.2_125055626_35	DN_NC_073224.2_129970070_21	genuine	0.2143	0.5952	2713	2662	2713	2662	4929	4558	0.5401	0.5401
GSTM2	LOC129525599	DN_NC_073224.2_116807774_25	DN_NC_073224.2_129970070_21	genuine	0.6679	0.8251	2713	2644	2713	2644	3288	4558	0.5801	0.5801
GSTM2	LOC134756861	DN_NC_073224.2_117494263_25	DN_NC_073224.2_129970070_21	genuine	0.6682	0.8251	2713	2651	2713	2651	3288	4558	0.5816	0.5816
GSTM2	LOC134756922	DN_NC_073224.2_117217199_13	DN_NC_073224.2_130013703_13	genuine	0.9713	1.0	3201	3149	3201	3149	5630	3201	0.5593	0.5593
GSTM2	LOC134757399	DN_NC_073224.2_130406472_2	DN_NC_073241.2_80636266_2	genuine	0.2493	0.2917	783	698	783	698	2684	4286	0.1629	0.1629
GSTM2	SEC22B	DN_NC_073224.2_117114419_5	DN_NC_073224.2_130157457_4	genuine	0.3202	1.0212	5872	5658	5872	5658	6641	5750	0.8520	0.8520
GSTM2	TRIP13	DN_NC_073224.2_130305133_13	DN_NC_073243.2_111262956_13	genuine	0.1916	0.3212	1462	1335	1462	1335	6298	4551	0.2120	0.2120
GSTM4	GSTM5	DN_NC_073224.2_129191737_8	DN_NC_073224.2_130416112_8	truthbar	0.4402	0.4365	602	545	602	545	2016	1379	0.2703	0.2703
HCFC1R1	THOC6	DN_NC_073242.2_6668831_3	DN_NC_073242.2_6668959_13	genuine	0.4695	0.4737	450	450	450	450	950	2708	0.1662	0.1662
HDGFL3	TM6SF1	DN_NC_073240.2_84645975_10	DN_NC_073240.2_84673981_6	genuine	0.6009	0.5986	1524	1524	1524	1524	2546	4714	0.3233	0.3233
HERC2	LOC115930830	DN_NC_073240.2_29509629_20	DN_NC_073240.2_31271054_17	genuine	0.2543	0.6675	2236	2024	2236	2024	4459	3350	0.4539	0.4539
HERC2	LOC129527054	DN_NC_073240.2_23337808_11	DN_NC_073240.2_29369420_15	genuine	0.6185	0.9029	2426	2402	2426	2402	2687	3206	0.7492	0.7492
HERC2	LOC129527072	DN_NC_073240.2_24965661_3	DN_NC_073240.2_29509629_20	genuine	0.2719	0.8098	1754	1597	1754	1597	2166	4459	0.3582	0.3582
HNRNPA1	LOC101136459	DN_NC_073234.2_47062440_10	DN_NC_073238.2_67037804_5	genuine	0.5115	0.5866	1352	1322	1352	1322	3311	2305	0.3993	0.3993
HNRNPH1	HNRNPH2	DN_NC_073228.2_183595646_14	DN_NC_073247.2_113184615_2	truthbar	0.609	0.5292	1206	1070	1206	1070	2296	2279	0.4660	0.4660
HSPA1L	LOC101131586	DN_NC_073229.2_49412455_2	DN_NC_073229.2_49429142_2	genuine	0.6732	0.5668	1535	1287	1535	1613	2708	3197	0.4026	0.5045
HSPA2	LOC101131586	DN_NC_073229.2_49424718_2	DN_NC_073239.2_81444992_2	truthbar	0.4873	0.4992	1296	1081	1296	1081	3516	2596	0.3075	0.3075
IFITM1	IFITM2	DN_NC_073233.2_6759783_2	DN_NC_073233.2_6761147_2	truthbar	0.8782	0.8782	1067	1067	1067	1067	1865	1215	0.5721	0.5721
IFITM2	LOC101128980	DN_NC_073233.2_6759783_2	DN_NC_073233.2_6771931_2	TP	0.57	0.8394	695	637	695	637	1865	828	0.3416	0.3416
IFT20	TMEM97	DN_NC_073228.2_64755384_5	DN_NC_073228.2_64760968_3	genuine	0.4655	0.4655	411	411	411	411	883	4395	0.0935	0.0935
IGBP1	IGBP1C	DN_NC_073228.2_33351168_2	DN_NC_073247.2_81944671_6	TP	0.5703	0.7309	1138	1035	1138	1035	1557	1861	0.5562	0.5562
IGSF3	LOC129526379	DN_NC_073224.2_120975632_11	DN_NC_073238.2_24435116_16	TP	0.4585	0.4676	1567	1370	1567	1370	7341	3351	0.1866	0.1866
IKBKG	LOC115932121	DN_NC_073247.2_166164942_10	DN_NC_073247.2_166250782_8	TP	0.7542	0.7547	1449	1449	1449	1449	2310	1920	0.6273	0.6273
IKZF5	PSTK	DN_NC_073232.2_135254310_6	DN_NC_073232.2_135264721_4	genuine	0.8914	0.8914	3925	3925	3925	3925	5714	4403	0.6869	0.6869
ILF2	SNAPIN	DN_NC_073224.2_103138337_14	DN_NC_073224.2_103145991_4	genuine	0.407	0.407	770	770	770	770	1892	3090	0.2492	0.2492
IQUB	LOC129526638	DN_NC_073230.2_132467242_13	DN_NC_073239.2_70164897_2	genuine	0.2477	0.6582	1419	1143	1419	1143	5785	2156	0.1976	0.1976
JMJD8	STUB1	DN_NC_073242.2_4304426_7	DN_NC_073242.2_4305661_8	TP	0.3153	0.465	612	530	612	530	1316	1856	0.2856	0.2856
KAT5	RNASEH2C	DN_NC_073233.2_73623857_14	DN_NC_073233.2_73629498_4	genuine	0.2492	0.4531	1020	801	1020	801	2251	2860	0.2801	0.2801
KDM5C	KDM5D	DN_NC_073247.2_63315044_26	DN_NC_073248.2_27118037_27	truthbar	0.2697	0.6332	4320	3673	4320	3673	6823	7303	0.5029	0.5029
KDM8	LOC129523519	DN_NC_073242.2_26867490_8	DN_NC_073242.2_27157172_8	TP	0.9997	1.0	3961	3957	3961	3957	4066	3961	0.9732	0.9732
KHNYN	SDR39U1	DN_NC_073239.2_32209364_6	DN_NC_073239.2_32210799_7	genuine	0.5962	0.5962	728	728	728	728	1221	6571	0.1108	0.1108
KIF27	LOC115935769	DN_NC_073237.2_80081336_11	DN_NC_073237.2_82042769_5	genuine	0.3454	0.406	1427	1396	1427	1396	3515	3816	0.3658	0.3658
KLHL33	PDCD5	DN_NC_073239.2_36370724_4	DN_NC_073244.2_43610901_6	genuine	0.2013	0.3731	469	444	469	444	7296	1257	0.0609	0.0609
KMT2C	LOC129526385	DN_NC_073230.2_161022909_27	DN_NC_073238.2_22875925_6	genuine	0.3125	0.3125	720	704	720	704	4127	2304	0.1706	0.1706
KMT2C	LOC129526398	DN_NC_073230.2_161022909_27	DN_NC_073238.2_24580375_8	genuine	0.2942	0.2942	719	704	719	704	4127	2444	0.1706	0.1706
KRT18	LOC101153891	DN_NC_073224.2_27333739_3	DN_NC_073234.2_48400691_7	genuine	0.5851	0.8792	1354	1228	1354	1228	3123	1540	0.3932	0.3932
KRT18	LOC109026917	DN_NC_073228.2_64771950_2	DN_NC_073234.2_48400691_7	genuine	0.2727	0.889	1369	1231	1369	1231	3427	1540	0.3592	0.3592
KRT8	TTBK2	DN_NC_073234.2_48448103_8	DN_NC_073240.2_43610228_10	genuine	0.2242	0.6877	1374	1244	1374	1244	1998	2670	0.4659	0.4659
KYAT3	RBMX	DN_NC_073224.2_150982352_2	DN_NC_073247.2_148580448_11	genuine	0.3394	0.986	3585	3366	3585	3366	4914	3636	0.6850	0.6850
LAGE3	LOC101137029	DN_NC_073237.2_30974188_2	DN_NC_073247.2_166096407_3	genuine	0.4509	0.8799	564	499	564	499	1227	641	0.4067	0.4067
LIMS1	LOC101146691	DN_NC_073236.2_46553268_10	DN_NC_073236.2_47822803_9	TP	0.3281	0.9074	3607	3440	3607	3440	4611	3975	0.7460	0.7460
LINC02693	LOC109025320	DN_NC_073228.2_78970117_3	DN_NC_073242.2_66481481_2	TP	0.2001	1.0208	5495	5149	5495	5149	5504	5383	0.9355	0.9355
LINC02693	LOC129527663	DN_NC_073242.2_66481481_2	DN_NC_073242.2_68108553_2	genuine	0.5751	1.0082	5427	5375	5427	5375	5383	6042	0.8896	0.8896
LIPA	LOC109025730	DN_NC_073224.2_123525276_5	DN_NC_073232.2_101543079_10	genuine	0.2206	0.3486	463	426	463	426	1328	3767	0.1131	0.1131
LIPA	PDCD5	DN_NC_073232.2_101543079_10	DN_NC_073244.2_43610901_6	genuine	0.2339	0.3739	470	444	470	444	3767	1257	0.1179	0.1179
LIPA	SPC25	DN_NC_073232.2_101543079_10	DN_NC_073235.2_71373985_7	genuine	0.2154	0.3456	470	443	470	443	3767	1360	0.1176	0.1176
LIPK	RNLS	DN_NC_073232.2_100896386_2	DN_NC_073232.2_100896386_3	genuine	0.8582	0.8582	2064	2064	2064	2064	3083	2405	0.6695	0.6695
LOC101123934	SLC2A14	DN_NC_073234.2_23452056_11	DN_NC_073234.2_23565467_10	TP	0.5556	0.9256	3197	3017	3197	3017	3454	4065	0.7422	0.7422
LOC101123970	LOC129527614	DN_NC_073242.2_26889052_8	DN_NC_073242.2_27178722_8	TP	1.0	1.0	1032	1028	1032	1028	1032	1523	0.6750	0.6750
LOC101123988	LOC101129171	DN_NC_073244.2_26314241_4	DN_NC_073244.2_29557605_4	truthbar	0.3383	0.59	1648	1362	1648	1941	3613	2793	0.3770	0.5372
LOC101123988	LOC101137462	DN_NC_073244.2_27285351_4	DN_NC_073244.2_29557605_4	truthbar	0.4375	0.677	1891	1470	1891	1470	4682	2793	0.3140	0.3140
LOC101123988	LOC101141027	DN_NC_073244.2_27765726_4	DN_NC_073244.2_29557605_4	truthbar	0.4801	0.7526	1947	1595	1947	1595	2587	2793	0.5711	0.5711
LOC101123988	LOC101142646	DN_NC_073244.2_27869273_3	DN_NC_073244.2_29557605_4	truthbar	0.3534	0.5485	1532	1204	1532	1204	2996	2793	0.4019	0.4019
LOC101123988	LOC101144838	DN_NC_073244.2_28256975_5	DN_NC_073244.2_29557605_4	truthbar	0.3559	0.6309	1762	1359	1762	1359	4445	2793	0.3057	0.3057
LOC101123988	LOC101153126	DN_NC_073244.2_29297022_4	DN_NC_073244.2_29557605_4	truthbar	0.4834	0.6502	1816	1515	1816	1515	4794	2793	0.3160	0.3160
LOC101123988	LOC115930172	DN_NC_073244.2_27051998_4	DN_NC_073244.2_29557605_4	genuine	0.3652	0.6864	1917	1435	1917	1435	3768	2793	0.3808	0.3808
LOC101123988	LOC115931567	DN_NC_073244.2_27566430_5	DN_NC_073244.2_29557605_4	genuine	0.3906	0.5883	1643	1332	1643	1332	2818	2793	0.4727	0.4727
LOC101123988	LOC115931568	DN_NC_073244.2_28072858_4	DN_NC_073244.2_29557605_4	truthbar	0.3588	0.609	1701	1269	1701	1269	3356	2793	0.3781	0.3781
LOC101123988	LOC115931576	DN_NC_073244.2_29046961_4	DN_NC_073244.2_29557605_4	truthbar	0.4275	0.6817	1904	1503	1904	1503	4064	2793	0.3698	0.3698
LOC101123988	LOC129527827	DN_NC_073242.2_66613619_4	DN_NC_073244.2_29557605_4	genuine	0.2055	0.6917	1932	1527	1932	1527	4063	2793	0.3758	0.3758
LOC101123988	LOC129528947	DN_NC_073244.2_27408454_4	DN_NC_073244.2_29557605_4	genuine	0.4554	0.6953	1942	1533	1942	1533	3831	2793	0.4002	0.4002
LOC101123988	ZNF254	DN_NC_073244.2_29557605_4	DN_NC_073244.2_30438340_4	truthbar	0.4919	0.3208	896	761	896	761	2793	4060	0.1874	0.1874
LOC101123988	ZNF273	DN_NC_073230.2_74299233_4	DN_NC_073244.2_29557605_4	truthbar	0.4332	0.6026	1683	1424	1683	1424	3761	2793	0.3786	0.3786
LOC101123988	ZNF429	DN_NC_073244.2_27956158_2	DN_NC_073244.2_29557605_4	truthbar	0.618	0.5398	1173	920	1173	920	2173	2793	0.3294	0.3294
LOC101123988	ZNF430	DN_NC_073244.2_27504818_5	DN_NC_073244.2_29557605_4	truthbar	0.3863	0.643	1796	1380	1796	1380	3686	2793	0.3744	0.3744
LOC101123988	ZNF626	DN_NC_073244.2_27131194_2	DN_NC_073244.2_29557605_4	truthbar	0.3505	0.3262	911	770	911	770	3140	2793	0.2452	0.2452
LOC101123988	ZNF675	DN_NC_073244.2_29557605_4	DN_NC_073244.2_29970261_4	truthbar	0.5395	0.8924	1965	1525	1965	1525	2793	2202	0.5460	0.5460
LOC101123988	ZNF680	DN_NC_073230.2_73977205_4	DN_NC_073244.2_29557605_4	truthbar	0.4239	0.6942	1939	1369	1939	1369	3255	2793	0.4206	0.4206
LOC101123988	ZNF681	DN_NC_073244.2_29557605_4	DN_NC_073244.2_30067652_4	truthbar	0.4805	0.6917	1932	1567	1932	1567	2793	5815	0.2695	0.2695
LOC101123988	ZNF723	DN_NC_073244.2_29232445_4	DN_NC_073244.2_29557605_4	truthbar	0.2742	0.4154	962	752	962	752	2316	2793	0.2692	0.2692
LOC101123988	ZNF92	DN_NC_073230.2_74637722_4	DN_NC_073244.2_29557605_4	truthbar	0.4253	0.6627	1851	1436	1851	1436	3291	2793	0.4363	0.4363
LOC101124026	LOC101141789	DN_NC_073237.2_109453117_3	DN_NC_073237.2_109461576_3	TP	0.9803	0.9982	5661	5648	5661	5648	5865	5671	0.9630	0.9630
LOC101124243	NOM1	DN_NC_073224.2_6827773_11	DN_NC_073230.2_165840202_11	TP	0.5098	0.9997	3153	3071	3153	3071	3154	3831	0.8016	0.8016
LOC101124683	LOC115930071	DN_NC_073239.2_35396913_9	DN_NC_073239.2_35520561_9	TP	0.9991	1.0	3191	3190	3191	3190	3191	4560	0.6996	0.6996
LOC101124732	LOC101145690	DN_NC_073244.2_69923242_3	DN_NC_073244.2_70009554_3	truthbar	0.4912	0.5786	2080	1945	2080	1945	4651	3595	0.4182	0.4182
LOC101124732	ZNF418	DN_NC_073244.2_69975553_3	DN_NC_073244.2_70024584_5	truthbar	0.2174	0.527	1491	1068	1491	1068	2829	3570	0.2992	0.2992
LOC101125339	XKR8	DN_NC_073224.2_211985035_3	DN_NC_073230.2_12413521_6	genuine	0.2302	0.7194	1600	1414	1600	1414	2224	4081	0.3465	0.3465
LOC101125415	LOC101133440	DN_NC_073227.2_17445647_6	DN_NC_073231.2_11581641_7	truthbar	0.3745	0.9402	2139	1877	2139	1877	2450	2275	0.7661	0.7661
LOC101125415	LOC101137806	DN_NC_073227.2_17445647_6	DN_NC_086017.1_136773097_2	genuine	0.4094	0.7114	1743	1623	1743	1623	2450	3501	0.4636	0.4636
LOC101125415	LOC101139163	DN_NC_073227.2_17445647_6	DN_NC_086017.1_141278779_5	TP	0.4138	0.7543	1741	1627	1741	1627	2450	2308	0.6641	0.6641
LOC101125415	LOC101152938	DN_NC_073227.2_17445647_6	DN_NC_073233.2_75718276_6	truthbar	0.3388	0.8229	2016	1767	2016	1767	2450	3428	0.5155	0.5155
LOC101125415	LOC115934341	DN_NC_073227.2_17445647_6	DN_NC_086017.1_85330170_7	TP	0.3743	0.8743	2142	1970	2142	1970	2450	2538	0.7762	0.7762
LOC101126025	LOC109023154	DN_NC_073239.2_123333518_3	DN_NC_073239.2_123454429_2	genuine	0.2841	0.3009	968	907	968	907	3602	3217	0.2518	0.2518
LOC101126025	LOC109025730	DN_NC_073224.2_123525276_5	DN_NC_073239.2_123449122_2	genuine	0.3486	0.3411	453	425	453	425	1328	4495	0.0945	0.0945
LOC101126025	PDCD5	DN_NC_073239.2_123449122_2	DN_NC_073244.2_43610901_6	genuine	0.3715	0.362	455	422	455	422	4495	1257	0.0939	0.0939
LOC101126025	SPC25	DN_NC_073235.2_71373985_7	DN_NC_073239.2_123449122_2	genuine	0.2419	0.3346	455	431	455	431	1360	4495	0.0959	0.0959
LOC101126065	ZNF347	DN_NC_073244.2_65003440_7	DN_NC_073244.2_65073171_5	truthbar	0.2194	0.3803	2307	1628	2307	1628	6067	7944	0.2049	0.2049
LOC101126070	LOC115935264	DN_NC_073230.2_76425037_7	DN_NC_073230.2_81087606_7	genuine	0.2134	0.4139	865	745	865	745	2090	2975	0.2504	0.2504
LOC101126070	LOC129534728	DN_NC_073230.2_76190196_16	DN_NC_073230.2_82009167_15	TP	0.4986	1.0161	3350	3213	3350	3213	3674	3297	0.8745	0.8745
LOC101126097	LOC134756922	DN_NC_073224.2_115215234_17	DN_NC_073224.2_117217199_13	genuine	0.3076	0.7265	3196	2793	3196	2793	4399	5630	0.4961	0.4961
LOC101126280	PCDHB15	DN_NC_073228.2_144957130_2	DN_NC_073228.2_145079904_2	truthbar	0.4027	0.3581	1054	1004	1054	1004	2943	6798	0.1477	0.1477
LOC101126280	PCDHB16	DN_NC_073228.2_144957130_2	DN_NC_073228.2_145022553_2	truthbar	0.4806	0.4239	1025	980	1025	980	2943	2418	0.3330	0.3330
LOC101126280	PCDHB2	DN_NC_073228.2_144930567_2	DN_NC_073228.2_144957130_2	truthbar	0.421	0.3605	1061	1013	1061	1013	3590	2943	0.2822	0.2822
LOC101126280	PCDHB5	DN_NC_073228.2_144957130_2	DN_NC_073228.2_144970572_2	truthbar	0.3911	0.3605	1061	1009	1061	1009	2943	4562	0.2212	0.2212
LOC101127500	MYL12B	DN_NC_073241.2_47004815_4	DN_NC_073241.2_47028473_4	TP	0.2707	0.2909	533	507	533	507	3331	1832	0.1522	0.1522
LOC101127609	LOC101154433	DN_NC_073242.2_104912717_12	DN_NC_073242.2_99604879_12	TP	0.459	1.0026	1942	1913	1942	1913	2577	1937	0.7423	0.7423
LOC101127609	LOC115930161	DN_NC_073242.2_104912717_12	DN_NC_073242.2_99181437_12	TP	0.5836	1.0	2577	2552	2577	2552	2577	2640	0.9667	0.9667
LOC101127609	LOC129527724	DN_NC_073242.2_104350782_12	DN_NC_073242.2_104912717_12	truthbar	1.0	1.0	2375	2375	2375	2375	2375	2577	0.9216	0.9216
LOC101127631	ZNF569	DN_NC_073244.2_48660338_4	DN_NC_073244.2_48919547_6	TP	0.8963	0.8963	3536	3519	3536	3519	3945	4697	0.7492	0.7492
LOC101128088	LOC101128458	DN_NC_073242.2_96060106_12	DN_NC_073242.2_96161607_12	TP	0.4844	0.9962	2363	2230	2363	2230	3256	2372	0.6849	0.6849
LOC101128088	LOC115931020	DN_NC_073242.2_96073882_12	DN_NC_073242.2_96161607_12	TP	0.9583	0.9983	2368	2297	2368	2297	3239	2372	0.7092	0.7092
LOC101128092	LOC115933002	DN_NC_073228.2_46729356_10	DN_NC_073228.2_60914130_12	truthbar	0.2814	0.411	1275	1146	1275	1146	4664	3102	0.2457	0.2457
LOC101128092	LOC115934680	DN_NC_073228.2_60914130_12	DN_NC_073228.2_62340772_5	genuine	0.1976	0.2672	829	744	829	744	3102	4515	0.1648	0.1648
LOC101128351	LOC101128712	DN_NC_073244.2_17876785_4	DN_NC_073244.2_17922158_4	TP	0.3863	0.3797	1546	1437	1546	1437	4072	5059	0.2840	0.2840
LOC101128351	LOC101130507	DN_NC_073244.2_17876785_4	DN_NC_073244.2_17960497_4	truthbar	0.3328	0.8408	2446	2049	2446	2049	4072	2909	0.5032	0.5032
LOC101128351	LOC101130877	DN_NC_073244.2_17876785_4	DN_NC_073244.2_17994654_4	truthbar	0.2878	0.4769	1942	1539	1942	1539	4072	5497	0.2800	0.2800
LOC101128351	ZNF433	DN_NC_073244.2_17876785_4	DN_NC_073244.2_18047026_4	truthbar	0.2222	0.3556	832	644	832	644	4072	2340	0.1582	0.1582
LOC101128351	ZNF440	DN_NC_073244.2_17846610_4	DN_NC_073244.2_17876785_4	truthbar	0.4007	0.9349	2830	2151	2830	2151	3027	4072	0.5282	0.5282
LOC101128458	LOC115931020	DN_NC_073242.2_96060106_12	DN_NC_073242.2_96073882_12	TP	0.3547	0.7913	2563	2410	2563	2410	3256	3239	0.7402	0.7402
LOC101128712	LOC101130507	DN_NC_073244.2_17922158_4	DN_NC_073244.2_17960497_4	truthbar	0.2571	0.6707	1951	1694	1951	1694	5059	2909	0.3348	0.3348
LOC101128712	LOC101130877	DN_NC_073244.2_17922158_4	DN_NC_073244.2_17994654_4	truthbar	0.1975	0.4111	2080	1754	2080	1754	5059	5497	0.3191	0.3191
