a	b	seq_id	cov_min	cov_max	len_min	len_max	len_ratio	njunc_a	njunc_b	njunc_min	njunc_diff	njunc_ratio	frac_ref	frac_mem	aln_cov_small	contig	co_junc	antisense	same_chrom	log_dist	overlap	disjoint	edge_betw	jaccard_nbr	common_nbr	deg_min	deg_max	compara_pos	panel_real	panel_counter	group
LOC129534707	SPTBN5	0.9766	0.7241	0.9841	8436	11411	0.7393	56	66	56	10	0.8485	0.803	0.946	0.977	53	53	0	0		0	1	0.065934	0.5833	7	8	13	0	0	0	12
LOC115931212	LOC129534707	0.9863	0.7955	0.9873	6773	8436	0.8029	47	56	47	9	0.8393	0.804	0.957	0.987	45	45	0	1	6.483	0	1	0.010989	1.0	7	8	8	0	0	0	12
LOC101151914	LOC134758760	0.9547	0.6623	0.9251	3390	4658	0.7278	5	4	4	1	0.8	0.8	1.0	0.896	4	4	0	1	6.524	0	1	0.000501	0.2083	5	12	19	0	0	0	3
LOC101151914	LOC134758748	0.9475	0.7284	0.7746	3390	3535	0.959	5	2	2	3	0.4	0.4	1.0	0.745	2	2	0	1	6.51	0	1	0.000225	0.3889	7	12	15	0	0	0	3
LOC101124648	LOC101151914	0.9303	0.0	0.7094	3390	8161	0.4154	19	5	5	14	0.2632	0.0	0.0	0.708	0	0	0	1	6.971	0	1	0.000874	0.2059	7	12	31	0	0	0	3
LOC101151914	LOC129529231	0.9649	0.4611	0.6906	2227	3390	0.6569	5	7	5	2	0.7143	0.714	1.0	0.689	5	5	0	1	7.116	0	1	0.000356	0.381	8	12	19	0	0	0	3
LOC101151914	LOC129523855	0.9072	0.0	0.669	3390	7426	0.4565	5	17	5	12	0.2941	0.0	0.0	0.652	0	0	0	0		0	1	0.000274	0.2353	4	11	12	0	0	0	3
LOC101151914	LOC129533569	0.9191	0.0	0.7133	3390	4021	0.8431	5	1	1	4	0.2	0.0	0.0	0.694	0	0	0	0		0	1	0.000325	0.3571	5	9	12	0	0	0	3
LOC101151914	LOC129532190	0.9253	0.0	0.5478	3390	6334	0.5352	5	19	5	14	0.2632	0.0	0.0	0.53	0	0	0	1	6.547	0	1	0.001323	0.1111	5	12	40	0	0	0	3
LOC129528511	LOC134758735	0.9545	0.2988	0.3708	1734	2132	0.8133	2	2	2	0	1.0	0.5	0.5	0.362	1	1	0	0		0	1	0.006642	0.3333	1	2	4	0	0	0	13
LOC134758700	LOC134758735	0.9765	0.2378	0.4814	1044	2132	0.4897	1	2	1	1	0.5	0.5	1.0	0.483	1	1	0	0		0	1	0.005184	0.0769	1	4	12	0	0	0	13
LOC115931212	LOC134757815	0.9838	0.8519	0.9873	6773	7857	0.862	47	53	47	6	0.8868	0.849	0.957	0.984	23	45	0	1	5.461	0	1	0.010989	1.0	7	8	8	0	0	0	12
LOC115931212	LOC129534593	0.9879	0.7531	0.9773	6773	8793	0.7703	47	60	47	13	0.7833	0.75	0.957	0.976	15	45	0	1	4.896	0	1	0.010989	1.0	7	8	8	0	0	0	12
LOC115931212	LOC115931242	0.9753	0.7886	0.9873	6773	8571	0.7902	47	56	47	9	0.8393	0.786	0.936	0.985	31	44	0	1	7.001	0	1	0.010989	1.0	7	8	8	0	0	0	12
LOC115931212	LOC134757776	0.9506	0.7799	0.951	6773	8013	0.8453	47	55	47	8	0.8545	0.764	0.894	0.918	16	42	0	1	5.251	0	1	0.010989	1.0	7	8	8	0	0	0	12
LOC115931212	SPTBN5	0.9766	0.5816	0.9773	6773	11411	0.5936	47	66	47	19	0.7121	0.652	0.915	0.975	43	43	0	0		0	1	0.065934	0.5833	7	8	13	0	0	0	12
LOC134758742	LOC134758747	0.9948	0.7676	0.9897	584	753	0.7756	1	3	1	2	0.3333	0.333	1.0	0.99	1	1	0	1	5.313	0	1	0.010989	1.0	4	5	5	0	0	0	12
LOC134758742	LOC134758749	0.9897	0.9966	1.0	582	584	0.9966	1	1	1	0	1.0	1.0	1.0	1.0	1	1	0	1	5.029	0	1	0.010989	1.0	4	5	5	0	0	0	12
LOC134758742	SPTBN5	0.9856	0.0	0.8339	584	11411	0.0512	1	66	1	65	0.0152	0.015	1.0	0.834	1	1	0	0		0	1	0.098901	0.3333	4	5	13	0	0	0	12
LOC129523520	LOC134756437	0.9899	0.7442	0.9362	1159	1458	0.7949	8	7	7	1	0.875	0.875	1.0	0.936	7	7	0	1	5.302	0	1	0.035714	1.0	6	7	7	0	0	0	10
LOC101130728	LOC129523520	0.9947	0.2311	0.8214	1159	4028	0.2877	9	8	8	1	0.8889	0.778	0.875	0.821	7	7	0	1	5.002	0	1	0.035714	1.0	6	7	7	0	0	0	10
LOC129523520	LOC129531983	0.9947	0.3627	0.8205	1159	2622	0.442	8	8	8	0	1.0	0.875	0.875	0.821	7	7	0	1	7.002	0	1	0.035714	1.0	6	7	7	0	0	0	10
LOC129523520	LOC134758754	0.9937	0.231	0.8214	1159	4030	0.2876	8	9	8	1	0.8889	0.778	0.875	0.821	7	7	0	1	5.49	0	1	0.035714	1.0	6	7	7	0	0	0	10
LOC129523520	LOC129527105	0.9897	0.3065	0.3348	1159	1266	0.9155	8	5	5	3	0.625	0.25	0.4	0.335	2	2	0	0		0	1	0.035714	1.0	6	7	7	0	0	0	10
LOC129532070	LOC134758752	0.9946	0.5723	0.9826	748	943	0.7932	3	2	2	1	0.6667	0.667	1.0	0.983	2	2	0	1	5.304	0	1	0.095238	0.5	4	5	9	0	0	0	9
LOC129532070	LOC134758761	0.9904	0.5661	0.7829	926	943	0.982	3	3	3	0	1.0	1.0	1.0	1.0	3	3	0	1	5.489	0	1	0.095238	0.5	4	5	9	0	0	0	9
LOC109023422	LOC129532070	0.9717	0.5661	0.8706	850	943	0.9014	3	3	3	0	1.0	1.0	1.0	0.982	3	3	0	1	5.001	0	1	0.095238	0.5	4	5	9	0	0	0	9
LOC129532055	LOC129532070	0.9939	0.0	0.5117	943	6807	0.1385	28	3	3	25	0.1071	0.0	0.0	0.0	0	0	1	1	5.001	0	1	0.128571	0.2308	3	9	9	0	0	0	9
LOC129532070	LOC134758715	0.9835	0.0	0.5117	943	6650	0.1418	3	25	3	22	0.12	0.0	0.0	0.0	0	0	1	1	6.512	0	1	0.128571	0.2308	3	9	9	0	0	0	9
LOC129529247	LOC129532070	0.9833	0.0	0.5078	943	6770	0.1393	28	3	3	25	0.1071	0.0	0.0	0.0	0	0	1	1	6.527	0	1	0.128571	0.2308	3	9	9	0	0	0	9
LOC129532070	MAPKBP1	0.9772	0.0	0.5117	943	7105	0.1327	3	33	3	30	0.0909	0.0	0.0	0.0	0	0	1	0		0	1	0.128571	0.2308	3	9	9	0	0	0	9
LOC101128796	LOC129532055	0.9832	0.6574	0.9991	4530	6807	0.6655	30	28	28	2	0.9333	0.933	1.0	0.988	20	28	0	1	4.907	0	1	0.02619	0.75	6	7	9	0	0	0	9
LOC101128796	LOC134758759	0.9859	0.8353	0.9991	4530	5379	0.8422	30	29	29	1	0.9667	0.967	1.0	0.992	26	29	0	1	5.463	0	1	0.009524	1.0	6	7	7	0	0	0	9
LOC101128796	LOC129531977	0.9742	0.9483	0.9764	4530	4740	0.9557	30	31	30	1	0.9677	0.903	0.933	0.976	28	28	0	1	7.001	0	1	0.009524	1.0	6	7	7	0	0	0	9
LOC101128796	MAPKBP1	0.9874	0.4881	0.9991	4530	7105	0.6376	30	33	30	3	0.9091	0.879	0.967	0.982	29	29	0	0		0	1	0.02619	0.75	6	7	9	0	0	0	9
LOC115931242	LOC129534593	0.9696	0.9493	0.9921	8571	8793	0.9748	56	60	56	4	0.9333	0.933	1.0	0.973	34	56	0	1	6.996	0	1	0.010989	1.0	7	8	8	0	0	0	12
LOC129534593	LOC134757776	0.9643	0.9279	0.995	8013	8793	0.9113	60	55	55	5	0.9167	0.917	1.0	0.99	21	55	0	1	4.838	0	1	0.010989	1.0	7	8	8	0	0	0	12
LOC129534593	SPTBN5	0.9756	0.7241	0.9418	8793	11411	0.7706	60	66	60	6	0.9091	0.818	0.9	0.936	54	54	0	0		0	1	0.065934	0.5833	7	8	13	0	0	0	12
LOC129534593	LOC134757815	0.9863	0.878	0.9829	7857	8793	0.8936	60	53	53	7	0.8833	0.867	0.981	0.98	35	52	0	1	5.254	0	1	0.010989	1.0	7	8	8	0	0	0	12
LOC134758747	LOC134758749	0.9913	0.7676	0.9931	582	753	0.7729	3	1	1	2	0.3333	0.333	1.0	0.993	1	1	0	1	4.986	0	1	0.010989	1.0	4	5	5	0	0	0	12
LOC134758749	SPTBN5	0.9836	0.0	0.8368	582	11411	0.051	1	66	1	65	0.0152	0.015	1.0	0.837	1	1	0	0		0	1	0.098901	0.3333	4	5	13	0	0	0	12
LOC101130728	LOC134758754	0.9993	0.9995	1.0	4028	4030	0.9995	9	9	9	0	1.0	1.0	1.0	1.0	9	9	0	1	5.301	0	1	0.035714	1.0	6	7	7	0	0	0	10
LOC101130728	LOC134756437	0.9939	0.3187	0.9005	1458	4028	0.362	9	7	7	2	0.7778	0.778	1.0	0.901	7	7	0	1	4.962	0	1	0.035714	1.0	6	7	7	0	0	0	10
LOC101130728	LOC129531983	0.9958	0.2311	0.3631	2622	4028	0.6509	9	8	8	1	0.8889	0.778	0.875	0.363	7	7	0	1	6.997	0	1	0.035714	1.0	6	7	7	0	0	0	10
LOC101130728	LOC129527105	0.988	0.1825	0.594	1266	4028	0.3143	9	5	5	4	0.5556	0.222	0.4	0.594	2	2	0	0		0	1	0.035714	1.0	6	7	7	0	0	0	10
LOC129532055	LOC134758759	0.9922	0.7876	1.0	5379	6807	0.7902	28	29	28	1	0.9655	0.966	1.0	0.997	23	28	0	1	5.272	0	1	0.02619	0.75	6	7	9	0	0	0	9
LOC129532055	MAPKBP1	0.9735	0.7369	1.0	6807	7105	0.9581	28	33	28	5	0.8485	0.848	1.0	0.646	23	28	0	0		0	1	0.009524	1.0	8	9	9	0	0	0	9
LOC129531977	LOC129532055	0.9624	0.6423	0.9483	4740	6807	0.6963	31	28	28	3	0.9032	0.871	0.964	0.922	22	27	0	1	6.997	0	1	0.02619	0.75	6	7	9	0	0	0	9
LOC109023422	LOC134758761	0.98	0.9017	1.0	850	926	0.9179	3	3	3	0	1.0	1.0	1.0	0.982	3	3	0	1	5.3	0	1	0.009524	1.0	4	5	5	0	0	0	9
LOC109023422	LOC134758752	0.9743	0.8682	0.9693	748	850	0.88	3	2	2	1	0.6667	0.667	1.0	0.967	2	2	0	1	4.967	0	1	0.009524	1.0	4	5	5	0	0	0	9
LOC134758748	LOC134758760	1.0	0.5756	0.7584	3535	4658	0.7589	2	4	2	2	0.5	0.5	1.0	0.758	2	2	0	1	5.005	0	1	0.000263	0.4545	10	15	19	0	0	0	3
LOC129533569	LOC134758748	0.9091	0.5981	0.6702	3535	4021	0.8791	1	2	1	1	0.5	0.0	0.0	0.695	0	0	0	0		0	1	0.00042	0.4667	7	9	15	0	0	0	3
LOC115930151	LOC134758748	0.9299	0.5641	0.9835	1312	3535	0.3711	2	2	2	0	1.0	1.0	1.0	0.849	2	2	0	0		0	1	0.000504	0.4	12	15	29	0	0	0	3
LOC115932637	LOC134758748	0.9842	0.0	0.3041	3535	12441	0.2841	13	2	2	11	0.1538	0.0	0.0	0.512	0	0	0	0		0	1	0.003372	0.0845	6	15	64	0	0	0	3
LOC129529231	LOC134758748	0.9773	0.2984	0.4724	2227	3535	0.63	7	2	2	5	0.2857	0.286	1.0	0.472	2	2	0	1	6.993	0	1	0.000325	0.2308	6	15	19	0	0	0	3
LOC134756478	LOC134758748	0.9785	0.2758	0.3375	2889	3535	0.8173	2	2	2	0	1.0	1.0	1.0	0.337	2	2	0	0		0	1	0.000152	0.4118	7	11	15	0	0	0	3
LOC134757294	LOC134758748	0.9715	0.258	0.4681	1944	3535	0.5499	2	2	2	0	1.0	1.0	1.0	0.468	2	2	0	0		0	1	0.001458	0.1458	7	15	42	0	0	0	3
LOC134758136	LOC134758748	0.981	0.2079	0.5176	1215	3535	0.3437	3	2	2	1	0.6667	0.0	0.0	0.519	0	0	0	0		0	1	0.001608	0.14	7	15	44	0	0	0	3
LOC129534780	LOC134758748	0.9744	0.1771	0.5393	1159	3535	0.3279	2	2	2	0	1.0	1.0	1.0	0.539	2	2	0	0		0	1	0.000655	0.2941	10	15	31	0	0	0	3
LOC134757776	LOC134757815	0.9641	0.9163	0.9597	7857	8013	0.9805	55	53	53	2	0.9636	0.873	0.906	0.934	35	48	0	1	4.908	0	1	0.010989	1.0	7	8	8	0	0	0	12
LOC115931242	LOC134757776	0.943	0.9701	0.995	8013	8571	0.9349	56	55	55	1	0.9821	0.946	0.964	0.992	42	53	0	1	6.992	0	1	0.010989	1.0	7	8	8	0	0	0	12
LOC134757776	SPTBN5	0.9502	0.7085	0.9864	8013	11411	0.7022	55	66	55	11	0.8333	0.773	0.927	0.98	40	51	0	0		0	1	0.065934	0.5833	7	8	13	0	0	0	12
LOC134758747	SPTBN5	0.9851	0.0	0.8884	753	11411	0.066	3	66	3	63	0.0455	0.045	1.0	0.888	3	3	0	0		0	1	0.098901	0.3333	4	5	13	0	0	0	12
LOC129531982	LOC134758744	0.9423	0.9975	1.0	3632	3807	0.954	19	18	18	1	0.9474	0.947	1.0	0.996	15	18	0	1	6.993	0	1	0.066667	1.0	4	5	5	0	0	0	11
LOC134758744	PLA2G4B	0.932	0.9983	1.0	3632	3807	0.954	18	20	18	2	0.9	0.9	1.0	0.994	10	18	0	0		0	1	0.066667	1.0	4	5	5	0	0	0	11
LOC134756437	LOC134758754	0.9931	0.3185	0.9005	1458	4030	0.3618	7	9	7	2	0.7778	0.778	1.0	0.901	7	7	0	1	5.001	0	1	0.035714	1.0	6	7	7	0	0	0	10
LOC129531983	LOC134756437	0.9905	0.3623	0.6516	1458	2622	0.5561	8	7	7	1	0.875	0.875	1.0	0.652	7	7	0	1	6.993	0	1	0.035714	1.0	6	7	7	0	0	0	10
LOC129527105	LOC134756437	0.9854	0.5158	0.594	1266	1458	0.8683	5	7	5	2	0.7143	0.286	0.4	0.594	2	2	0	0		0	1	0.035714	1.0	6	7	7	0	0	0	10
LOC129532055	LOC134758322	0.9899	0.0	0.7844	501	6807	0.0736	28	1	1	27	0.0357	0.0	0.0	0.784	0	0	0	1	4.887	0	1	0.033333	0.375	3	4	9	0	0	0	9
LOC134758322	LOC134758715	0.9898	0.0	0.7844	501	6650	0.0753	1	25	1	24	0.04	0.0	0.0	0.78	0	0	0	1	6.539	0	1	0.033333	0.375	3	4	9	0	0	0	9
LOC129529247	LOC134758322	0.972	0.0	0.7844	501	6770	0.074	28	1	1	27	0.0357	0.0	0.0	0.778	0	0	0	1	6.553	0	1	0.033333	0.375	3	4	9	0	0	0	9
LOC134758322	MAPKBP1	0.9138	0.0	0.7645	501	7105	0.0705	1	33	1	32	0.0303	0.0	0.0	0.0	0	0	0	0		0	1	0.033333	0.375	3	4	9	0	0	0	9
LOC134758752	LOC134758761	0.9917	0.7808	0.9693	748	926	0.8078	2	3	2	1	0.6667	0.667	1.0	0.967	2	2	0	1	5.0	0	1	0.009524	1.0	4	5	5	0	0	0	9
LOC101148918	LOC134758760	0.9651	0.0	0.4487	4658	18822	0.2475	31	4	4	27	0.129	0.0	0.0	0.409	0	0	0	1	7.098	0	1	0.001365	0.2826	13	19	42	0	0	0	3
LOC129533569	LOC134758760	0.9091	0.0	0.5086	4021	4658	0.8632	1	4	1	3	0.25	0.0	0.0	0.611	0	0	0	0		0	1	0.000879	0.2381	5	9	19	0	0	0	3
LOC129529231	LOC134758760	0.9623	0.3356	0.6906	2227	4658	0.4781	7	4	4	3	0.5714	0.571	1.0	0.689	4	4	0	1	6.988	0	1	0.000188	0.44	11	19	19	0	0	0	3
LOC134757294	LOC134758760	0.9761	0.2426	0.5802	1944	4658	0.4173	2	4	2	2	0.5	0.25	0.5	0.609	1	1	0	0		0	1	0.001436	0.1346	7	19	42	0	0	0	3
LOC129533402	LOC134758760	0.9541	0.2377	0.3726	2912	4658	0.6252	10	4	4	6	0.4	0.4	1.0	0.371	4	4	0	0		0	1	0.000367	0.2857	8	19	19	0	0	0	3
LOC134756478	LOC134758760	0.9778	0.2228	0.3593	2889	4658	0.6202	2	4	2	2	0.5	0.0	0.0	0.359	0	0	0	0		0	1	0.000311	0.2727	6	11	19	0	0	0	3
LOC115931714	LOC134758760	0.9732	0.2241	0.3092	3376	4658	0.7248	9	4	4	5	0.4444	0.0	0.0	0.309	0	0	0	1	7.224	0	1	0.001126	0.1111	4	19	23	0	0	0	3
LOC115930151	LOC134758760	0.9797	0.19	0.4423	1312	4658	0.2817	2	4	2	2	0.5	0.5	1.0	0.992	2	2	0	0		0	1	0.000667	0.2778	10	19	29	0	0	0	3
LOC134758136	LOC134758760	0.9853	0.146	0.4789	1215	4658	0.2608	3	4	3	1	0.75	0.75	1.0	0.398	3	3	0	0		0	1	0.001544	0.1296	7	19	44	0	0	0	3
LOC115931242	LOC134757815	0.9793	0.9244	1.0	7857	8571	0.9167	56	53	53	3	0.9464	0.911	0.962	0.999	51	51	0	1	6.987	0	1	0.010989	1.0	7	8	8	0	0	0	12
LOC134757815	SPTBN5	0.9787	0.6782	0.9835	7857	11411	0.6885	53	66	53	13	0.803	0.742	0.925	0.981	49	49	0	0		0	1	0.065934	0.5833	7	8	13	0	0	0	12
LOC129531983	LOC134758754	0.9947	0.231	0.3631	2622	4030	0.6506	8	9	8	1	0.8889	0.778	0.875	0.363	7	7	0	1	6.988	0	1	0.035714	1.0	6	7	7	0	0	0	10
LOC129527105	LOC134758754	0.988	0.1824	0.594	1266	4030	0.3141	5	9	5	4	0.5556	0.222	0.4	0.594	2	2	0	0		0	1	0.035714	1.0	6	7	7	0	0	0	10
LOC134758759	MAPKBP1	0.9812	0.5836	1.0	5379	7105	0.7571	29	33	29	4	0.8788	0.879	1.0	0.821	29	29	0	0		0	1	0.02619	0.75	6	7	9	0	0	0	9
LOC129531977	LOC134758759	0.9651	0.8161	0.9483	4740	5379	0.8812	31	29	29	2	0.9355	0.903	0.966	0.926	28	28	0	1	6.987	0	1	0.009524	1.0	6	7	7	0	0	0	9
LOC129529131	LOC134758340	0.9471	0.5426	0.8912	2795	4580	0.6103	2	1	1	1	0.5	0.0	0.0	0.888	0	0	0	0		0	1	0.000772	0.6667	14	16	21	0	0	0	13
LOC129526140	LOC129529131	0.9123	0.6236	0.9159	2795	4171	0.6701	2	2	2	0	1.0	0.5	0.5	0.908	1	1	0	0		0	1	0.000801	0.619	13	15	21	0	0	0	13
LOC129529131	LOC134756677	0.9698	0.3617	0.9292	2795	6744	0.4144	2	1	1	1	0.5	0.0	0.0	0.865	0	0	0	0		0	1	0.002349	0.4194	13	21	25	0	0	0	13
LOC129529131	LOC129533261	0.9189	0.5194	0.8415	2795	4634	0.6032	2	1	1	1	0.5	0.5	1.0	0.838	1	1	0	0		0	1	0.001089	0.5	10	11	21	0	0	0	13
LOC129529131	LOC134757935	0.9139	0.0	0.9284	2795	11098	0.2518	2	2	2	0	1.0	0.5	0.5	0.923	1	1	0	0		0	1	0.00073	0.6	12	13	21	0	0	0	13
LOC129529131	LOC129533659	0.9241	0.4657	0.4758	2795	2798	0.9989	2	1	1	1	0.5	0.5	1.0	0.466	1	1	0	0		0	1	0.000864	0.56	14	20	21	0	0	0	13
LOC109026355	LOC129529131	0.9062	0.0	0.4755	2795	7033	0.3974	2	2	2	0	1.0	0.0	0.0	0.459	0	0	0	0		0	1	0.000767	0.5238	11	13	21	0	0	0	13
LOC129526164	LOC129529131	0.9523	0.2998	0.4572	1833	2795	0.6558	4	2	2	2	0.5	0.0	0.0	0.457	0	0	0	0		0	1	0.003396	0.3226	10	21	22	0	0	0	13
LOC129524691	LOC129529131	0.9039	0.4136	0.568	2044	2795	0.7313	2	2	2	0	1.0	0.5	0.5	0.564	1	1	0	0		0	1	0.003334	0.2083	5	10	21	0	0	0	13
LOC129529131	LOC129533522	0.9227	0.3148	0.647	1323	2795	0.4733	2	2	2	0	1.0	0.0	0.0	0.647	0	0	0	0		0	1	0.002663	0.4	12	21	23	0	0	0	13
LOC109028763	LOC129529131	0.9302	0.3227	0.5169	1596	2795	0.571	4	2	2	2	0.5	0.25	0.5	0.565	1	1	0	0		0	1	0.0023	0.5312	17	21	30	0	0	0	13
LOC129528127	LOC129529131	0.9548	0.2057	0.3887	1474	2795	0.5274	2	2	2	0	1.0	0.0	0.0	0.389	0	0	0	0		0	1	0.001196	0.4643	13	21	22	0	0	0	13
LOC129526805	LOC129529131	0.9557	0.1939	0.5605	967	2795	0.346	2	2	2	0	1.0	0.0	0.0	0.56	0	0	0	0		0	1	0.004744	0.3784	14	21	32	0	0	0	13
LOC129529131	LOC134756815	0.9551	0.1832	0.4912	1026	2795	0.3671	2	2	2	0	1.0	0.0	0.0	0.491	0	0	0	0		0	1	0.004615	0.4	14	21	30	0	0	0	13
LOC129529131	LOC134759326	0.9692	0.151	0.5315	794	2795	0.2841	2	1	1	1	0.5	0.0	0.0	0.531	0	0	0	0		0	1	0.004992	0.3684	14	21	33	0	0	0	13
LOC101124648	LOC115936299	0.9172	0.2705	0.3043	8161	8650	0.9435	19	24	19	5	0.7917	0.542	0.684	0.353	11	13	0	0		0	1	0.002247	0.3235	11	16	31	0	0	0	3
LOC101124648	LOC129533402	0.9721	0.2149	0.6027	2912	8161	0.3568	19	10	10	9	0.5263	0.316	0.6	0.602	6	6	0	0		0	1	0.000696	0.2632	10	19	31	0	0	0	3
LOC101124648	LOC115930814	0.9523	0.1412	0.6633	1684	8161	0.2063	19	5	5	14	0.2632	0.263	1.0	0.663	5	5	0	0		0	1	0.000685	0.1875	9	28	31	0	0	0	3
LOC115933756	LOC129531985	0.9461	0.5993	0.7061	4658	5348	0.871	16	10	10	6	0.625	0.5	0.8	0.682	6	8	0	1	7.085	0	1	0.1	1.0	2	3	3	0	0	0	8
LOC129529231	LOC129533402	0.9767	0.4863	0.6358	2227	2912	0.7648	7	10	7	3	0.7	0.7	1.0	0.634	7	7	0	0		0	1	0.000257	0.3333	9	19	19	0	0	0	3
LOC115936299	LOC129529231	0.9813	0.0	0.5429	2227	8650	0.2575	24	7	7	17	0.2917	0.292	1.0	0.541	7	7	0	0		0	1	0.001182	0.1379	4	16	19	0	0	0	3
LOC101136188	LOC129529231	0.9742	0.4052	0.5429	2227	2974	0.7488	14	7	7	7	0.5	0.5	1.0	0.541	7	7	0	0		0	1	0.000604	0.1739	4	10	19	0	0	0	3
LOC129529231	LOC129529254	0.9763	0.0	0.4724	2227	9516	0.234	7	21	7	14	0.3333	0.095	0.286	0.472	2	2	0	1	7.127	0	1	0.000903	0.1429	5	19	23	0	0	0	3
LOC101124648	LOC129529231	0.9869	0.0	0.4122	2227	8161	0.2729	19	7	7	12	0.3684	0.316	0.857	0.41	6	6	0	1	6.565	0	1	0.000863	0.2308	9	19	31	0	0	0	3
LOC129523855	LOC129529231	0.9715	0.0	0.4122	2227	7426	0.2999	17	7	7	10	0.4118	0.353	0.857	0.455	6	6	0	0		0	1	0.000538	0.1667	4	11	19	0	0	0	3
LOC101148918	LOC129529231	0.9815	0.0	0.3651	2227	18822	0.1183	31	7	7	24	0.2258	0.226	1.0	0.489	7	7	0	1	7.347	0	1	0.001016	0.1569	8	19	42	0	0	0	3
LOC129523742	LOC129529231	0.9813	0.0	0.3354	2227	9949	0.2238	15	7	7	8	0.4667	0.267	0.571	0.335	4	4	0	0		0	1	0.003093	0.0482	4	19	70	0	0	0	3
LOC129529231	LOC129533569	0.9517	0.0	0.3628	2227	4021	0.5538	7	1	1	6	0.1429	0.0	0.0	0.362	0	0	0	0		0	1	0.000998	0.2381	5	9	19	0	0	0	3
LOC115930151	LOC129529231	0.9011	0.471	0.5127	1312	2227	0.5891	2	7	2	5	0.2857	0.286	1.0	0.927	2	2	0	0		0	1	0.000622	0.2105	8	19	29	0	0	0	3
LOC129524261	LOC129529231	0.9516	0.26	0.3877	1491	2227	0.6695	2	7	2	5	0.2857	0.286	1.0	0.815	2	2	0	0		0	1	0.000764	0.2273	10	19	37	0	0	0	3
LOC109027802	LOC129529231	0.9775	0.2191	0.5476	893	2227	0.401	1	7	1	6	0.1429	0.143	1.0	0.546	1	1	0	0		0	1	0.000806	0.18	9	19	42	0	0	0	3
LOC115931242	SPTBN5	0.9639	0.7241	0.9844	8571	11411	0.7511	56	66	56	10	0.8485	0.788	0.929	0.963	49	52	0	0		0	1	0.065934	0.5833	7	8	13	0	0	0	12
LOC129531982	PLA2G4B	0.9791	0.9992	1.0	3807	3807	1.0	19	20	19	1	0.95	0.95	1.0	0.996	10	19	0	0		0	1	0.066667	1.0	4	5	5	0	0	0	11
LOC129527105	LOC129531983	0.9871	0.148	0.3065	1266	2622	0.4828	5	8	5	3	0.625	0.25	0.4	0.306	2	2	0	0		0	1	0.035714	1.0	6	7	7	0	0	0	10
LOC129531977	MAPKBP1	0.9716	0.4781	0.9504	4740	7105	0.6671	31	33	31	2	0.9394	0.879	0.935	0.935	29	29	0	0		0	1	0.02619	0.75	6	7	9	0	0	0	9
AURKA	LOC109028275	0.9471	0.3475	0.7868	2146	4889	0.4389	9	2	2	7	0.2222	0.111	0.5	0.791	1	1	0	0		0	1	1.0	0.0	0	1	1	0	0	0	14
LOC101148643	LOC129529254	0.9465	0.0	0.9917	1206	9516	0.1267	1	21	1	20	0.0476	0.0	0.0	0.99	0	0	0	1	7.31	0	1	0.001788	0.04	1	5	23	0	0	0	3
LOC101148643	LOC101148918	0.9079	0.0	0.9876	1206	18822	0.0641	1	31	1	30	0.0323	0.0	0.0	0.978	0	0	0	1	7.466	0	1	0.004477	0.0227	1	5	42	0	0	0	3
LOC101148643	LOC129523855	0.9116	0.169	0.9975	1206	7426	0.1624	1	17	1	16	0.0588	0.0	0.0	0.998	0	0	0	0		0	1	0.000344	0.0	0	5	11	0	0	0	3
LOC101148643	LOC115933023	0.9058	0.2933	0.9701	1206	4142	0.2912	1	2	1	1	0.5	0.0	0.0	0.965	0	0	0	0		0	1	0.000359	0.1667	2	5	11	0	0	0	3
LOC101124648	LOC101148643	0.9536	0.0	0.6866	1206	8161	0.1478	19	1	1	18	0.0526	0.0	0.0	0.687	0	0	0	1	7.028	0	1	0.001663	0.0625	2	5	31	0	0	0	3
LOC115931714	LOC134756357	0.9309	0.2809	0.6635	3376	8394	0.4022	9	15	9	6	0.6	0.267	0.444	0.664	3	4	0	1	8.045	0	1	0.00032	0.3878	19	23	47	0	0	0	3
LOC101148918	LOC115931714	0.9639	0.0	0.5492	3376	18822	0.1794	31	9	9	22	0.2903	0.097	0.333	0.14	3	3	0	1	7.466	0	1	0.000917	0.1667	9	23	42	0	0	0	3
LOC115931714	LOC115932637	0.9751	0.0	0.4879	3376	12441	0.2714	9	13	9	4	0.6923	0.0	0.0	0.488	0	0	0	0		0	1	0.001639	0.1039	8	23	64	0	0	0	3
LOC115931714	LOC115936299	0.9613	0.1815	0.4742	3376	8650	0.3903	9	24	9	15	0.375	0.333	0.889	0.465	8	8	0	0		0	1	0.001588	0.1212	4	16	23	0	0	0	3
LOC115931714	LOC129528380	0.978	0.252	0.3762	3376	5031	0.671	9	2	2	7	0.2222	0.0	0.0	0.376	0	0	0	0		0	1	0.001341	0.0857	6	23	55	0	0	0	3
LOC115930814	LOC115931714	0.9599	0.3543	0.6894	1684	3376	0.4988	5	9	5	4	0.5556	0.556	1.0	0.689	5	5	0	0		0	1	0.000393	0.3243	12	23	28	0	0	0	3
LOC115931714	LOC134757294	0.9715	0.2808	0.4866	1944	3376	0.5758	9	2	2	7	0.2222	0.0	0.0	0.487	0	0	0	0		0	1	0.001003	0.125	7	23	42	0	0	0	3
