family_id	n_copies	n_chroms	dominant_gene_root	name_concordance	density	avg_core_recip	n_articulation	class	members
DSFAM699	2	1	(novel)	NA	1.000	1.000	0	family	DN_NC_073242.2_26867490_8,DN_NC_073242.2_27157172_8
DSFAM700	2	1	IFIT	1.0	1.000	0.903	0	family	DN_NC_073232.2_101729760_2,DN_NC_073232.2_101729881_3
DSFAM701	2	2	(novel)	NA	1.000	0.323	0	family	DN_NC_073240.2_23569255_3,DN_NC_073242.2_32534238_24
DSFAM702	2	1	(novel)	NA	1.000	0.938	0	family	DN_NC_073234.2_123998478_3,DN_NC_073234.2_123998479_2
DSFAM703	2	1	PLEKHF	1.0	1.000	0.918	0	family	DN_NC_073231.2_100979596_3,DN_NC_073231.2_100979659_2
DSFAM704	2	2	(novel)	NA	1.000	0.191	0	family	DN_NC_073227.2_96191422_22,DN_NC_073231.2_30601556_2
DSFAM705	2	1	THOC	0.5	1.000	0.469	0	family	DN_NC_073242.2_6668831_3,DN_NC_073242.2_6668959_13
DSFAM706	2	1	SEC	1.0	1.000	0.934	0	family	DN_NC_086017.1_181049848_8,DN_NC_086017.1_181076983_2
DSFAM707	2	2	KDM	0.5	1.000	0.161	0	family	DN_NC_073230.2_149202220_20,DN_NC_073247.2_64062359_23
DSFAM708	2	1	(novel)	NA	1.000	0.231	0	family	DN_NC_073224.2_5868780_3,DN_NC_073224.2_5875208_2
DSFAM709	2	1	C1H1orf	0.5	1.000	0.576	0	family	DN_NC_073224.2_105776266_5,DN_NC_073224.2_105784199_2
DSFAM710	2	1	DPP	0.5	1.000	0.241	0	family	DN_NC_073235.2_64458923_26,DN_NC_073235.2_64637479_26
DSFAM711	2	1	(novel)	NA	1.000	0.897	0	family	DN_NC_073242.2_65850805_2,DN_NC_073242.2_68751082_2
DSFAM712	2	1	NANP	1.0	1.000	0.964	0	family	DN_NC_073245.2_35614959_2,DN_NC_073245.2_35614998_2
DSFAM713	2	1	POLR	1.0	1.000	0.210	0	family	DN_NC_073238.2_41947368_3,DN_NC_073238.2_41947441_2
DSFAM714	2	2	(novel)	NA	1.000	0.153	0	family	DN_NC_073234.2_45066531_11,DN_NC_086017.1_118126676_3
DSFAM715	2	1	(novel)	NA	1.000	0.280	0	family	DN_NC_073240.2_85708603_4,DN_NC_073240.2_86386259_3
DSFAM716	2	2	PLS	0.5	1.000	0.232	0	family	DN_NC_073238.2_59946195_16,DN_NC_086017.1_153776814_16
DSFAM717	2	1	GINS	1.0	1.000	0.770	0	family	DN_NC_073242.2_87532365_2,DN_NC_073242.2_87532444_3
DSFAM718	2	1	EPB41L	1.0	1.000	0.698	0	family	DN_NC_073228.2_115981752_3,DN_NC_073228.2_115983493_23
DSFAM719	2	2	NAA	1.0	1.000	0.329	0	family	DN_NC_073227.2_160095836_15,DN_NC_073238.2_55588931_20
DSFAM720	2	1	(novel)	NA	1.000	0.789	0	family	DN_NC_073230.2_159230781_2,DN_NC_073230.2_159231211_3
DSFAM721	2	1	CCDC	0.5	1.000	0.469	0	family	DN_NC_073237.2_27307884_9,DN_NC_073237.2_27311993_5
DSFAM722	2	1	(novel)	NA	1.000	0.977	0	family	DN_NC_073235.2_31713963_3,DN_NC_073235.2_32705529_3
DSFAM723	2	1	PTTG1IP	1.0	1.000	0.873	0	family	DN_NC_073246.2_46697499_3,DN_NC_073246.2_46697510_2
DSFAM724	2	2	ATP6V0A	0.5	1.000	0.147	0	family	DN_NC_073233.2_75965332_20,DN_NC_073234.2_139148650_20
DSFAM725	2	1	RNF	1.0	1.000	0.960	0	family	DN_NC_073229.2_31614660_3,DN_NC_073229.2_31615222_2
DSFAM726	2	1	DNAJC	1.0	1.000	0.731	0	family	DN_NC_073232.2_42489973_5,DN_NC_073232.2_42497391_2
DSFAM727	2	1	KNOP	1.0	1.000	0.727	0	family	DN_NC_073242.2_19342904_5,DN_NC_073242.2_19351473_2
DSFAM728	2	2	XPO	0.5	1.000	0.356	0	family	DN_NC_073228.2_174681363_28,DN_NC_073231.2_26115616_28
DSFAM729	2	1	(novel)	NA	1.000	0.545	0	family	DN_NC_073237.2_101005198_6,DN_NC_073237.2_101021921_6
DSFAM730	2	1	(novel)	NA	1.000	0.470	0	family	DN_NC_073237.2_84005209_4,DN_NC_073237.2_84204480_4
DSFAM731	2	1	GJB	1.0	1.000	0.814	0	family	DN_NC_073238.2_34485149_2,DN_NC_073238.2_34485156_2
DSFAM732	2	1	LRRC	1.0	1.000	0.298	0	family	DN_NC_073230.2_159145004_4,DN_NC_073230.2_159145015_4
DSFAM733	2	1	(novel)	NA	1.000	0.163	0	family	DN_NC_073232.2_14850424_21,DN_NC_073232.2_14895260_2
DSFAM734	2	1	EGR	1.0	1.000	0.881	0	family	DN_NC_073232.2_52946139_2,DN_NC_073232.2_52947649_2
DSFAM735	2	1	(novel)	NA	1.000	1.000	0	family	DN_NC_073247.2_161266095_3,DN_NC_073247.2_161413981_7
DSFAM736	2	1	AMHR	1.0	1.000	0.173	0	family	DN_NC_073234.2_47918258_11,DN_NC_073234.2_47918403_2
DSFAM737	2	1	DNAAF	1.0	1.000	0.515	0	family	DN_NC_073230.2_8182895_13,DN_NC_073230.2_8238129_2
DSFAM738	2	2	PRKCZ	0.5	1.000	0.165	0	family	DN_NC_073224.2_239070568_18,DN_NC_086017.1_181307962_18
DSFAM739	2	1	HILPDA	1.0	1.000	0.948	0	family	DN_NC_073230.2_137531381_2,DN_NC_073230.2_137531388_2
DSFAM740	2	1	AP1M	1.0	1.000	0.387	0	family	DN_NC_073244.2_16606086_12,DN_NC_073244.2_22635247_12
DSFAM741	2	1	(novel)	NA	1.000	0.549	0	family	DN_NC_073228.2_115483850_5,DN_NC_073228.2_115545008_4
DSFAM742	2	1	GPX	1.0	1.000	0.611	0	family	DN_NC_086017.1_59221746_2,DN_NC_086017.1_59221756_2
DSFAM743	2	1	SZRD	1.0	1.000	0.898	0	family	DN_NC_073224.2_223787100_3,DN_NC_073224.2_223787102_3
DSFAM744	2	1	(novel)	NA	1.000	0.581	0	family	DN_NC_073236.2_51549738_4,DN_NC_073236.2_51862546_3
DSFAM745	2	1	WDFY	1.0	1.000	0.147	0	family	DN_NC_073238.2_66096138_12,DN_NC_073238.2_66096243_2
DSFAM746	2	2	CCT	1.0	1.000	0.460	0	family	DN_NC_073228.2_58045766_15,DN_NC_073230.2_64231587_14
DSFAM747	2	1	SQLE	0.5	1.000	0.365	0	family	DN_NC_073231.2_130827518_11,DN_NC_073231.2_130851528_29
DSFAM748	2	1	(novel)	NA	1.000	0.231	0	family	DN_NC_073243.2_30120917_2,DN_NC_073243.2_30120917_5
DSFAM749	2	2	DAPK	1.0	1.000	0.274	0	family	DN_NC_073240.2_64676115_12,DN_NC_073244.2_9737989_9
DSFAM750	2	1	(novel)	NA	1.000	0.494	0	family	DN_NC_073232.2_36391573_6,DN_NC_073232.2_91788490_6
DSFAM751	2	1	NDUFA	0.5	1.000	0.430	0	family	DN_NC_073228.2_144488767_12,DN_NC_073228.2_144494736_3
DSFAM752	2	1	SH3RF	1.0	1.000	0.931	0	family	DN_NC_073236.2_47380216_2,DN_NC_073236.2_47386283_2
DSFAM753	2	2	PCBP	1.0	1.000	0.266	0	family	DN_NC_073234.2_47868349_14,DN_NC_073246.2_47506574_18
DSFAM754	2	1	POM	1.0	1.000	0.382	0	family	DN_NC_073230.2_82390460_3,DN_NC_073230.2_84208466_3
DSFAM755	2	1	TIFA	1.0	1.000	0.932	0	family	DN_NC_073227.2_132649535_2,DN_NC_073227.2_132649535_3
DSFAM756	2	1	SOX	1.0	1.000	0.903	0	family	DN_NC_086017.1_192652140_6,DN_NC_086017.1_192789306_2
DSFAM757	2	2	CAMK	1.0	1.000	0.298	0	family	DN_NC_073224.2_47163026_13,DN_NC_086017.1_19588191_12
DSFAM758	2	1	(novel)	NA	1.000	0.956	0	family	DN_NC_073244.2_26920460_3,DN_NC_073244.2_26921257_2
DSFAM759	2	1	LIPT	1.0	1.000	0.918	0	family	DN_NC_073236.2_36982651_2,DN_NC_073236.2_36982802_2
DSFAM760	2	2	ARRB	1.0	1.000	0.526	0	family	DN_NC_073233.2_83154693_15,DN_NC_073243.2_19834097_15
DSFAM761	2	2	PBX	1.0	1.000	0.183	0	family	DN_NC_073224.2_91906991_7,DN_NC_073229.2_49774005_9
DSFAM762	2	1	LPCAT	0.5	1.000	0.274	0	family	DN_NC_073234.2_22631499_6,DN_NC_073234.2_22636891_13
DSFAM763	2	1	MYO	1.0	1.000	0.584	0	family	DN_NC_073228.2_63911224_41,DN_NC_073228.2_64010645_2
DSFAM764	2	2	SDHD	0.5	1.000	0.452	0	family	DN_NC_073224.2_214517378_2,DN_NC_073233.2_119992784_4
DSFAM765	2	1	WDR	1.0	1.000	0.762	0	family	DN_NC_086017.1_208118181_3,DN_NC_086017.1_208120122_2
DSFAM766	2	2	AP1S	0.5	1.000	0.227	0	family	DN_NC_073243.2_40339828_3,DN_NC_073247.2_26298821_5
DSFAM767	2	1	MKRN	0.5	1.000	0.475	0	family	DN_NC_086017.1_22368298_8,DN_NC_086017.1_22395793_17
DSFAM768	2	1	(novel)	NA	1.000	0.166	0	family	DN_NC_073242.2_103894328_5,DN_NC_073242.2_29484610_23
DSFAM769	2	1	RBMS	1.0	1.000	0.233	0	family	DN_NC_086017.1_39119183_14,DN_NC_086017.1_39119300_2
DSFAM770	2	1	FANCL	0.5	1.000	0.270	0	family	DN_NC_073236.2_81530457_14,DN_NC_073236.2_81606261_13
DSFAM771	2	1	PGAP	1.0	1.000	0.809	0	family	DN_NC_073233.2_10163848_7,DN_NC_073233.2_10174714_7
DSFAM772	2	1	(novel)	NA	1.000	0.724	0	family	DN_NC_073224.2_85382771_4,DN_NC_073224.2_85382776_2
DSFAM773	2	1	BMPR	1.0	1.000	0.868	0	family	DN_NC_073235.2_105166441_2,DN_NC_073235.2_105167061_2
DSFAM774	2	2	DAZL	0.5	1.000	0.142	0	family	DN_NC_073248.2_42783128_31,DN_NC_086017.1_26423028_11
DSFAM775	2	1	FAM	1.0	1.000	0.788	0	family	DN_NC_073236.2_139864586_2,DN_NC_073236.2_139865866_2
DSFAM776	2	1	TASOR	1.0	1.000	0.249	0	family	DN_NC_086017.1_66512328_14,DN_NC_086017.1_66541567_2
DSFAM777	2	1	(novel)	NA	1.000	0.656	0	family	DN_NC_086017.1_134833806_5,DN_NC_086017.1_136815000_6
DSFAM778	2	2	MAPKAPK	1.0	1.000	0.191	0	family	DN_NC_073224.2_50024137_10,DN_NC_086017.1_60479047_11
DSFAM779	2	1	(novel)	NA	1.000	0.825	0	family	DN_NC_086018.1_48564680_20,DN_NC_086018.1_48579325_2
DSFAM780	2	1	(novel)	NA	1.000	0.967	0	family	DN_NC_073224.2_76929661_3,DN_NC_073224.2_76929679_2
DSFAM781	2	2	APBA	1.0	1.000	0.163	0	family	DN_NC_073240.2_29886021_14,DN_NC_073244.2_9529410_11
DSFAM782	2	1	(novel)	NA	1.000	0.822	0	family	DN_NC_073234.2_31270567_2,DN_NC_073234.2_31271530_2
DSFAM783	2	1	PYROXD	0.5	1.000	0.451	0	family	DN_NC_073234.2_79789135_15,DN_NC_073234.2_79820285_12
DSFAM784	2	2	CD	1.0	1.000	0.990	0	family	DN_NC_073247.2_11949199_10,DN_NC_073248.2_9270633_10
DSFAM785	2	1	(novel)	NA	1.000	0.722	0	family	DN_NC_073248.2_9973930_2,DN_NC_073248.2_9973956_3
DSFAM786	2	1	PDZD	1.0	1.000	0.201	0	family	DN_NC_073243.2_77460937_2,DN_NC_073243.2_77461119_14
DSFAM787	2	2	DNAH	1.0	1.000	0.588	0	family	DN_NC_073228.2_13540554_8,DN_NC_073243.2_27192824_11
DSFAM788	2	1	NDUFB	0.5	1.000	0.687	0	family	DN_NC_073237.2_30511420_2,DN_NC_073237.2_30512124_4
DSFAM789	2	2	ASMTL	1.0	1.000	0.144	0	family	DN_NC_073247.2_10819597_13,DN_NC_073248.2_8163494_2
DSFAM790	2	1	ZNF	1.0	1.000	0.960	0	family	DN_NC_073232.2_68216121_3,DN_NC_073232.2_68216125_2
DSFAM791	2	1	(novel)	NA	1.000	0.829	0	family	DN_NC_073224.2_214041940_2,DN_NC_073224.2_214042038_3
DSFAM792	2	2	PRKAB	0.5	1.000	0.424	0	family	DN_NC_073224.2_114825986_4,DN_NC_073240.2_44556092_13
DSFAM793	2	1	FZD	1.0	1.000	0.202	0	family	DN_NC_073231.2_109134791_7,DN_NC_073231.2_32715505_7
DSFAM794	2	1	PPP1R	1.0	1.000	0.672	0	family	DN_NC_073239.2_33339342_2,DN_NC_073239.2_33340076_3
DSFAM795	2	2	NR2F	1.0	1.000	0.473	0	family	DN_NC_073228.2_97705476_2,DN_NC_073240.2_97547891_3
DSFAM796	2	2	PRKD	1.0	1.000	0.287	0	family	DN_NC_073236.2_102496314_19,DN_NC_073239.2_26918461_17
DSFAM797	2	1	(novel)	NA	1.000	0.221	0	family	DN_NC_073229.2_28348360_6,DN_NC_073229.2_28419493_6
DSFAM798	2	2	ELMO	1.0	1.000	0.253	0	family	DN_NC_073230.2_44313875_22,DN_NC_073245.2_58594952_21
DSFAM799	2	1	(novel)	NA	1.000	0.928	0	family	DN_NC_073227.2_8705659_2,DN_NC_073227.2_8705692_2
DSFAM800	2	1	BTBD	0.5	1.000	0.517	0	family	DN_NC_073233.2_19708960_19,DN_NC_073233.2_19815473_9
DSFAM801	2	1	CALHM	1.0	1.000	0.857	0	family	DN_NC_073232.2_115723533_2,DN_NC_073232.2_115723533_3
DSFAM802	2	1	(novel)	NA	1.000	0.871	0	family	DN_NC_073242.2_6760404_2,DN_NC_073242.2_6761247_2
DSFAM803	2	2	(novel)	NA	1.000	0.141	0	family	DN_NC_073239.2_120173605_3,DN_NC_073244.2_27956142_2
DSFAM804	2	1	(novel)	NA	1.000	0.803	0	family	DN_NC_073224.2_63992094_2,DN_NC_073224.2_63992752_3
DSFAM805	2	1	CCDC	1.0	1.000	0.982	0	family	DN_NC_086017.1_134778224_13,DN_NC_086017.1_134778224_2
DSFAM806	2	1	ERC	1.0	1.000	0.815	0	family	DN_NC_073234.2_16590931_2,DN_NC_073234.2_16590931_4
DSFAM807	2	1	C16H15orf	1.0	1.000	0.561	0	family	DN_NC_073240.2_76114231_2,DN_NC_073240.2_76114887_2
DSFAM808	2	1	(novel)	NA	1.000	0.477	0	family	DN_NC_073242.2_104701006_6,DN_NC_073242.2_99381861_11
DSFAM809	2	1	PIK3IP	1.0	1.000	0.620	0	family	DN_NC_086018.1_29294424_6,DN_NC_086018.1_29298451_3
DSFAM810	2	2	SMARCA	1.0	1.000	0.323	0	family	DN_NC_073227.2_164298818_24,DN_NC_073247.2_141177039_25
DSFAM811	2	1	LNX	0.5	1.000	0.440	0	family	DN_NC_073227.2_72845455_9,DN_NC_073227.2_72905683_18
DSFAM812	2	1	PIN	1.0	1.000	0.951	0	family	DN_NC_073247.2_83941827_3,DN_NC_073247.2_83941926_2
DSFAM813	2	1	COG	0.5	1.000	0.592	0	family	DN_NC_073228.2_18779384_3,DN_NC_073228.2_18798859_2
DSFAM814	2	1	FKBP	0.5	1.000	0.409	0	family	DN_NC_073237.2_109499325_4,DN_NC_073237.2_109511989_28
DSFAM815	2	1	NAV	1.0	1.000	0.306	0	family	DN_NC_073234.2_93292406_2,DN_NC_073234.2_93292594_20
DSFAM816	2	1	(novel)	NA	1.000	0.855	0	family	DN_NC_073229.2_44402483_3,DN_NC_073229.2_44451307_4
DSFAM817	2	1	(novel)	NA	1.000	0.907	0	family	DN_NC_073236.2_139483102_2,DN_NC_073236.2_139485726_3
DSFAM818	2	1	(novel)	NA	1.000	0.494	0	family	DN_NC_073236.2_123828789_4,DN_NC_073236.2_123829062_4
DSFAM819	2	1	ABHD	1.0	1.000	0.956	0	family	DN_NC_073238.2_122945870_2,DN_NC_073238.2_122945987_2
DSFAM820	2	2	TBX	1.0	1.000	0.231	0	family	DN_NC_073228.2_30586164_7,DN_NC_073234.2_130067111_7
DSFAM821	2	1	TOB	1.0	1.000	0.825	0	family	DN_NC_086018.1_39434391_2,DN_NC_086018.1_39434392_2
DSFAM822	2	2	MED	0.5	1.000	0.332	0	family	DN_NC_073237.2_129717495_4,DN_NC_073238.2_41579503_4
DSFAM823	2	1	CRNKL	0.5	1.000	0.848	0	family	DN_NC_073245.2_30021133_6,DN_NC_073245.2_30036345_14
DSFAM824	2	1	ENDOD	1.0	1.000	0.840	0	family	DN_NC_073233.2_103002104_2,DN_NC_073233.2_103002501_2
DSFAM825	2	2	PGAM	1.0	1.000	0.859	0	family	DN_NC_073230.2_51889040_3,DN_NC_073232.2_109704136_4
DSFAM826	2	2	SLC1A	1.0	1.000	0.299	0	family	DN_NC_073243.2_81969227_10,DN_NC_073244.2_21366814_9
DSFAM827	2	1	(novel)	NA	1.000	0.593	0	family	DN_NC_073234.2_47215928_2,DN_NC_073234.2_47215928_3
DSFAM828	2	1	TM6SF	0.5	1.000	0.601	0	family	DN_NC_073240.2_84645975_10,DN_NC_073240.2_84673981_6
DSFAM829	2	2	(novel)	NA	1.000	0.439	0	family	DN_NC_073247.2_23442611_3,DN_NC_073248.2_30409029_3
DSFAM830	2	1	(novel)	NA	1.000	0.945	0	family	DN_NC_073237.2_29274689_3,DN_NC_073237.2_29275665_2
DSFAM831	2	1	(novel)	NA	1.000	0.224	0	family	DN_NC_073238.2_34124992_8,DN_NC_073238.2_34259091_25
DSFAM832	2	1	HYAL	1.0	1.000	0.146	0	family	DN_NC_086017.1_60157910_4,DN_NC_086017.1_60161487_2
DSFAM833	2	1	GAS2L	1.0	1.000	0.611	0	family	DN_NC_073234.2_115989113_9,DN_NC_073234.2_116040058_2
DSFAM834	2	1	(novel)	NA	1.000	0.876	0	family	DN_NC_073238.2_78519244_2,DN_NC_073238.2_78522176_2
DSFAM835	2	1	(novel)	NA	1.000	0.679	0	family	DN_NC_073234.2_24962455_3,DN_NC_073234.2_24962552_2
DSFAM836	2	1	RPRD	1.0	1.000	0.911	0	family	DN_NC_073241.2_65217755_7,DN_NC_073241.2_65217758_2
DSFAM837	2	1	ING	1.0	1.000	0.903	0	family	DN_NC_073227.2_204526898_2,DN_NC_073227.2_204528228_2
DSFAM838	2	1	TSKU	1.0	1.000	0.950	0	family	DN_NC_073233.2_84674058_2,DN_NC_073233.2_84674937_2
DSFAM839	2	1	ALKAL	0.5	1.000	0.862	0	family	DN_NC_073236.2_139618373_5,DN_NC_073236.2_139624268_6
DSFAM840	2	1	NAIF	1.0	1.000	0.841	0	family	DN_NC_073237.2_124444588_2,DN_NC_073237.2_124444719_2
DSFAM841	2	1	PTRH	1.0	1.000	0.816	0	family	DN_NC_073228.2_32353583_2,DN_NC_073228.2_32353596_3
DSFAM842	2	1	(novel)	NA	1.000	0.841	0	family	DN_NC_073238.2_78219344_2,DN_NC_073238.2_78219348_2
DSFAM843	2	1	PFKFB	1.0	1.000	0.896	0	family	DN_NC_073224.2_49705460_2,DN_NC_073224.2_49705478_2
DSFAM844	2	1	CHRAC	1.0	1.000	0.899	0	family	DN_NC_073231.2_146359048_3,DN_NC_073231.2_146359459_2
DSFAM845	2	2	FAM	1.0	1.000	0.395	0	family	DN_NC_073229.2_21470970_2,DN_NC_073247.2_166062772_13
DSFAM846	2	1	EXOSC	0.5	1.000	0.663	0	family	DN_NC_073237.2_25172073_4,DN_NC_073237.2_25176692_9
DSFAM847	2	1	MYL	1.0	1.000	0.343	0	family	DN_NC_073234.2_45204849_7,DN_NC_073234.2_45208389_7
DSFAM848	2	1	(novel)	NA	1.000	0.200	0	family	DN_NC_086018.1_44045392_3,DN_NC_086018.1_44049622_3
DSFAM849	2	2	GRIA	1.0	1.000	0.145	0	family	DN_NC_073228.2_157310163_16,DN_NC_073233.2_113496230_16
DSFAM850	2	2	(novel)	NA	1.000	0.607	0	family	DN_NC_073246.2_2173988_2,DN_NC_086018.1_1713296_2
DSFAM851	2	1	(novel)	NA	1.000	0.878	0	family	DN_NC_073242.2_6233163_3,DN_NC_073242.2_6233195_2
DSFAM852	2	1	DPH	1.0	1.000	0.937	0	family	DN_NC_086017.1_26083611_2,DN_NC_086017.1_26083611_3
DSFAM853	2	1	DNAJC	1.0	1.000	0.738	0	family	DN_NC_073246.2_35385743_2,DN_NC_073246.2_35387869_2
DSFAM854	2	2	ATP2A	1.0	1.000	0.438	0	family	DN_NC_073234.2_125738330_13,DN_NC_073242.2_29733807_20
DSFAM855	2	1	(novel)	NA	1.000	0.796	0	family	DN_NC_073233.2_23658380_14,DN_NC_073233.2_23713060_3
DSFAM856	2	1	AUNIP	0.5	1.000	0.725	0	family	DN_NC_073224.2_214075309_3,DN_NC_073224.2_214095871_7
DSFAM857	2	1	PNMA	1.0	1.000	0.571	0	family	DN_NC_073244.2_57986392_2,DN_NC_073244.2_57986416_3
DSFAM858	2	1	PDIA	0.5	1.000	0.383	0	family	DN_NC_073236.2_129103377_13,DN_NC_073236.2_129129305_10
DSFAM859	2	2	TPPP	1.0	1.000	0.264	0	family	DN_NC_073242.2_96607850_4,DN_NC_073243.2_111657543_4
DSFAM860	2	1	(novel)	NA	1.000	0.998	0	family	DN_NC_073240.2_21430216_23,DN_NC_073240.2_24008961_23
DSFAM861	2	1	(novel)	NA	1.000	0.651	0	family	DN_NC_073235.2_78597294_2,DN_NC_073235.2_78597313_2
DSFAM862	2	1	FLVCR	1.0	1.000	0.629	0	family	DN_NC_073239.2_92439460_10,DN_NC_073239.2_92439477_2
DSFAM863	2	1	(novel)	NA	1.000	0.277	0	family	DN_NC_073239.2_33872730_10,DN_NC_073239.2_33878048_2
DSFAM864	2	1	(novel)	NA	1.000	0.231	0	family	DN_NC_073228.2_57567147_5,DN_NC_073228.2_57642308_6
DSFAM865	2	1	TMEM	1.0	1.000	0.881	0	family	DN_NC_073243.2_23322934_2,DN_NC_073243.2_23322934_5
DSFAM866	2	2	(novel)	NA	1.000	0.132	0	family	DN_NC_073230.2_87356040_5,DN_NC_073235.2_21834574_3
DSFAM867	2	1	TRPV	1.0	1.000	0.848	0	family	DN_NC_073243.2_18635045_12,DN_NC_073243.2_18635046_2
DSFAM868	2	2	IPO	1.0	1.000	0.234	0	family	DN_NC_073233.2_15764817_25,DN_NC_073234.2_70557569_25
DSFAM869	2	1	MACROD	1.0	1.000	0.944	0	family	DN_NC_073245.2_24321532_3,DN_NC_073245.2_24321534_2
DSFAM870	2	2	(novel)	NA	1.000	0.294	0	family	DN_NC_073231.2_47085106_7,DN_NC_073234.2_95346893_3
DSFAM871	2	1	CEP	0.5	1.000	0.544	0	family	DN_NC_073233.2_103702122_11,DN_NC_073233.2_103744968_15
DSFAM872	2	1	WWOX	0.5	1.000	0.141	0	family	DN_NC_073242.2_108616637_5,DN_NC_073242.2_18137074_5
DSFAM873	2	1	NEK	1.0	1.000	0.877	0	family	DN_NC_073224.2_58444513_10,DN_NC_073224.2_58444554_2
DSFAM874	2	2	(novel)	NA	1.000	0.411	0	family	DN_NC_073237.2_131478659_6,DN_NC_073244.2_15891037_6
DSFAM875	2	2	(novel)	NA	1.000	0.994	0	family	DN_NC_073235.2_144827388_3,DN_NC_073242.2_3666815_3
DSFAM876	2	1	TCEAL	1.0	1.000	0.862	0	family	DN_NC_073247.2_115141904_3,DN_NC_073247.2_115141928_2
DSFAM877	2	2	TBC1D	1.0	1.000	0.396	0	family	DN_NC_073242.2_36070435_9,DN_NC_086018.1_28313237_9
DSFAM878	2	1	ERP	1.0	1.000	0.904	0	family	DN_NC_073234.2_127419086_3,DN_NC_073234.2_127419118_2
DSFAM879	2	2	ZNF	1.0	1.000	0.137	0	family	DN_NC_073240.2_57401181_22,DN_NC_073247.2_141930386_19
DSFAM880	2	1	NTMT	0.5	1.000	0.708	0	family	DN_NC_073237.2_126021216_4,DN_NC_073237.2_126029688_6
DSFAM881	2	1	(novel)	NA	1.000	1.000	0	family	DN_NC_073242.2_3790652_3,DN_NC_073242.2_3794469_3
DSFAM882	2	1	CACNA2D	1.0	1.000	0.870	0	family	DN_NC_073234.2_17432255_2,DN_NC_073234.2_17432263_3
DSFAM883	2	2	JADE	1.0	1.000	0.213	0	family	DN_NC_073227.2_149041423_9,DN_NC_073228.2_138430444_12
DSFAM884	2	2	GPAT	1.0	1.000	0.360	0	family	DN_NC_073227.2_103831874_13,DN_NC_073231.2_79838229_13
DSFAM885	2	1	ORMDL	0.5	1.000	0.589	0	family	DN_NC_073234.2_45531723_7,DN_NC_073234.2_45539357_4
DSFAM886	2	1	(novel)	NA	1.000	0.856	0	family	DN_NC_073244.2_11699249_2,DN_NC_073244.2_11699258_2
DSFAM887	2	1	(novel)	NA	1.000	0.251	0	family	DN_NC_073240.2_70140109_8,DN_NC_073240.2_70243341_2
DSFAM888	2	1	(novel)	NA	1.000	0.193	0	family	DN_NC_073235.2_31662902_3,DN_NC_073235.2_31973952_17
DSFAM889	2	1	ORAI	1.0	1.000	0.932	0	family	DN_NC_073242.2_36666193_2,DN_NC_073242.2_36666817_2
DSFAM890	2	1	(novel)	NA	1.000	0.833	0	family	DN_NC_073233.2_78321934_2,DN_NC_073233.2_78322565_3
DSFAM891	2	1	ZNF	1.0	1.000	0.792	0	family	DN_NC_073244.2_67656252_2,DN_NC_073244.2_67656589_2
DSFAM892	2	1	GCC	1.0	1.000	0.648	0	family	DN_NC_073230.2_136657628_2,DN_NC_073230.2_136659209_2
DSFAM893	2	1	PSMG	0.5	1.000	0.300	0	family	DN_NC_073241.2_37538314_7,DN_NC_073241.2_37560383_12
DSFAM894	2	2	(novel)	NA	1.000	0.279	0	family	DN_NC_073228.2_47938018_2,DN_NC_073240.2_43072375_7
DSFAM895	2	2	KAT	1.0	1.000	0.402	0	family	DN_NC_073228.2_50347799_18,DN_NC_086017.1_29881584_18
DSFAM896	2	1	TESK	0.5	1.000	0.623	0	family	DN_NC_073224.2_194445089_11,DN_NC_073224.2_194593658_8
DSFAM897	2	1	(novel)	NA	1.000	0.513	0	family	DN_NC_073233.2_97509393_19,DN_NC_073233.2_97983776_19
DSFAM898	2	1	RAB	1.0	1.000	0.953	0	family	DN_NC_073247.2_24157163_3,DN_NC_073247.2_24157191_2
DSFAM899	2	1	B3GNT	1.0	1.000	0.898	0	family	DN_NC_073236.2_77559851_2,DN_NC_073236.2_77559863_2
DSFAM900	2	2	FGFR	1.0	1.000	0.284	0	family	DN_NC_073228.2_180865938_18,DN_NC_073231.2_83007056_9
DSFAM901	2	1	RNASEH	0.5	1.000	0.249	0	family	DN_NC_073233.2_73623857_14,DN_NC_073233.2_73629498_4
DSFAM902	2	1	LYSMD	1.0	1.000	0.855	0	family	DN_NC_073240.2_100949794_3,DN_NC_073240.2_100949795_4
DSFAM903	2	1	(novel)	NA	1.000	0.325	0	family	DN_NC_073244.2_63732072_2,DN_NC_073244.2_63765159_2
DSFAM904	2	1	PUS	1.0	1.000	0.151	0	family	DN_NC_073236.2_78772907_3,DN_NC_073236.2_78772947_18
DSFAM905	2	1	JMJD	1.0	1.000	0.455	0	family	DN_NC_073232.2_52554395_17,DN_NC_073232.2_52554621_2
DSFAM906	2	1	(novel)	NA	1.000	0.289	0	family	DN_NC_073233.2_137548997_4,DN_NC_073233.2_137723951_2
DSFAM907	2	1	(novel)	NA	1.000	0.905	0	family	DN_NC_073227.2_30824454_6,DN_NC_073227.2_30966566_2
DSFAM908	2	1	BNC	1.0	1.000	0.770	0	family	DN_NC_073237.2_48015283_2,DN_NC_073237.2_48016316_3
DSFAM909	2	1	ZBTB	1.0	1.000	0.938	0	family	DN_NC_073247.2_131955568_3,DN_NC_073247.2_131956040_2
DSFAM910	2	1	BBS	1.0	1.000	0.944	0	family	DN_NC_073227.2_142818656_2,DN_NC_073227.2_142850836_2
