family_id	n_loci	dominant_gene	member_dn	member_gene	chrom	start	end
387	2	LOC101145660	DN_NC_073240.2_29752710_11	LOC129527173	NC_073240.2	29752710	29773209
388	3	DEXI	DN_NC_073240.2_23725358_9	LOC101149946	NC_073240.2	23725358	23756123
388	3	DEXI	DN_NC_073240.2_29803770_8	LOC134757265	NC_073240.2	29803770	29834635
388	3	DEXI	DN_NC_073242.2_14569289_2	DEXI	NC_073242.2	14569289	14582849
388	3	DEXI	DN_NC_073242.2_14569289_3	DEXI	NC_073242.2	14569289	14582757
389	2	LOC129527067	DN_NC_073240.2_24402639_2	LOC129527067	NC_073240.2	24402639	24435327
389	2	LOC129527067	DN_NC_086017.1_208307881_15	PAK2	NC_086017.1	208307881	208397240
390	3	LOC129527071	DN_NC_073240.2_24900197_18	LOC129527071	NC_073240.2	24900197	24911946
390	3	LOC129527071	DN_NC_073240.2_33035459_18	LOC129527017	NC_073240.2	33035459	33046560
390	3	LOC129527071	DN_NC_073240.2_33337179_18	LOC134757267	NC_073240.2	33337179	33348985
391	2	LOC129526912	DN_NC_073240.2_71261298_2	LOC129526912	NC_073240.2	71261298	71430948
391	2	LOC129526912	DN_NC_073240.2_71289923_2	LOC129526912	NC_073240.2	71289923	71431138
391	2	LOC129526912	DN_NC_073240.2_71415152_2	NA	NC_073240.2	71415152	71430948
392	2	IDH3A	DN_NC_073240.2_79048326_11	IDH3A	NC_073240.2	79048326	79071119
392	2	IDH3A	DN_NC_073240.2_79068535_14	ACSBG1	NC_073240.2	79068535	79134184
393	2	LOC115930840	DN_NC_073240.2_85708603_4	LOC115930840	NC_073240.2	85708603	85713713
393	2	LOC115930840	DN_NC_073240.2_86386259_3	LOC101138066	NC_073240.2	86386259	86391811
394	2	LOC101136124	DN_NC_073241.2_105983132_2	LOC101136124	NC_073241.2	105983132	105988937
394	2	LOC101136124	DN_NC_073241.2_105983194_3	LOC101136124	NC_073241.2	105983194	106001737
395	2	NFATC1	DN_NC_073241.2_108714725_10	NFATC1	NC_073241.2	108714725	108844363
395	2	NFATC1	DN_NC_073241.2_108809171_2	NFATC1	NC_073241.2	108809171	108844363
396	2	ZNF519	DN_NC_073241.2_36126183_3	ZNF519	NC_073241.2	36126183	36154489
396	2	ZNF519	DN_NC_073241.2_36126198_2	ZNF519	NC_073241.2	36126198	36154489
396	2	ZNF519	DN_NC_073246.2_15789285_3	LOC115931857	NC_073246.2	15789285	15819498
396	2	ZNF519	DN_NC_073246.2_15789320_2	LOC115931857	NC_073246.2	15789320	15819201
397	2	RAB31	DN_NC_073241.2_40387685_7	RAB31	NC_073241.2	40387685	40542442
397	2	RAB31	DN_NC_073241.2_40387689_2	RAB31	NC_073241.2	40387689	40394898
398	2	MYL12B	DN_NC_073241.2_47004815_4	MYL12B	NC_073241.2	47004815	47023317
398	2	MYL12B	DN_NC_073241.2_47028473_4	LOC101127500	NC_073241.2	47028473	47037777
399	2	NA	DN_NC_073241.2_63472392_2	NA	NC_073241.2	63472392	63564519
399	2	NA	DN_NC_073241.2_63472404_2	NA	NC_073241.2	63472404	63507831
400	3	PDPR	DN_NC_073242.2_103773356_15	LOC115931054	NC_073242.2	103773356	103830455
400	3	PDPR	DN_NC_073242.2_99543624_18	PDPR	NC_073242.2	99543624	99591995
400	3	PDPR	DN_NC_073242.2_99582133_7	PDPR	NC_073242.2	99582133	99604299
401	4	LOC129527724	DN_NC_073242.2_104350782_12	LOC129527724	NC_073242.2	104350782	104364080
401	4	LOC129527724	DN_NC_073242.2_104912717_12	LOC101127609	NC_073242.2	104912717	104926217
401	4	LOC129527724	DN_NC_073242.2_99181437_12	LOC115930161	NC_073242.2	99181437	99195002
401	4	LOC129527724	DN_NC_073242.2_99604879_12	LOC101154433	NC_073242.2	99604879	99617745
402	2	LOC129527725	DN_NC_073242.2_104701006_6	LOC129527725	NC_073242.2	104701006	104723769
402	2	LOC129527725	DN_NC_073242.2_99381861_11	LOC115933369	NC_073242.2	99381861	99418311
403	2	CHST6	DN_NC_073242.2_105982851_4	CHST6	NC_073242.2	105982851	106002013
403	2	CHST6	DN_NC_073242.2_106027382_7	TMEM231	NC_073242.2	106027382	106045493
404	2	COTL1	DN_NC_073242.2_115072204_2	COTL1	NC_073242.2	115072204	115092875
404	2	COTL1	DN_NC_073242.2_115072204_4	COTL1	NC_073242.2	115072204	115124755
405	2	ZCCHC14	DN_NC_073242.2_117986135_2	ZCCHC14	NC_073242.2	117986135	117994254
405	2	ZCCHC14	DN_NC_073242.2_117987704_2	ZCCHC14	NC_073242.2	117987704	117991685
406	2	CTU2	DN_NC_073242.2_119293235_15	CTU2	NC_073242.2	119293235	119304085
406	2	CTU2	DN_NC_073242.2_119301617_14	PIEZO1	NC_073242.2	119301617	119308000
407	3	ZC3H7A	DN_NC_073242.2_15387796_13	ZC3H7A	NC_073242.2	15387796	15406952
407	3	ZC3H7A	DN_NC_073242.2_28528734_13	LOC101136971	NC_073242.2	28528734	28548021
407	3	ZC3H7A	DN_NC_073242.2_35785087_23	LOC115932749	NC_073242.2	35785087	35832721
408	3	LOC134757427	DN_NC_073242.2_15582646_2	LOC134757427	NC_073242.2	15582646	15595416
408	3	LOC134757427	DN_NC_073242.2_15582850_2	LOC134757427	NC_073242.2	15582850	15595416
408	3	LOC134757427	DN_NC_073242.2_30609225_2	LOC134757432	NC_073242.2	30609225	30621899
408	3	LOC134757427	DN_NC_073242.2_30609335_2	LOC134757432	NC_073242.2	30609335	30621899
408	3	LOC134757427	DN_NC_073242.2_31473281_2	LOC129527626	NC_073242.2	31473281	31485967
408	3	LOC134757427	DN_NC_073242.2_31473413_2	LOC129527626	NC_073242.2	31473413	31485966
409	6	LOC134757427	DN_NC_073242.2_15607160_18	LOC134757427	NC_073242.2	15607160	15685250
409	6	LOC134757427	DN_NC_073242.2_15726062_24	LOC101136480	NC_073242.2	15726062	15768736
409	6	LOC134757427	DN_NC_073242.2_28606635_19	LOC129527620	NC_073242.2	28606635	28647616
409	6	LOC134757427	DN_NC_073242.2_28689005_18	LOC101131561	NC_073242.2	28689005	28786658
409	6	LOC134757427	DN_NC_073242.2_30717385_31	LOC115933250	NC_073242.2	30717385	30779463
409	6	LOC134757427	DN_NC_073242.2_31497679_8	LOC115933349	NC_073242.2	31497679	31520334
410	3	LOC101130854	DN_NC_073242.2_15911262_31	LOC101130854	NC_073242.2	15911262	16101058
410	3	LOC101130854	DN_NC_073242.2_16378095_15	LOC115932992	NC_073242.2	16378095	16435866
410	3	LOC101130854	DN_NC_073242.2_29051840_13	LOC115932779	NC_073242.2	29051840	29157089
411	5	SMG1	DN_NC_073242.2_18210354_26	SMG1	NC_073242.2	18210354	18276330
411	5	SMG1	DN_NC_073242.2_21122105_21	LOC129527586	NC_073242.2	21122105	21170711
411	5	SMG1	DN_NC_073242.2_21673693_21	LOC115931069	NC_073242.2	21673693	21722338
411	5	SMG1	DN_NC_073242.2_22021271_21	LOC101135276	NC_073242.2	22021271	22088933
411	5	SMG1	DN_NC_073242.2_35991615_14	NA	NC_073242.2	35991615	35991615
412	2	KNOP1	DN_NC_073242.2_19342904_5	KNOP1	NC_073242.2	19342904	19356027
412	2	KNOP1	DN_NC_073242.2_19351473_2	KNOP1	NC_073242.2	19351473	19355458
413	4	CDR2	DN_NC_073242.2_21170576_8	CDR2	NC_073242.2	21170576	21245324
413	4	CDR2	DN_NC_073242.2_21650759_11	LOC101131923	NC_073242.2	21650759	21673773
413	4	CDR2	DN_NC_073242.2_29556580_18	RRN3	NC_073242.2	29556580	29593932
413	4	CDR2	DN_NC_073242.2_31545375_14	LOC101142371	NC_073242.2	31545375	31603955
414	2	KDM8	DN_NC_073242.2_26867490_8	KDM8	NC_073242.2	26867490	26887408
414	2	KDM8	DN_NC_073242.2_27157172_8	LOC129523519	NC_073242.2	27157172	27176983
415	2	LOC129527614	DN_NC_073242.2_26889052_8	LOC129527614	NC_073242.2	26889052	26932791
415	2	LOC129527614	DN_NC_073242.2_27178722_8	LOC101123970	NC_073242.2	27178722	27222847
416	2	MYH11	DN_NC_073242.2_30207983_41	MYH11	NC_073242.2	30207983	30368219
416	2	MYH11	DN_NC_086018.1_34278584_41	MYH9	NC_086018.1	34278584	34383714
417	2	LOC101150079	DN_NC_073242.2_32258496_8	LOC101150079	NC_073242.2	32258496	32294889
417	2	LOC101150079	DN_NC_073242.2_32495201_8	BFAR	NC_073242.2	32495201	32531745
418	3	SNX29	DN_NC_073242.2_35192809_3	SNX29	NC_073242.2	35192809	35216791
418	3	SNX29	DN_NC_073242.2_35908052_15	NA	NC_073242.2	35908052	35908052
418	3	SNX29	DN_NC_073247.2_61926443_2	GSPT2	NC_073247.2	61926443	61929233
419	2	LOC129527341	DN_NC_073242.2_35270505_17	LOC129527341	NC_073242.2	35270505	35364396
419	2	LOC129527341	DN_NC_073242.2_35624699_9	LOC115933144	NC_073242.2	35624699	35690967
420	2	LOC115931067	DN_NC_073242.2_3790652_3	LOC115931067	NC_073242.2	3790652	3791552
420	2	LOC115931067	DN_NC_073242.2_3794469_3	LOC134757486	NC_073242.2	3794469	3795361
421	2	STUB1	DN_NC_073242.2_4304426_7	STUB1	NC_073242.2	4304426	4306770
421	2	STUB1	DN_NC_073242.2_4305661_8	JMJD8	NC_073242.2	4305661	4308341
422	2	LOC134757436	DN_NC_073242.2_65850805_2	LOC134757436	NC_073242.2	65850805	65859676
422	2	LOC134757436	DN_NC_073242.2_68751082_2	LOC134757438	NC_073242.2	68751082	68760152
423	3	LOC129523521	DN_NC_073242.2_66060664_2	LOC129523521	NC_073242.2	66060664	66062629
423	3	LOC129523521	DN_NC_073242.2_66060865_2	LOC129523521	NC_073242.2	66060865	66062635
423	3	LOC129523521	DN_NC_073242.2_66831403_2	LOC129527828	NC_073242.2	66831403	66834023
423	3	LOC129523521	DN_NC_073242.2_66832276_2	LOC129527828	NC_073242.2	66832276	66834072
423	3	LOC129523521	DN_NC_073242.2_74668051_2	NA	NC_073242.2	74668051	74670612
424	2	HCFC1R1	DN_NC_073242.2_6668831_3	HCFC1R1	NC_073242.2	6668831	6670500
424	2	HCFC1R1	DN_NC_073242.2_6668959_13	THOC6	NC_073242.2	6668959	6673967
425	2	ZNF75A	DN_NC_073242.2_6953229_7	ZNF75A	NC_073242.2	6953229	6968036
425	2	ZNF75A	DN_NC_073247.2_147064204_6	ZNF75D	NC_073247.2	147064204	147074455
426	2	SIAH1	DN_NC_073242.2_77427667_2	SIAH1	NC_073242.2	77427667	77433132
426	2	SIAH1	DN_NC_073242.2_77427668_2	SIAH1	NC_073242.2	77427668	77451973
426	2	SIAH1	DN_NC_073242.2_77427669_2	SIAH1	NC_073242.2	77427669	77452333
427	2	RBL2	DN_NC_073242.2_82507839_22	RBL2	NC_073242.2	82507839	82565052
427	2	RBL2	DN_NC_073242.2_82560306_10	AKTIP	NC_073242.2	82560306	82576681
428	2	LOC115931015	DN_NC_073242.2_84833963_14	LOC115931015	NC_073242.2	84833963	84870755
428	2	LOC115931015	DN_NC_073242.2_84922514_14	CES1	NC_073242.2	84922514	84952609
429	3	LOC101128458	DN_NC_073242.2_96060106_12	LOC101128458	NC_073242.2	96060106	96070061
429	3	LOC101128458	DN_NC_073242.2_96073882_12	LOC115931020	NC_073242.2	96073882	96084435
429	3	LOC101128458	DN_NC_073242.2_96161607_12	LOC101128088	NC_073242.2	96161607	96171304
430	2	SLC7A6	DN_NC_073242.2_97493790_12	SLC7A6	NC_073242.2	97493790	97532746
430	2	SLC7A6	DN_NC_073242.2_97528976_5	SLC7A6OS	NC_073242.2	97528976	97541878
431	2	ZFP90	DN_NC_073242.2_97765438_2	NA	NC_073242.2	97765438	97769472
431	2	ZFP90	DN_NC_073242.2_97765438_4	ZFP90	NC_073242.2	97765438	97802122
432	2	CDH3	DN_NC_073242.2_97869680_2	CDH3	NC_073242.2	97869680	97871674
432	2	CDH3	DN_NC_073242.2_97870017_16	CDH3	NC_073242.2	97870017	97925436
433	2	COG8	DN_NC_073242.2_98553829_2	COG8	NC_073242.2	98553829	98557527
433	2	COG8	DN_NC_073242.2_98553829_6	COG8	NC_073242.2	98553829	98566586
434	2	LOC134757440	DN_NC_073242.2_98958086_2	LOC134757440	NC_073242.2	98958086	98977058
434	2	LOC134757440	DN_NC_073242.2_98974496_9	NOB1	NC_073242.2	98974496	98987685
435	2	DDX19B	DN_NC_073242.2_99745328_12	DDX19B	NC_073242.2	99745328	99781507
435	2	DDX19B	DN_NC_073242.2_99793055_12	DDX19A	NC_073242.2	99793055	99819627
436	2	ICE1	DN_NC_073243.2_106676345_7	ICE1	NC_073243.2	106676345	106705626
436	2	ICE1	DN_NC_073243.2_106676359_2	ICE1	NC_073243.2	106676359	106682592
437	2	MRPL36	DN_NC_073243.2_110379923_2	MRPL36	NC_073243.2	110379923	110383348
437	2	MRPL36	DN_NC_073243.2_110381900_2	MRPL36	NC_073243.2	110381900	110383348
438	4	SDHA	DN_NC_073243.2_112081564_15	SDHA	NC_073243.2	112081564	112119582
438	4	SDHA	DN_NC_086017.1_207228653_16	LOC101136819	NC_086017.1	207228653	207256409
438	4	SDHA	DN_NC_086017.1_207540432_15	LOC101147313	NC_086017.1	207540432	207569051
438	4	SDHA	DN_NC_086017.1_209174437_6	LOC115934054	NC_086017.1	209174437	209188548
439	2	SRR	DN_NC_073243.2_17433799_8	SRR	NC_073243.2	17433799	17453853
439	2	SRR	DN_NC_073243.2_17450998_15	TSR1	NC_073243.2	17450998	17465984
440	2	LOC101144819	DN_NC_073243.2_18392433_3	NA	NC_073243.2	18392433	18392433
440	2	LOC101144819	DN_NC_073243.2_18392434_2	LOC101144819	NC_073243.2	18392434	18496071
441	2	TRPV3	DN_NC_073243.2_18635045_12	TRPV3	NC_073243.2	18635045	18660804
441	2	TRPV3	DN_NC_073243.2_18635046_2	TRPV3	NC_073243.2	18635046	18638426
442	2	CXCL16	DN_NC_073243.2_19854793_3	CXCL16	NC_073243.2	19854793	19859449
442	2	CXCL16	DN_NC_073243.2_19856930_6	CXCL16	NC_073243.2	19856930	19863289
443	2	ZNF594	DN_NC_073243.2_20322881_2	ZNF594	NC_073243.2	20322881	20335718
443	2	ZNF594	DN_NC_073243.2_20324218_2	ZNF594	NC_073243.2	20324218	20335526
443	2	ZNF594	DN_NC_073243.2_20331571_2	ZNF594	NC_073243.2	20331571	20335678
444	2	TXNDC17	DN_NC_073243.2_21779153_4	TXNDC17	NC_073243.2	21779153	21782819
444	2	TXNDC17	DN_NC_073243.2_21780781_4	MED31	NC_073243.2	21780781	21793531
445	2	MPDU1-AS1	DN_NC_073243.2_22727924_2	MPDU1-AS1	NC_073243.2	22727924	22730093
445	2	MPDU1-AS1	DN_NC_073243.2_22729136_7	MPDU1	NC_073243.2	22729136	22734338
446	2	NAA38	DN_NC_073243.2_23006862_3	NAA38	NC_073243.2	23006862	23008129
446	2	NAA38	DN_NC_073243.2_23006869_2	NAA38	NC_073243.2	23006869	23007419
447	2	LOC134757577	DN_NC_073243.2_23849950_3	LOC134757577	NC_073243.2	23849950	23855606
447	2	LOC134757577	DN_NC_073243.2_23853504_2	LOC134757577	NC_073243.2	23853504	23868406
448	2	MYH8	DN_NC_073243.2_25668904_14	MYH8	NC_073243.2	25668904	25679313
448	2	MYH8	DN_NC_073243.2_25770609_26	MYH1	NC_073243.2	25770609	25788141
449	2	LOC129527921	DN_NC_073243.2_30120917_2	LOC129527921	NC_073243.2	30120917	30123255
449	2	LOC129527921	DN_NC_073243.2_30120917_5	LOC129527921	NC_073243.2	30120917	30246526
450	2	DIMT1	DN_NC_073243.2_47785917_12	DIMT1	NC_073243.2	47785917	47803729
450	2	DIMT1	DN_NC_073243.2_47800408_20	KIF2A	NC_073243.2	47800408	47882742
451	2	PLPP1	DN_NC_073243.2_54697918_6	PLPP1	NC_073243.2	54697918	54808136
451	2	PLPP1	DN_NC_073243.2_54805899_27	MTREX	NC_073243.2	54805899	54924857
452	2	ITGA1	DN_NC_073243.2_57271335_29	ITGA1	NC_073243.2	57271335	57439218
452	2	ITGA1	DN_NC_073243.2_57401653_2	ITGA1	NC_073243.2	57401653	57438997
453	2	LOC109023803	DN_NC_073243.2_68855949_2	LOC109023803	NC_073243.2	68855949	68866399
453	2	LOC109023803	DN_NC_073243.2_68861513_2	LOC109023803	NC_073243.2	68861513	68866414
454	2	PDZD2	DN_NC_073243.2_77460937_2	PDZD2	NC_073243.2	77460937	77465970
454	2	PDZD2	DN_NC_073243.2_77461119_14	PDZD2	NC_073243.2	77461119	77677582
455	2	CPLANE1	DN_NC_073243.2_82594889_12	CPLANE1	NC_073243.2	82594889	82620180
455	2	CPLANE1	DN_NC_073243.2_82739824_8	LOC115933270	NC_073243.2	82739824	82765535
456	2	LRRC8E	DN_NC_073244.2_13768230_3	LRRC8E	NC_073244.2	13768230	13781788
456	2	LRRC8E	DN_NC_073244.2_13778576_2	LRRC8E	NC_073244.2	13778576	13783347
457	6	ZNF823	DN_NC_073244.2_17751582_4	ZNF823	NC_073244.2	17751582	17769656
457	6	ZNF823	DN_NC_073244.2_17751584_2	ZNF823	NC_073244.2	17751584	17769650
457	6	ZNF823	DN_NC_073244.2_18307855_4	LOC101154200	NC_073244.2	18307855	18333933
457	6	ZNF823	DN_NC_073244.2_18356684_4	ZNF563	NC_073244.2	18356684	18372776
457	6	ZNF823	DN_NC_073244.2_18385030_4	LOC101133657	NC_073244.2	18385030	18403816
457	6	ZNF823	DN_NC_073244.2_18426035_4	ZNF799	NC_073244.2	18426035	18440554
457	6	ZNF823	DN_NC_073244.2_18470484_4	ZNF443	NC_073244.2	18470484	18482381
458	7	ZNF440	DN_NC_073244.2_17846610_4	ZNF440	NC_073244.2	17846610	17862312
458	7	ZNF440	DN_NC_073244.2_17876785_4	LOC101128351	NC_073244.2	17876785	17898987
458	7	ZNF440	DN_NC_073244.2_17922158_4	LOC101128712	NC_073244.2	17922158	17944006
458	7	ZNF440	DN_NC_073244.2_17960497_4	LOC101130507	NC_073244.2	17960497	17984544
458	7	ZNF440	DN_NC_073244.2_17994654_4	LOC101130877	NC_073244.2	17994654	18013083
458	7	ZNF440	DN_NC_073244.2_18047026_4	ZNF433	NC_073244.2	18047026	18068037
458	7	ZNF440	DN_NC_073244.2_18096775_3	LOC109025073	NC_073244.2	18096775	18109820
459	2	TRMT1	DN_NC_073244.2_19147321_17	TRMT1	NC_073244.2	19147321	19160507
459	2	TRMT1	DN_NC_073247.2_157117185_2	NA	NC_073247.2	157117185	157279218
460	2	ZNF565	DN_NC_073244.2_47250467_5	ZNF565	NC_073244.2	47250467	47288683
460	2	ZNF565	DN_NC_073244.2_47288294_4	ZNF565	NC_073244.2	47288294	47315222
461	2	LOC101127631	DN_NC_073244.2_48660338_4	LOC101127631	NC_073244.2	48660338	48688616
461	2	LOC101127631	DN_NC_073244.2_48919547_6	ZNF569	NC_073244.2	48919547	48978146
462	2	LOC101130137	DN_NC_073244.2_48980018_5	LOC101130137	NC_073244.2	48980018	48996052
462	2	LOC101130137	DN_NC_073244.2_68513423_5	ZNF583	NC_073244.2	68513423	68536848
463	2	EID2B	DN_NC_073244.2_51264173_3	EID2B	NC_073244.2	51264173	51273937
463	2	EID2B	DN_NC_073244.2_51264524_3	EID2B	NC_073244.2	51264524	51265810
464	2	ZNF780B	DN_NC_073244.2_51783968_5	ZNF780B	NC_073244.2	51783968	51808385
464	2	ZNF780B	DN_NC_073244.2_51825388_5	ZNF780A	NC_073244.2	51825388	51843119
465	10	ZNF221	DN_NC_073244.2_55464824_5	ZNF221	NC_073244.2	55464824	55481875
465	10	ZNF221	DN_NC_073244.2_55497464_5	ZNF155	NC_073244.2	55497464	55513128
465	10	ZNF221	DN_NC_073244.2_55516115_5	ZNF230	NC_073244.2	55516115	55527059
465	10	ZNF221	DN_NC_073244.2_55538420_4	ZNF222	NC_073244.2	55538420	55546206
465	10	ZNF221	DN_NC_073244.2_55565140_5	LOC101136640	NC_073244.2	55565140	55581118
465	10	ZNF221	DN_NC_073244.2_55585242_5	ZNF284	NC_073244.2	55585242	55602660
465	10	ZNF221	DN_NC_073244.2_55607411_6	ZNF224	NC_073244.2	55607411	55623033
465	10	ZNF221	DN_NC_073244.2_55626504_5	ZNF225	NC_073244.2	55626504	55648307
465	10	ZNF221	DN_NC_073244.2_55654796_6	ZNF234	NC_073244.2	55654796	55674016
465	10	ZNF221	DN_NC_073244.2_55678004_6	LOC101131689	NC_073244.2	55678004	55692316
466	2	CCDC8	DN_NC_073244.2_57930048_2	CCDC8	NC_073244.2	57930048	57933083
466	2	CCDC8	DN_NC_073244.2_57930050_2	CCDC8	NC_073244.2	57930050	57936311
467	3	ZNF841	DN_NC_073244.2_64034715_7	ZNF841	NC_073244.2	64034715	64066398
467	3	ZNF841	DN_NC_073244.2_64081943_4	ZNF616	NC_073244.2	64081943	64111717
467	3	ZNF841	DN_NC_073244.2_64125568_5	ZNF836	NC_073244.2	64125568	64143028
468	2	LOC101144471	DN_NC_073244.2_64306022_6	LOC101144471	NC_073244.2	64306022	64337731
468	2	LOC101144471	DN_NC_073244.2_64340366_4	LOC101144471	NC_073244.2	64340366	64357820
469	2	ZNF528	DN_NC_073244.2_64368633_7	ZNF528	NC_073244.2	64368633	64389468
469	2	ZNF528	DN_NC_073244.2_64400145_5	LOC101150965	NC_073244.2	64400145	64410572
470	17	OSBPL10	DN_NC_073244.2_64426370_6	ZNF578	NC_073244.2	64426370	64489899
470	17	OSBPL10	DN_NC_073244.2_64500861_5	ZNF808	NC_073244.2	64500861	64530740
470	17	OSBPL10	DN_NC_073244.2_64543447_4	ZNF701	NC_073244.2	64543447	64560739
470	17	OSBPL10	DN_NC_073244.2_64618758_7	LOC101130023	NC_073244.2	64618758	64659902
470	17	OSBPL10	DN_NC_073244.2_64672255_4	ZNF611	NC_073244.2	64672255	64695340
470	17	OSBPL10	DN_NC_073244.2_64724127_4	ZNF600	NC_073244.2	64724127	64748731
470	17	OSBPL10	DN_NC_073244.2_64759228_5	ZNF28	NC_073244.2	64759228	64780032
470	17	OSBPL10	DN_NC_073244.2_64797239_5	ZNF468	NC_073244.2	64797239	64817066
470	17	OSBPL10	DN_NC_073244.2_64836827_4	LOC101152401	NC_073244.2	64836827	64855289
470	17	OSBPL10	DN_NC_073244.2_64860608_4	ZNF888	NC_073244.2	64860608	64901705
470	17	OSBPL10	DN_NC_073244.2_64908457_4	LOC101153131	NC_073244.2	64908457	64921933
470	17	OSBPL10	DN_NC_073244.2_65266359_4	LOC115931654	NC_073244.2	65266359	65289349
470	17	OSBPL10	DN_NC_073244.2_65293743_4	LOC109024216	NC_073244.2	65293743	65312590
470	17	OSBPL10	DN_NC_073244.2_65326089_4	LOC101133546	NC_073244.2	65326089	65343693
470	17	OSBPL10	DN_NC_073244.2_65362909_5	ZNF761	NC_073244.2	65362909	65389965
470	17	OSBPL10	DN_NC_073244.2_65398487_4	ZNF813	NC_073244.2	65398487	65427435
470	17	OSBPL10	DN_NC_086017.1_41849470_3	OSBPL10	NC_086017.1	41849470	41860491
470	17	OSBPL10	DN_NC_086017.1_41849524_2	OSBPL10	NC_086017.1	41849524	41860699
471	2	FSTL3	DN_NC_073244.2_6454410_5	FSTL3	NC_073244.2	6454410	6461262
471	2	FSTL3	DN_NC_073244.2_6458781_2	FSTL3	NC_073244.2	6458781	6461262
472	2	LOC101126065	DN_NC_073244.2_65003440_7	LOC101126065	NC_073244.2	65003440	65042033
472	2	LOC101126065	DN_NC_073244.2_65073171_5	ZNF347	NC_073244.2	65073171	65097287
473	2	NLRP7	DN_NC_073244.2_66923641_8	NLRP7	NC_073244.2	66923641	66940675
473	2	NLRP7	DN_NC_073244.2_66965840_13	NLRP2	NC_073244.2	66965840	66998444
474	5	RFPL4A	DN_NC_073244.2_67776054_3	RFPL4A	NC_073244.2	67776054	67779513
474	5	RFPL4A	DN_NC_073244.2_67840893_3	LOC109024957	NC_073244.2	67840893	67845224
474	5	RFPL4A	DN_NC_086018.1_27470342_2	LOC134758217	NC_086018.1	27470342	27519978
474	5	RFPL4A	DN_NC_086018.1_30368542_3	RFPL3	NC_086018.1	30368542	30376058
474	5	RFPL4A	DN_NC_086018.1_30374795_4	NA	NC_086018.1	30374795	30385865
475	3	ZSCAN5B	DN_NC_073244.2_68258639_5	ZSCAN5B	NC_073244.2	68258639	68266754
475	3	ZSCAN5B	DN_NC_073244.2_68293337_5	LOC115931590	NC_073244.2	68293337	68300389
475	3	ZSCAN5B	DN_NC_073244.2_68333010_5	LOC101153611	NC_073244.2	68333010	68340095
476	3	ZNF264	DN_NC_073244.2_69294668_4	ZNF264	NC_073244.2	69294668	69317950
476	3	ZNF264	DN_NC_073244.2_69343714_4	ZNF805	NC_073244.2	69343714	69361571
476	3	ZNF264	DN_NC_073244.2_69422908_4	ZNF543	NC_073244.2	69422908	69433647
477	2	ZNF547	DN_NC_073244.2_69466469_2	ZNF547	NC_073244.2	69466469	69470469
477	2	ZNF547	DN_NC_073247.2_24180353_4	TRAPPC2	NC_073247.2	24180353	24203114
478	4	LOC101124732	DN_NC_073244.2_69923242_3	LOC101145690	NC_073244.2	69923242	69965995
478	4	LOC101124732	DN_NC_073244.2_69923243_2	LOC101145690	NC_073244.2	69923243	69964770
478	4	LOC101124732	DN_NC_073244.2_69974453_2	LOC101124732	NC_073244.2	69974453	69991761
478	4	LOC101124732	DN_NC_073244.2_69975553_3	LOC101124732	NC_073244.2	69975553	69991783
478	4	LOC101124732	DN_NC_073244.2_70009554_3	LOC101124732	NC_073244.2	70009554	70019318
478	4	LOC101124732	DN_NC_073244.2_70024584_5	ZNF418	NC_073244.2	70024584	70038043
479	2	ZNF324	DN_NC_073244.2_70544393_4	ZNF324B	NC_073244.2	70544393	70551361
479	2	ZNF324	DN_NC_073244.2_70556426_4	ZNF324	NC_073244.2	70556426	70564815
479	2	ZNF324	DN_NC_073244.2_70558480_2	ZNF324	NC_073244.2	70558480	70567524
480	2	LOC101129558	DN_NC_073245.2_11562885_6	LOC101129558	NC_073245.2	11562885	11592507
480	2	LOC101129558	DN_NC_073245.2_11814428_9	LOC101135429	NC_073245.2	11814428	11859931
481	2	NAA20	DN_NC_073245.2_30021133_6	NAA20	NC_073245.2	30021133	30040192
481	2	NAA20	DN_NC_073245.2_30036345_14	CRNKL1	NC_073245.2	30036345	30056537
482	2	NFS1	DN_NC_073245.2_47878766_13	NFS1	NC_073245.2	47878766	47909996
482	2	NFS1	DN_NC_073245.2_47908723_3	ROMO1	NC_073245.2	47908723	47910940
483	2	PHF20	DN_NC_073245.2_47982129_11	PHF20	NC_073245.2	47982129	48126899
483	2	PHF20	DN_NC_073245.2_47982132_2	PHF20	NC_073245.2	47982132	47985264
484	2	NEURL2	DN_NC_073245.2_58117175_2	NEURL2	NC_073245.2	58117175	58119849
484	2	NEURL2	DN_NC_073245.2_58118781_15	CTSA	NC_073245.2	58118781	58127386
485	2	TP53RK	DN_NC_073245.2_58910437_2	TP53RK	NC_073245.2	58910437	58918424
485	2	TP53RK	DN_NC_073245.2_58914759_2	TP53RK	NC_073245.2	58914759	58918427
486	2	LOC129529112	DN_NC_073245.2_68791722_2	LOC129529112	NC_073245.2	68791722	68793106
486	2	LOC129529112	DN_NC_073245.2_68800206_2	LOC129529113	NC_073245.2	68800206	68803452
487	2	NELFCD	DN_NC_073245.2_71261640_15	NELFCD	NC_073245.2	71261640	71277668
487	2	NELFCD	DN_NC_073245.2_71275662_6	CTSZ	NC_073245.2	71275662	71287753
488	2	LOC115933187	DN_NC_073245.2_9841009_7	LOC115933187	NC_073245.2	9841009	9953517
488	2	LOC115933187	DN_NC_073247.2_30010111_18	SH3KBP1	NC_073247.2	30010111	30366222
