gene_a	gene_b	dn_a	dn_b	cls	ep_impure	gstm2	mage	in_dna_loose	mean_matched_id	div_bin	colinear	chromA	startA	endA	chromB	startB	endB	same_chrom	cross_n	cross_best_idfm	cross_best_idfi	same_region	same_best_idfm	a_in_segdup	b_in_segdup	cn_status	cn_a	cn_b	cn_diff	segdup_keep_90	segdup_keep_95	segdup_keep_98
LOC101130854	LOC115932992	DN_NC_073242.2_15911262_31	DN_NC_073242.2_16378095_15	TP	0	0	0	1	0.97	id>=0.95	10	NC_073242.2	15911262	16101058	NC_073242.2	16378095	16435866	1	2	0.9852	0.97	0	0.0	1	1	NA_b	8			1	1	1
LOC101130894	LOC115933167	DN_NC_073230.2_51812102_9	DN_NC_073230.2_86213678_7	TP	0	0	0	1	0.9653	id>=0.95	6	NC_073230.2	51812102	51845147	NC_073230.2	86213678	86247786	1	1	0.9848	0.9385	0	0.0	1	1	NA_b	16			1	1	1
LOC101130894	LOC129523494	DN_NC_073230.2_112158616_4	DN_NC_073230.2_86213678_7	TP	0	0	0	1	0.9143	0.90-0.95	3	NC_073230.2	112158616	112166662	NC_073230.2	86213678	86247786	1	1	0.9846	0.9691	0	0.0	1	1	NA_b	16			1	1	1
LOC101131274	LOC115930164	DN_NC_073224.2_218361248_19	DN_NC_073224.2_223156764_8	TP	0	1	0	1	0.973	id>=0.95	7	NC_073224.2	218361248	218406123	NC_073224.2	223156764	223205281	1	1	0.9779	0.973	0	0.0	1	1	NA_a		13		1	1	0
LOC101131274	LOC115930576	DN_NC_073224.2_218361248_19	DN_NC_073224.2_218434129_23	TP	0	1	0	1	0.9832	id>=0.95	15	NC_073224.2	218361248	218406123	NC_073224.2	218434129	218484870	1	1	0.9909	0.875	0	0.0	1	1	NA_a		16		1	1	1
LOC101131274	LOC115932984	DN_NC_073224.2_130224824_25	DN_NC_073224.2_218361248_19	TP	0	0	0	1	0.9003	0.90-0.95	12	NC_073224.2	130224824	130257152	NC_073224.2	218361248	218406123	1	1	0.9098	0.671	0	0.0	1	1	NA_both				1	0	0
LOC101131274	LOC115933235	DN_NC_073224.2_129429039_7	DN_NC_073224.2_218361248_19	TP	0	0	0	1	0.9031	0.90-0.95	4	NC_073224.2	129429039	129435541	NC_073224.2	218361248	218406123	1	4	0.904	0.8742	0	0.0	1	1	NA_both				1	0	0
LOC101131274	LOC129525330	DN_NC_073224.2_125594338_29	DN_NC_073224.2_218361248_19	TP	0	0	0	1	0.9005	0.90-0.95	12	NC_073224.2	125594338	125629357	NC_073224.2	218361248	218406123	1	1	0.9126	0.5386	0	0.0	1	1	NA_both				1	0	0
LOC101131274	LOC129525331	DN_NC_073224.2_125055626_35	DN_NC_073224.2_218361248_19	TP	0	0	0	1	0.9003	0.90-0.95	13	NC_073224.2	125055626	125095445	NC_073224.2	218361248	218406123	1	1	0.913	0.435	0	0.0	1	1	NA_both				1	0	0
LOC101131416	LOC115930154	DN_NC_073235.2_31672555_8	DN_NC_073235.2_32750477_8	TP	0	0	0	1	0.9662	id>=0.95	8	NC_073235.2	31672555	31678259	NC_073235.2	32750477	32755947	1	1	0.9734	0.9154	0	0.0	1	1	NA_both				1	1	0
LOC101131460	THOC3	DN_NC_073228.2_179795915_6	DN_NC_073228.2_182778476_6	TP	0	0	0	1	0.9969	id>=0.95	5	NC_073228.2	179795915	179805701	NC_073228.2	182778476	182788817	1	1	0.991	0.9317	0	0.0	1	1	NA_both				1	1	1
LOC101131674	TUBB2A	DN_NC_073229.2_20766733_4	DN_NC_073242.2_120516047_4	TP	0	0	0	1	0.782	0.70-0.80	3	NC_073229.2	20766733	20770712	NC_073242.2	120516047	120528642	0	1	0.9094	0.9069	0	0.0	1	1	NA_both				1	0	0
LOC101131674	TUBB4A	DN_NC_073242.2_120516047_4	DN_NC_073244.2_12296250_4	TP	0	0	0	1	0.7818	0.70-0.80	3	NC_073242.2	120516047	120528642	NC_073244.2	12296250	12304373	0	1	0.901	0.901	0	0.0	1	1	NA_both				1	0	0
LOC101131768	LOC109025447	DN_NC_073236.2_47712811_9	DN_NC_073236.2_52824428_4	TP	0	0	0	1	0.9812	id>=0.95	1	NC_073236.2	47712811	47731246	NC_073236.2	52824428	52845980	1	1	0.9815	0.9558	0	0.0	1	1	NA_a		11		1	1	1
LOC101131768	LOC129531666	DN_NC_073236.2_51202468_4	DN_NC_073236.2_52824428_4	TP	0	0	0	1	0.9821	id>=0.95	4	NC_073236.2	51202468	51224381	NC_073236.2	52824428	52845980	1	1	0.9853	0.9757	0	0.0	1	1	NA_both				1	1	1
LOC101131768	LOC129531667	DN_NC_073236.2_51437835_4	DN_NC_073236.2_52824428_4	TP	0	0	0	1	0.9824	id>=0.95	4	NC_073236.2	51437835	51458530	NC_073236.2	52824428	52845980	1	1	0.9852	0.9787	0	0.0	1	1	NA_both				1	1	1
LOC101131768	RGPD8	DN_NC_073236.2_49989275_2	DN_NC_073236.2_52824428_4	TP	0	0	0	1	0.9821	id>=0.95	2	NC_073236.2	49989275	49996139	NC_073236.2	52824428	52845980	1	2	0.982	0.9711	0	0.0	1	1	NA_both				1	1	1
LOC101132303	LOC115935014	DN_NC_073229.2_50085643_6	DN_NC_073229.2_50300098_6	TP	0	0	0	1	0.942	0.90-0.95	3	NC_073229.2	50085643	50099916	NC_073229.2	50300098	50314162	1	2	0.9335	0.6723	0	0.0	1	1	NA_both				1	0	0
LOC101132325	MKRN1	DN_NC_073230.2_149564614_8	DN_NC_073247.2_51197700_2	TP	0	0	0	1	0.0	<0.70	0	NC_073230.2	149564614	149591529	NC_073247.2	51197700	51226411	0	1	0.928	0.2816	0	0.0	1	1	NA_both				1	0	0
LOC101132434	LOC101135843	DN_NC_086018.1_18646417_6	DN_NC_086018.1_22406144_7	TP	0	0	0	1	0.9661	id>=0.95	4	NC_086018.1	18646417	18665751	NC_086018.1	22406144	22435700	1	1	0.9738	0.9689	0	0.0	1	1	NA_both				1	1	0
LOC101132434	LOC115932815	DN_NC_086018.1_18646417_6	DN_NC_086018.1_22166696_9	TP	0	0	0	1	0.9721	id>=0.95	4	NC_086018.1	18646417	18665751	NC_086018.1	22166696	22186682	1	1	0.9732	0.9415	0	0.0	1	1	NA_both				1	1	0
LOC101132445	LOC129529771	DN_NC_073247.2_59744368_5	DN_NC_073247.2_59753367_5	TP	0	0	0	1	1.0	id>=0.95	4	NC_073247.2	59744368	59751694	NC_073247.2	59753367	59761248	1	2	0.9907	0.9101	1	0.9907	1	1	NA_both				1	1	1
LOC101132445	LOC129529775	DN_NC_073247.2_59753367_5	DN_NC_073247.2_59782481_5	TP	0	0	0	1	0.998	id>=0.95	4	NC_073247.2	59753367	59761248	NC_073247.2	59782481	59789847	1	2	0.9907	0.9101	1	0.9907	1	1	NA_both				1	1	1
LOC101133440	LOC101139163	DN_NC_073231.2_11581641_7	DN_NC_086017.1_141278779_5	TP	0	0	0	1	0.9181	0.90-0.95	4	NC_073231.2	11581641	11593493	NC_086017.1	141278779	141292691	0	1	0.9523	0.7763	0	0.0	1	1	NA_both				1	1	0
LOC101133440	LOC115934341	DN_NC_073231.2_11581641_7	DN_NC_086017.1_85330170_7	TP	0	0	0	1	0.9227	0.90-0.95	7	NC_073231.2	11581641	11593493	NC_086017.1	85330170	85343934	0	1	0.9353	0.6927	0	0.0	1	1	NA_both				1	0	0
LOC101133546	ZNF813	DN_NC_073244.2_65326089_4	DN_NC_073244.2_65398487_4	TP	0	0	0	1	0.8936	0.80-0.90	3	NC_073244.2	65326089	65343693	NC_073244.2	65398487	65427435	1	4	0.9152	0.5702	1	0.7001	1	1	NA_both				1	0	0
LOC101133699	NUTF2	DN_NC_073224.2_126139506_3	DN_NC_073242.2_97073460_5	TP	0	0	0	1	0.0	<0.70	0	NC_073224.2	126139506	126146065	NC_073242.2	97073460	97099471	0	1	0.8083	0.2394	0	0.0	1	1	NA_both				0	0	0
LOC101135168	LOC115933002	DN_NC_073228.2_45710800_6	DN_NC_073228.2_46729356_10	TP	0	0	0	1	0.0	<0.70	0	NC_073228.2	45710800	45719483	NC_073228.2	46729356	46756392	1	1	0.9933	0.9236	0	0.0	1	1	NA_both				1	1	1
LOC101135168	LOC115934626	DN_NC_073228.2_45710800_6	DN_NC_073228.2_45948292_6	TP	0	0	0	1	0.9739	id>=0.95	4	NC_073228.2	45710800	45719483	NC_073228.2	45948292	45959234	1	1	0.9888	0.9407	0	0.0	1	1	NA_both				1	1	1
LOC101135168	LRRC37A3	DN_NC_073228.2_27148471_4	DN_NC_073228.2_45710800_6	TP	0	0	0	1	0.8923	0.80-0.90	3	NC_073228.2	27148471	27157112	NC_073228.2	45710800	45719483	1	1	0.98	0.8165	0	0.0	1	1	NA_both				1	1	1
LOC101135276	LOC115931069	DN_NC_073242.2_21673693_21	DN_NC_073242.2_22021271_21	TP	0	0	0	1	0.9831	id>=0.95	19	NC_073242.2	21673693	21722338	NC_073242.2	22021271	22088933	1	1	0.9921	0.9742	0	0.0	1	1	NA_both				1	1	1
LOC101135276	LOC129527586	DN_NC_073242.2_21122105_21	DN_NC_073242.2_22021271_21	TP	0	0	0	1	0.9782	id>=0.95	19	NC_073242.2	21122105	21170711	NC_073242.2	22021271	22088933	1	1	0.9907	0.9569	0	0.0	1	1	NA_both				1	1	1
LOC101135518	LOC101151290	DN_NC_073228.2_27169290_8	DN_NC_073228.2_45974488_9	TP	0	0	0	1	0.9742	id>=0.95	5	NC_073228.2	27169290	27208979	NC_073228.2	45974488	46016637	1	1	0.9828	0.9002	0	0.0	1	1	NA_both				1	1	1
LOC101135518	PLEKHM1	DN_NC_073228.2_27169290_8	DN_NC_073228.2_46778774_7	TP	0	0	0	1	0.9737	id>=0.95	4	NC_073228.2	27169290	27208979	NC_073228.2	46778774	46816349	1	1	0.9661	0.8651	0	0.0	1	1	NA_a		3		1	1	0
LOC101135585	LOC115932984	DN_NC_073224.2_130224824_25	DN_NC_073224.2_130335848_23	TP	0	0	0	1	0.9901	id>=0.95	19	NC_073224.2	130224824	130257152	NC_073224.2	130335848	130374650	1	1	0.9984	0.8433	0	0.0	1	1	NA_both				1	1	1
LOC101135585	LOC129525330	DN_NC_073224.2_125594338_29	DN_NC_073224.2_130335848_23	TP	0	0	0	1	0.986	id>=0.95	16	NC_073224.2	125594338	125629357	NC_073224.2	130335848	130374650	1	1	0.987	0.7098	0	0.0	1	1	NA_both				1	1	1
LOC101135585	LOC129525331	DN_NC_073224.2_125055626_35	DN_NC_073224.2_130335848_23	TP	0	0	0	1	0.9845	id>=0.95	16	NC_073224.2	125055626	125095445	NC_073224.2	130335848	130374650	1	1	0.9888	0.5805	0	0.0	1	1	NA_both				1	1	1
LOC101135843	LOC115932815	DN_NC_086018.1_22166696_9	DN_NC_086018.1_22406144_7	TP	0	0	0	1	0.9826	id>=0.95	7	NC_086018.1	22166696	22186682	NC_086018.1	22406144	22435700	1	2	0.9911	0.9534	0	0.0	1	1	NA_both				1	1	1
LOC101136203	LOC109029034	DN_NC_073234.2_49024482_9	DN_NC_073234.2_49087212_9	TP	0	0	0	1	0.869	0.80-0.90	8	NC_073234.2	49024482	49031812	NC_073234.2	49087212	49096513	1	0	0.0	0.0	0	0.0	1	1	NA_both				0	0	0
LOC101136352	LOC101152610	DN_NC_073240.2_21601841_7	DN_NC_073240.2_23210840_6	TP	0	0	0	1	0.9908	id>=0.95	5	NC_073240.2	21601841	21610583	NC_073240.2	23210840	23219738	1	1	0.9962	0.9825	0	0.0	1	1	NA_both				1	1	1
LOC101136398	LOC115932241	DN_NC_073247.2_18318973_2	DN_NC_073247.2_18638732_2	TP	0	0	0	1	0.8914	0.80-0.90	2	NC_073247.2	18318973	18320131	NC_073247.2	18638732	18639569	1	1	0.9255	0.5843	0	0.0	1	1	NA_both				1	0	0
LOC101136398	LOC115932281	DN_NC_073247.2_18638732_2	DN_NC_073247.2_18934892_2	TP	0	0	0	1	0.9659	id>=0.95	2	NC_073247.2	18638732	18639569	NC_073247.2	18934892	18935727	1	1	0.9273	0.6059	0	0.0	1	1	NA_both				1	0	0
LOC101136398	LOC129529790	DN_NC_073247.2_17003459_2	DN_NC_073247.2_18638732_2	TP	0	0	0	1	0.9571	id>=0.95	2	NC_073247.2	17003459	17004234	NC_073247.2	18638732	18639569	1	1	0.9417	0.5546	0	0.0	1	1	NA_both				1	0	0
LOC101136480	LOC115933250	DN_NC_073242.2_15726062_24	DN_NC_073242.2_30717385_31	TP	0	0	0	1	0.9921	id>=0.95	24	NC_073242.2	15726062	15768736	NC_073242.2	30717385	30779463	1	1	0.9891	0.9485	0	0.0	1	1	NA_both				1	1	1
LOC101136480	LOC129527620	DN_NC_073242.2_15726062_24	DN_NC_073242.2_28606635_19	TP	0	0	0	1	0.9836	id>=0.95	15	NC_073242.2	15726062	15768736	NC_073242.2	28606635	28647616	1	1	0.9899	0.9672	0	0.0	1	1	NA_both				1	1	1
LOC101136583	LOC129526434	DN_NC_073238.2_31467876_5	DN_NC_073240.2_22595737_5	TP	0	0	0	1	0.9948	id>=0.95	5	NC_073238.2	31467876	31476702	NC_073240.2	22595737	22604454	0	1	0.9949	0.958	0	0.0	1	1	NA_both				1	1	1
LOC101136971	LOC115932749	DN_NC_073242.2_28528734_13	DN_NC_073242.2_35785087_23	TP	0	0	0	1	0.9853	id>=0.95	12	NC_073242.2	28528734	28548021	NC_073242.2	35785087	35832721	1	1	0.9909	0.894	0	0.0	1	1	NA_both				1	1	1
LOC101136971	ZC3H7A	DN_NC_073242.2_15387796_13	DN_NC_073242.2_28528734_13	TP	0	0	0	1	0.9878	id>=0.95	13	NC_073242.2	15387796	15406952	NC_073242.2	28528734	28548021	1	1	0.9923	0.9761	0	0.0	1	1	NA_both				1	1	1
LOC101137455	LOC129533419	DN_NC_073228.2_182473921_9	DN_NC_073228.2_182638384_11	TP	0	0	0	1	0.989	id>=0.95	6	NC_073228.2	182473921	182496031	NC_073228.2	182638384	182662903	1	1	0.9938	0.9852	0	0.0	1	1	NA_both				1	1	1
LOC101137462	LOC109026610	DN_NC_073227.2_8705656_4	DN_NC_073244.2_27285351_4	TP	0	0	0	1	0.7613	0.70-0.80	2	NC_073227.2	8705656	8745014	NC_073244.2	27285351	27320295	0	0	0.0	0.0	0	0.0	1	1	NA_both				0	0	0
LOC101137900	LOC129530234	DN_NC_073238.2_32661686_2	DN_NC_073248.2_26554434_7	TP	0	0	0	1	0.0	<0.70	0	NC_073238.2	32661686	32677135	NC_073248.2	26554434	26572508	0	0	0.0	0.0	0	0.0	1	0	NA_both				0	0	0
LOC101138066	LOC115930840	DN_NC_073240.2_85708603_4	DN_NC_073240.2_86386259_3	TP	0	0	0	1	0.8824	0.80-0.90	2	NC_073240.2	85708603	85713713	NC_073240.2	86386259	86391811	1	1	0.9882	0.896	0	0.0	1	1	NA_both				1	1	1
LOC101139163	LOC101152938	DN_NC_073233.2_75718276_6	DN_NC_086017.1_141278779_5	TP	0	0	0	1	0.917	0.90-0.95	3	NC_073233.2	75718276	75732757	NC_086017.1	141278779	141292691	0	1	0.9387	0.7693	0	0.0	1	1	NA_both				1	0	0
LOC101139163	LOC115934341	DN_NC_086017.1_141278779_5	DN_NC_086017.1_85330170_7	TP	0	0	0	1	0.949	0.90-0.95	4	NC_086017.1	141278779	141292691	NC_086017.1	85330170	85343934	1	1	0.9361	0.7597	0	0.0	1	1	NA_both				1	0	0
LOC101139703	LOC129526951	DN_NC_073237.2_17678391_14	DN_NC_073238.2_22049850_15	TP	0	0	0	1	0.9925	id>=0.95	10	NC_073237.2	17678391	17727683	NC_073238.2	22049850	22097817	0	1	0.9898	0.8166	0	0.0	1	1	NA_b	15			1	1	1
LOC101141171	NUDT10	DN_NC_073247.2_61509959_2	DN_NC_073247.2_61690478_2	TP	0	0	0	1	0.8998	0.80-0.90	1	NC_073247.2	61509959	61515308	NC_073247.2	61690478	61698539	1	1	0.8981	0.5152	0	0.0	1	1	NA_both				0	0	0
LOC101141821	LOC115933573	DN_NC_073236.2_31528778_7	DN_NC_073236.2_32340171_12	TP	0	0	0	1	0.9778	id>=0.95	5	NC_073236.2	31528778	31570109	NC_073236.2	32340171	32377237	1	1	0.99	0.9852	0	0.0	1	1	NA_both				1	1	1
LOC101142457	LOC129523511	DN_NC_073227.2_212285016_9	DN_NC_073247.2_167707352_7	TP	0	0	0	1	0.951	id>=0.95	6	NC_073227.2	212285016	212300800	NC_073247.2	167707352	167723160	0	1	0.9868	0.9213	0	0.0	1	1	NA_both				1	1	1
LOC101142457	LOC134756389	DN_NC_073231.2_151170137_9	DN_NC_073247.2_167707352_7	TP	0	0	0	1	0.9967	id>=0.95	6	NC_073231.2	151170137	151185973	NC_073247.2	167707352	167723160	0	1	0.9709	0.7209	0	0.0	1	1	NA_a		5		1	1	0
LOC101142457	RABL2A	DN_NC_073235.2_15131698_9	DN_NC_073247.2_167707352_7	TP	0	0	0	1	0.9895	id>=0.95	5	NC_073235.2	15131698	15147531	NC_073247.2	167707352	167723160	0	1	0.9894	0.9419	0	0.0	1	1	NA_both				1	1	1
LOC101142783	LOC115933254	DN_NC_073236.2_32935295_3	DN_NC_073237.2_29418618_13	TP	0	0	0	1	0.9709	id>=0.95	1	NC_073236.2	32935295	32988354	NC_073237.2	29418618	29453726	0	1	0.9795	0.9133	0	0.0	1	1	NA_a		8		1	1	0
LOC101142859	LOC134758545	DN_NC_073228.2_66328056_2	DN_NC_073228.2_70719297_2	TP	0	0	0	1	0.9884	id>=0.95	1	NC_073228.2	66328056	66332632	NC_073228.2	70719297	70725013	1	1	0.9881	0.9524	0	0.0	1	1	NA_both				1	1	1
LOC101142904	LOC129530552	DN_NC_073246.2_2235416_3	DN_NC_086018.1_1774757_3	TP	0	0	0	1	0.998	id>=0.95	3	NC_073246.2	2235416	2244379	NC_086018.1	1774757	1783719	0	1	0.9819	0.6419	0	0.0	1	1	NA_b	3			1	1	1
LOC101142998	LOC101143844	DN_NC_073229.2_48967498_8	DN_NC_073229.2_49051174_8	TP	0	0	0	1	0.9185	0.90-0.95	6	NC_073229.2	48967498	48971416	NC_073229.2	49051174	49054923	1	1	0.9056	0.4943	0	0.0	1	1	NA_both				1	0	0
LOC101143038	WASHC2C	DN_NC_073232.2_65721054_29	DN_NC_073232.2_69588940_31	TP	0	0	0	1	0.9776	id>=0.95	29	NC_073232.2	65721054	65787256	NC_073232.2	69588940	69654543	1	1	0.9809	0.9179	0	0.0	1	1	NA_both				1	1	1
LOC101143142	LOC129530478	DN_NC_073246.2_2464898_3	DN_NC_086018.1_2012052_3	TP	0	0	0	1	0.9852	id>=0.95	2	NC_073246.2	2464898	2468732	NC_086018.1	2012052	2015897	0	2	0.9819	0.8451	0	0.0	1	1	NA_both				1	1	1
LOC101143406	LOC101144261	DN_NC_073232.2_68371563_10	DN_NC_073232.2_68618263_8	TP	0	0	0	1	0.9923	id>=0.95	7	NC_073232.2	68371563	68397386	NC_073232.2	68618263	68643965	1	1	0.962	0.8804	0	0.0	1	1	NA_both				1	1	0
LOC101143487	LOC129523491	DN_NC_073230.2_13358875_21	DN_NC_073230.2_14200490_21	TP	0	0	0	1	0.9893	id>=0.95	19	NC_073230.2	13358875	13403622	NC_073230.2	14200490	14245468	1	1	0.9882	0.9067	0	0.0	1	1	NA_both				1	1	1
LOC101143820	SNRNP25	DN_NC_073235.2_144823500_4	DN_NC_073242.2_3673676_5	TP	0	0	0	1	0.9916	id>=0.95	3	NC_073235.2	144823500	144827312	NC_073242.2	3673676	3679850	0	1	0.9948	0.9448	0	0.0	1	1	NA_a		2		1	1	1
LOC101143855	LOC115935294	DN_NC_073230.2_13331389_15	DN_NC_073230.2_14245227_15	TP	0	0	0	1	0.9872	id>=0.95	15	NC_073230.2	13331389	13358703	NC_073230.2	14245227	14272545	1	1	0.9882	0.9067	0	0.0	1	1	NA_both				1	1	1
LOC101143875	LOC115933307	DN_NC_073237.2_23692487_10	DN_NC_073237.2_30061699_3	TP	0	0	0	1	0.9866	id>=0.95	2	NC_073237.2	23692487	23838638	NC_073237.2	30061699	30101068	1	1	0.9879	0.9222	0	0.0	1	1	NA_both				1	1	1
LOC101144552	RHBDF1	DN_NC_073235.2_144819821_8	DN_NC_073242.2_3677891_18	TP	0	0	0	1	0.9904	id>=0.95	8	NC_073235.2	144819821	144823105	NC_073242.2	3677891	3692352	0	1	0.9948	0.9448	0	0.0	1	1	NA_both				1	1	1
LOC101144634	LOC115930073	DN_NC_073224.2_5565564_3	DN_NC_073224.2_5715398_2	TP	0	0	0	1	0.9917	id>=0.95	2	NC_073224.2	5565564	5584557	NC_073224.2	5715398	5721172	1	1	0.9932	0.9625	0	0.0	1	1	NA_both				1	1	1
LOC101144838	ZNF430	DN_NC_073244.2_27504818_5	DN_NC_073244.2_28256975_5	TP	0	0	0	1	0.8508	0.80-0.90	5	NC_073244.2	27504818	27543672	NC_073244.2	28256975	28304593	1	1	0.7949	0.3373	0	0.0	1	1	NA_both				0	0	0
LOC101144919	LOC115930536	DN_NC_073239.2_32630520_8	DN_NC_073239.2_32663808_8	TP	0	0	0	1	0.9894	id>=0.95	7	NC_073239.2	32630520	32646141	NC_073239.2	32663808	32681482	1	2	0.9521	0.7251	1	0.9521	1	1	NA_both				1	1	0
LOC101144987	LOC101146541	DN_NC_073247.2_62249491_13	DN_NC_073247.2_62361057_13	TP	0	0	0	1	0.9908	id>=0.95	13	NC_073247.2	62249491	62256990	NC_073247.2	62361057	62368506	1	1	0.8883	0.6298	0	0.0	1	1	NA_both				0	0	0
LOC101145461	LOC129523474	DN_NC_073247.2_114041704_23	DN_NC_073247.2_114140052_23	TP	0	0	0	1	0.9883	id>=0.95	23	NC_073247.2	114041704	114106258	NC_073247.2	114140052	114204763	1	1	0.9996	0.9984	0	0.0	1	1	NA_b	2			1	1	1
LOC101145690	ZNF552	DN_NC_073244.2_69910623_3	DN_NC_073244.2_69923242_3	TP	0	0	0	1	0.8492	0.80-0.90	1	NC_073244.2	69910623	69918493	NC_073244.2	69923242	69965995	1	1	0.8751	0.29	0	0.0	1	1	NA_both				0	0	0
LOC101145839	PTEN	DN_NC_073232.2_100192352_9	DN_NC_073237.2_29305062_2	TP	0	0	0	1	0.8357	0.80-0.90	1	NC_073232.2	100192352	100295143	NC_073237.2	29305062	29308966	0	2	0.979	0.9221	0	0.0	1	1	NA_both				1	1	0
LOC101145975	LOC129523464	DN_NC_073237.2_83935038_8	DN_NC_073237.2_84341528_8	TP	0	0	0	1	0.9845	id>=0.95	7	NC_073237.2	83935038	83940813	NC_073237.2	84341528	84346834	1	1	0.9939	0.9744	0	0.0	1	1	NA_both				1	1	1
LOC101146324	LOC115936027	DN_NC_073232.2_13920774_9	DN_NC_073232.2_13945467_9	TP	0	0	0	1	0.975	id>=0.95	9	NC_073232.2	13920774	13938661	NC_073232.2	13945467	13961622	1	1	0.9405	0.7218	1	0.9405	1	1	NA_both				1	0	0
LOC101146454	LOC115930226	DN_NC_073224.2_95894630_7	DN_NC_073224.2_95939283_8	TP	0	0	0	1	0.9692	id>=0.95	7	NC_073224.2	95894630	95903850	NC_073224.2	95939283	95948008	1	1	0.8807	0.4627	0	0.0	1	1	NA_both				0	0	0
LOC101146458	LOC129523488	DN_NC_073233.2_54817717_7	DN_NC_073233.2_97922937_7	TP	0	0	0	1	0.9241	0.90-0.95	5	NC_073233.2	54817717	54830049	NC_073233.2	97922937	97931935	1	1	0.8936	0.8427	0	0.0	1	1	NA_both				0	0	0
LOC101147259	LOC115933254	DN_NC_073236.2_32866582_11	DN_NC_073237.2_93516915_6	TP	0	0	0	1	0.9325	0.90-0.95	5	NC_073236.2	32866582	32988430	NC_073237.2	93516915	93564415	0	2	0.9456	0.8059	0	0.0	1	1	NA_a		8		1	0	0
LOC101148088	LOC115932194	DN_NC_073247.2_62664010_4	DN_NC_073247.2_62680287_4	TP	0	0	0	1	0.9916	id>=0.95	4	NC_073247.2	62664010	62669073	NC_073247.2	62680287	62685309	1	1	0.9645	0.9194	1	0.9645	1	1	NA_a		2		1	1	0
LOC101148313	LOC115935025	DN_NC_073229.2_136502891_3	DN_NC_073229.2_136550623_3	TP	0	0	0	1	1.0	id>=0.95	3	NC_073229.2	136502891	136507428	NC_073229.2	136550623	136557225	1	2	0.9967	0.9922	0	0.0	1	1	NA_a		4		1	1	1
LOC101148684	LOC101152035	DN_NC_073229.2_70527768_7	DN_NC_073229.2_70674504_7	TP	0	0	0	1	0.9049	0.90-0.95	6	NC_073229.2	70527768	70540932	NC_073229.2	70674504	70687943	1	1	0.8812	0.5098	0	0.0	1	1	NA_both				0	0	0
LOC101148684	LOC101153366	DN_NC_073229.2_70527768_7	DN_NC_073229.2_70609285_7	TP	0	0	0	1	0.9223	0.90-0.95	7	NC_073229.2	70527768	70540932	NC_073229.2	70609285	70624076	1	2	0.9205	0.6392	0	0.0	1	1	NA_both				1	0	0
LOC101148684	LOC109027180	DN_NC_073229.2_70527768_7	DN_NC_073229.2_70567152_7	TP	0	0	0	1	0.9573	id>=0.95	5	NC_073229.2	70527768	70540932	NC_073229.2	70567152	70580835	1	1	0.9205	0.6258	1	0.9205	1	1	NA_both				1	0	0
LOC101148972	LOC101150168	DN_NC_073234.2_52151326_4	DN_NC_073234.2_52202911_4	TP	0	0	0	1	0.9525	id>=0.95	3	NC_073234.2	52151326	52155940	NC_073234.2	52202911	52206665	1	1	0.8835	0.8373	0	0.0	1	1	NA_both				0	0	0
LOC101148972	TUBA1C	DN_NC_073234.2_52064465_4	DN_NC_073234.2_52202911_4	TP	0	0	0	1	0.9514	id>=0.95	3	NC_073234.2	52064465	52072859	NC_073234.2	52202911	52206665	1	1	0.8887	0.4083	0	0.0	1	1	NA_both				0	0	0
LOC101150168	TUBA1C	DN_NC_073234.2_52064465_4	DN_NC_073234.2_52151326_4	TP	0	0	0	1	0.9558	id>=0.95	3	NC_073234.2	52064465	52072859	NC_073234.2	52151326	52155940	1	1	0.8905	0.4219	0	0.0	1	1	NA_both				0	0	0
LOC101150533	MSL3	DN_NC_073235.2_136577761_2	DN_NC_073247.2_22225560_12	TP	0	0	0	1	0.0	<0.70	0	NC_073235.2	136577761	136580657	NC_073247.2	22225560	22242871	0	1	0.9194	0.1806	0	0.0	1	1	NA_both				1	0	0
LOC101151107	NIPSNAP3A	DN_NC_073237.2_101005198_6	DN_NC_073237.2_101021921_6	TP	0	0	0	1	0.882	0.80-0.90	6	NC_073237.2	101005198	101018254	NC_073237.2	101021921	101032195	1	1	0.8611	0.7207	0	0.0	1	1	NA_both				0	0	0
LOC101151284	POLR3K	DN_NC_073235.2_144827388_3	DN_NC_073242.2_3666815_3	TP	0	0	0	1	0.9932	id>=0.95	3	NC_073235.2	144827388	144834179	NC_073242.2	3666815	3673470	0	1	0.9948	0.9448	0	0.0	1	1	NA_both				1	1	1
LOC101151290	PLEKHM1	DN_NC_073228.2_45974488_9	DN_NC_073228.2_46778774_7	TP	0	0	0	1	0.9993	id>=0.95	7	NC_073228.2	45974488	46016637	NC_073228.2	46778774	46816349	1	1	0.9967	0.989	0	0.0	1	1	NA_a		3		1	1	1
LOC101152035	LOC101153366	DN_NC_073229.2_70609285_7	DN_NC_073229.2_70674504_7	TP	0	0	0	1	0.9075	0.90-0.95	6	NC_073229.2	70609285	70624076	NC_073229.2	70674504	70687943	1	1	0.8654	0.5491	0	0.0	1	1	NA_both				0	0	0
LOC101152035	LOC109027180	DN_NC_073229.2_70567152_7	DN_NC_073229.2_70674504_7	TP	0	0	0	1	0.9225	0.90-0.95	5	NC_073229.2	70567152	70580835	NC_073229.2	70674504	70687943	1	1	0.887	0.5424	0	0.0	1	1	NA_both				0	0	0
