gene_a	gene_b	cls	in_ep	core	bridge_dn_a	bridge_dn_b	bridge_mask	deg_max	deg_mean	mm_median_max	mm_max_max	km_median_max	km_p90_max	km_frac_ge_100_max	aln_len	aln_frac	arbitration
BMS1	LOC101148457	genuine	0	0.1545	DN_NC_073232.2_72618921_23	DN_NC_086018.1_19844955_6	0.5974	7	6.0000	22.0000	52.0000				1129.0000	0.4509	1
BMS1	LOC109025592	genuine	0														0
BMS1	LOC115933090	genuine	0														0
BMS1	LOC129524676	genuine	0	0.1696	DN_NC_073232.2_72618921_23	DN_NC_073237.2_22957046_5	0.2889	5	4.5000	22.0000	51.0000				623.0000	0.2013	1
BMS1	LOC129525008	genuine	0														0
BMS1	LOC129526479	genuine	0	0.1652	DN_NC_073232.2_72618921_23	DN_NC_073238.2_29552503_8	0.4889	5	4.5000	22.0000	51.0000				1128.0000	0.3563	1
BMS1	LOC134756761	genuine	0	0.1712	DN_NC_073232.2_72618921_23	DN_NC_073236.2_30994185_5	0.2807	5	4.5000	22.0000	51.0000				623.0000	0.2019	1
BMS1	MKRN1	genuine	0														0
BMS1	TIMM23B	genuine	0														0
BMS1	TOR3A	genuine	0														0
BMS1	TRAF5	genuine	0														0
BRD1	BRPF1	truthbar	1	0.1857	DN_NC_086017.1_19569853_12	DN_NC_086018.1_47820238_12	0.0471	1	1.0000	1.0000	28.0000						0
BRD3	BRD4	genuine	0	0.2222	DN_NC_073237.2_130396115_12	DN_NC_073244.2_21687258_9	0.1488	1	1.0000	1.0000	51.0000				0.0000	0.0000	1
BRICD5	MLST8	genuine	0	0.2247	DN_NC_073242.2_5822452_9	DN_NC_073242.2_5827060_6	0.0857	1	1.0000	1.0000	12.0000				336.0000	0.3912	1
BTN1A1	BTN2A1	truthbar	1														0
BTN1A1	BTN2A2	truthbar	1	0.1411	DN_NC_073229.2_44058305_8	DN_NC_073229.2_44179535_6	0.1799	2	1.5000	3.0000	22.0000						0
BTN2A1	BTN2A2	TP	1	0.2455	DN_NC_073229.2_44058305_8	DN_NC_073229.2_44135507_8	0.1799	2	1.5000	3.0000	22.0000						0
BTN3A1	LOC101147830	truthbar	1	0.3390	DN_NC_073229.2_44079934_10	DN_NC_073229.2_44118209_11	0.1404	1	1.0000	3.0000	22.0000						0
BTRC	FBXW11	truthbar	1	0.2124	DN_NC_073228.2_175667319_12	DN_NC_073232.2_113619502_15	0.1088	1	1.0000	2.0000	4.0000						0
BUD31	PTCD1	genuine	0	0.2119	DN_NC_073230.2_89389986_8	DN_NC_073230.2_89408091_6	0.1863	1	1.0000	1.0000	51.0000				229.0000	0.2128	1
C10H12orf56	OOEP	genuine	0	0.1816	DN_NC_073229.2_97456874_3	DN_NC_073234.2_36991193_12	0.0718	1	1.0000	51.0000	52.0000				0.0000	0.0000	1
C1H1orf146	GLMN	genuine	0	0.5228	DN_NC_073224.2_147663563_19	DN_NC_073224.2_147715668_5	0.3287	1	1.0000	1.0000	52.0000				1102.0000	0.5228	1
C1H1orf56	CDC42SE1	genuine	0	0.5756	DN_NC_073224.2_105776266_5	DN_NC_073224.2_105784199_2	0.1259	1	1.0000	1.0000	28.0000				1542.0000	0.5760	1
C3H4orf36	C9H11orf65	genuine	0														0
C3H4orf36	CCDC152	genuine	0														0
C3H4orf36	COPS9	genuine	0														0
C3H4orf36	DCAF16	genuine	0														0
C3H4orf36	GIMAP4	genuine	0														0
C3H4orf36	KLHL33	genuine	0														0
C3H4orf36	LIPA	genuine	0														0
C3H4orf36	LOC101126025	genuine	0														0
C3H4orf36	LOC101143448	genuine	0	0.1523	DN_NC_073227.2_107202270_4	DN_NC_073240.2_21986088_4	0.3974	10	9.5000	5.0000	25.0000				464.0000	0.3142	1
C3H4orf36	LOC101145464	genuine	0														0
C3H4orf36	LOC109023154	genuine	0														0
C3H4orf36	LOC109024560	genuine	0														0
C3H4orf36	LOC109025730	genuine	0	0.1370	DN_NC_073224.2_123525276_5	DN_NC_073227.2_107202270_4	0.4684	46	28.0000	1.0000	51.0000				468.0000	0.3524	1
C3H4orf36	LOC109028669	genuine	0														0
C3H4orf36	LOC129530096	genuine	0														0
C3H4orf36	LOC129530131	genuine	0														0
C3H4orf36	LOC129533438	genuine	0	0.2038	DN_NC_073224.2_219630924_4	DN_NC_073227.2_107202270_4	0.3974	10	6.0000	1.0000	17.0000				0.0000	0.0000	1
C3H4orf36	LOC134756589	genuine	0														0
C3H4orf36	LRFN5	genuine	0														0
C3H4orf36	MINPP1	genuine	0	0.2167	DN_NC_073227.2_107202270_4	DN_NC_073232.2_99830035_5	0.3974	10	7.0000	1.0000	51.0000				419.0000	0.2837	1
C3H4orf36	MMP24OS	genuine	0														0
C3H4orf36	NCALD	genuine	0														0
C3H4orf36	NCR3LG1	genuine	0														0
C3H4orf36	NFXL1	genuine	0														0
C3H4orf36	OXCT1	genuine	0														0
C3H4orf36	PDCD5	genuine	0	0.1448	DN_NC_073227.2_107202270_4	DN_NC_073244.2_43610901_6	0.4805	42	26.0000	3.0000	51.0000				466.0000	0.3707	1
C3H4orf36	SELENOP	genuine	0														0
C3H4orf36	SEM1	genuine	0	0.2126	DN_NC_073227.2_107202270_4	DN_NC_073230.2_92132360_3	0.3974	24	17.0000	2.0000	53.0000				470.0000	0.3182	1
C3H4orf36	SMYD3	genuine	0														0
C3H4orf36	SPATA33	genuine	0														0
C3H4orf36	SPC25	genuine	0	0.1654	DN_NC_073227.2_107202270_4	DN_NC_073235.2_71373985_7	0.4132	51	30.5000	1.0000	51.0000				469.0000	0.3449	1
C3H4orf36	THNSL1	genuine	0														0
C3H4orf36	TMEM38B	genuine	0														0
C3H4orf36	TSPAN8	genuine	0														0
C3H4orf36	UCHL1	genuine	0														0
C4A	C4B	TP	1	0.9998	DN_NC_073229.2_49583451_41	DN_NC_073229.2_49609902_41	0.0106	1	1.0000	2.0000	8.0000						0
C7H8orf33	LOC101124557	genuine	0														0
C7H8orf33	LOC129527512	genuine	0	0.2129	DN_NC_073231.2_150893284_5	DN_NC_073242.2_6296327_3	0.4614	5	3.0000	51.0000	52.0000				915.0000	0.6145	1
C7H8orf33	PPP1R15A	genuine	0														0
C7H8orf33	SURF6	genuine	0														0
C9H11orf65	CCDC152	genuine	0														0
C9H11orf65	COPS9	genuine	0														0
C9H11orf65	DCAF16	genuine	0														0
C9H11orf65	GIMAP4	genuine	0														0
C9H11orf65	KLHL33	genuine	0														0
C9H11orf65	LIPA	genuine	0														0
C9H11orf65	LOC101126025	genuine	0														0
C9H11orf65	LOC101143448	genuine	0														0
C9H11orf65	LOC101145464	genuine	0	0.1376	DN_NC_073233.2_116263271_8	DN_NC_073247.2_147586730_5	0.4072	29	17.5000	4.0000	52.0000				475.0000	0.1934	1
C9H11orf65	LOC109023154	genuine	0	0.1467	DN_NC_073233.2_116263271_8	DN_NC_073239.2_123333523_2	0.2548	24	15.0000	9.0000	52.0000				497.0000	0.2176	1
C9H11orf65	LOC109024560	genuine	0														0
C9H11orf65	LOC109025730	genuine	0	0.2508	DN_NC_073224.2_123525276_5	DN_NC_073233.2_116263271_8	0.4684	46	26.0000	1.0000	52.0000				467.0000	0.3517	1
C9H11orf65	LOC109028669	genuine	0														0
C9H11orf65	LOC129530096	genuine	0														0
C9H11orf65	LOC129530131	genuine	0														0
C9H11orf65	LOC129533438	genuine	0														0
C9H11orf65	LOC134756589	genuine	0														0
C9H11orf65	LRFN5	genuine	0														0
C9H11orf65	MINPP1	genuine	0														0
C9H11orf65	MMP24OS	genuine	0														0
C9H11orf65	NCALD	genuine	0														0
C9H11orf65	NCR3LG1	genuine	0														0
C9H11orf65	NFXL1	genuine	0														0
C9H11orf65	OXCT1	genuine	0														0
C9H11orf65	PDCD5	genuine	0	0.2665	DN_NC_073233.2_116263271_8	DN_NC_073244.2_43610901_6	0.4805	42	24.0000	3.0000	52.0000				475.0000	0.3779	1
C9H11orf65	SELENOP	genuine	0														0
C9H11orf65	SEM1	genuine	0														0
C9H11orf65	SMYD3	genuine	0														0
C9H11orf65	SPATA33	genuine	0														0
C9H11orf65	SPC25	genuine	0	0.2449	DN_NC_073233.2_116263271_8	DN_NC_073235.2_71373985_7	0.4132	51	28.5000	1.0000	52.0000				478.0000	0.3515	1
C9H11orf65	THNSL1	genuine	0														0
C9H11orf65	TMEM38B	genuine	0														0
C9H11orf65	TSPAN8	genuine	0														0
C9H11orf65	UCHL1	genuine	0														0
CAB39L	LOC101133249	genuine	0	0.1539	DN_NC_073227.2_16860393_3	DN_NC_073238.2_63928303_2	0.6879	8	5.0000	51.0000	51.0000				0.0000	0.0000	1
CAB39L	LOC109024404	genuine	0														0
CAB39L	LOC109026441	genuine	0														0
CAB39L	MCFD2	genuine	0														0
CACNB1	CACNB3	truthbar	1	0.2270	DN_NC_073228.2_53278878_13	DN_NC_073234.2_52495433_13	0.0662	1	1.0000	1.0000	17.0000						0
CAMK1	CAMK1G	truthbar	1	0.2976	DN_NC_073224.2_47163026_13	DN_NC_086017.1_19588191_12	0.0460	1	1.0000	1.0000	28.0000						0
CAMK2B	CAMK2D	truthbar	1														0
CAMK2B	CAMK2G	truthbar	1	0.5365	DN_NC_073230.2_52044244_19	DN_NC_073232.2_41878762_20	0.0606	2	1.5000	1.0000	51.0000						0
CAMK2D	CAMK2G	truthbar	1	0.2228	DN_NC_073227.2_133828574_18	DN_NC_073232.2_41878762_20	0.1387	2	1.5000	1.0000	51.0000						0
CAND2	RPL32	genuine	0	0.4415	DN_NC_086017.1_22612673_15	DN_NC_086017.1_22648299_4	0.1566	1	1.0000	1.0000	52.0000				1920.0000	0.4415	1
CANX	HMGB3	genuine	0	0.4859	DN_NC_073228.2_183658467_2	DN_NC_073247.2_162650382_5	0.1268	2	1.5000	33.0000	35.0000				450.0000	0.7031	1
CAPS2	LOC101126304	genuine	0														0
CAPS2	LOC101150995	genuine	0														0
CAPS2	LOC134756859	genuine	0														0
CAPS2	LOC134759232	genuine	0														0
CAPS2	RAPH1	genuine	0	0.1834	DN_NC_073234.2_90680832_2	DN_NC_073235.2_106111443_2	0.7450	15	8.5000	51.0000	51.0000				0.0000	0.0000	1
CARD16	LOC101136563	genuine	0	0.1444	DN_NC_073233.2_112912081_9	DN_NC_073233.2_112925764_3	0.2255	1	1.0000	4.0000	52.0000				288.0000	0.1444	1
CASP3	CGREF1	genuine	0	0.2026	DN_NC_073227.2_205610166_3	DN_NC_073236.2_112799498_6	0.3436	32	17.0000	6.0000	52.0000				0.0000	0.0000	1
CASP3	GGCT	genuine	0														0
CASP3	LOC134756666	genuine	0														0
CASP3	OTULINL	genuine	0														0
CBR1	CBR3	truthbar	1	0.8453	DN_NC_073246.2_37979530_3	DN_NC_073246.2_38044178_3	0.0517	1	1.0000	2.0000	51.0000						0
CCDC144A	LOC101140864	genuine	0														0
CCDC144A	LOC109026769	TP	1	0.3998	DN_NC_073228.2_79926211_12	DN_NC_073228.2_83434996_12	0.1903	2	1.5000	3.0000	52.0000						0
CCDC152	COPS9	genuine	0														0
CCDC152	DCAF16	genuine	0														0
CCDC152	GIMAP4	genuine	0														0
CCDC152	KLHL33	genuine	0														0
CCDC152	LIPA	genuine	0														0
CCDC152	LOC101126025	genuine	0														0
CCDC152	LOC101143448	genuine	0														0
CCDC152	LOC101145464	genuine	0														0
CCDC152	LOC109023154	genuine	0														0
CCDC152	LOC109024560	genuine	0														0
CCDC152	LOC109025730	genuine	0														0
CCDC152	LOC109028669	genuine	0														0
CCDC152	LOC129530096	genuine	0														0
CCDC152	LOC129530131	genuine	0														0
CCDC152	LOC129533438	genuine	0														0
CCDC152	LOC134756589	genuine	0														0
CCDC152	LRFN5	genuine	0														0
CCDC152	MINPP1	genuine	0														0
CCDC152	MMP24OS	genuine	0														0
CCDC152	NCALD	genuine	0														0
CCDC152	NCR3LG1	genuine	0														0
CCDC152	NFXL1	genuine	0														0
CCDC152	OXCT1	genuine	0														0
CCDC152	PDCD5	genuine	0														0
CCDC152	SELENOP	TP	0	0.4776	DN_NC_073243.2_69046517_5	DN_NC_073243.2_69056468_9	0.2890	7	4.0000	1.0000	51.0000				1673.0000	0.4768	1
CCDC152	SEM1	genuine	0														0
CCDC152	SMYD3	genuine	0														0
CCDC152	SPATA33	genuine	0														0
CCDC152	SPC25	genuine	0														0
CCDC152	THNSL1	genuine	0														0
CCDC152	TMEM38B	genuine	0														0
CCDC152	TSPAN8	genuine	0														0
CCDC152	UCHL1	genuine	0														0
CCDC92	IL20RB	genuine	0	0.1788	DN_NC_073234.2_139370404_3	DN_NC_086017.1_148168205_5	0.3988	9	5.5000	51.0000	52.0000				820.0000	0.3442	1
CCDC92	LOC115932679	genuine	0														0
CCDC92	LOC129523854	genuine	0														0
CCDC92	LOC129524788	genuine	0														0
CCDC92	LOC129529528	genuine	0														0
CCDC92	LOC129533004	genuine	0														0
CCDC92	SLC37A2	genuine	0														0
CCDC92	YAE1	genuine	0														0
CCL8	LOC101134802	truthbar	1	0.4194	DN_NC_073228.2_58687413_3	DN_NC_073228.2_58745873_3	0.2468	1	1.0000	1.0000	51.0000						0
CCNH	RASA1	genuine	0	0.6116	DN_NC_073228.2_91400267_25	DN_NC_073228.2_91522397_9	0.1484	1	1.0000	1.0000	51.0000				3641.0000	0.6114	1
CCPG1	LDLR	genuine	0	0.1432	DN_NC_073240.2_56108341_2	DN_NC_073244.2_17124484_18	0.4125	2	1.5000	1.0000	52.0000				0.0000	0.0000	1
CCPG1	PRXL2A	genuine	0	0.2110	DN_NC_073232.2_92781991_6	DN_NC_073240.2_56108341_2	0.4125	2	1.5000	3.0000	52.0000				0.0000	0.0000	1
CCR2	CCR5	truthbar	1	0.1500	DN_NC_086017.1_56236992_2	DN_NC_086017.1_56254132_2	0.0840	1	1.0000	2.0000	51.0000						0
CCT6A	CCT6B	truthbar	1	0.4597	DN_NC_073228.2_58045766_15	DN_NC_073230.2_64231587_14	0.1594	1	1.0000	4.0000	52.0000						0
CDK4	TSPAN31	genuine	0	0.5438	DN_NC_073234.2_43619064_8	DN_NC_073234.2_43623304_5	0.2337	1	1.0000	1.0000	51.0000				1009.0000	0.5358	1
CDR2	LOC101131923	genuine	0	0.3045	DN_NC_073242.2_21170576_8	DN_NC_073242.2_21650759_11	0.0532	3	2.0000	9.0000	51.0000				891.0000	0.4426	1
CDR2	LOC101142371	genuine	0														0
CDR2	RRN3	genuine	0														0
CDRT4	TVP23B	TP	0	0.2413	DN_NC_073228.2_81446275_7	DN_NC_073243.2_30823221_7	0.2745	1	1.0000	3.0000	51.0000				1692.0000	0.5110	1
CENPP	IPPK	TP	0	0.8865	DN_NC_073237.2_89073528_3	DN_NC_073237.2_89075402_13	0.0444	1	1.0000	2.0000	51.0000				2874.0000	0.8865	1
CENPU	PRIMPOL	genuine	0	0.2158	DN_NC_073227.2_205644909_14	DN_NC_073227.2_205687695_12	0.2080	1	1.0000	2.0000	52.0000				482.0000	0.2140	1
CEP192	LOC101137455	genuine	0														0
CEP192	LOC129533419	genuine	0	0.1453	DN_NC_073228.2_182473921_9	DN_NC_073241.2_37141428_27	0.0845	2	1.5000	4.0000	51.0000				0.0000	0.0000	1
CEP57	MTMR2	genuine	0	0.5439	DN_NC_073233.2_103702122_11	DN_NC_073233.2_103744968_15	0.1224	1	1.0000	5.0000	16.0000				2597.0000	0.5439	1
CEP76	PSMG2	genuine	0	0.3001	DN_NC_073241.2_37538314_7	DN_NC_073241.2_37560383_12	0.2345	1	1.0000	1.0000	3.0000				678.0000	0.2988	1
CES1	LOC101128088	truthbar	1	0.1437	DN_NC_073242.2_84922514_14	DN_NC_073242.2_96161607_12	0.1425	4	3.5000	6.0000	51.0000						0
CES1	LOC101128458	truthbar	1	0.1437	DN_NC_073242.2_84922514_14	DN_NC_073242.2_96060106_12	0.0878	4	3.5000	7.0000	51.0000						0
CES1	LOC115931015	TP	1	0.7709	DN_NC_073242.2_84833963_14	DN_NC_073242.2_84922514_14	0.0401	4	2.5000	4.0000	51.0000						0
CES1	LOC115931020	truthbar	1	0.1437	DN_NC_073242.2_84922514_14	DN_NC_073242.2_96073882_12	0.2297	4	3.5000	7.0000	51.0000						0
CGREF1	GGCT	genuine	0	0.1310	DN_NC_073230.2_37931018_4	DN_NC_073236.2_112799498_6	0.3148	32	16.5000	6.0000	52.0000				0.0000	0.0000	1
CGREF1	LOC134756666	genuine	0	0.2135	DN_NC_073235.2_94365284_2	DN_NC_073236.2_112799498_6	0.3148	32	17.0000	19.0000	52.0000				0.0000	0.0000	1
CGREF1	OTULINL	genuine	0	0.1568	DN_NC_073236.2_112799498_6	DN_NC_073243.2_97413463_8	0.3148	32	16.5000	6.0000	51.0000				0.0000	0.0000	1
CHD1	CHD2	truthbar	1	0.3211	DN_NC_073228.2_103031498_31	DN_NC_073240.2_94115085_33	0.1370	1	1.0000	1.0000	51.0000						0
CHEK2	LOC101136352	genuine	0	0.2828	DN_NC_073240.2_23210840_6	DN_NC_086018.1_26719433_15	0.0945	3	3.0000	8.0000	52.0000				700.0000	0.7071	1
CHEK2	LOC101152610	TP	0	0.2914	DN_NC_073240.2_21601841_7	DN_NC_086018.1_26719433_15	0.0945	3	3.0000	8.0000	52.0000				833.0000	0.8668	1
CHEK2	LOC129527660	genuine	0	0.3387	DN_NC_073242.2_37476471_6	DN_NC_086018.1_26719433_15	0.1015	3	3.0000	8.0000	52.0000				700.0000	0.7035	1
CHM	OPN3	genuine	0	0.2699	DN_NC_073224.2_13850922_2	DN_NC_073247.2_97674612_15	0.1808	1	1.0000	1.0000	52.0000				0.0000	0.0000	1
CHRNA3	LOC101123674	genuine	0														0
CHRNA3	PCCA	genuine	0	0.1533	DN_NC_073238.2_114796219_2	DN_NC_073240.2_79492690_6	0.3379	2	1.5000	16.5000	51.0000				0.0000	0.0000	1
CHST6	TMEM231	genuine	0	0.5166	DN_NC_073242.2_105982851_4	DN_NC_073242.2_106027382_7	0.2246	1	1.0000	2.0000	10.0000				1684.0000	0.5206	1
CILP	CILP2	truthbar	1	0.1735	DN_NC_073240.2_65970509_9	DN_NC_073244.2_25986503_8	0.0316	1	1.0000	6.0000	51.0000						0
CKB	CKM	truthbar	1	0.6256	DN_NC_073239.2_120499478_8	DN_NC_073244.2_56814281_4	0.0344	1	1.0000	2.0000	38.0000						0
CKLF	GSTM2	genuine	0	0.1305	DN_NC_073224.2_130406472_4	DN_NC_073242.2_95678785_4	0.8909	38	20.5000	7.0000	52.0000				0.0000	0.0000	1
CKLF	LOC101140579	genuine	0														0
CKLF	LOC101148313	genuine	0														0
CKLF	LOC115935025	genuine	0														0
CKLF	XAF1	genuine	0														0
CLCN3	CLCN5	truthbar	1	0.2517	DN_NC_073227.2_190603026_12	DN_NC_073247.2_60113711_15	0.1905	1	1.0000	2.0000	52.0000						0
CLK1	CLK4	truthbar	1	0.5606	DN_NC_073228.2_182227322_13	DN_NC_073235.2_103471173_13	0.2102	1	1.0000	1.0000	51.0000						0
CLMP	LOC101134145	genuine	0	0.1489	DN_NC_073231.2_53708239_3	DN_NC_073233.2_130995027_7	0.4106	3	2.0000	1.0000	15.0000				0.0000	0.0000	1
CLMP	LOC129532639	genuine	0														0
CLN8	METTL2A	genuine	0														0
CLN8	METTL2B	genuine	0	0.1418	DN_NC_073230.2_137552467_7	DN_NC_073231.2_6126395_2	0.5446	3	3.0000	10.0000	51.0000				0.0000	0.0000	1
CLTC	CLTCL1	truthbar	1	0.8862	DN_NC_073228.2_32366054_32	DN_NC_086018.1_16610610_33	0.0715	1	1.0000	1.0000	52.0000						0
CNPY3	CNPY4	truthbar	1	0.2549	DN_NC_073229.2_60720496_6	DN_NC_073230.2_88640144_6	0.1089	1	1.0000	1.0000	53.0000						0
CNTNAP3C	LOC101143875	genuine	0	0.3548	DN_NC_073236.2_33289090_9	DN_NC_073237.2_23692487_10	0.2056	3	2.5000	3.0000	52.0000				1961.0000	0.7301	1
CNTNAP3C	LOC115933307	genuine	0	0.1558	DN_NC_073236.2_33289090_9	DN_NC_073237.2_30061699_3	0.3399	3	2.5000	3.0000	52.0000				683.0000	0.1744	1
COG1	SSTR2	genuine	0	0.5916	DN_NC_073228.2_18779384_3	DN_NC_073228.2_18798859_2	0.2107	1	1.0000	1.0000	52.0000				1477.0000	0.5920	1
COG1	VCF1	genuine	0	0.5477	DN_NC_073228.2_18740149_2	DN_NC_073228.2_18761647_14	0.0910	2	2.0000	1.0000	3.0000				1455.0000	0.5447	1
COG5	HBP1	genuine	0	0.4001	DN_NC_073230.2_116119215_11	DN_NC_073230.2_116150343_22	0.0997	1	1.0000	1.0000	1.0000				1129.0000	0.4005	1
COL1A1	COL1A2	truthbar	1	0.3536	DN_NC_073228.2_41871026_51	DN_NC_073230.2_94413807_52	0.0830	3	3.0000	1.0000	1.0000						0
COL1A1	COL2A1	truthbar	1	0.6005	DN_NC_073228.2_41871026_51	DN_NC_073234.2_53272916_54	0.0400	4	3.5000	1.0000	1.0000						0
COL1A1	COL3A1	truthbar	1	0.5071	DN_NC_073228.2_41871026_51	DN_NC_073235.2_91416644_51	0.0761	3	3.0000	1.0000	15.0000						0
COL1A1	COL5A2	truthbar	1														0
COL1A2	COL2A1	truthbar	1	0.5323	DN_NC_073230.2_94413807_52	DN_NC_073234.2_53272916_54	0.0830	4	3.5000	1.0000	1.0000						0
COL1A2	COL3A1	truthbar	1	0.3528	DN_NC_073230.2_94413807_52	DN_NC_073235.2_91416644_51	0.0830	3	3.0000	1.0000	15.0000						0
COL1A2	COL5A2	truthbar	1														0
COL2A1	COL3A1	truthbar	1	0.2938	DN_NC_073234.2_53272916_54	DN_NC_073235.2_91416644_51	0.0761	4	3.5000	1.0000	15.0000						0
COL2A1	COL5A2	truthbar	1	0.3487	DN_NC_073234.2_53272916_54	DN_NC_073235.2_91471014_54	0.0914	4	2.5000	1.0000	49.0000						0
COL3A1	COL5A2	truthbar	1														0
COMP	THBS4	truthbar	1	0.3155	DN_NC_073243.2_31614985_22	DN_NC_073244.2_25226014_19	0.0537	1	1.0000	1.0000	1.0000						0
COPB2	MRPS22	genuine	0	0.3514	DN_NC_086017.1_150515222_8	DN_NC_086017.1_150527432_22	0.1730	1	1.0000	1.0000	51.0000				1044.0000	0.3514	1
COPS9	DCAF16	genuine	0														0
COPS9	GIMAP4	genuine	0														0
COPS9	KLHL33	genuine	0														0
COPS9	LIPA	genuine	0														0
COPS9	LOC101126025	genuine	0														0
COPS9	LOC101143448	genuine	0														0
COPS9	LOC101145464	genuine	0	0.1779	DN_NC_073235.2_142785844_3	DN_NC_073247.2_147586730_5	0.4072	29	19.0000	4.0000	51.0000				477.0000	0.1942	1
COPS9	LOC109023154	genuine	0	0.1467	DN_NC_073235.2_142785844_3	DN_NC_073239.2_123333523_2	0.2548	24	16.5000	9.0000	52.0000				472.0000	0.2067	1
COPS9	LOC109024560	genuine	0														0
COPS9	LOC109025730	genuine	0	0.3276	DN_NC_073224.2_123525276_5	DN_NC_073235.2_142785844_3	0.4684	46	27.5000	1.0000	51.0000				426.0000	0.3208	1
COPS9	LOC109028669	genuine	0														0
COPS9	LOC129530096	genuine	0														0
COPS9	LOC129530131	genuine	0	0.1427	DN_NC_073235.2_142785844_3	DN_NC_073247.2_115708949_2	0.2180	15	12.0000	3.5000	51.0000				472.0000	0.1545	1
COPS9	LOC129533438	genuine	0														0
COPS9	LOC134756589	genuine	0	0.1538	DN_NC_073234.2_126370406_2	DN_NC_073235.2_142785844_3	0.4160	17	13.0000	1.0000	51.0000				477.0000	0.1663	1
COPS9	LRFN5	genuine	0														0
COPS9	MINPP1	genuine	0														0
COPS9	MMP24OS	genuine	0														0
COPS9	NCALD	genuine	0														0
COPS9	NCR3LG1	genuine	0														0
COPS9	NFXL1	genuine	0														0
COPS9	OXCT1	genuine	0														0
COPS9	PDCD5	genuine	0	0.3405	DN_NC_073235.2_142785844_3	DN_NC_073244.2_43610901_6	0.4805	42	25.5000	3.0000	51.0000				465.0000	0.3699	1
COPS9	SELENOP	genuine	0														0
COPS9	SEM1	genuine	0	0.1482	DN_NC_073230.2_92132360_3	DN_NC_073235.2_142785844_3	0.3708	24	16.5000	2.0000	53.0000				469.0000	0.2405	1
COPS9	SMYD3	genuine	0														0
COPS9	SPATA33	genuine	0														0
COPS9	SPC25	genuine	0	0.2449	DN_NC_073235.2_142785844_3	DN_NC_073235.2_71373985_7	0.4132	51	30.0000	1.0000	51.0000				468.0000	0.3441	1
COPS9	THNSL1	genuine	0														0
COPS9	TMEM38B	genuine	0														0
COPS9	TSPAN8	genuine	0														0
COPS9	UCHL1	genuine	0														0
CORO1A	CORO1B	truthbar	1	0.4138	DN_NC_073233.2_75363756_11	DN_NC_073242.2_32113450_11	0.0892	1	1.0000	12.0000	51.0000						0
CORO2A	CORO2B	truthbar	1	0.2648	DN_NC_073237.2_94439193_12	DN_NC_073240.2_69411455_12	0.2591	1	1.0000	1.0000	51.0000						0
CPEB2	CPEB3	truthbar	1														0
CPEB2	CPEB4	truthbar	1	0.3725	DN_NC_073227.2_23212119_11	DN_NC_073228.2_177718215_8	0.2269	2	1.5000	1.0000	52.0000						0
CPEB3	CPEB4	truthbar	1	0.3684	DN_NC_073228.2_177718215_8	DN_NC_073232.2_104390833_9	0.1750	2	1.5000	1.0000	37.0000						0
CPLANE1	LOC115933270	TP	1	0.7414	DN_NC_073243.2_82594889_12	DN_NC_073243.2_82739824_8	0.3943	1	1.0000	4.0000	14.0000						0
CPNE6	CPNE7	truthbar	1	0.2391	DN_NC_073239.2_32570025_17	DN_NC_073242.2_120163344_15	0.0408	1	1.0000	51.0000	51.0000						0
CPSF2	NDUFB1	genuine	0	0.4806	DN_NC_073239.2_109052370_3	DN_NC_073239.2_109057706_16	0.2474	1	1.0000	1.0000	52.0000				481.0000	0.4777	1
CRBN	TRNT1	genuine	0	0.5988	DN_NC_086017.1_12917334_8	DN_NC_086017.1_12936527_11	0.1619	1	1.0000	3.0000	26.0000				3568.0000	0.6856	1
CRMP1	DPYSL2	truthbar	1														0
CRMP1	DPYSL3	truthbar	1	0.3881	DN_NC_073227.2_15519199_14	DN_NC_073228.2_151255605_14	0.0414	3	2.5000	1.0000	51.0000						0
CRMP1	DPYSL4	truthbar	1	0.5100	DN_NC_073227.2_15519199_14	DN_NC_073232.2_144546965_14	0.0373	3	2.0000	1.0000	2.0000						0
CRMP1	EVC	TP	0	0.3478	DN_NC_073227.2_15519199_14	DN_NC_073227.2_15589297_3	0.1769	3	2.0000	1.0000	2.0000				1070.0000	0.3472	1
CRNKL1	NAA20	genuine	0	0.8479	DN_NC_073245.2_30021133_6	DN_NC_073245.2_30036345_14	0.1897	1	1.0000	1.0000	2.0000				3237.0000	0.8458	1
CS	LOC129532516	genuine	0	0.1527	DN_NC_073234.2_45066531_11	DN_NC_086017.1_118126676_3	0.1112	1	1.0000	4.0000	52.0000				2752.0000	0.9173	1
CSNK1D	CSNK1E	truthbar	1	0.2459	DN_NC_073228.2_9720205_10	DN_NC_086018.1_36304756_7	0.1098	1	1.0000	1.0000	52.0000						0
CTBP1	CTBP2	genuine	0	0.4268	DN_NC_073227.2_9789563_10	DN_NC_073232.2_137259733_11	0.1038	1	1.0000	15.0000	52.0000				0.0000	0.0000	1
CTSA	NEURL2	TP	0	0.8084	DN_NC_073245.2_58117175_2	DN_NC_073245.2_58118781_15	0.0135	1	1.0000	1.0000	2.0000				1044.0000	0.8099	1
CTSV	LOC101145975	truthbar	1	0.3599	DN_NC_073237.2_83935038_8	DN_NC_073237.2_93365361_8	0.3295	2	2.0000	2.0000	51.0000						0
CTSV	LOC129523464	truthbar	1	0.3477	DN_NC_073237.2_84341528_8	DN_NC_073237.2_93365361_8	0.3295	2	2.0000	2.0000	51.0000						0
