dn_a	dn_b	contain_ab	contain_ba	n_exon_a	n_exon_b	n_cov_a	n_cov_b
DN_NC_073224.2_40627195_4	DN_NC_073224.2_8222533_5	0.000000	0.000000	4	5	0	0
DN_NC_073224.2_40627195_4	DN_NC_073224.2_8422960_4	0.000000	0.000000	4	4	0	0
DN_NC_073224.2_40627195_4	DN_NC_073227.2_8633418_2	0.000000	0.000000	4	2	0	0
DN_NC_073224.2_40627195_4	DN_NC_073227.2_8705656_4	0.000000	0.000000	4	4	0	0
DN_NC_073224.2_40627195_4	DN_NC_073227.2_8907801_4	0.000000	0.000000	4	4	0	0
DN_NC_073224.2_40627195_4	DN_NC_073227.2_9010062_2	0.000000	0.000000	4	2	0	0
DN_NC_073224.2_40627195_4	DN_NC_073230.2_64900495_2	0.000000	0.000000	4	2	0	0
DN_NC_073224.2_40627195_4	DN_NC_073230.2_73508332_4	0.000000	0.000000	4	4	0	0
DN_NC_073224.2_40627195_4	DN_NC_073230.2_73776646_4	0.000000	0.000000	4	4	0	0
DN_NC_073224.2_40627195_4	DN_NC_073230.2_73977205_4	0.000000	0.000000	4	4	0	0
DN_NC_073224.2_40627195_4	DN_NC_073230.2_74126483_4	0.000000	0.000000	4	4	0	0
DN_NC_073224.2_40627195_4	DN_NC_073230.2_74190289_5	0.000000	0.000000	4	5	0	0
DN_NC_073224.2_40627195_4	DN_NC_073230.2_74299233_4	0.000000	0.000000	4	4	0	0
DN_NC_073224.2_40627195_4	DN_NC_073230.2_74637814_2	0.000000	0.000000	4	2	0	0
DN_NC_073224.2_40627195_4	DN_NC_073233.2_9788172_5	0.000000	0.000000	4	5	0	0
DN_NC_073224.2_40627195_4	DN_NC_073241.2_36126183_3	0.000000	0.000000	4	3	0	0
DN_NC_073224.2_40627195_4	DN_NC_073242.2_37386128_4	0.000000	0.000000	4	4	0	0
DN_NC_073224.2_40627195_4	DN_NC_073242.2_66613619_4	0.000000	0.000000	4	4	0	0
DN_NC_073224.2_40627195_4	DN_NC_073244.2_26240039_2	0.000000	0.000000	4	2	0	0
DN_NC_073224.2_40627195_4	DN_NC_073244.2_26470366_4	0.000000	0.000000	4	4	0	0
DN_NC_073224.2_40627195_4	DN_NC_073244.2_26666712_5	0.000000	0.000000	4	5	0	0
DN_NC_073224.2_40627195_4	DN_NC_073244.2_26901109_4	0.000000	0.000000	4	4	0	0
DN_NC_073224.2_40627195_4	DN_NC_073244.2_27051998_4	0.000000	0.000000	4	4	0	0
DN_NC_073224.2_40627195_4	DN_NC_073244.2_27131194_2	0.000000	0.000000	4	2	0	0
DN_NC_073224.2_40627195_4	DN_NC_073244.2_27285351_4	0.000000	0.000000	4	4	0	0
DN_NC_073224.2_40627195_4	DN_NC_073244.2_27408454_4	0.000000	0.000000	4	4	0	0
DN_NC_073224.2_40627195_4	DN_NC_073244.2_27504818_5	0.000000	0.000000	4	5	0	0
DN_NC_073224.2_40627195_4	DN_NC_073244.2_27566430_5	0.000000	0.000000	4	5	0	0
DN_NC_073224.2_40627195_4	DN_NC_073244.2_27765726_4	0.000000	0.000000	4	4	0	0
DN_NC_073224.2_40627195_4	DN_NC_073244.2_27869273_3	0.000000	0.000000	4	3	0	0
DN_NC_073224.2_40627195_4	DN_NC_073244.2_27956158_2	0.000000	0.000000	4	2	0	0
DN_NC_073224.2_40627195_4	DN_NC_073244.2_28072858_4	0.000000	0.000000	4	4	0	0
DN_NC_073224.2_40627195_4	DN_NC_073244.2_28256975_5	0.000000	0.000000	4	5	0	0
DN_NC_073224.2_40627195_4	DN_NC_073244.2_28333451_4	0.000000	0.000000	4	4	0	0
DN_NC_073224.2_40627195_4	DN_NC_073244.2_28711447_2	0.000000	0.000000	4	2	0	0
DN_NC_073224.2_40627195_4	DN_NC_073244.2_28820229_4	0.000000	0.000000	4	4	0	0
DN_NC_073224.2_40627195_4	DN_NC_073244.2_29046961_4	0.000000	0.000000	4	4	0	0
DN_NC_073224.2_40627195_4	DN_NC_073244.2_29232445_4	0.000000	0.000000	4	4	0	0
DN_NC_073224.2_40627195_4	DN_NC_073244.2_29297022_4	0.000000	0.000000	4	4	0	0
DN_NC_073224.2_40627195_4	DN_NC_073244.2_29557605_4	0.000000	0.000000	4	4	0	0
DN_NC_073224.2_40627195_4	DN_NC_073244.2_29680825_2	0.000000	0.000000	4	2	0	0
DN_NC_073224.2_40627195_4	DN_NC_073244.2_29970261_4	0.000000	0.000000	4	4	0	0
DN_NC_073224.2_40627195_4	DN_NC_073244.2_30067652_4	0.000000	0.000000	4	4	0	0
DN_NC_073224.2_40627195_4	DN_NC_073244.2_30090650_6	0.000000	0.000000	4	6	0	0
DN_NC_073224.2_40627195_4	DN_NC_073244.2_30438386_2	0.000000	0.000000	4	2	0	0
DN_NC_073224.2_40627195_4	DN_NC_073244.2_64034715_7	0.000000	0.000000	4	7	0	0
DN_NC_073224.2_40627195_4	DN_NC_073244.2_64081943_4	0.000000	0.000000	4	4	0	0
DN_NC_073224.2_40627195_4	DN_NC_073244.2_64125568_5	0.000000	0.000000	4	5	0	0
DN_NC_073224.2_40627195_4	DN_NC_073244.2_64265252_5	0.000000	0.000000	4	5	0	0
DN_NC_073224.2_40627195_4	DN_NC_073244.2_64306022_6	0.000000	0.000000	4	6	0	0
DN_NC_073224.2_40627195_4	DN_NC_073244.2_64368633_7	0.000000	0.000000	4	7	0	0
DN_NC_073224.2_40627195_4	DN_NC_073244.2_64500861_5	0.000000	0.000000	4	5	0	0
DN_NC_073224.2_40627195_4	DN_NC_073244.2_64585864_4	0.000000	0.000000	4	4	0	0
DN_NC_073224.2_40627195_4	DN_NC_073244.2_64797239_5	0.000000	0.000000	4	5	0	0
DN_NC_073224.2_40627195_4	DN_NC_073244.2_65046428_2	0.000000	0.000000	4	4	0	0
DN_NC_073224.2_40627195_4	DN_NC_073244.2_65073171_5	0.000000	0.000000	4	5	0	0
DN_NC_073224.2_40627195_4	DN_NC_073246.2_15789285_3	0.000000	0.000000	4	3	0	0
DN_NC_073224.2_45389129_11	DN_NC_073224.2_77707994_7	0.000000	0.000000	11	7	0	0
DN_NC_073224.2_45389129_11	DN_NC_086018.1_19844955_6	0.000000	0.111111	11	9	0	1
DN_NC_073224.2_46970626_9	DN_NC_073230.2_138011361_9	0.000000	0.000000	9	9	0	0
DN_NC_073224.2_47163026_13	DN_NC_086017.1_19588191_12	0.000000	0.000000	13	12	0	0
DN_NC_073224.2_50024137_10	DN_NC_086017.1_60479047_11	0.000000	0.000000	10	11	0	0
DN_NC_073224.2_51430719_7	DN_NC_073234.2_121481999_7	0.000000	0.000000	7	7	0	0
DN_NC_073224.2_53012398_21	DN_NC_073247.2_165220768_21	0.000000	0.000000	21	21	0	0
DN_NC_073224.2_53524414_11	DN_NC_073224.2_53535059_3	0.090909	0.000000	11	3	1	0
DN_NC_073224.2_53955814_27	DN_NC_073248.2_27118037_27	0.000000	0.000000	27	27	0	0
DN_NC_073224.2_5565564_3	DN_NC_073224.2_5715398_2	0.666667	1.000000	3	2	2	2
DN_NC_073224.2_5641112_4	DN_NC_073242.2_36121013_3	0.000000	0.000000	4	3	0	0
DN_NC_073224.2_5641112_4	DN_NC_073242.2_6758889_7	0.000000	0.000000	4	7	0	0
DN_NC_073224.2_58834163_5	DN_NC_073237.2_120375635_3	0.000000	0.000000	5	3	0	0
DN_NC_073224.2_6827773_11	DN_NC_073230.2_165840202_11	1.000000	1.000000	11	11	11	11
DN_NC_073224.2_8222533_5	DN_NC_073224.2_8422960_4	0.000000	0.000000	5	4	0	0
DN_NC_073224.2_8222533_5	DN_NC_073227.2_8633418_2	0.000000	0.000000	5	2	0	0
DN_NC_073224.2_8222533_5	DN_NC_073227.2_8705656_4	0.000000	0.000000	5	4	0	0
DN_NC_073224.2_8222533_5	DN_NC_073227.2_8907801_4	0.000000	0.000000	5	4	0	0
DN_NC_073224.2_8222533_5	DN_NC_073227.2_9010062_2	0.000000	0.000000	5	2	0	0
DN_NC_073224.2_8222533_5	DN_NC_073230.2_73508332_4	0.000000	0.000000	5	4	0	0
DN_NC_073224.2_8222533_5	DN_NC_073230.2_73776646_4	0.000000	0.000000	5	4	0	0
DN_NC_073224.2_8222533_5	DN_NC_073230.2_73977205_4	0.000000	0.000000	5	4	0	0
DN_NC_073224.2_8222533_5	DN_NC_073230.2_74126483_4	0.000000	0.000000	5	4	0	0
DN_NC_073224.2_8222533_5	DN_NC_073230.2_74190289_5	0.000000	0.000000	5	5	0	0
DN_NC_073224.2_8222533_5	DN_NC_073230.2_74299233_4	0.000000	0.000000	5	4	0	0
DN_NC_073224.2_8222533_5	DN_NC_073230.2_74637814_2	0.000000	0.000000	5	2	0	0
DN_NC_073224.2_8222533_5	DN_NC_073233.2_9788172_5	0.000000	0.000000	5	5	0	0
DN_NC_073224.2_8222533_5	DN_NC_073241.2_36126183_3	0.000000	0.000000	5	3	0	0
DN_NC_073224.2_8222533_5	DN_NC_073242.2_66613619_4	0.000000	0.000000	5	4	0	0
DN_NC_073224.2_8222533_5	DN_NC_073244.2_26240035_4	0.000000	0.000000	5	4	0	0
DN_NC_073224.2_8222533_5	DN_NC_073244.2_26314241_4	0.000000	0.000000	5	4	0	0
DN_NC_073224.2_8222533_5	DN_NC_073244.2_26470366_4	0.000000	0.000000	5	4	0	0
DN_NC_073224.2_8222533_5	DN_NC_073244.2_26666712_5	0.000000	0.000000	5	5	0	0
DN_NC_073224.2_8222533_5	DN_NC_073244.2_26901109_4	0.000000	0.000000	5	4	0	0
DN_NC_073224.2_8222533_5	DN_NC_073244.2_27051998_4	0.000000	0.000000	5	4	0	0
DN_NC_073224.2_8222533_5	DN_NC_073244.2_27131194_2	0.000000	0.000000	5	2	0	0
DN_NC_073224.2_8222533_5	DN_NC_073244.2_27285351_4	0.000000	0.000000	5	4	0	0
DN_NC_073224.2_8222533_5	DN_NC_073244.2_27408454_4	0.000000	0.000000	5	4	0	0
DN_NC_073224.2_8222533_5	DN_NC_073244.2_27504818_5	0.000000	0.000000	5	5	0	0
DN_NC_073224.2_8222533_5	DN_NC_073244.2_27566430_5	0.000000	0.000000	5	5	0	0
DN_NC_073224.2_8222533_5	DN_NC_073244.2_27765726_4	0.000000	0.000000	5	4	0	0
DN_NC_073224.2_8222533_5	DN_NC_073244.2_27869273_3	0.000000	0.000000	5	3	0	0
DN_NC_073224.2_8222533_5	DN_NC_073244.2_27956158_2	0.000000	0.000000	5	2	0	0
DN_NC_073224.2_8222533_5	DN_NC_073244.2_28072858_4	0.000000	0.000000	5	4	0	0
DN_NC_073224.2_8222533_5	DN_NC_073244.2_28256975_5	0.000000	0.000000	5	5	0	0
DN_NC_073224.2_8222533_5	DN_NC_073244.2_28333451_4	0.000000	0.000000	5	4	0	0
DN_NC_073224.2_8222533_5	DN_NC_073244.2_28588105_4	0.000000	0.000000	5	4	0	0
DN_NC_073224.2_8222533_5	DN_NC_073244.2_28711447_4	0.000000	0.000000	5	5	0	0
DN_NC_073224.2_8222533_5	DN_NC_073244.2_28820229_4	0.000000	0.000000	5	4	0	0
DN_NC_073224.2_8222533_5	DN_NC_073244.2_29046961_4	0.000000	0.000000	5	4	0	0
DN_NC_073224.2_8222533_5	DN_NC_073244.2_29232445_4	0.000000	0.000000	5	4	0	0
DN_NC_073224.2_8222533_5	DN_NC_073244.2_29297022_4	0.000000	0.000000	5	4	0	0
DN_NC_073224.2_8222533_5	DN_NC_073244.2_29557605_4	0.000000	0.000000	5	4	0	0
DN_NC_073224.2_8222533_5	DN_NC_073244.2_29680825_4	0.000000	0.000000	5	4	0	0
DN_NC_073224.2_8222533_5	DN_NC_073244.2_29970261_4	0.000000	0.000000	5	4	0	0
DN_NC_073224.2_8222533_5	DN_NC_073244.2_30438340_4	0.000000	0.000000	5	4	0	0
DN_NC_073224.2_8222533_5	DN_NC_073244.2_64340366_4	0.000000	0.000000	5	4	0	0
DN_NC_073224.2_8222533_5	DN_NC_073244.2_64585864_4	0.000000	0.000000	5	4	0	0
DN_NC_073224.2_8222533_5	DN_NC_073244.2_64836827_4	0.000000	0.000000	5	4	0	0
DN_NC_073224.2_8222533_5	DN_NC_073244.2_65266359_4	0.000000	0.000000	5	4	0	0
DN_NC_073224.2_8222533_5	DN_NC_073246.2_15789285_3	0.000000	0.000000	5	3	0	0
DN_NC_073224.2_8261601_4	DN_NC_073224.2_8329397_4	0.000000	0.000000	4	4	0	0
DN_NC_073224.2_8261601_4	DN_NC_073224.2_8356715_4	0.000000	0.000000	4	4	0	0
DN_NC_073224.2_8261601_4	DN_NC_073244.2_15569240_8	0.000000	0.000000	4	8	0	0
DN_NC_073224.2_8261601_4	DN_NC_073244.2_17635782_4	0.000000	0.000000	4	4	0	0
DN_NC_073224.2_8261601_4	DN_NC_073244.2_17678736_4	0.000000	0.000000	4	4	0	0
DN_NC_073224.2_8261601_4	DN_NC_073244.2_17751582_4	0.000000	0.000000	4	4	0	0
DN_NC_073224.2_8261601_4	DN_NC_073244.2_17797611_4	0.000000	0.000000	4	4	0	0
DN_NC_073224.2_8261601_4	DN_NC_073244.2_17831067_3	0.000000	0.000000	4	3	0	0
DN_NC_073224.2_8261601_4	DN_NC_073244.2_17876785_4	0.000000	0.000000	4	4	0	0
DN_NC_073224.2_8261601_4	DN_NC_073244.2_17922158_4	0.000000	0.000000	4	4	0	0
DN_NC_073224.2_8261601_4	DN_NC_073244.2_17960497_4	0.000000	0.000000	4	4	0	0
DN_NC_073224.2_8261601_4	DN_NC_073244.2_18045307_2	0.000000	0.000000	4	2	0	0
DN_NC_073224.2_8261601_4	DN_NC_073244.2_18047026_4	0.000000	0.000000	4	4	0	0
DN_NC_073224.2_8261601_4	DN_NC_073244.2_18096775_3	0.000000	0.000000	4	3	0	0
DN_NC_073224.2_8261601_4	DN_NC_073244.2_18124193_3	0.000000	0.000000	4	3	0	0
DN_NC_073224.2_8261601_4	DN_NC_073244.2_18232282_4	0.000000	0.000000	4	4	0	0
DN_NC_073224.2_8261601_4	DN_NC_073244.2_18307855_4	0.000000	0.000000	4	4	0	0
DN_NC_073224.2_8261601_4	DN_NC_073244.2_18356684_4	0.000000	0.000000	4	4	0	0
DN_NC_073224.2_8261601_4	DN_NC_073244.2_18564507_4	0.000000	0.000000	4	4	0	0
DN_NC_073224.2_8261601_4	DN_NC_073244.2_18614963_5	0.000000	0.000000	4	5	0	0
DN_NC_073224.2_8261601_4	DN_NC_073244.2_18649721_4	0.000000	0.000000	4	4	0	0
DN_NC_073224.2_8261601_4	DN_NC_073244.2_26156853_4	0.000000	0.000000	4	4	0	0
DN_NC_073224.2_8261601_4	DN_NC_073244.2_8619131_4	0.000000	0.000000	4	4	0	0
DN_NC_073224.2_8329397_4	DN_NC_073224.2_8356715_4	0.000000	0.000000	4	4	0	0
DN_NC_073224.2_8329397_4	DN_NC_073242.2_74755277_3	0.000000	0.000000	4	3	0	0
DN_NC_073224.2_8329397_4	DN_NC_073244.2_17635782_4	0.000000	0.000000	4	4	0	0
DN_NC_073224.2_8329397_4	DN_NC_073244.2_17678736_4	0.000000	0.000000	4	4	0	0
DN_NC_073224.2_8329397_4	DN_NC_073244.2_17751582_4	0.000000	0.000000	4	4	0	0
DN_NC_073224.2_8329397_4	DN_NC_073244.2_17831067_3	0.000000	0.000000	4	3	0	0
DN_NC_073224.2_8329397_4	DN_NC_073244.2_17846610_4	0.000000	0.000000	4	4	0	0
DN_NC_073224.2_8329397_4	DN_NC_073244.2_17876785_4	0.000000	0.000000	4	4	0	0
DN_NC_073224.2_8329397_4	DN_NC_073244.2_17922158_4	0.000000	0.000000	4	4	0	0
DN_NC_073224.2_8329397_4	DN_NC_073244.2_17960497_4	0.000000	0.000000	4	4	0	0
DN_NC_073224.2_8329397_4	DN_NC_073244.2_18045307_2	0.000000	0.000000	4	2	0	0
DN_NC_073224.2_8329397_4	DN_NC_073244.2_18047026_4	0.000000	0.000000	4	4	0	0
DN_NC_073224.2_8329397_4	DN_NC_073244.2_18096775_3	0.000000	0.000000	4	3	0	0
DN_NC_073224.2_8329397_4	DN_NC_073244.2_18124175_2	0.000000	0.000000	4	2	0	0
DN_NC_073224.2_8329397_4	DN_NC_073244.2_18201516_4	0.000000	0.000000	4	4	0	0
DN_NC_073224.2_8329397_4	DN_NC_073244.2_18232282_4	0.000000	0.000000	4	4	0	0
DN_NC_073224.2_8329397_4	DN_NC_073244.2_18307855_4	0.000000	0.000000	4	4	0	0
DN_NC_073224.2_8329397_4	DN_NC_073244.2_18356684_4	0.000000	0.000000	4	4	0	0
DN_NC_073224.2_8329397_4	DN_NC_073244.2_18385030_4	0.000000	0.000000	4	4	0	0
DN_NC_073224.2_8329397_4	DN_NC_073244.2_18426035_4	0.000000	0.000000	4	4	0	0
DN_NC_073224.2_8329397_4	DN_NC_073244.2_18470484_4	0.000000	0.000000	4	4	0	0
DN_NC_073224.2_8329397_4	DN_NC_073244.2_18564507_4	0.000000	0.000000	4	4	0	0
DN_NC_073224.2_8329397_4	DN_NC_073244.2_18614963_5	0.000000	0.000000	4	5	0	0
DN_NC_073224.2_8329397_4	DN_NC_073244.2_18649721_4	0.000000	0.000000	4	4	0	0
DN_NC_073224.2_8329397_4	DN_NC_073244.2_26156853_4	0.000000	0.000000	4	4	0	0
DN_NC_073224.2_8356715_4	DN_NC_073244.2_17751584_2	0.000000	0.000000	4	2	0	0
DN_NC_073224.2_8356715_4	DN_NC_073244.2_18047026_4	0.000000	0.000000	4	4	0	0
DN_NC_073224.2_8356715_4	DN_NC_073244.2_18124193_3	0.000000	0.000000	4	3	0	0
DN_NC_073224.2_8356715_4	DN_NC_073244.2_18201516_4	0.000000	0.000000	4	4	0	0
DN_NC_073224.2_8356715_4	DN_NC_073244.2_18470484_4	0.000000	0.000000	4	4	0	0
DN_NC_073224.2_8356715_4	DN_NC_073244.2_18564507_4	0.000000	0.000000	4	4	0	0
DN_NC_073224.2_8422960_4	DN_NC_073227.2_8633418_2	0.000000	0.000000	4	2	0	0
DN_NC_073224.2_8422960_4	DN_NC_073227.2_8705656_4	0.000000	0.000000	4	4	0	0
DN_NC_073224.2_8422960_4	DN_NC_073227.2_8907801_4	0.000000	0.000000	4	4	0	0
DN_NC_073224.2_8422960_4	DN_NC_073227.2_9009888_2	0.000000	0.000000	4	2	0	0
DN_NC_073224.2_8422960_4	DN_NC_073230.2_73508332_4	0.000000	0.000000	4	4	0	0
DN_NC_073224.2_8422960_4	DN_NC_073230.2_73776646_4	0.000000	0.000000	4	4	0	0
DN_NC_073224.2_8422960_4	DN_NC_073230.2_73977205_4	0.000000	0.000000	4	4	0	0
DN_NC_073224.2_8422960_4	DN_NC_073230.2_74126483_4	0.000000	0.000000	4	4	0	0
DN_NC_073224.2_8422960_4	DN_NC_073230.2_74190289_5	0.000000	0.000000	4	5	0	0
DN_NC_073224.2_8422960_4	DN_NC_073230.2_74299233_4	0.000000	0.000000	4	4	0	0
DN_NC_073224.2_8422960_4	DN_NC_073230.2_74637814_2	0.000000	0.000000	4	2	0	0
DN_NC_073224.2_8422960_4	DN_NC_073233.2_9788172_5	0.000000	0.000000	4	5	0	0
DN_NC_073224.2_8422960_4	DN_NC_073241.2_36126198_2	0.000000	0.000000	4	2	0	0
DN_NC_073224.2_8422960_4	DN_NC_073242.2_37386128_4	0.000000	0.000000	4	4	0	0
DN_NC_073224.2_8422960_4	DN_NC_073242.2_66613619_4	0.000000	0.000000	4	4	0	0
DN_NC_073224.2_8422960_4	DN_NC_073244.2_26240039_2	0.000000	0.000000	4	2	0	0
DN_NC_073224.2_8422960_4	DN_NC_073244.2_26314241_4	0.000000	0.000000	4	4	0	0
DN_NC_073224.2_8422960_4	DN_NC_073244.2_26470366_4	0.000000	0.000000	4	4	0	0
DN_NC_073224.2_8422960_4	DN_NC_073244.2_26666712_5	0.000000	0.000000	4	5	0	0
DN_NC_073224.2_8422960_4	DN_NC_073244.2_26901109_4	0.000000	0.000000	4	4	0	0
DN_NC_073224.2_8422960_4	DN_NC_073244.2_27051998_4	0.000000	0.000000	4	4	0	0
DN_NC_073224.2_8422960_4	DN_NC_073244.2_27131194_2	0.000000	0.000000	4	2	0	0
DN_NC_073224.2_8422960_4	DN_NC_073244.2_27285351_4	0.000000	0.000000	4	4	0	0
DN_NC_073224.2_8422960_4	DN_NC_073244.2_27408454_4	0.000000	0.000000	4	4	0	0
DN_NC_073224.2_8422960_4	DN_NC_073244.2_27504818_5	0.000000	0.000000	4	5	0	0
DN_NC_073224.2_8422960_4	DN_NC_073244.2_27626411_5	0.000000	0.000000	4	5	0	0
DN_NC_073224.2_8422960_4	DN_NC_073244.2_27765726_4	0.000000	0.000000	4	4	0	0
DN_NC_073224.2_8422960_4	DN_NC_073244.2_27869273_3	0.000000	0.000000	4	3	0	0
DN_NC_073224.2_8422960_4	DN_NC_073244.2_27956158_2	0.000000	0.000000	4	2	0	0
DN_NC_073224.2_8422960_4	DN_NC_073244.2_28072858_4	0.000000	0.000000	4	4	0	0
DN_NC_073224.2_8422960_4	DN_NC_073244.2_28256975_5	0.000000	0.000000	4	5	0	0
DN_NC_073224.2_8422960_4	DN_NC_073244.2_28333451_4	0.000000	0.000000	4	4	0	0
DN_NC_073224.2_8422960_4	DN_NC_073244.2_28588105_4	0.000000	0.000000	4	4	0	0
DN_NC_073224.2_8422960_4	DN_NC_073244.2_28711447_2	0.000000	0.000000	4	2	0	0
DN_NC_073224.2_8422960_4	DN_NC_073244.2_29046961_4	0.000000	0.000000	4	4	0	0
DN_NC_073224.2_8422960_4	DN_NC_073244.2_29232445_4	0.000000	0.000000	4	4	0	0
DN_NC_073224.2_8422960_4	DN_NC_073244.2_29557605_4	0.000000	0.000000	4	4	0	0
DN_NC_073224.2_8422960_4	DN_NC_073244.2_29680825_4	0.000000	0.000000	4	4	0	0
DN_NC_073224.2_8422960_4	DN_NC_073244.2_29970261_4	0.000000	0.000000	4	4	0	0
DN_NC_073224.2_8422960_4	DN_NC_073244.2_30067652_4	0.000000	0.000000	4	4	0	0
DN_NC_073224.2_8422960_4	DN_NC_073244.2_30090650_6	0.000000	0.000000	4	6	0	0
DN_NC_073224.2_8422960_4	DN_NC_073244.2_30438386_2	0.000000	0.000000	4	2	0	0
DN_NC_073224.2_8422960_4	DN_NC_073244.2_64125568_5	0.000000	0.000000	4	5	0	0
DN_NC_073224.2_8422960_4	DN_NC_073244.2_64618758_7	0.000000	0.000000	4	7	0	0
DN_NC_073224.2_8422960_4	DN_NC_073244.2_64759228_5	0.000000	0.000000	4	5	0	0
DN_NC_073224.2_8422960_4	DN_NC_073244.2_65046428_2	0.000000	0.000000	4	4	0	0
DN_NC_073224.2_8422960_4	DN_NC_073244.2_65326089_4	0.000000	0.000000	4	4	0	0
DN_NC_073224.2_8422960_4	DN_NC_073244.2_65362909_5	0.000000	0.000000	4	5	0	0
DN_NC_073224.2_8422960_4	DN_NC_073244.2_65398487_4	0.000000	0.000000	4	4	0	0
DN_NC_073224.2_8422960_4	DN_NC_073246.2_15789285_3	0.000000	0.000000	4	3	0	0
DN_NC_073224.2_84334480_20	DN_NC_073244.2_16753009_21	0.000000	0.000000	20	21	0	0
DN_NC_073224.2_85416146_10	DN_NC_073224.2_85471368_7	0.000000	0.000000	10	7	0	0
DN_NC_073224.2_90855831_7	DN_NC_073237.2_127902837_7	0.000000	0.000000	7	7	0	0
DN_NC_073224.2_91906991_7	DN_NC_073229.2_49774005_9	0.000000	0.000000	6	9	0	0
DN_NC_073224.2_95093869_7	DN_NC_073224.2_95171181_7	0.571429	0.428571	7	7	4	3
DN_NC_073224.2_9521619_7	DN_NC_073235.2_71373985_7	0.000000	0.000000	7	7	0	0
DN_NC_073224.2_95638704_6	DN_NC_073224.2_95648579_7	0.166667	0.142857	6	7	1	1
DN_NC_073224.2_95894630_7	DN_NC_073224.2_95939283_8	1.000000	1.000000	7	8	7	8
DN_NC_073224.2_96681549_23	DN_NC_073238.2_38964005_23	0.000000	0.000000	23	23	0	0
DN_NC_073224.2_96681549_23	DN_NC_073244.2_53573424_23	0.826087	0.826087	23	23	19	19
DN_NC_073224.2_98617594_3	DN_NC_073229.2_52163606_6	0.000000	0.833333	3	6	0	5
DN_NC_073227.2_103831874_13	DN_NC_073231.2_79838229_13	0.000000	0.000000	13	13	0	0
DN_NC_073227.2_107202270_4	DN_NC_073230.2_92132360_3	0.000000	0.000000	4	3	0	0
DN_NC_073227.2_107202270_4	DN_NC_073232.2_99830035_5	0.000000	0.000000	4	5	0	0
DN_NC_073227.2_107202270_4	DN_NC_073235.2_112807340_11	0.000000	0.000000	4	11	0	0
DN_NC_073227.2_107202270_4	DN_NC_073235.2_71373985_7	0.000000	0.142857	4	7	0	1
DN_NC_073227.2_107202270_4	DN_NC_073240.2_21986088_4	0.000000	0.000000	4	4	0	0
DN_NC_073227.2_107202270_4	DN_NC_073244.2_43610901_6	0.000000	0.166667	4	6	0	1
DN_NC_073227.2_107737271_8	DN_NC_073232.2_103494970_2	0.000000	0.000000	8	2	0	0
DN_NC_073227.2_108696648_23	DN_NC_073227.2_108774177_23	0.000000	0.000000	23	23	0	0
DN_NC_073227.2_109806788_5	DN_NC_073235.2_83159862_3	0.200000	0.333333	5	3	1	1
DN_NC_073227.2_109806788_5	DN_NC_073238.2_124443812_2	0.000000	0.000000	5	2	0	0
DN_NC_073227.2_109806788_5	DN_NC_073238.2_125561692_4	0.000000	0.000000	5	4	0	0
DN_NC_073227.2_109806788_5	DN_NC_073239.2_87154592_2	0.000000	0.000000	5	2	0	0
DN_NC_073227.2_109806788_5	DN_NC_073243.2_94988262_4	0.000000	0.000000	5	3	0	0
DN_NC_073227.2_109806788_5	DN_NC_086017.1_185299820_2	0.200000	0.500000	5	2	1	1
DN_NC_073227.2_119617950_9	DN_NC_073227.2_119647764_9	0.888889	0.888889	9	9	8	8
DN_NC_073227.2_120192697_7	DN_NC_073234.2_45319542_4	0.000000	0.000000	6	4	0	0
DN_NC_073227.2_12039502_7	DN_NC_073236.2_24822888_6	1.000000	1.000000	7	6	7	6
DN_NC_073227.2_12088225_8	DN_NC_073236.2_22549336_8	1.000000	1.000000	8	8	8	8
DN_NC_073227.2_12088225_8	DN_NC_073236.2_23070420_5	0.625000	0.800000	8	5	5	4
DN_NC_073227.2_12088225_8	DN_NC_073236.2_24785599_8	0.875000	1.000000	8	8	7	8
DN_NC_073227.2_12088225_8	DN_NC_073236.2_30205531_7	0.125000	0.142857	8	7	1	1
DN_NC_073227.2_12088225_8	DN_NC_073238.2_23392840_7	0.125000	0.142857	8	7	1	1
DN_NC_073227.2_12088225_8	DN_NC_073238.2_25250945_5	0.625000	0.800000	8	5	5	4
DN_NC_073227.2_12088225_8	DN_NC_073246.2_11287585_8	0.875000	0.875000	8	8	7	7
DN_NC_073227.2_12088225_8	DN_NC_073248.2_45277558_8	0.875000	1.000000	8	8	7	8
DN_NC_073227.2_123234622_13	DN_NC_073242.2_37667715_4	0.230769	0.500000	13	4	3	2
DN_NC_073227.2_13097386_9	DN_NC_073232.2_134750324_9	0.000000	0.000000	9	9	0	0
DN_NC_073227.2_133828574_18	DN_NC_073232.2_41878762_20	0.000000	0.000000	18	20	0	0
DN_NC_073227.2_138626266_4	DN_NC_073242.2_7013229_2	0.000000	0.000000	4	2	0	0
DN_NC_073227.2_139561252_10	DN_NC_073230.2_64295055_2	0.000000	0.000000	10	2	0	0
DN_NC_073227.2_139561252_10	DN_NC_073230.2_64705365_4	0.000000	0.000000	10	4	0	0
DN_NC_073227.2_139561252_10	DN_NC_073233.2_55845432_8	0.000000	0.000000	10	8	0	0
DN_NC_073227.2_142943898_3	DN_NC_073227.2_143010447_5	0.000000	0.200000	3	5	0	1
DN_NC_073227.2_14699796_2	DN_NC_073227.2_14766891_2	0.000000	0.000000	2	2	0	0
