gene_a	gene_b	dn_a	dn_b	cls	in_ep	core	aln_len	aln_frac
FBH1	LOC109028588	DN_NC_073232.2_14850424_21	DN_NC_073232.2_14895260_2	genuine	0	0.1634	403	0.1622
FBP2	LOC134758618	DN_NC_073228.2_179980536_5	DN_NC_073237.2_91001440_7	genuine	0	0.1449	0	0.0
FBXO17	LOC101138261	DN_NC_073232.2_72957232_4	DN_NC_073244.2_50702615_6	genuine	0	0.1462	0	0.0
FBXO17	LOC109027124	DN_NC_073229.2_194862622_5	DN_NC_073244.2_50702615_6	genuine	0	0.2404	415	0.378
FBXO17	MPHOSPH8	DN_NC_073238.2_33904146_3	DN_NC_073244.2_50702615_6	genuine	0	0.3166	0	0.0
FBXO17	SVBP	DN_NC_073224.2_197128142_3	DN_NC_073244.2_50702615_6	genuine	0	0.1462	0	0.0
FGD1	TSR2	DN_NC_073247.2_64556424_5	DN_NC_073247.2_64561534_19	genuine	0	0.2796	969	0.2768
FGD3	LOC129526638	DN_NC_073237.2_89465596_2	DN_NC_073239.2_70164897_2	genuine	0	0.1452	1392	0.6456
FGD3	MTHFD2L	DN_NC_073227.2_94499432_2	DN_NC_073237.2_89465596_2	genuine	0	0.1568	2267	0.6127
FGD3	ZNF626	DN_NC_073237.2_89465596_2	DN_NC_073244.2_27139185_2	genuine	0	0.1664	2958	0.9654
FGF2	NUDT6	DN_NC_073227.2_142943898_3	DN_NC_073227.2_143010447_5	TP	0	0.4208	648	0.4208
FIP1L1	LNX1	DN_NC_073227.2_72845455_9	DN_NC_073227.2_72905683_18	genuine	0	0.4397	1751	0.4382
FKBP15	SLC31A2	DN_NC_073237.2_109499325_4	DN_NC_073237.2_109511989_28	genuine	0	0.4088	2631	0.4088
FOXO1	LOC115933254	DN_NC_073236.2_32935299_2	DN_NC_073238.2_54832744_2	genuine	0	0.3255	3368	0.8849
FPR2	LOC129528664	DN_NC_073244.2_63732072_2	DN_NC_073244.2_63765159_2	genuine	0	0.3254	0	0.0
FRG1	LOC115933219	DN_NC_073227.2_210893336_9	DN_NC_073245.2_42779121_5	TP	0	0.2217	610	0.5957
FRG1	LOC129526557	DN_NC_073227.2_210893336_9	DN_NC_073239.2_44758266_8	genuine	0	0.2939	904	0.8828
FRG1	LOC129531431	DN_NC_073227.2_210893336_9	DN_NC_073236.2_26203134_8	TP	0	0.3984	476	0.4648
FRG1	LOC129532224	DN_NC_073227.2_210893336_9	DN_NC_073235.2_34402342_7	genuine	0	0.2246	572	0.5586
GALNT17	LOC115935264	DN_NC_073230.2_80576116_9	DN_NC_073230.2_81087606_7	genuine	0	0.4265	1751	0.6203
GAPDHS	LOC109024240	DN_NC_073244.2_46592534_11	DN_NC_073244.2_46599941_3	genuine	0	0.1422	0	0.0
GATC	SRSF9	DN_NC_073234.2_135871466_4	DN_NC_073234.2_135886660_4	TP	0	0.4406	497	0.4406
GBP2	LOC101137042	DN_NC_073224.2_150567709_6	DN_NC_073224.2_150859518_11	genuine	0	0.1569	0	0.0
GBP3	LOC101137042	DN_NC_073224.2_150567709_6	DN_NC_073224.2_150948916_11	genuine	0	0.1555	419	0.1481
GGT1	LOC129526379	DN_NC_073238.2_24435116_16	DN_NC_086018.1_22138206_15	genuine	0	0.1420	1516	0.6684
GIMAP4	LOC101145464	DN_NC_073230.2_159385621_3	DN_NC_073247.2_147586730_5	genuine	0	0.2032	473	0.1926
GIMAP4	LOC109023154	DN_NC_073230.2_159385621_3	DN_NC_073239.2_123333523_2	genuine	0	0.1467	468	0.2049
GIMAP4	LOC109025730	DN_NC_073224.2_123525276_5	DN_NC_073230.2_159385621_3	genuine	0	0.3441	473	0.3562
GIMAP4	LOC129530131	DN_NC_073230.2_159385621_3	DN_NC_073247.2_115708949_2	genuine	0	0.1512	478	0.1565
GIMAP4	LOC134756589	DN_NC_073230.2_159385621_3	DN_NC_073234.2_126370406_2	genuine	0	0.1628	480	0.1674
GIMAP4	PDCD5	DN_NC_073230.2_159385621_3	DN_NC_073244.2_43610901_6	genuine	0	0.3739	471	0.3747
GIMAP4	SEM1	DN_NC_073230.2_159385621_3	DN_NC_073230.2_92132360_3	genuine	0	0.1718	472	0.2421
GIMAP4	SPC25	DN_NC_073230.2_159385621_3	DN_NC_073235.2_71373985_7	genuine	0	0.2449	471	0.3463
GLIPR1	KRR1	DN_NC_073234.2_90802099_6	DN_NC_073234.2_90815331_10	genuine	0	0.4329	1134	0.4333
GLMP	TMEM79	DN_NC_073224.2_100532147_6	DN_NC_073224.2_100535401_4	genuine	0	0.3675	1046	0.3675
GLT8D2	TDG	DN_NC_073234.2_119380821_10	DN_NC_073234.2_119401970_11	genuine	0	0.6238	2628	0.6238
GMNN	LOC129527626	DN_NC_073229.2_42464475_7	DN_NC_073242.2_31473413_2	genuine	0	0.1547	0	0.0
GMNN	LOC134757427	DN_NC_073229.2_42464475_7	DN_NC_073242.2_15582646_2	genuine	0	0.1370	0	0.0
GMNN	LOC134757432	DN_NC_073229.2_42464475_7	DN_NC_073242.2_30609225_2	genuine	0	0.1547	0	0.0
GNG5	RPF1	DN_NC_073224.2_155484145_3	DN_NC_073224.2_155489872_9	genuine	0	0.6307	1121	0.6273
GPAT3	GPAT4	DN_NC_073227.2_103831874_13	DN_NC_073231.2_79838229_13	genuine	0	0.3603	0	0.0
GPAT4	LOC101133668	DN_NC_073230.2_74190280_2	DN_NC_073231.2_79866967_2	genuine	0	0.2929	2463	0.8579
GPN1	SUPT7L	DN_NC_073236.2_112253211_6	DN_NC_073236.2_112264496_14	genuine	0	0.6197	2397	0.6197
GPR89A	LOC101128637	DN_NC_073224.2_116008764_12	DN_NC_073224.2_124490902_14	genuine	0	0.5039	2368	1.0877
GRTP1	LAMP1	DN_NC_073238.2_128177434_9	DN_NC_073238.2_128201955_8	genuine	0	0.6147	1611	0.6147
GSTM1	LOC129530196	DN_NC_073224.2_129200469_3	DN_NC_073248.2_27104145_4	genuine	0	0.1906	592	0.4821
GSTM2	LOC101126097	DN_NC_073224.2_115215234_17	DN_NC_073224.2_130013703_13	genuine	0	0.4230	3196	0.9984
GSTM2	LOC101129940	DN_NC_073224.2_124983304_5	DN_NC_073224.2_130157457_4	genuine	0	0.7880	5873	1.0214
GSTM2	LOC101131274	DN_NC_073224.2_129970070_21	DN_NC_073224.2_218361248_19	genuine	0	0.1703	4427	0.9713
GSTM2	LOC101135585	DN_NC_073224.2_129970070_21	DN_NC_073224.2_130335848_23	genuine	0	0.4989	2575	0.6547
GSTM2	LOC101140579	DN_NC_073224.2_130406472_4	DN_NC_073233.2_132097253_2	genuine	0	0.1336	0	0.0
GSTM2	LOC109023809	DN_NC_073224.2_117447152_14	DN_NC_073224.2_130305133_13	genuine	0	0.2564	6412	1.0181
GSTM2	LOC109026404	DN_NC_073224.2_130406472_2	DN_NC_086017.1_165200217_5	genuine	0	0.1349	617	0.2299
GSTM2	LOC115930164	DN_NC_073224.2_129970070_21	DN_NC_073224.2_223156764_8	genuine	0	0.3036	2275	0.8901
GSTM2	LOC115930576	DN_NC_073224.2_129970070_21	DN_NC_073224.2_218434129_23	genuine	0	0.1703	4422	0.9702
GSTM2	LOC115932735	DN_NC_073224.2_124254598_20	DN_NC_073224.2_129970070_21	genuine	0	0.1417	616	0.1739
GSTM2	LOC115932984	DN_NC_073224.2_129970070_21	DN_NC_073224.2_130224824_25	genuine	0	0.2346	2619	0.6288
GSTM2	LOC115933235	DN_NC_073224.2_129429039_7	DN_NC_073224.2_129970070_21	genuine	0	0.5893	2498	1.0
GSTM2	LOC115933241	DN_NC_073224.2_115073393_19	DN_NC_073224.2_129970070_21	genuine	0	0.3804	3576	0.8149
GSTM2	LOC115935025	DN_NC_073224.2_130406472_4	DN_NC_073229.2_136550623_3	genuine	0	0.1632	0	0.0
GSTM2	LOC129525330	DN_NC_073224.2_125594338_29	DN_NC_073224.2_129970070_21	genuine	0	0.2328	2575	0.6135
GSTM2	LOC129525331	DN_NC_073224.2_125055626_35	DN_NC_073224.2_129970070_21	genuine	0	0.2143	2713	0.5952
GSTM2	LOC129525599	DN_NC_073224.2_116807774_25	DN_NC_073224.2_129970070_21	genuine	0	0.6679	2713	0.8251
GSTM2	LOC129532045	DN_NC_073224.2_130406472_2	DN_NC_073235.2_137582288_5	genuine	0	0.1429	0	0.0
GSTM2	LOC134756861	DN_NC_073224.2_117494263_25	DN_NC_073224.2_129970070_21	genuine	0	0.6682	2713	0.8251
GSTM2	LOC134756922	DN_NC_073224.2_117217199_13	DN_NC_073224.2_130013703_13	genuine	0	0.9713	3201	1.0
GSTM2	LOC134757399	DN_NC_073224.2_130406472_2	DN_NC_073241.2_80636266_2	genuine	0	0.2493	783	0.2917
GSTM2	SEC22B	DN_NC_073224.2_117114419_5	DN_NC_073224.2_130157457_4	genuine	0	0.3202	5872	1.0212
GSTM2	SNX14	DN_NC_073224.2_130406472_2	DN_NC_073229.2_109663823_28	genuine	0	0.1494	643	0.2396
GSTM2	TRIP13	DN_NC_073224.2_130305133_13	DN_NC_073243.2_111262956_13	genuine	0	0.1916	1462	0.3212
GSTM2	WDR64	DN_NC_073224.2_130406472_2	DN_NC_073224.2_13812644_2	genuine	0	0.2655	0	0.0
GSTM2	XAF1	DN_NC_073224.2_130406472_4	DN_NC_073243.2_21894066_7	genuine	0	0.1601	0	0.0
GTF3A	MTIF3	DN_NC_073238.2_41750994_9	DN_NC_073238.2_41760020_5	genuine	0	0.1981	462	0.1981
H1-4	LOC101133280	DN_NC_073229.2_43808975_3	DN_NC_073229.2_43841872_2	genuine	0	0.1557	368	0.1415
HCFC1R1	THOC6	DN_NC_073242.2_6668831_3	DN_NC_073242.2_6668959_13	genuine	0	0.4695	450	0.4737
HDGFL3	TM6SF1	DN_NC_073240.2_84645975_10	DN_NC_073240.2_84673981_6	genuine	0	0.6009	1524	0.5986
HERC2	LOC109023386	DN_NC_073240.2_23447377_5	DN_NC_073240.2_29509629_20	genuine	0	0.1904	1000	0.2243
HERC2	LOC115930830	DN_NC_073240.2_29509629_20	DN_NC_073240.2_31271054_17	genuine	0	0.2543	2236	0.6675
HERC2	LOC129527054	DN_NC_073240.2_23337808_11	DN_NC_073240.2_29369420_15	genuine	0	0.6185	2426	0.9029
HERC2	LOC129527072	DN_NC_073240.2_24965661_3	DN_NC_073240.2_29509629_20	genuine	0	0.2719	1754	0.8098
HIGD1A	SDHAF4	DN_NC_073229.2_94673034_3	DN_NC_086017.1_52688084_4	genuine	0	0.1692	0	0.0
HIVEP1	LOC129532538	DN_NC_073229.2_29619457_3	DN_NC_086017.1_156500672_3	genuine	0	0.1529	0	0.0
HIVEP1	LOC129532539	DN_NC_073229.2_29619457_3	DN_NC_086017.1_156500672_2	genuine	0	0.1529	0	0.0
HIVEP1	TNFRSF10B	DN_NC_073229.2_29619457_3	DN_NC_073231.2_27219653_9	genuine	0	0.1548	0	0.0
HMGN2	LOC129533754	DN_NC_073224.2_213462039_6	DN_NC_073228.2_49710333_4	genuine	0	0.1736	1193	0.3792
HNRNPA1	LOC101136459	DN_NC_073234.2_47062440_10	DN_NC_073238.2_67037804_5	genuine	0	0.5115	1352	0.5866
HSCB	NBEAL1	DN_NC_073235.2_105819742_3	DN_NC_086018.1_26773900_6	genuine	0	0.1598	0	0.0
HYAL3	NAA80	DN_NC_086017.1_60157910_4	DN_NC_086017.1_60161487_2	genuine	0	0.1458	0	0.0
IFITM1	LOC134758331	DN_NC_073227.2_97044821_2	DN_NC_073233.2_6765652_2	genuine	0	0.4763	0	0.0
IFITM1	VCF2	DN_NC_073233.2_6761147_2	DN_NC_073247.2_65202088_3	genuine	0	0.1374	0	0.0
IFT20	TMEM97	DN_NC_073228.2_64755384_5	DN_NC_073228.2_64760968_3	genuine	0	0.4655	411	0.4655
IKZF5	PSTK	DN_NC_073232.2_135254310_6	DN_NC_073232.2_135264721_4	genuine	0	0.8914	3925	0.8914
IL20RB	LOC129524788	DN_NC_073224.2_150835184_3	DN_NC_086017.1_148168205_5	genuine	0	0.1788	780	0.3275
IL20RB	LOC129533004	DN_NC_073227.2_208386894_3	DN_NC_086017.1_148168205_5	genuine	0	0.1599	690	0.2897
IL20RB	SLC37A2	DN_NC_073233.2_132992860_18	DN_NC_086017.1_148168205_5	genuine	0	0.1461	707	0.2968
IL37	XIAP	DN_NC_073236.2_50448087_2	DN_NC_073247.2_135520853_7	genuine	0	0.1418	2088	0.8389
ILF2	SNAPIN	DN_NC_073224.2_103138337_14	DN_NC_073224.2_103145991_4	genuine	0	0.4070	770	0.407
INTS6L	SAGE1	DN_NC_073247.2_147316506_18	DN_NC_073247.2_147600611_20	genuine	0	0.1809	0	0.0
IQUB	LOC101134045	DN_NC_073230.2_132467242_13	DN_NC_073233.2_14005356_9	genuine	0	0.1719	1312	0.3469
IQUB	LOC129526638	DN_NC_073230.2_132467242_13	DN_NC_073239.2_70164897_2	genuine	0	0.2477	1419	0.6582
ITSN1	LOC101150644	DN_NC_073233.2_11450665_3	DN_NC_073246.2_35769268_8	genuine	0	0.1352	0	0.0
JMJD8	STUB1	DN_NC_073242.2_4304426_7	DN_NC_073242.2_4305661_8	TP	0	0.3153	612	0.465
KAT5	RNASEH2C	DN_NC_073233.2_73623857_14	DN_NC_073233.2_73629498_4	genuine	0	0.2492	1020	0.4531
KCNIP1	RPL14	DN_NC_073228.2_174193084_4	DN_NC_086017.1_50362387_6	genuine	0	0.1333	0	0.0
KHDC1	RPSA	DN_NC_073229.2_97353754_3	DN_NC_086017.1_49305793_6	genuine	0	0.2048	0	0.0
KHNYN	SDR39U1	DN_NC_073239.2_32209364_6	DN_NC_073239.2_32210799_7	genuine	0	0.5962	728	0.5962
KIF27	LOC115935769	DN_NC_073237.2_80081336_11	DN_NC_073237.2_82042769_5	genuine	0	0.3454	1427	0.406
KLHL3	LOC129527528	DN_NC_073228.2_141706476_5	DN_NC_073242.2_7013229_2	genuine	0	0.1673	487	0.1653
KLHL3	LOC134756955	DN_NC_073228.2_141706476_5	DN_NC_073238.2_33197456_2	genuine	0	0.1683	495	0.168
KLHL3	ORC4	DN_NC_073228.2_141706476_5	DN_NC_073235.2_50441116_14	genuine	0	0.1534	492	0.1669
KLHL33	LOC109025730	DN_NC_073224.2_123525276_5	DN_NC_073239.2_36370724_4	genuine	0	0.1860	461	0.3471
KLHL33	MMP24OS	DN_NC_073239.2_36370724_4	DN_NC_073245.2_47429376_4	genuine	0	0.1474	663	0.2413
KLHL33	PDCD5	DN_NC_073239.2_36370724_4	DN_NC_073244.2_43610901_6	genuine	0	0.2013	469	0.3731
KLHL33	SEM1	DN_NC_073230.2_92132360_3	DN_NC_073239.2_36370724_4	genuine	0	0.1323	474	0.2431
KLHL33	SPC25	DN_NC_073235.2_71373985_7	DN_NC_073239.2_36370724_4	genuine	0	0.1603	472	0.3471
KMT2C	LOC129526385	DN_NC_073230.2_161022909_27	DN_NC_073238.2_22875925_6	genuine	0	0.3125	720	0.3125
KMT2C	LOC129526398	DN_NC_073230.2_161022909_27	DN_NC_073238.2_24580375_8	genuine	0	0.2942	719	0.2942
KMT2C	LOC129526957	DN_NC_073230.2_161022909_27	DN_NC_073236.2_21263952_7	genuine	0	0.1887	720	0.1895
KMT2C	LOC134757216	DN_NC_073230.2_161022909_27	DN_NC_073240.2_14396114_6	genuine	0	0.1986	720	0.1994
KRBOX4	ZNF300	DN_NC_073228.2_154747841_5	DN_NC_073247.2_56848572_6	genuine	0	0.1306	0	0.0
KRBOX4	ZNF674	DN_NC_073247.2_56848572_6	DN_NC_073247.2_56899135_7	TP	0	0.1656	1008	0.3636
KRCC1	ZMAT1	DN_NC_073236.2_52686516_4	DN_NC_073247.2_113660362_2	genuine	0	0.2369	0	0.0
KRT18	LOC101153891	DN_NC_073224.2_27333739_3	DN_NC_073234.2_48400691_7	genuine	0	0.5851	1354	0.8792
KRT18	LOC109026917	DN_NC_073228.2_64771950_2	DN_NC_073234.2_48400691_7	genuine	0	0.2727	1369	0.889
KRT7	TTBK2	DN_NC_073234.2_49097599_9	DN_NC_073240.2_43610228_10	genuine	0	0.1853	0	0.0
KRT8	TTBK2	DN_NC_073234.2_48448103_8	DN_NC_073240.2_43610228_10	genuine	0	0.2242	1374	0.6877
KYAT3	RBMX	DN_NC_073224.2_150982352_2	DN_NC_073247.2_148580448_11	genuine	0	0.3394	3585	0.986
L2HGDH	LOC129527528	DN_NC_073239.2_67194404_11	DN_NC_073242.2_7013229_2	genuine	0	0.1741	651	0.2188
L2HGDH	LOC134756955	DN_NC_073238.2_33197456_2	DN_NC_073239.2_67194404_11	genuine	0	0.1501	659	0.1924
LAGE3	LOC101137029	DN_NC_073237.2_30974188_2	DN_NC_073247.2_166096407_3	genuine	0	0.4509	564	0.8799
LAMTOR3	RPS26	DN_NC_073227.2_120192697_7	DN_NC_073234.2_45319542_4	genuine	0	0.1352	0	0.0
LARP1B	LOC101126300	DN_NC_073227.2_148253939_6	DN_NC_073230.2_53547116_11	genuine	0	0.1301	750	0.2602
LARP1B	LOC109028759	DN_NC_073227.2_148253939_6	DN_NC_073233.2_55845432_8	genuine	0	0.1376	0	0.0
LARP1B	LOC129523694	DN_NC_073227.2_148253939_6	DN_NC_073230.2_64705365_4	genuine	0	0.1341	0	0.0
LARP1B	LOC129533256	DN_NC_073227.2_148253939_6	DN_NC_073227.2_166164041_5	genuine	0	0.1923	666	0.1883
LARP1B	NUPR2	DN_NC_073227.2_148253939_6	DN_NC_073230.2_64295055_2	genuine	0	0.1467	0	0.0
LDHC	XRCC2	DN_NC_073230.2_161461454_2	DN_NC_073233.2_24803514_8	genuine	0	0.1461	0	0.0
LINC02693	LOC109025320	DN_NC_073228.2_78970117_3	DN_NC_073242.2_66481481_2	TP	0	0.2001	5495	1.0208
LINC02693	LOC129527663	DN_NC_073242.2_66481481_2	DN_NC_073242.2_68108553_2	genuine	0	0.5751	5427	1.0082
LIPA	LOC109025730	DN_NC_073224.2_123525276_5	DN_NC_073232.2_101543079_10	genuine	0	0.2206	463	0.3486
LIPA	PDCD5	DN_NC_073232.2_101543079_10	DN_NC_073244.2_43610901_6	genuine	0	0.2339	470	0.3739
LIPA	SPC25	DN_NC_073232.2_101543079_10	DN_NC_073235.2_71373985_7	genuine	0	0.2154	470	0.3456
LIPK	RNLS	DN_NC_073232.2_100896386_2	DN_NC_073232.2_100896386_3	genuine	0	0.8582	2064	0.8582
LOC101123674	PCCA	DN_NC_073237.2_84711301_3	DN_NC_073238.2_114796219_2	genuine	0	0.1592	0	0.0
LOC101123872	LOC129523667	DN_NC_073230.2_75755711_3	DN_NC_073230.2_75935335_9	genuine	0	0.1413	357	0.1621
LOC101123988	LOC101128106	DN_NC_073244.2_29557605_4	DN_NC_073244.2_30090650_6	genuine	0	0.2725	0	0.0
LOC101123988	LOC101133668	DN_NC_073230.2_74190289_5	DN_NC_073244.2_29557605_4	genuine	0	0.1701	1756	0.6287
LOC101123988	LOC101144119	DN_NC_073230.2_64900495_2	DN_NC_073244.2_29557605_4	genuine	0	0.2309	0	0.0
LOC101123988	LOC101151892	DN_NC_073227.2_8792448_3	DN_NC_073244.2_29557605_4	genuine	0	0.1439	0	0.0
LOC101123988	LOC115930172	DN_NC_073244.2_27051998_4	DN_NC_073244.2_29557605_4	genuine	0	0.3652	1917	0.6864
LOC101123988	LOC115931567	DN_NC_073244.2_27566430_5	DN_NC_073244.2_29557605_4	genuine	0	0.3906	1643	0.5883
LOC101123988	LOC129527827	DN_NC_073242.2_66613619_4	DN_NC_073244.2_29557605_4	genuine	0	0.2055	1932	0.6917
LOC101123988	LOC129528947	DN_NC_073244.2_27408454_4	DN_NC_073244.2_29557605_4	genuine	0	0.4554	1942	0.6953
LOC101124557	LOC129527512	DN_NC_073239.2_123469457_3	DN_NC_073242.2_6296327_3	genuine	0	0.1424	917	0.6158
LOC101124683	LOC115930071	DN_NC_073239.2_35396913_9	DN_NC_073239.2_35520561_9	TP	0	0.9991	3191	1.0
LOC101124778	LOC101129171	DN_NC_073224.2_8222533_5	DN_NC_073244.2_26314241_4	genuine	0	0.2267	0	0.0
LOC101124778	LOC101133668	DN_NC_073224.2_8222533_5	DN_NC_073230.2_74190289_5	genuine	0	0.2427	0	0.0
LOC101124778	LOC101146634	DN_NC_073224.2_8222533_5	DN_NC_073244.2_28711447_4	genuine	0	0.2805	0	0.0
LOC101124778	LOC101147715	DN_NC_073224.2_8222533_5	DN_NC_073244.2_28820229_4	genuine	0	0.1989	0	0.0
LOC101124778	LOC115930172	DN_NC_073224.2_8222533_5	DN_NC_073244.2_27051998_4	genuine	0	0.3535	0	0.0
LOC101124778	LOC115931567	DN_NC_073224.2_8222533_5	DN_NC_073244.2_27566430_5	genuine	0	0.4705	0	0.0
LOC101124778	LOC129527827	DN_NC_073224.2_8222533_5	DN_NC_073242.2_66613619_4	genuine	0	0.2277	0	0.0
LOC101124778	LOC129528947	DN_NC_073224.2_8222533_5	DN_NC_073244.2_27408454_4	genuine	0	0.2929	0	0.0
LOC101124778	ZNF721	DN_NC_073224.2_8222533_5	DN_NC_073227.2_9010062_2	genuine	0	0.2087	0	0.0
LOC101124778	ZNF91	DN_NC_073224.2_8222533_5	DN_NC_073244.2_29680825_4	genuine	0	0.1815	0	0.0
LOC101125309	RUNDC1	DN_NC_073228.2_49477319_5	DN_NC_073228.2_61034643_7	genuine	0	0.1635	0	0.0
LOC101125339	XKR8	DN_NC_073224.2_211985035_3	DN_NC_073230.2_12413521_6	genuine	0	0.2302	1600	0.7194
LOC101125415	LOC101137806	DN_NC_073227.2_17445647_6	DN_NC_086017.1_136773097_2	genuine	0	0.4094	1743	0.7114
LOC101125458	LOC101151317	DN_NC_073244.2_48030811_4	DN_NC_073244.2_68477557_5	genuine	0	0.2065	0	0.0
LOC101125458	ZNF30	DN_NC_073244.2_45985550_6	DN_NC_073244.2_68477557_5	genuine	0	0.2312	0	0.0
LOC101125458	ZNF331	DN_NC_073244.2_65470296_6	DN_NC_073244.2_68477557_5	genuine	0	0.1593	0	0.0
LOC101125458	ZNF546	DN_NC_073244.2_51749194_6	DN_NC_073244.2_68477557_5	genuine	0	0.1936	0	0.0
LOC101125458	ZNF573	DN_NC_073244.2_49246931_6	DN_NC_073244.2_68477557_5	genuine	0	0.2436	0	0.0
LOC101125458	ZNF582	DN_NC_073244.2_68477557_5	DN_NC_073244.2_68491976_5	genuine	0	0.2029	0	0.0
LOC101125458	ZNF780B	DN_NC_073244.2_51783968_5	DN_NC_073244.2_68477557_5	genuine	0	0.1898	0	0.0
LOC101126025	LOC101145464	DN_NC_073239.2_123449122_2	DN_NC_073247.2_147586730_5	genuine	0	0.1889	455	0.1853
LOC101126025	LOC109023154	DN_NC_073239.2_123333518_3	DN_NC_073239.2_123454429_2	genuine	0	0.2841	968	0.3009
LOC101126025	LOC109025730	DN_NC_073224.2_123525276_5	DN_NC_073239.2_123449122_2	genuine	0	0.3486	453	0.3411
LOC101126025	LOC134756589	DN_NC_073234.2_126370406_2	DN_NC_073239.2_123449122_2	genuine	0	0.1607	455	0.1586
LOC101126025	PDCD5	DN_NC_073239.2_123449122_2	DN_NC_073244.2_43610901_6	genuine	0	0.3715	455	0.362
LOC101126025	SEM1	DN_NC_073230.2_92132360_3	DN_NC_073239.2_123449122_2	genuine	0	0.1677	456	0.2338
LOC101126025	SPC25	DN_NC_073235.2_71373985_7	DN_NC_073239.2_123449122_2	genuine	0	0.2419	455	0.3346
LOC101126065	LOC101150965	DN_NC_073244.2_64400145_5	DN_NC_073244.2_65003440_7	genuine	0	0.2038	0	0.0
LOC101126065	LOC129527827	DN_NC_073242.2_66613619_4	DN_NC_073244.2_65003440_7	genuine	0	0.1942	0	0.0
LOC101126065	LOC129528947	DN_NC_073244.2_27408454_4	DN_NC_073244.2_65003440_7	genuine	0	0.1644	0	0.0
LOC101126065	OSBPL10	DN_NC_073244.2_65003440_7	DN_NC_086017.1_41849524_2	genuine	0	0.1967	0	0.0
LOC101126070	LOC115935264	DN_NC_073230.2_76425037_7	DN_NC_073230.2_81087606_7	genuine	0	0.2134	865	0.4139
LOC101126070	PMS2	DN_NC_073230.2_14161449_15	DN_NC_073230.2_76425037_7	genuine	0	0.1464	409	0.1957
LOC101126097	LOC134756922	DN_NC_073224.2_115215234_17	DN_NC_073224.2_117217199_13	genuine	0	0.3076	3196	0.7265
LOC101126158	PDXDC1	DN_NC_073242.2_103894328_5	DN_NC_073242.2_29484610_23	genuine	0	0.1655	766	0.3018
LOC101126300	LOC109028759	DN_NC_073230.2_53547116_11	DN_NC_073233.2_55845432_8	genuine	0	0.1408	0	0.0
LOC101126300	LOC129523694	DN_NC_073230.2_53547116_11	DN_NC_073230.2_64705365_4	genuine	0	0.1546	0	0.0
LOC101126300	NUPR2	DN_NC_073230.2_53547116_11	DN_NC_073230.2_64295055_2	genuine	0	0.1467	0	0.0
LOC101126303	LOC101130893	DN_NC_073230.2_84149572_5	DN_NC_073230.2_88425670_12	genuine	0	0.2246	452	0.2343
LOC101126304	RAPH1	DN_NC_073235.2_106111443_2	DN_NC_073246.2_25308035_5	genuine	0	0.1484	0	0.0
LOC101126415	LOC101129789	DN_NC_073244.2_17831067_3	DN_NC_073244.2_18124193_3	genuine	0	0.1770	0	0.0
LOC101126415	LOC109024269	DN_NC_073244.2_17831067_3	DN_NC_073244.2_18045307_2	genuine	0	0.1790	0	0.0
LOC101126700	THAP12	DN_NC_073224.2_14727985_2	DN_NC_073233.2_84240332_5	genuine	0	0.1689	2806	0.8404
LOC101127631	ZNF302	DN_NC_073244.2_45737704_5	DN_NC_073244.2_48660338_4	genuine	0	0.2835	0	0.0
LOC101127631	ZNF487	DN_NC_073232.2_71973207_3	DN_NC_073244.2_48660338_4	genuine	0	0.2199	0	0.0
LOC101127631	ZNF501	DN_NC_073244.2_48660338_4	DN_NC_086017.1_54629198_3	genuine	0	0.1446	0	0.0
LOC101127631	ZNF585A	DN_NC_073244.2_48319142_5	DN_NC_073244.2_48660338_4	genuine	0	0.2094	0	0.0
LOC101128092	LOC115934680	DN_NC_073228.2_60914130_12	DN_NC_073228.2_62340772_5	genuine	0	0.1976	829	0.2672
LOC101128106	LOC101128844	DN_NC_073230.2_74126483_4	DN_NC_073244.2_30090650_6	genuine	0	0.1632	0	0.0
LOC101128106	LOC101129171	DN_NC_073244.2_26314241_4	DN_NC_073244.2_30090650_6	genuine	0	0.1827	0	0.0
LOC101128106	LOC101133546	DN_NC_073244.2_30090650_6	DN_NC_073244.2_65326089_4	genuine	0	0.1430	0	0.0
LOC101128106	LOC101136009	DN_NC_073244.2_26901109_4	DN_NC_073244.2_30090650_6	genuine	0	0.2161	0	0.0
LOC101128106	LOC101137462	DN_NC_073244.2_27285351_4	DN_NC_073244.2_30090650_6	genuine	0	0.1660	0	0.0
LOC101128106	LOC101141027	DN_NC_073244.2_27765726_4	DN_NC_073244.2_30090650_6	genuine	0	0.1627	0	0.0
LOC101128106	LOC101142646	DN_NC_073244.2_27869273_3	DN_NC_073244.2_30090650_6	genuine	0	0.1328	0	0.0
LOC101128106	LOC101144838	DN_NC_073244.2_28256975_5	DN_NC_073244.2_30090650_6	genuine	0	0.1748	0	0.0
LOC101128106	LOC101146634	DN_NC_073244.2_28711447_2	DN_NC_073244.2_30090650_6	genuine	0	0.2042	0	0.0
LOC101128106	LOC101147715	DN_NC_073244.2_28820229_4	DN_NC_073244.2_30090650_6	genuine	0	0.1636	0	0.0
LOC101128106	LOC101153126	DN_NC_073244.2_29297022_4	DN_NC_073244.2_30090650_6	genuine	0	0.1632	0	0.0
LOC101128106	LOC115930172	DN_NC_073244.2_27051998_4	DN_NC_073244.2_30090650_6	genuine	0	0.1659	0	0.0
