chrom	start	end	best_gene	identity	kind	n_reads	transcribed
NC_073235.2	51095395	51095677	LOC101154053	0.915	pseudogene_copy	0	0
NC_073235.2	51370916	51371340	LOC101141974	0.897	pseudogene_copy	0	0
NC_073235.2	53691347	53691970	FABP5	0.912	pseudogene_copy	0	0
NC_073235.2	76966391	76966871	RPA3	0.933	pseudogene_copy	0	0
NC_073235.2	85534847	85536597	LOC129532097	0.911	pseudogene_copy	0	0
NC_073235.2	99755773	99757385	NPM1	0.942	pseudogene_copy	0	0
NC_073235.2	104949344	104950845	PIMREG	0.91	pseudogene_copy	0	0
NC_073235.2	106382979	106384247	NPM1	0.922	pseudogene_copy	0	0
NC_073235.2	110678309	110678864	LOC101136134	0.917	pseudogene_copy	0	0
NC_073235.2	119279617	119280367	PSMB3	0.92	pseudogene_copy	0	0
NC_073235.2	120875839	120878235	LOC115930151	0.959	pseudogene_copy	0	0
NC_073235.2	127062645	127063480	LOC129526381	0.918	unannotated	0	0
NC_073235.2	128455169	128455418	LOC129526082	0.928	unannotated	0	0
NC_073235.2	137043120	137043544	LOC101141974	0.909	pseudogene_copy	0	0
NC_073234.2	22070127	22070564	LOC101152433	0.929	pseudogene_copy	0	0
NC_073234.2	23945482	23953623	LOC129533540	0.918	unannotated	0	0
NC_073234.2	24076902	24080503	LOC101133718	0.943	pseudogene_copy	0	0
NC_073234.2	24270559	24274514	HADHA	0.916	pseudogene_copy	0	0
NC_073234.2	28817689	28820105	LOC134758102	0.98	unannotated	0	0
NC_073234.2	29578830	29579743	LOC129526381	0.959	unannotated	0	0
NC_073234.2	32780337	32781878	PSMC1	0.893	pseudogene_copy	0	0
NC_073234.2	42499701	42503327	LOC129532506	0.92	unannotated	0	0
NC_073234.2	44980340	44984348	TBCCD1	0.82	unannotated	0	0
NC_073234.2	47713975	47714405	LOC101152433	0.888	pseudogene_copy	0	0
NC_073234.2	48592631	48594772	BTBD10	0.94	pseudogene_copy	0	0
NC_073234.2	48612861	48616059	DDX23	0.93	pseudogene_copy	0	0
NC_073234.2	50423045	50429977	LOC129528248	0.931	pseudogene_copy	0	0
NC_073234.2	57614046	57615609	EEF1A1	0.908	pseudogene_copy	0	0
NC_073234.2	63076700	63080689	LOC109025051	0.911	pseudogene_copy	0	0
NC_073234.2	63203163	63204308	AK6	0.919	pseudogene_copy	0	0
NC_073234.2	66895552	66899862	PMM2	0.885	unannotated	0	0
NC_073234.2	66932307	66933504	AK6	0.906	pseudogene_copy	0	0
NC_073234.2	68215110	68216674	ASS1	0.924	pseudogene_copy	0	0
NC_073234.2	88963923	88964301	LOC101124540	0.889	pseudogene_copy	0	0
NC_073234.2	91010583	91010952	LOC134756791	0.897	pseudogene_copy	0	0
NC_073234.2	115436260	115437165	RPS4X	0.925	pseudogene_copy	0	0
NC_073234.2	134599276	134600513	PDAP1	0.953	pseudogene_copy	0	0
NC_073234.2	135790138	135790489	LOC101132158	0.929	pseudogene_copy	0	0
NC_073234.2	147152465	147153109	LOC101146236	0.977	pseudogene_copy	0	0
NC_073234.2	147372762	147376084	LOC129532506	0.926	unannotated	0	0
NC_073234.2	149383330	149409986	LOC115933269	0.983	pseudogene_copy	0	0
NC_073234.2	149454766	149456124	LOC129533126	0.938	unannotated	0	0
NC_073232.2	17514133	17515885	KRT8	0.891	pseudogene_copy	0	0
NC_073232.2	24008837	24010263	LOC134759322	0.908	pseudogene_copy	0	0
NC_073232.2	35566727	35583962	LOC101146781	0.879	unannotated	0	0
NC_073232.2	38909486	38910081	ATP5MC1	0.882	pseudogene_copy	0	0
NC_073232.2	38924543	38927050	LOC129527394	0.945	unannotated	0	0
NC_073232.2	40372210	40372896	SPA17	0.904	pseudogene_copy	0	0
NC_073232.2	40481056	40481362	LOC101146227	0.888	unannotated	0	0
NC_073232.2	40661037	40661783	LOC101127555	0.911	pseudogene_copy	0	0
NC_073232.2	52729109	52729358	LOC129526082	0.908	unannotated	0	0
NC_073232.2	65108721	65118505	LOC101143516	0.988	pseudogene_copy	0	0
NC_073232.2	69098235	69108975	LOC101143516	0.943	pseudogene_copy	0	0
NC_073232.2	70369156	70369602	RPS19	0.918	pseudogene_copy	0	0
NC_073232.2	71664792	71668045	HNRNPA3	0.949	pseudogene_copy	0	0
NC_073232.2	80446901	80448132	CISD2	0.967	unannotated	0	0
NC_073232.2	80462505	80463229	LOC134757041	0.931	unannotated	0	0
NC_073232.2	80714541	80718193	LOC134758407	0.963	pseudogene_copy	0	0
NC_073232.2	83383056	83383849	LOC101150435	0.902	pseudogene_copy	0	0
NC_073232.2	84221891	84222955	SS18L2	0.917	unannotated	0	0
NC_073232.2	88491392	88499365	LOC134758964	0.993	unannotated	0	0
NC_073232.2	91759379	91761743	FAM210B	0.916	pseudogene_copy	0	0
NC_073232.2	91982842	91983134	LOC101147574	0.916	unannotated	0	0
NC_073232.2	92281382	92283974	PGGT1B	0.911	pseudogene_copy	0	0
NC_073232.2	92287497	92292959	LOC115933075	0.9	unannotated	0	0
NC_073232.2	96456739	96457453	LOC101137804	0.925	unannotated	0	0
NC_073232.2	96484165	96491309	ERV3-1	0.922	unannotated	0	0
NC_073232.2	99970679	99971134	LOC101152650	0.941	pseudogene_copy	0	0
NC_073232.2	105561489	105562121	RPL17	0.978	pseudogene_copy	0	0
NC_073232.2	131381159	131382123	LOC129526381	0.951	unannotated	0	0
NC_073232.2	146385211	146397477	LOC129525421	0.985	unannotated	0	0
NC_073230.2	14281031	14282464	LOC134759322	0.915	pseudogene_copy	0	0
NC_073230.2	14304458	14309192	LOC134756504	0.945	unannotated	0	0
NC_073230.2	14337670	14368250	LOC101152938	0.951	pseudogene_copy	0	0
NC_073230.2	28558122	28558659	RPS18	0.9	pseudogene_copy	0	0
NC_073230.2	28693449	28695004	ASS1	0.916	pseudogene_copy	0	0
NC_073230.2	34710070	34710508	LOC101149912	0.894	pseudogene_copy	0	0
NC_073230.2	37229241	37233111	PMM2	0.923	unannotated	0	0
NC_073230.2	39910961	39912509	SLC25A5	0.914	pseudogene_copy	0	0
NC_073230.2	43038413	43038907	GNG5B	0.899	pseudogene_copy	0	0
NC_073230.2	48353799	48361596	TCP1	0.938	pseudogene_copy	0	0
NC_073230.2	53831074	53833055	TTC4	0.918	pseudogene_copy	0	0
NC_073230.2	62491350	62491806	LOC101152433	0.917	pseudogene_copy	0	0
NC_073230.2	62769164	62775244	ARHGAP5	0.948	pseudogene_copy	0	0
NC_073230.2	63587003	63590650	LOC129523687	0.97	pseudogene_copy	0	0
NC_073230.2	63593229	63596876	LOC129523687	0.97	unannotated	0	0
NC_073230.2	63605937	63612922	LOC129523687	0.971	unannotated	0	0
NC_073230.2	63616745	63619101	LOC129523687	0.971	unannotated	0	0
NC_073230.2	63635174	63641808	LOC129523687	0.989	unannotated	0	0
NC_073230.2	63680655	63684350	LOC129523687	0.968	unannotated	0	0
NC_073230.2	63699665	63703282	LOC129523687	0.99	unannotated	0	0
NC_073230.2	63711544	63715161	LOC129523687	0.99	unannotated	0	0
NC_073230.2	63754515	63758211	LOC129523687	0.988	unannotated	0	0
NC_073230.2	63772966	63775322	LOC129523687	0.969	unannotated	0	0
NC_073230.2	63785166	63787522	LOC129523687	0.969	unannotated	0	0
NC_073230.2	63798610	63802448	LOC129523687	0.964	unannotated	0	0
NC_073230.2	63839391	63843008	LOC129523687	0.99	unannotated	0	0
NC_073230.2	63857478	63864256	LOC129523687	0.982	unannotated	0	0
NC_073230.2	63870126	63875227	LOC129523687	0.969	unannotated	0	0
NC_073230.2	64341038	64341626	LOC101128980	0.922	pseudogene_copy	0	0
NC_073230.2	66607513	66609256	LOC134757042	0.947	unannotated	0	0
NC_073230.2	74249607	74251738	SEPHS1	0.859	pseudogene_copy	0	0
NC_073230.2	87481418	87481957	LOC109024647	0.919	pseudogene_copy	0	0
NC_073230.2	87807259	87809784	LOC129523912	0.968	unannotated	0	0
NC_073230.2	90387103	90387784	LOC101139294	0.911	pseudogene_copy	0	0
NC_073230.2	94143122	94143981	LOC101144197	0.962	pseudogene_copy	0	0
NC_073230.2	94927396	94927860	GNGT1	0.934	unannotated	0	0
NC_073230.2	96357146	96360148	LOC129532506	0.931	pseudogene_copy	0	0
NC_073230.2	106185648	106187640	MTHFD2	0.89	pseudogene_copy	0	0
NC_073230.2	112230893	112233301	LOC115935376	0.975	unannotated	0	0
NC_073230.2	114518346	114519490	YBX1	0.973	pseudogene_copy	0	0
NC_073230.2	136373399	136375961	PRELID3B	0.899	pseudogene_copy	0	0
NC_073230.2	140836573	140837076	NDUFB9	0.854	pseudogene_copy	0	0
NC_073230.2	142258956	142261553	ST13	0.959	pseudogene_copy	0	0
NC_073230.2	147514347	147514760	LOC115933483	0.918	pseudogene_copy	0	0
NC_073230.2	147795298	147795902	RPL17	0.935	pseudogene_copy	0	0
NC_073230.2	149604262	149604996	RPL41	0.864	unannotated	0	0
NC_073230.2	150980246	150981174	LOC101126657	0.947	pseudogene_copy	0	0
NC_073230.2	161959407	161959839	LOC115935322	0.898	unannotated	0	0
NC_073230.2	167499582	167502354	THAP5	0.95	pseudogene_copy	0	0
NC_073230.2	168955861	168973066	LOC129526002	0.988	unannotated	0	0
NC_073230.2	168999397	169000755	LOC129533126	0.937	pseudogene_copy	0	0
NC_073248.2	11073226	11084646	ZNF717	0.884	pseudogene_copy	0	0
NC_073248.2	15000241	15003149	FRG2C	0.948	pseudogene_copy	0	0
NC_073248.2	16914435	16916862	LOC129530247	0.998	pseudogene_copy	0	0
NC_073248.2	17176431	17180611	LOC129530203	0.982	unannotated	0	0
NC_073248.2	17563809	17567996	LOC129530203	0.996	pseudogene_copy	0	0
NC_073248.2	17829215	17831551	LOC129530247	0.997	pseudogene_copy	0	0
NC_073248.2	18481581	18484008	LOC129530247	0.996	pseudogene_copy	0	0
NC_073248.2	19360619	19368795	LOC129530241	0.987	pseudogene_copy	0	0
NC_073248.2	31939590	31992708	XG	0.84	unannotated	0	0
NC_073248.2	33498206	33558036	LOC101134946	0.948	pseudogene_copy	0	0
NC_073248.2	41275866	41278287	LOC129530247	0.98	pseudogene_copy	0	0
NC_073248.2	44075610	44078049	LOC129530247	0.97	pseudogene_copy	0	0
NC_073248.2	44974600	44978695	LOC134758407	0.962	unannotated	0	0
NC_073248.2	45182590	45207765	LOC134757221	0.995	pseudogene_copy	0	0
NC_073248.2	45359514	45368058	LOC134757059	0.983	pseudogene_copy	0	0
NC_073248.2	45398863	45401075	LOC134756387	0.955	unannotated	0	0
NC_073248.2	45588446	45588818	LOC115933526	0.863	pseudogene_copy	0	0
NC_073248.2	45810936	45836607	LOC134757221	0.977	unannotated	0	0
NC_073248.2	46136673	46145521	LOC129528452	0.995	unannotated	0	0
NC_073248.2	46872734	46938080	LOC129524659	0.996	pseudogene_copy	0	0
NC_073248.2	52369412	52373414	LOC129526405	0.98	unannotated	0	0
NC_073248.2	52406675	52409249	LOC129529649	0.986	pseudogene_copy	0	0
NC_073240.2	14876164	14880361	LOC115931713	0.94	unannotated	0	0
NC_073240.2	15142812	15144298	LOC115933033	0.982	pseudogene_copy	0	0
NC_073240.2	15192089	15192535	LOC101133851	0.994	pseudogene_copy	0	0
NC_073240.2	15300181	15301959	LOC134757042	0.974	unannotated	0	0
NC_073240.2	15524840	15525352	LOC115933526	0.952	pseudogene_copy	0	0
NC_073240.2	15715506	15719414	LOC115931076	0.958	pseudogene_copy	0	0
NC_073240.2	15737204	15749121	LOC134757060	0.991	pseudogene_copy	0	0
NC_073240.2	16986097	16995444	LOC134757075	0.99	unannotated	0	0
NC_073240.2	18216448	18220632	LOC115931713	0.936	unannotated	0	0
NC_073240.2	19877334	19894203	LOC129523556	0.991	pseudogene_copy	0	0
NC_073240.2	20072090	20073835	LOC134757042	0.947	unannotated	0	0
NC_073240.2	21336931	21342662	LOC101139034	0.991	pseudogene_copy	0	0
NC_073240.2	27160913	27161341	LOC101132823	0.908	pseudogene_copy	0	0
NC_073240.2	31447675	31450939	HCN2	0.917	pseudogene_copy	0	0
NC_073240.2	33182908	33186106	LOC134757308	1.0	pseudogene_copy	0	0
NC_073240.2	33305424	33306574	LOC115930778	0.997	pseudogene_copy	0	0
NC_073240.2	41873421	41875869	CIBAR1	0.947	pseudogene_copy	0	0
NC_073240.2	44078695	44079280	ATP5PD	0.927	pseudogene_copy	0	0
NC_073240.2	46026735	46027763	LOC101132116	0.906	unannotated	0	0
NC_073240.2	53709937	53711676	EEF1A1	0.935	pseudogene_copy	0	0
NC_073240.2	67758070	67760993	LOC129528248	0.908	unannotated	0	0
NC_073240.2	67787559	67787877	LOC101127689	0.906	pseudogene_copy	0	0
NC_073240.2	68783971	68784886	LOC129526381	0.959	unannotated	0	0
NC_073240.2	71905377	71906409	RPL5	0.926	pseudogene_copy	0	0
NC_073240.2	73231179	73231806	LOC101148834	0.972	pseudogene_copy	0	0
NC_073240.2	73748373	73749654	NPM1	0.911	unannotated	0	0
NC_073240.2	76622250	76622982	LOC101127555	0.923	pseudogene_copy	0	0
NC_073240.2	76648891	76660589	LOC101133389	0.915	pseudogene_copy	0	0
NC_073240.2	80448090	80452010	LOC101140666	0.926	pseudogene_copy	0	0
NC_073240.2	83416409	83416850	LOC134757993	0.953	pseudogene_copy	0	0
NC_073240.2	93522700	93523425	LOC129532506	0.912	unannotated	0	0
NC_073240.2	95240578	95241128	LOC101127580	0.898	pseudogene_copy	0	0
NC_073240.2	97662988	97664388	LOC101133347	0.892	pseudogene_copy	0	0
NC_073240.2	103913085	103963205	LOC129523704	0.992	unannotated	0	0
NC_073237.2	196114	320224	LOC129531205	0.977	pseudogene_copy	0	0
NC_073237.2	12291790	12295961	LOC129526405	0.979	unannotated	0	0
NC_073237.2	13103169	13112029	LOC129528452	0.999	unannotated	0	0
NC_073237.2	13190434	13215093	LOC134757392	0.997	pseudogene_copy	0	0
NC_073237.2	13291982	13309108	LOC134757054	0.987	unannotated	0	0
NC_073237.2	13328519	13394128	LOC129524661	0.996	pseudogene_copy	0	0
NC_073237.2	14351758	14369322	LOC129530485	0.99	unannotated	0	0
NC_073237.2	14446241	14450278	LOC129526405	0.978	unannotated	0	0
NC_073237.2	14460896	14465718	LOC129528458	0.978	unannotated	0	0
NC_073237.2	15365052	15431299	LOC129528452	0.998	unannotated	0	0
NC_073237.2	16879056	16918262	LOC129530492	0.989	pseudogene_copy	0	0
NC_073237.2	17305882	17331385	LOC129528452	0.993	unannotated	0	0
NC_073237.2	17588119	17596972	LOC129528452	0.998	unannotated	0	0
NC_073237.2	17979219	17989572	LOC129526469	0.992	pseudogene_copy	0	0
NC_073237.2	18034717	18038906	LOC115931713	0.938	unannotated	0	0
NC_073237.2	18042199	18054434	LOC129529220	0.922	unannotated	0	0
NC_073237.2	23261090	23262332	LOC129523500	0.985	pseudogene_copy	0	0
NC_073237.2	34590638	34593273	ME2	0.919	pseudogene_copy	0	0
NC_073237.2	36814281	36816651	LOC101143553	0.885	pseudogene_copy	0	0
NC_073237.2	48923545	48924473	LOC109027830	0.969	pseudogene_copy	0	0
NC_073237.2	61721352	61721946	ATP5PD	0.936	pseudogene_copy	0	0
NC_073237.2	64829255	64833280	DSE	0.934	pseudogene_copy	0	0
NC_073237.2	65633491	65635484	LOC129527394	0.951	unannotated	0	0
NC_073237.2	68317006	68317531	LOC101133056	0.909	pseudogene_copy	0	0
NC_073237.2	78917887	78919983	LOC129527394	0.939	unannotated	0	0
NC_073237.2	80280857	80281189	LOC109027238	0.913	unannotated	0	0
NC_073237.2	81670661	81675000	PMM2	0.899	unannotated	0	0
NC_073237.2	86156684	86157106	RPL41	0.889	unannotated	0	0
NC_073237.2	86660813	86662210	LOC134759322	0.901	pseudogene_copy	0	0
NC_073237.2	87190144	87191570	LOC134759322	0.919	pseudogene_copy	0	0
NC_073237.2	88429464	88430579	LOC129533119	0.896	unannotated	0	0
NC_073237.2	89815963	89818284	LOC129527394	0.949	unannotated	0	0
NC_073237.2	93459364	93461796	LOC101141666	0.923	pseudogene_copy	0	0
NC_073237.2	103369979	103371082	APIP	0.973	pseudogene_copy	0	0
NC_073237.2	105778592	105780123	YBX1	0.926	pseudogene_copy	0	0
NC_073237.2	107575904	107577607	ERVW-1	0.924	pseudogene_copy	0	0
NC_073237.2	107853123	107853991	RPL7A	0.918	pseudogene_copy	0	0
NC_073237.2	118150378	118150919	LOC129526805	0.954	unannotated	0	0
NC_073237.2	119054952	119065261	TLK1	0.906	pseudogene_copy	0	0
NC_073237.2	129338836	129339086	LOC109029139	0.896	unannotated	0	0
NC_073237.2	129458970	129459595	LOC101144007	0.934	unannotated	0	0
NC_073237.2	134639684	134649661	LOC129525421	0.987	unannotated	0	0
NC_073242.2	4951155	4951798	LOC101141974	0.87	pseudogene_copy	0	0
NC_073242.2	6717575	6723121	LOC101130963	0.819	pseudogene_copy	0	0
NC_073242.2	29825090	29825439	LOC134758199	0.881	unannotated	0	0
NC_073242.2	34283187	34283493	LOC101148362	0.902	pseudogene_copy	0	0
NC_073242.2	37732840	37734072	CISD2	0.96	unannotated	0	0
NC_073242.2	37748318	37749050	LOC134757041	0.93	pseudogene_copy	0	0
NC_073242.2	64855594	64856578	LOC129529219	0.966	pseudogene_copy	0	0
NC_073242.2	65420156	65421389	CISD2	0.955	unannotated	0	0
NC_073242.2	65435766	65436498	LOC134757041	0.932	pseudogene_copy	0	0
NC_073242.2	67137221	67138454	CISD2	0.956	unannotated	0	0
NC_073242.2	67152828	67153560	LOC134757041	0.927	unannotated	0	0
NC_073242.2	68847960	68851329	LOC129527821	0.998	pseudogene_copy	0	0
NC_073242.2	69173477	69174209	LOC134757041	0.927	unannotated	0	0
NC_073242.2	69188585	69189818	CISD2	0.955	unannotated	0	0
NC_073242.2	69212309	69259558	LOC129527454	0.997	pseudogene_copy	0	0
NC_073242.2	69467371	69528014	LOC129527345	0.994	unannotated	0	0
NC_073242.2	69537347	69545933	LOC129527390	0.992	pseudogene_copy	0	0
NC_073242.2	69550005	69553839	LOC115933460	0.998	unannotated	0	0
NC_073242.2	75190254	75204582	VPS35	0.963	pseudogene_copy	0	0
NC_073242.2	88632043	88636543	PMM2	0.896	unannotated	0	0
NC_073242.2	96152267	96159010	LOC109023694	0.95	pseudogene_copy	0	0
NC_073242.2	101473954	101475804	ATP5F1A	0.92	pseudogene_copy	0	0
NC_073242.2	103410850	103411834	LOC101148649	0.928	pseudogene_copy	0	0
NC_073242.2	116320582	116321275	LOC101152547	0.892	pseudogene_copy	0	0
NC_073242.2	121293037	121373442	LOC115933269	0.985	pseudogene_copy	0	0
NC_073242.2	121399382	121417195	LOC129526002	0.984	unannotated	0	0
NC_073228.2	10984354	10984908	LOC101136134	0.901	pseudogene_copy	0	0
NC_073228.2	32771945	32772301	LOC115935319	0.894	pseudogene_copy	0	0
NC_073228.2	33765705	33768118	LOC134758102	0.977	unannotated	0	0
NC_073228.2	35490463	35490857	LOC101146227	0.939	unannotated	0	0
NC_073228.2	38292969	38293931	LOC101146120	0.941	pseudogene_copy	0	0
NC_073228.2	43397424	43398006	LOC101125611	0.899	pseudogene_copy	0	0
NC_073228.2	45961523	45964196	LOC129533524	0.983	unannotated	0	0
NC_073228.2	46655568	46668865	LOC101151290	0.976	unannotated	0	0
NC_073228.2	46685821	46687394	DND1	0.963	pseudogene_copy	0	0
NC_073228.2	46765709	46768402	LOC129533524	0.985	unannotated	0	0
NC_073228.2	48793402	48794014	LOC101135885	0.922	pseudogene_copy	0	0
NC_073228.2	49823272	49823832	LOC115935782	0.913	pseudogene_copy	0	0
NC_073228.2	51349114	51349736	LOC129533768	0.861	pseudogene_copy	0	0
NC_073228.2	52108225	52108787	LOC101144515	0.911	pseudogene_copy	0	0
NC_073228.2	52461891	52462136	LOC129526082	0.9	unannotated	0	0
NC_073228.2	57638204	57640731	LOC129531594	0.911	pseudogene_copy	0	0
NC_073228.2	57823593	57824702	SPIC	0.891	pseudogene_copy	0	0
NC_073228.2	62494449	62499826	LOC101134688	0.952	pseudogene_copy	0	0
NC_073228.2	62502102	62506395	LOC101134688	0.955	pseudogene_copy	0	0
NC_073228.2	79758532	79769682	RNFT1	0.955	pseudogene_copy	0	0
NC_073228.2	83296805	83301380	LOC101149133	0.937	pseudogene_copy	0	0
NC_073228.2	84459129	84459760	LOC115932653	0.96	pseudogene_copy	0	0
NC_073228.2	91008768	91009488	RPL10A	0.942	pseudogene_copy	0	0
NC_073228.2	112377684	112379311	ERVW-1	0.932	unannotated	0	0
NC_073228.2	112395914	112396438	LOC101141974	0.946	pseudogene_copy	0	0
NC_073228.2	114767049	114771798	BCLAF1	0.952	pseudogene_copy	0	0
NC_073228.2	115013356	115014247	LOC101132345	0.963	pseudogene_copy	0	0
NC_073228.2	116350404	116357565	ERV3-1	0.916	unannotated	0	0
NC_073228.2	118943160	118965835	LOC129533119	0.908	unannotated	0	0
NC_073228.2	119243215	119246570	CTNNA1	0.91	pseudogene_copy	0	0
NC_073228.2	127502161	127503521	KRT18	0.929	pseudogene_copy	0	0
NC_073228.2	130720443	130720985	LOC129526805	0.958	unannotated	0	0
NC_073228.2	142367902	142368566	LOC101150435	0.913	unannotated	0	0
NC_073228.2	145726357	145727424	GCSH	0.953	pseudogene_copy	0	0
NC_073228.2	149095315	149096890	ASS1	0.918	pseudogene_copy	0	0
NC_073228.2	156284751	156287049	DR1	0.94	unannotated	0	0
NC_073228.2	158393785	158394970	CIR1	0.925	pseudogene_copy	0	0
NC_073228.2	161255327	161255823	LOC101138287	0.894	pseudogene_copy	0	0
NC_073228.2	175176772	175177150	LOC134756791	0.897	unannotated	0	0
NC_073228.2	178362647	178363612	LOC115935322	0.948	pseudogene_copy	0	0
NC_073228.2	178434096	178435503	LOC101132615	0.919	pseudogene_copy	0	0
NC_086017.1	9115510	9148824	LOC129534569	0.998	unannotated	0	0
NC_086017.1	11384490	11385011	LOC129526900	0.908	pseudogene_copy	0	0
NC_086017.1	11688338	11688828	LOC129534659	0.931	unannotated	0	0
NC_086017.1	24960280	24961129	LOC101132345	0.908	pseudogene_copy	0	0
NC_086017.1	27706708	27707915	LOC109026809	0.919	pseudogene_copy	0	0
NC_086017.1	28379767	28381858	RAD23B	0.933	pseudogene_copy	0	0
NC_086017.1	29859551	29859858	LOC129525323	0.903	pseudogene_copy	0	0
NC_086017.1	32958161	32958665	RPL24	0.892	pseudogene_copy	0	0
NC_086017.1	36834239	36837457	LOC129528248	0.913	unannotated	0	0
NC_086017.1	36837664	36839346	ERVW-1	0.881	unannotated	0	0
NC_086017.1	37472360	37472706	LOC101125084	0.927	pseudogene_copy	0	0
NC_086017.1	42375140	42375535	LOC101124540	0.888	pseudogene_copy	0	0
NC_086017.1	50464396	50466557	LOC129527394	0.939	unannotated	0	0
NC_086017.1	51877789	51879238	GEMIN2	0.826	unannotated	0	0
NC_086017.1	55057888	55058385	LOC101129206	0.883	pseudogene_copy	0	0
NC_086017.1	57993540	57994144	RPL17	0.937	pseudogene_copy	0	0
NC_086017.1	62946576	62949932	SERBP1	0.911	pseudogene_copy	0	0
NC_086017.1	83069785	83074279	GPATCH11	0.91	pseudogene_copy	0	0
NC_086017.1	84787912	84790928	LOC129532506	0.922	unannotated	0	0
NC_086017.1	85243209	85263679	LOC134759322	0.956	pseudogene_copy	0	0
NC_086017.1	85446121	85466715	LOC134756435	0.92	pseudogene_copy	0	0
NC_086017.1	85481241	85488010	LOC115936283	0.923	unannotated	0	0
NC_086017.1	85524312	85529075	LOC134756504	0.937	unannotated	0	0
NC_086017.1	85560992	85561296	LOC134758245	0.941	pseudogene_copy	0	0
NC_086017.1	85639393	85641311	LOC129532377	1.0	unannotated	0	0
NC_086017.1	85642701	85644619	LOC129532377	1.0	unannotated	0	0
NC_086017.1	85646009	85647927	LOC129523578	1.0	unannotated	0	0
NC_086017.1	85649317	85651235	LOC129523578	1.0	unannotated	0	0
NC_086017.1	85652625	85653995	LOC129523578	1.0	unannotated	0	0
NC_086017.1	89817528	89824133	ERV3-1	0.912	unannotated	0	0
NC_086017.1	92822597	92825732	LOC101127636	0.95	pseudogene_copy	0	0
NC_086017.1	97116305	97119718	PPAT	0.959	pseudogene_copy	0	0
NC_086017.1	107163748	107166482	HNRNPK	0.954	pseudogene_copy	0	0
NC_086017.1	107482135	107483998	ERVW-1	0.918	pseudogene_copy	0	0
NC_086017.1	114091684	114092116	LOC101139475	0.877	pseudogene_copy	0	0
NC_086017.1	126676009	126678165	LOC129527394	0.947	unannotated	0	0
NC_086017.1	127902790	127903223	LOC115933483	0.929	pseudogene_copy	0	0
NC_086017.1	136593923	136595350	LOC134759322	0.925	pseudogene_copy	0	0
NC_086017.1	136604564	136607696	LOC101133718	0.956	pseudogene_copy	0	0
NC_086017.1	141192899	141193515	LOC115936283	0.89	unannotated	0	0
NC_086017.1	141204103	141224974	LOC101133718	0.959	unannotated	0	0
NC_086017.1	143562385	143568620	G2E3	0.924	pseudogene_copy	0	0
NC_086017.1	147125356	147126088	LOC129532506	0.919	unannotated	0	0
NC_086017.1	147393267	147393646	LOC101124540	0.893	pseudogene_copy	0	0
NC_086017.1	160603459	160605065	FKBP1C	0.889	pseudogene_copy	0	0
NC_086017.1	166484078	166486927	PABPC1	0.91	pseudogene_copy	0	0
NC_086017.1	180797511	180798815	SDHD	0.948	pseudogene_copy	0	0
NC_086017.1	183686195	183688059	SLC31A1	0.908	pseudogene_copy	0	0
NC_086017.1	186928194	186931550	PMM2	0.922	unannotated	0	0
NC_086017.1	190744115	190746107	LOC101132116	0.891	unannotated	0	0
NC_086017.1	192951544	192953915	ZCCHC10	0.902	pseudogene_copy	0	0
NC_086017.1	197684777	197685074	LOC101148063	0.98	pseudogene_copy	0	0
NC_086017.1	197855172	197857907	PSMD10	0.903	pseudogene_copy	0	0
NC_086017.1	204209468	204213102	VEZF1	0.945	pseudogene_copy	0	0
NC_073241.2	22438822	22442947	LOC129526405	0.978	unannotated	0	0
NC_073241.2	22444455	22461990	LOC129528175	0.99	pseudogene_copy	0	0
NC_073241.2	22488835	22491059	LOC129530468	0.989	pseudogene_copy	0	0
NC_073241.2	22579797	22619074	LOC129528194	0.961	pseudogene_copy	0	0
NC_073241.2	23325578	23334439	LOC129528452	0.999	unannotated	0	0
NC_073241.2	23575294	23614469	LOC129530492	0.985	pseudogene_copy	0	0
NC_073241.2	24716023	24733587	LOC129530485	0.99	unannotated	0	0
NC_073241.2	24810488	24814525	LOC129526405	0.979	unannotated	0	0
NC_073241.2	24825140	24829962	LOC129528458	0.976	unannotated	0	0
NC_073241.2	25786356	25795190	LOC129528452	0.998	unannotated	0	0
NC_073241.2	26167444	26233809	LOC129528452	0.998	unannotated	0	0
NC_073241.2	27562451	27571302	LOC129528228	0.997	unannotated	0	0
NC_073241.2	28352090	28399139	LOC129528460	0.997	pseudogene_copy	0	0
NC_073241.2	28577531	28586376	LOC129528452	0.998	unannotated	0	0
NC_073241.2	28886366	28912663	LOC129528452	0.999	unannotated	0	0
NC_073241.2	30592029	30617528	LOC129524472	1.0	unannotated	0	0
NC_073241.2	31035277	31046741	LOC134757054	0.99	unannotated	0	0
NC_073241.2	31742392	31746621	LOC129530384	0.91	unannotated	0	0
NC_073241.2	31762897	31771942	LOC129524426	0.987	pseudogene_copy	0	0
NC_073241.2	32498937	32503165	LOC129530384	0.91	unannotated	0	0
NC_073241.2	32513797	32517818	LOC129526405	0.975	unannotated	0	0
NC_073241.2	32589804	32638021	LOC129524659	0.994	pseudogene_copy	0	0
NC_073241.2	32990699	32992757	LOC129526253	0.992	pseudogene_copy	0	0
NC_073241.2	33089349	33093542	LOC115931713	0.937	unannotated	0	0
NC_073241.2	35466026	35466797	LOC129523556	0.988	pseudogene_copy	0	0
NC_073241.2	35469236	35478809	LOC109028162	0.976	pseudogene_copy	0	0
