gene_a	gene_b	cls	in_ep	core	bridge_dn_a	bridge_dn_b	mask_a	mask_b	bridge_mask
C3H4orf36	PDCD5	genuine	0	0.1448	DN_NC_073227.2_107202270_4	DN_NC_073244.2_43610901_6	0.3974	0.4805	0.4805
C3H4orf36	SELENOP	genuine	0						
C3H4orf36	SEM1	genuine	0	0.2126	DN_NC_073227.2_107202270_4	DN_NC_073230.2_92132360_3	0.3974	0.3708	0.3974
C3H4orf36	SMYD3	genuine	0						
C3H4orf36	SPATA33	genuine	0						
C3H4orf36	SPC25	genuine	0	0.1654	DN_NC_073227.2_107202270_4	DN_NC_073235.2_71373985_7	0.3974	0.4132	0.4132
C3H4orf36	THNSL1	genuine	0						
C3H4orf36	TMEM38B	genuine	0						
C3H4orf36	TSPAN8	genuine	0						
C3H4orf36	UCHL1	genuine	0						
C4A	C4B	TP	1	0.9998	DN_NC_073229.2_49583451_41	DN_NC_073229.2_49609902_41	0.0106	0.0105	0.0106
C7H8orf33	LOC101124557	genuine	0						
C7H8orf33	LOC129527512	genuine	0	0.2129	DN_NC_073231.2_150893284_5	DN_NC_073242.2_6296327_3	0.2837	0.4614	0.4614
C7H8orf33	PPP1R15A	genuine	0						
C7H8orf33	SURF6	genuine	0						
C9H11orf65	CCDC152	genuine	0						
C9H11orf65	COPS9	genuine	0						
C9H11orf65	DCAF16	genuine	0						
C9H11orf65	GIMAP4	genuine	0						
C9H11orf65	KLHL33	genuine	0						
C9H11orf65	LIPA	genuine	0						
C9H11orf65	LOC101126025	genuine	0						
C9H11orf65	LOC101143448	genuine	0						
C9H11orf65	LOC101145464	genuine	0	0.1376	DN_NC_073233.2_116263271_8	DN_NC_073247.2_147586730_5	0.1996	0.4072	0.4072
C9H11orf65	LOC109023154	genuine	0	0.1467	DN_NC_073233.2_116263271_8	DN_NC_073239.2_123333523_2	0.1996	0.2548	0.2548
C9H11orf65	LOC109024560	genuine	0						
C9H11orf65	LOC109025730	genuine	0	0.2508	DN_NC_073224.2_123525276_5	DN_NC_073233.2_116263271_8	0.4684	0.1996	0.4684
C9H11orf65	LOC109028669	genuine	0						
C9H11orf65	LOC129530096	genuine	0						
C9H11orf65	LOC129530131	genuine	0						
C9H11orf65	LOC129533438	genuine	0						
C9H11orf65	LOC134756589	genuine	0						
C9H11orf65	LRFN5	genuine	0						
C9H11orf65	MINPP1	genuine	0						
C9H11orf65	MMP24OS	genuine	0						
C9H11orf65	NCALD	genuine	0						
C9H11orf65	NCR3LG1	genuine	0						
C9H11orf65	NFXL1	genuine	0						
C9H11orf65	OXCT1	genuine	0						
C9H11orf65	PDCD5	genuine	0	0.2665	DN_NC_073233.2_116263271_8	DN_NC_073244.2_43610901_6	0.1996	0.4805	0.4805
C9H11orf65	SELENOP	genuine	0						
C9H11orf65	SEM1	genuine	0						
C9H11orf65	SMYD3	genuine	0						
C9H11orf65	SPATA33	genuine	0						
C9H11orf65	SPC25	genuine	0	0.2449	DN_NC_073233.2_116263271_8	DN_NC_073235.2_71373985_7	0.1996	0.4132	0.4132
C9H11orf65	THNSL1	genuine	0						
C9H11orf65	TMEM38B	genuine	0						
C9H11orf65	TSPAN8	genuine	0						
C9H11orf65	UCHL1	genuine	0						
CAB39L	LOC101133249	genuine	0	0.1539	DN_NC_073227.2_16860393_3	DN_NC_073238.2_63928303_2	0.6879	0.6802	0.6879
CAB39L	LOC109024404	genuine	0						
CAB39L	LOC109026441	genuine	0						
CAB39L	MCFD2	genuine	0						
CACNB1	CACNB3	truthbar	1	0.2270	DN_NC_073228.2_53278878_13	DN_NC_073234.2_52495433_13	0.0662	0.0536	0.0662
CAMK1	CAMK1G	truthbar	1	0.2976	DN_NC_073224.2_47163026_13	DN_NC_086017.1_19588191_12	0.0358	0.0460	0.0460
CAMK2B	CAMK2D	truthbar	1						
CAMK2B	CAMK2G	truthbar	1	0.5365	DN_NC_073230.2_52044244_19	DN_NC_073232.2_41878762_20	0.0054	0.0606	0.0606
CAMK2D	CAMK2G	truthbar	1	0.2228	DN_NC_073227.2_133828574_18	DN_NC_073232.2_41878762_20	0.1387	0.0606	0.1387
CAND2	RPL32	genuine	0	0.4415	DN_NC_086017.1_22612673_15	DN_NC_086017.1_22648299_4	0.1092	0.1566	0.1566
CANX	HMGB3	genuine	0	0.4859	DN_NC_073228.2_183658467_2	DN_NC_073247.2_162650382_5	0.0781	0.1268	0.1268
CAPS2	LOC101126304	genuine	0						
CAPS2	LOC101150995	genuine	0						
CAPS2	LOC134756859	genuine	0						
CAPS2	LOC134759232	genuine	0						
CAPS2	RAPH1	genuine	0	0.1834	DN_NC_073234.2_90680832_2	DN_NC_073235.2_106111443_2	0.6441	0.7450	0.7450
CARD16	LOC101136563	genuine	0	0.1444	DN_NC_073233.2_112912081_9	DN_NC_073233.2_112925764_3	0.1985	0.2255	0.2255
CASP3	CGREF1	genuine	0	0.2026	DN_NC_073227.2_205610166_3	DN_NC_073236.2_112799498_6	0.3436	0.3148	0.3436
CASP3	GGCT	genuine	0						
CASP3	LOC134756666	genuine	0						
CASP3	OTULINL	genuine	0						
CBR1	CBR3	truthbar	1	0.8453	DN_NC_073246.2_37979530_3	DN_NC_073246.2_38044178_3	0.0517	0.0293	0.0517
CCDC144A	LOC101140864	genuine	0						
CCDC144A	LOC109026769	TP	1	0.3998	DN_NC_073228.2_79926211_12	DN_NC_073228.2_83434996_12	0.1248	0.1903	0.1903
CCDC152	COPS9	genuine	0						
CCDC152	DCAF16	genuine	0						
CCDC152	GIMAP4	genuine	0						
CCDC152	KLHL33	genuine	0						
CCDC152	LIPA	genuine	0						
CCDC152	LOC101126025	genuine	0						
CCDC152	LOC101143448	genuine	0						
CCDC152	LOC101145464	genuine	0						
CCDC152	LOC109023154	genuine	0						
CCDC152	LOC109024560	genuine	0						
CCDC152	LOC109025730	genuine	0						
CCDC152	LOC109028669	genuine	0						
CCDC152	LOC129530096	genuine	0						
CCDC152	LOC129530131	genuine	0						
CCDC152	LOC129533438	genuine	0						
CCDC152	LOC134756589	genuine	0						
CCDC152	LRFN5	genuine	0						
CCDC152	MINPP1	genuine	0						
CCDC152	MMP24OS	genuine	0						
CCDC152	NCALD	genuine	0						
CCDC152	NCR3LG1	genuine	0						
CCDC152	NFXL1	genuine	0						
CCDC152	OXCT1	genuine	0						
CCDC152	PDCD5	genuine	0						
CCDC152	SELENOP	TP	0	0.4776	DN_NC_073243.2_69046517_5	DN_NC_073243.2_69056468_9	0.2890	0.2140	0.2890
CCDC152	SEM1	genuine	0						
CCDC152	SMYD3	genuine	0						
CCDC152	SPATA33	genuine	0						
CCDC152	SPC25	genuine	0						
CCDC152	THNSL1	genuine	0						
CCDC152	TMEM38B	genuine	0						
CCDC152	TSPAN8	genuine	0						
CCDC152	UCHL1	genuine	0						
CCDC92	IL20RB	genuine	0	0.1788	DN_NC_073234.2_139370404_3	DN_NC_086017.1_148168205_5	0.1906	0.3988	0.3988
CCDC92	LOC115932679	genuine	0						
CCDC92	LOC129523854	genuine	0						
CCDC92	LOC129524788	genuine	0						
CCDC92	LOC129529528	genuine	0						
CCDC92	LOC129533004	genuine	0						
CCDC92	SLC37A2	genuine	0						
CCDC92	YAE1	genuine	0						
CCL8	LOC101134802	truthbar	1	0.4194	DN_NC_073228.2_58687413_3	DN_NC_073228.2_58745873_3	0.2468	0.1638	0.2468
CCNH	RASA1	genuine	0	0.6116	DN_NC_073228.2_91400267_25	DN_NC_073228.2_91522397_9	0.1484	0.1399	0.1484
CCPG1	LDLR	genuine	0	0.1432	DN_NC_073240.2_56108341_2	DN_NC_073244.2_17124484_18	0.4125	0.1791	0.4125
CCPG1	PRXL2A	genuine	0	0.2110	DN_NC_073232.2_92781991_6	DN_NC_073240.2_56108341_2	0.2375	0.4125	0.4125
CCR2	CCR5	truthbar	1	0.1500	DN_NC_086017.1_56236992_2	DN_NC_086017.1_56254132_2	0.0800	0.0840	0.0840
CCT6A	CCT6B	truthbar	1	0.4597	DN_NC_073228.2_58045766_15	DN_NC_073230.2_64231587_14	0.1594	0.1191	0.1594
CDK4	TSPAN31	genuine	0	0.5438	DN_NC_073234.2_43619064_8	DN_NC_073234.2_43623304_5	0.1766	0.2337	0.2337
CDR2	LOC101131923	genuine	0	0.3045	DN_NC_073242.2_21170576_8	DN_NC_073242.2_21650759_11	0.0394	0.0532	0.0532
CDR2	LOC101142371	genuine	0						
CDR2	RRN3	genuine	0						
CDRT4	TVP23B	TP	0	0.2413	DN_NC_073228.2_81446275_7	DN_NC_073243.2_30823221_7	0.2320	0.2745	0.2745
CENPP	IPPK	TP	0	0.8865	DN_NC_073237.2_89073528_3	DN_NC_073237.2_89075402_13	0.0444	0.0348	0.0444
CENPU	PRIMPOL	genuine	0	0.2158	DN_NC_073227.2_205644909_14	DN_NC_073227.2_205687695_12	0.0777	0.2080	0.2080
CEP192	LOC101137455	genuine	0						
CEP192	LOC129533419	genuine	0	0.1453	DN_NC_073228.2_182473921_9	DN_NC_073241.2_37141428_27	0.0845	0.0631	0.0845
CEP57	MTMR2	genuine	0	0.5439	DN_NC_073233.2_103702122_11	DN_NC_073233.2_103744968_15	0.1224	0.0974	0.1224
CEP76	PSMG2	genuine	0	0.3001	DN_NC_073241.2_37538314_7	DN_NC_073241.2_37560383_12	0.2151	0.2345	0.2345
CES1	LOC101128088	truthbar	1	0.1437	DN_NC_073242.2_84922514_14	DN_NC_073242.2_96161607_12	0.0401	0.1425	0.1425
CES1	LOC101128458	truthbar	1	0.1437	DN_NC_073242.2_84922514_14	DN_NC_073242.2_96060106_12	0.0401	0.0878	0.0878
CES1	LOC115931015	TP	1	0.7709	DN_NC_073242.2_84833963_14	DN_NC_073242.2_84922514_14	0.0398	0.0401	0.0401
CES1	LOC115931020	truthbar	1	0.1437	DN_NC_073242.2_84922514_14	DN_NC_073242.2_96073882_12	0.0401	0.2297	0.2297
CGREF1	GGCT	genuine	0	0.1310	DN_NC_073230.2_37931018_4	DN_NC_073236.2_112799498_6	0.2964	0.3148	0.3148
CGREF1	LOC134756666	genuine	0	0.2135	DN_NC_073235.2_94365284_2	DN_NC_073236.2_112799498_6	0.2383	0.3148	0.3148
CGREF1	OTULINL	genuine	0	0.1568	DN_NC_073236.2_112799498_6	DN_NC_073243.2_97413463_8	0.3148	0.2197	0.3148
CHD1	CHD2	truthbar	1	0.3211	DN_NC_073228.2_103031498_31	DN_NC_073240.2_94115085_33	0.1370	0.1180	0.1370
CHEK2	LOC101136352	genuine	0	0.2828	DN_NC_073240.2_23210840_6	DN_NC_086018.1_26719433_15	0.0859	0.0945	0.0945
CHEK2	LOC101152610	TP	0	0.2914	DN_NC_073240.2_21601841_7	DN_NC_086018.1_26719433_15	0.0635	0.0945	0.0945
CHEK2	LOC129527660	genuine	0	0.3387	DN_NC_073242.2_37476471_6	DN_NC_086018.1_26719433_15	0.1015	0.0945	0.1015
CHM	OPN3	genuine	0	0.2699	DN_NC_073224.2_13850922_2	DN_NC_073247.2_97674612_15	0.0788	0.1808	0.1808
CHRNA3	LOC101123674	genuine	0						
CHRNA3	PCCA	genuine	0	0.1533	DN_NC_073238.2_114796219_2	DN_NC_073240.2_79492690_6	0.3379	0.2626	0.3379
CHST6	TMEM231	genuine	0	0.5166	DN_NC_073242.2_105982851_4	DN_NC_073242.2_106027382_7	0.2246	0.1073	0.2246
CILP	CILP2	truthbar	1	0.1735	DN_NC_073240.2_65970509_9	DN_NC_073244.2_25986503_8	0.0316	0.0241	0.0316
CKB	CKM	truthbar	1	0.6256	DN_NC_073239.2_120499478_8	DN_NC_073244.2_56814281_4	0.0344	0.0033	0.0344
CKLF	GSTM2	genuine	0	0.1305	DN_NC_073224.2_130406472_4	DN_NC_073242.2_95678785_4	0.8909	0.3264	0.8909
CKLF	LOC101140579	genuine	0						
CKLF	LOC101148313	genuine	0						
CKLF	LOC115935025	genuine	0						
CKLF	XAF1	genuine	0						
CLCN3	CLCN5	truthbar	1	0.2517	DN_NC_073227.2_190603026_12	DN_NC_073247.2_60113711_15	0.1905	0.0885	0.1905
CLK1	CLK4	truthbar	1	0.5606	DN_NC_073228.2_182227322_13	DN_NC_073235.2_103471173_13	0.2102	0.0781	0.2102
CLMP	LOC101134145	genuine	0	0.1489	DN_NC_073231.2_53708239_3	DN_NC_073233.2_130995027_7	0.4106	0.2402	0.4106
CLMP	LOC129532639	genuine	0						
CLN8	METTL2A	genuine	0						
CLN8	METTL2B	genuine	0	0.1418	DN_NC_073230.2_137552467_7	DN_NC_073231.2_6126395_2	0.4239	0.5446	0.5446
CLTC	CLTCL1	truthbar	1	0.8862	DN_NC_073228.2_32366054_32	DN_NC_086018.1_16610610_33	0.0715	0.0218	0.0715
CNPY3	CNPY4	truthbar	1	0.2549	DN_NC_073229.2_60720496_6	DN_NC_073230.2_88640144_6	0.0538	0.1089	0.1089
CNTNAP3C	LOC101143875	genuine	0	0.3548	DN_NC_073236.2_33289090_9	DN_NC_073237.2_23692487_10	0.2056	0.1657	0.2056
CNTNAP3C	LOC115933307	genuine	0	0.1558	DN_NC_073236.2_33289090_9	DN_NC_073237.2_30061699_3	0.2056	0.3399	0.3399
COG1	SSTR2	genuine	0	0.5916	DN_NC_073228.2_18779384_3	DN_NC_073228.2_18798859_2	0.0429	0.2107	0.2107
COG1	VCF1	genuine	0	0.5477	DN_NC_073228.2_18740149_2	DN_NC_073228.2_18761647_14	0.0910	0.0416	0.0910
COG5	HBP1	genuine	0	0.4001	DN_NC_073230.2_116119215_11	DN_NC_073230.2_116150343_22	0.0862	0.0997	0.0997
COL1A1	COL1A2	truthbar	1	0.3536	DN_NC_073228.2_41871026_51	DN_NC_073230.2_94413807_52	0.0390	0.0830	0.0830
COL1A1	COL2A1	truthbar	1	0.6005	DN_NC_073228.2_41871026_51	DN_NC_073234.2_53272916_54	0.0390	0.0400	0.0400
COL1A1	COL3A1	truthbar	1	0.5071	DN_NC_073228.2_41871026_51	DN_NC_073235.2_91416644_51	0.0390	0.0761	0.0761
COL1A1	COL5A2	truthbar	1						
COL1A2	COL2A1	truthbar	1	0.5323	DN_NC_073230.2_94413807_52	DN_NC_073234.2_53272916_54	0.0830	0.0400	0.0830
COL1A2	COL3A1	truthbar	1	0.3528	DN_NC_073230.2_94413807_52	DN_NC_073235.2_91416644_51	0.0830	0.0761	0.0830
COL1A2	COL5A2	truthbar	1						
COL2A1	COL3A1	truthbar	1	0.2938	DN_NC_073234.2_53272916_54	DN_NC_073235.2_91416644_51	0.0400	0.0761	0.0761
COL2A1	COL5A2	truthbar	1	0.3487	DN_NC_073234.2_53272916_54	DN_NC_073235.2_91471014_54	0.0400	0.0914	0.0914
COL3A1	COL5A2	truthbar	1						
COMP	THBS4	truthbar	1	0.3155	DN_NC_073243.2_31614985_22	DN_NC_073244.2_25226014_19	0.0537	0.0082	0.0537
COPB2	MRPS22	genuine	0	0.3514	DN_NC_086017.1_150515222_8	DN_NC_086017.1_150527432_22	0.1730	0.0670	0.1730
COPS9	DCAF16	genuine	0						
COPS9	GIMAP4	genuine	0						
COPS9	KLHL33	genuine	0						
COPS9	LIPA	genuine	0						
COPS9	LOC101126025	genuine	0						
COPS9	LOC101143448	genuine	0						
COPS9	LOC101145464	genuine	0	0.1779	DN_NC_073235.2_142785844_3	DN_NC_073247.2_147586730_5	0.2174	0.4072	0.4072
COPS9	LOC109023154	genuine	0	0.1467	DN_NC_073235.2_142785844_3	DN_NC_073239.2_123333523_2	0.2174	0.2548	0.2548
COPS9	LOC109024560	genuine	0						
COPS9	LOC109025730	genuine	0	0.3276	DN_NC_073224.2_123525276_5	DN_NC_073235.2_142785844_3	0.4684	0.2174	0.4684
COPS9	LOC109028669	genuine	0						
COPS9	LOC129530096	genuine	0						
COPS9	LOC129530131	genuine	0	0.1427	DN_NC_073235.2_142785844_3	DN_NC_073247.2_115708949_2	0.2174	0.2180	0.2180
COPS9	LOC129533438	genuine	0						
COPS9	LOC134756589	genuine	0	0.1538	DN_NC_073234.2_126370406_2	DN_NC_073235.2_142785844_3	0.4160	0.2174	0.4160
COPS9	LRFN5	genuine	0						
COPS9	MINPP1	genuine	0						
COPS9	MMP24OS	genuine	0						
COPS9	NCALD	genuine	0						
COPS9	NCR3LG1	genuine	0						
COPS9	NFXL1	genuine	0						
COPS9	OXCT1	genuine	0						
COPS9	PDCD5	genuine	0	0.3405	DN_NC_073235.2_142785844_3	DN_NC_073244.2_43610901_6	0.2174	0.4805	0.4805
COPS9	SELENOP	genuine	0						
COPS9	SEM1	genuine	0	0.1482	DN_NC_073230.2_92132360_3	DN_NC_073235.2_142785844_3	0.3708	0.2174	0.3708
COPS9	SMYD3	genuine	0						
COPS9	SPATA33	genuine	0						
COPS9	SPC25	genuine	0	0.2449	DN_NC_073235.2_142785844_3	DN_NC_073235.2_71373985_7	0.2174	0.4132	0.4132
COPS9	THNSL1	genuine	0						
COPS9	TMEM38B	genuine	0						
COPS9	TSPAN8	genuine	0						
COPS9	UCHL1	genuine	0						
CORO1A	CORO1B	truthbar	1	0.4138	DN_NC_073233.2_75363756_11	DN_NC_073242.2_32113450_11	0.0892	0.0425	0.0892
CORO2A	CORO2B	truthbar	1	0.2648	DN_NC_073237.2_94439193_12	DN_NC_073240.2_69411455_12	0.2591	0.0801	0.2591
CPEB2	CPEB3	truthbar	1						
CPEB2	CPEB4	truthbar	1	0.3725	DN_NC_073227.2_23212119_11	DN_NC_073228.2_177718215_8	0.2269	0.1750	0.2269
CPEB3	CPEB4	truthbar	1	0.3684	DN_NC_073228.2_177718215_8	DN_NC_073232.2_104390833_9	0.1750	0.1674	0.1750
CPLANE1	LOC115933270	TP	1	0.7414	DN_NC_073243.2_82594889_12	DN_NC_073243.2_82739824_8	0.3217	0.3943	0.3943
CPNE6	CPNE7	truthbar	1	0.2391	DN_NC_073239.2_32570025_17	DN_NC_073242.2_120163344_15	0.0408	0.0287	0.0408
CPSF2	NDUFB1	genuine	0	0.4806	DN_NC_073239.2_109052370_3	DN_NC_073239.2_109057706_16	0.0884	0.2474	0.2474
CRBN	TRNT1	genuine	0	0.5988	DN_NC_086017.1_12917334_8	DN_NC_086017.1_12936527_11	0.1619	0.1345	0.1619
CRMP1	DPYSL2	truthbar	1						
CRMP1	DPYSL3	truthbar	1	0.3881	DN_NC_073227.2_15519199_14	DN_NC_073228.2_151255605_14	0.0373	0.0414	0.0414
CRMP1	DPYSL4	truthbar	1	0.5100	DN_NC_073227.2_15519199_14	DN_NC_073232.2_144546965_14	0.0373	0.0232	0.0373
CRMP1	EVC	TP	0	0.3478	DN_NC_073227.2_15519199_14	DN_NC_073227.2_15589297_3	0.0373	0.1769	0.1769
CRNKL1	NAA20	genuine	0	0.8479	DN_NC_073245.2_30021133_6	DN_NC_073245.2_30036345_14	0.1897	0.1555	0.1897
CS	LOC129532516	genuine	0	0.1527	DN_NC_073234.2_45066531_11	DN_NC_086017.1_118126676_3	0.0843	0.1112	0.1112
CSNK1D	CSNK1E	truthbar	1	0.2459	DN_NC_073228.2_9720205_10	DN_NC_086018.1_36304756_7	0.0359	0.1098	0.1098
CTBP1	CTBP2	genuine	0	0.4268	DN_NC_073227.2_9789563_10	DN_NC_073232.2_137259733_11	0.0701	0.1038	0.1038
CTSA	NEURL2	TP	0	0.8084	DN_NC_073245.2_58117175_2	DN_NC_073245.2_58118781_15	0.0000	0.0135	0.0135
CTSV	LOC101145975	truthbar	1	0.3599	DN_NC_073237.2_83935038_8	DN_NC_073237.2_93365361_8	0.0923	0.3295	0.3295
CTSV	LOC129523464	truthbar	1	0.3477	DN_NC_073237.2_84341528_8	DN_NC_073237.2_93365361_8	0.0320	0.3295	0.3295
CTSZ	NELFCD	genuine	0	0.3816	DN_NC_073245.2_71261640_15	DN_NC_073245.2_71275662_6	0.1250	0.0387	0.1250
CTU2	PIEZO1	genuine	0	0.1933	DN_NC_073242.2_119293235_15	DN_NC_073242.2_119301617_14	0.0469	0.0729	0.0729
CUL7	CUL9	truthbar	1	0.2296	DN_NC_073229.2_60831709_26	DN_NC_073229.2_60975828_26	0.0399	0.1095	0.1095
CYFIP1	CYFIP2	truthbar	1	0.2744	DN_NC_073228.2_161096696_31	DN_NC_073240.2_23877041_31	0.0302	0.0831	0.0831
CYTH1	CYTH2	truthbar	1						
CYTH1	CYTH4	truthbar	1	0.3390	DN_NC_073228.2_13195036_13	DN_NC_086018.1_35282535_13	0.1006	0.0879	0.1006
CYTH2	CYTH4	truthbar	1	0.2558	DN_NC_073244.2_61417620_12	DN_NC_086018.1_35282535_13	0.0107	0.0879	0.0879
DAAM1	DAAM2	truthbar	1	0.1703	DN_NC_073229.2_57565568_13	DN_NC_073239.2_76142345_25	0.1085	0.1601	0.1601
DAND5	TRDN	genuine	0	0.1517	DN_NC_073229.2_147682056_8	DN_NC_073244.2_19011585_2	0.3072	0.3466	0.3466
DAP3	GON4L	genuine	0	0.5987	DN_NC_073224.2_100975273_21	DN_NC_073224.2_101136214_11	0.0397	0.0209	0.0397
DAPK1	LOC115935778	TP	1	0.6965	DN_NC_073237.2_83892884_7	DN_NC_073237.2_84363825_25	0.0769	0.0667	0.0769
DAPK2	DAPK3	truthbar	1	0.2742	DN_NC_073240.2_64676115_12	DN_NC_073244.2_9737989_9	0.1891	0.0135	0.1891
DAZ1	DAZL	genuine	0	0.1417	DN_NC_073248.2_42783128_31	DN_NC_086017.1_26423028_11	0.0898	0.1561	0.1561
DCAF12	DCAF12L1	truthbar	1						
DCAF12	DCAF12L2	truthbar	1	0.2262	DN_NC_073237.2_28860054_9	DN_NC_073247.2_137840069_2	0.1506	0.1284	0.1506
DCAF12L1	DCAF12L2	TP	1	0.3940	DN_NC_073247.2_137840069_2	DN_NC_073247.2_138224742_2	0.1284	0.0881	0.1284
DCAF16	GIMAP4	genuine	0	0.1528	DN_NC_073227.2_26000468_4	DN_NC_073230.2_159385621_3	0.4096	0.3755	0.4096
DCAF16	KLHL33	genuine	0						
DCAF16	LIPA	genuine	0						
DCAF16	LOC101126025	genuine	0						
DCAF16	LOC101143448	genuine	0						
DCAF16	LOC101145464	genuine	0	0.1869	DN_NC_073227.2_26000468_4	DN_NC_073247.2_147586730_5	0.4096	0.4072	0.4096
DCAF16	LOC109023154	genuine	0	0.1471	DN_NC_073227.2_26000468_4	DN_NC_073239.2_123333523_2	0.4096	0.2548	0.4096
DCAF16	LOC109024560	genuine	0						
DCAF16	LOC109025730	genuine	0	0.3502	DN_NC_073224.2_123525276_5	DN_NC_073227.2_26000468_4	0.4684	0.4096	0.4684
DCAF16	LOC109028669	genuine	0						
DCAF16	LOC129530096	genuine	0						
DCAF16	LOC129530131	genuine	0	0.1528	DN_NC_073227.2_26000468_4	DN_NC_073247.2_115708949_2	0.4096	0.2180	0.4096
DCAF16	LOC129533438	genuine	0						
DCAF16	LOC134756589	genuine	0	0.1600	DN_NC_073227.2_26000468_4	DN_NC_073234.2_126370406_2	0.4096	0.4160	0.4160
DCAF16	LRFN5	genuine	0						
DCAF16	MINPP1	genuine	0						
DCAF16	MMP24OS	genuine	0						
DCAF16	NCALD	genuine	0	0.1512	DN_NC_073227.2_26000468_4	DN_NC_073231.2_107519754_4	0.4096	0.1799	0.4096
DCAF16	NCR3LG1	genuine	0	0.1522	DN_NC_073227.2_26000468_4	DN_NC_073233.2_23732821_4	0.4096	0.1950	0.4096
DCAF16	NFXL1	genuine	0						
DCAF16	OXCT1	genuine	0						
DCAF16	PDCD5	genuine	0	0.3628	DN_NC_073227.2_26000468_4	DN_NC_073244.2_43610901_6	0.4096	0.4805	0.4805
DCAF16	SELENOP	genuine	0						
DCAF16	SEM1	genuine	0	0.1672	DN_NC_073227.2_26000468_4	DN_NC_073230.2_92132360_3	0.4096	0.3708	0.4096
DCAF16	SMYD3	genuine	0						
DCAF16	SPATA33	genuine	0						
DCAF16	SPC25	genuine	0	0.2426	DN_NC_073227.2_26000468_4	DN_NC_073235.2_71373985_7	0.4096	0.4132	0.4132
DCAF16	THNSL1	genuine	0						
DCAF16	TMEM38B	genuine	0						
DCAF16	TSPAN8	genuine	0						
DCAF16	UCHL1	genuine	0	0.1538	DN_NC_073227.2_26000468_4	DN_NC_073227.2_49278079_9	0.4096	0.3524	0.4096
DCAF4	DCAF4L1	truthbar	1	0.4587	DN_NC_073227.2_50003246_2	DN_NC_073239.2_89803404_14	0.1362	0.0204	0.1362
DCP1B	DOCK1	genuine	0						
DCP1B	FRK	genuine	0	0.1329	DN_NC_073229.2_140139419_8	DN_NC_073234.2_17584207_9	0.2261	0.2532	0.2532
DCP1B	GSTM2	genuine	0						
DCP1B	LOC101126097	genuine	0						
DCP1B	LOC129523564	genuine	0						
DCP1B	LOC129529082	genuine	0	0.1307	DN_NC_073234.2_17584207_9	DN_NC_073245.2_35160176_6	0.2532	0.4645	0.4645
DCP1B	LOC129530428	genuine	0						
DCP1B	LOC134756922	genuine	0						
DCP1B	NAP1L3	genuine	0	0.1329	DN_NC_073234.2_17584207_9	DN_NC_073247.2_105439613_2	0.2532	0.3269	0.3269
DCP1B	NDUFAF2	genuine	0	0.1804	DN_NC_073234.2_17584207_9	DN_NC_073243.2_49045190_4	0.2532	0.3612	0.3612
DCP1B	NGLY1	genuine	0						
DCP1B	RANBP6	genuine	0						
DCP1B	SLC11A2	genuine	0	0.1359	DN_NC_073234.2_17584207_9	DN_NC_073234.2_50306180_17	0.2532	0.2524	0.2532
DCP1B	SOX30	genuine	0	0.1326	DN_NC_073228.2_161454333_5	DN_NC_073234.2_17584207_9	0.1535	0.2532	0.2532
DDX11	LOC109029264	genuine	0	0.2642	DN_NC_073234.2_24978856_8	DN_NC_073234.2_70140848_27	0.1033	0.0623	0.1033
DDX11	LOC115930232	genuine	0						
DDX19A	DDX19B	TP	1	0.5031	DN_NC_073242.2_99745328_12	DN_NC_073242.2_99793055_12	0.0456	0.1643	0.1643
DDX21	DDX50	truthbar	1	0.4870	DN_NC_073232.2_46766506_15	DN_NC_073232.2_46804261_15	0.1024	0.1783	0.1783
DDX3X	DDX3Y	truthbar	1	0.3009	DN_NC_073247.2_51699012_17	DN_NC_073248.2_31199793_17	0.0874	0.0989	0.0989
DDX42	FTSJ3	genuine	0	0.5990	DN_NC_073228.2_28222257_21	DN_NC_073228.2_28230327_9	0.0617	0.0677	0.0677
DEDD	NIT1	genuine	0	0.6935	DN_NC_073224.2_95638704_6	DN_NC_073224.2_95648579_7	0.1049	0.1168	0.1168
DES	PRPH	truthbar	1	0.2824	DN_NC_073234.2_52040112_9	DN_NC_073235.2_122111621_9	0.0000	0.0740	0.0740
DEXI	DLD	genuine	0						
DEXI	EPPIN	genuine	0						
DEXI	LOC101149946	genuine	0	0.5268	DN_NC_073240.2_23725358_9	DN_NC_073242.2_14569289_2	0.2103	0.0715	0.2103
DEXI	LOC134757265	genuine	0	0.5268	DN_NC_073240.2_29803770_8	DN_NC_073242.2_14569289_2	0.2275	0.0715	0.2275
DEXI	PDCD6IP	genuine	0						
DEXI	SDHAF3	genuine	0						
DFFB	MTHFD2	genuine	0						
DFFB	MTHFD2L	genuine	0						
DFFB	PRKAR2A	genuine	0	0.1507	DN_NC_073224.2_236757333_2	DN_NC_086017.1_58705155_2	0.2895	0.6819	0.6819
DFFB	PRKAR2B	genuine	0						
DGCR6	DGCR6L	truthbar	1	0.6517	DN_NC_086018.1_16346801_5	DN_NC_086018.1_17748702_5	0.0000	0.0819	0.0819
DHFR	DHFR2	TP	1	0.1373	DN_NC_073228.2_84714357_6	DN_NC_086017.1_104876268_2	0.2893	0.2763	0.2893
DHRSX	ZBED1	genuine	0	0.9634	DN_NC_073247.2_11741821_2	DN_NC_073248.2_9064807_2	0.1777	0.1677	0.1777
