case	source_id	target_id	relation	layer	identity	coverage	orientation	source_interval	target_interval	evidence	direction_status
NBPF_core	L~chr1_21264317_21308828	RB~NBPF_core~12	CONTAINS	RNA	0.8834	0.5135	+	532-2202	1472-3142	minimap2_PAF	UNROOTED
NBPF_core	L~chr1_144498118_144521381	RB~NBPF_core~12	CONTAINS	RNA	0.8834	0.5135	+	1472-3142	532-2202	minimap2_PAF	UNROOTED
NBPF_core	L~chr1_21264317_21308828	L~chr1_145181583_145189075	RNA_HOMOLOGY	RNA	0.9123	0.7258	+	1831-3821	864-3418	fresh_Er	UNROOTED
NBPF_core	L~chr1_21264317_21308828	RB~NBPF_core~13	CONTAINS	RNA	0.9123	0.7258	+	1831-3821	864-3418	minimap2_PAF	UNROOTED
NBPF_core	L~chr1_145181583_145189075	RB~NBPF_core~13	CONTAINS	RNA	0.9123	0.7258	+	864-3418	1831-3821	minimap2_PAF	UNROOTED
NBPF_core	L~chr1_21264317_21308828	L~chr1_145721210_145740087	RNA_HOMOLOGY	RNA	0.9158	0.9546	+	533-3818	170-3741	fresh_Er	UNROOTED
NBPF_core	L~chr1_21264317_21308828	RB~NBPF_core~14	CONTAINS	RNA	0.9158	0.9546	+	533-3818	170-3741	minimap2_PAF	UNROOTED
NBPF_core	L~chr1_145721210_145740087	RB~NBPF_core~14	CONTAINS	RNA	0.9158	0.9546	+	170-3741	533-3818	minimap2_PAF	UNROOTED
NBPF_core	L~chr1_21264317_21308828	L~chr1_146679786_146702814	RNA_HOMOLOGY	RNA	0.8810	0.5583	+	532-2230	1284-2978	fresh_Er	UNROOTED
NBPF_core	L~chr1_21264317_21308828	RB~NBPF_core~15	CONTAINS	RNA	0.8810	0.5583	+	532-2230	1284-2978	minimap2_PAF	UNROOTED
NBPF_core	L~chr1_146679786_146702814	RB~NBPF_core~15	CONTAINS	RNA	0.8810	0.5583	+	1284-2978	532-2230	minimap2_PAF	UNROOTED
NBPF_core	L~chr1_21264317_21308828	L~chr1_147812240_147817768	RNA_HOMOLOGY	RNA	0.9198	0.5208	+	1831-3821	2038-4089	fresh_Er	UNROOTED
NBPF_core	L~chr1_21264317_21308828	RB~NBPF_core~16	CONTAINS	RNA	0.9198	0.5208	+	1831-3821	2038-4089	minimap2_PAF	UNROOTED
NBPF_core	L~chr1_147812240_147817768	RB~NBPF_core~16	CONTAINS	RNA	0.9198	0.5208	+	2038-4089	1831-3821	minimap2_PAF	UNROOTED
NBPF_core	L~chr1_108256107_108352036	L~chr1_108483676_108505296	RNA_HOMOLOGY	RNA	0.9845	0.9522	+	24-3251	0-3228	fresh_Er	UNROOTED
NBPF_core	L~chr1_108256107_108352036	RB~NBPF_core~17	CONTAINS	RNA	0.9845	0.9522	+	24-3251	0-3228	minimap2_PAF	UNROOTED
NBPF_core	L~chr1_108483676_108505296	RB~NBPF_core~17	CONTAINS	RNA	0.9845	0.9522	+	0-3228	24-3251	minimap2_PAF	UNROOTED
NBPF_core	L~chr1_108256107_108352036	L~chr1_119846928_119858001	RNA_HOMOLOGY	RNA	0.8358	0.9769	+	43-3251	0-2579	fresh_Er	UNROOTED
NBPF_core	L~chr1_108256107_108352036	RB~NBPF_core~18	CONTAINS	RNA	0.8358	0.9769	+	43-3251	0-2579	minimap2_PAF	UNROOTED
NBPF_core	L~chr1_119846928_119858001	RB~NBPF_core~18	CONTAINS	RNA	0.8358	0.9769	+	0-2579	43-3251	minimap2_PAF	UNROOTED
NBPF_core	L~chr1_108256107_108352036	L~chr1_145721210_145740087	RNA_HOMOLOGY	RNA	0.7726	0.9153	+	27-3129	0-3583	fresh_Er	UNROOTED
NBPF_core	L~chr1_108256107_108352036	RB~NBPF_core~19	CONTAINS	RNA	0.7726	0.9153	+	27-3129	0-3583	minimap2_PAF	UNROOTED
NBPF_core	L~chr1_145721210_145740087	RB~NBPF_core~19	CONTAINS	RNA	0.7726	0.9153	+	0-3583	27-3129	minimap2_PAF	UNROOTED
NBPF_core	L~chr1_108256107_108352036	L~chr5_86765435_86780649	RNA_HOMOLOGY	RNA	0.9785	0.7822	+	1207-3389	493-2673	fresh_Er	UNROOTED
NBPF_core	L~chr1_108256107_108352036	RB~NBPF_core~20	CONTAINS	RNA	0.9785	0.7822	+	1207-3389	493-2673	minimap2_PAF	UNROOTED
NBPF_core	L~chr5_86765435_86780649	RB~NBPF_core~20	CONTAINS	RNA	0.9785	0.7822	+	493-2673	1207-3389	minimap2_PAF	UNROOTED
NBPF_core	L~chr1_108483676_108505296	L~chr1_119846928_119858001	RNA_HOMOLOGY	RNA	0.8357	0.9996	+	19-3287	0-2639	fresh_Er	UNROOTED
NBPF_core	L~chr1_108483676_108505296	RB~NBPF_core~21	CONTAINS	RNA	0.8357	0.9996	+	19-3287	0-2639	minimap2_PAF	UNROOTED
NBPF_core	L~chr1_119846928_119858001	RB~NBPF_core~21	CONTAINS	RNA	0.8357	0.9996	+	0-2639	19-3287	minimap2_PAF	UNROOTED
NBPF_core	L~chr1_108483676_108505296	L~chr1_145721210_145740087	RNA_HOMOLOGY	RNA	0.7679	0.9530	+	3-3245	0-3727	fresh_Er	UNROOTED
NBPF_core	L~chr1_108483676_108505296	RB~NBPF_core~22	CONTAINS	RNA	0.7679	0.9530	+	3-3245	0-3727	minimap2_PAF	UNROOTED
NBPF_core	L~chr1_145721210_145740087	RB~NBPF_core~22	CONTAINS	RNA	0.7679	0.9530	+	0-3727	3-3245	minimap2_PAF	UNROOTED
NBPF_core	L~chr1_108483676_108505296	L~chr5_86765435_86780649	RNA_HOMOLOGY	RNA	0.9554	0.8231	+	1183-3402	493-2787	fresh_Er	UNROOTED
NBPF_core	L~chr1_108483676_108505296	RB~NBPF_core~23	CONTAINS	RNA	0.9554	0.8231	+	1183-3402	493-2787	minimap2_PAF	UNROOTED
NBPF_core	L~chr5_86765435_86780649	RB~NBPF_core~23	CONTAINS	RNA	0.9554	0.8231	+	493-2787	1183-3402	minimap2_PAF	UNROOTED
NBPF_core	L~chr1_119846928_119858001	L~chr5_86765435_86780649	RNA_HOMOLOGY	RNA	0.8630	0.5140	+	1222-2579	1169-2535	fresh_Er	UNROOTED
NBPF_core	L~chr1_119846928_119858001	RB~NBPF_core~24	CONTAINS	RNA	0.8630	0.5140	+	1222-2579	1169-2535	minimap2_PAF	UNROOTED
NBPF_core	L~chr5_86765435_86780649	RB~NBPF_core~24	CONTAINS	RNA	0.8630	0.5140	+	1169-2535	1222-2579	minimap2_PAF	UNROOTED
NBPF_core	L~chr1_120818528_120841268	L~chr1_144498118_144521381	RNA_HOMOLOGY	RNA	0.9839	1.0000	+	0-2738	489-3227	fresh_Er	UNROOTED
NBPF_core	L~chr1_120818528_120841268	RB~NBPF_core~25	CONTAINS	RNA	0.9839	1.0000	+	0-2738	489-3227	minimap2_PAF	UNROOTED
NBPF_core	L~chr1_144498118_144521381	RB~NBPF_core~25	CONTAINS	RNA	0.9839	1.0000	+	489-3227	0-2738	minimap2_PAF	UNROOTED
NBPF_core	L~chr1_120818528_120841268	L~chr1_145721210_145740087	RNA_HOMOLOGY	RNA	0.9806	0.6406	+	984-2738	170-1924	fresh_Er	UNROOTED
NBPF_core	L~chr1_120818528_120841268	RB~NBPF_core~26	CONTAINS	RNA	0.9806	0.6406	+	984-2738	170-1924	minimap2_PAF	UNROOTED
NBPF_core	L~chr1_145721210_145740087	RB~NBPF_core~26	CONTAINS	RNA	0.9806	0.6406	+	170-1924	984-2738	minimap2_PAF	UNROOTED
NBPF_core	L~chr1_120818528_120841268	L~chr1_146189554_146215274	RNA_HOMOLOGY	RNA	0.9865	1.0000	+	0-2738	2957-5690	fresh_Er	UNROOTED
NBPF_core	L~chr1_120818528_120841268	RB~NBPF_core~27	CONTAINS	RNA	0.9865	1.0000	+	0-2738	2957-5690	minimap2_PAF	UNROOTED
NBPF_core	L~chr1_146189554_146215274	RB~NBPF_core~27	CONTAINS	RNA	0.9865	1.0000	+	2957-5690	0-2738	minimap2_PAF	UNROOTED
NBPF_core	L~chr1_120818528_120841268	L~chr1_146679786_146702814	RNA_HOMOLOGY	RNA	0.9798	0.9996	+	0-2737	313-3034	fresh_Er	UNROOTED
NBPF_core	L~chr1_120818528_120841268	RB~NBPF_core~28	CONTAINS	RNA	0.9798	0.9996	+	0-2737	313-3034	minimap2_PAF	UNROOTED
NBPF_core	L~chr1_146679786_146702814	RB~NBPF_core~28	CONTAINS	RNA	0.9798	0.9996	+	313-3034	0-2737	minimap2_PAF	UNROOTED
NBPF_core	L~chr1_120818528_120841268	L~chr1_148602579_148620962	RNA_HOMOLOGY	RNA	0.9812	0.6399	+	986-2738	2098-3850	fresh_Er	UNROOTED
NBPF_core	L~chr1_120818528_120841268	RB~NBPF_core~29	CONTAINS	RNA	0.9812	0.6399	+	986-2738	2098-3850	minimap2_PAF	UNROOTED
NBPF_core	L~chr1_148602579_148620962	RB~NBPF_core~29	CONTAINS	RNA	0.9812	0.6399	+	2098-3850	986-2738	minimap2_PAF	UNROOTED
NBPF_core	L~chr1_144498118_144521381	L~chr1_145721210_145740087	RNA_HOMOLOGY	RNA	0.9820	0.5470	+	1473-3252	170-1949	fresh_Er	UNROOTED
NBPF_core	L~chr1_144498118_144521381	RB~NBPF_core~30	CONTAINS	RNA	0.9820	0.5470	+	1473-3252	170-1949	minimap2_PAF	UNROOTED
NBPF_core	L~chr1_145721210_145740087	RB~NBPF_core~30	CONTAINS	RNA	0.9820	0.5470	+	170-1949	1473-3252	minimap2_PAF	UNROOTED
NBPF_core	L~chr1_144498118_144521381	L~chr1_146189554_146215274	RNA_HOMOLOGY	RNA	0.9865	0.9370	+	194-3241	2662-5704	fresh_Er	UNROOTED
NBPF_core	L~chr1_144498118_144521381	RB~NBPF_core~31	CONTAINS	RNA	0.9865	0.9370	+	194-3241	2662-5704	minimap2_PAF	UNROOTED
NBPF_core	L~chr1_146189554_146215274	RB~NBPF_core~31	CONTAINS	RNA	0.9865	0.9370	+	2662-5704	194-3241	minimap2_PAF	UNROOTED
NBPF_core	L~chr1_144498118_144521381	L~chr1_146679786_146702814	RNA_HOMOLOGY	RNA	0.9822	1.0000	+	176-3226	0-3034	fresh_Er	UNROOTED
NBPF_core	L~chr1_144498118_144521381	RB~NBPF_core~32	CONTAINS	RNA	0.9822	1.0000	+	176-3226	0-3034	minimap2_PAF	UNROOTED
NBPF_core	L~chr1_146679786_146702814	RB~NBPF_core~32	CONTAINS	RNA	0.9822	1.0000	+	0-3034	176-3226	minimap2_PAF	UNROOTED
NBPF_core	L~chr1_144498118_144521381	L~chr1_148602579_148620962	RNA_HOMOLOGY	RNA	0.9835	0.5400	+	1475-3231	2098-3854	fresh_Er	UNROOTED
NBPF_core	L~chr1_144498118_144521381	RB~NBPF_core~33	CONTAINS	RNA	0.9835	0.5400	+	1475-3231	2098-3854	minimap2_PAF	UNROOTED
NBPF_core	L~chr1_148602579_148620962	RB~NBPF_core~33	CONTAINS	RNA	0.9835	0.5400	+	2098-3854	1475-3231	minimap2_PAF	UNROOTED
NBPF_core	L~chr1_145181583_145189075	L~chr1_145721210_145740087	RNA_HOMOLOGY	RNA	0.9844	0.7249	+	864-3415	1693-3741	fresh_Er	UNROOTED
NBPF_core	L~chr1_145181583_145189075	RB~NBPF_core~34	CONTAINS	RNA	0.9844	0.7249	+	864-3415	1693-3741	minimap2_PAF	UNROOTED
NBPF_core	L~chr1_145721210_145740087	RB~NBPF_core~34	CONTAINS	RNA	0.9844	0.7249	+	1693-3741	864-3415	minimap2_PAF	UNROOTED
NBPF_core	L~chr1_145181583_145189075	L~chr1_147812240_147817768	RNA_HOMOLOGY	RNA	0.9778	1.0000	+	0-3519	1161-4190	fresh_Er	UNROOTED
NBPF_core	L~chr1_145181583_145189075	RB~NBPF_core~35	CONTAINS	RNA	0.9778	1.0000	+	0-3519	1161-4190	minimap2_PAF	UNROOTED
NBPF_core	L~chr1_147812240_147817768	RB~NBPF_core~35	CONTAINS	RNA	0.9778	1.0000	+	1161-4190	0-3519	minimap2_PAF	UNROOTED
NBPF_core	L~chr1_145181583_145189075	L~chr1_16651438_16658629	RNA_HOMOLOGY	RNA	0.9281	0.9969	+	11-3519	1858-4599	fresh_Er	UNROOTED
NBPF_core	L~chr1_145181583_145189075	RB~NBPF_core~36	CONTAINS	RNA	0.9281	0.9969	+	11-3519	1858-4599	minimap2_PAF	UNROOTED
NBPF_core	L~chr1_16651438_16658629	RB~NBPF_core~36	CONTAINS	RNA	0.9281	0.9969	+	1858-4599	11-3519	minimap2_PAF	UNROOTED
NBPF_core	L~chr1_145181583_145189075	L~chr1_148676047_148680542	RNA_HOMOLOGY	RNA	0.9413	0.9969	+	11-3519	1736-4482	fresh_Er	UNROOTED
NBPF_core	L~chr1_145181583_145189075	RB~NBPF_core~37	CONTAINS	RNA	0.9413	0.9969	+	11-3519	1736-4482	minimap2_PAF	UNROOTED
NBPF_core	L~chr1_148676047_148680542	RB~NBPF_core~37	CONTAINS	RNA	0.9413	0.9969	+	1736-4482	11-3519	minimap2_PAF	UNROOTED
NBPF_core	L~chr1_145721210_145740087	L~chr1_146679786_146702814	RNA_HOMOLOGY	RNA	0.9731	0.5765	+	170-1923	1285-3034	fresh_Er	UNROOTED
NBPF_core	L~chr1_145721210_145740087	RB~NBPF_core~38	CONTAINS	RNA	0.9731	0.5765	+	170-1923	1285-3034	minimap2_PAF	UNROOTED
NBPF_core	L~chr1_146679786_146702814	RB~NBPF_core~38	CONTAINS	RNA	0.9731	0.5765	+	1285-3034	170-1923	minimap2_PAF	UNROOTED
NBPF_core	L~chr1_145721210_145740087	L~chr1_147812240_147817768	RNA_HOMOLOGY	RNA	0.9766	0.6677	+	1243-3741	2038-4086	fresh_Er	UNROOTED
NBPF_core	L~chr1_145721210_145740087	RB~NBPF_core~39	CONTAINS	RNA	0.9766	0.6677	+	1243-3741	2038-4086	minimap2_PAF	UNROOTED
NBPF_core	L~chr1_147812240_147817768	RB~NBPF_core~39	CONTAINS	RNA	0.9766	0.6677	+	2038-4086	1243-3741	minimap2_PAF	UNROOTED
NBPF_core	L~chr1_145721210_145740087	L~chr1_148602579_148620962	RNA_HOMOLOGY	RNA	0.9844	0.5154	+	0-1928	1930-3854	fresh_Er	UNROOTED
NBPF_core	L~chr1_145721210_145740087	RB~NBPF_core~40	CONTAINS	RNA	0.9844	0.5154	+	0-1928	1930-3854	minimap2_PAF	UNROOTED
NBPF_core	L~chr1_148602579_148620962	RB~NBPF_core~40	CONTAINS	RNA	0.9844	0.5154	+	1930-3854	0-1928	minimap2_PAF	UNROOTED
NBPF_core	L~chr1_145721210_145740087	L~chr1_16651438_16658629	RNA_HOMOLOGY	RNA	0.9658	0.5007	+	1868-3741	2015-4494	fresh_Er	UNROOTED
NBPF_core	L~chr1_145721210_145740087	RB~NBPF_core~41	CONTAINS	RNA	0.9658	0.5007	+	1868-3741	2015-4494	minimap2_PAF	UNROOTED
NBPF_core	L~chr1_16651438_16658629	RB~NBPF_core~41	CONTAINS	RNA	0.9658	0.5007	+	2015-4494	1868-3741	minimap2_PAF	UNROOTED
NBPF_core	L~chr1_145721210_145740087	L~chr1_148676047_148680542	RNA_HOMOLOGY	RNA	0.9883	0.5007	+	1868-3741	1893-4378	fresh_Er	UNROOTED
NBPF_core	L~chr1_145721210_145740087	RB~NBPF_core~42	CONTAINS	RNA	0.9883	0.5007	+	1868-3741	1893-4378	minimap2_PAF	UNROOTED
NBPF_core	L~chr1_148676047_148680542	RB~NBPF_core~42	CONTAINS	RNA	0.9883	0.5007	+	1893-4378	1868-3741	minimap2_PAF	UNROOTED
NBPF_core	L~chr1_146189554_146215274	L~chr1_146679786_146702814	RNA_HOMOLOGY	RNA	0.9811	0.9941	+	2662-5689	18-3034	fresh_Er	UNROOTED
NBPF_core	L~chr1_146189554_146215274	RB~NBPF_core~43	CONTAINS	RNA	0.9811	0.9941	+	2662-5689	18-3034	minimap2_PAF	UNROOTED
NBPF_core	L~chr1_146679786_146702814	RB~NBPF_core~43	CONTAINS	RNA	0.9811	0.9941	+	18-3034	2662-5689	minimap2_PAF	UNROOTED
NBPF_core	L~chr1_146189554_146215274	L~chr1_148602579_148620962	RNA_HOMOLOGY	RNA	0.9835	0.7538	+	1027-3938	0-2905	fresh_Er	UNROOTED
NBPF_core	L~chr1_146189554_146215274	RB~NBPF_core~44	CONTAINS	RNA	0.9835	0.7538	+	1027-3938	0-2905	minimap2_PAF	UNROOTED
NBPF_core	L~chr1_148602579_148620962	RB~NBPF_core~44	CONTAINS	RNA	0.9835	0.7538	+	0-2905	1027-3938	minimap2_PAF	UNROOTED
NBPF_core	L~chr1_146679786_146702814	L~chr1_148602579_148620962	RNA_HOMOLOGY	RNA	0.9760	0.5758	+	1287-3034	2098-3849	fresh_Er	UNROOTED
NBPF_core	L~chr1_146679786_146702814	RB~NBPF_core~45	CONTAINS	RNA	0.9760	0.5758	+	1287-3034	2098-3849	minimap2_PAF	UNROOTED
NBPF_core	L~chr1_148602579_148620962	RB~NBPF_core~45	CONTAINS	RNA	0.9760	0.5758	+	2098-3849	1287-3034	minimap2_PAF	UNROOTED
NBPF_core	L~chr1_147812240_147817768	L~chr1_16651438_16658629	RNA_HOMOLOGY	RNA	0.9010	1.0000	+	0-4190	653-4599	fresh_Er	UNROOTED
NBPF_core	L~chr1_147812240_147817768	RB~NBPF_core~46	CONTAINS	RNA	0.9010	1.0000	+	0-4190	653-4599	minimap2_PAF	UNROOTED
NBPF_core	L~chr1_16651438_16658629	RB~NBPF_core~46	CONTAINS	RNA	0.9010	1.0000	+	653-4599	0-4190	minimap2_PAF	UNROOTED
NBPF_core	L~chr1_147812240_147817768	L~chr1_148676047_148680542	RNA_HOMOLOGY	RNA	0.9097	1.0000	+	0-4190	533-4482	fresh_Er	UNROOTED
NBPF_core	L~chr1_147812240_147817768	RB~NBPF_core~47	CONTAINS	RNA	0.9097	1.0000	+	0-4190	533-4482	minimap2_PAF	UNROOTED
NBPF_core	L~chr1_148676047_148680542	RB~NBPF_core~47	CONTAINS	RNA	0.9097	1.0000	+	533-4482	0-4190	minimap2_PAF	UNROOTED
NBPF_core	L~chr1_16651438_16658629	L~chr1_148676047_148680542	RNA_HOMOLOGY	RNA	0.9728	1.0000	+	120-4612	0-4495	fresh_Er	UNROOTED
NBPF_core	L~chr1_16651438_16658629	RB~NBPF_core~48	CONTAINS	RNA	0.9728	1.0000	+	120-4612	0-4495	minimap2_PAF	UNROOTED
NBPF_core	L~chr1_148676047_148680542	RB~NBPF_core~48	CONTAINS	RNA	0.9728	1.0000	+	0-4495	120-4612	minimap2_PAF	UNROOTED
NBPF_core	L~chr1_144475892_144478091	L~chr1_16004106_16009694	DNA_DUPLICATION	DNA	0.9772	1.0000	-	0-2199	973-3161	DNA_ONLY	UNROOTED
NBPF_core	L~chr1_144475892_144478091	DB~NBPF_core~0	CONTAINS	DNA	0.9772	1.0000	-	0-2199	973-3161	minimap2_PAF	UNROOTED
NBPF_core	L~chr1_16004106_16009694	DB~NBPF_core~0	CONTAINS	DNA	0.9772	1.0000	-	973-3161	0-2199	minimap2_PAF	UNROOTED
NBPF_core	L~chr1_144475892_144478091	L~chr1_16197030_16220874	DNA_DUPLICATION	DNA	0.9756	1.0000	-	0-2199	21653-23822	DNA_ONLY	UNROOTED
NBPF_core	L~chr1_144475892_144478091	DB~NBPF_core~1	CONTAINS	DNA	0.9756	1.0000	-	0-2199	21653-23822	minimap2_PAF	UNROOTED
NBPF_core	L~chr1_16197030_16220874	DB~NBPF_core~1	CONTAINS	DNA	0.9756	1.0000	-	21653-23822	0-2199	minimap2_PAF	UNROOTED
NBPF_core	L~chr1_144475892_144478091	L~chr1_16651438_16658629	DNA_DUPLICATION	DNA	0.9777	0.9482	-	0-2085	0-2063	DNA_ONLY	UNROOTED
NBPF_core	L~chr1_144475892_144478091	DB~NBPF_core~2	CONTAINS	DNA	0.9777	0.9482	-	0-2085	0-2063	minimap2_PAF	UNROOTED
NBPF_core	L~chr1_16651438_16658629	DB~NBPF_core~2	CONTAINS	DNA	0.9777	0.9482	-	0-2063	0-2085	minimap2_PAF	UNROOTED
NBPF_core	L~chr1_144475892_144478091	L~chr1_21264317_21308828	DNA_DUPLICATION	DNA	0.9287	0.9918	-	18-2199	39985-42120	DNA_ONLY	UNROOTED
NBPF_core	L~chr1_144475892_144478091	DB~NBPF_core~3	CONTAINS	DNA	0.9287	0.9918	-	18-2199	39985-42120	minimap2_PAF	UNROOTED
NBPF_core	L~chr1_21264317_21308828	DB~NBPF_core~3	CONTAINS	DNA	0.9287	0.9918	-	39985-42120	18-2199	minimap2_PAF	UNROOTED
NBPF_core	L~chr1_144475892_144478091	L~chr1_120818528_120841268	DNA_DUPLICATION	DNA	0.9922	1.0000	-	0-2199	20547-22732	DNA_ONLY	UNROOTED
NBPF_core	L~chr1_144475892_144478091	DB~NBPF_core~4	CONTAINS	DNA	0.9922	1.0000	-	0-2199	20547-22732	minimap2_PAF	UNROOTED
NBPF_core	L~chr1_120818528_120841268	DB~NBPF_core~4	CONTAINS	DNA	0.9922	1.0000	-	20547-22732	0-2199	minimap2_PAF	UNROOTED
NBPF_core	L~chr1_144475892_144478091	L~chr1_144498118_144521381	DNA_DUPLICATION	DNA	0.9968	1.0000	-	0-2199	21021-23230	DNA_ONLY	UNROOTED
NBPF_core	L~chr1_144475892_144478091	DB~NBPF_core~5	CONTAINS	DNA	0.9968	1.0000	-	0-2199	21021-23230	minimap2_PAF	UNROOTED
NBPF_core	L~chr1_144498118_144521381	DB~NBPF_core~5	CONTAINS	DNA	0.9968	1.0000	-	21021-23230	0-2199	minimap2_PAF	UNROOTED
NBPF_core	L~chr1_144475892_144478091	L~chr1_145181583_145189075	DNA_DUPLICATION	DNA	0.8746	0.9955	-	0-2189	2802-4949	DNA_ONLY	UNROOTED
NBPF_core	L~chr1_144475892_144478091	DB~NBPF_core~6	CONTAINS	DNA	0.8746	0.9955	-	0-2189	2802-4949	minimap2_PAF	UNROOTED
NBPF_core	L~chr1_145181583_145189075	DB~NBPF_core~6	CONTAINS	DNA	0.8746	0.9955	-	2802-4949	0-2189	minimap2_PAF	UNROOTED
NBPF_core	L~chr1_144475892_144478091	L~chr1_145721210_145740087	DNA_DUPLICATION	DNA	0.9941	1.0000	-	0-2199	14245-16440	DNA_ONLY	UNROOTED
NBPF_core	L~chr1_144475892_144478091	DB~NBPF_core~7	CONTAINS	DNA	0.9941	1.0000	-	0-2199	14245-16440	minimap2_PAF	UNROOTED
NBPF_core	L~chr1_145721210_145740087	DB~NBPF_core~7	CONTAINS	DNA	0.9941	1.0000	-	14245-16440	0-2199	minimap2_PAF	UNROOTED
NBPF_core	L~chr1_144475892_144478091	L~chr1_146189554_146215274	DNA_DUPLICATION	DNA	0.9891	1.0000	-	0-2199	23495-25698	DNA_ONLY	UNROOTED
NBPF_core	L~chr1_144475892_144478091	DB~NBPF_core~8	CONTAINS	DNA	0.9891	1.0000	-	0-2199	23495-25698	minimap2_PAF	UNROOTED
NBPF_core	L~chr1_146189554_146215274	DB~NBPF_core~8	CONTAINS	DNA	0.9891	1.0000	-	23495-25698	0-2199	minimap2_PAF	UNROOTED
NBPF_core	L~chr1_144475892_144478091	L~chr1_146679786_146702814	DNA_DUPLICATION	DNA	0.9754	1.0000	-	0-2199	20818-23021	DNA_ONLY	UNROOTED
NBPF_core	L~chr1_144475892_144478091	DB~NBPF_core~9	CONTAINS	DNA	0.9754	1.0000	-	0-2199	20818-23021	minimap2_PAF	UNROOTED
NBPF_core	L~chr1_146679786_146702814	DB~NBPF_core~9	CONTAINS	DNA	0.9754	1.0000	-	20818-23021	0-2199	minimap2_PAF	UNROOTED
NBPF_core	L~chr1_144475892_144478091	L~chr1_147812240_147817768	DNA_DUPLICATION	DNA	0.9764	1.0000	-	0-2199	767-2975	DNA_ONLY	UNROOTED
NBPF_core	L~chr1_144475892_144478091	DB~NBPF_core~10	CONTAINS	DNA	0.9764	1.0000	-	0-2199	767-2975	minimap2_PAF	UNROOTED
NBPF_core	L~chr1_147812240_147817768	DB~NBPF_core~10	CONTAINS	DNA	0.9764	1.0000	-	767-2975	0-2199	minimap2_PAF	UNROOTED
NBPF_core	L~chr1_144475892_144478091	L~chr1_148602579_148620962	DNA_DUPLICATION	DNA	0.9877	1.0000	-	0-2199	16178-18371	DNA_ONLY	UNROOTED
NBPF_core	L~chr1_144475892_144478091	DB~NBPF_core~11	CONTAINS	DNA	0.9877	1.0000	-	0-2199	16178-18371	minimap2_PAF	UNROOTED
NBPF_core	L~chr1_148602579_148620962	DB~NBPF_core~11	CONTAINS	DNA	0.9877	1.0000	-	16178-18371	0-2199	minimap2_PAF	UNROOTED
NBPF_core	L~chr1_144475892_144478091	L~chr1_148676047_148680542	DNA_DUPLICATION	DNA	0.9851	0.8936	-	0-1965	0-1941	DNA_ONLY	UNROOTED
NBPF_core	L~chr1_144475892_144478091	DB~NBPF_core~12	CONTAINS	DNA	0.9851	0.8936	-	0-1965	0-1941	minimap2_PAF	UNROOTED
NBPF_core	L~chr1_148676047_148680542	DB~NBPF_core~12	CONTAINS	DNA	0.9851	0.8936	-	0-1941	0-1965	minimap2_PAF	UNROOTED
NBPF_core	L~chr1_16004106_16009694	L~chr1_16197030_16220874	DNA_DUPLICATION	DNA	0.8298	0.7561	+	30-4255	19135-23315	DNA_ONLY	UNROOTED
NBPF_core	L~chr1_16004106_16009694	DB~NBPF_core~13	CONTAINS	DNA	0.8298	0.7561	+	30-4255	19135-23315	minimap2_PAF	UNROOTED
NBPF_core	L~chr1_16197030_16220874	DB~NBPF_core~13	CONTAINS	DNA	0.8298	0.7561	+	19135-23315	30-4255	minimap2_PAF	UNROOTED
NBPF_core	L~chr1_16004106_16009694	L~chr1_16651438_16658629	DNA_DUPLICATION	DNA	0.9918	0.8055	+	1087-5588	0-4494	RNA_DNA	UNROOTED
NBPF_core	L~chr1_16004106_16009694	DB~NBPF_core~14	CONTAINS	DNA	0.9918	0.8055	+	1087-5588	0-4494	minimap2_PAF	UNROOTED
NBPF_core	L~chr1_16651438_16658629	DB~NBPF_core~14	CONTAINS	DNA	0.9918	0.8055	+	0-4494	1087-5588	minimap2_PAF	UNROOTED
NBPF_core	L~chr1_16004106_16009694	L~chr1_21264317_21308828	DNA_DUPLICATION	DNA	0.9211	0.9946	+	30-5588	38976-44508	RNA_DNA	UNROOTED
NBPF_core	L~chr1_16004106_16009694	DB~NBPF_core~15	CONTAINS	DNA	0.9211	0.9946	+	30-5588	38976-44508	minimap2_PAF	UNROOTED
NBPF_core	L~chr1_21264317_21308828	DB~NBPF_core~15	CONTAINS	DNA	0.9211	0.9946	+	38976-44508	30-5588	minimap2_PAF	UNROOTED
NBPF_core	L~chr1_16004106_16009694	L~chr1_120818528_120841268	DNA_DUPLICATION	DNA	0.8335	0.7475	+	48-4225	18067-22195	DNA_ONLY	UNROOTED
NBPF_core	L~chr1_16004106_16009694	DB~NBPF_core~16	CONTAINS	DNA	0.8335	0.7475	+	48-4225	18067-22195	minimap2_PAF	UNROOTED
NBPF_core	L~chr1_120818528_120841268	DB~NBPF_core~16	CONTAINS	DNA	0.8335	0.7475	+	18067-22195	48-4225	minimap2_PAF	UNROOTED
NBPF_core	L~chr1_16004106_16009694	L~chr1_144498118_144521381	DNA_DUPLICATION	DNA	0.8317	0.7507	+	30-4225	18493-22693	DNA_ONLY	UNROOTED
NBPF_core	L~chr1_16004106_16009694	DB~NBPF_core~17	CONTAINS	DNA	0.8317	0.7507	+	30-4225	18493-22693	minimap2_PAF	UNROOTED
NBPF_core	L~chr1_144498118_144521381	DB~NBPF_core~17	CONTAINS	DNA	0.8317	0.7507	+	18493-22693	30-4225	minimap2_PAF	UNROOTED
