gene_a	chrom_a	gene_b	chrom_b	core_cov	core_ident	same_chrom
LOC129523578	NC_086017.1	LOC129532378	NC_086017.1	1.0	1.0	1
LOC129523578	NC_086017.1	LOC129532381	NC_086017.1	1.0	1.0	1
LOC129523578	NC_086017.1	LOC129532382	NC_086017.1	1.0	1.0	1
LOC129523578	NC_086017.1	LOC129532414	NC_086017.1	1.0	1.0	1
LOC129523578	NC_086017.1	LOC129532417	NC_086017.1	1.0	1.0	1
LOC129523578	NC_086017.1	LOC129532418	NC_086017.1	1.0	1.0	1
LOC129523578	NC_086017.1	LOC129532419	NC_086017.1	1.0	1.0	1
LOC129523578	NC_086017.1	LOC129532420	NC_086017.1	1.0	1.0	1
LOC129523578	NC_086017.1	LOC129532421	NC_086017.1	1.0	1.0	1
LOC129523578	NC_086017.1	LOC129532423	NC_086017.1	1.0	1.0	1
LOC129523578	NC_086017.1	LOC129532425	NC_086017.1	1.0	1.0	1
LOC129523578	NC_086017.1	LOC134757997	NC_086017.1	1.0	1.0	1
LOC129523578	NC_086017.1	LOC134757998	NC_086017.1	1.0	1.0	1
LOC129523578	NC_086017.1	LOC134757999	NC_086017.1	1.0	1.0	1
LOC129523578	NC_086017.1	LOC134758000	NC_086017.1	1.0	1.0	1
LOC129523578	NC_086017.1	LOC134758001	NC_086017.1	1.0	1.0	1
LOC129523578	NC_086017.1	LOC134758002	NC_086017.1	1.0	1.0	1
LOC129523578	NC_086017.1	LOC134758003	NC_086017.1	1.0	1.0	1
LOC129523578	NC_086017.1	LOC134758004	NC_086017.1	1.0	1.0	1
LOC129523578	NC_086017.1	LOC134758005	NC_086017.1	1.0	1.0	1
LOC129523578	NC_086017.1	LOC134758006	NC_086017.1	1.0	1.0	1
LOC129523578	NC_086017.1	LOC134758007	NC_086017.1	1.0	1.0	1
LOC129523578	NC_086017.1	LOC134758008	NC_086017.1	1.0	1.0	1
LOC129532360	NC_086017.1	LOC129532377	NC_086017.1	1.0	1.0	1
LOC129532360	NC_086017.1	LOC129532378	NC_086017.1	1.0	1.0	1
LOC129532360	NC_086017.1	LOC129532381	NC_086017.1	1.0	1.0	1
LOC129532360	NC_086017.1	LOC129532382	NC_086017.1	1.0	1.0	1
LOC129532360	NC_086017.1	LOC129532414	NC_086017.1	1.0	1.0	1
LOC129532360	NC_086017.1	LOC129532417	NC_086017.1	1.0	1.0	1
LOC129532360	NC_086017.1	LOC129532418	NC_086017.1	1.0	1.0	1
LOC129532360	NC_086017.1	LOC129532419	NC_086017.1	1.0	1.0	1
LOC129532360	NC_086017.1	LOC129532420	NC_086017.1	1.0	1.0	1
LOC129532360	NC_086017.1	LOC129532421	NC_086017.1	1.0	1.0	1
LOC129532360	NC_086017.1	LOC129532423	NC_086017.1	1.0	1.0	1
LOC129532360	NC_086017.1	LOC129532425	NC_086017.1	1.0	1.0	1
LOC129532360	NC_086017.1	LOC134757997	NC_086017.1	1.0	1.0	1
LOC129532360	NC_086017.1	LOC134757998	NC_086017.1	1.0	1.0	1
LOC129532360	NC_086017.1	LOC134757999	NC_086017.1	1.0	1.0	1
LOC129532360	NC_086017.1	LOC134758000	NC_086017.1	1.0	1.0	1
LOC129532360	NC_086017.1	LOC134758001	NC_086017.1	1.0	1.0	1
LOC129532360	NC_086017.1	LOC134758002	NC_086017.1	1.0	1.0	1
LOC129532360	NC_086017.1	LOC134758003	NC_086017.1	1.0	1.0	1
LOC129532360	NC_086017.1	LOC134758004	NC_086017.1	1.0	1.0	1
LOC129532360	NC_086017.1	LOC134758005	NC_086017.1	1.0	1.0	1
LOC129532360	NC_086017.1	LOC134758006	NC_086017.1	1.0	1.0	1
LOC129532360	NC_086017.1	LOC134758007	NC_086017.1	1.0	1.0	1
LOC129532360	NC_086017.1	LOC134758008	NC_086017.1	1.0	1.0	1
LOC129532377	NC_086017.1	LOC129532378	NC_086017.1	1.0	1.0	1
LOC129532377	NC_086017.1	LOC129532381	NC_086017.1	1.0	1.0	1
LOC129532377	NC_086017.1	LOC129532382	NC_086017.1	1.0	1.0	1
LOC129532377	NC_086017.1	LOC129532414	NC_086017.1	1.0	1.0	1
LOC129532377	NC_086017.1	LOC129532417	NC_086017.1	1.0	1.0	1
LOC129532377	NC_086017.1	LOC129532418	NC_086017.1	1.0	1.0	1
LOC129532377	NC_086017.1	LOC129532419	NC_086017.1	1.0	1.0	1
LOC129532377	NC_086017.1	LOC129532420	NC_086017.1	1.0	1.0	1
LOC129532377	NC_086017.1	LOC129532421	NC_086017.1	1.0	1.0	1
LOC129532377	NC_086017.1	LOC129532423	NC_086017.1	1.0	1.0	1
LOC129532377	NC_086017.1	LOC129532425	NC_086017.1	1.0	1.0	1
LOC129532377	NC_086017.1	LOC134757997	NC_086017.1	1.0	1.0	1
LOC129532377	NC_086017.1	LOC134757998	NC_086017.1	1.0	1.0	1
LOC129532377	NC_086017.1	LOC134757999	NC_086017.1	1.0	1.0	1
LOC129532377	NC_086017.1	LOC134758000	NC_086017.1	1.0	1.0	1
LOC129532377	NC_086017.1	LOC134758001	NC_086017.1	1.0	1.0	1
LOC129532377	NC_086017.1	LOC134758002	NC_086017.1	1.0	1.0	1
LOC129532377	NC_086017.1	LOC134758003	NC_086017.1	1.0	1.0	1
LOC129532377	NC_086017.1	LOC134758004	NC_086017.1	1.0	1.0	1
LOC129532377	NC_086017.1	LOC134758005	NC_086017.1	1.0	1.0	1
LOC129532377	NC_086017.1	LOC134758006	NC_086017.1	1.0	1.0	1
LOC129532377	NC_086017.1	LOC134758007	NC_086017.1	1.0	1.0	1
LOC129532377	NC_086017.1	LOC134758008	NC_086017.1	1.0	1.0	1
LOC129532378	NC_086017.1	LOC129532381	NC_086017.1	1.0	1.0	1
LOC129532378	NC_086017.1	LOC129532382	NC_086017.1	1.0	1.0	1
LOC129532378	NC_086017.1	LOC129532414	NC_086017.1	1.0	1.0	1
LOC129532378	NC_086017.1	LOC129532417	NC_086017.1	1.0	1.0	1
LOC129532378	NC_086017.1	LOC129532418	NC_086017.1	1.0	1.0	1
LOC129532378	NC_086017.1	LOC129532419	NC_086017.1	1.0	1.0	1
LOC129532378	NC_086017.1	LOC129532420	NC_086017.1	1.0	1.0	1
LOC129532378	NC_086017.1	LOC129532421	NC_086017.1	1.0	1.0	1
LOC129532378	NC_086017.1	LOC129532423	NC_086017.1	1.0	1.0	1
LOC129532378	NC_086017.1	LOC129532425	NC_086017.1	1.0	1.0	1
LOC129532378	NC_086017.1	LOC134757997	NC_086017.1	1.0	1.0	1
LOC129532378	NC_086017.1	LOC134757998	NC_086017.1	1.0	1.0	1
LOC129532378	NC_086017.1	LOC134757999	NC_086017.1	1.0	1.0	1
LOC129532378	NC_086017.1	LOC134758000	NC_086017.1	1.0	1.0	1
LOC129532378	NC_086017.1	LOC134758001	NC_086017.1	1.0	1.0	1
LOC129532378	NC_086017.1	LOC134758002	NC_086017.1	1.0	1.0	1
LOC129532378	NC_086017.1	LOC134758003	NC_086017.1	1.0	1.0	1
LOC129532378	NC_086017.1	LOC134758004	NC_086017.1	1.0	1.0	1
LOC129532378	NC_086017.1	LOC134758005	NC_086017.1	1.0	1.0	1
LOC129532378	NC_086017.1	LOC134758006	NC_086017.1	1.0	1.0	1
LOC129532378	NC_086017.1	LOC134758007	NC_086017.1	1.0	1.0	1
LOC129532378	NC_086017.1	LOC134758008	NC_086017.1	1.0	1.0	1
LOC129532381	NC_086017.1	LOC129532382	NC_086017.1	1.0	1.0	1
LOC129532381	NC_086017.1	LOC129532414	NC_086017.1	1.0	1.0	1
LOC129532381	NC_086017.1	LOC129532417	NC_086017.1	1.0	1.0	1
LOC129532381	NC_086017.1	LOC129532418	NC_086017.1	1.0	1.0	1
LOC129532381	NC_086017.1	LOC129532419	NC_086017.1	1.0	1.0	1
LOC129532381	NC_086017.1	LOC129532420	NC_086017.1	1.0	1.0	1
LOC129532381	NC_086017.1	LOC129532421	NC_086017.1	1.0	1.0	1
LOC129532381	NC_086017.1	LOC129532423	NC_086017.1	1.0	1.0	1
LOC129532381	NC_086017.1	LOC129532425	NC_086017.1	1.0	1.0	1
LOC129532381	NC_086017.1	LOC134757997	NC_086017.1	1.0	1.0	1
LOC129532381	NC_086017.1	LOC134757998	NC_086017.1	1.0	1.0	1
LOC129532381	NC_086017.1	LOC134757999	NC_086017.1	1.0	1.0	1
LOC129532381	NC_086017.1	LOC134758000	NC_086017.1	1.0	1.0	1
LOC129532381	NC_086017.1	LOC134758001	NC_086017.1	1.0	1.0	1
LOC129532381	NC_086017.1	LOC134758002	NC_086017.1	1.0	1.0	1
LOC129532381	NC_086017.1	LOC134758003	NC_086017.1	1.0	1.0	1
LOC129532381	NC_086017.1	LOC134758004	NC_086017.1	1.0	1.0	1
LOC129532381	NC_086017.1	LOC134758005	NC_086017.1	1.0	1.0	1
LOC129532381	NC_086017.1	LOC134758006	NC_086017.1	1.0	1.0	1
LOC129532381	NC_086017.1	LOC134758007	NC_086017.1	1.0	1.0	1
LOC129532381	NC_086017.1	LOC134758008	NC_086017.1	1.0	1.0	1
LOC129532382	NC_086017.1	LOC129532414	NC_086017.1	1.0	1.0	1
LOC129532382	NC_086017.1	LOC129532417	NC_086017.1	1.0	1.0	1
LOC129532382	NC_086017.1	LOC129532418	NC_086017.1	1.0	1.0	1
LOC129532382	NC_086017.1	LOC129532419	NC_086017.1	1.0	1.0	1
LOC129532382	NC_086017.1	LOC129532420	NC_086017.1	1.0	1.0	1
LOC129532382	NC_086017.1	LOC129532421	NC_086017.1	1.0	1.0	1
LOC129532382	NC_086017.1	LOC129532423	NC_086017.1	1.0	1.0	1
LOC129532382	NC_086017.1	LOC129532425	NC_086017.1	1.0	1.0	1
LOC129532382	NC_086017.1	LOC134757997	NC_086017.1	1.0	1.0	1
LOC129532382	NC_086017.1	LOC134757998	NC_086017.1	1.0	1.0	1
LOC129532382	NC_086017.1	LOC134757999	NC_086017.1	1.0	1.0	1
LOC129532382	NC_086017.1	LOC134758000	NC_086017.1	1.0	1.0	1
LOC129532382	NC_086017.1	LOC134758001	NC_086017.1	1.0	1.0	1
LOC129532382	NC_086017.1	LOC134758002	NC_086017.1	1.0	1.0	1
LOC129532382	NC_086017.1	LOC134758003	NC_086017.1	1.0	1.0	1
LOC129532382	NC_086017.1	LOC134758004	NC_086017.1	1.0	1.0	1
LOC129532382	NC_086017.1	LOC134758005	NC_086017.1	1.0	1.0	1
LOC129532382	NC_086017.1	LOC134758006	NC_086017.1	1.0	1.0	1
LOC129532382	NC_086017.1	LOC134758007	NC_086017.1	1.0	1.0	1
LOC129532382	NC_086017.1	LOC134758008	NC_086017.1	1.0	1.0	1
LOC129532414	NC_086017.1	LOC129532417	NC_086017.1	1.0	1.0	1
LOC129532414	NC_086017.1	LOC129532418	NC_086017.1	1.0	1.0	1
LOC129532414	NC_086017.1	LOC129532419	NC_086017.1	1.0	1.0	1
LOC129532414	NC_086017.1	LOC129532420	NC_086017.1	1.0	1.0	1
LOC129532414	NC_086017.1	LOC129532421	NC_086017.1	1.0	1.0	1
LOC129532414	NC_086017.1	LOC129532423	NC_086017.1	1.0	1.0	1
LOC129532414	NC_086017.1	LOC129532425	NC_086017.1	1.0	1.0	1
LOC129532414	NC_086017.1	LOC134757997	NC_086017.1	1.0	1.0	1
LOC129532414	NC_086017.1	LOC134757998	NC_086017.1	1.0	1.0	1
LOC129532414	NC_086017.1	LOC134757999	NC_086017.1	1.0	1.0	1
LOC129532414	NC_086017.1	LOC134758000	NC_086017.1	1.0	1.0	1
LOC129532414	NC_086017.1	LOC134758001	NC_086017.1	1.0	1.0	1
LOC129532414	NC_086017.1	LOC134758002	NC_086017.1	1.0	1.0	1
LOC129532414	NC_086017.1	LOC134758003	NC_086017.1	1.0	1.0	1
LOC129532414	NC_086017.1	LOC134758004	NC_086017.1	1.0	1.0	1
LOC129532414	NC_086017.1	LOC134758005	NC_086017.1	1.0	1.0	1
LOC129532414	NC_086017.1	LOC134758006	NC_086017.1	1.0	1.0	1
LOC129532414	NC_086017.1	LOC134758007	NC_086017.1	1.0	1.0	1
LOC129532414	NC_086017.1	LOC134758008	NC_086017.1	1.0	1.0	1
LOC129532417	NC_086017.1	LOC129532418	NC_086017.1	1.0	1.0	1
LOC129532417	NC_086017.1	LOC129532419	NC_086017.1	1.0	1.0	1
LOC129532417	NC_086017.1	LOC129532420	NC_086017.1	1.0	1.0	1
LOC129532417	NC_086017.1	LOC129532421	NC_086017.1	1.0	1.0	1
LOC129532417	NC_086017.1	LOC129532423	NC_086017.1	1.0	1.0	1
LOC129532417	NC_086017.1	LOC129532425	NC_086017.1	1.0	1.0	1
LOC129532417	NC_086017.1	LOC134757997	NC_086017.1	1.0	1.0	1
LOC129532417	NC_086017.1	LOC134757998	NC_086017.1	1.0	1.0	1
LOC129532417	NC_086017.1	LOC134757999	NC_086017.1	1.0	1.0	1
LOC129532417	NC_086017.1	LOC134758000	NC_086017.1	1.0	1.0	1
LOC129532417	NC_086017.1	LOC134758001	NC_086017.1	1.0	1.0	1
LOC129532417	NC_086017.1	LOC134758002	NC_086017.1	1.0	1.0	1
LOC129532417	NC_086017.1	LOC134758003	NC_086017.1	1.0	1.0	1
LOC129532417	NC_086017.1	LOC134758004	NC_086017.1	1.0	1.0	1
LOC129532417	NC_086017.1	LOC134758005	NC_086017.1	1.0	1.0	1
LOC129532417	NC_086017.1	LOC134758006	NC_086017.1	1.0	1.0	1
LOC129532417	NC_086017.1	LOC134758007	NC_086017.1	1.0	1.0	1
LOC129532417	NC_086017.1	LOC134758008	NC_086017.1	1.0	1.0	1
LOC129532418	NC_086017.1	LOC129532419	NC_086017.1	1.0	1.0	1
LOC129532418	NC_086017.1	LOC129532421	NC_086017.1	1.0	1.0	1
LOC129532418	NC_086017.1	LOC129532423	NC_086017.1	1.0	1.0	1
LOC129532418	NC_086017.1	LOC129532425	NC_086017.1	1.0	1.0	1
LOC129532418	NC_086017.1	LOC134757997	NC_086017.1	1.0	1.0	1
LOC129532418	NC_086017.1	LOC134757998	NC_086017.1	1.0	1.0	1
LOC129532418	NC_086017.1	LOC134757999	NC_086017.1	1.0	1.0	1
LOC129532418	NC_086017.1	LOC134758000	NC_086017.1	1.0	1.0	1
LOC129532418	NC_086017.1	LOC134758001	NC_086017.1	1.0	1.0	1
LOC129532418	NC_086017.1	LOC134758002	NC_086017.1	1.0	1.0	1
LOC129532418	NC_086017.1	LOC134758003	NC_086017.1	1.0	1.0	1
LOC129532419	NC_086017.1	LOC129532420	NC_086017.1	1.0	1.0	1
LOC129532419	NC_086017.1	LOC129532421	NC_086017.1	1.0	1.0	1
LOC129532419	NC_086017.1	LOC129532423	NC_086017.1	1.0	1.0	1
LOC129532419	NC_086017.1	LOC129532425	NC_086017.1	1.0	1.0	1
LOC129532419	NC_086017.1	LOC134757997	NC_086017.1	1.0	1.0	1
LOC129532419	NC_086017.1	LOC134757998	NC_086017.1	1.0	1.0	1
LOC129532419	NC_086017.1	LOC134757999	NC_086017.1	1.0	1.0	1
LOC129532419	NC_086017.1	LOC134758000	NC_086017.1	1.0	1.0	1
LOC129532419	NC_086017.1	LOC134758001	NC_086017.1	1.0	1.0	1
LOC129532419	NC_086017.1	LOC134758002	NC_086017.1	1.0	1.0	1
LOC129532419	NC_086017.1	LOC134758003	NC_086017.1	1.0	1.0	1
LOC129532419	NC_086017.1	LOC134758004	NC_086017.1	1.0	1.0	1
LOC129532419	NC_086017.1	LOC134758005	NC_086017.1	1.0	1.0	1
LOC129532419	NC_086017.1	LOC134758006	NC_086017.1	1.0	1.0	1
LOC129532419	NC_086017.1	LOC134758007	NC_086017.1	1.0	1.0	1
LOC129532419	NC_086017.1	LOC134758008	NC_086017.1	1.0	1.0	1
LOC129532420	NC_086017.1	LOC129532421	NC_086017.1	1.0	1.0	1
LOC129532420	NC_086017.1	LOC129532423	NC_086017.1	1.0	1.0	1
LOC129532420	NC_086017.1	LOC129532425	NC_086017.1	1.0	1.0	1
LOC129532420	NC_086017.1	LOC134757997	NC_086017.1	1.0	1.0	1
LOC129532420	NC_086017.1	LOC134757998	NC_086017.1	1.0	1.0	1
LOC129532420	NC_086017.1	LOC134757999	NC_086017.1	1.0	1.0	1
LOC129532420	NC_086017.1	LOC134758000	NC_086017.1	1.0	1.0	1
LOC129532420	NC_086017.1	LOC134758001	NC_086017.1	1.0	1.0	1
LOC129532420	NC_086017.1	LOC134758002	NC_086017.1	1.0	1.0	1
LOC129532420	NC_086017.1	LOC134758003	NC_086017.1	1.0	1.0	1
LOC129532421	NC_086017.1	LOC129532423	NC_086017.1	1.0	1.0	1
LOC129532421	NC_086017.1	LOC129532425	NC_086017.1	1.0	1.0	1
LOC129532421	NC_086017.1	LOC134757997	NC_086017.1	1.0	1.0	1
LOC129532421	NC_086017.1	LOC134757998	NC_086017.1	1.0	1.0	1
LOC129532421	NC_086017.1	LOC134757999	NC_086017.1	1.0	1.0	1
LOC129532421	NC_086017.1	LOC134758000	NC_086017.1	1.0	1.0	1
LOC129532421	NC_086017.1	LOC134758001	NC_086017.1	1.0	1.0	1
LOC129532421	NC_086017.1	LOC134758002	NC_086017.1	1.0	1.0	1
LOC129532421	NC_086017.1	LOC134758003	NC_086017.1	1.0	1.0	1
LOC129532421	NC_086017.1	LOC134758004	NC_086017.1	1.0	1.0	1
LOC129532421	NC_086017.1	LOC134758005	NC_086017.1	1.0	1.0	1
LOC129532421	NC_086017.1	LOC134758006	NC_086017.1	1.0	1.0	1
LOC129532421	NC_086017.1	LOC134758007	NC_086017.1	1.0	1.0	1
LOC129532421	NC_086017.1	LOC134758008	NC_086017.1	1.0	1.0	1
LOC129532423	NC_086017.1	LOC129532425	NC_086017.1	1.0	1.0	1
LOC129532423	NC_086017.1	LOC134757997	NC_086017.1	1.0	1.0	1
LOC129532423	NC_086017.1	LOC134757998	NC_086017.1	1.0	1.0	1
LOC129532423	NC_086017.1	LOC134757999	NC_086017.1	1.0	1.0	1
LOC129532423	NC_086017.1	LOC134758000	NC_086017.1	1.0	1.0	1
LOC129532423	NC_086017.1	LOC134758001	NC_086017.1	1.0	1.0	1
LOC129532423	NC_086017.1	LOC134758002	NC_086017.1	1.0	1.0	1
LOC129532423	NC_086017.1	LOC134758003	NC_086017.1	1.0	1.0	1
LOC129532423	NC_086017.1	LOC134758004	NC_086017.1	1.0	1.0	1
LOC129532423	NC_086017.1	LOC134758005	NC_086017.1	1.0	1.0	1
LOC129532423	NC_086017.1	LOC134758006	NC_086017.1	1.0	1.0	1
LOC129532423	NC_086017.1	LOC134758007	NC_086017.1	1.0	1.0	1
LOC129532423	NC_086017.1	LOC134758008	NC_086017.1	1.0	1.0	1
LOC129532425	NC_086017.1	LOC134757997	NC_086017.1	1.0	1.0	1
LOC129532425	NC_086017.1	LOC134757998	NC_086017.1	1.0	1.0	1
LOC129532425	NC_086017.1	LOC134757999	NC_086017.1	1.0	1.0	1
LOC129532425	NC_086017.1	LOC134758000	NC_086017.1	1.0	1.0	1
LOC129532425	NC_086017.1	LOC134758001	NC_086017.1	1.0	1.0	1
LOC129532425	NC_086017.1	LOC134758002	NC_086017.1	1.0	1.0	1
LOC129532425	NC_086017.1	LOC134758003	NC_086017.1	1.0	1.0	1
LOC129532425	NC_086017.1	LOC134758004	NC_086017.1	1.0	1.0	1
LOC129532425	NC_086017.1	LOC134758005	NC_086017.1	1.0	1.0	1
LOC129532425	NC_086017.1	LOC134758006	NC_086017.1	1.0	1.0	1
LOC129532425	NC_086017.1	LOC134758007	NC_086017.1	1.0	1.0	1
LOC129532425	NC_086017.1	LOC134758008	NC_086017.1	1.0	1.0	1
LOC134757997	NC_086017.1	LOC134757998	NC_086017.1	1.0	1.0	1
LOC134757997	NC_086017.1	LOC134757999	NC_086017.1	1.0	1.0	1
LOC134757997	NC_086017.1	LOC134758000	NC_086017.1	1.0	1.0	1
LOC134757997	NC_086017.1	LOC134758001	NC_086017.1	1.0	1.0	1
LOC134757997	NC_086017.1	LOC134758002	NC_086017.1	1.0	1.0	1
LOC134757997	NC_086017.1	LOC134758003	NC_086017.1	1.0	1.0	1
LOC134757997	NC_086017.1	LOC134758004	NC_086017.1	1.0	1.0	1
LOC134757997	NC_086017.1	LOC134758005	NC_086017.1	1.0	1.0	1
LOC134757997	NC_086017.1	LOC134758006	NC_086017.1	1.0	1.0	1
LOC134757997	NC_086017.1	LOC134758007	NC_086017.1	1.0	1.0	1
LOC134757997	NC_086017.1	LOC134758008	NC_086017.1	1.0	1.0	1
LOC134757998	NC_086017.1	LOC134757999	NC_086017.1	1.0	1.0	1
LOC134757998	NC_086017.1	LOC134758000	NC_086017.1	1.0	1.0	1
LOC134757998	NC_086017.1	LOC134758001	NC_086017.1	1.0	1.0	1
LOC134757998	NC_086017.1	LOC134758002	NC_086017.1	1.0	1.0	1
LOC134757998	NC_086017.1	LOC134758003	NC_086017.1	1.0	1.0	1
LOC134757998	NC_086017.1	LOC134758004	NC_086017.1	1.0	1.0	1
LOC134757998	NC_086017.1	LOC134758005	NC_086017.1	1.0	1.0	1
LOC134757998	NC_086017.1	LOC134758006	NC_086017.1	1.0	1.0	1
LOC134757998	NC_086017.1	LOC134758007	NC_086017.1	1.0	1.0	1
LOC134757998	NC_086017.1	LOC134758008	NC_086017.1	1.0	1.0	1
LOC134757999	NC_086017.1	LOC134758000	NC_086017.1	1.0	1.0	1
LOC134757999	NC_086017.1	LOC134758001	NC_086017.1	1.0	1.0	1
LOC134757999	NC_086017.1	LOC134758002	NC_086017.1	1.0	1.0	1
LOC134757999	NC_086017.1	LOC134758003	NC_086017.1	1.0	1.0	1
LOC134757999	NC_086017.1	LOC134758004	NC_086017.1	1.0	1.0	1
LOC134757999	NC_086017.1	LOC134758005	NC_086017.1	1.0	1.0	1
LOC134757999	NC_086017.1	LOC134758006	NC_086017.1	1.0	1.0	1
LOC134757999	NC_086017.1	LOC134758007	NC_086017.1	1.0	1.0	1
LOC134757999	NC_086017.1	LOC134758008	NC_086017.1	1.0	1.0	1
LOC134758000	NC_086017.1	LOC134758001	NC_086017.1	1.0	1.0	1
LOC134758000	NC_086017.1	LOC134758002	NC_086017.1	1.0	1.0	1
LOC134758000	NC_086017.1	LOC134758003	NC_086017.1	1.0	1.0	1
LOC134758000	NC_086017.1	LOC134758004	NC_086017.1	1.0	1.0	1
LOC134758000	NC_086017.1	LOC134758005	NC_086017.1	1.0	1.0	1
LOC134758000	NC_086017.1	LOC134758006	NC_086017.1	1.0	1.0	1
LOC134758000	NC_086017.1	LOC134758007	NC_086017.1	1.0	1.0	1
LOC134758000	NC_086017.1	LOC134758008	NC_086017.1	1.0	1.0	1
LOC134758001	NC_086017.1	LOC134758002	NC_086017.1	1.0	1.0	1
LOC134758001	NC_086017.1	LOC134758003	NC_086017.1	1.0	1.0	1
LOC134758001	NC_086017.1	LOC134758004	NC_086017.1	1.0	1.0	1
LOC134758001	NC_086017.1	LOC134758005	NC_086017.1	1.0	1.0	1
LOC134758001	NC_086017.1	LOC134758006	NC_086017.1	1.0	1.0	1
LOC134758001	NC_086017.1	LOC134758007	NC_086017.1	1.0	1.0	1
LOC134758001	NC_086017.1	LOC134758008	NC_086017.1	1.0	1.0	1
LOC134758002	NC_086017.1	LOC134758003	NC_086017.1	1.0	1.0	1
LOC134758002	NC_086017.1	LOC134758004	NC_086017.1	1.0	1.0	1
LOC134758002	NC_086017.1	LOC134758005	NC_086017.1	1.0	1.0	1
LOC134758002	NC_086017.1	LOC134758006	NC_086017.1	1.0	1.0	1
LOC134758002	NC_086017.1	LOC134758007	NC_086017.1	1.0	1.0	1
LOC134758002	NC_086017.1	LOC134758008	NC_086017.1	1.0	1.0	1
LOC134758003	NC_086017.1	LOC134758004	NC_086017.1	1.0	1.0	1
LOC134758003	NC_086017.1	LOC134758005	NC_086017.1	1.0	1.0	1
LOC134758003	NC_086017.1	LOC134758006	NC_086017.1	1.0	1.0	1
LOC134758003	NC_086017.1	LOC134758007	NC_086017.1	1.0	1.0	1
LOC134758003	NC_086017.1	LOC134758008	NC_086017.1	1.0	1.0	1
LOC129528187	NC_073238.2	LOC134757319	NC_073240.2	0.999	1.0	0
RNF133	NC_073230.2	RNF148	NC_073230.2	1.0	1.0	1
LOC129528711	NC_073244.2	LOC129528712	NC_073244.2	1.0	1.0	1
LOC129528711	NC_073244.2	LOC129528713	NC_073244.2	1.0	1.0	1
LOC129528711	NC_073244.2	LOC129528714	NC_073244.2	1.0	1.0	1
LOC129528712	NC_073244.2	LOC129528713	NC_073244.2	1.0	1.0	1
LOC129528712	NC_073244.2	LOC129528714	NC_073244.2	1.0	1.0	1
LOC129528713	NC_073244.2	LOC129528714	NC_073244.2	1.0	1.0	1
LOC129524397	NC_073231.2	LOC134758993	NC_073231.2	0.749	1.0	1
LOC101147718	NC_073244.2	ZNF780A	NC_073244.2	0.621	1.0	1
LOC129524357	NC_073231.2	LOC134759003	NC_073231.2	1.0	1.0	1
HRCT1	NC_073237.2	SPAAR	NC_073237.2	1.0	1.0	1
LOC129530275	NC_073248.2	LOC129530277	NC_073248.2	1.0	1.0	1
LOC129530275	NC_073248.2	LOC129530278	NC_073248.2	1.0	1.0	1
LOC129530275	NC_073248.2	LOC129530279	NC_073248.2	1.0	1.0	1
LOC129530275	NC_073248.2	LOC129530280	NC_073248.2	1.0	1.0	1
LOC129530277	NC_073248.2	LOC129530278	NC_073248.2	1.0	1.0	1
LOC129530277	NC_073248.2	LOC129530279	NC_073248.2	1.0	1.0	1
LOC129530277	NC_073248.2	LOC129530280	NC_073248.2	1.0	1.0	1
LOC129530278	NC_073248.2	LOC129530279	NC_073248.2	1.0	1.0	1
LOC129530278	NC_073248.2	LOC129530280	NC_073248.2	1.0	1.0	1
LOC129530279	NC_073248.2	LOC129530280	NC_073248.2	1.0	1.0	1
LOC101135389	NC_073240.2	LOC134757235	NC_073240.2	1.0	1.0	1
LOC115931245	NC_073243.2	LOC134757616	NC_073243.2	1.0	1.0	1
LOC115931245	NC_073243.2	LOC134757617	NC_073243.2	1.0	1.0	1
LOC134757616	NC_073243.2	LOC134757617	NC_073243.2	1.0	1.0	1
LOC109028656	NC_073232.2	LOC134756385	NC_073232.2	0.444	1.0	1
LOC101145839	NC_073237.2	LOC134756931	NC_073237.2	0.626	1.0	1
GP1BB	NC_086018.1	SEPTIN5	NC_086018.1	0.879	1.0	1
LOC129524661	NC_073237.2	LOC129528453	NC_073241.2	1.0	1.0	0
LOC129524661	NC_073237.2	LOC129528447	NC_073241.2	0.992	1.0	0
LOC129528447	NC_073241.2	LOC129528453	NC_073241.2	0.992	1.0	1
LOC115934664	NC_073228.2	LOC129533766	NC_073228.2	1.0	1.0	1
HGSNAT	NC_073231.2	LOC109028071	NC_073231.2	0.999	1.0	1
LOC101148825	NC_073247.2	LOC101149184	NC_073247.2	1.0	1.0	1
LOC101151087	NC_073244.2	LOC129528715	NC_073244.2	0.999	1.0	1
DPH1	NC_073243.2	OVCA2	NC_073243.2	0.795	1.0	1
LOC115930107	NC_073247.2	SSX4	NC_073247.2	0.527	1.0	1
LOC129523993	NC_073224.2	LOC129528382	NC_073241.2	1.0	1.0	0
LOC101142817	NC_073234.2	LOC115930181	NC_073234.2	0.371	1.0	1
LOC134757392	NC_073241.2	LOC134757414	NC_073241.2	0.535	1.0	1
LOC134756925	NC_073237.2	LOC134757413	NC_073241.2	1.0	1.0	0
LOC115934631	NC_073228.2	LOC134756429	NC_073228.2	1.0	1.0	1
LOC129524393	NC_073231.2	LOC134759085	NC_073231.2	1.0	1.0	1
LOC129525416	NC_073233.2	LOC129532807	NC_073227.2	1.0	1.0	0
LOC129524393	NC_073231.2	LOC134759084	NC_073231.2	0.541	1.0	1
LOC134759084	NC_073231.2	LOC134759085	NC_073231.2	0.541	1.0	1
