dna_family	n_copies	n_transcribed	n_well_expressed	genes
DFAM690	4	3	3	TENT5A,TENT5B,TENT5C,TENT5D
DFAM691	4	4	4	LOC101153990,TLE1,TLE2,TLE3
DFAM692	4	3	2	TLR1,TLR10,TLR2,TLR6
DFAM693	4	4	4	TM9SF1,TM9SF2,TM9SF3,TM9SF4
DFAM694	4	4	3	FAIM2,GRINA,TMBIM1,TMBIM7P
DFAM695	4	4	4	TMTC1,TMTC2,TMTC3,TMTC4
DFAM696	4	3	2	TNFAIP8,TNFAIP8L1,TNFAIP8L2,TNFAIP8L3
DFAM697	4	3	1	TRPM2,TRPM4,TRPM5,TRPM8
DFAM698	4	4	3	TRPM1,TRPM3,TRPM6,TRPM7
DFAM699	4	4	1	UNC5A,UNC5B,UNC5C,UNC5D
DFAM700	4	4	3	LOC101127370,LOC115934576,UPF3A,UPF3B
DFAM701	4	4	3	WNK1,WNK2,WNK3,WNK4
DFAM702	4	4	3	ZDHHC14,ZDHHC18,ZDHHC19,ZDHHC9
DFAM703	4	4	2	ACOT2,ACOT4,ACOT6,BAAT
DFAM704	4	3	2	ALDH3A1,ALDH3A2,ALDH3B1,ALDH3B2
DFAM705	4	4	4	ARMC10,ARMCX1,ARMCX2,ARMCX3
DFAM706	4	2	2	ARR3,ARRB1,ARRB2,SAG
DFAM707	4	3	1	ART1,ART3,ART4,ART5
DFAM708	4	3	0	ASB10,ASB16,ASB18,ASB4
DFAM709	4	1	1	ASB11,ASB5,ASB9,LOC101141853
DFAM710	4	2	0	ASIC1,ASIC2,ASIC3,ASIC4
DFAM711	4	4	3	ARNT,ARNT2,BMAL1,BMAL2
DFAM712	4	4	4	BRD2,BRD3,BRD4,BRDT
DFAM713	4	2	0	CD84,SLAMF6,SLAMF7,SLAMF9
DFAM714	4	1	0	SLC10A1,SLC10A2,SLC10A4,SLC10A6
DFAM715	4	4	3	SLC12A4,SLC12A5,SLC12A6,SLC12A7
DFAM716	4	2	1	SLC12A1,SLC12A2,SLC12A3,SLC12A9
DFAM717	4	4	1	FBXO45,SPSB1,SPSB2,SPSB4
DFAM718	4	4	2	SPTB,SPTBN1,SPTBN2,SPTBN4
DFAM719	4	3	2	SYNPR,SYP,SYPL1,SYPL2
DFAM720	4	4	3	ARRDC2,ARRDC3,ARRDC4,TXNIP
DFAM721	4	2	2	BTD,LOC101125335,VNN2,VNN3P
DFAM722	4	4	3	ZBTB10,ZBTB46,ZBTB8A,ZBTB8B
DFAM723	4	3	2	ADORA1,ADORA2A,ADORA2B,HRH2
DFAM724	4	4	3	AFF1,AFF2,AFF3,AFF4
DFAM725	4	4	4	AFG3L2,LOC101136978,SPG7,YME1L1
DFAM726	4	2	1	AOC1,AOC2,LOC101129658,LOC101132030
DFAM727	4	4	4	AP1G1,AP1G2,AP2A1,AP2A2
DFAM728	4	4	3	ATP6V0A1,ATP6V0A2,ATP6V0A4,TCIRG1
DFAM729	4	4	3	BTBD1,BTBD2,BTBD3,BTBD6
DFAM730	4	2	1	CALHM2,CALHM4,CALHM5,CALHM6
DFAM731	4	4	3	CALR,CALR3,CANX,CLGN
DFAM732	4	4	4	CALU,RCN1,RCN2,RCN3
DFAM733	4	3	2	CAMK2A,CAMK2B,CAMK2D,CAMK2G
DFAM734	4	1	1	CASP14,CASP2,LOC101135164,LOC101140215
DFAM735	4	4	4	CHD6,CHD7,CHD8,CHD9
DFAM736	4	4	2	CNNM1,CNNM2,CNNM3,CNNM4
DFAM737	4	2	1	RHAG,RHBG,RHCG,RHD
DFAM738	4	3	1	RSPO1,RSPO2,RSPO3,RSPO4
DFAM739	4	1	0	IGFALS,RTN4R,RTN4RL1,RTN4RL2
DFAM740	4	1	0	RTP1,RTP2,RTP3,RTP4
DFAM741	4	4	1	SLC24A1,SLC24A2,SLC24A3,SLC24A4
DFAM742	4	3	2	LOC101147533,SLC25A32,SLC25A33,SLC25A36
DFAM743	4	4	3	SLC9A6,SLC9A7,SLC9A8,SLC9A9
DFAM744	4	1	0	SLPI,WFDC12,WFDC2,WFDC5
DFAM745	4	3	1	CISH,SOCS1,SOCS2,SOCS3
DFAM746	4	4	3	ST3GAL1,ST3GAL2,ST6GALNAC1,ST6GALNAC2
DFAM747	4	4	3	ST3GAL3,ST3GAL4,ST3GAL5,ST3GAL6
DFAM748	4	4	2	ST6GALNAC3,ST6GALNAC4,ST6GALNAC5,ST6GALNAC6
DFAM749	4	4	4	TBC1D8,TBC1D8B,TBC1D9,TBC1D9B
DFAM750	4	2	0	PTGER1,PTGER3,PTGFR,TBXA2R
DFAM751	4	4	3	CENPB,TIGD4,TIGD6,TIGD7
DFAM752	4	4	3	TIMP1,TIMP2,TIMP3,TIMP4
DFAM753	4	4	1	LOC101144123,LOC115931910,RIMBP2,TSPOAP1
DFAM754	4	4	4	TSPYL1,TSPYL2,TSPYL4,TSPYL6
DFAM755	4	4	4	USP11,USP15,USP19,USP4
DFAM756	4	2	2	AOX1,LOC101136449,LOC115933782,XDH
DFAM757	4	4	2	LOC115930786,YBX1,YBX2,YBX3
DFAM758	4	4	4	AGO1,AGO2,AGO3,LOC101129709
DFAM759	4	3	2	AIM2,IFI16,MNDA,PYHIN1
DFAM760	4	4	1	APOBEC3B,APOBEC3D,APOBEC3F,APOBEC3G
DFAM761	4	4	3	APOL1,APOL2,APOL3,APOL4
DFAM762	4	2	1	BEST1,BEST2,BEST3,BEST4
DFAM763	4	1	0	C2CD4A,C2CD4B,C2CD4C,C2CD4D
DFAM764	4	3	3	C3,C4A,C4B,LOC101123861
DFAM765	4	4	0	LOC101151284,LOC134758496,POLR1H,POLR3K
DFAM766	4	4	2	LOC101151529,LOC129523521,LOC129527432,LOC129527828
DFAM767	4	3	3	LOC101135797,LOC101151540,LOC129532449,RPS18
DFAM768	4	3	0	CLCA1,CLCA2,CLCA4,LOC101151848
DFAM769	4	0	0	LOC101153729,LOC101154093,LOC109024085,LOC115931638
DFAM770	4	3	1	LOC101133975,LOC115930099,LOC129527339,LOC129527618
DFAM771	4	4	2	LOC101136398,LOC115932241,LOC115932281,LOC129529790
DFAM772	4	2	0	LOC101143675,LOC109024677,LOC129523984,LOC129524485
DFAM773	4	3	1	LOC115931040,LOC115933152,LOC129531435,LOC134756757
DFAM774	4	4	1	LOC129530381,LOC129531205,LOC129531501,LOC134756831
DFAM775	4	3	3	LOC101152998,LYPLA1,LYPLA2,LYPLAL1
DFAM776	4	1	1	MAF,MAFA,MAFB,NRL
DFAM777	4	4	4	METTL2A,METTL2B,METTL6,METTL8
DFAM778	4	2	2	MEX3A,MEX3B,MEX3C,MEX3D
DFAM779	4	4	2	ALOX5AP,LTC4S,MGST2,MGST3
DFAM780	4	4	4	EZR,MSN,NF2,RDX
DFAM781	4	4	4	LOC101125840,NAP1L1,NAP1L3,NAP1L4
DFAM782	4	3	1	LOC101144859,NOX1,NOX3,NOX4
DFAM783	4	4	3	OSBP,OSBP2,OSBPL1A,OSBPL2
DFAM784	4	1	1	LOC101135427,LOC101153278,LOC109027288,OSTC
DFAM785	4	1	0	CRX,DRGX,OTX1,OTX2
DFAM786	4	4	4	PHACTR1,PHACTR2,PHACTR3,PHACTR4
DFAM787	4	2	2	LOC101142049,LOC101146664,PHB1,PHB2
DFAM788	4	4	4	PIWIL1,PIWIL2,PIWIL3,PIWIL4
DFAM789	4	4	1	LOC115930203,PPP1R14A,PPP1R14B,PPP1R14C
DFAM790	4	4	3	PPP2R2A,PPP2R2B,PPP2R2C,PPP2R2D
DFAM791	4	3	3	LOC101141269,PSME1,PSME2,PSME3
DFAM792	4	4	3	RAPGEF3,RAPGEF4,RAPGEF5,RAPGEFL1
DFAM793	4	4	2	RASGRP1,RASGRP2,RASGRP3,RASGRP4
DFAM794	4	4	2	RNF114,RNF125,RNF138,RNF166
DFAM795	4	2	0	CDKN2A,CDKN2B,CDKN2C,CDKN2D
DFAM796	4	4	3	CHAD,CPN2,LRG1,LRRC70
DFAM797	4	3	1	CSAD,GAD1,GAD2,GADL1
DFAM798	4	4	2	DGKA,DGKB,DGKE,DGKG
DFAM799	4	4	3	CBR4,DCXR,DHRS1,HSD17B8
DFAM800	4	4	1	EGR1,EGR2,EGR3,EGR4
DFAM801	4	4	4	EHD1,EHD2,EHD3,EHD4
DFAM802	4	3	2	EIF1,EIF1B,LOC101129727,LOC109023875
DFAM803	4	3	2	ELAVL1,ELAVL2,ELAVL3,ELAVL4
DFAM804	4	2	2	FAM3A,FAM3B,FAM3C,FAM3D
DFAM805	4	3	2	FOS,FOSB,FOSL1,FOSL2
DFAM806	4	3	1	GRIN2A,GRIN2B,GRIN2C,GRIN2D
DFAM807	4	4	3	GRTP1,TBC1D10A,TBC1D10B,TBC1D10C
DFAM808	4	4	4	HNRNPF,HNRNPH1,HNRNPH2,HNRNPH3
DFAM809	4	1	0	HOXA13,HOXB13,HOXC13,HOXD13
DFAM810	4	4	2	IGFBP7,IGFBPL1,KAZALD1,LOC115935867
DFAM811	4	2	0	IGFL1,IGFL2,IGFL3,IGFL4
DFAM812	4	3	1	IKZF1,IKZF2,IKZF3,IKZF4
DFAM813	4	2	1	KCNN1,KCNN2,KCNN3,KCNN4
DFAM814	4	4	3	KCTD17,KCTD2,KCTD5,LOC129532010
DFAM815	4	4	2	KCTD11,KCTD14,KCTD21,KCTD7
DFAM816	4	2	1	LOC101123985,LOC101134038,RPL10,RPL10L
DFAM817	4	2	1	LOC101124418,LOC101130407,LOC101143553,MIA2
DFAM818	4	3	3	GUCY1A1,GUCY1A2,GUCY1B1,LOC101128425
DFAM819	4	0	0	LOC101128812,LOC101129151,LOC101129533,LOC101134919
DFAM820	4	2	1	LOC101129001,LOC101147049,LOC115934993,RPL30
DFAM821	4	3	3	IGF2BP1,IGF2BP2,IGF2BP3,LOC101133227
DFAM822	4	4	4	CHMP4A,CHMP4B,CHMP4C,LOC101133958
DFAM823	4	2	1	LOC101136122,LOC101139056,SLC36A1,SLC36A4
DFAM824	4	4	3	CACNA2D1,CACNA2D2,CACNA2D3,CACNA2D4
DFAM825	4	4	3	CACNB1,CACNB2,CACNB3,CACNB4
DFAM826	4	4	3	CADM1,CADM2,CADM3,CADM4
DFAM827	4	2	1	CIB1,CIB2,CIB3,CIB4
DFAM828	4	0	0	CIMAP1A,CIMAP1B,CIMAP1C,CIMAP1D
DFAM829	4	4	4	CPT1A,CPT1B,CPT1C,CROT
DFAM830	4	4	3	CYTH1,CYTH2,CYTH3,CYTH4
DFAM831	4	3	2	DAB2IP,RASAL2,RASAL3,SYNGAP1
DFAM832	4	4	2	EBF1,EBF2,EBF3,EBF4
DFAM833	4	4	3	AUH,ECHDC2,ECHDC3,ECHS1
DFAM834	4	4	3	EXT1,EXT2,EXTL1,EXTL3
DFAM835	4	4	2	EYA1,EYA2,EYA3,EYA4
DFAM836	4	3	2	FAM110A,FAM110B,FAM110C,FAM110D
DFAM837	4	1	0	FFAR1,FFAR2,FFAR3,LOC101143734
DFAM838	4	3	3	FGD1,FGD2,FGD3,FGD4
DFAM839	4	4	3	FHL1,FHL2,FHL3,FHL5
DFAM840	4	4	3	ITGA2B,ITGA5,ITGA8,ITGAV
DFAM841	4	4	0	ITGAD,ITGAL,ITGAM,ITGAX
DFAM842	4	4	4	KDM5A,KDM5B,KDM5C,KDM5D
DFAM843	4	3	2	LMO1,LMO2,LMO3,LMO4
DFAM844	4	3	2	LOC101129299,LOC101144032,LOC101148899,LOC115934363
DFAM845	4	2	2	LOC101129785,LOC101133825,LOC101140090,RPS15
DFAM846	4	3	2	BDH2,HPGD,HSD17B14,LOC101129796
DFAM847	4	0	0	LOC101129878,LOC101130238,LOC101130614,LOC101130972
DFAM848	4	3	3	LOC101129940,LOC101134027,LOC129525219,SEC22B
DFAM849	4	2	1	LOC101142644,LOC101150350,RPL3,RPL3L
DFAM850	4	4	1	LOC101141797,LOC101146733,NPY1R,NPY5R
DFAM851	4	0	0	LOC101147463,LOC101150945,LOC115931267,LOC115931282
DFAM852	4	3	1	LOC101147502,LOC115930163,LOC115932828,LOC115933253
DFAM853	4	3	1	LOC101124249,LOC101132324,LOC101147556,PTGIS
DFAM854	4	2	0	LOC101149482,LOC129523522,LOC129527445,LOC129527830
DFAM855	4	3	2	LOC101149786,NOTCH1,NOTCH3,NOTCH4
DFAM856	4	4	3	LOC101127609,LOC101154433,LOC115930161,LOC129527724
DFAM857	4	4	4	LOC101135064,LOC101154437,TUBD1,TUBG2
DFAM858	4	2	1	CHCHD10,CHCHD2,LOC101142162,LOC109027185
DFAM859	4	0	0	DEFB108B,LOC101143900,LOC109028109,LOC115935600
DFAM860	4	4	3	DCK,DGUOK,LOC109028486,TK2
DFAM861	4	1	1	LOC101130013,LOC101149912,LOC115933526,RPL35
DFAM862	4	3	1	DNASE1,DNASE1L1,DNASE1L2,DNASE1L3
DFAM863	4	4	4	EML1,EML2,EML3,EML4
DFAM864	4	3	3	ENPP4,ENPP5,ENPP6,ENPP7
DFAM865	4	1	0	FAM83A,FAM83C,FAM83E,FAM83F
DFAM866	4	4	2	DPP10,DPP4,DPP6,FAP
DFAM867	4	4	3	AMN1,FBXL14,FBXL2,FBXL20
DFAM868	4	4	1	FRAS1,FREM1,FREM2,FREM3
DFAM869	4	4	4	FSD1,FSD1L,MID1,MID2
DFAM870	4	1	0	FXYD1,FXYD2,LOC101129326,LOC101139613
DFAM871	4	4	4	ARMCX5,GPRASP1,GPRASP2,GPRASP3
DFAM872	4	3	1	GPRC5A,GPRC5B,GPRC5C,GPRC5D
DFAM873	4	4	4	HERC3,HERC4,HERC5,HERC6
DFAM874	4	3	3	HK1,HK2,HK3,HKDC1
DFAM875	4	4	4	KLC1,KLC2,KLC3,KLC4
DFAM876	4	4	4	KLF10,KLF11,KLF12,KLF3
DFAM877	4	4	0	LGI1,LGI2,LGI3,LGI4
DFAM878	4	4	1	ALG1L1P,ALG1L2,LOC101130727,LOC109027697
DFAM879	4	4	2	LDOC1,LOC101134607,LOC109023068,RTL8B
DFAM880	4	4	1	CLCN1,CLCN2,CLCNKB,LOC101135098
DFAM881	4	4	1	PTGDR,PTGER2,PTGER4,PTGIR
DFAM882	4	2	1	LOC101131514,LOC101146371,PTGES3,PTGES3L
DFAM883	4	3	3	LOC101126219,PTP4A1,PTP4A2,PTP4A3
DFAM884	4	4	4	PTPRK,PTPRM,PTPRT,PTPRU
DFAM885	4	4	4	REEP1,REEP2,REEP3,REEP4
DFAM886	4	4	4	SFXN1,SFXN2,SFXN3,SFXN5
DFAM887	4	3	2	SLC30A2,SLC30A3,SLC30A4,SLC30A8
DFAM888	4	4	3	SP100,SP110,SP140,SP140L
DFAM889	4	3	1	LOC129532520,LTF,MELTF,TF
DFAM890	4	4	3	LOC101140666,TFDP1,TFDP2,TFDP3
DFAM891	4	4	2	MITF,TFE3,TFEB,TFEC
DFAM892	4	4	3	TOR1A,TOR1B,TOR2A,TOR3A
DFAM893	4	4	3	TOX,TOX2,TOX3,TOX4
DFAM894	4	4	3	TPD52,TPD52L1,TPD52L2,TPD52L3
DFAM895	4	4	0	PAH,TH,TPH1,TPH2
DFAM896	4	3	2	TUB,TULP1,TULP2,TULP3
DFAM897	4	4	3	LOC129530273,TXLNA,TXLNB,TXLNG
DFAM898	4	3	3	LOC101139707,WASF1,WASF2,WASF3
DFAM899	4	3	3	ZNF319,ZNF526,ZNF574,ZNF628
DFAM900	4	3	3	ZNF385A,ZNF385B,ZNF385C,ZNF385D
DFAM901	4	4	3	ACTN1,ACTN2,ACTN3,ACTN4
DFAM902	4	4	4	ANGPTL1,ANGPTL2,ANGPTL3,ANGPTL6
DFAM903	4	3	2	ANKRD13A,ANKRD13B,ANKRD13C,ANKRD13D
DFAM904	4	4	4	ARHGAP10,ARHGAP26,ARHGAP42,OPHN1
DFAM905	4	4	4	ARHGAP4,SRGAP1,SRGAP2,SRGAP3
DFAM906	4	4	1	ARHGAP12,ARHGAP15,ARHGAP27,ARHGAP9
DFAM907	4	2	2	C6,C7,C8A,C8B
DFAM908	4	0	0	CCL19,CCL20,LOC101143893,LOC115931927
DFAM909	4	4	3	CCNA1,CCNA2,CCNB1,CCNB2
DFAM910	4	3	3	CCND1,CCND2,CCND3,LOC101144860
DFAM911	4	1	1	CCT8,LOC101132815,LOC129534664,LOC134758882
DFAM912	4	1	0	CEBPA,CEBPB,CEBPD,CEBPE
DFAM913	4	2	2	CENPV,CENPVL3,LOC101142669,LOC101145832
DFAM914	4	4	1	CEP170,CEP170B,LOC115933756,LOC129531985
DFAM915	4	4	3	CP,HEPH,HEPHL1,LOC101136221
DFAM916	4	4	2	DLG1,DLG2,DLG3,DLG4
DFAM917	4	4	4	DLGAP1,DLGAP2,DLGAP3,DLGAP4
DFAM918	4	4	3	DLK2,DLL1,DLL3,DLL4
DFAM919	4	4	2	ABLIM1,ABLIM2,ABLIM3,DMTN
DFAM920	4	2	1	DSG1,DSG2,DSG3,DSG4
DFAM921	4	3	3	CFL1,CFL2,DSTN,LOC101126376
DFAM922	4	4	2	DTX1,DTX2,DTX4,LOC101145093
DFAM923	4	3	1	ENTPD1,ENTPD2,ENTPD3,ENTPD8
DFAM924	4	4	4	EPB41,EPB41L1,EPB41L2,EPB41L3
DFAM925	4	3	2	EPS8,EPS8L1,EPS8L2,EPS8L3
DFAM926	4	4	3	EGFR,ERBB2,ERBB3,ERBB4
DFAM927	4	3	1	FCER1A,FCGR2A,FCGR2B,LOC101143892
DFAM928	4	4	0	GAL3ST1,GAL3ST2,GAL3ST3,GAL3ST4
DFAM929	4	3	3	F11R,GPA33,JAM2,JAM3
DFAM930	4	4	4	GPC1,GPC2,GPC4,GPC6
DFAM931	4	2	0	HAPLN1,HAPLN2,HAPLN3,HAPLN4
DFAM932	4	3	0	HCN1,HCN2,HCN3,HCN4
DFAM933	4	4	4	HDAC1,HDAC2,HDAC3,HDAC8
DFAM934	4	4	3	HDAC4,HDAC5,HDAC7,HDAC9
DFAM935	4	3	3	HTRA1,HTRA2,HTRA3,HTRA4
DFAM936	4	4	2	ID1,ID3,ID4,LOC101142351
DFAM937	4	4	4	JAK1,JAK2,JAK3,TYK2
DFAM938	4	3	1	JPH1,JPH2,JPH3,JPH4
DFAM939	4	3	3	KAT5,KAT7,KAT8,LOC101151345
DFAM940	4	4	2	CHL1,L1CAM,NFASC,NRCAM
DFAM941	4	4	4	L3MBTL2,MBTD1,SFMBT1,SFMBT2
DFAM942	4	1	0	LAGE3,LOC101148825,LOC101149184,LOC115932255
DFAM943	4	2	1	KRBOX1,LOC101135886,LOC101142332,LOC115931570
DFAM944	4	3	3	ATP5MF,LOC101124099,LOC101136485,LOC101148588
DFAM945	4	1	1	LOC101134578,LOC101136982,LOC109024358,RPS16
DFAM946	4	4	4	LOC101136877,LOC101137254,LOC101141161,LOC115931861
DFAM947	4	1	0	FAM47A,FAM47B,LOC101141047,LOC101144132
DFAM948	4	3	3	LOC101132345,LOC101144197,LOC101145399,LOC129534774
DFAM949	4	4	3	IFI27L1,IFI27L2,IFI6,LOC101144541
DFAM950	4	4	3	CDC20,CDC20B,FZR1,LOC129524502
DFAM951	4	2	2	LOC129527454,LOC129527819,SLC9B1,SLC9B2
DFAM952	4	3	2	FUNDC1,FUNDC2,LOC101132182,LOC129534514
DFAM953	4	4	1	LOC101134771,LOC101135486,LOC129534637,RPL27
DFAM954	4	2	0	LOC115931263,LOC134756444,LOC134757639,ZDHHC1
DFAM955	4	4	2	LRRTM1,LRRTM2,LRRTM3,LRRTM4
DFAM956	4	4	1	ISLR,ISLR2,LRTM1,LRTM2
DFAM957	4	4	4	LTBP1,LTBP2,LTBP3,LTBP4
DFAM958	4	4	2	MEF2A,MEF2B,MEF2C,MEF2D
DFAM959	4	4	3	MPZ,MPZL1,MPZL2,MPZL3
DFAM960	4	4	4	NDRG1,NDRG2,NDRG3,NDRG4
DFAM961	4	2	2	NR1H4,NR1I2,NR1I3,VDR
DFAM962	4	4	4	MAP4K4,MINK1,NRK,TNIK
DFAM963	4	4	4	PDK1,PDK2,PDK3,PDK4
DFAM964	4	4	3	PFKFB1,PFKFB2,PFKFB3,PFKFB4
DFAM965	4	4	3	EMP1,EMP2,EMP3,PMP22
DFAM966	4	4	1	LOC101134531,LOC101140222,LOC101140583,PRH2
DFAM967	4	4	4	PRKAR1A,PRKAR1B,PRKAR2A,PRKAR2B
DFAM968	4	4	3	LOC101145974,PYGB,PYGL,PYGM
DFAM969	4	4	4	KHDRBS1,KHDRBS2,KHDRBS3,QKI
DFAM970	4	4	4	RFC2,RFC3,RFC4,RFC5
DFAM971	4	3	3	RALGDS,RGL1,RGL2,RGL3
DFAM972	4	4	2	RGS11,RGS6,RGS7,RGS9
DFAM973	4	1	1	LOC101138765,LOC101139383,LOC101151385,RPL13A
DFAM974	4	3	2	LOC101148362,LOC109023337,LOC115934594,RPL35A
DFAM975	4	0	0	SCGB1A1,SCGB1D1,SCGB1D2,SCGB1D4
DFAM976	4	4	1	SCNN1A,SCNN1B,SCNN1D,SCNN1G
DFAM977	4	4	1	LOC101138854,SIAH1,SIAH2,SIAH3
DFAM978	4	2	1	SIX1,SIX2,SIX3,SIX6
DFAM979	4	3	2	PEX7,SKIC8,WDR38,WDSUB1
DFAM980	3	3	3	ABCD1,ABCD2,ABCD3
DFAM981	3	3	3	ABCF1,ABCF2,ABCF3
DFAM982	3	3	2	ABI1,ABI2,ABI3
DFAM983	3	3	3	ATL1,ATL2,ATL3
DFAM984	3	3	1	CASTOR1,CASTOR2,CASTOR3P
DFAM985	3	2	2	CAV1,CAV2,CAV3
DFAM986	3	2	2	CAVIN1,CAVIN2,CAVIN4
DFAM987	3	3	2	CBFA2T2,CBFA2T3,RUNX1T1
DFAM988	3	3	1	CBX6,CBX7,CBX8
DFAM989	3	3	3	CLSTN1,CLSTN2,CLSTN3
DFAM990	3	3	3	ESYT1,ESYT2,ESYT3
DFAM991	3	1	0	ETDB,ETDC,LOC115932285
DFAM992	3	3	3	ETV1,ETV4,ETV5
DFAM993	3	2	1	GLI1,GLI2,GLI3
DFAM994	3	3	2	ARHGAP29,ARHGAP45,GMIP
DFAM995	3	3	1	IL1R1,IL1RL1,IL1RL2
DFAM996	3	3	2	ILDR1,ILDR2,LSR
DFAM997	3	2	2	IMPDH1,IMPDH2,LOC109024945
DFAM998	3	1	1	LOC101127634,LOC101138853,NREP
DFAM999	3	2	2	LOC101152805,MAGT1,TUSC3
DFAM1000	3	3	1	LOC101127012,LOC109025842,XIAP
DFAM1001	3	2	1	LOC109025856,LOC129531594,UFM1
DFAM1002	3	2	2	LOC109026103,SS18,SS18L1
DFAM1003	3	3	3	ANKRD26,CCDC144A,LOC109026769
DFAM1004	3	3	1	LOC101128092,LOC101143223,LOC109026815
DFAM1005	3	3	2	LOC101127528,LOC101150857,LOC109027080
DFAM1006	3	2	0	LOC115932847,LOC115932948,LOC115934368
DFAM1007	3	2	1	LOC115934544,LOC134757221,LOC134757324
DFAM1008	3	2	1	LOC101141121,LOC115934587,MAPK8IP1
DFAM1009	3	1	1	COTL1,LOC101126043,LOC115934679
DFAM1010	3	3	2	LOC101136273,LOC115932796,LOC115935268
DFAM1011	3	3	0	LOC129523581,LOC129525208,LOC129532935
DFAM1012	3	3	2	LOC109026927,LOC129525865,S100A11
DFAM1013	3	3	0	HP,LOC115930087,LOC129527712
DFAM1014	3	3	1	LOC115932827,LOC115933369,LOC129527725
DFAM1015	3	2	2	LOC129528237,TIA1,TIAL1
DFAM1016	3	3	3	LOC129532158,PCED1A,PCED1B
DFAM1017	3	3	1	ATAD3C,LOC101147150,LOC129532554
DFAM1018	3	0	0	LOC101147131,LOC134758806,LOC134758807
DFAM1019	3	0	0	LOC129526485,LOC134757977,LOC134758945
DFAM1020	3	3	2	MAP3K15,MAP3K5,MAP3K6
DFAM1021	3	3	2	MAP7,MAP7D1,MAP7D2
DFAM1022	3	3	2	MAPRE1,MAPRE2,MAPRE3
DFAM1023	3	2	1	MARCHF11,MARCHF4,MARCHF9
DFAM1024	3	3	2	LOC134759078,MICU2,MICU3
DFAM1025	3	3	2	MIER1,MIER2,MIER3
DFAM1026	3	3	2	MYO16,MYO3A,MYO3B
DFAM1027	3	3	3	MYOM1,MYOM2,MYOM3
DFAM1028	3	0	0	NKX2-1,NKX2-4,NKX3-2
DFAM1029	3	3	2	NMNAT1,NMNAT2,NMNAT3
DFAM1030	3	3	1	NTRK1,NTRK2,NTRK3
DFAM1031	3	3	3	NUBP1,NUBP2,NUBPL
DFAM1032	3	2	1	GSTO1,GSTO2,LOC101143444
DFAM1033	3	1	0	LOC101142901,LOC101143270,LOC101143635
DFAM1034	3	2	1	LOC101146004,WBP1,WBP1L
DFAM1035	3	2	2	AP1B1,AP2B1,LOC101146197
DFAM1036	3	1	1	EIF4B,LOC101136303,LOC101146246
DFAM1037	3	2	0	ITLN2,LOC101146454,LOC115930226
DFAM1038	3	2	0	LOC101148528,SAXO1,SAXO2
DFAM1039	3	2	2	BANF1,BANF2,LOC101148624
DFAM1040	3	2	0	BOLA1,BOLA2B,LOC101148781
DFAM1041	3	3	2	LMBR1,LMBR1L,LOC101148918
DFAM1042	3	2	1	LOC101125924,LOC109024327,MIX23
DFAM1043	3	2	1	LOC109024768,SMIM10L2A,SMIM10L3
DFAM1044	3	2	2	LOC109024802,VCF1,VCF2
DFAM1045	3	2	1	LOC115930581,OXCT1,OXCT2
DFAM1046	3	2	1	HSPD1,LOC101150049,LOC115931220
DFAM1047	3	0	0	CFHR5,LOC101131400,LOC115935403
DFAM1048	3	3	3	FAM133A,FAM133B,LOC115935794
DFAM1049	3	3	2	LOC115936014,TMEM216,TMEM80
DFAM1050	3	2	0	LOC115930184,LOC115936283,LOC115936312
DFAM1051	3	2	1	LOC101146492,LOC129526335,RPS3
DFAM1052	3	2	0	LOC129528948,LOC134756435,LOC134758964
DFAM1053	3	3	2	LOC129529357,RIMKLA,RIMKLB
DFAM1054	3	2	2	LLPH,LOC101151758,LOC129529526
DFAM1055	3	1	0	LOC129529611,LOC129533108,LOC134756663
DFAM1056	3	3	2	LOC115933340,LOC129533805,LOC129533810
DFAM1057	3	3	2	LPIN1,LPIN2,LPIN3
DFAM1058	3	3	3	LRIG1,LRIG2,LRIG3
DFAM1059	3	0	0	LRIT1,LRIT2,LRIT3
DFAM1060	3	3	3	LRP1,LRP1B,LRP2
DFAM1061	3	3	3	LRP10,LRP12,LRP3
DFAM1062	3	3	2	LRP4,LRP5,LRP6
DFAM1063	3	2	0	LRRC3,LRRC3B,LRRC3C
DFAM1064	3	0	0	LRRC38,LRRC52,LRRC55
DFAM1065	3	3	0	MATN1,MATN3,MATN4
DFAM1066	3	3	3	MBNL1,MBNL2,MBNL3
DFAM1067	3	3	2	MCF2,MCF2L,MCF2L2
DFAM1068	3	2	2	LOC101129996,MORF4L1,MORF4L2
DFAM1069	3	2	0	DBH,LOC101127762,MOXD1
DFAM1070	3	3	3	MTMR10,MTMR11,MTMR12
DFAM1071	3	1	0	GPR50,MTNR1A,MTNR1B
DFAM1072	3	3	3	LOC101151730,LOC115936258,MTX3
DFAM1073	3	0	0	LOC129523904,LOC129523905,MUC17
DFAM1074	3	3	3	MUSK,ROR1,ROR2
DFAM1075	3	3	3	MXD1,MXD4,MXI1
DFAM1076	3	2	0	MYB,MYBL1,MYBL2
DFAM1077	3	3	1	MYBPC1,MYBPC2,MYBPC3
DFAM1078	3	2	2	NENF,PGRMC1,PGRMC2
DFAM1079	3	1	1	NEU2,NEU3,NEU4
DFAM1080	3	2	2	NFE2,NFE2L1,NFE2L2
DFAM1081	3	3	3	OAZ1,OAZ2,OAZ3
DFAM1082	3	1	0	OLIG1,OLIG2,OLIG3
DFAM1083	3	1	0	ONECUT1,ONECUT2,ONECUT3
