gene_a	gene_b	cls	cls_auth	in_dna_loose	in_ep	ep_tier	core_recip	core_source	has_direct_edge	aln_len	aln_frac	mm_median_hi	mm_mean_hi	mm_max_hi	mm_median_lo	mm_mean_lo	mm_max_lo	mm_max_max	mm_max_min	mm_median_max	mm_mean_max	allele_gene	allele_balanced_frac	allele_het_risk	allele_copy_like	allele_med_maf	abl_bridge_mask
AMY2A	ZNF273	genuine	genuine-FP	0	0	none	NA	none	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AMY2A	ZNF28	genuine	genuine-FP	0	0	none	NA	none	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AMY2A	ZNF347	genuine	genuine-FP	0	0	none	NA	none	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AMY2A	ZNF415	genuine	genuine-FP	0	0	none	NA	none	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AMY2A	ZNF429	genuine	genuine-FP	0	0	none	NA	none	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AMY2A	ZNF43	genuine	genuine-FP	0	0	none	NA	none	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AMY2A	ZNF430	genuine	genuine-FP	0	0	none	NA	none	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AMY2A	ZNF468	genuine	genuine-FP	0	0	none	NA	none	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AMY2A	ZNF480	genuine	genuine-FP	0	0	none	NA	none	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AMY2A	ZNF486	genuine	genuine-FP	0	0	none	NA	none	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AMY2A	ZNF506	genuine	genuine-FP	0	0	none	NA	none	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AMY2A	ZNF519	genuine	genuine-FP	0	0	none	NA	none	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AMY2A	ZNF528	genuine	genuine-FP	0	0	none	NA	none	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AMY2A	ZNF578	genuine	genuine-FP	0	0	none	NA	none	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AMY2A	ZNF595	genuine	genuine-FP	0	0	none	NA	none	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AMY2A	ZNF600	genuine	genuine-FP	0	0	none	NA	none	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AMY2A	ZNF611	genuine	genuine-FP	0	0	none	NA	none	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AMY2A	ZNF616	genuine	genuine-FP	0	0	none	NA	none	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AMY2A	ZNF626	genuine	genuine-FP	0	0	none	NA	none	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AMY2A	ZNF655	genuine	genuine-FP	0	0	none	NA	none	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AMY2A	ZNF675	genuine	genuine-FP	0	0	none	NA	none	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AMY2A	ZNF678	genuine	genuine-FP	0	0	none	NA	none	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AMY2A	ZNF680	genuine	genuine-FP	0	0	none	NA	none	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AMY2A	ZNF681	genuine	genuine-FP	0	0	none	NA	none	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AMY2A	ZNF682	genuine	genuine-FP	0	0	none	NA	none	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AMY2A	ZNF695	genuine	genuine-FP	0	0	none	NA	none	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AMY2A	ZNF701	genuine	genuine-FP	0	0	none	NA	none	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AMY2A	ZNF721	genuine	genuine-FP	0	0	none	NA	none	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AMY2A	ZNF723	genuine	genuine-FP	0	0	none	NA	none	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AMY2A	ZNF727	genuine	genuine-FP	0	0	none	NA	none	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AMY2A	ZNF736	genuine	genuine-FP	0	0	none	NA	none	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AMY2A	ZNF761	genuine	genuine-FP	0	0	none	NA	none	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AMY2A	ZNF766	genuine	genuine-FP	0	0	none	NA	none	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AMY2A	ZNF8	genuine	genuine-FP	0	0	none	NA	none	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AMY2A	ZNF808	genuine	genuine-FP	0	0	none	NA	none	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AMY2A	ZNF813	genuine	genuine-FP	0	0	none	NA	none	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AMY2A	ZNF83	genuine	genuine-FP	0	0	none	NA	none	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AMY2A	ZNF836	genuine	genuine-FP	0	0	none	NA	none	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AMY2A	ZNF841	genuine	genuine-FP	0	0	none	NA	none	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AMY2A	ZNF888	genuine	genuine-FP	0	0	none	0.1698	dn	1	0	0.0000	20.0000	20.9775	52	42.0000	34.2625	51	52	51	42.0000	34.2625	NA	NA	NA	NA	NA	0.4244
AMY2A	ZNF91	genuine	genuine-FP	0	0	none	NA	none	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AMY2A	ZNF92	genuine	genuine-FP	0	0	none	NA	none	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AMZ2	LOC101129405	genuine	genuine-FP	0	0	none	0.1651	dn	1	2054	0.7199	3.0000	2.9091	52	3.0000	7.9025	52	52	52	3.0000	7.9025	NA	NA	NA	NA	NA	0.0778
ANKRD18A	ANKRD18B	TP	TP	1	1	tier1	0.2528	dn	1	NA	NA	4.0000	6.8175	52	7.0000	9.2403	52	52	52	7.0000	9.2403	NA	NA	NA	NA	NA	0.1933
ANKRD18A	FOXO1	genuine	genuine-FP	0	0	none	NA	none	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FOXO1	0.3930	0.0000	0.0000	0.3740	NA
ANKRD18A	LOC101142783	TP	TP	1	1	tier1	0.3383	dn	1	NA	NA	4.0000	6.8175	52	7.0000	8.1275	52	52	52	7.0000	8.1275	NA	NA	NA	NA	NA	0.1510
ANKRD18A	LOC101147259	TP	TP	1	1	tier1	NA	none	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ANKRD18A	LOC115933254	TP	TP	1	1	tier1	0.2170	dn	1	NA	NA	3.0000	4.4125	52	4.0000	6.8175	52	52	52	4.0000	6.8175	LOC115933254	0.2270	0.0000	1.0000	0.3450	0.1510
ANKRD18A	LOC129524732	genuine	genuine-FP	0	0	none	NA	none	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ANKRD18B	FOXO1	genuine	genuine-FP	0	0	none	NA	none	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FOXO1	0.3930	0.0000	0.0000	0.3740	NA
ANKRD18B	LOC101142783	TP	TP	1	1	tier1	0.5768	dn	1	NA	NA	7.0000	8.1275	52	7.0000	9.2403	52	52	52	7.0000	9.2403	NA	NA	NA	NA	NA	0.1933
ANKRD18B	LOC101147259	TP	TP	1	1	tier1	0.2605	dn	1	NA	NA	7.0000	9.2403	52	9.0000	16.4000	52	52	52	9.0000	16.4000	NA	NA	NA	NA	NA	0.2186
ANKRD18B	LOC115933254	TP	TP	1	1	tier1	0.5644	dn	1	NA	NA	6.0000	7.5400	52	7.0000	9.2403	52	52	52	7.0000	9.2403	LOC115933254	0.2270	0.0000	1.0000	0.3450	0.1933
ANKRD18B	LOC129524732	genuine	genuine-FP	0	0	none	NA	none	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ANKRD36C	ANKRD62	genuine	genuine-FP	0	0	none	NA	none	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ANKRD36C	LOC101125154	truthbar	truthbar-FP	0	1	tier1	0.1925	dn	1	NA	NA	3.0000	14.9318	52	3.0000	8.3415	51	52	51	3.0000	14.9318	NA	NA	NA	NA	NA	0.5830
ANKRD36C	LOC109025523	TP	TP	1	1	tier1	0.5033	dn	1	NA	NA	8.0000	9.3958	51	9.0000	11.4836	51	51	51	9.0000	11.4836	NA	NA	NA	NA	NA	0.1464
ANKRD37	UFSP2	genuine	genuine-FP	0	0	none	0.2174	dn	1	220	0.2174	1.0000	1.0029	2	1.0000	1.0000	1	2	1	1.0000	1.0029	NA	NA	NA	NA	NA	0.1900
ANKRD6	LYRM2	genuine	genuine-FP	0	0	none	0.6194	dn	1	3402	0.6194	1.0000	3.4660	51	5.0000	4.2200	7	51	7	5.0000	4.2200	NA	NA	NA	NA	NA	0.2837
ANKRD62	LOC109025523	genuine	genuine-FP	0	0	none	0.2212	dn	1	0	0.0000	9.0000	11.4836	51	2.0000	2.2105	5	51	5	9.0000	11.4836	NA	NA	NA	NA	NA	0.1629
ANO1	ANO2	truthbar	truthbar-FP	0	1	tier1	0.2128	dn	1	NA	NA	1.0000	1.2708	51	1.0000	4.3559	51	51	51	1.0000	4.3559	NA	NA	NA	NA	NA	0.0602
ANO1	DFFB	genuine	genuine-FP	0	0	none	NA	none	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ANO1	MTHFD2	genuine	genuine-FP	0	0	none	NA	none	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ANO1	MTHFD2L	genuine	genuine-FP	0	0	none	NA	none	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ANO1	PRKAR2A	genuine	genuine-FP	0	0	none	0.1371	dn	1	0	0.0000	1.0000	1.3291	51	1.0000	1.5285	51	51	51	1.0000	1.5285	NA	NA	NA	NA	NA	0.6819
ANO1	PRKAR2B	genuine	genuine-FP	0	0	none	NA	none	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AP1B1	AP2B1	truthbar	truthbar-FP	0	1	tier1	0.4286	dn	1	NA	NA	1.0000	1.1425	51	3.0000	2.9050	35	51	35	3.0000	2.9050	NA	NA	NA	NA	NA	0.0566
AP1M1	AP1M2	truthbar	truthbar-FP	0	1	tier1	0.3873	dn	1	NA	NA	1.0000	1.0400	9	2.0000	2.0000	2	9	2	2.0000	2.0000	NA	NA	NA	NA	NA	0.0633
AP1S2	BDP1	genuine	genuine-FP	0	0	none	0.2271	dn	1	531	0.2262	5.0000	4.6275	51	5.0000	6.2475	51	51	51	5.0000	6.2475	NA	NA	NA	NA	NA	0.2051
AP2A1	AP2A2	truthbar	truthbar-FP	0	1	tier1	0.2691	dn	1	NA	NA	1.0000	1.0278	8	1.0000	1.0150	4	8	4	1.0000	1.0278	NA	NA	NA	NA	NA	0.2243
APBA2	APBA3	truthbar	truthbar-FP	0	1	tier1	0.1630	dn	1	NA	NA	2.0000	2.2200	34	1.0000	1.2822	2	34	2	2.0000	2.2200	NA	NA	NA	NA	NA	0.1298
APOBEC3C	APOBEC3D	genuine	genuine-FP	0	0	none	0.2709	dn	1	855	0.3080	3.0000	4.3370	51	3.0000	4.1096	51	51	51	3.0000	4.3370	NA	NA	NA	NA	NA	0.3990
APOBEC3C	APOBEC3F	genuine	genuine-FP	0	0	none	0.3030	dn	1	1882	0.6780	3.0000	4.1096	51	3.0000	4.5547	51	51	51	3.0000	4.5547	NA	NA	NA	NA	NA	0.4450
APOBEC3D	APOBEC3F	TP	TP	1	1	tier1	0.3807	dn	1	NA	NA	3.0000	4.3370	51	3.0000	4.5547	51	51	51	3.0000	4.5547	NA	NA	NA	NA	NA	0.4450
APOL2	APOL3	truthbar	truthbar-FP	0	1	tier1	0.3708	dn	1	NA	NA	4.0000	3.7220	51	4.0000	3.4422	5	51	5	4.0000	3.7220	NA	NA	NA	NA	NA	0.1408
APOL2	APOL4	truthbar	truthbar-FP	0	1	tier1	NA	none	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
APOL2	LOC109024811	genuine	genuine-FP	0	0	none	NA	none	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
APOL2	LOC115934372	genuine	genuine-FP	0	0	none	NA	none	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
APOL2	LOC129526178	genuine	genuine-FP	0	0	none	NA	none	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
APOL2	LOC129527096	genuine	genuine-FP	0	0	none	NA	none	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
APOL2	PP2D1	genuine	genuine-FP	0	0	none	NA	none	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
APOL2	RAB5A	genuine	genuine-FP	0	0	none	NA	none	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
APOL3	APOL4	truthbar	truthbar-FP	0	1	tier1	0.2863	dn	1	NA	NA	4.0000	16.5070	52	4.0000	3.7220	51	52	51	4.0000	16.5070	NA	NA	NA	NA	NA	0.3524
APOL3	LOC109024811	genuine	genuine-FP	0	0	none	NA	none	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
APOL3	LOC115934372	genuine	genuine-FP	0	0	none	NA	none	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
APOL3	LOC129526178	genuine	genuine-FP	0	0	none	NA	none	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
APOL3	LOC129527096	genuine	genuine-FP	0	0	none	NA	none	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
APOL3	PP2D1	genuine	genuine-FP	0	0	none	NA	none	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
APOL3	RAB5A	genuine	genuine-FP	0	0	none	NA	none	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
APOL4	LOC109024811	genuine	genuine-FP	0	0	none	NA	none	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
APOL4	LOC115934372	genuine	genuine-FP	0	0	none	NA	none	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
APOL4	LOC129526178	genuine	genuine-FP	0	0	none	NA	none	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
APOL4	LOC129527096	genuine	genuine-FP	0	0	none	0.2801	dn	1	837	0.7764	1.0000	20.3117	52	4.0000	16.5070	52	52	52	4.0000	20.3117	NA	NA	NA	NA	NA	0.8061
APOL4	PP2D1	genuine	genuine-FP	0	0	none	NA	none	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
APOL4	RAB5A	genuine	genuine-FP	0	0	none	NA	none	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ARFGEF1	ARFGEF2	truthbar	truthbar-FP	0	1	tier1	0.2362	dn	1	NA	NA	1.0000	1.1450	52	1.0000	1.9691	52	52	52	1.0000	1.9691	NA	NA	NA	NA	NA	0.1039
ARHGEF39	CCDC107	genuine	genuine-FP	0	0	none	0.4694	dn	1	446	0.4705	1.0000	1.4661	50	1.0000	1.6322	50	50	50	1.0000	1.6322	NA	NA	NA	NA	NA	0.1613
ARHGEF4	SPATA13	genuine	genuine-FP	0	0	none	0.2424	dn	1	0	0.0000	1.0000	6.0000	51	1.0000	1.2185	51	51	51	1.0000	6.0000	NA	NA	NA	NA	NA	0.1325
ARID1A	ARID1B	truthbar	truthbar-FP	0	1	tier1	0.2719	dn	1	NA	NA	1.0000	1.0538	3	1.0000	1.0000	1	3	1	1.0000	1.0538	NA	NA	NA	NA	NA	0.1602
ARL17A	LOC101128092	genuine	genuine-FP	0	0	none	NA	none	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ARL17A	LOC101135168	genuine	genuine-FP	0	0	none	0.5577	dn	1	1705	0.5577	10.0000	9.4450	52	10.0000	9.2075	52	52	52	10.0000	9.4450	NA	NA	NA	NA	NA	0.0831
ARL17A	LOC115933002	genuine	genuine-FP	0	0	none	NA	none	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ARL17A	LOC115934626	genuine	genuine-FP	0	0	none	0.4194	dn	1	1881	0.6153	10.0000	9.4450	52	11.0000	10.1375	15	52	15	11.0000	10.1375	NA	NA	NA	NA	NA	0.1392
ARL17A	LOC115934680	genuine	genuine-FP	0	0	none	NA	none	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ARL17A	LRRC37A3	genuine	genuine-FP	0	0	none	NA	none	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ARRB1	ARRB2	truthbar	truthbar-FP	0	1	tier1	0.5264	dn	1	NA	NA	1.0000	3.3010	52	1.0000	1.0000	1	52	1	1.0000	3.3010	NA	NA	NA	NA	NA	0.0650
ASB6	NTMT1	TP	TP	1	0	none	0.7080	dn	1	1522	0.7066	1.0000	1.1264	23	1.0000	1.0550	23	23	23	1.0000	1.1264	NA	NA	NA	NA	NA	0.3435
ASNS	LOC129531864	genuine	genuine-FP	0	0	none	0.2269	dn	1	510	0.2159	7.0000	7.2884	51	7.0000	6.2254	38	51	38	7.0000	7.2884	NA	NA	NA	NA	NA	0.3205
ASNS	LOC129531867	genuine	genuine-FP	0	0	none	NA	none	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ATP12A	ATP1A1	truthbar	truthbar-FP	0	1	tier1	NA	none	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ATP12A	ATP1A2	truthbar	truthbar-FP	0	1	tier1	0.2964	dn	1	NA	NA	1.0000	8.9231	51	1.0000	1.0524	2	51	2	1.0000	8.9231	NA	NA	NA	NA	NA	0.0789
ATP12A	ATP1A3	truthbar	truthbar-FP	0	1	tier1	0.5263	dn	1	NA	NA	1.0000	8.9231	51	2.0000	4.0215	51	51	51	2.0000	8.9231	NA	NA	NA	NA	NA	0.0468
ATP1A1	ATP1A2	truthbar	truthbar-FP	0	1	tier1	0.5176	dn	1	NA	NA	1.0000	1.0524	2	1.0000	1.0000	1	2	1	1.0000	1.0524	NA	NA	NA	NA	NA	0.0789
ATP1A1	ATP1A3	truthbar	truthbar-FP	0	1	tier1	0.8895	dn	1	NA	NA	2.0000	4.0215	51	1.0000	1.0000	1	51	1	2.0000	4.0215	NA	NA	NA	NA	NA	0.0491
ATP1A2	ATP1A3	truthbar	truthbar-FP	0	1	tier1	0.4359	dn	1	NA	NA	2.0000	4.0215	51	1.0000	1.0524	2	51	2	2.0000	4.0215	NA	NA	NA	NA	NA	0.0789
ATP2A1	ATP2A2	truthbar	truthbar-FP	0	1	tier1	0.4375	dn	1	NA	NA	2.0000	3.5270	52	1.0000	1.2922	17	52	17	2.0000	3.5270	NA	NA	NA	NA	NA	0.0795
ATP2B3	ATP2B4	truthbar	truthbar-FP	0	1	tier1	0.3204	dn	1	NA	NA	1.0000	1.3021	12	1.0000	1.0000	1	12	1	1.0000	1.3021	NA	NA	NA	NA	NA	0.0660
ATP5ME	PDE6B	genuine	genuine-FP	0	0	none	0.2016	dn	1	530	0.3748	1.0000	1.2791	12	1.0000	1.1818	12	12	12	1.0000	1.2791	NA	NA	NA	NA	NA	0.2942
ATP6V0A2	TCIRG1	truthbar	truthbar-FP	0	1	tier1	0.1467	dn	1	NA	NA	1.0000	1.3077	52	1.0000	2.1923	51	52	51	1.0000	2.1923	NA	NA	NA	NA	NA	0.1554
ATP6V1C2	PDIA6	TP	TP	1	0	none	0.3828	dn	1	1083	0.3800	1.0000	1.0550	23	1.0000	1.0550	23	23	23	1.0000	1.0550	NA	NA	NA	NA	NA	0.2220
ATP9A	ATP9B	truthbar	truthbar-FP	0	1	tier1	0.3714	dn	1	NA	NA	1.0000	1.0500	6	1.0000	1.0925	5	6	5	1.0000	1.0925	NA	NA	NA	NA	NA	0.1002
ATPSCKMT	CAB39L	genuine	genuine-FP	0	0	none	NA	none	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ATPSCKMT	LOC101133249	genuine	genuine-FP	0	0	none	0.1790	dn	1	1860	0.7193	1.0000	8.4722	52	51.0000	47.2375	51	52	51	51.0000	47.2375	NA	NA	NA	NA	NA	0.6879
ATPSCKMT	LOC109024404	genuine	genuine-FP	0	0	none	NA	none	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ATPSCKMT	LOC109026441	genuine	genuine-FP	0	0	none	NA	none	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ATPSCKMT	MCFD2	genuine	genuine-FP	0	0	none	NA	none	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AUNIP	MTFR1L	genuine	genuine-FP	0	0	none	0.7245	dn	1	2696	0.7245	1.0000	1.0100	2	1.0000	1.0075	2	2	2	1.0000	1.0100	NA	NA	NA	NA	NA	0.2956
B3GAT2	SMAP1	genuine	genuine-FP	0	0	none	0.4622	dn	1	1809	0.5285	1.0000	6.0991	52	51.0000	35.7325	51	52	51	51.0000	35.7325	NA	NA	NA	NA	NA	0.0914
B3GNTL1	TBCD	genuine	genuine-FP	0	0	none	0.5383	dn	1	1632	0.5360	1.0000	2.6256	51	1.0000	1.3835	35	51	35	1.0000	2.6256	NA	NA	NA	NA	NA	0.0314
BBIP1	PDCD4	genuine	genuine-FP	0	0	none	0.6716	dn	1	1483	0.6716	1.0000	1.0075	3	1.0000	1.0050	3	3	3	1.0000	1.0075	NA	NA	NA	NA	NA	0.2595
BCR	LOC101132434	TP	TP	1	0	none	0.3002	dn	1	1498	0.6622	13.0000	13.0503	51	13.0000	13.4149	45	51	45	13.0000	13.4149	NA	NA	NA	NA	NA	0.0684
BCR	LOC101135843	TP	TP	1	0	none	0.2560	dn	1	1498	0.5649	13.0000	17.8657	52	13.0000	13.4149	45	52	45	13.0000	17.8657	NA	NA	NA	NA	NA	0.0684
BCR	LOC115932815	TP	TP	1	0	none	0.2679	dn	1	1450	0.5461	13.0000	17.2297	52	13.0000	13.4149	45	52	45	13.0000	17.2297	NA	NA	NA	NA	NA	0.0684
BEX1	BEX2	truthbar	truthbar-FP	0	1	tier1	0.3416	dn	1	NA	NA	3.0000	5.1348	52	2.0000	3.2049	51	52	51	3.0000	5.1348	NA	NA	NA	NA	NA	0.0333
BEX3	BEX5	truthbar	truthbar-FP	0	1	tier1	0.1691	dn	1	NA	NA	1.0000	12.3913	51	3.0000	3.0950	51	51	51	3.0000	12.3913	NA	NA	NA	NA	NA	0.0936
BEX3	NXF3	genuine	genuine-FP	0	0	none	0.1391	dn	1	0	0.0000	1.0000	1.9517	51	3.0000	3.0950	51	51	51	3.0000	3.0950	NA	NA	NA	NA	NA	0.1420
BEX5	NXF3	genuine	genuine-FP	0	0	none	NA	none	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
BFAR	LOC101150079	TP	TP	1	1	tier1	0.6357	dn	1	NA	NA	2.0000	6.0725	52	2.0000	3.3750	51	52	51	2.0000	6.0725	NA	NA	NA	NA	NA	0.1901
BIRC2	BIRC3	truthbar	truthbar-FP	0	1	tier1	0.2775	dn	1	NA	NA	1.0000	2.8511	51	1.0000	1.4250	51	51	51	1.0000	2.8511	NA	NA	NA	NA	NA	0.1944
BLID	LOC101154388	genuine	genuine-FP	0	0	none	0.8713	dn	1	2607	0.8713	1.0000	1.1212	32	1.0000	1.1176	32	32	32	1.0000	1.1212	NA	NA	NA	NA	NA	0.2029
BLK	HCK	truthbar	truthbar-FP	0	1	tier1	0.1480	dn	1	NA	NA	1.0000	3.0833	51	1.0000	1.7333	12	51	12	1.0000	3.0833	NA	NA	NA	NA	NA	0.0364
BLK	LCK	truthbar	truthbar-FP	0	1	tier1	NA	none	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
