dn	n_kmers	km_median	km_mean	km_p90	km_frac_ge_100
DN_NC_073241.2_36126183_3	2419	1.0000	3.7007	4.0000	0.0066
DN_NC_073241.2_36126198_2	2277	1.0000	3.6513	4.0000	0.0070
DN_NC_073241.2_37141428_27	4687	0.0000	0.4621	1.0000	0.0000
DN_NC_073241.2_37538314_7	2249	0.0000	1330.1192	1.0000	0.0454
DN_NC_073241.2_37560383_12	5100	0.0000	930.5208	1.0000	0.0390
DN_NC_073241.2_37890028_17	3442	0.0000	0.5282	1.0000	0.0000
DN_NC_073241.2_37935842_4	2661	0.0000	2274.0101	6.0000	0.0729
DN_NC_073241.2_38130293_13	2792	0.0000	0.5476	1.0000	0.0000
DN_NC_073241.2_38359785_12	3430	0.0000	858.7160	1.0000	0.0309
DN_NC_073241.2_47004815_4	3309	1.0000	0.6896	1.0000	0.0000
DN_NC_073241.2_47028473_4	1812	1.0000	0.7058	1.9000	0.0000
DN_NC_073241.2_49527271_12	4963	0.0000	872.7002	2.0000	0.0246
DN_NC_073241.2_64468689_4	5517	1.0000	1538.1127	2.0000	0.0498
DN_NC_073241.2_64479147_4	4110	0.0000	5.2730	1.0000	0.0068
DN_NC_073241.2_64520240_3	3650	1.0000	634.8781	2.0000	0.0332
DN_NC_073241.2_64520244_2	4425	1.0000	523.9064	2.0000	0.0273
DN_NC_073241.2_64883296_11	3819	0.0000	0.7431	1.0000	0.0005
DN_NC_073241.2_78772517_7	1553	0.0000	2.2576	9.0000	0.0000
DN_NC_073241.2_80464602_2	3388	1.0000	0.5286	1.0000	0.0000
DN_NC_073241.2_80636266_2	4248	1.0000	261.8376	207.3000	0.1259
DN_NC_073241.2_83874271_3	1309	4.0000	162.6845	382.8000	0.3293
DN_NC_073241.2_85926559_8	4685	1.0000	768.7994	1.0000	0.0397
DN_NC_073241.2_93292541_7	3531	1.0000	0.5780	1.0000	0.0000
DN_NC_073242.2_100900995_5	2662	0.0000	0.7122	1.0000	0.0000
DN_NC_073242.2_100926924_5	3363	0.0000	288.8876	1.0000	0.0285
DN_NC_073242.2_101553722_4	4964	1.0000	516.9446	2.0000	0.0220
DN_NC_073242.2_103765562_7	1688	0.0000	0.5741	1.0000	0.0000
DN_NC_073242.2_103773356_15	4202	0.0000	0.6923	2.0000	0.0000
DN_NC_073242.2_103894328_5	2518	0.0000	1456.5508	5.0000	0.0572
DN_NC_073242.2_104350782_12	2355	0.0000	1.6378	4.0000	0.0000
DN_NC_073242.2_104701006_6	2189	0.0000	650.0923	8.0000	0.0498
DN_NC_073242.2_104912717_12	2557	0.0000	1.6500	4.0000	0.0000
DN_NC_073242.2_105636398_4	3298	1.0000	0.7796	1.0000	0.0006
DN_NC_073242.2_105982851_4	6085	1.0000	282.1221	2.0000	0.0245
DN_NC_073242.2_106027382_7	3215	1.0000	36.8998	2.0000	0.0100
DN_NC_073242.2_106088342_11	5020	0.0000	1275.5610	10.0000	0.0721
DN_NC_073242.2_106138908_3	4081	0.0000	143.5807	1.0000	0.0113
DN_NC_073242.2_108616637_5	5910	0.0000	704.1276	1.0000	0.0423
DN_NC_073242.2_119293235_15	4163	0.0000	0.4963	1.0000	0.0000
DN_NC_073242.2_119301617_14	2588	0.0000	0.4710	1.0000	0.0000
DN_NC_073242.2_119807836_6	5789	0.0000	0.6573	1.0000	0.0000
DN_NC_073242.2_120163344_15	2422	0.0000	0.4624	1.0000	0.0000
DN_NC_073242.2_120248671_3	3935	0.0000	546.4353	3.0000	0.0732
DN_NC_073242.2_120516047_4	1820	1.0000	1.0747	3.0000	0.0000
DN_NC_073242.2_120770730_3	2364	0.0000	1.2872	3.0000	0.0000
DN_NC_073242.2_121237165_4	4490	0.0000	4.4051	9.0000	0.0000
DN_NC_073242.2_14569289_2	1546	1.0000	1.0155	3.0000	0.0000
DN_NC_073242.2_15387796_13	2601	0.0000	1.3010	3.0000	0.0000
DN_NC_073242.2_15582646_2	2931	2.0000	27.5821	5.0000	0.0205
DN_NC_073242.2_15582850_2	3381	2.0000	24.3715	7.0000	0.0177
DN_NC_073242.2_15607160_18	7011	0.0000	1.4965	4.0000	0.0000
DN_NC_073242.2_15726062_24	3483	0.0000	1.2053	3.0000	0.0000
DN_NC_073242.2_15911262_31	6487	0.0000	2.0014	7.0000	0.0009
DN_NC_073242.2_16378095_15	2571	0.0000	891.2509	12.0000	0.0482
DN_NC_073242.2_18137074_5	2176	1.0000	1877.6227	138.5000	0.1034
DN_NC_073242.2_18210354_26	4158	0.0000	5.4411	8.0000	0.0017
DN_NC_073242.2_20304889_2	3398	1.0000	2.3222	5.0000	0.0006
DN_NC_073242.2_21122105_21	4366	0.0000	556.9613	8.0000	0.0197
DN_NC_073242.2_21170576_8	3250	0.0000	10.0622	3.0000	0.0058
DN_NC_073242.2_21650759_11	1993	0.0000	36.1395	4.0000	0.0130
DN_NC_073242.2_21673693_21	4394	0.0000	610.5603	8.0000	0.0171
DN_NC_073242.2_22021271_21	4912	0.0000	548.3546	8.0000	0.0204
DN_NC_073242.2_24889827_7	8528	0.0000	129.0850	1.0000	0.0115
DN_NC_073242.2_26867490_8	4046	0.0000	103.2407	2.0000	0.0089
DN_NC_073242.2_26889052_8	1012	0.0000	0.8567	2.0000	0.0000
DN_NC_073242.2_27157172_8	3941	0.0000	105.9630	2.0000	0.0091
DN_NC_073242.2_27178722_8	1503	0.0000	100.6294	2.0000	0.0153
DN_NC_073242.2_28528734_13	2616	0.0000	1.2901	3.0000	0.0000
DN_NC_073242.2_28606635_19	3384	0.0000	1.1460	3.0000	0.0000
DN_NC_073242.2_28689005_18	7118	0.0000	1.4674	4.0000	0.0000
DN_NC_073242.2_28854512_28	3728	0.0000	1.2621	3.0000	0.0000
DN_NC_073242.2_29051840_13	2682	0.0000	553.1372	12.0000	0.0440
DN_NC_073242.2_29484610_23	4875	0.0000	0.6847	1.0000	0.0000
DN_NC_073242.2_29556580_18	6782	1.0000	658.8661	2.0000	0.0262
DN_NC_073242.2_29733807_20	3290	0.0000	0.4498	1.0000	0.0000
DN_NC_073242.2_30207983_41	7155	0.0000	23.5874	1.0000	0.0048
DN_NC_073242.2_30609225_2	2847	1.0000	28.5205	4.0000	0.0218
DN_NC_073242.2_30609335_2	3391	1.0000	24.5043	7.0000	0.0183
DN_NC_073242.2_30717385_31	4285	0.0000	1.2894	3.0000	0.0000
DN_NC_073242.2_31473281_2	2850	2.0000	27.8625	4.0000	0.0204
DN_NC_073242.2_31473413_2	3371	2.0000	24.0917	7.0000	0.0172
DN_NC_073242.2_31497679_8	1102	1.0000	1.6897	4.0000	0.0000
DN_NC_073242.2_31545375_14	3196	0.0000	325.6952	3.0000	0.0219
DN_NC_073242.2_32113450_11	1604	0.0000	2.4832	1.0000	0.0037
DN_NC_073242.2_32258496_8	3010	0.0000	894.3186	2.0000	0.0282
DN_NC_073242.2_32495201_8	3178	0.0000	650.5878	2.0000	0.0324
DN_NC_073242.2_35192809_3	1304	1.0000	2.4126	7.0000	0.0015
DN_NC_073242.2_35270505_17	3026	0.0000	175.3040	5.0000	0.0033
DN_NC_073242.2_35624699_9	3479	0.0000	159.0446	5.0000	0.0063
DN_NC_073242.2_35785087_23	3826	0.0000	1.3021	3.0000	0.0003
DN_NC_073242.2_36070435_9	3138	0.0000	0.4809	1.0000	0.0000
DN_NC_073242.2_36121013_3	1514	1.0000	0.8190	1.0000	0.0007
DN_NC_073242.2_36238906_2	2113	0.0000	0.5173	1.0000	0.0000
DN_NC_073242.2_36498381_3	3532	0.0000	0.4790	1.0000	0.0000
DN_NC_073242.2_36567597_2	1358	0.0000	898.8623	88.3000	0.0913
DN_NC_073242.2_3666815_3	827	2.0000	1.0931	2.0000	0.0000
DN_NC_073242.2_3673676_5	3416	1.0000	1.0225	2.0000	0.0000
DN_NC_073242.2_3677891_18	3016	0.0000	0.9284	2.0000	0.0000
DN_NC_073242.2_37302670_5	2800	0.0000	0.5543	1.0000	0.0000
DN_NC_073242.2_37386128_4	3959	1.0000	8.8651	1.0000	0.0104
DN_NC_073242.2_37435648_13	2784	0.0000	1721.9806	6.0000	0.0568
DN_NC_073242.2_37476471_6	959	0.0000	1.8582	7.0000	0.0000
DN_NC_073242.2_37667715_4	2700	0.0000	1239.5593	13.0000	0.0696
DN_NC_073242.2_3790652_3	614	2.0000	1.3322	3.0000	0.0000
DN_NC_073242.2_3794469_3	606	2.0000	1.3251	3.0000	0.0000
DN_NC_073242.2_4214750_6	2587	0.0000	0.5184	1.0000	0.0000
DN_NC_073242.2_4252822_2	1994	1.0000	0.5135	1.0000	0.0000
DN_NC_073242.2_4304426_7	1296	0.0000	0.4838	1.0000	0.0000
DN_NC_073242.2_4305661_8	1836	0.0000	0.4570	1.0000	0.0000
DN_NC_073242.2_5822452_9	5872	0.0000	227.3861	1.0000	0.0146
DN_NC_073242.2_5827060_6	838	0.0000	4.9475	1.0000	0.0036
DN_NC_073242.2_6296327_3	1469	0.0000	15.9013	42.2000	0.0722
DN_NC_073242.2_65850805_2	4515	3.0000	2.1683	5.0000	0.0000
DN_NC_073242.2_66060664_2	1725	0.0000	2.0174	4.0000	0.0000
DN_NC_073242.2_66481481_2	5319	0.0000	1.3068	3.0000	0.0000
DN_NC_073242.2_66613619_4	3635	0.0000	431.9937	3.0000	0.0319
DN_NC_073242.2_6668831_3	930	0.0000	0.4097	1.0000	0.0000
DN_NC_073242.2_6668959_13	2688	0.0000	1.3475	1.0000	0.0015
DN_NC_073242.2_66832276_2	1556	4.0000	2.2108	4.0000	0.0000
DN_NC_073242.2_6758889_7	1965	1.0000	0.6132	1.0000	0.0000
DN_NC_073242.2_68108553_2	5935	2.0000	1.3909	3.0000	0.0000
DN_NC_073242.2_68751082_2	4726	0.0000	2.0692	5.0000	0.0000
DN_NC_073242.2_6930599_2	5638	0.0000	1.4115	1.0000	0.0020
DN_NC_073242.2_6930862_6	5874	0.0000	1.3686	1.0000	0.0019
DN_NC_073242.2_6953229_7	4302	1.0000	680.0932	1.0000	0.0295
DN_NC_073242.2_7013229_2	2956	1.0000	3610.8711	12272.0000	0.2906
DN_NC_073242.2_74755277_3	3857	0.0000	337.8678	1.0000	0.0200
DN_NC_073242.2_82507839_22	4891	0.0000	0.4899	1.0000	0.0000
DN_NC_073242.2_82560306_10	6597	1.0000	6.9272	2.0000	0.0050
DN_NC_073242.2_84722201_14	5875	0.0000	13.0354	1.0000	0.0032
DN_NC_073242.2_84833963_14	2189	0.0000	0.8945	3.0000	0.0000
DN_NC_073242.2_84922514_14	2123	0.0000	0.9741	3.0000	0.0000
DN_NC_073242.2_85715932_3	591	0.0000	0.6345	1.0000	0.0000
DN_NC_073242.2_85735381_3	380	0.0000	1.1895	2.1000	0.0000
DN_NC_073242.2_85744192_2	361	0.0000	0.9474	2.0000	0.0000
DN_NC_073242.2_85759116_3	542	0.0000	1.5738	5.0000	0.0000
DN_NC_073242.2_85790824_3	715	1.0000	3.6951	1.6000	0.0084
DN_NC_073242.2_85815514_3	380	0.0000	3.8579	6.0000	0.0053
DN_NC_073242.2_8725127_13	2126	0.0000	1.6675	6.0000	0.0000
DN_NC_073242.2_8737492_8	2744	0.0000	2.9260	8.0000	0.0007
DN_NC_073242.2_95678785_4	4493	1.0000	918.2019	1.0000	0.0516
DN_NC_073242.2_96060106_12	3236	0.0000	62.6999	5.0000	0.0083
DN_NC_073242.2_96073882_12	3219	0.0000	429.7903	5.0000	0.0252
DN_NC_073242.2_96161607_12	2344	0.0000	471.9437	5.0000	0.0141
DN_NC_073242.2_96607850_4	1061	0.0000	0.4788	1.0000	0.0000
DN_NC_073242.2_97073460_5	2484	0.5000	333.6977	2.0000	0.0048
DN_NC_073242.2_97170214_24	4666	0.0000	0.4683	1.0000	0.0000
DN_NC_073242.2_97202362_10	1664	0.0000	0.4862	1.0000	0.0000
DN_NC_073242.2_97214082_10	1981	0.0000	0.4942	1.0000	0.0000
DN_NC_073242.2_97493790_12	6281	0.0000	0.4979	1.0000	0.0000
DN_NC_073242.2_97528976_5	4211	0.0000	0.5163	1.0000	0.0000
DN_NC_073242.2_97765438_4	4831	1.0000	354.1093	1.0000	0.0213
DN_NC_073242.2_98958086_2	2939	1.0000	1163.5958	1.0000	0.0333
DN_NC_073242.2_98974496_9	1837	0.0000	0.9390	2.0000	0.0005
DN_NC_073242.2_99181437_12	2620	0.0000	1.6443	4.0000	0.0000
DN_NC_073242.2_99381861_11	2066	0.0000	702.1931	8.0000	0.0455
DN_NC_073242.2_99543624_18	7269	0.0000	137.3445	2.0000	0.0048
DN_NC_073242.2_99604879_12	1917	0.0000	1.5154	4.0000	0.0000
DN_NC_073242.2_99745328_12	3267	0.0000	0.6226	2.0000	0.0000
DN_NC_073242.2_99793055_12	2999	0.0000	291.2301	2.0000	0.0237
DN_NC_073243.2_101845354_5	4534	0.0000	74.5093	39.0000	0.0792
DN_NC_073243.2_110732778_15	3622	0.0000	0.4867	1.0000	0.0000
DN_NC_073243.2_111186227_2	4535	0.0000	775.9954	54.0000	0.0856
DN_NC_073243.2_111262956_13	4531	0.0000	10.0437	3.0000	0.0159
DN_NC_073243.2_111657543_4	6759	1.0000	186.6720	1.0000	0.0096
DN_NC_073243.2_112081564_15	2981	0.0000	455.3848	4.0000	0.0235
DN_NC_073243.2_16710332_14	3667	0.0000	232.7810	1.0000	0.0104
DN_NC_073243.2_17433799_8	2474	0.0000	0.5020	1.0000	0.0000
DN_NC_073243.2_17450998_15	5120	0.0000	904.9381	1.0000	0.0332
DN_NC_073243.2_19688237_2	2257	1.0000	410.6628	1.0000	0.0230
DN_NC_073243.2_19834097_15	1950	0.0000	0.4528	1.0000	0.0000
DN_NC_073243.2_20078090_12	1648	0.0000	0.5006	1.0000	0.0000
DN_NC_073243.2_20204464_2	5169	1.0000	10.2459	1.0000	0.0064
DN_NC_073243.2_20232546_4	1401	0.0000	0.6388	1.0000	0.0000
DN_NC_073243.2_20322881_2	4633	0.0000	1519.1401	3.0000	0.0432
DN_NC_073243.2_20324218_2	3420	0.0000	1511.5316	2.0000	0.0327
DN_NC_073243.2_21779153_4	2088	1.0000	0.5580	1.0000	0.0000
DN_NC_073243.2_21780781_4	6070	1.0000	0.9420	1.0000	0.0013
DN_NC_073243.2_21894066_7	3501	1.0000	824.0246	122.0000	0.1054
DN_NC_073243.2_22365408_15	3022	0.0000	0.4672	1.0000	0.0000
DN_NC_073243.2_22718660_11	1830	0.0000	2.7186	4.0000	0.0033
DN_NC_073243.2_22727924_2	1361	1.0000	0.5070	1.0000	0.0000
DN_NC_073243.2_22729136_7	2243	0.0000	0.4806	1.0000	0.0000
DN_NC_073243.2_25668904_14	2528	0.0000	0.6618	2.0000	0.0000
DN_NC_073243.2_25770609_26	4661	0.0000	0.8069	3.0000	0.0000
DN_NC_073243.2_27192824_11	2724	0.0000	0.5040	1.0000	0.0000
DN_NC_073243.2_30823221_7	3268	1.0000	1392.1885	3.0000	0.0382
DN_NC_073243.2_31614985_22	4055	0.0000	0.4597	1.0000	0.0000
DN_NC_073243.2_40339828_3	2579	1.0000	2.2796	4.0000	0.0023
DN_NC_073243.2_40356335_7	3730	1.0000	212.4668	5.0000	0.0421
DN_NC_073243.2_40875168_3	1303	1.0000	1.5142	3.0000	0.0000
DN_NC_073243.2_47785917_12	3941	0.0000	0.4885	1.0000	0.0000
DN_NC_073243.2_47800408_20	6361	0.0000	564.7463	1.0000	0.0134
DN_NC_073243.2_49037226_3	4556	0.0000	951.0643	2.0000	0.0601
DN_NC_073243.2_49045190_4	2063	0.0000	587.2874	17.8000	0.0877
DN_NC_073243.2_51178324_11	7016	0.0000	118.9024	1.0000	0.0026
DN_NC_073243.2_54697918_6	1644	0.0000	0.4830	1.0000	0.0000
DN_NC_073243.2_54805899_27	5764	0.0000	356.6358	1.0000	0.0116
DN_NC_073243.2_69046517_5	6979	0.0000	501.9870	1.0000	0.0375
DN_NC_073243.2_69056468_9	3489	0.0000	282.6177	1.0000	0.0218
DN_NC_073243.2_70014918_17	4366	0.0000	177.5176	1.0000	0.0298
DN_NC_073243.2_74160733_18	2914	0.0000	1.0487	2.0000	0.0007
DN_NC_073243.2_79064876_19	4616	0.0000	320.1308	1.0000	0.0156
DN_NC_073243.2_79717303_18	6379	0.0000	5.6619	4.0000	0.0075
DN_NC_073243.2_81969227_10	3913	0.0000	0.5216	1.0000	0.0000
DN_NC_073243.2_82594889_12	4223	0.0000	1108.8560	2.0000	0.0459
DN_NC_073243.2_82739824_8	3200	0.0000	1491.6866	4.0000	0.0563
DN_NC_073243.2_86703688_5	4379	0.0000	819.2720	1.0000	0.0265
DN_NC_073243.2_94988262_4	1107	0.0000	4.1138	2.0000	0.0126
DN_NC_073243.2_97368865_2	1056	0.0000	0.5218	1.0000	0.0000
DN_NC_073243.2_97368870_3	2648	0.0000	2.8452	11.0000	0.0000
DN_NC_073243.2_97413463_8	9919	1.0000	340.2323	1.0000	0.0198
DN_NC_073244.2_10146023_10	2435	0.0000	0.7561	1.0000	0.0004
DN_NC_073244.2_10996541_7	2288	0.0000	3.1871	1.0000	0.0017
DN_NC_073244.2_11377962_21	3392	0.0000	1.6943	7.0000	0.0003
DN_NC_073244.2_11413820_21	3293	0.0000	0.6019	2.0000	0.0000
DN_NC_073244.2_12296250_4	2282	0.0000	0.9895	2.0000	0.0000
DN_NC_073244.2_12577232_27	2873	0.0000	0.4253	1.0000	0.0000
DN_NC_073244.2_12909180_8	4350	1.0000	382.9025	2.0000	0.0405
DN_NC_073244.2_13399581_32	4410	0.0000	0.4451	1.0000	0.0000
DN_NC_073244.2_13768230_3	3589	1.0000	57.6854	1.0000	0.0047
DN_NC_073244.2_14389457_28	3859	0.0000	0.4221	1.0000	0.0000
DN_NC_073244.2_14850343_10	4970	0.0000	74.2588	1.0000	0.0163
DN_NC_073244.2_15172509_7	4079	1.0000	0.6421	1.0000	0.0000
DN_NC_073244.2_15324693_6	5334	1.0000	622.8976	1.0000	0.0319
DN_NC_073244.2_15357025_8	3686	0.0000	362.0081	1.0000	0.0198
DN_NC_073244.2_15453865_9	3989	0.0000	4.7709	1.0000	0.0043
DN_NC_073244.2_15508499_10	2817	0.0000	1.0937	1.0000	0.0021
DN_NC_073244.2_15569240_8	3589	0.0000	404.3672	1.0000	0.0306
DN_NC_073244.2_15605841_4	2930	1.0000	1592.9177	4.0000	0.0498
DN_NC_073244.2_15648295_6	4792	0.0000	764.8114	3.0000	0.0292
DN_NC_073244.2_15689625_6	5684	1.0000	453.2906	7.0000	0.0619
DN_NC_073244.2_15891037_6	2092	0.0000	1.1663	1.0000	0.0019
DN_NC_073244.2_16453836_16	3017	0.0000	0.9423	1.0000	0.0013
DN_NC_073244.2_16606086_12	1733	0.0000	0.4766	1.0000	0.0000
DN_NC_073244.2_16753009_21	3791	0.0000	0.5146	1.0000	0.0000
DN_NC_073244.2_17124484_18	4625	0.0000	1261.5142	1.0000	0.0372
DN_NC_073244.2_17541226_2	2014	1.0000	3437.1812	574.7000	0.1410
DN_NC_073244.2_17635782_4	4208	0.0000	1062.2101	2.0000	0.0423
DN_NC_073244.2_17678736_4	2491	1.0000	2317.3252	3.0000	0.0474
DN_NC_073244.2_17700597_4	3071	0.0000	490.6607	2.0000	0.0247
DN_NC_073244.2_17751582_4	2443	0.0000	1.4020	2.0000	0.0016
DN_NC_073244.2_17751584_2	2247	0.0000	1.4655	2.0000	0.0018
DN_NC_073244.2_17797611_4	4582	1.0000	6.5856	2.0000	0.0081
DN_NC_073244.2_17831067_3	2997	0.0000	723.6180	5.0000	0.0407
DN_NC_073244.2_17846610_4	2897	1.0000	2.0670	4.0000	0.0010
DN_NC_073244.2_17876785_4	4005	1.0000	270.3263	5.0000	0.0285
DN_NC_073244.2_17922158_4	5011	1.0000	775.6095	3278.0000	0.2183
DN_NC_073244.2_17960497_4	2617	1.0000	2.1578	3.0000	0.0008
DN_NC_073244.2_17994654_4	5212	1.0000	301.8502	4.0000	0.0282
DN_NC_073244.2_18045307_2	3754	1.0000	405.1590	3.0000	0.0365
DN_NC_073244.2_18047026_4	2244	0.0000	96.0361	2.0000	0.0098
DN_NC_073244.2_18096775_3	2563	1.0000	1.8849	2.0000	0.0008
DN_NC_073244.2_18124175_2	3815	1.0000	1153.6299	1.0000	0.0286
DN_NC_073244.2_18124193_3	3865	1.0000	1138.7332	1.0000	0.0282
DN_NC_073244.2_18201516_4	3683	0.0000	802.3139	2.8000	0.0301
DN_NC_073244.2_18232282_4	2204	1.0000	1.8707	2.0000	0.0009
DN_NC_073244.2_18307855_4	4175	0.0000	748.3713	3.0000	0.0422
DN_NC_073244.2_18356684_4	2613	0.0000	777.0532	3.0000	0.0337
DN_NC_073244.2_18385030_4	4642	1.0000	374.3718	3.0000	0.0315
DN_NC_073244.2_18426035_4	5726	1.0000	724.6193	3.0000	0.0349
DN_NC_073244.2_18470484_4	3016	0.0000	1.5338	3.0000	0.0010
DN_NC_073244.2_18564507_4	3312	0.0000	748.3255	2.0000	0.0353
DN_NC_073244.2_18614963_5	6010	1.0000	2086.4992	105.1000	0.1007
DN_NC_073244.2_18649721_4	3106	1.0000	1996.9601	18.0000	0.0721
DN_NC_073244.2_19011585_2	1756	1.0000	2626.2802	659.5000	0.1162
DN_NC_073244.2_20723155_12	4888	0.0000	892.0798	1.0000	0.0305
DN_NC_073244.2_20936541_9	1422	0.0000	1.2426	3.0000	0.0000
DN_NC_073244.2_21366814_9	2359	0.0000	126.4150	1.0000	0.0288
DN_NC_073244.2_21687258_9	1687	0.0000	6.9870	1.0000	0.0030
DN_NC_073244.2_22635247_12	2423	0.0000	0.4903	1.0000	0.0000
DN_NC_073244.2_23914271_12	3610	0.0000	539.0986	1.0000	0.0244
DN_NC_073244.2_24302535_5	650	1.0000	1.9046	6.0000	0.0000
DN_NC_073244.2_25226014_19	2541	0.0000	0.4388	1.0000	0.0000
DN_NC_073244.2_25986503_8	4217	0.0000	0.4894	1.0000	0.0000
DN_NC_073244.2_26156853_4	5113	0.0000	507.1146	2.0000	0.0288
DN_NC_073244.2_26240035_4	3170	0.0000	797.6871	8.0000	0.0366
DN_NC_073244.2_26240039_2	2917	0.0000	866.5297	7.4000	0.0398
DN_NC_073244.2_26314241_4	3419	1.0000	497.9125	10.0000	0.0418
DN_NC_073244.2_26470366_4	3192	0.0000	539.2544	2.9000	0.0345
DN_NC_073244.2_26666712_5	2955	1.0000	208.4890	10.0000	0.0403
DN_NC_073244.2_26901109_4	3219	0.0000	321.6940	13.0000	0.0631
DN_NC_073244.2_27051998_4	3481	0.0000	393.2752	5.0000	0.0313
DN_NC_073244.2_27131194_2	2943	0.0000	170.5906	5.0000	0.0251
DN_NC_073244.2_27139185_2	3044	0.0000	703.9235	3346.2000	0.2194
DN_NC_073244.2_27285351_4	4345	1.0000	537.7243	2091.2000	0.1931
DN_NC_073244.2_27408454_4	3592	1.0000	923.8419	31.0000	0.0690
DN_NC_073244.2_27504818_5	3420	1.0000	663.4173	13.0000	0.0591
DN_NC_073244.2_27566430_5	2644	1.0000	756.0166	14.0000	0.0454
DN_NC_073244.2_27626411_5	3659	1.0000	912.0281	12.2000	0.0585
DN_NC_073244.2_27765726_4	2305	0.0000	4.9757	6.0000	0.0095
DN_NC_073244.2_27869273_3	2730	1.0000	5.9366	6.0000	0.0117
DN_NC_073244.2_27956142_2	2069	0.0000	2048.5747	16.2000	0.0706
DN_NC_073244.2_27956158_2	1880	1.0000	2286.1840	34.0000	0.0734
DN_NC_073244.2_27956158_4	2406	1.0000	2964.1214	141.5000	0.1056
DN_NC_073244.2_28072858_4	3089	0.0000	214.0602	5.0000	0.0382
DN_NC_073244.2_28133171_2	3112	1.0000	3.0810	6.0000	0.0000
DN_NC_073244.2_28256975_5	4285	0.0000	367.7585	4.0000	0.0273
DN_NC_073244.2_28333451_4	3690	0.0000	223.9062	5.0000	0.0236
DN_NC_073244.2_28588105_4	3651	1.0000	650.8913	4.0000	0.0310
DN_NC_073244.2_28711447_2	3135	0.0000	407.1314	3.0000	0.0172
DN_NC_073244.2_28711447_4	3531	0.0000	361.9419	4.0000	0.0153
DN_NC_073244.2_28820229_4	5073	1.0000	91.9521	4.0000	0.0219
DN_NC_073244.2_29046961_4	3697	1.0000	443.8764	8.0000	0.0270
DN_NC_073244.2_29232445_4	2038	1.0000	691.5447	32.3000	0.0726
DN_NC_073244.2_29297022_4	4467	0.0000	202.4766	5.0000	0.0296
DN_NC_073244.2_29557605_4	2508	0.0000	1161.9374	11.0000	0.0451
DN_NC_073244.2_29680825_2	4091	0.0000	1045.4877	5.0000	0.0372
DN_NC_073244.2_29680825_4	4374	0.0000	978.0263	5.0000	0.0348
DN_NC_073244.2_29970261_4	2026	0.0000	5.3667	5.5000	0.0118
DN_NC_073244.2_30067652_4	5576	0.0000	980.9060	4.0000	0.0404
DN_NC_073244.2_30090650_6	4701	1.0000	3.4597	3.0000	0.0062
DN_NC_073244.2_30438340_4	3855	1.0000	4.7388	4.0000	0.0099
DN_NC_073244.2_30438386_2	3541	1.0000	4.8729	4.0000	0.0107
DN_NC_073244.2_43610901_6	1237	0.0000	1074.6936	1677.4000	0.1374
DN_NC_073244.2_44006563_15	3520	0.0000	653.5628	3.0000	0.0213
DN_NC_073244.2_45737704_5	3335	0.0000	1.2618	2.0000	0.0012
DN_NC_073244.2_45796040_6	5529	0.0000	9.1829	2.0000	0.0056
DN_NC_073244.2_45985550_6	2636	0.0000	1.0444	1.0000	0.0000
DN_NC_073244.2_46013405_4	5191	1.0000	815.1847	1.0000	0.0229
DN_NC_073244.2_46592534_11	1547	0.0000	0.4732	1.0000	0.0000
DN_NC_073244.2_46599941_3	4273	1.0000	534.9064	1.0000	0.0433
DN_NC_073244.2_46809556_3	2041	0.0000	2631.0029	145.0000	0.1039
DN_NC_073244.2_47250467_5	2626	0.0000	1312.8104	1.0000	0.0339
DN_NC_073244.2_47288294_4	4882	1.0000	145.5250	1.0000	0.0119
DN_NC_073244.2_47586219_5	4162	0.0000	899.3948	2.0000	0.0452
DN_NC_073244.2_47642985_5	4999	1.0000	961.4455	1.0000	0.0388
DN_NC_073244.2_47706460_3	5670	0.0000	706.8120	1.0000	0.0321
DN_NC_073244.2_47706466_2	5445	0.0000	736.0006	1.0000	0.0334
DN_NC_073244.2_47739503_5	4893	1.0000	875.7507	1.0000	0.0376
DN_NC_073244.2_47798559_5	4311	1.0000	504.4746	1.0000	0.0248
DN_NC_073244.2_47831779_6	3073	0.0000	80.1315	1.0000	0.0059
DN_NC_073244.2_47878793_6	3085	1.0000	0.7047	1.0000	0.0000
DN_NC_073244.2_47997304_5	3594	0.0000	228.2014	1.0000	0.0245
DN_NC_073244.2_48030384_3	3713	0.0000	153.3719	1.0000	0.0267
DN_NC_073244.2_48030811_4	3082	0.0000	188.3595	2.0000	0.0396
DN_NC_073244.2_48066692_6	3239	0.0000	1425.8185	4.0000	0.0479
DN_NC_073244.2_48093173_7	4556	1.0000	235.0413	1.0000	0.0204
DN_NC_073244.2_48242798_5	3714	0.0000	1.3578	1.0000	0.0000
DN_NC_073244.2_48319142_5	4046	0.0000	1.0072	2.0000	0.0005
DN_NC_073244.2_48352926_4	2915	0.0000	1.2377	2.0000	0.0007
DN_NC_073244.2_48384768_7	2388	0.0000	314.6466	3.0000	0.0197
DN_NC_073244.2_48583045_5	2834	0.0000	0.9210	1.0000	0.0014
DN_NC_073244.2_48620420_5	3403	0.0000	737.5830	1.0000	0.0317
DN_NC_073244.2_48660338_4	3882	0.0000	1.4315	2.0000	0.0005
DN_NC_073244.2_48919547_6	4617	0.0000	1.2571	2.0000	0.0004
DN_NC_073244.2_48980018_5	1919	0.0000	2.4179	1.0000	0.0021
DN_NC_073244.2_49072464_4	2575	0.0000	1.1767	1.0000	0.0004
