dn_a	dn_b	n_exon_a	n_exon_b	n_exon_min	colinear	colinear_nd	n_matched	exon_match_frac	mean_matched_id	best_exon_id	isolated_domain	colinear_50	colinear_60	colinear_65	colinear_70	colinear_75	colinear_80
DN_NC_073224.2_15670210_25	DN_NC_073224.2_19344252_8	25	8	8	6	6	6	0.75	0.9878	1.0	0	8	6	6	6	6	6
DN_NC_073224.2_15670210_25	DN_NC_073224.2_29070818_24	25	24	24	22	22	22	0.9167	0.9869	0.9955	0	22	22	22	22	22	22
DN_NC_073224.2_15783681_8	DN_NC_073224.2_19027212_8	8	8	8	8	8	8	1.0	0.9909	0.9961	0	8	8	8	8	8	8
DN_NC_073224.2_15783681_8	DN_NC_073224.2_19135994_8	8	8	8	8	8	8	1.0	0.9883	0.9937	0	8	8	8	8	8	8
DN_NC_073224.2_15783681_8	DN_NC_073224.2_19235747_8	8	8	8	8	8	8	1.0	0.9847	0.9937	0	8	8	8	8	8	8
DN_NC_073224.2_15783681_8	DN_NC_073224.2_19344252_8	8	8	8	8	8	8	1.0	0.9876	0.9937	0	8	8	8	8	8	8
DN_NC_073224.2_15783681_8	DN_NC_073224.2_29070818_24	8	24	8	7	7	7	0.875	0.9857	0.9937	0	8	7	7	7	7	7
DN_NC_073224.2_16928217_2	DN_NC_073232.2_122771445_4	2	4	2	1	1	1	0.5	0.8071	0.8071	1	2	1	1	1	1	1
DN_NC_073224.2_186733859_5	DN_NC_073234.2_26006928_5	5	5	5	3	3	3	0.6	0.8663	0.8966	0	4	4	4	3	3	3
DN_NC_073224.2_19027212_8	DN_NC_073224.2_19135994_8	8	8	8	8	8	8	1.0	0.9962	1.0	0	8	8	8	8	8	8
DN_NC_073224.2_19027212_8	DN_NC_073224.2_19235747_8	8	8	8	8	8	8	1.0	0.992	1.0	0	8	8	8	8	8	8
DN_NC_073224.2_19027212_8	DN_NC_073224.2_19344252_8	8	8	8	8	8	8	1.0	0.9957	1.0	0	8	8	8	8	8	8
DN_NC_073224.2_19027212_8	DN_NC_073224.2_29070818_24	8	24	8	7	7	7	0.875	0.9946	1.0	0	8	7	7	7	7	7
DN_NC_073224.2_19135994_8	DN_NC_073224.2_19235747_8	8	8	8	8	8	8	1.0	0.9925	1.0	0	8	8	8	8	8	8
DN_NC_073224.2_19135994_8	DN_NC_073224.2_19344252_8	8	8	8	8	8	8	1.0	0.9995	1.0	0	8	8	8	8	8	8
DN_NC_073224.2_19135994_8	DN_NC_073224.2_29070818_24	8	24	8	7	7	7	0.875	0.9928	1.0	0	8	7	7	7	7	7
DN_NC_073224.2_19235747_8	DN_NC_073224.2_19344252_8	8	8	8	8	8	8	1.0	0.9919	1.0	0	8	8	8	8	8	8
DN_NC_073224.2_19235747_8	DN_NC_073224.2_29070818_24	8	24	8	7	7	7	0.875	0.988	1.0	0	8	7	7	7	7	7
DN_NC_073224.2_19344252_8	DN_NC_073224.2_29070818_24	8	24	8	7	7	7	0.875	0.9922	1.0	0	8	7	7	7	7	7
DN_NC_073224.2_194445089_11	DN_NC_073224.2_194593658_8	11	8	8	1	1	1	0.125	1.0	1.0	1	5	1	1	1	1	1
DN_NC_073224.2_196241058_22	DN_NC_073237.2_57425988_22	22	22	22	8	8	8	0.3636	0.7618	0.8175	0	19	16	13	8	4	3
DN_NC_073224.2_196323176_17	DN_NC_073244.2_10996541_7	17	7	7	6	6	7	1.0	0.8264	0.873	0	6	6	6	6	6	5
DN_NC_073224.2_197128142_3	DN_NC_073229.2_194862622_5	3	5	3	0	0	0	0.0	0.0	0.0	0	1	0	0	0	0	0
DN_NC_073224.2_197128142_3	DN_NC_073238.2_33904146_3	3	3	3	0	0	0	0.0	0.0	0.0	0	2	0	0	0	0	0
DN_NC_073224.2_197128142_3	DN_NC_073244.2_50702615_6	3	6	3	0	0	0	0.0	0.0	0.0	0	2	0	0	0	0	0
DN_NC_073224.2_199406700_5	DN_NC_073244.2_45985550_6	5	6	5	0	0	0	0.0	0.0	0.0	0	5	3	2	0	0	0
DN_NC_073224.2_199406700_5	DN_NC_073244.2_47586219_5	5	5	5	0	0	0	0.0	0.0	0.0	0	3	2	2	0	0	0
DN_NC_073224.2_199406700_5	DN_NC_073244.2_49072464_4	5	4	4	1	1	1	0.25	0.7381	0.7381	1	3	1	1	1	0	0
DN_NC_073224.2_199406700_5	DN_NC_073244.2_49246931_6	5	6	5	1	1	1	0.2	0.7222	0.7222	1	4	1	1	1	0	0
DN_NC_073224.2_199406700_5	DN_NC_073244.2_68611978_5	5	5	5	0	0	0	0.0	0.0	0.0	0	3	2	1	0	0	0
DN_NC_073224.2_199458269_6	DN_NC_073229.2_45067329_6	6	6	6	1	1	1	0.1667	0.7263	0.7368	1	4	2	2	1	0	0
DN_NC_073224.2_199458269_6	DN_NC_073237.2_30220066_5	6	5	5	1	1	1	0.2	0.7222	0.7222	1	3	2	2	1	0	0
DN_NC_073224.2_199458269_6	DN_NC_073244.2_49072464_4	6	4	4	1	1	1	0.25	0.7222	0.7222	1	4	2	1	1	0	0
DN_NC_073224.2_199458269_6	DN_NC_073244.2_49101177_5	6	5	5	1	1	1	0.2	0.7063	0.7063	1	4	3	1	1	0	0
DN_NC_073224.2_199458269_6	DN_NC_073244.2_65102393_4	6	4	4	1	1	1	0.25	0.7063	0.7063	1	3	2	1	1	0	0
DN_NC_073224.2_199494304_6	DN_NC_073228.2_182864372_4	6	4	4	1	1	1	0.25	0.7063	0.7063	1	4	4	1	1	0	0
DN_NC_073224.2_199494304_6	DN_NC_073229.2_44967262_5	6	5	5	0	0	0	0.0	0.0	0.0	0	4	3	0	0	0	0
DN_NC_073224.2_199494304_6	DN_NC_073232.2_81253567_6	6	6	6	1	1	1	0.1667	0.7619	0.7619	1	3	2	2	1	1	0
DN_NC_073224.2_199494304_6	DN_NC_073236.2_32302189_6	6	6	6	1	1	1	0.1667	0.7381	0.7381	1	5	3	2	1	0	0
DN_NC_073224.2_199494304_6	DN_NC_073242.2_97765438_4	6	4	4	1	1	1	0.25	0.7381	0.7381	1	2	1	1	1	0	0
DN_NC_073224.2_200263910_4	DN_NC_073236.2_129488631_5	4	5	4	1	1	1	0.25	0.8279	0.8279	1	2	1	1	1	1	1
DN_NC_073224.2_206460331_8	DN_NC_073244.2_59726455_2	8	2	2	0	0	0	0.0	0.0	0.0	0	2	0	0	0	0	0
DN_NC_073224.2_207257149_3	DN_NC_073224.2_207270226_12	3	12	3	1	1	1	0.3333	1.0	1.0	1	3	1	1	1	1	1
DN_NC_073224.2_207670698_13	DN_NC_073245.2_44289870_13	12	13	12	5	5	5	0.4167	0.7764	0.8473	0	10	8	7	5	4	1
DN_NC_073224.2_208886621_22	DN_NC_073236.2_119568063_21	22	21	21	14	14	14	0.6667	0.7571	0.8177	0	19	19	17	14	8	1
DN_NC_073224.2_210837399_19	DN_NC_073229.2_94673034_3	19	3	3	0	0	0	0.0	0.0	0.0	0	2	0	0	0	0	0
DN_NC_073224.2_211985035_3	DN_NC_073230.2_12413521_6	3	6	3	0	0	0	0.0	0.0	0.0	0	1	0	0	0	0	0
DN_NC_073224.2_213161178_3	DN_NC_073229.2_181371301_3	3	3	3	1	1	1	0.3333	0.7385	0.7385	1	3	3	1	1	0	0
DN_NC_073224.2_213368965_21	DN_NC_073229.2_190755772_21	21	21	21	18	18	18	0.8571	0.7837	0.8734	0	20	19	19	18	13	6
DN_NC_073224.2_213462039_6	DN_NC_073228.2_49710333_4	6	4	4	0	0	0	0.0	0.0	0.0	0	1	0	0	0	0	0
DN_NC_073224.2_213462039_6	DN_NC_073240.2_46341896_2	6	2	2	0	0	0	0.0	0.0	0.0	0	1	0	0	0	0	0
DN_NC_073224.2_214075309_3	DN_NC_073224.2_214095871_7	3	7	3	1	1	1	0.3333	1.0	1.0	1	3	1	1	1	1	1
DN_NC_073224.2_214517378_2	DN_NC_073233.2_119992784_4	2	4	2	1	1	1	0.5	0.9468	0.9468	1	2	1	1	1	1	1
DN_NC_073224.2_216467757_3	DN_NC_073231.2_150671310_5	3	5	3	0	0	0	0.0	0.0	0.0	0	1	1	1	0	0	0
DN_NC_073224.2_216467757_3	DN_NC_073241.2_64520240_3	3	3	3	0	0	0	0.0	0.0	0.0	0	2	0	0	0	0	0
DN_NC_073224.2_216927976_16	DN_NC_073230.2_87974016_14	16	14	14	5	5	5	0.3571	0.7936	0.8389	0	13	9	5	5	5	2
DN_NC_073224.2_216927976_16	DN_NC_086017.1_145972418_16	16	16	16	10	10	10	0.625	0.7733	0.8279	0	14	14	12	10	7	3
DN_NC_073224.2_216927976_16	DN_NC_086017.1_195677389_14	16	14	14	10	10	10	0.7143	0.7722	0.8605	0	13	13	12	10	6	2
DN_NC_073224.2_218361248_19	DN_NC_073224.2_218434129_23	19	23	19	15	16	23	1.2105	0.9832	0.9953	0	15	15	15	15	15	15
DN_NC_073224.2_218361248_19	DN_NC_073224.2_223156764_8	19	8	8	7	7	7	0.875	0.973	0.9939	0	8	7	7	7	7	7
DN_NC_073224.2_218434129_23	DN_NC_073224.2_223156764_8	23	8	8	7	7	7	0.875	0.9848	1.0	0	8	7	7	7	7	7
DN_NC_073224.2_219630924_4	DN_NC_073227.2_107202270_4	4	4	4	0	0	0	0.0	0.0	0.0	0	2	0	0	0	0	0
DN_NC_073224.2_219630924_4	DN_NC_073235.2_71373985_7	4	7	4	0	0	0	0.0	0.0	0.0	0	2	0	0	0	0	0
DN_NC_073224.2_220588830_7	DN_NC_073224.2_220611411_7	7	7	7	5	5	5	0.7143	0.925	0.9792	0	5	5	5	5	5	5
DN_NC_073224.2_228923130_6	DN_NC_073224.2_228936705_6	6	6	6	2	2	2	0.3333	0.8479	0.9062	0	6	4	2	2	2	1
DN_NC_073224.2_231736369_12	DN_NC_073224.2_25093112_7	12	7	7	0	0	0	0.0	0.0	0.0	0	4	0	0	0	0	0
DN_NC_073224.2_231736369_12	DN_NC_073234.2_22572777_12	12	12	12	8	8	8	0.6667	0.7766	0.8611	0	10	10	10	8	4	3
DN_NC_073224.2_231736369_12	DN_NC_073235.2_104226160_12	12	12	12	0	0	0	0.0	0.0	0.0	0	4	0	0	0	0	0
DN_NC_073224.2_231736369_12	DN_NC_073243.2_20078090_12	12	12	12	9	9	9	0.75	0.7763	0.8288	0	10	10	10	9	5	3
DN_NC_073224.2_236757333_2	DN_NC_086017.1_58705155_2	2	2	2	0	0	0	0.0	0.0	0.0	0	2	0	0	0	0	0
DN_NC_073224.2_239070568_18	DN_NC_086017.1_181307962_18	18	18	18	6	6	6	0.3333	0.7412	0.7938	0	15	13	11	6	2	0
DN_NC_073224.2_239365488_12	DN_NC_073230.2_88115984_10	12	10	10	6	6	6	0.6	0.8073	0.873	0	8	7	7	6	6	2
DN_NC_073224.2_239847758_15	DN_NC_073243.2_22365408_15	15	15	15	9	9	9	0.6	0.7671	0.8421	0	14	13	10	9	5	3
DN_NC_073224.2_239847758_15	DN_NC_086017.1_195260184_15	15	15	15	9	9	9	0.6	0.7972	0.8841	0	14	14	13	9	6	5
DN_NC_073224.2_25093112_7	DN_NC_073243.2_20078090_12	7	12	7	0	0	0	0.0	0.0	0.0	0	2	1	0	0	0	0
DN_NC_073224.2_26635584_9	DN_NC_073240.2_34675462_15	9	15	9	7	7	7	0.7778	0.8014	0.8627	0	9	7	7	7	6	4
DN_NC_073224.2_27333739_3	DN_NC_073228.2_64771915_4	3	4	3	0	0	0	0.0	0.0	0.0	0	2	1	1	0	0	0
DN_NC_073224.2_27333739_3	DN_NC_073234.2_48400691_7	3	7	3	0	0	0	0.0	0.0	0.0	0	1	0	0	0	0	0
DN_NC_073224.2_38911600_25	DN_NC_073229.2_61929003_23	25	23	23	8	8	8	0.3478	0.7552	0.8208	0	20	19	15	8	3	1
DN_NC_073224.2_38985857_7	DN_NC_073228.2_10057969_7	7	7	7	5	5	5	0.7143	0.8169	0.8528	0	6	6	5	5	5	3
DN_NC_073224.2_40627195_4	DN_NC_073224.2_8222533_5	4	5	4	1	1	1	0.25	0.8492	0.8492	1	4	2	2	1	1	1
DN_NC_073224.2_40627195_4	DN_NC_073224.2_8422960_4	4	4	4	1	1	1	0.25	0.8968	0.8968	1	4	3	2	1	1	1
DN_NC_073224.2_40627195_4	DN_NC_073227.2_8633418_2	4	2	2	0	0	0	0.0	0.0	0.0	0	2	2	2	0	0	0
DN_NC_073224.2_40627195_4	DN_NC_073227.2_8705656_4	4	4	4	1	1	1	0.25	0.8651	0.8651	1	3	3	2	1	1	1
DN_NC_073224.2_40627195_4	DN_NC_073227.2_8907801_4	4	4	4	1	1	1	0.25	0.881	0.881	1	3	3	2	1	1	1
DN_NC_073224.2_40627195_4	DN_NC_073227.2_9010062_2	4	2	2	0	0	0	0.0	0.0	0.0	0	1	1	0	0	0	0
DN_NC_073224.2_40627195_4	DN_NC_073230.2_64900495_2	4	2	2	0	0	0	0.0	0.0	0.0	0	1	1	1	0	0	0
DN_NC_073224.2_40627195_4	DN_NC_073230.2_73508332_4	4	4	4	1	1	1	0.25	0.8254	0.8254	1	4	3	2	1	1	1
DN_NC_073224.2_40627195_4	DN_NC_073230.2_73776646_4	4	4	4	1	1	1	0.25	0.8333	0.8333	1	4	2	2	1	1	1
DN_NC_073224.2_40627195_4	DN_NC_073230.2_73977205_4	4	4	4	1	1	1	0.25	0.8413	0.8413	1	3	3	3	1	1	1
DN_NC_073224.2_40627195_4	DN_NC_073230.2_74126483_4	4	4	4	1	1	1	0.25	0.8016	0.8016	1	3	3	1	1	1	1
DN_NC_073224.2_40627195_4	DN_NC_073230.2_74190289_5	4	5	4	1	1	1	0.25	0.7937	0.7937	1	4	3	1	1	1	0
DN_NC_073224.2_40627195_4	DN_NC_073230.2_74299233_4	4	4	4	1	1	1	0.25	0.8492	0.8492	1	4	3	2	1	1	1
DN_NC_073224.2_40627195_4	DN_NC_073230.2_74637814_2	4	2	2	0	0	0	0.0	0.0	0.0	0	2	2	1	0	0	0
DN_NC_073224.2_40627195_4	DN_NC_073233.2_9788172_5	4	5	4	1	1	1	0.25	0.8095	0.8175	1	3	2	2	1	1	1
DN_NC_073224.2_40627195_4	DN_NC_073241.2_36126183_3	4	3	3	1	1	1	0.3333	0.881	0.881	1	3	3	2	1	1	1
DN_NC_073224.2_40627195_4	DN_NC_073242.2_37386128_4	4	4	4	1	1	1	0.25	0.8254	0.8254	1	4	3	2	1	1	1
DN_NC_073224.2_40627195_4	DN_NC_073242.2_66613619_4	4	4	4	1	1	1	0.25	0.7937	0.8016	1	4	3	2	1	1	1
DN_NC_073224.2_40627195_4	DN_NC_073244.2_26240039_2	4	2	2	0	0	0	0.0	0.0	0.0	0	2	2	0	0	0	0
DN_NC_073224.2_40627195_4	DN_NC_073244.2_26470366_4	4	4	4	1	1	1	0.25	0.8175	0.8175	1	4	3	3	1	1	1
DN_NC_073224.2_40627195_4	DN_NC_073244.2_26666712_5	4	5	4	1	1	1	0.25	0.8254	0.8333	1	2	2	1	1	1	1
DN_NC_073224.2_40627195_4	DN_NC_073244.2_26901109_4	4	4	4	0	0	0	0.0	0.0	0.0	0	4	2	0	0	0	0
DN_NC_073224.2_40627195_4	DN_NC_073244.2_27051998_4	4	4	4	1	1	1	0.25	0.8413	0.8492	1	3	3	1	1	1	1
DN_NC_073224.2_40627195_4	DN_NC_073244.2_27131194_2	4	2	2	0	0	0	0.0	0.0	0.0	0	2	2	0	0	0	0
DN_NC_073224.2_40627195_4	DN_NC_073244.2_27285351_4	4	4	4	1	1	1	0.25	0.8333	0.8333	1	4	3	1	1	1	1
DN_NC_073224.2_40627195_4	DN_NC_073244.2_27408454_4	4	4	4	1	1	1	0.25	0.8571	0.8571	1	4	3	1	1	1	1
DN_NC_073224.2_40627195_4	DN_NC_073244.2_27504818_5	4	5	4	1	1	1	0.25	0.8254	0.8254	1	4	3	1	1	1	1
DN_NC_073224.2_40627195_4	DN_NC_073244.2_27566430_5	4	5	4	2	2	2	0.5	0.7696	0.8333	0	4	3	3	2	1	1
DN_NC_073224.2_40627195_4	DN_NC_073244.2_27765726_4	4	4	4	3	3	3	0.75	0.7508	0.8254	0	3	3	3	3	1	1
DN_NC_073224.2_40627195_4	DN_NC_073244.2_27869273_3	4	3	3	0	0	0	0.0	0.0	0.0	0	3	2	2	0	0	0
DN_NC_073224.2_40627195_4	DN_NC_073244.2_27956158_2	4	2	2	1	1	1	0.5	0.7088	0.7088	1	2	2	1	1	0	0
DN_NC_073224.2_40627195_4	DN_NC_073244.2_28072858_4	4	4	4	1	1	1	0.25	0.8095	0.8175	1	4	3	2	1	1	1
DN_NC_073224.2_40627195_4	DN_NC_073244.2_28256975_5	4	5	4	1	1	1	0.25	0.8175	0.8175	1	4	3	3	1	1	1
DN_NC_073224.2_40627195_4	DN_NC_073244.2_28333451_4	4	4	4	2	2	2	0.5	0.7745	0.8413	0	3	3	2	2	1	1
DN_NC_073224.2_40627195_4	DN_NC_073244.2_28711447_2	4	2	2	0	0	0	0.0	0.0	0.0	0	2	2	1	0	0	0
DN_NC_073224.2_40627195_4	DN_NC_073244.2_28820229_4	4	4	4	1	1	1	0.25	0.8413	0.8413	1	3	3	1	1	1	1
DN_NC_073224.2_40627195_4	DN_NC_073244.2_29046961_4	4	4	4	1	1	1	0.25	0.8254	0.8254	1	4	3	2	1	1	1
DN_NC_073224.2_40627195_4	DN_NC_073244.2_29232445_4	4	4	4	1	1	1	0.25	0.8413	0.8413	1	3	2	2	1	1	1
DN_NC_073224.2_40627195_4	DN_NC_073244.2_29297022_4	4	4	4	1	1	1	0.25	0.8254	0.8254	1	3	3	1	1	1	1
DN_NC_073224.2_40627195_4	DN_NC_073244.2_29557605_4	4	4	4	1	1	1	0.25	0.8413	0.8413	1	3	3	3	1	1	1
DN_NC_073224.2_40627195_4	DN_NC_073244.2_29680825_2	4	2	2	0	0	0	0.0	0.0	0.0	0	2	2	1	0	0	0
DN_NC_073224.2_40627195_4	DN_NC_073244.2_29970261_4	4	4	4	2	2	2	0.5	0.7801	0.8254	0	4	3	2	2	1	1
DN_NC_073224.2_40627195_4	DN_NC_073244.2_30067652_4	4	4	4	1	1	1	0.25	0.8175	0.8175	1	3	3	2	1	1	1
DN_NC_073224.2_40627195_4	DN_NC_073244.2_30090650_6	4	6	4	2	2	2	0.5	0.7094	0.7168	0	3	3	2	2	0	0
DN_NC_073224.2_40627195_4	DN_NC_073244.2_30438386_2	4	2	2	0	0	0	0.0	0.0	0.0	0	2	2	0	0	0	0
DN_NC_073224.2_40627195_4	DN_NC_073244.2_64034715_7	4	7	4	1	1	1	0.25	0.7937	0.7937	1	3	1	1	1	1	0
DN_NC_073224.2_40627195_4	DN_NC_073244.2_64081943_4	4	4	4	1	1	1	0.25	0.7937	0.7937	1	3	1	1	1	1	0
DN_NC_073224.2_40627195_4	DN_NC_073244.2_64125568_5	4	5	4	1	1	1	0.25	0.8175	0.8175	1	3	1	1	1	1	1
DN_NC_073224.2_40627195_4	DN_NC_073244.2_64265252_5	4	5	4	1	1	1	0.25	0.8413	0.8413	1	3	1	1	1	1	1
DN_NC_073224.2_40627195_4	DN_NC_073244.2_64306022_6	4	6	4	1	1	1	0.25	0.8016	0.8016	1	4	1	1	1	1	1
DN_NC_073224.2_40627195_4	DN_NC_073244.2_64368633_7	4	7	4	1	1	1	0.25	0.8095	0.8095	1	3	1	1	1	1	1
DN_NC_073224.2_40627195_4	DN_NC_073244.2_64500861_5	4	5	4	1	1	1	0.25	0.746	0.746	1	2	1	1	1	0	0
DN_NC_073224.2_40627195_4	DN_NC_073244.2_64585864_4	4	4	4	1	1	1	0.25	0.8175	0.8175	1	3	1	1	1	1	1
DN_NC_073224.2_40627195_4	DN_NC_073244.2_64797239_5	4	5	4	1	1	1	0.25	0.8095	0.8095	1	3	1	1	1	1	1
DN_NC_073224.2_40627195_4	DN_NC_073244.2_65046428_2	4	4	4	1	1	1	0.25	0.825	0.825	1	3	2	1	1	1	1
DN_NC_073224.2_40627195_4	DN_NC_073244.2_65073171_5	4	5	4	1	1	1	0.25	0.8175	0.8175	1	2	1	1	1	1	1
DN_NC_073224.2_40627195_4	DN_NC_073246.2_15789285_3	4	3	3	1	1	1	0.3333	0.881	0.881	1	3	3	2	1	1	1
DN_NC_073224.2_45389129_11	DN_NC_073224.2_77707994_7	11	7	7	0	0	0	0.0	0.0	0.0	0	4	0	0	0	0	0
DN_NC_073224.2_45389129_11	DN_NC_086018.1_19844955_6	11	9	9	1	1	1	0.1111	0.7664	0.7664	1	4	1	1	1	1	0
DN_NC_073224.2_46970626_9	DN_NC_073230.2_138011361_9	9	9	9	1	1	1	0.1111	0.7041	0.7041	1	6	5	4	1	0	0
DN_NC_073224.2_47163026_13	DN_NC_086017.1_19588191_12	13	12	12	6	6	6	0.5	0.758	0.88	0	9	8	8	6	2	1
DN_NC_073224.2_50024137_10	DN_NC_086017.1_60479047_11	10	11	10	6	6	6	0.6	0.7707	0.92	0	10	8	8	6	3	1
DN_NC_073224.2_51430719_7	DN_NC_073234.2_121481999_7	7	7	7	5	5	5	0.7143	0.754	0.8013	0	7	6	5	5	3	1
DN_NC_073224.2_53012398_21	DN_NC_073247.2_165220768_21	21	21	21	15	15	15	0.7143	0.758	0.8586	0	18	17	17	15	10	1
DN_NC_073224.2_53524414_11	DN_NC_073224.2_53535059_3	11	3	3	0	0	0	0.0	0.0	0.0	0	1	0	0	0	0	0
DN_NC_073224.2_53955814_27	DN_NC_073248.2_27118037_27	27	27	27	7	7	7	0.2593	0.762	0.7983	0	19	14	8	7	4	0
DN_NC_073224.2_5565564_3	DN_NC_073224.2_5715398_2	3	2	2	2	2	2	1.0	0.9917	0.9993	0	2	2	2	2	2	2
DN_NC_073224.2_5641112_4	DN_NC_073242.2_36121013_3	4	3	3	0	0	0	0.0	0.0	0.0	0	2	0	0	0	0	0
DN_NC_073224.2_5641112_4	DN_NC_073242.2_6758889_7	4	7	4	0	0	0	0.0	0.0	0.0	0	3	0	0	0	0	0
DN_NC_073224.2_58834163_5	DN_NC_073237.2_120375635_3	5	3	3	2	2	2	0.6667	0.7435	0.7772	0	2	2	2	2	1	0
DN_NC_073224.2_6827773_11	DN_NC_073230.2_165840202_11	11	11	11	11	11	11	1.0	0.9861	1.0	0	11	11	11	11	11	11
DN_NC_073224.2_8222533_5	DN_NC_073224.2_8422960_4	5	4	4	2	2	2	0.5	0.8213	0.8492	0	4	3	3	2	2	1
DN_NC_073224.2_8222533_5	DN_NC_073227.2_8633418_2	5	2	2	0	0	0	0.0	0.0	0.0	0	2	2	1	0	0	0
DN_NC_073224.2_8222533_5	DN_NC_073227.2_8705656_4	5	4	4	2	2	2	0.5	0.8496	0.8571	0	4	3	3	2	2	2
DN_NC_073224.2_8222533_5	DN_NC_073227.2_8907801_4	5	4	4	2	2	2	0.5	0.8549	0.8571	0	4	3	2	2	2	2
DN_NC_073224.2_8222533_5	DN_NC_073227.2_9010062_2	5	2	2	0	0	0	0.0	0.0	0.0	0	2	0	0	0	0	0
DN_NC_073224.2_8222533_5	DN_NC_073230.2_73508332_4	5	4	4	2	2	2	0.5	0.8298	0.8421	0	4	3	2	2	2	2
DN_NC_073224.2_8222533_5	DN_NC_073230.2_73776646_4	5	4	4	2	2	2	0.5	0.839	0.8526	0	4	3	2	2	2	2
DN_NC_073224.2_8222533_5	DN_NC_073230.2_73977205_4	5	4	4	2	2	2	0.5	0.8153	0.8211	0	4	4	3	2	2	2
DN_NC_073224.2_8222533_5	DN_NC_073230.2_74126483_4	5	4	4	3	3	3	0.75	0.7753	0.8526	0	4	3	3	3	2	1
DN_NC_073224.2_8222533_5	DN_NC_073230.2_74190289_5	5	5	5	2	2	2	0.4	0.7994	0.8211	0	4	4	2	2	2	1
DN_NC_073224.2_8222533_5	DN_NC_073230.2_74299233_4	5	4	4	2	2	2	0.5	0.8522	0.8632	0	4	4	3	2	2	2
DN_NC_073224.2_8222533_5	DN_NC_073230.2_74637814_2	5	2	2	0	0	0	0.0	0.0	0.0	0	2	2	1	0	0	0
DN_NC_073224.2_8222533_5	DN_NC_073233.2_9788172_5	5	5	5	2	2	2	0.4	0.8193	0.8254	0	4	3	2	2	2	2
DN_NC_073224.2_8222533_5	DN_NC_073241.2_36126183_3	5	3	3	1	1	1	0.3333	0.8571	0.8571	1	3	3	2	1	1	1
DN_NC_073224.2_8222533_5	DN_NC_073242.2_66613619_4	5	4	4	2	2	2	0.5	0.7927	0.8095	0	4	3	3	2	2	1
DN_NC_073224.2_8222533_5	DN_NC_073244.2_26240035_4	5	4	4	2	2	2	0.5	0.7929	0.8254	0	4	3	3	2	2	1
DN_NC_073224.2_8222533_5	DN_NC_073244.2_26314241_4	5	4	4	2	2	2	0.5	0.7942	0.8095	0	4	3	2	2	2	1
DN_NC_073224.2_8222533_5	DN_NC_073244.2_26470366_4	5	4	4	3	3	3	0.75	0.7982	0.8651	0	4	4	3	3	2	2
DN_NC_073224.2_8222533_5	DN_NC_073244.2_26666712_5	5	5	5	2	2	2	0.4	0.7929	0.8	0	3	3	2	2	2	1
DN_NC_073224.2_8222533_5	DN_NC_073244.2_26901109_4	5	4	4	1	1	1	0.25	0.7684	0.7684	1	3	3	2	1	1	0
DN_NC_073224.2_8222533_5	DN_NC_073244.2_27051998_4	5	4	4	2	2	2	0.5	0.8035	0.8254	0	4	4	3	2	2	1
DN_NC_073224.2_8222533_5	DN_NC_073244.2_27131194_2	5	2	2	0	0	0	0.0	0.0	0.0	0	2	1	0	0	0	0
DN_NC_073224.2_8222533_5	DN_NC_073244.2_27285351_4	5	4	4	2	2	2	0.5	0.7863	0.7937	0	4	3	3	2	2	0
DN_NC_073224.2_8222533_5	DN_NC_073244.2_27408454_4	5	4	4	3	3	3	0.75	0.7969	0.8421	0	4	3	3	3	2	2
DN_NC_073224.2_8222533_5	DN_NC_073244.2_27504818_5	5	5	5	3	3	3	0.6	0.7947	0.8413	0	4	3	3	3	2	2
DN_NC_073224.2_8222533_5	DN_NC_073244.2_27566430_5	5	5	5	3	3	3	0.6	0.778	0.8333	0	5	4	3	3	2	1
DN_NC_073224.2_8222533_5	DN_NC_073244.2_27765726_4	5	4	4	3	3	3	0.75	0.7868	0.8316	0	4	4	3	3	2	2
DN_NC_073224.2_8222533_5	DN_NC_073244.2_27869273_3	5	3	3	1	1	1	0.3333	0.8211	0.8211	1	3	2	1	1	1	1
DN_NC_073224.2_8222533_5	DN_NC_073244.2_27956158_2	5	2	2	0	0	0	0.0	0.0	0.0	0	2	2	0	0	0	0
DN_NC_073224.2_8222533_5	DN_NC_073244.2_28072858_4	5	4	4	2	2	2	0.5	0.7969	0.8333	0	4	4	2	2	2	1
DN_NC_073224.2_8222533_5	DN_NC_073244.2_28256975_5	5	5	5	2	2	2	0.4	0.835	0.8526	0	4	3	3	2	2	2
DN_NC_073224.2_8222533_5	DN_NC_073244.2_28333451_4	5	4	4	2	2	2	0.5	0.8087	0.8254	0	4	3	3	2	2	2
DN_NC_073224.2_8222533_5	DN_NC_073244.2_28588105_4	5	4	4	3	3	3	0.75	0.8026	0.8842	0	4	3	3	3	2	2
DN_NC_073224.2_8222533_5	DN_NC_073244.2_28711447_4	5	5	5	2	2	2	0.4	0.8127	0.8254	0	4	3	3	2	2	2
DN_NC_073224.2_8222533_5	DN_NC_073244.2_28820229_4	5	4	4	2	2	2	0.5	0.818	0.8254	0	4	3	2	2	2	2
DN_NC_073224.2_8222533_5	DN_NC_073244.2_29046961_4	5	4	4	3	3	3	0.75	0.7954	0.8421	0	4	4	3	3	2	2
DN_NC_073224.2_8222533_5	DN_NC_073244.2_29232445_4	5	4	4	2	2	2	0.5	0.818	0.8254	0	3	3	3	2	2	2
DN_NC_073224.2_8222533_5	DN_NC_073244.2_29297022_4	5	4	4	2	2	2	0.5	0.8022	0.8254	0	4	3	3	2	2	1
