gene_a	gene_b	dn_a	dn_b	cls	in_dna_loose	aln_frac	core_recip	n_exon_a	n_exon_b	n_exon_min	n_matched	exon_match_frac	mean_matched_id	best_exon_id	colinear	colinear_nd	isolated_domain	cut_K1	cut_K2	div_bin	ep_impure	gstm2	mage	colinear_50	colinear_60	colinear_65	colinear_70	colinear_75	colinear_80
LOC101132303	LOC115935014	DN_NC_073229.2_50085643_6	DN_NC_073229.2_50300098_6	TP	1	0.6563	0.4727	6	6	6	3	0.5	0.942	0.9727	3	3	0	0	0	0.90-0.95	0	0	0	3	3	3	3	3	3
LOC101132325	MKRN1	DN_NC_073230.2_149564614_8	DN_NC_073247.2_51197700_2	TP	1	0.4466	0.4492	8	2	2	0	0.0	0.0	0.0	0	0	0	1	1	<0.70	0	0	0	0	0	0	0	0	0
LOC101132434	LOC101135843	DN_NC_086018.1_18646417_6	DN_NC_086018.1_22406144_7	TP	1	0.8492	0.8537	6	7	6	4	0.6667	0.9661	0.9784	4	4	0	0	0	id>=0.95	0	0	0	5	4	4	4	4	4
LOC101132434	LOC115932815	DN_NC_086018.1_18646417_6	DN_NC_086018.1_22166696_9	TP	1	0.8479	0.7263	6	7	6	4	0.6667	0.9721	0.9851	4	4	0	0	0	id>=0.95	0	0	0	4	4	4	4	4	4
LOC101132445	LOC129529771	DN_NC_073247.2_59744368_5	DN_NC_073247.2_59753367_5	TP	1	1.0	0.9963	5	5	5	4	0.8	1.0	1.0	4	4	0	0	0	id>=0.95	0	0	0	4	4	4	4	4	4
LOC101132445	LOC129529775	DN_NC_073247.2_59753367_5	DN_NC_073247.2_59782481_5	TP	1	1.0	1.0	5	5	5	4	0.8	0.998	1.0	4	4	0	0	0	id>=0.95	0	0	0	4	4	4	4	4	4
LOC101133440	LOC101139163	DN_NC_073231.2_11581641_7	DN_NC_086017.1_141278779_5	TP	1	0.7415	0.4484	7	5	5	4	0.8	0.9181	0.9355	4	4	0	0	0	0.90-0.95	0	0	0	5	5	5	4	4	4
LOC101133440	LOC115934341	DN_NC_073231.2_11581641_7	DN_NC_086017.1_85330170_7	TP	1	1.0466	0.4945	7	7	7	7	1.0	0.9227	0.9625	7	7	0	0	0	0.90-0.95	0	0	0	7	7	7	7	7	7
LOC101133546	ZNF813	DN_NC_073244.2_65326089_4	DN_NC_073244.2_65398487_4	TP	1	0.613	0.2849	4	4	4	3	0.75	0.8936	0.9921	3	3	0	0	0	0.80-0.90	0	0	0	3	3	3	3	2	2
LOC101133699	NUTF2	DN_NC_073224.2_126139506_3	DN_NC_073242.2_97073460_5	TP	1	0.3828	0.1798	3	5	3	0	0.0	0.0	0.0	0	0	0	1	1	<0.70	0	0	0	2	1	0	0	0	0
LOC101135168	LOC115933002	DN_NC_073228.2_45710800_6	DN_NC_073228.2_46729356_10	TP	1	0.4235	0.3937	6	10	6	0	0.0	0.0	0.0	0	0	0	1	1	<0.70	0	0	0	4	1	0	0	0	0
LOC101135168	LOC115934626	DN_NC_073228.2_45710800_6	DN_NC_073228.2_45948292_6	TP	1	0.9453	0.7466	6	6	6	4	0.6667	0.9739	0.9943	4	4	0	0	0	id>=0.95	0	0	0	5	4	4	4	4	4
LOC101135168	LRRC37A3	DN_NC_073228.2_27148471_4	DN_NC_073228.2_45710800_6	TP	1	0.7408	0.2107	4	6	4	3	0.75	0.8923	0.9388	3	3	0	0	0	0.80-0.90	0	0	0	3	3	3	3	3	3
LOC101135276	LOC115931069	DN_NC_073242.2_21673693_21	DN_NC_073242.2_22021271_21	TP	1	0.9103	0.15	22	21	21	19	0.9048	0.9831	1.0	19	19	0	0	0	id>=0.95	0	0	0	20	19	19	19	19	19
LOC101135276	LOC129527586	DN_NC_073242.2_21122105_21	DN_NC_073242.2_22021271_21	TP	1	0.9227	0.1762	21	21	21	19	0.9048	0.9782	0.9942	19	19	0	0	0	id>=0.95	0	0	0	20	19	19	19	19	19
LOC101135518	LOC101151290	DN_NC_073228.2_27169290_8	DN_NC_073228.2_45974488_9	TP	1	0.8611	0.2657	8	9	8	5	0.625	0.9742	1.0	5	5	0	0	0	id>=0.95	0	0	0	5	5	5	5	5	5
LOC101135518	PLEKHM1	DN_NC_073228.2_27169290_8	DN_NC_073228.2_46778774_7	TP	1	1.0016	0.2716	8	7	7	4	0.5714	0.9737	1.0	4	4	0	0	0	id>=0.95	0	0	0	4	4	4	4	4	4
LOC101135585	LOC115932984	DN_NC_073224.2_130224824_25	DN_NC_073224.2_130335848_23	TP	1	0.6522	0.6456	25	23	23	25	1.087	0.9901	0.9986	19	20	0	0	0	id>=0.95	0	0	0	19	19	19	19	19	19
LOC101135585	LOC129525330	DN_NC_073224.2_125594338_29	DN_NC_073224.2_130335848_23	TP	1	0.6522	0.6522	29	23	23	29	1.2609	0.986	0.9953	16	18	0	0	0	id>=0.95	0	0	0	16	16	16	16	16	16
LOC101135585	LOC129525331	DN_NC_073224.2_125055626_35	DN_NC_073224.2_130335848_23	TP	1	0.6522	0.5164	35	23	23	34	1.4783	0.9845	0.9953	16	19	0	0	0	id>=0.95	0	0	0	16	16	16	16	16	16
LOC101135843	LOC115932815	DN_NC_086018.1_22166696_9	DN_NC_086018.1_22406144_7	TP	1	0.9989	0.6481	7	7	7	7	1.0	0.9826	0.993	7	7	0	0	0	id>=0.95	0	0	0	7	7	7	7	7	7
LOC101136203	LOC109029034	DN_NC_073234.2_49024482_9	DN_NC_073234.2_49087212_9	TP	1	0.648	0.4795	9	9	9	8	0.8889	0.869	0.968	8	8	0	0	0	0.80-0.90	0	0	0	9	8	8	8	7	7
LOC101136352	LOC101152610	DN_NC_073240.2_21601841_7	DN_NC_073240.2_23210840_6	TP	1	0.9407	0.4433	7	6	6	5	0.8333	0.9908	0.9939	5	5	0	0	0	id>=0.95	0	0	0	5	5	5	5	5	5
LOC101136398	LOC115932241	DN_NC_073247.2_18318973_2	DN_NC_073247.2_18638732_2	TP	1	0.907	0.4233	2	2	2	2	1.0	0.8914	0.9948	2	2	0	0	1	0.80-0.90	0	0	0	2	2	2	2	2	1
LOC101136398	LOC115932281	DN_NC_073247.2_18638732_2	DN_NC_073247.2_18934892_2	TP	1	1.0	0.5745	2	2	2	2	1.0	0.9659	0.9827	2	2	0	0	1	id>=0.95	0	0	0	2	2	2	2	2	2
LOC101136398	LOC129529790	DN_NC_073247.2_17003459_2	DN_NC_073247.2_18638732_2	TP	1	1.0514	0.7534	2	2	2	2	1.0	0.9571	0.9876	2	2	0	0	1	id>=0.95	0	0	0	2	2	2	2	2	2
LOC101136480	LOC115933250	DN_NC_073242.2_15726062_24	DN_NC_073242.2_30717385_31	TP	1	1.0	0.6532	24	31	24	24	1.0	0.9921	1.0	24	24	0	0	0	id>=0.95	0	0	0	24	24	24	24	24	24
LOC101136480	LOC129527620	DN_NC_073242.2_15726062_24	DN_NC_073242.2_28606635_19	TP	1	0.673	0.4953	24	19	19	15	0.7895	0.9836	0.9921	15	15	0	0	0	id>=0.95	0	0	0	17	15	15	15	15	15
LOC101136583	LOC129526434	DN_NC_073238.2_31467876_5	DN_NC_073240.2_22595737_5	TP	1	1.0	1.0	5	5	5	5	1.0	0.9948	1.0	5	5	0	0	0	id>=0.95	0	0	0	5	5	5	5	5	5
LOC101136971	LOC115932749	DN_NC_073242.2_28528734_13	DN_NC_073242.2_35785087_23	TP	1	0.9632	0.9632	13	23	13	12	0.9231	0.9853	0.9938	12	12	0	0	0	id>=0.95	0	0	0	13	12	12	12	12	12
LOC101136971	ZC3H7A	DN_NC_073242.2_15387796_13	DN_NC_073242.2_28528734_13	TP	1	1.0	1.0	13	13	13	13	1.0	0.9878	0.9956	13	13	0	0	0	id>=0.95	0	0	0	13	13	13	13	13	13
LOC101137455	LOC129533419	DN_NC_073228.2_182473921_9	DN_NC_073228.2_182638384_11	TP	1	0.8018	0.8018	9	11	9	6	0.6667	0.989	0.9947	6	6	0	0	0	id>=0.95	0	0	0	7	6	6	6	6	6
LOC101137462	LOC109026610	DN_NC_073227.2_8705656_4	DN_NC_073244.2_27285351_4	TP	1	0.0	0.2875	4	4	4	2	0.5	0.7613	0.7857	2	2	0	0	1	0.70-0.80	0	0	0	4	4	2	2	1	0
LOC101137900	LOC129530234	DN_NC_073238.2_32661686_2	DN_NC_073248.2_26554434_7	TP	1	0.2274	0.2407	2	7	2	0	0.0	0.0	0.0	0	0	0	1	1	<0.70	0	0	0	2	0	0	0	0	0
LOC101138066	LOC115930840	DN_NC_073240.2_85708603_4	DN_NC_073240.2_86386259_3	TP	1	0.8329	0.2797	4	3	3	2	0.6667	0.8824	0.953	2	2	0	0	1	0.80-0.90	0	0	0	2	2	2	2	2	2
LOC101139163	LOC101152938	DN_NC_073233.2_75718276_6	DN_NC_086017.1_141278779_5	TP	1	0.8302	0.25	6	5	5	3	0.6	0.917	0.9396	3	3	0	0	0	0.90-0.95	0	0	0	5	3	3	3	3	3
LOC101139163	LOC115934341	DN_NC_086017.1_141278779_5	DN_NC_086017.1_85330170_7	TP	1	0.8085	0.2448	5	7	5	4	0.8	0.949	0.9839	4	4	0	0	0	0.90-0.95	0	0	0	5	5	5	4	4	4
LOC101139703	LOC129526951	DN_NC_073237.2_17678391_14	DN_NC_073238.2_22049850_15	TP	1	1.0319	0.4479	14	15	14	11	0.7857	0.9925	1.0	10	10	0	0	0	id>=0.95	0	0	0	10	10	10	10	10	10
LOC101141171	NUDT10	DN_NC_073247.2_61509959_2	DN_NC_073247.2_61690478_2	TP	1	0.5069	0.2192	2	2	2	1	0.5	0.8998	0.8998	1	1	1	1	1	0.80-0.90	0	0	0	2	1	1	1	1	1
LOC101141821	LOC115933573	DN_NC_073236.2_31528778_7	DN_NC_073236.2_32340171_12	TP	1	0.7459	0.2778	7	12	7	5	0.7143	0.9778	0.9839	5	5	0	0	0	id>=0.95	0	0	0	6	5	5	5	5	5
LOC101142457	LOC129523511	DN_NC_073227.2_212285016_9	DN_NC_073247.2_167707352_7	TP	1	1.0274	0.5635	9	7	7	6	0.8571	0.951	1.0	6	6	0	0	0	id>=0.95	0	0	0	6	6	6	6	6	5
LOC101142457	LOC134756389	DN_NC_073231.2_151170137_9	DN_NC_073247.2_167707352_7	TP	1	1.096	0.4029	9	7	7	6	0.8571	0.9967	1.0	6	6	0	0	0	id>=0.95	0	0	0	6	6	6	6	6	6
LOC101142457	RABL2A	DN_NC_073235.2_15131698_9	DN_NC_073247.2_167707352_7	TP	1	0.9812	0.3069	9	7	7	5	0.7143	0.9895	0.9937	5	5	0	0	0	id>=0.95	0	0	0	5	5	5	5	5	5
LOC101142783	LOC115933254	DN_NC_073236.2_32935295_3	DN_NC_073237.2_29418618_13	TP	1	0.493	0.2947	3	13	3	1	0.3333	0.9709	0.9709	1	1	1	1	1	id>=0.95	0	0	0	2	1	1	1	1	1
LOC101142859	LOC134758545	DN_NC_073228.2_66328056_2	DN_NC_073228.2_70719297_2	TP	1	1.1398	0.4722	2	2	2	1	0.5	0.9884	0.9884	1	1	1	1	1	id>=0.95	0	0	0	1	1	1	1	1	1
LOC101142904	LOC129530552	DN_NC_073246.2_2235416_3	DN_NC_086018.1_1774757_3	TP	1	1.0013	0.3802	3	3	3	3	1.0	0.998	1.0	3	3	0	0	0	id>=0.95	0	0	0	3	3	3	3	3	3
LOC101142998	LOC101143844	DN_NC_073229.2_48967498_8	DN_NC_073229.2_49051174_8	TP	1	0.8016	0.5176	8	8	8	6	0.75	0.9185	0.9688	6	6	0	0	0	0.90-0.95	0	0	0	6	6	6	6	6	6
LOC101143038	WASHC2C	DN_NC_073232.2_65721054_29	DN_NC_073232.2_69588940_31	TP	1	0.9953	0.3528	29	31	29	29	1.0	0.9776	0.9945	29	29	0	0	0	id>=0.95	0	0	0	29	29	29	29	29	29
LOC101143142	LOC129530478	DN_NC_073246.2_2464898_3	DN_NC_086018.1_2012052_3	TP	1	1.0624	0.7828	3	3	3	2	0.6667	0.9852	0.9927	2	2	0	0	1	id>=0.95	0	0	0	2	2	2	2	2	2
LOC101143406	LOC101144261	DN_NC_073232.2_68371563_10	DN_NC_073232.2_68618263_8	TP	1	0.9738	0.6485	10	8	8	7	0.875	0.9923	0.9979	7	7	0	0	0	id>=0.95	0	0	0	7	7	7	7	7	7
LOC101143487	LOC129523491	DN_NC_073230.2_13358875_21	DN_NC_073230.2_14200490_21	TP	1	0.965	0.8911	21	21	21	19	0.9048	0.9893	0.9949	19	19	0	0	0	id>=0.95	0	0	0	19	19	19	19	19	19
LOC101143820	SNRNP25	DN_NC_073235.2_144823500_4	DN_NC_073242.2_3673676_5	TP	1	1.0754	0.5829	4	5	4	3	0.75	0.9916	0.9954	3	3	0	0	0	id>=0.95	0	0	0	3	3	3	3	3	3
LOC101143855	LOC115935294	DN_NC_073230.2_13331389_15	DN_NC_073230.2_14245227_15	TP	1	1.0	1.0	15	15	15	15	1.0	0.9872	0.9943	15	15	0	0	0	id>=0.95	0	0	0	15	15	15	15	15	15
LOC101143875	LOC115933307	DN_NC_073237.2_23692487_10	DN_NC_073237.2_30061699_3	TP	1	0.2517	0.2502	10	3	3	2	0.6667	0.9866	0.9909	2	2	0	0	1	id>=0.95	0	0	0	2	2	2	2	2	2
LOC101144552	RHBDF1	DN_NC_073235.2_144819821_8	DN_NC_073242.2_3677891_18	TP	1	0.9655	0.9661	8	17	8	8	1.0	0.9904	0.9957	8	8	0	0	0	id>=0.95	0	0	0	8	8	8	8	8	8
LOC101144634	LOC115930073	DN_NC_073224.2_5565564_3	DN_NC_073224.2_5715398_2	TP	1	1.0	1.0	3	2	2	2	1.0	0.9917	0.9993	2	2	0	0	1	id>=0.95	0	0	0	2	2	2	2	2	2
LOC101144838	ZNF430	DN_NC_073244.2_27504818_5	DN_NC_073244.2_28256975_5	TP	1	0.557	0.3717	5	5	5	5	1.0	0.8508	0.9524	5	5	0	0	0	0.80-0.90	0	0	0	5	5	5	5	4	4
LOC101144919	LOC115930536	DN_NC_073239.2_32630520_8	DN_NC_073239.2_32663808_8	TP	1	0.9816	0.725	8	8	8	7	0.875	0.9894	1.0	7	7	0	0	0	id>=0.95	0	0	0	7	7	7	7	7	7
LOC101144987	LOC101146541	DN_NC_073247.2_62249491_13	DN_NC_073247.2_62361057_13	TP	1	1.0	0.9344	13	13	13	13	1.0	0.9908	1.0	13	13	0	0	0	id>=0.95	0	0	0	13	13	13	13	13	13
LOC101145461	LOC129523474	DN_NC_073247.2_114041704_23	DN_NC_073247.2_114140052_23	TP	1	1.0	1.0	23	23	23	23	1.0	0.9883	1.0	23	23	0	0	0	id>=0.95	0	0	0	23	23	23	23	23	23
LOC101145690	ZNF552	DN_NC_073244.2_69910623_3	DN_NC_073244.2_69923242_3	TP	1	0.0	0.2481	3	3	3	1	0.3333	0.8492	0.8492	1	1	1	1	1	0.80-0.90	0	0	0	2	2	2	1	1	1
LOC101145839	PTEN	DN_NC_073232.2_100192352_9	DN_NC_073237.2_29305062_2	TP	1	0.8121	0.1538	9	2	2	1	0.5	0.8357	0.8357	1	1	1	1	1	0.80-0.90	0	0	0	2	1	1	1	1	1
LOC101145975	LOC129523464	DN_NC_073237.2_83935038_8	DN_NC_073237.2_84341528_8	TP	1	1.0	0.456	8	8	8	7	0.875	0.9845	0.9932	7	7	0	0	0	id>=0.95	0	0	0	8	7	7	7	7	7
LOC101146324	LOC115936027	DN_NC_073232.2_13920774_9	DN_NC_073232.2_13945467_9	TP	1	1.0003	0.3784	9	9	9	9	1.0	0.975	0.9939	9	9	0	0	0	id>=0.95	0	0	0	9	9	9	9	9	9
LOC101146454	LOC115930226	DN_NC_073224.2_95894630_7	DN_NC_073224.2_95939283_8	TP	1	1.106	0.6366	7	8	7	7	1.0	0.9692	1.0	7	7	0	0	0	id>=0.95	0	0	0	7	7	7	7	7	7
LOC101146458	LOC129523488	DN_NC_073233.2_54817717_7	DN_NC_073233.2_97922937_7	TP	1	0.9721	0.9721	7	7	7	5	0.7143	0.9241	0.9691	5	5	0	0	0	0.90-0.95	0	0	0	5	5	5	5	5	5
LOC101147259	LOC115933254	DN_NC_073236.2_32866582_11	DN_NC_073237.2_93516915_6	TP	1	0.8161	0.2605	11	6	6	5	0.8333	0.9325	0.9714	5	5	0	0	0	0.90-0.95	0	0	0	5	5	5	5	5	5
LOC101148088	LOC115932194	DN_NC_073247.2_62664010_4	DN_NC_073247.2_62680287_4	TP	1	0.9979	0.9979	4	4	4	4	1.0	0.9916	0.9929	4	4	0	0	0	id>=0.95	0	0	0	4	4	4	4	4	4
LOC101148313	LOC115935025	DN_NC_073229.2_136502891_3	DN_NC_073229.2_136550623_3	TP	1	0.9935	0.9935	3	3	3	3	1.0	1.0	1.0	3	3	0	0	0	id>=0.95	0	0	0	3	3	3	3	3	3
LOC101148684	LOC101152035	DN_NC_073229.2_70527768_7	DN_NC_073229.2_70674504_7	TP	1	0.8606	0.7841	7	7	7	6	0.8571	0.9049	0.9394	6	6	0	0	0	0.90-0.95	0	0	0	7	6	6	6	6	6
LOC101148684	LOC101153366	DN_NC_073229.2_70527768_7	DN_NC_073229.2_70609285_7	TP	1	0.9924	0.7985	7	7	7	7	1.0	0.9223	0.9771	7	7	0	0	0	0.90-0.95	0	0	0	7	7	7	7	7	7
LOC101148684	LOC109027180	DN_NC_073229.2_70527768_7	DN_NC_073229.2_70567152_7	TP	1	0.9971	0.999	7	7	7	5	0.7143	0.9573	0.9804	5	5	0	0	0	id>=0.95	0	0	0	5	5	5	5	5	5
LOC101148972	LOC101150168	DN_NC_073234.2_52151326_4	DN_NC_073234.2_52202911_4	TP	1	0.7639	0.7685	4	4	4	3	0.75	0.9525	0.9865	3	3	0	0	0	id>=0.95	0	0	0	4	3	3	3	3	3
LOC101148972	TUBA1C	DN_NC_073234.2_52064465_4	DN_NC_073234.2_52202911_4	TP	1	0.7761	0.7928	4	4	4	3	0.75	0.9514	0.9865	3	3	0	0	0	id>=0.95	0	0	0	4	3	3	3	3	3
LOC101150168	TUBA1C	DN_NC_073234.2_52064465_4	DN_NC_073234.2_52151326_4	TP	1	0.7767	0.804	4	4	4	3	0.75	0.9558	0.9865	3	3	0	0	0	id>=0.95	0	0	0	3	3	3	3	3	3
LOC101150533	MSL3	DN_NC_073235.2_136577761_2	DN_NC_073247.2_22225560_12	TP	1	0.8795	0.5646	2	12	2	0	0.0	0.0	0.0	0	0	0	1	1	<0.70	0	0	0	1	0	0	0	0	0
LOC101151107	NIPSNAP3A	DN_NC_073237.2_101005198_6	DN_NC_073237.2_101021921_6	TP	1	0.5401	0.5449	6	6	6	6	1.0	0.882	0.9767	6	6	0	0	0	0.80-0.90	0	0	0	6	6	6	6	6	5
LOC101151284	POLR3K	DN_NC_073235.2_144827388_3	DN_NC_073242.2_3666815_3	TP	1	0.9941	0.9941	3	3	3	3	1.0	0.9932	0.9965	3	3	0	0	0	id>=0.95	0	0	0	3	3	3	3	3	3
LOC101151290	PLEKHM1	DN_NC_073228.2_45974488_9	DN_NC_073228.2_46778774_7	TP	1	0.8545	0.8545	9	7	7	7	1.0	0.9993	1.0	7	7	0	0	0	id>=0.95	0	0	0	7	7	7	7	7	7
LOC101152035	LOC101153366	DN_NC_073229.2_70609285_7	DN_NC_073229.2_70674504_7	TP	1	0.9079	0.5764	7	7	7	6	0.8571	0.9075	0.9412	6	6	0	0	0	0.90-0.95	0	0	0	7	6	6	6	6	6
LOC101152035	LOC109027180	DN_NC_073229.2_70567152_7	DN_NC_073229.2_70674504_7	TP	1	0.8769	0.6239	7	7	7	5	0.7143	0.9225	0.9621	5	5	0	0	0	0.90-0.95	0	0	0	6	6	5	5	5	5
LOC101152972	LOC129527053	DN_NC_073240.2_21546861_14	DN_NC_073240.2_23219746_14	TP	1	0.9621	0.5334	14	14	14	12	0.8571	0.9889	0.9947	12	12	0	0	0	id>=0.95	0	0	0	12	12	12	12	12	12
LOC101152972	RHPN2	DN_NC_073240.2_21546861_14	DN_NC_073244.2_44006563_15	TP	1	0.9774	0.4869	14	15	14	12	0.8571	0.9594	0.9916	12	12	0	0	0	id>=0.95	0	0	0	12	12	12	12	12	12
LOC101153153	LOC129529923	DN_NC_073247.2_62823555_8	DN_NC_073247.2_62876862_8	TP	1	0.9977	0.9969	8	8	8	8	1.0	0.99	0.9983	8	8	0	0	0	id>=0.95	0	0	0	8	8	8	8	8	8
LOC101153366	LOC109027180	DN_NC_073229.2_70567152_7	DN_NC_073229.2_70609285_7	TP	1	1.0047	0.6583	7	7	7	5	0.7143	0.9411	0.9655	5	5	0	0	0	0.90-0.95	0	0	0	5	5	5	5	5	5
LOC101153611	LOC115931590	DN_NC_073244.2_68293337_5	DN_NC_073244.2_68333010_5	TP	1	1.0	1.0	5	5	5	5	1.0	0.9988	1.0	5	5	0	0	0	id>=0.95	0	0	0	5	5	5	5	5	5
LOC101154433	LOC115930161	DN_NC_073242.2_99181437_12	DN_NC_073242.2_99604879_12	TP	1	1.0	0.7692	12	12	12	11	0.9167	0.9893	1.0	11	11	0	0	0	id>=0.95	0	0	0	11	11	11	11	11	11
LOC101154433	LOC129527724	DN_NC_073242.2_104350782_12	DN_NC_073242.2_99604879_12	TP	1	0.9866	0.459	12	12	12	11	0.9167	0.9824	0.9917	11	11	0	0	0	id>=0.95	0	0	0	11	11	11	11	11	11
LOC101154437	TUBG2	DN_NC_073228.2_49804904_11	DN_NC_073228.2_49856055_11	TP	1	0.749	0.7854	11	11	11	10	0.9091	0.9256	1.0	10	10	0	0	0	0.90-0.95	0	0	0	10	10	10	10	9	9
LOC109023386	LOC115930830	DN_NC_073240.2_23447377_5	DN_NC_073240.2_31271054_17	TP	1	0.2988	0.2988	5	17	5	3	0.6	0.9917	0.9956	3	3	0	0	0	id>=0.95	0	0	0	3	3	3	3	3	3
LOC109023386	LOC134757229	DN_NC_073240.2_23459848_11	DN_NC_073240.2_24764672_4	TP	1	0.3192	0.3211	11	4	4	3	0.75	0.974	1.0	3	3	0	0	0	id>=0.95	0	0	0	4	3	3	3	3	3
LOC109024259	ZNF224	DN_NC_073244.2_55607411_6	DN_NC_073244.2_55618657_2	TP	1	0.5996	0.5993	6	2	2	0	0.0	0.0	0.0	0	0	0	1	1	<0.70	0	0	0	1	1	1	0	0	0
LOC109024957	RFPL4A	DN_NC_073244.2_67776054_3	DN_NC_073244.2_67840893_3	TP	1	0.9992	0.786	3	3	3	3	1.0	0.9819	1.0	3	3	0	0	0	id>=0.95	0	0	0	3	3	3	3	3	3
LOC109025132	LOC129523505	DN_NC_073229.2_17702988_11	DN_NC_086017.1_9790451_11	TP	1	0.733	0.7362	11	11	11	9	0.8182	0.9903	1.0	9	9	0	0	0	id>=0.95	0	0	0	11	9	9	9	9	9
LOC109025447	LOC129531666	DN_NC_073236.2_47712811_9	DN_NC_073236.2_51202468_4	TP	1	0.5032	0.503	9	4	4	1	0.25	0.9955	0.9955	1	1	1	1	1	id>=0.95	0	0	0	4	1	1	1	1	1
LOC109025447	LOC129531667	DN_NC_073236.2_47732210_12	DN_NC_073236.2_51437835_4	TP	1	0.6753	0.3389	12	4	4	3	0.75	0.9848	0.995	3	3	0	0	0	id>=0.95	0	0	0	3	3	3	3	3	3
LOC109025447	RGPD8	DN_NC_073236.2_47712811_9	DN_NC_073236.2_49989275_2	TP	1	0.5344	0.5344	9	2	2	1	0.5	0.9814	0.9814	1	1	1	1	1	id>=0.95	0	0	0	2	1	1	1	1	1
LOC109027782	LOC129523694	DN_NC_073230.2_63938060_3	DN_NC_073230.2_64705365_4	TP	1	0.5883	0.5883	3	4	3	2	0.6667	0.9949	1.0	2	2	0	0	1	id>=0.95	0	0	0	3	2	2	2	2	2
LOC109027782	PSPH	DN_NC_073230.2_63938060_3	DN_NC_073230.2_64191496_8	TP	1	0.3708	0.2595	3	8	3	2	0.6667	0.8585	0.9464	2	2	0	0	1	0.80-0.90	0	0	0	3	2	2	2	2	1
LOC109029264	LOC115930232	DN_NC_073234.2_24956987_7	DN_NC_073234.2_24978856_8	TP	1	0.6018	0.3267	7	8	7	6	0.8571	0.9856	1.0	6	6	0	0	0	id>=0.95	0	0	0	6	6	6	6	6	6
LOC109029488	LOC115932735	DN_NC_073224.2_124234032_12	DN_NC_073224.2_124254598_20	TP	1	0.245	0.245	12	20	12	8	0.6667	0.9153	1.0	7	7	0	0	0	0.90-0.95	0	0	0	9	7	7	7	7	7
LOC109029488	LOC115932984	DN_NC_073224.2_124234032_12	DN_NC_073224.2_130224824_25	TP	1	0.1947	0.1335	12	25	12	16	1.3333	0.8649	0.91	6	8	0	0	0	0.80-0.90	0	0	0	7	7	7	6	6	4
LOC115930164	LOC115930576	DN_NC_073224.2_218434129_23	DN_NC_073224.2_223156764_8	TP	1	0.9464	0.946	23	8	8	7	0.875	0.9848	1.0	7	7	0	0	0	id>=0.95	0	1	0	8	7	7	7	7	7
LOC115930550	LOC115933127	DN_NC_073239.2_122741455_4	DN_NC_073239.2_122796928_6	TP	1	1.0389	0.7356	4	6	4	5	1.25	0.9218	0.9761	4	5	0	0	0	0.90-0.95	0	0	0	4	4	4	4	4	4
LOC115930550	LOC115933128	DN_NC_073239.2_122634080_4	DN_NC_073239.2_122796928_6	TP	1	1.05	0.6962	4	6	4	4	1.0	0.8998	0.9795	4	4	0	0	0	0.80-0.90	0	0	0	4	4	4	4	3	3
LOC115930550	LOC115933240	DN_NC_073239.2_122615409_4	DN_NC_073239.2_122796928_6	TP	1	1.0545	0.723	4	6	4	4	1.0	0.9248	0.9898	4	4	0	0	0	0.90-0.95	0	0	0	4	4	4	4	4	4
LOC115930576	LOC129525330	DN_NC_073224.2_125594338_29	DN_NC_073224.2_218434129_23	TP	1	0.7203	0.1937	29	23	23	28	1.2174	0.8945	0.9804	12	15	0	0	0	0.80-0.90	0	1	0	12	12	12	12	12	12
LOC115930576	LOC129525331	DN_NC_073224.2_125055626_35	DN_NC_073224.2_218434129_23	TP	1	0.6364	0.1702	35	23	23	33	1.4348	0.8941	0.9804	13	17	0	0	0	0.80-0.90	0	1	0	13	13	13	13	13	13
LOC115930830	LOC134757229	DN_NC_073240.2_24764672_4	DN_NC_073240.2_31271054_17	TP	1	0.1284	0.1357	4	17	4	2	0.5	0.9608	1.0	2	2	0	0	1	id>=0.95	0	0	0	3	2	2	2	2	2
LOC115931067	LOC134757486	DN_NC_073242.2_3790652_3	DN_NC_073242.2_3794469_3	TP	1	1.0	1.0	3	3	3	3	1.0	1.0	1.0	3	3	0	0	0	id>=0.95	0	0	0	3	3	3	3	3	3
LOC115931069	LOC129527586	DN_NC_073242.2_21122105_21	DN_NC_073242.2_21673693_21	TP	1	1.0346	0.307	21	22	21	20	0.9524	0.9862	0.9953	20	20	0	0	0	id>=0.95	0	0	0	20	20	20	20	20	20
LOC115931069	SMG1	DN_NC_073242.2_18210354_26	DN_NC_073242.2_21673693_21	TP	1	0.9041	0.1792	26	22	22	20	0.9091	0.9606	0.9859	20	20	0	0	0	id>=0.95	0	0	0	20	20	20	20	20	20
LOC115931074	LOC129527053	DN_NC_073240.2_23219746_14	DN_NC_073242.2_37435648_13	TP	1	0.6941	0.21	14	13	13	11	0.8462	0.9576	0.9832	11	11	0	0	0	id>=0.95	0	0	0	11	11	11	11	11	11
LOC115931074	RHPN2	DN_NC_073242.2_37435648_13	DN_NC_073244.2_44006563_15	TP	1	0.5697	0.5027	13	15	13	10	0.7692	0.963	1.0	10	10	0	0	0	id>=0.95	0	0	0	11	10	10	10	10	10
LOC115931432	LOC129525065	DN_NC_073232.2_8894424_4	DN_NC_073242.2_120770730_3	TP	1	0.9065	0.4165	4	3	3	3	1.0	0.9826	0.9921	3	3	0	0	0	id>=0.95	1	0	0	3	3	3	3	3	3
