a	b	core_recip
DN_NC_073224.2_199494304_6	DN_NC_086017.1_54457640_6	0.2889
DN_NC_073231.2_53719014_3	DN_NC_073231.2_53719315_2	0.5714
DN_NC_073228.2_182864372_4	DN_NC_073244.2_48093173_7	0.4539
DN_NC_073224.2_8261601_4	DN_NC_073244.2_18356684_4	0.1745
DN_NC_073230.2_74299233_4	DN_NC_073242.2_66613619_4	0.2459
DN_NC_073244.2_55654796_6	DN_NC_073244.2_55989141_5	0.1489
DN_NC_073240.2_24900197_18	DN_NC_073240.2_33337179_18	0.6601
DN_NC_073224.2_200263910_4	DN_NC_073236.2_129488631_5	0.2494
DN_NC_073247.2_59725264_5	DN_NC_073247.2_59878462_6	0.3262
DN_NC_073244.2_28711447_4	DN_NC_073244.2_29297022_4	0.4641
DN_NC_073228.2_154747841_5	DN_NC_073244.2_48980018_5	0.2614
DN_NC_073243.2_20324218_2	DN_NC_073244.2_70525717_3	0.1368
DN_NC_073244.2_64265252_5	DN_NC_073244.2_64836827_4	0.1464
DN_NC_073236.2_32240619_3	DN_NC_073244.2_45985550_6	0.2368
DN_NC_073244.2_15453865_9	DN_NC_073244.2_48030811_4	0.2071
DN_NC_073244.2_65046428_2	DN_NC_086017.1_50382141_5	0.1481
DN_NC_073242.2_6953229_7	DN_NC_073247.2_147064204_6	0.2279
DN_NC_073224.2_197128142_3	DN_NC_073240.2_20728188_4	0.2822
DN_NC_073244.2_18124175_2	DN_NC_073244.2_18649721_4	0.1448
DN_NC_073231.2_150817007_4	DN_NC_073237.2_109279481_4	0.2224
DN_NC_073244.2_27051998_4	DN_NC_073244.2_27408454_4	0.349
DN_NC_073244.2_27956158_2	DN_NC_073244.2_68611978_5	0.144
DN_NC_073244.2_47878793_6	DN_NC_073244.2_48030384_3	0.1707
DN_NC_073230.2_84854491_12	DN_NC_073234.2_137155900_12	0.4335
DN_NC_073241.2_64520244_2	DN_NC_073243.2_20204464_2	0.1773
DN_NC_073228.2_184836166_2	DN_NC_073228.2_83600319_6	0.3009
DN_NC_073227.2_8633416_4	DN_NC_073244.2_29680825_4	0.2815
DN_NC_073228.2_182334642_5	DN_NC_073244.2_48319142_5	0.3243
DN_NC_073244.2_69848672_3	DN_NC_073244.2_69848694_2	0.9462
DN_NC_073237.2_23553596_5	DN_NC_073244.2_70024584_5	0.1616
DN_NC_073244.2_29046961_4	DN_NC_073246.2_15789285_3	0.2173
DN_NC_073230.2_83196711_9	DN_NC_086018.1_29227554_16	0.1547
DN_NC_073228.2_179980536_5	DN_NC_073229.2_25792528_2	0.2939
DN_NC_073244.2_48352926_4	DN_NC_073246.2_15789320_2	0.2203
DN_NC_073240.2_29803770_8	DN_NC_073242.2_14569289_2	0.5268
DN_NC_073227.2_8633418_2	DN_NC_073244.2_27051998_4	0.3609
DN_NC_073234.2_52064465_4	DN_NC_073234.2_52202911_4	0.7928
DN_NC_073244.2_17922158_4	DN_NC_073244.2_18096775_3	0.2418
DN_NC_073224.2_216467757_3	DN_NC_073231.2_150671310_5	0.1582
DN_NC_073230.2_74299233_4	DN_NC_073230.2_74637814_2	0.3654
DN_NC_073237.2_30220066_5	DN_NC_073244.2_70042341_3	0.2962
DN_NC_073224.2_130305133_13	DN_NC_073243.2_111262956_13	0.1916
DN_NC_073244.2_17831067_3	DN_NC_073244.2_18385030_4	0.251
DN_NC_073237.2_59443508_2	DN_NC_073237.2_59443509_3	0.7635
DN_NC_073228.2_182909765_5	DN_NC_073244.2_48066692_6	0.2025
DN_NC_073227.2_8633416_4	DN_NC_073244.2_26470366_4	0.3135
DN_NC_073227.2_8792448_3	DN_NC_073244.2_27869273_3	0.1348
DN_NC_073247.2_59706220_5	DN_NC_073247.2_59725264_5	0.9292
DN_NC_073233.2_74467231_21	DN_NC_073244.2_50412691_21	0.7921
DN_NC_073227.2_8907801_4	DN_NC_073244.2_28333451_4	0.2285
DN_NC_073244.2_47250467_5	DN_NC_073244.2_48242798_5	0.3904
DN_NC_073228.2_83513581_6	DN_NC_073244.2_64034715_7	0.2501
DN_NC_073244.2_27765726_4	DN_NC_073244.2_28333451_4	0.3634
DN_NC_073224.2_219630924_4	DN_NC_073227.2_107202270_4	0.2038
DN_NC_073229.2_45784439_7	DN_NC_086017.1_50382141_5	0.173
DN_NC_073235.2_112807340_11	DN_NC_073235.2_71373985_7	0.161
DN_NC_073244.2_47706460_3	DN_NC_073244.2_65398487_4	0.1372
DN_NC_073244.2_51749194_6	DN_NC_086017.1_54527845_6	0.1481
DN_NC_073228.2_183595646_14	DN_NC_073232.2_72046295_2	0.557
DN_NC_073230.2_92132360_3	DN_NC_086018.1_24877691_3	0.1451
DN_NC_073234.2_148580749_5	DN_NC_073237.2_109230975_4	0.1631
DN_NC_073244.2_29970261_4	DN_NC_073246.2_15789285_3	0.3969
DN_NC_073244.2_27869273_3	DN_NC_073244.2_55771764_5	0.1475
DN_NC_073244.2_55618657_2	DN_NC_073244.2_64797239_5	0.1467
DN_NC_073244.2_26240039_2	DN_NC_073244.2_27131194_2	0.1782
DN_NC_073241.2_36126183_3	DN_NC_073244.2_47586219_5	0.1559
DN_NC_073239.2_123333523_2	DN_NC_073240.2_21986088_4	0.1454
DN_NC_073228.2_49804904_11	DN_NC_073228.2_49856055_11	0.7854
DN_NC_073224.2_199458269_6	DN_NC_073224.2_199494304_6	0.4058
DN_NC_073244.2_48352926_4	DN_NC_086017.1_54457640_6	0.1832
DN_NC_073244.2_29680825_4	DN_NC_073244.2_29970261_4	0.173
DN_NC_073224.2_84334480_20	DN_NC_073244.2_16753009_21	0.5331
DN_NC_073248.2_26366947_7	DN_NC_073248.2_9423438_7	0.75
DN_NC_086017.1_54527845_6	DN_NC_086017.1_85766278_5	0.1916
DN_NC_073241.2_64520244_2	DN_NC_073244.2_65003440_7	0.1459
DN_NC_073232.2_72820474_5	DN_NC_073232.2_80964961_8	0.2055
DN_NC_073227.2_9009888_2	DN_NC_073230.2_73977205_4	0.1499
DN_NC_073244.2_27051998_4	DN_NC_073244.2_65102393_4	0.1715
DN_NC_073242.2_100900995_5	DN_NC_073244.2_64585864_4	0.2771
DN_NC_073243.2_20324218_2	DN_NC_086017.1_54487757_3	0.2339
DN_NC_073244.2_48319142_5	DN_NC_073244.2_63961971_6	0.2458
DN_NC_073244.2_29970261_4	DN_NC_073244.2_47706460_3	0.3579
DN_NC_073227.2_208386894_3	DN_NC_086017.1_148168205_5	0.1599
DN_NC_073229.2_172859564_2	DN_NC_073235.2_93196915_2	0.1692
DN_NC_073244.2_27765726_4	DN_NC_073244.2_48242798_5	0.4523
DN_NC_073224.2_199494304_6	DN_NC_073241.2_36126183_3	0.1512
DN_NC_073244.2_17960497_4	DN_NC_073244.2_49246931_6	0.1436
DN_NC_073227.2_8907801_4	DN_NC_073230.2_73776646_4	0.1592
DN_NC_073230.2_88683937_6	DN_NC_073237.2_123801018_5	0.2168
DN_NC_073229.2_44967262_5	DN_NC_073244.2_27285351_4	0.1665
DN_NC_073234.2_148682020_7	DN_NC_073241.2_64520240_3	0.3995
DN_NC_073232.2_71973207_3	DN_NC_086017.1_54457640_6	0.1453
DN_NC_073227.2_8633416_4	DN_NC_073230.2_74637722_4	0.3845
DN_NC_073224.2_8329397_4	DN_NC_073244.2_18385030_4	0.1416
DN_NC_073244.2_48030811_4	DN_NC_073244.2_64081943_4	0.2231
DN_NC_073247.2_17003459_2	DN_NC_073247.2_18934892_2	0.4178
DN_NC_073240.2_24402639_2	DN_NC_086017.1_208307881_15	0.3213
DN_NC_073236.2_25270756_7	DN_NC_073247.2_165410205_10	0.4426
DN_NC_073229.2_49583451_41	DN_NC_073229.2_49609902_41	0.9998
DN_NC_073235.2_136576413_2	DN_NC_073235.2_136577761_2	0.8823
DN_NC_073224.2_123525276_5	DN_NC_073240.2_21986088_4	0.2417
DN_NC_073244.2_64340366_4	DN_NC_073244.2_64368633_7	0.1579
DN_NC_073237.2_23553596_5	DN_NC_073244.2_55341363_7	0.1761
DN_NC_073244.2_63895938_6	DN_NC_073244.2_69454247_3	0.2141
DN_NC_073232.2_71881634_2	DN_NC_073244.2_55940471_6	0.2617
DN_NC_073227.2_9009888_2	DN_NC_073244.2_28072858_4	0.1448
DN_NC_073243.2_20204464_2	DN_NC_073244.2_47997304_5	0.3094
DN_NC_073229.2_45857463_4	DN_NC_086017.1_54527845_6	0.1437
DN_NC_073244.2_47586219_5	DN_NC_073244.2_48030384_3	0.1388
DN_NC_073233.2_9788172_5	DN_NC_073244.2_29297022_4	0.1373
DN_NC_073244.2_63542066_5	DN_NC_073247.2_58228088_5	0.1934
DN_NC_073247.2_161458538_3	DN_NC_073247.2_164442447_3	0.3938
DN_NC_073233.2_119088050_4	DN_NC_073234.2_121621201_3	0.1779
DN_NC_073230.2_74126483_4	DN_NC_073244.2_64426370_6	0.188
DN_NC_073244.2_28820229_4	DN_NC_073244.2_64125568_5	0.2066
DN_NC_073244.2_28256975_5	DN_NC_073244.2_48660338_4	0.2005
DN_NC_073241.2_64520244_2	DN_NC_073247.2_57840463_5	0.2694
DN_NC_073231.2_150777699_3	DN_NC_073244.2_70159242_5	0.3968
DN_NC_073244.2_48620420_5	DN_NC_073244.2_64265252_5	0.174
DN_NC_073241.2_36126198_2	DN_NC_073244.2_64231369_4	0.1621
DN_NC_073244.2_17635782_4	DN_NC_073244.2_18385030_4	0.1805
DN_NC_073244.2_26314241_4	DN_NC_073244.2_28711447_4	0.2569
DN_NC_073244.2_18047026_4	DN_NC_073244.2_18564507_4	0.244
DN_NC_073224.2_40627195_4	DN_NC_073244.2_27408454_4	0.3025
DN_NC_073229.2_194862622_5	DN_NC_073240.2_29752710_11	0.3015
DN_NC_073232.2_13991147_3	DN_NC_073238.2_38844253_6	0.1863
DN_NC_073242.2_36238906_2	DN_NC_086018.1_17871581_2	0.1646
DN_NC_073238.2_25250945_5	DN_NC_073240.2_17174470_5	0.6332
DN_NC_073244.2_27566430_5	DN_NC_073244.2_64836827_4	0.1732
DN_NC_073244.2_18232282_4	DN_NC_073244.2_48620420_5	0.179
DN_NC_073228.2_79646162_2	DN_NC_073228.2_79646181_2	0.9387
DN_NC_073244.2_68766684_2	DN_NC_086018.1_17871581_2	0.1827
DN_NC_073244.2_27869273_3	DN_NC_073244.2_30438340_4	0.3294
DN_NC_073230.2_89330255_2	DN_NC_073244.2_69783488_3	0.1605
DN_NC_073224.2_8261601_4	DN_NC_073244.2_17635782_4	0.1674
DN_NC_073228.2_182909765_5	DN_NC_073244.2_64231369_4	0.1746
DN_NC_073243.2_20204464_2	DN_NC_073244.2_68491976_5	0.2374
DN_NC_073228.2_182827930_5	DN_NC_073244.2_29297022_4	0.1356
DN_NC_073228.2_144930567_2	DN_NC_073228.2_144970572_2	0.3103
DN_NC_073231.2_150777699_3	DN_NC_073234.2_148682020_7	0.1535
DN_NC_073228.2_145022553_2	DN_NC_073228.2_145079904_2	0.457
DN_NC_073233.2_6759783_2	DN_NC_073233.2_6771931_2	0.57
DN_NC_073244.2_64908457_4	DN_NC_073244.2_65326089_4	0.2614
DN_NC_073230.2_74299233_4	DN_NC_073244.2_28711447_2	0.397
DN_NC_073244.2_49205215_5	DN_NC_073244.2_55426973_9	0.1599
DN_NC_073232.2_71881634_2	DN_NC_073244.2_55835875_4	0.2521
DN_NC_073244.2_26240035_4	DN_NC_073244.2_30090650_6	0.1876
DN_NC_073242.2_7013229_2	DN_NC_073246.2_32689693_4	0.2487
DN_NC_073244.2_27626411_5	DN_NC_073244.2_55464824_5	0.1399
DN_NC_073236.2_30994185_5	DN_NC_073237.2_22957046_5	0.4405
DN_NC_073244.2_18356684_4	DN_NC_073244.2_18564507_4	0.2717
DN_NC_073244.2_27051998_4	DN_NC_073244.2_30067652_4	0.186
DN_NC_073243.2_20324218_2	DN_NC_073244.2_69572632_3	0.1379
DN_NC_073244.2_55626504_5	DN_NC_073244.2_55835875_4	0.1457
DN_NC_073244.2_48030384_3	DN_NC_073247.2_56899135_7	0.2021
DN_NC_073239.2_71973168_3	DN_NC_073239.2_71973219_2	0.9487
DN_NC_073234.2_69501458_7	DN_NC_073234.2_69557459_4	0.6472
DN_NC_073244.2_55607411_6	DN_NC_073244.2_55797441_5	0.2167
DN_NC_073229.2_45764485_6	DN_NC_073230.2_88700652_4	0.1661
DN_NC_086017.1_147337119_2	DN_NC_086017.1_147337644_2	0.9084
DN_NC_073228.2_64369461_5	DN_NC_073244.2_6036407_2	0.1525
DN_NC_073244.2_69685713_2	DN_NC_073244.2_69799604_5	0.2345
DN_NC_073244.2_69601170_4	DN_NC_073244.2_69685698_2	0.2816
DN_NC_073232.2_116588372_3	DN_NC_073232.2_116588373_3	0.928
DN_NC_073230.2_91659196_3	DN_NC_073230.2_91659199_4	0.6828
DN_NC_073231.2_150777699_3	DN_NC_073247.2_57840463_5	0.2243
DN_NC_073244.2_47997304_5	DN_NC_073244.2_48384768_7	0.1914
DN_NC_086017.1_161686424_3	DN_NC_086017.1_161687867_2	0.8422
DN_NC_073224.2_40627195_4	DN_NC_073244.2_64368633_7	0.146
DN_NC_073244.2_65470296_6	DN_NC_086017.1_54527845_6	0.1479
DN_NC_073230.2_73977205_4	DN_NC_073244.2_65266359_4	0.1782
DN_NC_073231.2_150671310_5	DN_NC_073244.2_48242798_5	0.2316
DN_NC_073228.2_78946144_3	DN_NC_073228.2_78970117_3	0.8603
DN_NC_073244.2_55516115_5	DN_NC_073244.2_55626504_5	0.1583
DN_NC_073240.2_44604956_12	DN_NC_073240.2_44606131_4	0.2249
DN_NC_073224.2_8422960_4	DN_NC_073233.2_9788172_5	0.2275
DN_NC_073244.2_26240039_2	DN_NC_073244.2_29680825_4	0.2503
DN_NC_073244.2_27869273_3	DN_NC_073244.2_70323040_7	0.217
DN_NC_073227.2_9010062_2	DN_NC_073241.2_36126198_2	0.1349
DN_NC_073224.2_40627195_4	DN_NC_073244.2_64340366_4	0.1682
DN_NC_073230.2_73776646_4	DN_NC_073242.2_66613619_4	0.1396
DN_NC_073228.2_83513581_6	DN_NC_073230.2_74126483_4	0.2324
DN_NC_073242.2_66613619_4	DN_NC_073244.2_28072858_4	0.185
DN_NC_073224.2_8422960_4	DN_NC_073244.2_26666712_5	0.2577
DN_NC_073244.2_27285351_4	DN_NC_073244.2_28820229_4	0.2695
DN_NC_073244.2_26666712_5	DN_NC_073244.2_28333451_4	0.258
DN_NC_073229.2_154565380_2	DN_NC_073229.2_154594282_2	0.9398
DN_NC_073244.2_55585242_5	DN_NC_073244.2_55618657_2	0.3912
DN_NC_073229.2_49412454_2	DN_NC_073229.2_49424718_2	0.635
DN_NC_073241.2_64520240_3	DN_NC_073244.2_18047026_4	0.1385
DN_NC_073247.2_147316506_18	DN_NC_073247.2_147600611_20	0.1809
DN_NC_073248.2_15918163_7	DN_NC_073248.2_19648671_11	0.3837
DN_NC_073244.2_26240039_2	DN_NC_073244.2_26470366_4	0.3452
DN_NC_073244.2_27626411_5	DN_NC_073244.2_29046961_4	0.3858
DN_NC_073228.2_184836165_2	DN_NC_073234.2_148486259_4	0.1685
DN_NC_073228.2_184836166_3	DN_NC_073231.2_150618111_5	0.2574
DN_NC_073229.2_86209092_3	DN_NC_073234.2_71885470_2	0.157
DN_NC_073228.2_182864372_4	DN_NC_073244.2_49205215_5	0.2895
DN_NC_073244.2_17751584_2	DN_NC_073244.2_8619131_4	0.1413
DN_NC_073227.2_8907801_4	DN_NC_073244.2_27956158_2	0.3424
DN_NC_073242.2_119807836_6	DN_NC_073244.2_48352926_4	0.1668
DN_NC_073237.2_123801018_5	DN_NC_073244.2_68766684_2	0.2495
DN_NC_073224.2_239847758_15	DN_NC_086017.1_195260184_15	0.2511
DN_NC_073230.2_74190289_5	DN_NC_073235.2_71373985_7	0.2713
DN_NC_073244.2_27765726_4	DN_NC_073244.2_27956158_2	0.6447
DN_NC_073231.2_150777699_3	DN_NC_073244.2_8711681_4	0.2635
DN_NC_073244.2_29046961_4	DN_NC_073244.2_48660338_4	0.2677
DN_NC_073232.2_80964961_8	DN_NC_086017.1_50382141_5	0.2038
DN_NC_073230.2_13331389_15	DN_NC_073230.2_14245227_15	1.0
DN_NC_073241.2_38821696_2	DN_NC_073241.2_38821696_3	0.1607
DN_NC_073243.2_20204464_2	DN_NC_073244.2_48980018_5	0.3008
DN_NC_073244.2_17751584_2	DN_NC_073244.2_26156853_4	0.2018
DN_NC_073242.2_66613619_4	DN_NC_073244.2_27765726_4	0.1859
DN_NC_073247.2_11741821_2	DN_NC_073248.2_9064807_2	0.9634
DN_NC_073244.2_26901109_4	DN_NC_073244.2_28333451_4	0.4608
DN_NC_073244.2_63542066_5	DN_NC_073247.2_58372296_6	0.3074
DN_NC_073227.2_17445647_6	DN_NC_073233.2_75718276_6	0.3388
DN_NC_073244.2_29557605_4	DN_NC_073244.2_64125568_5	0.4035
DN_NC_073244.2_64340366_4	DN_NC_073244.2_65046428_4	0.2812
DN_NC_073230.2_73776646_4	DN_NC_073230.2_74637814_2	0.3385
DN_NC_073228.2_182864372_4	DN_NC_073237.2_93275727_4	0.2478
DN_NC_073229.2_154565197_3	DN_NC_073229.2_154565380_2	0.9169
DN_NC_073231.2_107519754_4	DN_NC_073239.2_123333523_2	0.1445
DN_NC_073224.2_185208154_2	DN_NC_073224.2_185208272_2	0.9278
DN_NC_073224.2_150567709_6	DN_NC_073224.2_150948916_11	0.1555
DN_NC_073235.2_71373985_7	DN_NC_073239.2_14838701_6	0.1346
DN_NC_073244.2_55585242_5	DN_NC_073244.2_55678004_6	0.1322
DN_NC_073233.2_11930987_8	DN_NC_073233.2_11960151_8	0.3655
DN_NC_073224.2_117447152_14	DN_NC_073224.2_130305133_13	0.2564
DN_NC_073224.2_150787798_12	DN_NC_073224.2_150948916_11	0.1462
DN_NC_073224.2_216467757_3	DN_NC_073237.2_109279481_4	0.1985
DN_NC_073244.2_29297022_4	DN_NC_073244.2_64618758_7	0.1943
DN_NC_073244.2_29970261_4	DN_NC_073244.2_48660338_4	0.2062
DN_NC_073244.2_51783968_5	DN_NC_073247.2_58372296_6	0.1691
DN_NC_073234.2_106852963_2	DN_NC_073234.2_86426177_10	0.133
DN_NC_073244.2_17846610_4	DN_NC_073244.2_26156853_4	0.2514
DN_NC_073231.2_150777699_3	DN_NC_073244.2_48093173_7	0.131
DN_NC_073242.2_4214750_6	DN_NC_073247.2_115190067_8	0.2934
DN_NC_073227.2_8705656_4	DN_NC_073244.2_26314241_4	0.2566
DN_NC_073247.2_163590486_3	DN_NC_073247.2_164405406_2	0.2573
DN_NC_073237.2_23553596_5	DN_NC_073244.2_15453865_9	0.1396
DN_NC_073244.2_65293743_4	DN_NC_073244.2_65326089_4	0.2427
DN_NC_073247.2_113184288_2	DN_NC_073247.2_113184615_2	0.9618
DN_NC_073230.2_53547116_11	DN_NC_073238.2_33904146_3	0.4114
DN_NC_073244.2_18307855_4	DN_NC_073244.2_18426035_4	0.4324
DN_NC_073243.2_20322881_2	DN_NC_073244.2_48384768_7	0.1666
DN_NC_073228.2_52119080_9	DN_NC_073234.2_48129944_8	0.3893
DN_NC_073243.2_17433799_8	DN_NC_073243.2_17450998_15	0.2879
DN_NC_073237.2_30220066_5	DN_NC_073244.2_69514207_2	0.1588
DN_NC_073244.2_18124175_2	DN_NC_073244.2_18201516_4	0.1635
DN_NC_073230.2_74190289_5	DN_NC_073244.2_26666712_5	0.2462
DN_NC_073243.2_20232546_4	DN_NC_073244.2_47250467_5	0.2525
DN_NC_073236.2_44341132_3	DN_NC_073236.2_44341152_2	0.1742
DN_NC_073247.2_57761829_5	DN_NC_086017.1_54527845_6	0.1897
DN_NC_073242.2_20304734_2	DN_NC_073242.2_20304889_2	0.8805
DN_NC_073224.2_40627195_4	DN_NC_073244.2_30067652_4	0.3217
DN_NC_073232.2_101386779_2	DN_NC_073232.2_101386780_2	0.9528
DN_NC_073244.2_64004232_5	DN_NC_086017.1_54612772_3	0.1921
DN_NC_073228.2_83600319_6	DN_NC_073244.2_64500861_5	0.2445
DN_NC_073244.2_64585864_4	DN_NC_073244.2_64860608_4	0.4028
DN_NC_073227.2_9009888_2	DN_NC_073244.2_27408454_4	0.3158
DN_NC_073224.2_150835184_3	DN_NC_073234.2_121621201_3	0.1863
DN_NC_073244.2_28333451_4	DN_NC_073244.2_29297022_4	0.4022
DN_NC_073228.2_184836166_3	DN_NC_073243.2_20324218_2	0.1845
DN_NC_073238.2_33197456_2	DN_NC_073247.2_65342412_4	0.2546
DN_NC_073240.2_23725358_9	DN_NC_073242.2_14569289_2	0.5268
DN_NC_073233.2_112912081_9	DN_NC_073233.2_112925764_3	0.1444
DN_NC_073244.2_47997304_5	DN_NC_073244.2_64340366_4	0.1724
DN_NC_073224.2_45389129_11	DN_NC_086018.1_19844955_6	0.2198
DN_NC_073244.2_48242798_5	DN_NC_073244.2_51825388_5	0.3711
DN_NC_073239.2_33219684_14	DN_NC_073245.2_47207807_14	0.5527
DN_NC_073244.2_69783488_3	DN_NC_073244.2_69923243_2	0.2077
DN_NC_073241.2_36126198_2	DN_NC_073246.2_15789285_3	0.7764
DN_NC_073244.2_47997304_5	DN_NC_073244.2_65102393_4	0.2691
DN_NC_073244.2_15324693_6	DN_NC_073244.2_18649721_4	0.2805
DN_NC_073244.2_69294668_4	DN_NC_073244.2_69343714_4	0.3556
DN_NC_073243.2_23849950_3	DN_NC_073243.2_23853504_2	0.5987
DN_NC_073232.2_71973207_3	DN_NC_073234.2_148537990_5	0.1497
DN_NC_073236.2_45727385_4	DN_NC_073247.2_66706466_2	0.1475
DN_NC_073228.2_184836166_2	DN_NC_073229.2_45747170_4	0.1412
DN_NC_073237.2_79912635_2	DN_NC_086017.1_24755690_2	0.2882
DN_NC_073244.2_27131194_2	DN_NC_073244.2_27504818_5	0.3987
DN_NC_073244.2_69601170_4	DN_NC_073244.2_69685713_2	0.2791
DN_NC_073244.2_69343714_4	DN_NC_073244.2_70159242_5	0.2744
DN_NC_073244.2_47586219_5	DN_NC_073244.2_68643423_8	0.15
DN_NC_073244.2_69454247_3	DN_NC_073244.2_69821764_4	0.2103
DN_NC_073227.2_8633418_2	DN_NC_073244.2_26314241_4	0.3328
DN_NC_073233.2_116263271_8	DN_NC_073247.2_147586730_5	0.1376
DN_NC_073244.2_45985550_6	DN_NC_073244.2_49072464_4	0.3596
DN_NC_073237.2_123801018_5	DN_NC_073244.2_65073171_5	0.1689
DN_NC_073224.2_8422960_4	DN_NC_073227.2_8907801_4	0.2652
DN_NC_073229.2_195378107_3	DN_NC_073230.2_168783006_4	0.3508
DN_NC_073244.2_64860608_4	DN_NC_086017.1_41849470_3	0.1728
DN_NC_073236.2_44341142_4	DN_NC_073236.2_44341152_2	0.1778
DN_NC_073224.2_199494304_6	DN_NC_073244.2_47878793_6	0.2687
DN_NC_073244.2_27504818_5	DN_NC_073244.2_29297022_4	0.3934
DN_NC_073244.2_63961971_6	DN_NC_073244.2_69975553_3	0.2252
DN_NC_073247.2_164381222_3	DN_NC_073247.2_164426194_3	0.7033
DN_NC_073244.2_64400145_5	DN_NC_073244.2_64836827_4	0.4181
DN_NC_073247.2_59696701_5	DN_NC_073247.2_59782481_5	0.9827
DN_NC_073244.2_18470484_4	DN_NC_073244.2_26156853_4	0.1538
DN_NC_073244.2_69715828_2	DN_NC_073244.2_69783488_3	0.2104
DN_NC_073244.2_26470366_4	DN_NC_073244.2_27051998_4	0.4616
DN_NC_073230.2_89330236_3	DN_NC_073240.2_85898394_3	0.1313
DN_NC_073224.2_8422960_4	DN_NC_073244.2_65362909_5	0.2781
DN_NC_073244.2_15453865_9	DN_NC_073244.2_49072464_4	0.2236
DN_NC_073241.2_64520240_3	DN_NC_073244.2_48319142_5	0.353
DN_NC_073235.2_79097501_2	DN_NC_073235.2_79097501_3	0.6027
DN_NC_073244.2_48352926_4	DN_NC_086017.1_54487757_3	0.2545
DN_NC_073234.2_148537990_5	DN_NC_073244.2_48319142_5	0.146
DN_NC_073244.2_17922158_4	DN_NC_073244.2_18426035_4	0.1332
DN_NC_073229.2_45067329_6	DN_NC_073230.2_74190289_5	0.146
DN_NC_073244.2_26666712_5	DN_NC_073244.2_27956158_2	0.3037
DN_NC_073224.2_213161178_3	DN_NC_073229.2_181371301_3	0.2719
DN_NC_073234.2_148682020_7	DN_NC_073245.2_58728682_5	0.2391
DN_NC_073231.2_150817007_4	DN_NC_073234.2_148682020_7	0.289
DN_NC_073229.2_58814186_2	DN_NC_073229.2_58814205_3	0.8213
DN_NC_073242.2_66613619_4	DN_NC_073244.2_27408454_4	0.2279
DN_NC_073234.2_148486259_4	DN_NC_073244.2_48352926_4	0.205
DN_NC_073240.2_103747497_4	DN_NC_086017.1_9337960_4	0.7403
DN_NC_073244.2_26314241_4	DN_NC_073244.2_28588105_4	0.1766
DN_NC_073230.2_149808488_4	DN_NC_073230.2_149808502_2	0.3359
DN_NC_073234.2_148486259_4	DN_NC_073244.2_15605841_4	0.1333
DN_NC_073229.2_60853569_16	DN_NC_073244.2_56850091_13	0.35
DN_NC_073234.2_148682020_7	DN_NC_073244.2_48242798_5	0.3173
DN_NC_073232.2_65721054_29	DN_NC_073232.2_69588940_31	0.3528
DN_NC_073236.2_32985892_2	DN_NC_073237.2_24384479_2	0.2929
DN_NC_073243.2_20324218_2	DN_NC_073244.2_64400145_5	0.1314
DN_NC_073244.2_28256975_5	DN_NC_073244.2_48919547_6	0.1667
DN_NC_073244.2_45796040_6	DN_NC_073247.2_56899135_7	0.1311
DN_NC_073244.2_55565140_5	DN_NC_073244.2_55797441_5	0.195
DN_NC_073244.2_64759228_5	DN_NC_073244.2_65003440_7	0.2963
DN_NC_073237.2_124724631_14	DN_NC_073244.2_23914271_12	0.3063
DN_NC_073243.2_20204464_2	DN_NC_073244.2_48030384_3	0.232
DN_NC_073244.2_27408454_4	DN_NC_073244.2_28711447_4	0.4062
DN_NC_073224.2_8422960_4	DN_NC_073230.2_74126483_4	0.1803
DN_NC_073244.2_69715828_2	DN_NC_073244.2_70009554_3	0.225
DN_NC_073242.2_29556580_18	DN_NC_073242.2_31545375_14	0.1947
DN_NC_073228.2_182334642_5	DN_NC_073244.2_70077616_7	0.4386
DN_NC_073237.2_123801018_5	DN_NC_073244.2_64585864_4	0.2431
DN_NC_073244.2_64585864_4	DN_NC_073244.2_65293743_4	0.2114
DN_NC_073231.2_150568091_5	DN_NC_073231.2_150817007_4	0.1439
DN_NC_073244.2_48620420_5	DN_NC_073244.2_49072464_4	0.1838
DN_NC_073244.2_55565140_5	DN_NC_073244.2_64125568_5	0.1521
DN_NC_073244.2_26240039_2	DN_NC_073244.2_55426973_9	0.1779
DN_NC_073242.2_97765438_4	DN_NC_073244.2_48242798_5	0.1601
DN_NC_073237.2_93275727_4	DN_NC_073247.2_57761829_5	0.1854
DN_NC_073244.2_26901109_4	DN_NC_073244.2_27956158_2	0.5748
DN_NC_073244.2_30067652_4	DN_NC_073244.2_47706460_3	0.1332
DN_NC_073244.2_65003440_7	DN_NC_073244.2_65046428_2	0.1793
DN_NC_073231.2_150671310_5	DN_NC_073234.2_148420424_5	0.1601
DN_NC_073228.2_182909765_5	DN_NC_073244.2_47706466_2	0.2207
DN_NC_073227.2_142943898_3	DN_NC_073227.2_143010447_5	0.4208
DN_NC_073244.2_51783968_5	DN_NC_073244.2_65073171_5	0.1763
DN_NC_073244.2_48384768_7	DN_NC_073244.2_49072464_4	0.2522
DN_NC_073229.2_45067329_6	DN_NC_073230.2_74637722_4	0.3622
DN_NC_073230.2_116851282_14	DN_NC_073245.2_47429376_4	0.1961
DN_NC_073239.2_123454428_3	DN_NC_073239.2_123454429_2	0.8397
DN_NC_073244.2_46013405_4	DN_NC_073244.2_70024584_5	0.2585
