gene_a	gene_b	dn_a	dn_b	cls	in_dna_loose	n_exon_a	n_exon_b	n_exon_min	stratum	both_single	core_recip	aln_frac	contain_ab	contain_ba	recip_contain	fold
CANX	HMGB3	DN_NC_073228.2_183658467_2	DN_NC_073247.2_162650382_5	genuine	0	2	5	2	multi	0	0.4859	0.7031	0.5000	0.4000	0.4000	3
CAPS2	RAPH1	DN_NC_073234.2_90680832_2	DN_NC_073235.2_106111443_2	genuine	0	2	2	2	multi	0	0.1834	0.0000	0.0000	0.0000	0.0000	1
CARD16	LOC101136563	DN_NC_073233.2_112912081_9	DN_NC_073233.2_112925764_3	genuine	0	9	3	3	multi	0	0.1444	0.1444	0.1111	0.6667	0.1111	1
CASP3	CGREF1	DN_NC_073227.2_205610166_3	DN_NC_073236.2_112799498_6	genuine	0	3	6	3	multi	0	0.2026	0.0000	0.0000	0.0000	0.0000	1
CBR1	CBR3	DN_NC_073246.2_37979530_3	DN_NC_073246.2_38044178_3	truthbar	0	3	3	3	multi	0	0.8453	0.0000	0.0000	0.0000	0.0000	3
CCDC144A	LOC109026769	DN_NC_073228.2_79926211_12	DN_NC_073228.2_83434996_12	TP	1	12	12	12	multi	0	0.3998	1.0048	1.0000	0.9167	0.9167	1
CCDC152	SELENOP	DN_NC_073243.2_69046517_5	DN_NC_073243.2_69056468_9	TP	1	5	9	5	multi	0	0.4776	0.4768	0.0000	0.1111	0.0000	0
CCDC92	IL20RB	DN_NC_073234.2_139370404_3	DN_NC_086017.1_148168205_5	genuine	0	3	5	3	multi	0	0.1788	0.3442	0.0000	0.2000	0.0000	3
CCL8	LOC101134802	DN_NC_073228.2_58687413_3	DN_NC_073228.2_58745873_3	truthbar	0	3	3	3	multi	0	0.4194	0.0000	0.0000	0.0000	0.0000	1
CCNH	RASA1	DN_NC_073228.2_91400267_25	DN_NC_073228.2_91522397_9	genuine	0	25	9	9	multi	0	0.6116	0.6114	0.0400	0.1111	0.0400	1
CCPG1	LDLR	DN_NC_073240.2_56108341_2	DN_NC_073244.2_17124484_18	genuine	0	2	18	2	multi	0	0.1432	0.0000	0.0000	0.0000	0.0000	3
CCPG1	PRXL2A	DN_NC_073232.2_92781991_6	DN_NC_073240.2_56108341_2	genuine	0	6	2	2	multi	0	0.2110	0.0000	0.0000	0.0000	0.0000	3
CCR2	CCR5	DN_NC_086017.1_56236992_2	DN_NC_086017.1_56254132_2	truthbar	0	2	2	2	multi	0	0.1500	0.2522	0.0000	0.0000	0.0000	3
CCT6A	CCT6B	DN_NC_073228.2_58045766_15	DN_NC_073230.2_64231587_14	truthbar	0	15	14	14	multi	0	0.4597	0.0000	0.0000	0.0000	0.0000	1
CDK4	TSPAN31	DN_NC_073234.2_43619064_8	DN_NC_073234.2_43623304_5	genuine	0	8	5	5	multi	0	0.5438	0.5358	0.1250	0.2000	0.1250	1
CDR2	LOC101131923	DN_NC_073242.2_21170576_8	DN_NC_073242.2_21650759_11	genuine	0	8	11	8	multi	0	0.3045	0.4426	0.5000	0.3636	0.3636	1
CDRT4	TVP23B	DN_NC_073228.2_81446275_7	DN_NC_073243.2_30823221_7	TP	1	7	7	7	multi	0	0.2413	0.5110	0.1429	0.1429	0.1429	0
CENPP	IPPK	DN_NC_073237.2_89073528_3	DN_NC_073237.2_89075402_13	TP	1	3	13	3	multi	0	0.8865	0.8865	0.3333	0.0769	0.0769	3
CENPU	PRIMPOL	DN_NC_073227.2_205644909_14	DN_NC_073227.2_205687695_12	genuine	0	14	12	12	multi	0	0.2158	0.2140	0.0714	0.0000	0.0000	1
CEP192	LOC129533419	DN_NC_073228.2_182473921_9	DN_NC_073241.2_37141428_27	genuine	0	9	27	9	multi	0	0.1453	0.0000	0.0000	0.0000	0.0000	4
CEP57	MTMR2	DN_NC_073233.2_103702122_11	DN_NC_073233.2_103744968_15	genuine	0	11	15	11	multi	0	0.5439	0.5439	0.0000	0.0667	0.0000	1
CEP76	PSMG2	DN_NC_073241.2_37538314_7	DN_NC_073241.2_37560383_12	genuine	0	7	12	7	multi	0	0.3001	0.2988	0.1429	0.0000	0.0000	3
CES1	LOC101128088	DN_NC_073242.2_84922514_14	DN_NC_073242.2_96161607_12	truthbar	0	14	12	12	multi	0	0.1437	0.0000	0.0000	0.0000	0.0000	1
CES1	LOC101128458	DN_NC_073242.2_84922514_14	DN_NC_073242.2_96060106_12	truthbar	0	14	12	12	multi	0	0.1437	0.0000	0.0000	0.0000	0.0000	1
CES1	LOC115931015	DN_NC_073242.2_84833963_14	DN_NC_073242.2_84922514_14	TP	1	14	14	14	multi	0	0.7709	0.9729	1.0000	1.0000	1.0000	1
CES1	LOC115931020	DN_NC_073242.2_84922514_14	DN_NC_073242.2_96073882_12	truthbar	0	14	12	12	multi	0	0.1437	0.0000	0.0000	0.0000	0.0000	1
CGREF1	GGCT	DN_NC_073230.2_37931018_4	DN_NC_073236.2_112799498_6	genuine	0	4	6	4	multi	0	0.1310	0.0000	0.0000	0.0000	0.0000	1
CGREF1	LOC134756666	DN_NC_073235.2_94365284_2	DN_NC_073236.2_112799498_6	genuine	0	2	6	2	multi	0	0.2135	0.0000	0.0000	0.0000	0.0000	1
CGREF1	OTULINL	DN_NC_073236.2_112799498_6	DN_NC_073243.2_97413463_8	genuine	0	6	8	6	multi	0	0.1568	0.0000	0.0000	0.0000	0.0000	1
CHD1	CHD2	DN_NC_073228.2_103031498_31	DN_NC_073240.2_94115085_33	truthbar	0	31	33	31	multi	0	0.3211	0.0000	0.0000	0.0000	0.0000	3
CHEK2	LOC101136352	DN_NC_073240.2_23210840_6	DN_NC_086018.1_26719433_15	genuine	0	6	15	6	multi	0	0.2828	0.7071	0.8333	0.3333	0.3333	2
CHEK2	LOC101152610	DN_NC_073240.2_21601841_7	DN_NC_086018.1_26719433_15	TP	1	7	15	7	multi	0	0.2914	0.8668	0.8571	0.3333	0.3333	2
CHEK2	LOC129527660	DN_NC_073242.2_37476471_6	DN_NC_086018.1_26719433_15	genuine	0	6	15	6	multi	0	0.3387	0.7035	0.8333	0.3333	0.3333	2
CHM	OPN3	DN_NC_073224.2_13850922_2	DN_NC_073247.2_97674612_15	genuine	0	2	15	2	multi	0	0.2699	0.0000	0.0000	0.0000	0.0000	1
CHRNA3	PCCA	DN_NC_073238.2_114796219_2	DN_NC_073240.2_79492690_6	genuine	0	2	6	2	multi	0	0.1533	0.0000	0.0000	0.0000	0.0000	3
CHST6	TMEM231	DN_NC_073242.2_105982851_4	DN_NC_073242.2_106027382_7	genuine	0	4	6	4	multi	0	0.5166	0.5206	0.5000	0.5000	0.5000	3
CILP	CILP2	DN_NC_073240.2_65970509_9	DN_NC_073244.2_25986503_8	truthbar	0	9	8	8	multi	0	0.1735	0.0000	0.0000	0.0000	0.0000	3
CKB	CKM	DN_NC_073239.2_120499478_8	DN_NC_073244.2_56814281_4	truthbar	0	8	4	4	multi	0	0.6256	0.0000	0.0000	0.0000	0.0000	1
CKLF	GSTM2	DN_NC_073224.2_130406472_4	DN_NC_073242.2_95678785_4	genuine	0	4	4	4	multi	0	0.1305	0.0000	0.0000	0.0000	0.0000	1
CLCN3	CLCN5	DN_NC_073227.2_190603026_12	DN_NC_073247.2_60113711_15	truthbar	0	12	15	12	multi	0	0.2517	0.0000	0.0000	0.0000	0.0000	1
CLK1	CLK4	DN_NC_073228.2_182227322_13	DN_NC_073235.2_103471173_13	truthbar	0	13	13	13	multi	0	0.5606	0.0000	0.0000	0.0000	0.0000	3
CLMP	LOC101134145	DN_NC_073231.2_53708239_3	DN_NC_073233.2_130995027_7	genuine	0	3	7	3	multi	0	0.1489	0.0000	0.0000	0.0000	0.0000	1
CLN8	METTL2B	DN_NC_073230.2_137552467_7	DN_NC_073231.2_6126395_2	genuine	0	7	2	2	multi	0	0.1418	0.0000	0.0000	0.0000	0.0000	2
CLTC	CLTCL1	DN_NC_073228.2_32366054_32	DN_NC_086018.1_16610610_33	truthbar	0	32	33	32	multi	0	0.8862	0.0000	0.0000	0.0000	0.0000	3
CNPY3	CNPY4	DN_NC_073229.2_60720496_6	DN_NC_073230.2_88640144_6	truthbar	0	6	6	6	multi	0	0.2549	0.0000	0.0000	0.0000	0.0000	3
CNTNAP3C	LOC101143875	DN_NC_073236.2_33289090_9	DN_NC_073237.2_23692487_10	genuine	0	9	10	9	multi	0	0.3548	0.7301	0.8889	0.9000	0.8889	4
CNTNAP3C	LOC115933307	DN_NC_073236.2_33289090_9	DN_NC_073237.2_30061699_3	genuine	0	9	3	3	multi	0	0.1558	0.1744	0.2222	0.6667	0.2222	4
COG1	SSTR2	DN_NC_073228.2_18779384_3	DN_NC_073228.2_18798859_2	genuine	0	3	2	2	multi	0	0.5916	0.5920	0.6667	0.0000	0.0000	1
COG1	VCF1	DN_NC_073228.2_18740149_2	DN_NC_073228.2_18761647_14	genuine	0	2	14	2	multi	0	0.5477	0.5447	0.5000	0.0714	0.0714	1
COG5	HBP1	DN_NC_073230.2_116119215_11	DN_NC_073230.2_116150343_22	genuine	0	11	22	11	multi	0	0.4001	0.4005	0.0909	0.0000	0.0000	3
COL1A1	COL1A2	DN_NC_073228.2_41871026_51	DN_NC_073230.2_94413807_52	truthbar	0	51	52	51	multi	0	0.3536	0.0000	0.0000	0.0000	0.0000	3
COL1A1	COL2A1	DN_NC_073228.2_41871026_51	DN_NC_073234.2_53272916_54	truthbar	0	51	54	51	multi	0	0.6005	0.0000	0.0000	0.0000	0.0000	3
COL1A1	COL3A1	DN_NC_073228.2_41871026_51	DN_NC_073235.2_91416644_51	truthbar	0	51	51	51	multi	0	0.5071	0.0000	0.0000	0.0000	0.0000	3
COL1A2	COL2A1	DN_NC_073230.2_94413807_52	DN_NC_073234.2_53272916_54	truthbar	0	52	54	52	multi	0	0.5323	0.0000	0.0000	0.0000	0.0000	3
COL1A2	COL3A1	DN_NC_073230.2_94413807_52	DN_NC_073235.2_91416644_51	truthbar	0	52	51	51	multi	0	0.3528	0.0000	0.0000	0.0000	0.0000	3
COL2A1	COL3A1	DN_NC_073234.2_53272916_54	DN_NC_073235.2_91416644_51	truthbar	0	54	51	51	multi	0	0.2938	0.0000	0.0000	0.0000	0.0000	3
COL2A1	COL5A2	DN_NC_073234.2_53272916_54	DN_NC_073235.2_91471014_54	truthbar	0	54	54	54	multi	0	0.3487	0.0000	0.0000	0.0000	0.0000	3
COMP	THBS4	DN_NC_073243.2_31614985_22	DN_NC_073244.2_25226014_19	truthbar	0	22	19	19	multi	0	0.3155	0.0000	0.0000	0.0000	0.0000	3
COPB2	MRPS22	DN_NC_086017.1_150515222_8	DN_NC_086017.1_150527432_22	genuine	0	8	22	8	multi	0	0.3514	0.3514	0.1250	0.0455	0.0455	3
COPS9	LOC101145464	DN_NC_073235.2_142785844_3	DN_NC_073247.2_147586730_5	genuine	0	3	5	3	multi	0	0.1779	0.1942	0.0000	0.0000	0.0000	0
COPS9	LOC109023154	DN_NC_073235.2_142785844_3	DN_NC_073239.2_123333523_2	genuine	0	3	2	2	multi	0	0.1467	0.2067	0.0000	0.0000	0.0000	0
COPS9	LOC109025730	DN_NC_073224.2_123525276_5	DN_NC_073235.2_142785844_3	genuine	0	5	3	3	multi	0	0.3276	0.3208	0.2000	0.0000	0.0000	0
COPS9	LOC129530131	DN_NC_073235.2_142785844_3	DN_NC_073247.2_115708949_2	genuine	0	3	2	2	multi	0	0.1427	0.1545	0.0000	0.0000	0.0000	0
COPS9	LOC134756589	DN_NC_073234.2_126370406_2	DN_NC_073235.2_142785844_3	genuine	0	2	3	2	multi	0	0.1538	0.1663	0.0000	0.0000	0.0000	0
COPS9	PDCD5	DN_NC_073235.2_142785844_3	DN_NC_073244.2_43610901_6	genuine	0	3	6	3	multi	0	0.3405	0.3699	0.0000	0.1667	0.0000	0
COPS9	SEM1	DN_NC_073230.2_92132360_3	DN_NC_073235.2_142785844_3	genuine	0	3	3	3	multi	0	0.1482	0.2405	0.0000	0.0000	0.0000	0
COPS9	SPC25	DN_NC_073235.2_142785844_3	DN_NC_073235.2_71373985_7	genuine	0	3	7	3	multi	0	0.2449	0.3441	0.0000	0.1429	0.0000	0
CORO1A	CORO1B	DN_NC_073233.2_75363756_11	DN_NC_073242.2_32113450_11	truthbar	0	11	11	11	multi	0	0.4138	0.0000	0.0000	0.0000	0.0000	1
CORO2A	CORO2B	DN_NC_073237.2_94439193_12	DN_NC_073240.2_69411455_12	truthbar	0	12	12	12	multi	0	0.2648	0.0000	0.0000	0.0000	0.0000	1
CPEB2	CPEB4	DN_NC_073227.2_23212119_11	DN_NC_073228.2_177718215_8	truthbar	0	11	8	8	multi	0	0.3725	0.0000	0.0000	0.0000	0.0000	1
CPEB3	CPEB4	DN_NC_073228.2_177718215_8	DN_NC_073232.2_104390833_9	truthbar	0	8	9	8	multi	0	0.3684	0.0000	0.0000	0.0000	0.0000	1
CPLANE1	LOC115933270	DN_NC_073243.2_82594889_12	DN_NC_073243.2_82739824_8	TP	1	12	8	8	multi	0	0.7414	0.8699	0.3333	0.5000	0.3333	3
CPNE6	CPNE7	DN_NC_073239.2_32570025_17	DN_NC_073242.2_120163344_15	truthbar	0	17	15	15	multi	0	0.2391	0.0000	0.0000	0.0000	0.0000	1
CPSF2	NDUFB1	DN_NC_073239.2_109052370_3	DN_NC_073239.2_109057706_16	genuine	0	3	16	3	multi	0	0.4806	0.4777	0.3333	0.0625	0.0625	3
CRBN	TRNT1	DN_NC_086017.1_12917334_8	DN_NC_086017.1_12936527_11	genuine	0	8	11	8	multi	0	0.5988	0.6856	0.2500	0.0909	0.0909	3
CRMP1	DPYSL3	DN_NC_073227.2_15519199_14	DN_NC_073228.2_151255605_14	truthbar	0	14	14	14	multi	0	0.3881	0.0000	0.0000	0.0000	0.0000	3
CRMP1	DPYSL4	DN_NC_073227.2_15519199_14	DN_NC_073232.2_144546965_14	truthbar	0	14	14	14	multi	0	0.5100	0.0000	0.0000	0.0000	0.0000	3
CRMP1	EVC	DN_NC_073227.2_15519199_14	DN_NC_073227.2_15589297_3	TP	1	14	3	3	multi	0	0.3478	0.3472	0.0714	0.0000	0.0000	3
CRNKL1	NAA20	DN_NC_073245.2_30021133_6	DN_NC_073245.2_30036345_14	genuine	0	6	14	6	multi	0	0.8479	0.8458	0.1667	0.0714	0.0714	1
CS	LOC129532516	DN_NC_073234.2_45066531_11	DN_NC_086017.1_118126676_3	genuine	0	11	3	3	multi	0	0.1527	0.9173	0.9091	0.3333	0.3333	1
CSNK1D	CSNK1E	DN_NC_073228.2_9720205_10	DN_NC_086018.1_36304756_7	truthbar	0	10	7	7	multi	0	0.2459	0.0000	0.0000	0.0000	0.0000	1
CTBP1	CTBP2	DN_NC_073227.2_9789563_10	DN_NC_073232.2_137259733_11	genuine	0	10	11	10	multi	0	0.4268	0.0000	0.0000	0.0000	0.0000	3
CTSA	NEURL2	DN_NC_073245.2_58117175_2	DN_NC_073245.2_58118781_15	TP	1	2	15	2	multi	0	0.8084	0.8099	0.5000	0.0667	0.0667	1
CTSV	LOC101145975	DN_NC_073237.2_83935038_8	DN_NC_073237.2_93365361_8	truthbar	0	8	8	8	multi	0	0.3599	0.4764	0.6250	0.6250	0.6250	4
CTSV	LOC129523464	DN_NC_073237.2_84341528_8	DN_NC_073237.2_93365361_8	truthbar	0	8	8	8	multi	0	0.3477	0.5631	0.6250	0.6250	0.6250	4
CTSZ	NELFCD	DN_NC_073245.2_71261640_15	DN_NC_073245.2_71275662_6	genuine	0	15	6	6	multi	0	0.3816	0.3797	0.0000	0.1667	0.0000	1
CTU2	PIEZO1	DN_NC_073242.2_119293235_15	DN_NC_073242.2_119301617_14	genuine	0	15	14	14	multi	0	0.1933	0.7143	0.0667	0.5000	0.0667	3
CUL7	CUL9	DN_NC_073229.2_60831709_26	DN_NC_073229.2_60975828_26	truthbar	0	26	26	26	multi	0	0.2296	0.1420	0.2308	0.2308	0.2308	3
CYFIP1	CYFIP2	DN_NC_073228.2_161096696_31	DN_NC_073240.2_23877041_31	truthbar	0	31	31	31	multi	0	0.2744	0.0000	0.0000	0.0000	0.0000	1
CYTH1	CYTH4	DN_NC_073228.2_13195036_13	DN_NC_086018.1_35282535_13	truthbar	0	13	13	13	multi	0	0.3390	0.0000	0.0000	0.0000	0.0000	3
CYTH2	CYTH4	DN_NC_073244.2_61417620_12	DN_NC_086018.1_35282535_13	truthbar	0	12	13	12	multi	0	0.2558	0.0000	0.0000	0.0000	0.0000	3
DAAM1	DAAM2	DN_NC_073229.2_57565568_13	DN_NC_073239.2_76142345_25	truthbar	0	13	25	13	multi	0	0.1703	0.0000	0.0000	0.0000	0.0000	1
DAND5	TRDN	DN_NC_073229.2_147682056_8	DN_NC_073244.2_19011585_2	genuine	0	8	2	2	multi	0	0.1517	0.0000	0.0000	0.0000	0.0000	1
DAP3	GON4L	DN_NC_073224.2_100975273_21	DN_NC_073224.2_101136214_11	genuine	0	21	10	10	multi	0	0.5987	0.8618	0.4286	0.9000	0.4286	1
DAPK1	LOC115935778	DN_NC_073237.2_83892884_7	DN_NC_073237.2_84363825_25	TP	1	7	25	7	multi	0	0.6965	0.7914	0.8571	0.2400	0.2400	1
DAPK2	DAPK3	DN_NC_073240.2_64676115_12	DN_NC_073244.2_9737989_9	truthbar	0	12	9	9	multi	0	0.2742	0.0000	0.0000	0.0000	0.0000	1
DAZ1	DAZL	DN_NC_073248.2_42783128_31	DN_NC_086017.1_26423028_11	genuine	0	31	11	11	multi	0	0.1417	0.5884	0.0645	0.1818	0.0645	3
DCAF12	DCAF12L2	DN_NC_073237.2_28860054_9	DN_NC_073247.2_137840069_2	truthbar	0	9	2	2	multi	0	0.2262	0.0000	0.0000	0.0000	0.0000	0
DCAF12L1	DCAF12L2	DN_NC_073247.2_137840069_2	DN_NC_073247.2_138224742_2	TP	1	2	2	2	multi	0	0.3940	0.3869	0.5000	0.5000	0.5000	0
DCAF16	GIMAP4	DN_NC_073227.2_26000468_4	DN_NC_073230.2_159385621_3	genuine	0	4	3	3	multi	0	0.1528	0.1528	0.0000	0.0000	0.0000	0
DCAF16	LOC101145464	DN_NC_073227.2_26000468_4	DN_NC_073247.2_147586730_5	genuine	0	4	5	4	multi	0	0.1869	0.1869	0.0000	0.0000	0.0000	0
DCAF16	LOC109023154	DN_NC_073227.2_26000468_4	DN_NC_073239.2_123333523_2	genuine	0	4	2	2	multi	0	0.1471	0.2010	0.0000	0.0000	0.0000	0
DCAF16	LOC109025730	DN_NC_073224.2_123525276_5	DN_NC_073227.2_26000468_4	genuine	0	5	4	4	multi	0	0.3502	0.3419	0.2000	0.0000	0.0000	0
DCAF16	LOC129530131	DN_NC_073227.2_26000468_4	DN_NC_073247.2_115708949_2	genuine	0	4	2	2	multi	0	0.1528	0.1528	0.0000	0.0000	0.0000	0
DCAF16	LOC134756589	DN_NC_073227.2_26000468_4	DN_NC_073234.2_126370406_2	genuine	0	4	2	2	multi	0	0.1600	0.1600	0.0000	0.0000	0.0000	0
DCAF16	NCALD	DN_NC_073227.2_26000468_4	DN_NC_073231.2_107519754_4	genuine	0	4	4	4	multi	0	0.1512	0.1515	0.0000	0.0000	0.0000	0
DCAF16	NCR3LG1	DN_NC_073227.2_26000468_4	DN_NC_073233.2_23732821_4	genuine	0	4	4	4	multi	0	0.1522	0.1518	0.0000	0.0000	0.0000	0
DCAF16	PDCD5	DN_NC_073227.2_26000468_4	DN_NC_073244.2_43610901_6	genuine	0	4	6	4	multi	0	0.3628	0.3628	0.0000	0.1667	0.0000	0
DCAF16	SEM1	DN_NC_073227.2_26000468_4	DN_NC_073230.2_92132360_3	genuine	0	4	3	3	multi	0	0.1672	0.2359	0.0000	0.0000	0.0000	0
DCAF16	SPC25	DN_NC_073227.2_26000468_4	DN_NC_073235.2_71373985_7	genuine	0	4	7	4	multi	0	0.2426	0.3375	0.0000	0.1429	0.0000	0
DCAF16	UCHL1	DN_NC_073227.2_26000468_4	DN_NC_073227.2_49278079_9	genuine	0	4	9	4	multi	0	0.1538	0.1522	0.0000	0.0000	0.0000	0
DCAF4	DCAF4L1	DN_NC_073227.2_50003246_2	DN_NC_073239.2_89803404_14	truthbar	0	2	14	2	multi	0	0.4587	0.5944	0.5000	0.7143	0.5000	3
DCP1B	FRK	DN_NC_073229.2_140139419_8	DN_NC_073234.2_17584207_9	genuine	0	8	9	8	multi	0	0.1329	0.0000	0.0000	0.0000	0.0000	1
DCP1B	LOC129529082	DN_NC_073234.2_17584207_9	DN_NC_073245.2_35160176_6	genuine	0	9	6	6	multi	0	0.1307	0.0000	0.0000	0.0000	0.0000	1
DCP1B	NAP1L3	DN_NC_073234.2_17584207_9	DN_NC_073247.2_105439613_2	genuine	0	9	2	2	multi	0	0.1329	0.1736	0.1111	0.0000	0.0000	1
DCP1B	NDUFAF2	DN_NC_073234.2_17584207_9	DN_NC_073243.2_49045190_4	genuine	0	9	4	4	multi	0	0.1804	0.2160	0.1111	0.0000	0.0000	1
DCP1B	SLC11A2	DN_NC_073234.2_17584207_9	DN_NC_073234.2_50306180_17	genuine	0	9	17	9	multi	0	0.1359	0.0000	0.0000	0.0000	0.0000	1
DCP1B	SOX30	DN_NC_073228.2_161454333_5	DN_NC_073234.2_17584207_9	genuine	0	5	9	5	multi	0	0.1326	0.1703	0.0000	0.1111	0.0000	1
DDX11	LOC109029264	DN_NC_073234.2_24978856_8	DN_NC_073234.2_70140848_27	genuine	0	8	27	8	multi	0	0.2642	0.2612	0.1250	0.0370	0.0370	3
DDX19A	DDX19B	DN_NC_073242.2_99745328_12	DN_NC_073242.2_99793055_12	TP	1	12	12	12	multi	0	0.5031	0.5369	0.8333	0.8333	0.8333	4
DDX21	DDX50	DN_NC_073232.2_46766506_15	DN_NC_073232.2_46804261_15	truthbar	0	15	15	15	multi	0	0.4870	0.0000	0.0000	0.0000	0.0000	3
DDX3X	DDX3Y	DN_NC_073247.2_51699012_17	DN_NC_073248.2_31199793_17	truthbar	0	17	17	17	multi	0	0.3009	0.7349	0.8824	0.8235	0.8235	3
DDX42	FTSJ3	DN_NC_073228.2_28222257_21	DN_NC_073228.2_28230327_9	genuine	0	21	9	9	multi	0	0.5990	0.5994	0.0476	0.1111	0.0476	1
DEDD	NIT1	DN_NC_073224.2_95638704_6	DN_NC_073224.2_95648579_7	genuine	0	6	7	6	multi	0	0.6935	0.6884	0.1667	0.1429	0.1429	1
DES	PRPH	DN_NC_073234.2_52040112_9	DN_NC_073235.2_122111621_9	truthbar	0	9	9	9	multi	0	0.2824	0.0000	0.0000	0.0000	0.0000	1
DEXI	LOC101149946	DN_NC_073240.2_23725358_9	DN_NC_073242.2_14569289_2	genuine	0	9	2	2	multi	0	0.5268	0.8729	0.1111	1.0000	0.1111	1
DEXI	LOC134757265	DN_NC_073240.2_29803770_8	DN_NC_073242.2_14569289_2	genuine	0	8	2	2	multi	0	0.5268	0.8614	0.1250	1.0000	0.1250	1
DFFB	PRKAR2A	DN_NC_073224.2_236757333_2	DN_NC_086017.1_58705155_2	genuine	0	2	2	2	multi	0	0.1507	0.0000	0.0000	0.0000	0.0000	4
DGCR6	DGCR6L	DN_NC_086018.1_16346801_5	DN_NC_086018.1_17748702_5	truthbar	0	5	5	5	multi	0	0.6517	0.9712	1.0000	0.8000	0.8000	1
DHFR	DHFR2	DN_NC_073228.2_84714357_6	DN_NC_086017.1_104876268_2	TP	1	6	2	2	multi	0	0.1373	0.9308	0.8333	0.5000	0.5000	3
DHRSX	ZBED1	DN_NC_073247.2_11741821_2	DN_NC_073248.2_9064807_2	genuine	0	2	2	2	multi	0	0.9634	0.9620	0.5000	0.5000	0.5000	1
DIMT1	KIF2A	DN_NC_073243.2_47785917_12	DN_NC_073243.2_47800408_20	genuine	0	12	20	12	multi	0	0.7311	0.7301	0.0833	0.0500	0.0500	1
DLD	EPPIN	DN_NC_073230.2_116851282_14	DN_NC_073245.2_57775599_4	genuine	0	14	4	4	multi	0	0.1933	0.0000	0.0000	0.0000	0.0000	1
DLGAP5	LGALS3	DN_NC_073239.2_72077053_6	DN_NC_073239.2_72093949_19	genuine	0	6	19	6	multi	0	0.4702	0.4702	0.1667	0.0526	0.0526	3
DMTF1	LOC115935379	DN_NC_073230.2_101602035_18	DN_NC_073230.2_101646316_2	genuine	0	18	2	2	multi	0	0.5206	0.5144	0.0556	0.5000	0.0556	1
DMTF1	TMEM243	DN_NC_073230.2_101581724_4	DN_NC_073230.2_101602035_18	genuine	0	4	18	4	multi	0	0.3955	0.4745	0.2500	0.1111	0.1111	1
DNAH17	DNAH9	DN_NC_073228.2_13540554_8	DN_NC_073243.2_27192824_11	truthbar	0	8	11	8	multi	0	0.5882	0.0000	0.0000	0.0000	0.0000	3
DNAJC14	ORMDL2	DN_NC_073234.2_45531723_7	DN_NC_073234.2_45539357_4	genuine	0	7	4	4	multi	0	0.5889	0.5889	0.1429	0.2500	0.1429	1
DNAJC17	GCHFR	DN_NC_073240.2_41471977_3	DN_NC_073240.2_41473848_11	TP	1	3	11	3	multi	0	0.3242	0.3242	0.3333	0.0000	0.0000	4
DND1	WDR55	DN_NC_073228.2_144514226_7	DN_NC_073228.2_144520267_4	genuine	0	7	4	4	multi	0	0.6266	0.6266	0.0000	0.2500	0.0000	3
DNM2	DNM3	DN_NC_073224.2_84334480_20	DN_NC_073244.2_16753009_21	truthbar	0	20	21	20	multi	0	0.5331	0.0000	0.0000	0.0000	0.0000	1
DOCK1	LOC129523564	DN_NC_073227.2_211418821_2	DN_NC_073232.2_139190015_27	genuine	0	2	27	2	multi	0	0.1337	0.0000	0.0000	0.0000	0.0000	1
DOK7	LOC115933190	DN_NC_073227.2_12039502_7	DN_NC_073236.2_24822888_6	genuine	0	7	6	6	multi	0	0.4664	1.0512	1.0000	1.0000	1.0000	1
DPEP2	DPEP3	DN_NC_073242.2_97202362_10	DN_NC_073242.2_97214082_10	truthbar	0	10	10	10	multi	0	0.4305	0.0000	0.0000	0.0000	0.0000	1
DPP4	FAP	DN_NC_073235.2_64458923_26	DN_NC_073235.2_64637479_26	truthbar	0	26	26	26	multi	0	0.2412	0.0000	0.0000	0.0000	0.0000	1
DPY19L2	LOC115935244	DN_NC_073230.2_98668717_3	DN_NC_073234.2_37699488_22	TP	1	3	22	3	multi	0	0.3401	0.5289	1.0000	0.1818	0.1818	3
DPYSL2	DPYSL3	DN_NC_073228.2_151255605_14	DN_NC_073231.2_30794526_14	truthbar	0	14	14	14	multi	0	0.3198	0.0000	0.0000	0.0000	0.0000	3
DUSP1	DUSP4	DN_NC_073228.2_176576489_4	DN_NC_073231.2_33560018_4	truthbar	0	4	4	4	multi	0	0.2164	0.0000	0.0000	0.0000	0.0000	3
DUSP5	LOC129532115	DN_NC_073224.2_16928217_2	DN_NC_073232.2_122771445_4	genuine	0	2	4	2	multi	0	0.2144	0.5022	0.0000	0.5000	0.0000	1
DVL1	DVL2	DN_NC_073224.2_239847758_15	DN_NC_073243.2_22365408_15	truthbar	0	15	15	15	multi	0	0.1659	0.0000	0.0000	0.0000	0.0000	1
DVL1	DVL3	DN_NC_073224.2_239847758_15	DN_NC_086017.1_195260184_15	truthbar	0	15	15	15	multi	0	0.2511	0.0000	0.0000	0.0000	0.0000	1
DVL2	DVL3	DN_NC_073243.2_22365408_15	DN_NC_086017.1_195260184_15	truthbar	0	15	15	15	multi	0	0.2003	0.0000	0.0000	0.0000	0.0000	1
ECI2	LOC101130624	DN_NC_073229.2_21709541_6	DN_NC_073229.2_21735101_10	genuine	0	6	10	6	multi	0	0.1748	0.1725	0.1667	0.0000	0.0000	1
ECSIT	RPL18A	DN_NC_073244.2_17541226_2	DN_NC_073244.2_24302535_5	genuine	0	2	5	2	multi	0	0.4925	0.8731	0.0000	0.8000	0.0000	1
