gene_a	gene_b	class	cls	core	aln_frac	all_isoform_alnfrac	gga_score	exon_hom	junc_conc	shared_path	n_exon_match	n_iso_a	n_iso_b
COPS9	PDCD5	genuine-FP	genuine	0.3405	0.3699	1.0000	0.0971	0.1557	0.0000	0.0769	1	4	14
COPS9	SEM1	genuine-FP	genuine	0.1482	0.2405	1.0000	0.0000	0.0000	0.0000	0.0000	0	4	14
COPS9	SPC25	genuine-FP	genuine	0.2449	0.3441	0.3747	0.0971	0.1557	0.0000	0.0769	1	4	18
CORO1A	CORO1B	truthbar-FP	truthbar	0.4138	0.0000	1.0000	0.1775	0.1391	0.2500	0.1818	7	2	5
CORO2A	CORO2B	truthbar-FP	truthbar	0.2648	0.0000	0.0000	0.2602	0.2591	0.2727	0.2500	5	1	2
CPEB2	CPEB4	truthbar-FP	truthbar	0.3725	0.0000	0.0000	0.1043	0.0722	0.0909	0.1818	4	5	5
CPEB3	CPEB4	truthbar-FP	truthbar	0.3684	0.0000	1.0000	0.1649	0.1122	0.2000	0.2353	4	2	5
CPLANE1	LOC115933270	TP	TP	0.7414	0.8699	0.8769	0.6668	0.8693	0.4286	0.5000	4	8	2
CPNE6	CPNE7	truthbar-FP	truthbar	0.2391	0.0000	0.0000	0.5343	0.5472	0.6429	0.4000	11	1	2
CPSF2	NDUFB1	genuine-FP	genuine	0.4806	0.4777	1.0000	0.8824	1.0000	0.9412	0.5882	17	8	2
CRBN	TRNT1	genuine-FP	genuine	0.5988	0.6856	1.0000	0.9833	1.0000	0.9333	1.0000	15	8	8
CRMP1	DPYSL3	truthbar-FP	truthbar	0.3881	0.0000	0.0000	0.2320	0.2414	0.2308	0.2143	5	1	7
CRMP1	DPYSL4	truthbar-FP	truthbar	0.5100	0.0000	0.0000	0.3786	0.3478	0.4615	0.3571	8	1	3
CRMP1	EVC	TP	TP	0.3478	0.3472	0.3472	0.2563	0.3459	0.0000	0.3333	1	1	1
CRNKL1	NAA20	genuine-FP	genuine	0.8479	0.8458	1.0000	0.9968	0.9935	1.0000	1.0000	18	8	3
CS	LOC129532516	genuine-FP	genuine	0.1527	0.9173	1.0000	0.4609	0.7968	0.0000	0.2500	9	8	2
CSNK1D	CSNK1E	truthbar-FP	truthbar	0.2459	0.0000	0.0000	0.7096	0.8964	0.5000	0.5455	7	8	2
CTBP1	CTBP2	genuine-FP	genuine	0.4268	0.0000	0.0000	0.4578	0.3929	0.5000	0.5455	6	2	8
CTSA	NEURL2	TP	TP	0.8084	0.8099	1.0000	0.9500	1.0000	0.9333	0.8667	15	8	2
CTSV	LOC101145975	truthbar-FP	truthbar	0.3599	0.4764	1.0000	0.8720	1.0000	0.9167	0.5714	24	8	8
CTSV	LOC129523464	truthbar-FP	truthbar	0.3477	0.5631	1.0000	0.8512	1.0000	0.8333	0.5714	23	8	7
CTSZ	NELFCD	genuine-FP	genuine	0.3816	0.3797	1.0000	0.9167	1.0000	0.9444	0.7222	19	2	8
CTU2	PIEZO1	genuine-FP	genuine	0.1933	0.7143	0.9429	0.1787	0.3190	0.0000	0.0769	1	3	6
CUL7	CUL9	truthbar-FP	truthbar	0.2296	0.1420	0.2384	0.1333	0.1649	0.0833	0.1200	6	8	2
CYFIP1	CYFIP2	truthbar-FP	truthbar	0.2744	0.0000	1.0000	0.4249	0.5759	0.3478	0.2000	10	8	8
CYTH1	CYTH4	truthbar-FP	truthbar	0.3390	0.0000	0.0000	0.2511	0.1433	0.3333	0.3846	6	8	1
CYTH2	CYTH4	truthbar-FP	truthbar	0.2558	0.0000	0.0000	0.4748	0.2109	0.7273	0.7500	9	2	1
DAAM1	DAAM2	truthbar-FP	truthbar	0.1703	0.0000	1.0000	0.0507	0.0397	0.0435	0.0800	2	8	3
DAND5	TRDN	genuine-FP	genuine	0.1517	0.0000	1.0000	0.0000	0.0000	0.0000	0.0000	0	2	7
DAP3	GON4L	genuine-FP	genuine	0.5987	0.8618	1.0000	0.5251	0.7884	0.3636	0.1600	16	8	6
DAPK1	LOC115935778	TP	TP	0.6965	0.7914	1.0000	0.7901	0.8652	0.7500	0.6800	21	8	8
DAPK2	DAPK3	truthbar-FP	truthbar	0.2742	0.0000	0.0000	0.2540	0.2163	0.2500	0.3333	5	1	5
DAZ1	DAZL	genuine-FP	genuine	0.1417	0.5884	0.8519	0.6569	0.9046	0.3636	0.4545	24	8	8
DCAF12	DCAF12L2	truthbar-FP	truthbar	0.2262	0.0000	0.0000	0.1322	0.1394	0.0000	0.2500	4	4	2
DCAF12L1	DCAF12L2	TP	TP	0.3940	0.3869	1.0000	0.8750	1.0000	1.0000	0.5000	4	2	2
DCAF16	GIMAP4	genuine-FP	genuine	0.1528	0.1528	1.0000	0.0999	0.1374	0.0000	0.1250	4	7	2
DCAF16	LOC101145464	genuine-FP	genuine	0.1869	0.1869	1.0000	0.1275	0.2050	0.0000	0.1000	1	7	18
DCAF16	LOC109023154	genuine-FP	genuine	0.1471	0.2010	1.0000	0.1275	0.2050	0.0000	0.1000	1	7	12
DCAF16	LOC109025730	genuine-FP	genuine	0.3502	0.3419	1.0000	0.0000	0.0000	0.0000	0.0000	0	7	13
DCAF16	LOC129530131	genuine-FP	genuine	0.1528	0.1528	0.3660	0.1275	0.2050	0.0000	0.1000	1	7	10
DCAF16	LOC134756589	genuine-FP	genuine	0.1600	0.1600	0.3539	0.1275	0.2050	0.0000	0.1000	1	7	10
DCAF16	NCALD	genuine-FP	genuine	0.1512	0.1515	0.3539	0.0000	0.0000	0.0000	0.0000	0	7	8
DCAF16	NCR3LG1	genuine-FP	genuine	0.1522	0.1518	0.3539	0.3554	0.6609	0.0000	0.1000	3	7	8
DCAF16	PDCD5	genuine-FP	genuine	0.3628	0.3628	0.3660	0.1275	0.2050	0.0000	0.1000	1	7	14
DCAF16	SEM1	genuine-FP	genuine	0.1672	0.2359	0.3660	0.0000	0.0000	0.0000	0.0000	0	7	14
DCAF16	SPC25	genuine-FP	genuine	0.2426	0.3375	0.3660	0.1275	0.2050	0.0000	0.1000	1	7	18
DCAF16	UCHL1	genuine-FP	genuine	0.1538	0.1522	0.3660	0.1275	0.2050	0.0000	0.1000	1	7	8
DCAF4	DCAF4L1	truthbar-FP	truthbar	0.4587	0.5944	1.0000	0.1711	0.3109	0.0000	0.0625	9	7	2
DCP1B	FRK	genuine-FP	genuine	0.1329	0.0000	1.0000	0.1455	0.2615	0.0000	0.0588	1	4	2
DCP1B	LOC129529082	genuine-FP	genuine	0.1307	0.0000	0.2160	0.1332	0.2447	0.0000	0.0435	1	4	4
DCP1B	NAP1L3	genuine-FP	genuine	0.1329	0.1736	1.0000	0.0760	0.1104	0.0000	0.0833	1	4	4
DCP1B	NDUFAF2	genuine-FP	genuine	0.1804	0.2160	0.2160	0.1332	0.2447	0.0000	0.0435	1	4	5
DCP1B	SLC11A2	genuine-FP	genuine	0.1359	0.0000	0.2160	0.0661	0.1104	0.0000	0.0435	1	4	8
DCP1B	SOX30	genuine-FP	genuine	0.1326	0.1703	1.0000	0.1380	0.2447	0.0000	0.0625	1	4	5
DDX11	LOC109029264	genuine-FP	genuine	0.2642	0.2612	1.0000	0.6784	0.8958	0.6818	0.2400	20	7	3
DDX19A	DDX19B	TP	TP	0.5031	0.5369	1.0000	0.8214	0.9797	0.8261	0.5000	23	8	8
DDX21	DDX50	truthbar-FP	truthbar	0.4870	0.0000	0.0000	0.1702	0.2112	0.1333	0.1250	6	8	8
DDX3X	DDX3Y	truthbar-FP	truthbar	0.3009	0.7349	0.9561	0.6949	0.7838	0.5455	0.6667	15	8	8
DDX42	FTSJ3	genuine-FP	genuine	0.5990	0.5994	1.0000	0.6358	0.9424	0.4583	0.2000	19	8	8
DEDD	NIT1	genuine-FP	genuine	0.6935	0.6884	0.6884	0.3922	0.7011	0.0000	0.1667	1	6	3
DES	PRPH	truthbar-FP	truthbar	0.2824	0.0000	1.0000	0.1900	0.2251	0.1333	0.1765	4	6	2
DEXI	LOC101149946	genuine-FP	genuine	0.5268	0.8729	1.0000	0.2049	0.3819	0.0000	0.0556	5	4	7
DEXI	LOC134757265	genuine-FP	genuine	0.5268	0.8614	1.0000	0.3684	0.6950	0.0000	0.0833	8	4	5
DFFB	PRKAR2A	genuine-FP	genuine	0.1507	0.0000	0.0000	0.0499	0.0372	0.0000	0.1250	1	4	7
DGCR6	DGCR6L	truthbar-FP	truthbar	0.6517	0.9712	1.0000	0.7500	1.0000	0.0000	1.0000	5	1	8
DHFR	DHFR2	TP	TP	0.1373	0.9308	0.9308	0.5959	0.9418	0.0000	0.5000	4	1	1
DHRSX	ZBED1	genuine-FP	genuine	0.9634	0.9620	0.9620	0.5920	0.9340	0.0000	0.5000	1	6	1
DIMT1	KIF2A	genuine-FP	genuine	0.7311	0.7301	0.7301	0.3137	0.5820	0.0000	0.0909	1	4	8
DLD	EPPIN	genuine-FP	genuine	0.1933	0.0000	0.1476	0.0000	0.0000	0.0000	0.0000	0	8	8
DLGAP5	LGALS3	genuine-FP	genuine	0.4702	0.4702	1.0000	0.9480	0.9879	0.9524	0.8636	24	8	6
DMTF1	LOC115935379	genuine-FP	genuine	0.5206	0.5144	0.5144	0.0000	0.0000	0.0000	0.0000	0	8	2
DMTF1	TMEM243	genuine-FP	genuine	0.3955	0.4745	1.0000	0.8317	1.0000	0.8824	0.4444	18	8	5
DNAH17	DNAH9	truthbar-FP	truthbar	0.5882	0.0000	0.0000	0.4692	0.4741	0.4286	0.5000	5	1	1
DNAJC14	ORMDL2	genuine-FP	genuine	0.5889	0.5889	0.5889	0.4720	0.8189	0.0000	0.2500	3	7	1
DNAJC17	GCHFR	TP	TP	0.3242	0.3242	1.0000	1.0000	1.0000	1.0000	1.0000	12	2	2
DND1	WDR55	genuine-FP	genuine	0.6266	0.6266	1.0000	0.7009	1.0000	0.4286	0.3750	8	4	8
DNM2	DNM3	truthbar-FP	truthbar	0.5331	0.0000	1.0000	0.2769	0.4456	0.1364	0.0800	7	8	7
DOCK1	LOC129523564	genuine-FP	genuine	0.1337	0.0000	1.0000	0.4395	0.7320	0.1739	0.1200	11	8	2
DOK7	LOC115933190	genuine-FP	genuine	0.4664	1.0512	1.0000	0.8667	1.0000	0.8000	0.6667	6	4	2
DPEP2	DPEP3	truthbar-FP	truthbar	0.4305	0.0000	1.0000	0.8750	1.0000	1.0000	0.5000	20	3	2
DPP4	FAP	truthbar-FP	truthbar	0.2412	0.0000	0.0000	0.0544	0.0888	0.0000	0.0400	3	3	1
DPY19L2	LOC115935244	TP	TP	0.3401	0.5289	1.0000	0.3687	0.6338	0.0870	0.1200	4	8	2
DPYSL2	DPYSL3	truthbar-FP	truthbar	0.3198	0.0000	1.0000	0.1875	0.1446	0.2609	0.2000	8	8	7
DUSP1	DUSP4	truthbar-FP	truthbar	0.2164	0.0000	0.0000	0.2935	0.0870	0.0000	1.0000	1	7	1
DUSP5	LOC129532115	genuine-FP	genuine	0.2144	0.5022	1.0000	0.2811	0.4790	0.0000	0.1667	1	5	2
DVL1	DVL2	truthbar-FP	truthbar	0.1659	0.0000	0.0000	0.2511	0.2408	0.2727	0.2500	7	8	5
DVL1	DVL3	truthbar-FP	truthbar	0.2511	0.0000	0.0000	0.4671	0.5605	0.4615	0.2857	9	8	1
DVL2	DVL3	truthbar-FP	truthbar	0.2003	0.0000	0.0000	0.4150	0.4361	0.4545	0.3333	8	5	1
ECI2	LOC101130624	genuine-FP	genuine	0.1748	0.1725	1.0000	0.9643	1.0000	1.0000	0.8571	14	5	2
ECSIT	RPL18A	genuine-FP	genuine	0.4925	0.8731	0.8731	0.2594	0.4688	0.0000	0.1000	1	3	3
EDARADD	ENO1	genuine-FP	genuine	0.4376	0.6492	1.0000	0.8299	0.9410	0.9375	0.5000	19	3	8
EDARADD	ENO3	genuine-FP	genuine	0.5953	0.0000	0.0000	0.4862	0.4916	0.5000	0.4615	9	3	3
EEF1A1	LOC101132881	genuine-FP	genuine	0.2109	0.4759	0.4759	0.1518	0.1785	0.0000	0.2500	4	8	2
EEF1A1	LOC101148191	genuine-FP	genuine	0.1544	0.2096	0.4759	0.1518	0.1785	0.0000	0.2500	4	8	2
EEF1A1	LOC109023808	TP	TP	0.6499	0.6488	0.6488	0.3518	0.5786	0.0000	0.2500	4	8	2
EEF2KMT	LOC101125415	truthbar-FP	truthbar	0.3935	0.8784	1.0000	0.5586	0.7387	0.3571	0.4000	8	6	3
EEF2KMT	LOC101133440	truthbar-FP	truthbar	0.3648	1.0510	1.0000	0.8386	0.9875	0.8462	0.5333	16	6	2
EEF2KMT	LOC101137806	genuine-FP	genuine	0.3144	0.6310	1.0000	0.5345	0.8607	0.1667	0.2500	5	6	2
EEF2KMT	LOC101139163	truthbar-FP	truthbar	0.3263	0.8163	1.0000	0.4709	0.7953	0.1111	0.1818	5	6	3
EEF2KMT	LOC101152938	truthbar-FP	truthbar	0.3111	0.8745	1.0000	0.1775	0.2673	0.0952	0.0800	5	6	5
EEF2KMT	LOC115934341	truthbar-FP	truthbar	0.3526	1.0536	1.0000	0.9087	0.9730	0.8000	0.8889	8	6	3
EFHC2	RRM2	genuine-FP	genuine	0.1603	0.9175	1.0000	0.2322	0.4228	0.0000	0.0833	3	2	4
EHD1	EHD2	truthbar-FP	truthbar	0.3139	0.0000	0.0000	0.3555	0.5055	0.1250	0.2857	3	6	6
EHD1	EHD3	truthbar-FP	truthbar	0.4502	0.4111	0.6453	0.3861	0.5055	0.2000	0.3333	3	6	3
EHD1	EHD4	truthbar-FP	truthbar	0.2997	0.0000	0.0000	0.1060	0.1405	0.0000	0.1429	1	6	8
EHD2	EHD4	truthbar-FP	truthbar	0.3286	0.0000	1.0000	0.1612	0.0974	0.2000	0.2500	3	6	8
EHD3	EHD4	truthbar-FP	truthbar	0.2157	0.0000	0.0000	0.2705	0.0911	0.4000	0.5000	3	3	8
EHMT1	EHMT2	truthbar-FP	truthbar	0.2044	0.0000	1.0000	0.0360	0.0519	0.0000	0.0400	2	8	8
EIF1AX	LOC101137900	TP	TP	0.4016	0.8687	1.0000	0.0599	0.0643	0.0000	0.1111	5	7	8
EIF1AX	LOC129530234	TP	TP	0.2257	0.2132	0.3309	0.2698	0.1586	0.3333	0.4286	4	7	2
EIF2AK4	SRP14	genuine-FP	genuine	0.2602	0.2589	0.1898	0.6131	0.9763	0.0000	0.5000	2	8	5
EIF3E	KHDC1	genuine-FP	genuine	0.2398	0.5410	1.0000	0.2672	0.5031	0.0000	0.0625	11	8	3
EIF4A1	EIF4A3	truthbar-FP	truthbar	0.3249	0.0000	1.0000	0.0000	0.0000	0.0000	0.0000	0	8	4
ELMO1	ELMO2	truthbar-FP	truthbar	0.2528	0.0000	0.0000	0.2571	0.2415	0.3182	0.2273	11	8	8
EMC3	LOC101151509	genuine-FP	genuine	0.2288	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0	4	2
EMG1	LPCAT3	genuine-FP	genuine	0.2735	0.6022	0.6537	0.3817	0.5968	0.0000	0.3333	1	4	2
EML5	ZC3H14	genuine-FP	genuine	0.6204	0.6206	1.0000	1.0000	1.0000	1.0000	1.0000	25	2	8
ENO1	ENO2	truthbar-FP	truthbar	0.5436	0.0000	0.0000	0.4435	0.3643	0.5455	0.5000	9	8	2
ENO1	ENO3	truthbar-FP	truthbar	0.7836	0.0000	0.0000	0.4519	0.4647	0.4167	0.4615	8	8	3
ENO1	TMEM237	genuine-FP	genuine	0.1446	0.0000	0.0000	0.3045	0.5635	0.0000	0.0909	2	8	5
ENO2	ENO3	truthbar-FP	truthbar	0.6277	0.0000	0.0000	0.6324	0.6550	0.6364	0.5833	9	2	3
EOLA1	EOLA2	TP	TP	0.4244	0.4244	0.8186	1.0000	1.0000	1.0000	1.0000	5	6	3
EP400	LOC101150057	genuine-FP	genuine	0.3348	0.3352	0.3352	0.2380	0.3509	0.0000	0.2500	1	2	1
EPB41	SDHAF4	genuine-FP	genuine	0.1362	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0	8	2
EPCIP	LOC101137472	genuine-FP	genuine	0.9472	1.0277	1.0000	0.9250	1.0000	1.0000	0.7000	10	3	3
EPCIP	NABP2	genuine-FP	genuine	0.1470	0.0000	1.0000	0.0000	0.0000	0.0000	0.0000	0	3	4
EPHB1	EPHB2	truthbar-FP	truthbar	0.4079	0.0000	1.0000	0.1544	0.2461	0.0455	0.0800	5	3	3
EPHB1	EPHB3	truthbar-FP	truthbar	0.2631	0.0000	1.0000	0.3979	0.5995	0.2727	0.1200	13	3	4
EPHB1	EPHB4	truthbar-FP	truthbar	0.2606	0.0000	1.0000	0.1010	0.0966	0.0909	0.1200	3	3	8
EPHB2	EPHB3	truthbar-FP	truthbar	0.2642	0.0000	0.0000	0.2080	0.2073	0.2174	0.2000	7	3	4
EPHB2	EPHB4	truthbar-FP	truthbar	0.3204	0.0000	1.0000	0.0764	0.0901	0.0455	0.0800	3	3	8
EPHB3	EPHB4	truthbar-FP	truthbar	0.2654	0.0000	1.0000	0.0790	0.0953	0.0455	0.0800	3	4	8
EPPIN	LOC101149946	genuine-FP	genuine	0.2055	0.0000	1.0000	0.0000	0.0000	0.0000	0.0000	0	8	7
EPPIN	SDHAF3	genuine-FP	genuine	0.1377	0.0000	1.0000	0.0000	0.0000	0.0000	0.0000	0	8	5
ERCC1	POLR1G	TP	TP	0.6722	0.6722	1.0000	0.9750	1.0000	0.9000	1.0000	12	7	5
ESRRA	TPTE2	genuine-FP	genuine	0.2350	0.5485	0.5485	0.2723	0.3779	0.0000	0.3333	5	1	1
ETFDH	PPID	TP	TP	0.3906	0.3861	0.5869	0.4020	0.7485	0.0000	0.1111	1	8	3
ETFRF1	KRAS	genuine-FP	genuine	0.7239	0.7239	1.0000	1.0000	1.0000	1.0000	1.0000	7	2	7
EXOC3L2	TIMM23B	genuine-FP	genuine	0.1308	0.0000	1.0000	0.0322	0.0227	0.0000	0.0833	1	2	5
EXOG	RPL18A	genuine-FP	genuine	0.4701	0.8687	1.0000	0.3852	0.7204	0.0000	0.1000	2	6	3
EXOSC3	TRMT10B	genuine-FP	genuine	0.6631	0.6631	0.7880	0.3687	0.6124	0.0000	0.2500	1	3	6
EYA1	EYA4	truthbar-FP	truthbar	0.2023	0.0000	1.0000	0.0245	0.0289	0.0000	0.0400	2	2	6
EZR	MSN	truthbar-FP	truthbar	0.3807	0.0000	0.0000	0.2810	0.2652	0.3077	0.2857	6	8	8
EZR	RDX	truthbar-FP	truthbar	0.4567	0.0000	0.0000	0.1007	0.1657	0.0000	0.0714	3	8	8
FADS1	FADS2	truthbar-FP	truthbar	0.1498	0.0000	0.0000	0.2023	0.1181	0.3000	0.2727	5	3	8
FADS2	FADS3	truthbar-FP	truthbar	0.2816	0.0000	0.0000	0.2227	0.2546	0.2000	0.1818	5	8	1
FAHD2B	LOC101146690	genuine-FP	genuine	0.8537	0.8537	1.0000	0.7060	1.0000	0.5385	0.2857	16	4	5
FAM136A	LOC101147326	genuine-FP	genuine	0.4246	0.9543	1.0000	0.3271	0.5917	0.0000	0.1250	2	3	3
FAM13C	PHYHIPL	genuine-FP	genuine	0.4794	0.4773	0.4828	0.2824	0.4647	0.0000	0.2000	1	3	2
FAM200A	LOC101145047	genuine-FP	genuine	0.5685	0.6331	1.0000	0.0000	0.0000	0.0000	0.0000	0	5	8
FAM228B	FGD3	genuine-FP	genuine	0.1568	0.9162	1.0000	0.1622	0.3016	0.0000	0.0455	2	5	8
FAM228B	LOC129526638	genuine-FP	genuine	0.1656	0.6317	0.6317	0.2473	0.3696	0.0000	0.2500	2	5	3
FAM228B	MTHFD2L	genuine-FP	genuine	0.3256	0.6271	1.0000	0.2668	0.5108	0.0000	0.0455	3	5	8
FAM228B	ZNF626	genuine-FP	genuine	0.2572	0.7533	0.5953	0.1622	0.3016	0.0000	0.0455	2	5	29
FAM236B	LOC115932943	genuine-FP	genuine	0.4391	0.0000	0.0000	0.6250	1.0000	0.0000	0.5000	2	1	1
FAM236B	LOC129530010	genuine-FP	genuine	0.6974	1.0263	1.0000	1.0000	1.0000	1.0000	1.0000	3	1	2
FAM50A	FAM50B	truthbar-FP	truthbar	0.3945	0.0000	1.0000	0.2819	0.5280	0.0000	0.0714	5	6	2
FANCL	VRK2	genuine-FP	genuine	0.2704	0.2709	0.7982	0.4172	0.7959	0.0000	0.0769	5	4	8
FBH1	LOC109028588	genuine-FP	genuine	0.1634	0.1622	0.1622	0.5652	0.8805	0.0000	0.5000	2	8	1
FBP2	LOC134758618	genuine-FP	genuine	0.1449	0.0000	1.0000	0.0000	0.0000	0.0000	0.0000	0	2	5
FBXO17	LOC101138261	genuine-FP	genuine	0.1462	0.0000	1.0000	0.0000	0.0000	0.0000	0.0000	0	8	4
FBXO17	LOC109027124	genuine-FP	genuine	0.2404	0.3780	1.0000	0.5249	0.8706	0.2222	0.1364	10	8	5
FBXO17	MPHOSPH8	genuine-FP	genuine	0.3166	0.0000	1.0000	0.1806	0.3384	0.0000	0.0455	3	8	8
FBXO17	SVBP	genuine-FP	genuine	0.1462	0.0000	1.0000	0.1831	0.3384	0.0000	0.0556	3	8	8
FBXO44	FBXO6	truthbar-FP	truthbar	0.3528	0.1147	1.0000	0.8750	1.0000	1.0000	0.5000	12	5	2
FCGR2A	FCGR2B	truthbar-FP	truthbar	0.2621	0.3175	1.0000	0.8750	1.0000	1.0000	0.5000	14	3	2
FGD1	FGD3	truthbar-FP	truthbar	0.2754	0.0000	1.0000	0.0769	0.0484	0.0909	0.1200	3	3	8
FGD1	TSR2	genuine-FP	genuine	0.2796	0.2768	1.0000	0.6567	0.9379	0.5238	0.2273	16	3	3
FGD3	LOC129526638	genuine-FP	genuine	0.1452	0.6456	0.6456	0.2084	0.2917	0.0000	0.2500	1	8	3
FGD3	MTHFD2L	genuine-FP	genuine	0.1568	0.6127	1.0000	0.1420	0.2640	0.0000	0.0400	1	8	8
FGD3	ZNF626	genuine-FP	genuine	0.1664	0.9654	0.9654	0.1241	0.2283	0.0000	0.0400	1	8	29
FGF2	NUDT6	TP	TP	0.4208	0.4208	0.5013	0.3113	0.4558	0.0000	0.3333	1	1	2
FGFR1	FGFR4	truthbar-FP	truthbar	0.2843	0.0000	1.0000	0.1100	0.0948	0.1304	0.1200	5	8	4
FIP1L1	LNX1	genuine-FP	genuine	0.4397	0.4382	1.0000	0.7746	0.9742	0.7500	0.4000	21	8	4
FKBP15	SLC31A2	genuine-FP	genuine	0.4088	0.4088	1.0000	0.9192	1.0000	0.9167	0.7600	24	8	3
FKBP9	LOC101129903	TP	TP	0.4661	0.7798	1.0000	1.0000	1.0000	1.0000	1.0000	4	8	1
FLNB	LOC101142657	truthbar-FP	truthbar	0.3572	0.0000	1.0000	0.0694	0.0770	0.0435	0.0800	3	8	8
FMO1	FMO4	truthbar-FP	truthbar	0.3416	0.0000	1.0000	0.8971	1.0000	1.0000	0.5882	17	3	2
FOXO1	LOC115933254	genuine-FP	genuine	0.3255	0.8849	1.0000	0.4509	0.5352	0.3333	0.4000	2	3	8
FPR2	LOC129528664	genuine-FP	genuine	0.3254	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0	1	1
FRG1	LOC101142904	TP	TP	0.2852	0.0000	0.6807	1.0000	1.0000	1.0000	1.0000	9	1	3
FRG1	LOC115933219	TP	TP	0.2217	0.5957	0.6309	0.4725	0.7715	0.1250	0.2222	6	1	8
FRG1	LOC129526395	TP	TP	0.4893	0.5557	0.7461	0.6487	0.8877	0.3750	0.4444	8	1	8
FRG1	LOC129526550	TP	TP	0.3984	0.4561	0.5430	0.6536	0.8975	0.3750	0.4444	8	1	3
FRG1	LOC129526557	genuine-FP	genuine	0.2939	0.8828	0.8828	0.6802	0.7979	0.5000	0.6250	7	1	3
FRG1	LOC129530429	truthbar-FP	truthbar	0.4043	0.6836	0.6836	0.6676	0.6895	0.6250	0.6667	6	1	4
FRG1	LOC129530552	TP	TP	0.2852	0.0000	0.9941	1.0000	1.0000	1.0000	1.0000	9	1	2
FRG1	LOC129531431	TP	TP	0.3984	0.4648	0.6836	0.4345	0.6328	0.2500	0.2222	5	1	4
FRG1	LOC129532222	TP	TP	0.2041	0.0000	0.5957	0.2421	0.3105	0.1250	0.2222	3	1	4
FRG1	LOC129532224	genuine-FP	genuine	0.2246	0.5586	0.5957	0.5385	0.8408	0.2500	0.2222	7	1	5
FYN	YES1	truthbar-FP	truthbar	0.2767	0.0000	0.0000	0.1153	0.1120	0.0833	0.1538	4	8	8
FZD3	FZD6	truthbar-FP	truthbar	0.2020	0.0000	1.0000	0.8727	0.9955	1.0000	0.5000	14	8	8
GALNT1	GALNT13	truthbar-FP	truthbar	0.3915	0.0000	1.0000	0.1835	0.1057	0.2500	0.2727	7	6	3
GALNT14	GALNT16	truthbar-FP	truthbar	0.3957	0.0000	0.0000	0.3226	0.2643	0.4286	0.3333	8	1	3
GALNT17	LOC115935264	genuine-FP	genuine	0.4265	0.6203	0.8396	0.3964	0.6192	0.1250	0.2222	2	2	6
GAPDHS	LOC109024240	genuine-FP	genuine	0.1422	0.0000	0.1422	0.3536	0.4573	0.0000	0.5000	5	1	5
GATC	SRSF9	TP	TP	0.4406	0.4406	0.5152	0.0000	0.0000	0.0000	0.0000	0	2	4
GBA1	LOC101127437	TP	TP	0.3588	0.8320	1.0000	0.8576	1.0000	0.8750	0.5556	10	8	1
GBP2	GBP3	truthbar-FP	truthbar	0.3730	0.4962	1.0000	0.4761	0.6879	0.3684	0.1600	13	8	8
GBP2	GBP5	truthbar-FP	truthbar	0.2943	0.0000	1.0000	0.6701	0.9146	0.5714	0.2800	19	8	7
GBP2	GBP6	truthbar-FP	truthbar	0.2268	0.0000	1.0000	0.5079	0.7215	0.4286	0.1600	20	8	4
GBP2	LOC101130426	truthbar-FP	truthbar	0.3176	0.4033	1.0000	0.4653	0.8451	0.0909	0.0800	12	8	8
GBP2	LOC101137042	genuine-FP	genuine	0.1569	0.0000	1.0000	0.6712	0.9205	0.5238	0.3200	16	8	4
GBP3	GBP4	truthbar-FP	truthbar	0.1462	0.0000	1.0000	0.5375	0.8308	0.3684	0.1200	21	8	8
GBP3	GBP5	truthbar-FP	truthbar	0.3246	0.0000	1.0000	0.4393	0.6934	0.2105	0.1600	15	8	7
GBP3	GBP6	truthbar-FP	truthbar	0.1515	0.0000	1.0000	0.5290	0.6749	0.5263	0.2400	21	8	4
GBP3	LOC101130426	truthbar-FP	truthbar	0.5171	0.7380	1.0000	0.3434	0.5941	0.1053	0.0800	11	8	8
GBP3	LOC101137042	genuine-FP	genuine	0.1555	0.1481	1.0000	0.3611	0.6295	0.1053	0.0800	11	8	4
GBP4	GBP6	truthbar-FP	truthbar	0.5839	0.3518	1.0000	0.6316	0.9051	0.4762	0.2400	19	8	4
GBP5	LOC101130426	truthbar-FP	truthbar	0.2766	0.0000	1.0000	0.5754	0.8945	0.2727	0.2400	17	7	8
GBP6	LOC101130426	truthbar-FP	truthbar	0.1515	0.0000	1.0000	0.2382	0.3011	0.1905	0.1600	10	4	8
GGA1	GGA3	truthbar-FP	truthbar	0.1543	0.0000	1.0000	0.2454	0.4091	0.0833	0.0800	6	7	5
GGT1	LOC129526379	genuine-FP	genuine	0.1420	0.6684	1.0000	0.2380	0.3090	0.1739	0.1600	8	8	3
GIMAP4	LOC101145464	genuine-FP	genuine	0.2032	0.1926	1.0000	0.0999	0.1374	0.0000	0.1250	2	2	18
GIMAP4	LOC109023154	genuine-FP	genuine	0.1467	0.2049	1.0000	0.0999	0.1374	0.0000	0.1250	2	2	12
GIMAP4	LOC109025730	genuine-FP	genuine	0.3441	0.3562	1.0000	0.0999	0.1374	0.0000	0.1250	2	2	13
GIMAP4	LOC129530131	genuine-FP	genuine	0.1512	0.1565	0.3747	0.0999	0.1374	0.0000	0.1250	2	2	10
