gene_a	chrom_a	gene_b	chrom_b	core_cov	core_ident	aln_ident	jaccard
LOC115932907	NC_073236.2	LOC129529548	NC_086018.1	1.0	0.986	0.986	0.1195
LOC115932907	NC_073236.2	LOC129529639	NC_086018.1	1.0	0.97	0.97	0.0655
LOC115932907	NC_073236.2	LOC134757038	NC_073238.2	1.0	0.989	0.989	0.1615
LOC115932939	NC_073236.2	LOC129526401	NC_073238.2	1.0	0.981	0.981	0.3893
LOC115932939	NC_073236.2	LOC129526552	NC_073239.2	1.0	0.979	0.979	0.5802
LOC115932939	NC_073236.2	LOC129526976	NC_073240.2	1.0	0.978	0.978	0.4435
LOC115932939	NC_073236.2	LOC129529639	NC_086018.1	1.0	0.97	0.97	0.398
LOC115932939	NC_073236.2	LOC129531947	NC_073235.2	1.0	0.976	0.976	0.1192
LOC115932939	NC_073236.2	LOC134757038	NC_073238.2	1.0	0.986	0.986	0.4331
LOC115932954	NC_073238.2	LOC134756368	NC_073236.2	1.0	0.998	0.998	0.9295
LOC115933037	NC_073238.2	LOC129531439	NC_073240.2	1.0	0.977	0.977	0.4856
LOC115933182	NC_073230.2	LOC129525684	NC_073234.2	1.0	0.993	0.993	0.6778
LOC115933182	NC_073230.2	LOC129526565	NC_073241.2	1.0	0.988	0.988	0.3455
LOC115933182	NC_073230.2	LOC134756358	NC_073242.2	1.0	0.991	0.991	0.1945
LOC115933194	NC_086017.1	LOC134756358	NC_073242.2	1.0	0.987	0.987	0.0802
LOC115933202	NC_073236.2	LOC129530721	NC_073240.2	1.0	0.997	0.997	0.9164
LOC115933227	NC_073227.2	LOC129526565	NC_073241.2	1.0	0.985	0.985	0.1805
LOC115933342	NC_073236.2	UBTFL1	NC_073233.2	1.0	0.948	0.948	0.2605
LOC115933428	NC_073240.2	LOC129526136	NC_073238.2	1.0	1.0	1.0	1.0
LOC115933428	NC_073240.2	LOC129526436	NC_073238.2	1.0	0.994	0.994	0.7143
LOC115933428	NC_073240.2	LOC129527250	NC_073238.2	1.0	0.994	0.994	0.7143
LOC115933486	NC_073233.2	LOC129534659	NC_073224.2	1.0	0.944	0.944	0.1645
LOC115933540	NC_073236.2	UBTFL1	NC_073233.2	1.0	0.945	0.945	0.2515
LOC115934340	NC_073227.2	LOC129524355	NC_073231.2	1.0	0.962	0.962	0.2375
LOC115934340	NC_073227.2	LOC129524356	NC_073231.2	1.0	0.962	0.962	0.242
LOC115934340	NC_073227.2	LOC129524357	NC_073231.2	1.0	0.961	0.961	0.2016
LOC115934340	NC_073227.2	LOC129524358	NC_073231.2	1.0	0.96	0.96	0.2242
LOC115934340	NC_073227.2	LOC129524359	NC_073231.2	1.0	0.961	0.961	0.2282
LOC115934340	NC_073227.2	LOC129524360	NC_073231.2	1.0	0.959	0.959	0.2273
LOC115934340	NC_073227.2	LOC129524361	NC_073231.2	1.0	0.96	0.96	0.2222
LOC115934340	NC_073227.2	LOC129524362	NC_073231.2	1.0	0.959	0.959	0.2202
LOC115934340	NC_073227.2	LOC129524363	NC_073231.2	1.0	0.958	0.958	0.2165
LOC115934340	NC_073227.2	LOC129524364	NC_073231.2	1.0	0.96	0.96	0.2222
LOC115934340	NC_073227.2	LOC129524365	NC_073231.2	1.0	0.959	0.959	0.2178
LOC115934340	NC_073227.2	LOC129524366	NC_073231.2	1.0	0.958	0.958	0.2154
LOC115934340	NC_073227.2	LOC129524367	NC_073231.2	1.0	0.958	0.958	0.2146
LOC115934340	NC_073227.2	LOC129524368	NC_073231.2	1.0	0.958	0.958	0.2146
LOC115934340	NC_073227.2	LOC129524369	NC_073231.2	1.0	0.96	0.96	0.2202
LOC115934340	NC_073227.2	LOC129524370	NC_073231.2	1.0	0.96	0.96	0.2242
LOC115934340	NC_073227.2	LOC129524371	NC_073231.2	1.0	0.961	0.961	0.2329
LOC115934340	NC_073227.2	LOC129524372	NC_073231.2	1.0	0.959	0.959	0.215
LOC115934340	NC_073227.2	LOC129524373	NC_073231.2	1.0	0.962	0.962	0.2326
LOC115934340	NC_073227.2	LOC129524376	NC_073231.2	1.0	0.96	0.96	0.2222
LOC115934340	NC_073227.2	LOC134758998	NC_073231.2	1.0	0.961	0.961	0.239
LOC115934340	NC_073227.2	LOC134758999	NC_073231.2	1.0	0.961	0.961	0.2346
LOC115934340	NC_073227.2	LOC134759000	NC_073231.2	1.0	0.96	0.96	0.239
LOC115934340	NC_073227.2	LOC134759001	NC_073231.2	1.0	0.962	0.962	0.2078
LOC115934340	NC_073227.2	LOC134759002	NC_073231.2	1.0	0.96	0.96	0.2265
LOC115934340	NC_073227.2	LOC134759003	NC_073231.2	1.0	0.961	0.961	0.23
LOC115934340	NC_073227.2	LOC134759004	NC_073231.2	1.0	0.959	0.959	0.2178
LOC115934340	NC_073227.2	LOC134759005	NC_073231.2	1.0	0.959	0.959	0.2178
LOC115934340	NC_073227.2	LOC134759006	NC_073231.2	1.0	0.961	0.961	0.2435
LOC115934340	NC_073227.2	LOC134759007	NC_073231.2	1.0	0.963	0.963	0.2399
LOC115935322	NC_073230.2	LOC129528333	NC_073224.2	1.0	0.982	0.982	0.2784
LOC115935322	NC_073230.2	SUMO2	NC_073228.2	1.0	0.984	0.984	0.2593
LOC115935863	NC_073237.2	PRSS2	NC_073230.2	1.0	0.934	0.934	0.1262
LOC115936029	NC_073232.2	LOC134758341	NC_073227.2	1.0	0.966	0.966	0.4106
LOC115936299	NC_073227.2	LOC129523685	NC_073230.2	1.0	0.962	0.962	0.037
LOC129523471	NC_073237.2	LOC129530594	NC_073238.2	1.0	0.996	0.996	0.8435
LOC129523471	NC_073237.2	LOC134757411	NC_073241.2	1.0	0.998	0.998	0.925
LOC129523553	NC_073227.2	LOC129530307	NC_073248.2	1.0	0.963	0.963	0.0416
LOC129523578	NC_086017.1	LOC129532416	NC_073227.2	1.0	0.976	0.976	0.4711
LOC129523578	NC_086017.1	LOC129532809	NC_073227.2	1.0	0.976	0.976	0.4711
LOC129523578	NC_086017.1	LOC129532810	NC_073227.2	1.0	0.976	0.976	0.4711
LOC129523578	NC_086017.1	LOC129532811	NC_073227.2	1.0	0.976	0.976	0.4711
LOC129523578	NC_086017.1	LOC129532813	NC_073227.2	1.0	0.976	0.976	0.4711
LOC129523578	NC_086017.1	LOC129532815	NC_073227.2	1.0	0.976	0.976	0.4711
LOC129523578	NC_086017.1	LOC129532817	NC_073227.2	1.0	0.976	0.976	0.4711
LOC129523578	NC_086017.1	LOC129532818	NC_073227.2	1.0	0.976	0.976	0.4711
LOC129523578	NC_086017.1	LOC129532820	NC_073227.2	1.0	0.975	0.975	0.4841
LOC129523578	NC_086017.1	LOC129532826	NC_073227.2	1.0	0.976	0.976	0.4294
LOC129523578	NC_086017.1	LOC129532828	NC_073227.2	1.0	0.976	0.976	0.4711
LOC129523578	NC_086017.1	LOC129532829	NC_073227.2	1.0	0.973	0.973	0.4656
LOC129523578	NC_086017.1	LOC129532831	NC_073227.2	1.0	0.972	0.972	0.4431
LOC129523578	NC_086017.1	LOC134758245	NC_073227.2	1.0	0.941	0.941	0.0731
LOC129523578	NC_086017.1	LOC134758385	NC_073227.2	1.0	0.976	0.976	0.4711
LOC129523739	NC_073230.2	LOC129523993	NC_073224.2	1.0	0.993	0.993	0.7363
LOC129523739	NC_073230.2	LOC129525576	NC_073233.2	1.0	0.989	0.989	0.5053
LOC129523739	NC_073230.2	LOC129526566	NC_073239.2	1.0	0.99	0.99	0.6559
LOC129523739	NC_073230.2	LOC129528382	NC_073241.2	1.0	0.993	0.993	0.7363
LOC129523739	NC_073230.2	LOC129532626	NC_086017.1	1.0	0.996	0.996	0.85
LOC129523739	NC_073230.2	LOC134756370	NC_086017.1	1.0	0.995	0.995	0.7829
LOC129523819	NC_073230.2	LOC129525554	NC_073233.2	1.0	0.996	0.996	0.6689
LOC129523819	NC_073230.2	LOC129526565	NC_073241.2	1.0	0.986	0.986	0.5048
LOC129523819	NC_073230.2	LOC134756358	NC_073242.2	1.0	0.992	0.992	0.126
LOC129523855	NC_073230.2	LOC129530307	NC_073248.2	1.0	0.957	0.957	0.0635
LOC129523959	NC_073224.2	LOC129524833	NC_073239.2	1.0	0.995	0.995	0.8437
LOC129523993	NC_073224.2	LOC129525576	NC_073233.2	1.0	0.995	0.995	0.5602
LOC129523993	NC_073224.2	LOC129526566	NC_073239.2	1.0	0.995	0.995	0.6736
LOC129523993	NC_073224.2	LOC129528382	NC_073241.2	1.0	1.0	1.0	1.0
LOC129523993	NC_073224.2	LOC129532626	NC_086017.1	1.0	0.998	0.998	0.861
LOC129523993	NC_073224.2	LOC129534555	NC_073229.2	1.0	0.999	0.999	0.8595
LOC129523993	NC_073224.2	LOC134756370	NC_086017.1	1.0	0.99	0.99	0.6029
LOC129524028	NC_073231.2	LOC129530133	NC_073247.2	1.0	0.994	0.994	0.4971
LOC129524028	NC_073231.2	LOC129532895	NC_073227.2	1.0	0.997	0.997	0.4797
LOC129524260	NC_073236.2	LOC129528259	NC_073241.2	1.0	0.987	0.987	0.3544
LOC129524260	NC_073236.2	LOC129528733	NC_073233.2	1.0	0.987	0.987	0.3544
LOC129524344	NC_073231.2	LOC129533223	NC_073227.2	1.0	0.979	0.979	0.3028
LOC129524344	NC_073231.2	LOC134758236	NC_073227.2	1.0	0.979	0.979	0.4289
LOC129524346	NC_073231.2	LOC129533206	NC_073227.2	1.0	0.979	0.979	0.4096
LOC129524346	NC_073231.2	LOC129533209	NC_073227.2	1.0	0.979	0.979	0.5212
LOC129524346	NC_073231.2	LOC129533212	NC_073227.2	1.0	0.979	0.979	0.4045
LOC129524346	NC_073231.2	LOC129533214	NC_073227.2	1.0	0.979	0.979	0.4037
LOC129524346	NC_073231.2	LOC129533215	NC_073227.2	1.0	0.979	0.979	0.4053
LOC129524346	NC_073231.2	LOC129533217	NC_073227.2	1.0	0.979	0.979	0.4864
LOC129524346	NC_073231.2	LOC129533221	NC_073227.2	1.0	0.979	0.979	0.4045
LOC129524346	NC_073231.2	LOC129533222	NC_073227.2	1.0	0.979	0.979	0.402
LOC129524346	NC_073231.2	LOC129533223	NC_073227.2	1.0	0.979	0.979	0.2927
LOC129524346	NC_073231.2	LOC134758236	NC_073227.2	1.0	0.979	0.979	0.413
LOC129524347	NC_073231.2	LOC129533223	NC_073227.2	1.0	0.979	0.979	0.3191
LOC129524347	NC_073231.2	LOC134758236	NC_073227.2	1.0	0.979	0.979	0.4491
LOC129524348	NC_073231.2	LOC129533223	NC_073227.2	1.0	0.981	0.981	0.3147
LOC129524348	NC_073231.2	LOC134758236	NC_073227.2	1.0	0.981	0.981	0.4473
LOC129524349	NC_073231.2	LOC129533223	NC_073227.2	1.0	0.98	0.98	0.3122
LOC129524349	NC_073231.2	LOC134758236	NC_073227.2	1.0	0.98	0.98	0.4433
LOC129524350	NC_073231.2	LOC129533206	NC_073227.2	1.0	0.979	0.979	0.4268
LOC129524350	NC_073231.2	LOC129533209	NC_073227.2	1.0	0.979	0.979	0.5462
LOC129524350	NC_073231.2	LOC129533212	NC_073227.2	1.0	0.979	0.979	0.4214
LOC129524350	NC_073231.2	LOC129533214	NC_073227.2	1.0	0.979	0.979	0.4205
LOC129524350	NC_073231.2	LOC129533215	NC_073227.2	1.0	0.979	0.979	0.4223
LOC129524350	NC_073231.2	LOC129533217	NC_073227.2	1.0	0.979	0.979	0.5089
LOC129524350	NC_073231.2	LOC129533221	NC_073227.2	1.0	0.979	0.979	0.4214
LOC129524350	NC_073231.2	LOC129533222	NC_073227.2	1.0	0.979	0.979	0.4188
LOC129524350	NC_073231.2	LOC129533223	NC_073227.2	1.0	0.979	0.979	0.3032
LOC129524350	NC_073231.2	LOC134758236	NC_073227.2	1.0	0.979	0.979	0.4304
LOC129524351	NC_073231.2	LOC129533206	NC_073227.2	1.0	0.979	0.979	0.4165
LOC129524351	NC_073231.2	LOC129533209	NC_073227.2	1.0	0.979	0.979	0.5324
LOC129524351	NC_073231.2	LOC129533212	NC_073227.2	1.0	0.979	0.979	0.4113
LOC129524351	NC_073231.2	LOC129533214	NC_073227.2	1.0	0.979	0.979	0.4104
LOC129524351	NC_073231.2	LOC129533215	NC_073227.2	1.0	0.979	0.979	0.4121
LOC129524351	NC_073231.2	LOC129533217	NC_073227.2	1.0	0.979	0.979	0.4962
LOC129524351	NC_073231.2	LOC129533221	NC_073227.2	1.0	0.979	0.979	0.4113
LOC129524351	NC_073231.2	LOC129533222	NC_073227.2	1.0	0.979	0.979	0.4087
LOC129524351	NC_073231.2	LOC129533223	NC_073227.2	1.0	0.979	0.979	0.2962
LOC129524351	NC_073231.2	LOC134758236	NC_073227.2	1.0	0.979	0.979	0.42
LOC129524352	NC_073231.2	LOC129533223	NC_073227.2	1.0	0.981	0.981	0.3147
LOC129524352	NC_073231.2	LOC134758236	NC_073227.2	1.0	0.981	0.981	0.4473
LOC129524353	NC_073231.2	LOC129533223	NC_073227.2	1.0	0.98	0.98	0.3102
LOC129524353	NC_073231.2	LOC134758236	NC_073227.2	1.0	0.98	0.98	0.4402
LOC129524470	NC_073237.2	LOC129528163	NC_073241.2	1.0	0.999	0.999	0.6476
LOC129524470	NC_073237.2	LOC129528196	NC_073241.2	1.0	0.997	0.997	0.4295
LOC129524472	NC_073237.2	LOC129528228	NC_073241.2	1.0	0.992	0.992	0.6463
LOC129524472	NC_073237.2	LOC129530304	NC_073248.2	1.0	0.989	0.989	0.5581
LOC129524653	NC_073237.2	LOC129528455	NC_073241.2	1.0	0.995	0.995	0.814
LOC129524656	NC_073237.2	LOC129530495	NC_073246.2	1.0	0.99	0.99	0.6146
LOC129524661	NC_073237.2	LOC129528453	NC_073241.2	1.0	1.0	1.0	1.0
LOC129524662	NC_073237.2	LOC129528448	NC_073241.2	1.0	1.0	1.0	1.0
LOC129524663	NC_073237.2	LOC129528459	NC_073241.2	1.0	0.998	0.998	0.9446
LOC129524667	NC_073237.2	LOC129530495	NC_073246.2	1.0	0.994	0.994	0.427
LOC129525003	NC_073232.2	RHEB	NC_073230.2	1.0	0.989	0.989	0.3032
LOC129525065	NC_073232.2	LOC129534177	NC_073229.2	1.0	0.985	0.985	0.0772
LOC129525066	NC_086017.1	LOC129526565	NC_073241.2	1.0	0.987	0.987	0.694
LOC129525174	NC_073232.2	LOC129526565	NC_073241.2	1.0	0.992	0.992	0.4057
LOC129525174	NC_073232.2	LOC134756358	NC_073242.2	1.0	0.989	0.989	0.1673
LOC129525416	NC_073233.2	LOC129525765	NC_073234.2	1.0	0.995	0.995	0.8045
LOC129525416	NC_073233.2	LOC129527430	NC_073242.2	1.0	0.996	0.996	0.8466
LOC129525416	NC_073233.2	LOC129527885	NC_073243.2	1.0	0.995	0.995	0.8045
LOC129525416	NC_073233.2	LOC129528750	NC_073244.2	1.0	0.992	0.992	0.7553
LOC129525416	NC_073233.2	LOC129531752	NC_073236.2	1.0	0.999	0.999	0.9651
LOC129525416	NC_073233.2	LOC129532807	NC_073227.2	1.0	1.0	1.0	1.0
LOC129525416	NC_073233.2	LOC129532980	NC_073240.2	1.0	0.999	0.999	0.936
LOC129525416	NC_073233.2	LOC134756371	NC_073227.2	1.0	0.998	0.998	0.9429
LOC129525442	NC_073241.2	LOC129527457	NC_073242.2	1.0	1.0	1.0	1.0
LOC129525442	NC_073241.2	LOC129528989	NC_073245.2	1.0	0.996	0.996	0.8409
LOC129525442	NC_073241.2	LOC129529378	NC_073233.2	1.0	0.998	0.998	0.9167
LOC129525442	NC_073241.2	LOC129529932	NC_073247.2	1.0	0.996	0.996	0.8736
LOC129525442	NC_073241.2	LOC129532991	NC_073227.2	1.0	0.998	0.998	0.9059
LOC129525442	NC_073241.2	LOC129533139	NC_073236.2	1.0	1.0	1.0	1.0
LOC129525442	NC_073241.2	LOC134757770	NC_073245.2	1.0	0.996	0.996	0.8837
LOC129525442	NC_073241.2	LOC134758469	NC_073228.2	1.0	0.996	0.996	0.8837
LOC129525442	NC_073241.2	LOC134758556	NC_073224.2	1.0	1.0	1.0	1.0
LOC129525442	NC_073241.2	LOC134759048	NC_073231.2	1.0	0.996	0.996	0.8736
LOC129525576	NC_073233.2	LOC129525765	NC_073234.2	1.0	0.991	0.991	0.6012
LOC129525576	NC_073233.2	LOC129526566	NC_073239.2	1.0	0.992	0.992	0.6688
LOC129525576	NC_073233.2	LOC129527430	NC_073242.2	1.0	0.992	0.992	0.6131
LOC129525576	NC_073233.2	LOC129527885	NC_073243.2	1.0	0.991	0.991	0.6012
LOC129525576	NC_073233.2	LOC129528382	NC_073241.2	1.0	0.995	0.995	0.5602
LOC129525576	NC_073233.2	LOC129528750	NC_073244.2	1.0	0.988	0.988	0.5
LOC129525576	NC_073233.2	LOC129531752	NC_073236.2	1.0	0.995	0.995	0.6136
LOC129525576	NC_073233.2	LOC129532626	NC_086017.1	1.0	0.992	0.992	0.5495
LOC129525576	NC_073233.2	LOC129532807	NC_073227.2	1.0	0.997	0.997	0.6437
LOC129525576	NC_073233.2	LOC129532980	NC_073240.2	1.0	0.995	0.995	0.6316
LOC129525576	NC_073233.2	LOC134756370	NC_086017.1	1.0	0.989	0.989	0.5818
LOC129525576	NC_073233.2	LOC134756371	NC_073227.2	1.0	0.994	0.994	0.5978
LOC129525641	NC_073234.2	LOC129530133	NC_073247.2	1.0	0.997	0.997	0.2526
LOC129525684	NC_073234.2	LOC129532712	NC_073232.2	1.0	0.987	0.987	0.26
LOC129525765	NC_073234.2	LOC129527430	NC_073242.2	1.0	0.991	0.991	0.75
LOC129525765	NC_073234.2	LOC129527885	NC_073243.2	1.0	1.0	1.0	1.0
LOC129525765	NC_073234.2	LOC129528750	NC_073244.2	1.0	0.998	0.998	0.8521
LOC129525765	NC_073234.2	LOC129531752	NC_073236.2	1.0	0.994	0.994	0.7735
LOC129525765	NC_073234.2	LOC129532807	NC_073227.2	1.0	0.995	0.995	0.8045
LOC129525765	NC_073234.2	LOC129532980	NC_073240.2	1.0	0.994	0.994	0.7955
LOC129525765	NC_073234.2	LOC134756371	NC_073227.2	1.0	0.993	0.993	0.7747
LOC129526003	NC_073234.2	LOC129527948	NC_073243.2	1.0	1.0	1.0	0.9883
LOC129526105	NC_073238.2	LOC134756755	NC_073236.2	1.0	1.0	1.0	1.0
LOC129526106	NC_073236.2	LOC129526873	NC_073240.2	1.0	0.999	0.999	0.9557
LOC129526106	NC_073236.2	LOC134756953	NC_073238.2	1.0	1.0	1.0	0.9969
LOC129526375	NC_073236.2	LOC129526401	NC_073238.2	1.0	0.985	0.985	0.373
LOC129526375	NC_073236.2	LOC129526552	NC_073239.2	1.0	0.985	0.985	0.5867
LOC129526375	NC_073236.2	LOC129526976	NC_073240.2	1.0	0.985	0.985	0.4537
LOC129526375	NC_073236.2	LOC129527275	NC_073240.2	1.0	0.997	0.997	0.1618
LOC129526375	NC_073236.2	LOC129529333	NC_073246.2	1.0	0.973	0.973	0.325
LOC129526375	NC_073236.2	LOC129529548	NC_086018.1	1.0	0.985	0.985	0.3628
LOC129526375	NC_073236.2	LOC134757038	NC_073238.2	1.0	0.982	0.982	0.384
LOC129526378	NC_073238.2	LOC129528161	NC_073241.2	1.0	0.98	0.98	0.3061
LOC129526400	NC_073238.2	LOC129526554	NC_073239.2	1.0	0.968	0.968	0.2912
LOC129526401	NC_073238.2	LOC129526552	NC_073239.2	1.0	0.976	0.976	0.2941
LOC129526401	NC_073238.2	LOC129527275	NC_073240.2	1.0	0.994	0.994	0.3026
LOC129526401	NC_073238.2	LOC129529333	NC_073246.2	1.0	0.988	0.988	0.5766
LOC129526401	NC_073238.2	LOC129531947	NC_073235.2	1.0	0.976	0.976	0.1923
LOC129526469	NC_073236.2	LOC129526569	NC_073239.2	1.0	0.979	0.979	0.5434
LOC129526469	NC_073236.2	LOC129527191	NC_073238.2	1.0	0.993	0.993	0.8238
LOC129526469	NC_073236.2	LOC129527198	NC_073240.2	1.0	0.981	0.981	0.6162
LOC129526469	NC_073236.2	LOC129529652	NC_086018.1	1.0	0.98	0.98	0.5631
LOC129526552	NC_073239.2	LOC129526976	NC_073240.2	1.0	0.976	0.976	0.3675
LOC129526552	NC_073239.2	LOC129527275	NC_073240.2	1.0	0.988	0.988	0.1371
LOC129526552	NC_073239.2	LOC129529333	NC_073246.2	1.0	0.982	0.982	0.4464
LOC129526552	NC_073239.2	LOC129529548	NC_086018.1	1.0	0.982	0.982	0.3894
LOC129526552	NC_073239.2	LOC134757038	NC_073238.2	1.0	0.973	0.973	0.3037
LOC129526554	NC_073239.2	LOC134757039	NC_073238.2	1.0	0.968	0.968	0.3834
LOC129526565	NC_073241.2	LOC129526909	NC_073239.2	1.0	0.988	0.988	0.405
LOC129526565	NC_073241.2	LOC134756358	NC_073242.2	1.0	0.986	0.986	0.0783
LOC129526566	NC_073239.2	LOC129528382	NC_073241.2	1.0	0.995	0.995	0.6736
LOC129526566	NC_073239.2	LOC129532626	NC_086017.1	1.0	0.993	0.993	0.6685
LOC129526566	NC_073239.2	LOC134756370	NC_086017.1	1.0	0.987	0.987	0.7126
LOC129526569	NC_073239.2	LOC129527191	NC_073238.2	1.0	0.975	0.975	0.5094
LOC129526569	NC_073239.2	LOC129527198	NC_073240.2	1.0	0.975	0.975	0.4847
LOC129526569	NC_073239.2	LOC129529652	NC_086018.1	1.0	0.986	0.986	0.6735
LOC129526873	NC_073240.2	LOC134756953	NC_073238.2	1.0	0.999	0.999	0.9588
LOC129526957	NC_073236.2	LOC129528452	NC_073241.2	1.0	0.992	0.992	0.1939
LOC129526976	NC_073240.2	LOC129529639	NC_086018.1	1.0	0.96	0.96	0.2519
LOC129527191	NC_073238.2	LOC129527198	NC_073240.2	1.0	0.979	0.979	0.5584
LOC129527191	NC_073238.2	LOC129529652	NC_086018.1	1.0	0.977	0.977	0.5141
LOC129527198	NC_073240.2	LOC129529652	NC_086018.1	1.0	0.978	0.978	0.5124
LOC129527246	NC_073238.2	LOC129530296	NC_073248.2	1.0	0.936	0.936	0.2513
LOC129527275	NC_073240.2	LOC129529333	NC_073246.2	1.0	0.984	0.984	0.2167
LOC129527275	NC_073240.2	LOC129529639	NC_086018.1	1.0	0.973	0.973	0.112
LOC129527275	NC_073240.2	LOC134757038	NC_073238.2	1.0	0.99	0.99	0.2951
LOC129527430	NC_073242.2	LOC129527885	NC_073243.2	1.0	0.991	0.991	0.75
LOC129527430	NC_073242.2	LOC129528750	NC_073244.2	1.0	0.99	0.99	0.7797
LOC129527430	NC_073242.2	LOC129531752	NC_073236.2	1.0	0.995	0.995	0.8457
LOC129527430	NC_073242.2	LOC129532807	NC_073227.2	1.0	0.996	0.996	0.8466
LOC129527430	NC_073242.2	LOC129532980	NC_073240.2	1.0	0.995	0.995	0.8706
LOC129527430	NC_073242.2	LOC134756371	NC_073227.2	1.0	0.994	0.994	0.7956
LOC129527457	NC_073242.2	LOC129528989	NC_073245.2	1.0	0.996	0.996	0.8409
LOC129527457	NC_073242.2	LOC129529378	NC_073233.2	1.0	0.998	0.998	0.9167
LOC129527457	NC_073242.2	LOC129529932	NC_073247.2	1.0	0.996	0.996	0.8736
LOC129527457	NC_073242.2	LOC129532991	NC_073227.2	1.0	0.998	0.998	0.9059
LOC129527457	NC_073242.2	LOC129533139	NC_073236.2	1.0	1.0	1.0	1.0
LOC129527457	NC_073242.2	LOC134757770	NC_073245.2	1.0	0.996	0.996	0.8837
LOC129527457	NC_073242.2	LOC134758469	NC_073228.2	1.0	0.996	0.996	0.8837
LOC129527457	NC_073242.2	LOC134758556	NC_073224.2	1.0	1.0	1.0	1.0
LOC129527457	NC_073242.2	LOC134759048	NC_073231.2	1.0	0.996	0.996	0.8736
LOC129527885	NC_073243.2	LOC129528750	NC_073244.2	1.0	0.998	0.998	0.8521
LOC129527885	NC_073243.2	LOC129531752	NC_073236.2	1.0	0.994	0.994	0.7735
LOC129527885	NC_073243.2	LOC129532807	NC_073227.2	1.0	0.995	0.995	0.8045
LOC129527885	NC_073243.2	LOC129532980	NC_073240.2	1.0	0.994	0.994	0.7955
LOC129527885	NC_073243.2	LOC134756371	NC_073227.2	1.0	0.993	0.993	0.7747
LOC129528141	NC_073231.2	LOC129532627	NC_086017.1	1.0	0.995	0.995	0.2624
LOC129528161	NC_073241.2	LOC129529284	NC_073246.2	1.0	0.982	0.982	0.521
LOC129528161	NC_073241.2	LOC129529426	NC_086018.1	1.0	0.98	0.98	0.4197
LOC129528161	NC_073241.2	LOC129530468	NC_073238.2	1.0	0.988	0.988	0.6508
LOC129528161	NC_073241.2	LOC129530502	NC_073246.2	1.0	0.983	0.983	0.5151
LOC129528161	NC_073241.2	LOC134756700	NC_073236.2	1.0	0.981	0.981	0.4896
LOC129528187	NC_073238.2	LOC129528194	NC_073241.2	1.0	0.992	0.992	0.6217
LOC129528187	NC_073238.2	LOC129530391	NC_073248.2	1.0	0.994	0.994	0.7903
LOC129528194	NC_073241.2	LOC129530391	NC_073248.2	1.0	0.991	0.991	0.6497
LOC129528194	NC_073241.2	LOC134757319	NC_073240.2	1.0	0.992	0.992	0.6414
LOC129528196	NC_073241.2	LOC134756947	NC_073238.2	1.0	0.995	0.995	0.5556
LOC129528228	NC_073241.2	LOC129530304	NC_073248.2	1.0	0.989	0.989	0.6556
LOC129528259	NC_073241.2	LOC129528733	NC_073233.2	1.0	1.0	1.0	1.0
LOC129528259	NC_073241.2	LOC129533142	NC_073227.2	1.0	0.994	0.994	0.4198
LOC129528280	NC_073241.2	LOC129534573	NC_073229.2	1.0	0.993	0.993	0.8056
LOC129528382	NC_073241.2	LOC129532626	NC_086017.1	1.0	0.998	0.998	0.861
LOC129528382	NC_073241.2	LOC129534555	NC_073229.2	1.0	0.999	0.999	0.8595
LOC129528382	NC_073241.2	LOC134756370	NC_086017.1	1.0	0.99	0.99	0.6029
LOC129528452	NC_073241.2	LOC134757216	NC_073240.2	1.0	0.992	0.992	0.1966
LOC129528460	NC_073241.2	LOC129530485	NC_073246.2	1.0	0.988	0.988	0.4028
LOC129528733	NC_073233.2	LOC129533142	NC_073227.2	1.0	0.994	0.994	0.4198
LOC129528750	NC_073244.2	LOC129531752	NC_073236.2	1.0	0.991	0.991	0.754
LOC129528750	NC_073244.2	LOC129532807	NC_073227.2	1.0	0.992	0.992	0.7553
LOC129528750	NC_073244.2	LOC129532980	NC_073240.2	1.0	0.991	0.991	0.7747
LOC129528750	NC_073244.2	LOC134756371	NC_073227.2	1.0	0.989	0.989	0.7277
LOC129528989	NC_073245.2	LOC129529378	NC_073233.2	1.0	0.998	0.998	0.9157
LOC129528989	NC_073245.2	LOC129529932	NC_073247.2	1.0	0.992	0.992	0.7692
LOC129528989	NC_073245.2	LOC129532991	NC_073227.2	1.0	0.994	0.994	0.7978
LOC129528989	NC_073245.2	LOC129533139	NC_073236.2	1.0	0.996	0.996	0.8409
LOC129528989	NC_073245.2	LOC134758469	NC_073228.2	1.0	0.996	0.996	0.8824
LOC129528989	NC_073245.2	LOC134758556	NC_073224.2	1.0	0.996	0.996	0.8409
LOC129528989	NC_073245.2	LOC134759048	NC_073231.2	1.0	0.992	0.992	0.7692
LOC129529333	NC_073246.2	LOC134757038	NC_073238.2	1.0	0.986	0.986	0.5319
LOC129529378	NC_073233.2	LOC129529932	NC_073247.2	1.0	0.994	0.994	0.7978
LOC129529378	NC_073233.2	LOC129532991	NC_073227.2	1.0	0.996	0.996	0.8276
LOC129529378	NC_073233.2	LOC129533139	NC_073236.2	1.0	0.998	0.998	0.9167
LOC129529378	NC_073233.2	LOC134757770	NC_073245.2	1.0	0.994	0.994	0.8068
LOC129529378	NC_073233.2	LOC134758469	NC_073228.2	1.0	0.998	0.998	0.963
LOC129529378	NC_073233.2	LOC134758556	NC_073224.2	1.0	0.998	0.998	0.9167
