dn	n_reads	mm_median	mm_mean	mm_max
DN_NC_073244.2_64081943_4	400	2.0000	5.6650	52
DN_NC_073244.2_64125568_5	400	3.0000	5.9525	52
DN_NC_073244.2_64231369_4	400	1.0000	5.9900	53
DN_NC_073244.2_64265252_5	400	9.0000	14.2075	53
DN_NC_073244.2_64306022_6	400	9.0000	14.8500	53
DN_NC_073244.2_64340366_4	400	23.0000	19.8400	53
DN_NC_073244.2_64368633_7	400	23.0000	21.5600	53
DN_NC_073244.2_64400145_5	400	23.0000	22.1400	53
DN_NC_073244.2_64426370_6	400	23.0000	22.3500	53
DN_NC_073244.2_64500861_5	400	24.0000	22.8100	53
DN_NC_073244.2_64543447_4	400	24.0000	20.3225	53
DN_NC_073244.2_64585864_4	400	20.0000	19.9575	53
DN_NC_073244.2_64618758_7	400	20.0000	19.8225	53
DN_NC_073244.2_64672255_4	400	21.0000	19.9100	53
DN_NC_073244.2_64724127_4	400	19.0000	18.2800	52
DN_NC_073244.2_64759228_5	400	13.0000	17.5700	52
DN_NC_073244.2_64797239_5	400	9.5000	16.5825	52
DN_NC_073244.2_64836827_4	400	16.0000	20.2125	52
DN_NC_073244.2_64860608_4	400	20.0000	20.9775	52
DN_NC_073244.2_64908457_4	400	17.0000	19.0150	52
DN_NC_073244.2_65003440_7	400	23.0000	21.9425	51
DN_NC_073244.2_65046428_2	400	21.0000	18.5775	51
DN_NC_073244.2_65046428_4	400	21.0000	18.5775	51
DN_NC_073244.2_65073171_5	400	22.0000	18.1300	51
DN_NC_073244.2_65102393_4	400	22.0000	18.4250	51
DN_NC_073244.2_65266359_4	400	9.0000	19.2275	52
DN_NC_073244.2_65293743_4	400	8.0000	14.6700	52
DN_NC_073244.2_65326089_4	400	19.0000	16.1375	52
DN_NC_073244.2_65362909_5	400	22.0000	20.8700	52
DN_NC_073244.2_65398487_4	400	23.0000	22.0150	52
DN_NC_073244.2_65470296_6	319	19.0000	12.9154	53
DN_NC_073244.2_66923641_8	88	3.0000	11.0795	51
DN_NC_073244.2_66965840_13	84	3.0000	9.7857	51
DN_NC_073244.2_67776054_3	37	8.0000	7.8108	9
DN_NC_073244.2_67840893_3	36	8.0000	8.0278	9
DN_NC_073244.2_68258639_5	55	7.0000	6.6182	7
DN_NC_073244.2_68293337_5	116	2.5000	4.6897	52
DN_NC_073244.2_68333010_5	114	2.0000	4.6667	52
DN_NC_073244.2_68477557_5	230	1.0000	1.7130	52
DN_NC_073244.2_68491976_5	342	1.0000	1.6784	52
DN_NC_073244.2_68513423_5	161	2.0000	2.4969	51
DN_NC_073244.2_68548768_5	274	1.0000	2.0328	51
DN_NC_073244.2_68611978_5	118	1.0000	8.6695	51
DN_NC_073244.2_68643423_8	198	1.0000	2.4192	51
DN_NC_073244.2_68699723_3	271	1.0000	2.1070	51
DN_NC_073244.2_68766684_2	60	1.0000	5.8000	51
DN_NC_073244.2_69294668_4	115	2.0000	4.1304	52
DN_NC_073244.2_69343714_4	216	2.0000	2.3519	49
DN_NC_073244.2_69382679_3	320	1.0000	1.8375	33
DN_NC_073244.2_69422908_4	135	2.0000	2.7630	30
DN_NC_073244.2_69454247_3	234	1.0000	1.4017	30
DN_NC_073244.2_69454318_2	234	1.0000	1.4017	30
DN_NC_073244.2_69466443_4	171	2.0000	2.9649	30
DN_NC_073244.2_69466469_2	299	3.0000	3.6054	30
DN_NC_073244.2_69492904_4	348	1.0000	1.6236	30
DN_NC_073244.2_69514207_2	285	1.0000	1.7368	30
DN_NC_073244.2_69538312_3	103	2.0000	2.8835	51
DN_NC_073244.2_69572632_2	329	1.0000	2.0030	52
DN_NC_073244.2_69572632_3	329	1.0000	2.0030	52
DN_NC_073244.2_69601170_4	400	2.0000	2.7425	52
DN_NC_073244.2_69628878_4	336	2.0000	2.4911	52
DN_NC_073244.2_69643403_5	296	1.0000	2.8142	52
DN_NC_073244.2_69672458_4	328	2.0000	2.9543	52
DN_NC_073244.2_69685698_2	400	2.0000	2.9500	52
DN_NC_073244.2_69685713_2	400	2.0000	2.9500	52
DN_NC_073244.2_69685721_4	400	2.0000	2.9500	52
DN_NC_073244.2_69715659_3	400	2.0000	2.5900	52
DN_NC_073244.2_69715828_2	400	2.0000	2.5900	52
DN_NC_073244.2_69783488_3	297	2.0000	3.1414	52
DN_NC_073244.2_69799604_5	388	2.0000	3.1985	52
DN_NC_073244.2_69821764_4	400	2.0000	3.1350	52
DN_NC_073244.2_69848672_3	400	2.0000	3.1925	52
DN_NC_073244.2_69848694_2	400	2.0000	3.1925	52
DN_NC_073244.2_69873255_2	324	3.0000	4.0340	53
DN_NC_073244.2_69910623_3	345	3.0000	6.7130	53
DN_NC_073244.2_69923242_3	400	3.0000	6.2500	53
DN_NC_073244.2_69923243_2	400	3.0000	6.2500	53
DN_NC_073244.2_69974453_2	322	3.0000	3.6429	52
DN_NC_073244.2_69975553_3	321	3.0000	3.6604	52
DN_NC_073244.2_70009554_3	320	2.0000	3.2844	52
DN_NC_073244.2_70024584_5	228	3.0000	3.8333	52
DN_NC_073244.2_70042341_3	113	2.0000	3.6106	52
DN_NC_073244.2_70043245_2	113	2.0000	3.6106	52
DN_NC_073244.2_70077616_7	400	1.0000	1.4575	52
DN_NC_073244.2_70159242_5	90	3.0000	4.5444	51
DN_NC_073244.2_70224599_4	78	1.0000	4.6538	51
DN_NC_073244.2_70277256_8	174	1.0000	2.2184	49
DN_NC_073244.2_70323040_7	259	1.0000	1.6062	34
DN_NC_073244.2_70399351_4	109	9.0000	15.6147	51
DN_NC_073244.2_70422477_3	70	1.0000	10.3571	51
DN_NC_073244.2_70451371_2	36	2.0000	17.8333	51
DN_NC_073244.2_70501781_3	107	1.0000	4.2991	51
DN_NC_073244.2_70525717_3	67	1.0000	4.6269	51
DN_NC_073244.2_70544393_4	82	2.0000	4.6341	51
DN_NC_073244.2_70556426_4	85	2.0000	4.4941	51
DN_NC_073244.2_70558480_2	115	2.0000	3.5826	51
DN_NC_073244.2_70659480_6	55	1.0000	2.2727	51
DN_NC_073244.2_70818649_5	400	23.0000	23.4375	51
DN_NC_073244.2_7138158_14	389	1.0000	1.1388	43
DN_NC_073244.2_8594978_5	36	1.0000	13.0556	51
DN_NC_073244.2_8619131_4	121	1.0000	5.4215	52
DN_NC_073244.2_8680135_4	80	1.0000	5.5000	51
DN_NC_073244.2_8711681_4	52	1.0000	1.9615	51
DN_NC_073244.2_8775501_20	50	1.0000	1.0200	2
DN_NC_073244.2_9529410_11	163	1.0000	1.2822	2
DN_NC_073244.2_9737989_9	400	1.0000	1.0000	1
DN_NC_073244.2_9875870_11	34	2.0000	2.0000	2
DN_NC_073245.2_11562885_6	15	5.0000	4.8667	7
DN_NC_073245.2_11814428_9	54	3.5000	3.5370	18
DN_NC_073245.2_12383621_7	180	2.0000	2.4444	51
DN_NC_073245.2_12403861_6	263	1.0000	1.9506	51
DN_NC_073245.2_12872093_19	139	1.0000	2.9353	52
DN_NC_073245.2_13635871_13	136	1.0000	1.0147	2
DN_NC_073245.2_15006691_4	257	3.0000	3.2957	51
DN_NC_073245.2_20582467_26	164	1.0000	1.0000	1
DN_NC_073245.2_28291357_5	135	1.0000	3.2889	51
DN_NC_073245.2_28570800_2	26	4.0000	3.6538	4
DN_NC_073245.2_28784637_3	44	2.0000	19.7500	52
DN_NC_073245.2_30021133_6	400	1.0000	1.0075	2
DN_NC_073245.2_30036345_14	400	1.0000	1.0075	2
DN_NC_073245.2_35160176_6	75	27.0000	28.5200	52
DN_NC_073245.2_35236141_20	400	1.0000	20.2825	51
DN_NC_073245.2_35625538_4	35	1.0000	11.4286	51
DN_NC_073245.2_35678256_5	306	1.0000	1.0033	2
DN_NC_073245.2_35678363_2	305	1.0000	1.0033	2
DN_NC_073245.2_35742393_2	182	15.0000	14.0934	22
DN_NC_073245.2_35910982_4	400	8.0000	9.6725	51
DN_NC_073245.2_42779121_5	368	22.0000	21.5136	51
DN_NC_073245.2_44289870_13	15	1.0000	1.7333	12
DN_NC_073245.2_44511531_9	128	1.0000	1.0703	3
DN_NC_073245.2_47207807_14	400	1.0000	1.8750	51
DN_NC_073245.2_47429376_4	25	1.0000	7.0400	51
DN_NC_073245.2_47878766_13	197	1.0000	2.8934	52
DN_NC_073245.2_47908723_3	184	1.0000	2.0978	51
DN_NC_073245.2_56763975_4	148	1.0000	1.6892	51
DN_NC_073245.2_56852545_12	36	1.0000	3.7778	51
DN_NC_073245.2_57199021_10	49	1.0000	1.0612	2
DN_NC_073245.2_57775599_4	400	1.0000	7.0250	52
DN_NC_073245.2_58117175_2	28	1.0000	1.0714	2
DN_NC_073245.2_58118781_15	400	1.0000	1.0075	2
DN_NC_073245.2_58594952_21	400	2.0000	1.9325	4
DN_NC_073245.2_58728682_5	183	1.0000	1.0055	2
DN_NC_073245.2_59890561_21	350	1.0000	1.0571	7
DN_NC_073245.2_61178675_39	291	1.0000	1.9691	52
DN_NC_073245.2_63862966_28	400	1.0000	1.0925	5
DN_NC_073245.2_68791722_2	9	2.0000	2.0000	2
DN_NC_073245.2_68800206_2	9	2.0000	2.0000	2
DN_NC_073245.2_71171979_13	246	1.0000	1.1098	4
DN_NC_073245.2_71261640_15	400	1.0000	1.9275	51
DN_NC_073245.2_71275662_6	179	1.0000	3.0615	51
DN_NC_073245.2_9841009_7	122	16.0000	16.1475	52
DN_NC_073246.2_11287585_8	400	11.0000	11.4325	51
DN_NC_073246.2_15789285_3	147	4.0000	6.0884	51
DN_NC_073246.2_15789320_2	129	4.0000	5.8527	51
DN_NC_073246.2_2173988_2	400	14.0000	15.0475	21
DN_NC_073246.2_2235416_3	383	22.0000	18.9765	51
DN_NC_073246.2_2464898_3	79	3.0000	7.4810	51
DN_NC_073246.2_25308035_5	10	11.5000	23.2000	52
DN_NC_073246.2_32689693_4	67	1.0000	15.0746	52
DN_NC_073246.2_34687084_3	27	1.0000	5.8889	47
DN_NC_073246.2_34687085_2	27	1.0000	5.8889	47
DN_NC_073246.2_35769268_8	101	51.0000	43.4752	53
DN_NC_073246.2_37979530_3	309	1.0000	2.7217	51
DN_NC_073246.2_38044178_3	14	2.0000	14.2143	51
DN_NC_073246.2_43257837_14	374	1.0000	1.2701	51
DN_NC_073246.2_43317314_17	400	1.0000	1.1250	51
DN_NC_073246.2_46134650_22	400	1.0000	1.0000	1
DN_NC_073246.2_47506574_18	74	1.0000	2.6081	51
DN_NC_073247.2_105439613_2	400	1.0000	1.1575	51
DN_NC_073247.2_113167390_5	47	27.0000	30.8723	51
DN_NC_073247.2_113184310_2	400	5.0000	4.9875	51
DN_NC_073247.2_113184615_2	400	5.0000	4.9875	51
DN_NC_073247.2_113660362_2	101	1.0000	19.4257	52
DN_NC_073247.2_113908222_3	400	3.0000	4.1175	51
DN_NC_073247.2_113922705_3	356	3.0000	4.7500	51
DN_NC_073247.2_113936318_3	46	1.0000	12.3913	51
DN_NC_073247.2_114041704_23	400	2.0000	4.9300	51
DN_NC_073247.2_114140052_23	400	2.0000	3.1550	51
DN_NC_073247.2_114234875_11	47	9.0000	23.5745	51
DN_NC_073247.2_114842677_3	356	3.0000	5.1348	52
DN_NC_073247.2_114854872_20	400	3.0000	4.9900	52
DN_NC_073247.2_114994295_3	269	1.0000	1.9517	51
DN_NC_073247.2_115050911_3	240	3.0000	4.0083	51
DN_NC_073247.2_115094764_3	205	2.0000	3.2049	51
DN_NC_073247.2_115162367_2	400	3.0000	3.0950	51
DN_NC_073247.2_115190067_8	66	3.0000	8.4091	51
DN_NC_073247.2_115371773_3	400	2.0000	2.2750	5
DN_NC_073247.2_115394224_3	279	3.0000	3.3047	5
DN_NC_073247.2_115708949_2	64	3.5000	11.0938	51
DN_NC_073247.2_115884983_3	47	3.0000	3.6383	51
DN_NC_073247.2_11741821_2	400	2.0000	2.2025	51
DN_NC_073247.2_117958904_5	400	1.0000	1.3750	51
DN_NC_073247.2_119410020_7	400	3.0000	2.9900	3
DN_NC_073247.2_119718095_2	287	3.0000	6.0662	51
DN_NC_073247.2_121395319_16	400	3.0000	3.7775	52
DN_NC_073247.2_130545427_4	36	3.0000	5.2222	33
DN_NC_073247.2_131152949_4	400	11.0000	12.1600	52
DN_NC_073247.2_131468464_3	68	47.0000	36.3382	52
DN_NC_073247.2_131774354_4	102	2.0000	4.6863	52
DN_NC_073247.2_131863961_4	370	22.0000	27.3270	52
DN_NC_073247.2_132688708_2	400	5.0000	6.0425	52
DN_NC_073247.2_135520853_7	241	2.0000	3.2158	51
DN_NC_073247.2_137840069_2	400	2.0000	4.6225	51
DN_NC_073247.2_138224742_2	400	2.0000	2.2175	51
DN_NC_073247.2_141177039_25	400	1.0000	1.3150	51
DN_NC_073247.2_141930386_19	377	2.0000	1.9098	4
DN_NC_073247.2_147064204_6	117	51.0000	28.5556	53
DN_NC_073247.2_147316506_18	400	1.0000	2.4950	51
DN_NC_073247.2_147586730_5	56	4.0000	9.0536	51
DN_NC_073247.2_147600611_20	110	3.5000	5.9818	51
DN_NC_073247.2_147692428_16	400	1.0000	1.1325	51
DN_NC_073247.2_148580448_11	400	4.0000	4.9500	16
DN_NC_073247.2_153600158_4	400	4.0000	4.6100	51
DN_NC_073247.2_153901396_3	384	4.0000	4.6562	51
DN_NC_073247.2_161158664_6	244	2.0000	4.6230	52
DN_NC_073247.2_161251228_4	400	9.0000	10.3650	52
DN_NC_073247.2_161266095_3	400	2.0000	3.4525	52
DN_NC_073247.2_161413981_7	400	9.0000	9.2750	51
DN_NC_073247.2_161458538_3	400	9.0000	9.0775	14
DN_NC_073247.2_161556098_3	400	9.0000	9.0350	13
DN_NC_073247.2_161607555_5	220	2.0000	2.0545	11
DN_NC_073247.2_162650382_5	377	16.0000	22.7347	35
DN_NC_073247.2_163244071_16	400	1.0000	6.5175	52
DN_NC_073247.2_163590486_3	400	9.0000	9.0625	51
DN_NC_073247.2_163809311_4	124	9.0000	8.6532	51
DN_NC_073247.2_164381222_3	400	2.0000	5.9275	51
DN_NC_073247.2_164381237_2	400	2.0000	5.9275	51
DN_NC_073247.2_164397061_3	400	9.0000	9.6275	51
DN_NC_073247.2_164405406_2	400	9.0000	9.5950	51
DN_NC_073247.2_164407411_3	400	9.0000	9.5950	51
DN_NC_073247.2_164407414_2	400	9.0000	9.5950	51
DN_NC_073247.2_164426194_3	400	9.0000	9.5125	51
DN_NC_073247.2_164442447_2	400	2.0000	4.9200	51
DN_NC_073247.2_164442447_3	400	2.0000	4.9200	51
DN_NC_073247.2_164861277_3	400	9.0000	8.5575	27
DN_NC_073247.2_165002679_2	46	3.0000	9.2174	52
DN_NC_073247.2_165081266_2	37	3.0000	2.9730	3
DN_NC_073247.2_165220768_21	15	1.0000	1.0000	1
DN_NC_073247.2_165410205_10	273	12.0000	11.5751	13
DN_NC_073247.2_165490291_8	31	1.0000	1.0000	1
DN_NC_073247.2_165620510_8	56	2.0000	4.2143	31
DN_NC_073247.2_166018918_6	164	5.0000	11.7439	46
DN_NC_073247.2_166062772_13	139	1.0000	1.9209	46
DN_NC_073247.2_166096407_3	53	2.0000	4.2642	46
DN_NC_073247.2_166164942_10	400	2.0000	2.7025	51
DN_NC_073247.2_166250782_8	400	2.0000	2.3750	23
DN_NC_073247.2_167707352_7	206	8.0000	8.7379	51
DN_NC_073247.2_17003459_2	222	15.0000	11.9595	51
DN_NC_073247.2_18318973_2	268	7.0000	10.6828	51
DN_NC_073247.2_18638732_2	227	14.0000	10.7093	24
DN_NC_073247.2_18934892_2	228	15.0000	12.5395	52
DN_NC_073247.2_22225560_12	400	5.0000	4.7425	6
DN_NC_073247.2_23260131_7	400	1.0000	1.8275	52
DN_NC_073247.2_23442611_3	400	4.0000	4.2000	51
DN_NC_073247.2_24180353_4	370	4.0000	6.6216	51
DN_NC_073247.2_26298821_5	400	5.0000	6.2475	51
DN_NC_073247.2_30010111_18	129	16.0000	15.5194	52
DN_NC_073247.2_30604924_7	368	3.0000	2.9728	49
DN_NC_073247.2_30634906_22	191	1.0000	1.2251	43
DN_NC_073247.2_34199522_16	90	1.0000	2.7111	51
DN_NC_073247.2_34649963_8	207	2.0000	2.0918	32
DN_NC_073247.2_34808557_3	42	2.0000	3.1905	52
DN_NC_073247.2_36669088_2	34	2.0000	10.6765	52
DN_NC_073247.2_36702175_2	43	2.0000	19.1395	52
DN_NC_073247.2_38333222_3	53	1.0000	1.0566	2
DN_NC_073247.2_38356425_2	22	1.0000	1.0455	2
DN_NC_073247.2_40731967_2	400	1.0000	1.9325	51
DN_NC_073247.2_40732536_2	400	1.0000	1.9325	51
DN_NC_073247.2_40747465_5	390	2.0000	2.5205	51
DN_NC_073247.2_40760693_3	400	2.0000	2.3375	51
DN_NC_073247.2_40764337_2	374	2.0000	2.5802	51
DN_NC_073247.2_47501169_3	317	7.0000	6.6246	51
DN_NC_073247.2_51197700_2	400	11.0000	11.9575	51
DN_NC_073247.2_51578190_11	400	2.0000	2.1025	8
DN_NC_073247.2_51699012_17	400	6.0000	6.5800	51
DN_NC_073247.2_54047427_15	130	1.0000	7.3231	51
DN_NC_073247.2_54163080_15	400	1.0000	1.5375	52
DN_NC_073247.2_54705383_3	294	3.0000	4.1633	51
DN_NC_073247.2_56848572_6	78	2.0000	2.9744	51
DN_NC_073247.2_56899135_7	75	2.0000	2.6933	51
DN_NC_073247.2_57005939_17	29	2.0000	13.5172	51
DN_NC_073247.2_57761829_5	21	1.0000	1.0000	1
DN_NC_073247.2_57840463_5	85	1.0000	1.0118	2
DN_NC_073247.2_58228088_5	56	1.0000	6.1071	51
DN_NC_073247.2_58372296_6	263	1.0000	2.7376	51
DN_NC_073247.2_58634411_8	400	13.0000	12.8825	44
DN_NC_073247.2_59696701_5	268	11.0000	11.6455	51
DN_NC_073247.2_59706220_5	263	11.0000	11.8289	51
DN_NC_073247.2_59715729_5	263	11.0000	11.8289	51
DN_NC_073247.2_59725264_5	262	11.0000	11.8473	51
DN_NC_073247.2_59744368_5	262	11.0000	11.8321	51
DN_NC_073247.2_59753367_5	263	11.0000	11.8289	51
DN_NC_073247.2_59772963_5	264	11.0000	11.8030	51
DN_NC_073247.2_59782481_5	264	11.0000	11.7424	51
DN_NC_073247.2_59792068_6	258	11.0000	11.7946	51
DN_NC_073247.2_59878462_6	34	14.0000	19.4118	51
DN_NC_073247.2_60113711_15	39	1.0000	2.3333	51
DN_NC_073247.2_61509959_2	400	2.0000	3.6150	52
DN_NC_073247.2_61690478_2	400	2.0000	6.7850	51
DN_NC_073247.2_62249491_13	223	2.0000	12.3767	51
DN_NC_073247.2_62361057_13	199	2.0000	9.2010	53
DN_NC_073247.2_62664010_4	50	2.0000	6.3800	51
DN_NC_073247.2_62680287_4	49	2.0000	6.2449	51
DN_NC_073247.2_62823555_8	73	3.0000	8.2603	51
DN_NC_073247.2_62876862_8	60	3.0000	7.4833	50
DN_NC_073247.2_63315044_26	400	2.0000	1.9800	7
DN_NC_073247.2_64062359_23	280	1.0000	4.4250	52
DN_NC_073247.2_64556424_5	226	1.0000	1.2832	50
DN_NC_073247.2_64561534_19	111	1.0000	2.0811	51
DN_NC_073247.2_64921939_13	400	1.0000	6.7650	52
DN_NC_073247.2_64998786_13	400	1.0000	5.6900	51
DN_NC_073247.2_65202088_3	240	8.0000	22.8500	52
DN_NC_073247.2_66651439_2	400	1.0000	20.7500	53
DN_NC_073247.2_67140263_2	400	1.0000	13.7400	52
DN_NC_073247.2_67140268_2	400	1.0000	13.7400	52
DN_NC_073247.2_67278734_2	141	51.0000	33.5674	52
DN_NC_073247.2_77369372_13	355	2.0000	4.2620	52
DN_NC_073247.2_80936309_3	400	1.0000	1.0000	1
DN_NC_073247.2_81944671_6	78	6.0000	9.4359	51
DN_NC_073247.2_84011480_7	169	24.0000	19.9586	51
DN_NC_073247.2_84517974_3	123	5.0000	19.5122	51
DN_NC_073247.2_84653260_2	166	5.0000	25.4518	52
DN_NC_073247.2_84678651_3	160	5.0000	26.3313	52
DN_NC_073247.2_89808941_7	400	2.0000	6.7650	51
DN_NC_073247.2_95843403_22	65	1.0000	14.8462	51
DN_NC_073247.2_97674612_15	127	1.0000	19.9291	52
DN_NC_073248.2_10670113_2	22	51.0000	35.5455	51
DN_NC_073248.2_10847471_7	343	22.0000	24.4082	52
DN_NC_073248.2_15918163_7	84	24.0000	21.2976	49
DN_NC_073248.2_16416010_5	171	13.0000	16.9415	51
DN_NC_073248.2_19602755_10	173	13.0000	16.6069	49
DN_NC_073248.2_19625716_11	170	13.0000	16.7765	49
DN_NC_073248.2_19648671_11	170	13.0000	16.7765	49
DN_NC_073248.2_19671639_11	170	13.0000	16.7765	49
DN_NC_073248.2_19694607_11	170	13.0000	16.7765	49
DN_NC_073248.2_25704431_6	170	13.0000	16.6882	49
DN_NC_073248.2_25725363_11	175	13.0000	16.5829	49
DN_NC_073248.2_26366947_7	274	3.0000	5.5109	52
DN_NC_073248.2_26554434_7	215	3.0000	6.3070	51
DN_NC_073248.2_27104145_4	86	16.5000	25.3953	52
DN_NC_073248.2_27118037_27	400	2.0000	6.2550	52
DN_NC_073248.2_30080680_2	149	15.0000	19.1477	51
DN_NC_073248.2_30409029_3	135	5.0000	17.6889	52
DN_NC_073248.2_31199793_17	400	4.0000	4.3925	51
DN_NC_073248.2_31260866_11	400	2.0000	2.3150	51
DN_NC_073248.2_34736504_6	66	9.5000	15.9545	49
DN_NC_073248.2_34798633_6	63	13.0000	16.3810	49
DN_NC_073248.2_34819290_6	63	13.0000	16.3810	49
DN_NC_073248.2_34839953_6	63	13.0000	16.2857	49
DN_NC_073248.2_42783128_31	400	3.0000	3.3850	49
DN_NC_073248.2_45277558_8	400	11.0000	11.0425	14
DN_NC_073248.2_8111002_4	317	2.0000	2.1546	51
DN_NC_073248.2_9064807_2	400	2.0000	2.1700	37
DN_NC_073248.2_9423438_7	268	3.0000	5.4179	51
DN_NC_073248.2_9517725_8	231	2.0000	4.5281	52
DN_NC_086017.1_104876268_2	38	5.0000	6.2895	51
DN_NC_086017.1_112545872_3	67	51.0000	43.6269	52
DN_NC_086017.1_118126676_3	400	4.0000	4.0325	52
DN_NC_086017.1_119256163_19	40	1.0000	3.5500	51
DN_NC_086017.1_125108432_2	132	51.0000	44.2803	52
DN_NC_086017.1_12917334_8	400	3.0000	2.4875	26
DN_NC_086017.1_12936527_11	400	3.0000	2.3600	3
DN_NC_086017.1_134833806_5	26	2.0000	1.9615	2
DN_NC_086017.1_136773097_2	400	14.0000	14.6300	52
DN_NC_086017.1_136815000_6	26	2.0000	3.9231	52
DN_NC_086017.1_136950625_23	282	1.0000	1.4716	51
DN_NC_086017.1_140746758_18	223	1.0000	1.3184	51
DN_NC_086017.1_14101436_3	400	51.0000	38.8625	52
DN_NC_086017.1_141278779_5	400	15.0000	15.7675	52
DN_NC_086017.1_14572523_16	378	1.0000	1.0000	1
DN_NC_086017.1_145972418_16	56	1.0000	19.8036	52
DN_NC_086017.1_148168205_5	106	51.0000	48.1415	52
DN_NC_086017.1_150515222_8	400	1.0000	1.5950	51
DN_NC_086017.1_150527432_22	400	1.0000	1.5950	51
DN_NC_086017.1_153776814_16	110	2.0000	2.0727	18
DN_NC_086017.1_154449519_16	400	1.0000	1.2100	51
DN_NC_086017.1_156500672_2	31	4.0000	22.5484	52
DN_NC_086017.1_156500672_3	32	4.0000	21.8438	52
DN_NC_086017.1_161710205_3	271	1.0000	2.3284	51
DN_NC_086017.1_165200217_5	50	1.0000	4.6400	51
DN_NC_086017.1_181307962_18	400	2.0000	2.0275	5
DN_NC_086017.1_185299820_2	177	51.0000	45.9322	52
DN_NC_086017.1_190656695_14	311	1.0000	1.3312	51
DN_NC_086017.1_190680196_7	400	1.0000	1.5950	51
DN_NC_086017.1_195260184_15	17	1.0000	1.0588	2
DN_NC_086017.1_195677389_14	21	1.0000	2.2381	27
DN_NC_086017.1_19569853_12	93	1.0000	1.6667	28
DN_NC_086017.1_19588191_12	65	1.0000	1.8769	28
DN_NC_086017.1_19795280_8	260	1.0000	3.9769	33
DN_NC_086017.1_198207851_3	62	47.0000	43.0484	52
DN_NC_086017.1_198455801_2	14	24.5000	25.5714	51
DN_NC_086017.1_19858571_3	400	42.0000	37.4525	46
DN_NC_086017.1_207228653_16	400	5.0000	8.8925	51
DN_NC_086017.1_207540432_15	400	5.0000	5.7800	51
DN_NC_086017.1_208307881_15	400	3.0000	3.6325	52
DN_NC_086017.1_209174437_6	400	5.0000	19.7575	52
DN_NC_086017.1_211655827_5	400	23.0000	23.6775	51
DN_NC_086017.1_22368298_8	400	1.0000	1.1325	51
DN_NC_086017.1_22395793_17	400	1.0000	1.1250	51
DN_NC_086017.1_22612673_15	400	1.0000	9.8625	52
DN_NC_086017.1_22648299_4	400	1.0000	9.8625	52
DN_NC_086017.1_24755690_2	400	24.0000	25.8900	52
DN_NC_086017.1_24755691_2	400	24.0000	25.8900	52
DN_NC_086017.1_24755694_2	400	24.0000	25.8900	52
DN_NC_086017.1_26423028_11	400	3.0000	3.1500	48
DN_NC_086017.1_29787177_6	400	2.0000	2.4325	51
DN_NC_086017.1_29831691_3	400	2.0000	2.3225	51
DN_NC_086017.1_29881584_18	60	1.0000	4.0667	51
DN_NC_086017.1_33635296_6	266	1.0000	2.0865	43
DN_NC_086017.1_33716761_5	400	1.0000	4.9200	27
DN_NC_086017.1_35250847_8	26	1.0000	2.0385	23
DN_NC_086017.1_35538439_12	400	1.0000	1.1200	49
DN_NC_086017.1_37226306_22	48	1.0000	2.0625	51
DN_NC_086017.1_41849470_3	400	23.0000	25.3500	52
DN_NC_086017.1_41849524_2	400	23.0000	25.4325	52
DN_NC_086017.1_42871160_16	400	1.0000	2.6825	51
DN_NC_086017.1_43678546_18	400	3.0000	3.5450	52
DN_NC_086017.1_47078826_3	94	2.0000	7.6383	51
DN_NC_086017.1_48397256_6	154	2.0000	3.1688	15
DN_NC_086017.1_49305793_6	269	10.0000	15.8401	51
DN_NC_086017.1_50362387_6	81	10.0000	9.8395	51
DN_NC_086017.1_50382141_5	30	1.0000	2.9333	51
DN_NC_086017.1_50412575_3	72	2.0000	2.6528	51
DN_NC_086017.1_50431420_5	119	1.0000	1.0840	7
DN_NC_086017.1_52688084_4	400	17.0000	13.3800	51
DN_NC_086017.1_54457640_6	204	2.0000	2.3186	45
DN_NC_086017.1_54487757_3	12	1.0000	4.8333	45
DN_NC_086017.1_54527845_6	36	1.0000	1.1389	2
DN_NC_086017.1_54551513_4	99	3.0000	2.5152	6
DN_NC_086017.1_54583506_2	11	1.0000	2.4545	7
DN_NC_086017.1_54612772_3	101	1.0000	1.0693	6
DN_NC_086017.1_54629198_3	233	1.0000	1.0343	6
DN_NC_086017.1_56236992_2	37	2.0000	16.8649	51
DN_NC_086017.1_56254132_2	27	2.0000	22.7778	51
DN_NC_086017.1_57502847_23	205	1.0000	1.2537	51
DN_NC_086017.1_58115065_4	98	1.0000	4.6633	53
DN_NC_086017.1_58271357_16	53	1.0000	1.7547	40
DN_NC_086017.1_58383797_14	400	1.0000	1.0725	24
DN_NC_086017.1_58612310_12	163	1.0000	1.4294	51
DN_NC_086017.1_58705155_2	123	1.0000	1.5285	51
DN_NC_086017.1_60157910_4	20	1.0000	1.0000	1
DN_NC_086017.1_60161487_2	18	1.0000	1.0000	1
DN_NC_086017.1_60479047_11	117	1.0000	1.3333	40
DN_NC_086017.1_68009077_13	400	1.0000	1.0350	4
DN_NC_086017.1_82640717_11	400	2.0000	1.9975	2
DN_NC_086017.1_83275067_10	260	1.0000	1.2077	51
DN_NC_086017.1_85330170_7	400	15.0000	15.2350	52
DN_NC_086017.1_85766278_5	88	4.0000	17.1250	51
DN_NC_086017.1_93233442_3	51	1.0000	20.6667	53
DN_NC_086017.1_9337960_4	400	23.0000	22.8200	52
