gene_a	gene_b	dn_a	dn_b	label	comp	fold	core_recip	aln_frac	aln_len	log_aln_len	contain_max	contain_min	recip_contain	core_x_alnfrac	contain_x_alnfrac	id	min_cov	n_exon_min	n_exon_max	n_exon_ratio	n_exon_absdiff	both_single	min_shared_mult	max_shared_mult	mult_ratio	n_shared_nodes	log_n_shared_nodes	shares_only_repeat_m5	vg_softmask	mmMed_min	mmMed_max	mmMed_mean	mmMax_min	mmMax_max	mmMax_mean	nReads_min	nReads_max	nReads_mean	nReads_ratio	kmMed_min	kmMed_max	kmMed_mean	kmFrac100_min	kmFrac100_max	kmFrac100_mean	nKmers_min	nKmers_max	nKmers_mean	mask_max	mask_min	bridge_mask
BCR	LOC101135843	DN_NC_086018.1_20765108_15	DN_NC_086018.1_22406144_7	1	69	3	0.256	0.5649	1498	7.31255	0.1429	0.0667	0.0667	0.144614	0.0807242	0.9828	0.224	7	15	0.466667	8	0	2	5	0.4	319	5.76832	0	0.0684	13	13	13	45	52	48.5	282	350	316	0.805714	0	0	0	0	0	0	2632	4396	3514	0.0684	0.0671	0.0684
BCR	LOC115932815	DN_NC_086018.1_20765108_15	DN_NC_086018.1_22166696_9	1	69	3	0.2679	0.5461	1450	7.28001	0.1429	0.0667	0.0667	0.1463	0.0780377	0.9807	0.224	7	15	0.466667	8	0	2	5	0.4	326	5.78996	0	0.0684	13	13	13	45	52	48.5	282	344	313	0.819767	0	0	0	0	0	0	2635	4396	3515.5	0.0684	0.0584	0.0684
BEX3	NXF3	DN_NC_073247.2_114994295_3	DN_NC_073247.2_115162367_2	0	71	3	0.1391	0	0	0	0	0	0	0	0			2	3	0.666667	1	0	2	4	0.5	2	1.09861	0	0.142	1	3	2	51	51	51	269	400	334.5	0.6725	0	0	0	0	0.0041	0.00205	749	1466	1107.5	0.142	0.0936	0.142
BFAR	LOC101150079	DN_NC_073242.2_32258496_8	DN_NC_073242.2_32495201_8	1	72	2	0.6357	1.003	3042	8.0206	1	1	1	0.637607	1.003	0.9635	0.746	8	8	1	0	0	2	503	0.00397614	619	6.42972	0	0.1901	2	2	2	51	52	51.5	400	400	400	1	0	0	0	0.0282	0.0324	0.0303	3010	3178	3094	0.1901	0.1754	0.1901
BLID	LOC101154388	DN_NC_073233.2_130017597_2	DN_NC_073233.2_130017597_4	0	74	3	0.8713	0.8713	2607	7.86634	0.5	0.25	0.25	0.759164	0.43565			2	4	0.5	2	0	2	497	0.00402414	542	6.29711	0	0.2029	1	1	1	32	32	32	264	272	268	0.970588	0	0	0	0.0006	0.0007	0.00065	2972	3386	3179	0.2029	0.1491	0.2029
BLNK	ZNF518A	DN_NC_073232.2_108425417_2	DN_NC_073232.2_108425608_2	0	76	4	0.9746	0.9746	3916	8.27308	0.5	0.5	0.5	0.949845	0.4873			2	2	1	0	0	2	4	0.5	902	6.80572	0	0.1005	1	1	1	45	45	45	400	400	400	1	1	1	1	0	0	0	3998	5457	4727.5	0.1005	0.094	0.1005
BLOC1S6	HMGN2	DN_NC_073224.2_213462039_6	DN_NC_073240.2_46341896_2	0	77	4	0.1527	0.4889	1105	7.00851	0.6667	0.5	0.5	0.074655	0.32595			2	6	0.333333	4	0	2	5	0.4	76	4.34381	0	0.1189	51	51	51	51	51	51	400	400	400	1	0	1	0.5	0	0.0131	0.00655	2240	5401	3820.5	0.1189	0.1013	0.1189
BMAL1	BTBD10	DN_NC_073233.2_19708960_19	DN_NC_073233.2_19815473_9	0	78	1	0.5174	0.5152	2558	7.84737	0.1111	0.0526	0.0526	0.266564	0.0572387			9	19	0.473684	10	0	2	9	0.222222	551	6.31355	0	0.1118	1	1	1	2	2	2	400	400	400	1	0	0	0	0	0	0	4945	5720	5332.5	0.1118	0.1033	0.1118
BMS1	LOC101143777	DN_NC_073232.2_42022900_16	DN_NC_073232.2_72618921_23	0	79	3	0.1317	0.3085	1127	7.0282	0.4375	0.2609	0.2609	0.0406295	0.134969			16	23	0.695652	7	0	2	6	0.333333	111	4.7185	0	0.1926	14	22	18	51	51	51	400	400	400	1	0	0	0	0.0074	0.0126	0.01	3633	8551	6092	0.1926	0.0983	0.1926
BMS1	LOC101148457	DN_NC_073232.2_72618921_23	DN_NC_086018.1_19844955_6	0	79	3	0.1545	0.4509	1129	7.02997	0.7778	0.3478	0.3478	0.0696641	0.35071			9	23	0.391304	14	0	2	7	0.285714	120	4.79579	0	0.5974	22	22	22	51	52	51.5	400	400	400	1	0	0	0	0.0126	0.183	0.0978	2470	8551	5510.5	0.5974	0.1926	0.5974
BMS1	LOC129524676	DN_NC_073232.2_72618921_23	DN_NC_073237.2_22957046_5	0	79	3	0.1696	0.2013	623	6.43615	0.6	0.1739	0.1739	0.0341405	0.12078			5	23	0.217391	18	0	2	497	0.00402414	95	4.56435	0	0.2889	22	22	22	51	51	51	400	400	400	1	0	1	0.5	0.0126	0.0371	0.02485	3075	8551	5813	0.2889	0.1926	0.2889
BMS1	LOC129526479	DN_NC_073232.2_72618921_23	DN_NC_073238.2_29552503_8	0	79	3	0.1652	0.3563	1128	7.02909	0.75	0.3478	0.3478	0.0588608	0.267225			8	23	0.347826	15	0	2	497	0.00402414	128	4.85981	0	0.4889	22	22	22	51	51	51	400	400	400	1	0	0	0	0.0126	0.0391	0.02585	3146	8551	5848.5	0.4889	0.1926	0.4889
BMS1	LOC134756761	DN_NC_073232.2_72618921_23	DN_NC_073236.2_30994185_5	0	79	3	0.1712	0.2019	623	6.43615	0.6	0.1739	0.1739	0.0345653	0.12114			5	23	0.217391	18	0	2	7	0.285714	89	4.49981	0	0.2807	22	22	22	51	51	51	400	400	400	1	0	0	0	0.0126	0.0297	0.02115	3065	8551	5808	0.2807	0.1926	0.2807
BRD3	BRD4	DN_NC_073237.2_130396115_12	DN_NC_073244.2_21687258_9	0	81	2	0.2222	0	0	0	0	0	0	0	0			9	12	0.75	3	0	2	2	1	2	1.09861	0	0.1488	1	1	1	2	51	26.5	46	157	101.5	0.292994	0	0	0	0.003	0.0055	0.00425	1687	5651	3669	0.1488	0.0532	0.1488
BRICD5	MLST8	DN_NC_073242.2_5822452_9	DN_NC_073242.2_5827060_6	0	82	3	0.2247	0.3912	336	5.82008	0.3333	0	0	0.0879026	0.130387			6	9	0.666667	3	0	2	27	0.0740741	149	5.01064	0	0.0857	1	1	1	12	12	12	217	234	225.5	0.92735	0	0	0	0.0036	0.0146	0.0091	838	5872	3355	0.0857	0.0466	0.0857
BTN2A1	BTN2A2	DN_NC_073229.2_44058305_8	DN_NC_073229.2_44135507_8	1	83	4	0.2455	0.7791	2536	7.83874	0.875	0.875	0.875	0.191269	0.681713	0.9476	0.386	8	8	1	0	0	2	13	0.153846	212	5.36129	0	0.1799	3	3	3	22	22	22	400	400	400	1	0	0	0	0.0015	0.0025	0.002	3227	3583	3405	0.1799	0.1164	0.1799
BUD31	PTCD1	DN_NC_073230.2_89389986_8	DN_NC_073230.2_89408091_6	0	86	1	0.2119	0.2128	229	5.43808	0.1667	0	0	0.0450923	0.0354738			6	8	0.75	2	0	2	3	0.666667	83	4.43082	0	0.1863	1	1	1	51	51	51	400	400	400	1	0	1	0.5	0	0.0386	0.0193	1056	6398	3727	0.1863	0.0316	0.1863
C10H12orf56	OOEP	DN_NC_073229.2_97456874_3	DN_NC_073234.2_36991193_12	0	87	2	0.1816	0	0	0	0	0	0	0	0			3	12	0.25	9	0	2	3	0.666667	26	3.29584	0	0.0718	4	51	27.5	51	52	51.5	14	108	61	0.12963	0	1	0.5	0	0.0063	0.00315	1599	3895	2747	0.0718	0.0673	0.0718
C1H1orf146	GLMN	DN_NC_073224.2_147663563_19	DN_NC_073224.2_147715668_5	0	88	3	0.5228	0.5228	1102	7.00579	0.2	0.0526	0.0526	0.27332	0.10456			5	19	0.263158	14	0	2	4	0.5	240	5.4848	0	0.3287	1	1	1	52	52	52	192	267	229.5	0.719101	0	0	0	0	0.023	0.0115	2088	3709	2898.5	0.3287	0.1671	0.3287
C1H1orf56	CDC42SE1	DN_NC_073224.2_105776266_5	DN_NC_073224.2_105784199_2	0	89	4	0.5756	0.576	1542	7.34148	0.5	0	0	0.331546	0.288			2	5	0.4	3	0	2	345	0.0057971	313	5.74939	0	0.1259	1	1	1	28	28	28	313	345	329	0.907246	0	0	0	0.0002	0.0004	0.0003	2657	4016	3336.5	0.1259	0.0904	0.1259
C3H4orf36	LOC101143448	DN_NC_073227.2_107202270_4	DN_NC_073240.2_21986088_4	0	4	1	0.1523	0.3142	464	6.14204	0	0	0	0.0478527	0			4	4	1	0	0	28	65	0.430769	21	3.09104	1	0.3974	1	5	3	1	25	13	10	306	158	0.0326797	1	1	1	0.065	0.1531	0.10905	1457	3169	2313	0.3974	0.2448	0.3974
C3H4orf36	LOC109025730	DN_NC_073224.2_123525276_5	DN_NC_073227.2_107202270_4	0	4	1	0.137	0.3524	468	6.1506	0.2	0	0	0.0482788	0.07048			4	5	0.8	1	0	10	52	0.192308	28	3.3673	1	0.4684	1	1	1	1	51	26	10	207	108.5	0.0483092	0	1	0.5	0.1491	0.1531	0.1511	1308	1457	1382.5	0.4684	0.3974	0.4684
C3H4orf36	LOC129533438	DN_NC_073224.2_219630924_4	DN_NC_073227.2_107202270_4	0	4	1	0.2038	0	0	0	0	0	0	0	0			4	4	1	0	0	3	48	0.0625	16	2.83321	0	0.3974	1	1	1	1	17	9	10	11	10.5	0.909091	0	1	0.5	0.0278	0.1531	0.09045	1457	2983	2220	0.3974	0.1855	0.3974
C3H4orf36	MINPP1	DN_NC_073227.2_107202270_4	DN_NC_073232.2_99830035_5	0	4	1	0.2167	0.2837	419	6.04025	0	0	0	0.0614778	0			4	5	0.8	1	0	10	59	0.169492	29	3.4012	1	0.3974	1	1	1	1	51	26	10	278	144	0.0359712	0	1	0.5	0.0324	0.1531	0.09275	1457	4172	2814.5	0.3974	0.2283	0.3974
C3H4orf36	PDCD5	DN_NC_073227.2_107202270_4	DN_NC_073244.2_43610901_6	0	4	1	0.1448	0.3707	466	6.14633	0.1667	0	0	0.0536774	0.0617957			4	6	0.666667	2	0	31	65	0.476923	16	2.83321	1	0.4805	1	3	2	1	51	26	10	72	41	0.138889	0	1	0.5	0.1374	0.1531	0.14525	1237	1457	1347	0.4805	0.3974	0.4805
C3H4orf36	SEM1	DN_NC_073227.2_107202270_4	DN_NC_073230.2_92132360_3	0	4	1	0.2126	0.3182	470	6.15486	0	0	0	0.0676493	0			3	4	0.75	1	0	6	65	0.0923077	22	3.13549	1	0.3974	1	2	1.5	1	53	27	10	103	56.5	0.0970874	0	1	0.5	0.0896	0.1531	0.12135	1457	1930	1693.5	0.3974	0.3708	0.3974
C3H4orf36	SPC25	DN_NC_073227.2_107202270_4	DN_NC_073235.2_71373985_7	0	4	1	0.1654	0.3449	469	6.15273	0.1429	0	0	0.0570465	0.0492862			4	7	0.571429	3	0	14	65	0.215385	29	3.4012	1	0.4132	1	1	1	1	51	26	10	14	12	0.714286	0	1	0.5	0.1531	0.1709	0.162	1340	1457	1398.5	0.4132	0.3974	0.4132
C4A	C4B	DN_NC_073229.2_49583451_41	DN_NC_073229.2_49609902_41	1	90	1	0.9998	1	5948	8.69098	1	1	1	0.9998	1	0.998	1	41	41	1	0	0	2	4	0.5	1147	7.04578	0	0.0106	2	2	2	3	8	5.5	245	303	274	0.808581	0	0	0	0	0	0	5928	5956	5942	0.0106	0.0105	0.0106
C7H8orf33	LOC129527512	DN_NC_073231.2_150893284_5	DN_NC_073242.2_6296327_3	0	91	1	0.2129	0.6145	915	6.82002	0.3333	0	0	0.130827	0.204813			3	5	0.6	2	0	2	6	0.333333	21	3.09104	0	0.4614	51	51	51	51	52	51.5	86	396	241	0.217172	0	0	0	0.0342	0.0722	0.0532	1469	3973	2721	0.4614	0.2837	0.4614
C9H11orf65	LOC101145464	DN_NC_073233.2_116263271_8	DN_NC_073247.2_147586730_5	0	4	1	0.1376	0.1934	475	6.16542	0	0	0	0.0266118	0			5	8	0.625	3	0	7	65	0.107692	42	3.7612	1	0.4072	1	4	2.5	51	52	51.5	47	56	51.5	0.839286	1	1	1	0.0517	0.1059	0.0788	2436	4754	3595	0.4072	0.1996	0.4072
C9H11orf65	LOC109023154	DN_NC_073233.2_116263271_8	DN_NC_073239.2_123333523_2	0	4	1	0.1467	0.2176	497	6.2106	0	0	0	0.0319219	0			2	8	0.25	6	0	11	65	0.169231	46	3.85015	1	0.2548	1	9	5	52	52	52	47	400	223.5	0.1175	1	1	1	0.0517	0.1109	0.0813	2264	4754	3509	0.2548	0.1996	0.2548
C9H11orf65	LOC109025730	DN_NC_073224.2_123525276_5	DN_NC_073233.2_116263271_8	0	4	1	0.2508	0.3517	467	6.14847	0.2	0	0	0.0882064	0.07034			5	8	0.625	3	0	13	52	0.25	41	3.73767	1	0.4684	1	1	1	51	52	51.5	47	207	127	0.227053	0	1	0.5	0.0517	0.1491	0.1004	1308	4754	3031	0.4684	0.1996	0.4684
C9H11orf65	PDCD5	DN_NC_073233.2_116263271_8	DN_NC_073244.2_43610901_6	0	4	1	0.2665	0.3779	475	6.16542	0.1667	0	0	0.10071	0.0629959			6	8	0.75	2	0	7	65	0.107692	52	3.97029	1	0.4805	1	3	2	51	52	51.5	47	72	59.5	0.652778	0	1	0.5	0.0517	0.1374	0.09455	1237	4754	2995.5	0.4805	0.1996	0.4805
C9H11orf65	SPC25	DN_NC_073233.2_116263271_8	DN_NC_073235.2_71373985_7	0	4	1	0.2449	0.3515	478	6.1717	0.1429	0	0	0.0860824	0.0502293			7	8	0.875	1	0	11	65	0.169231	45	3.82864	1	0.4132	1	1	1	51	52	51.5	14	47	30.5	0.297872	0	1	0.5	0.0517	0.1709	0.1113	1340	4754	3047	0.4132	0.1996	0.4132
CAB39L	LOC101133249	DN_NC_073227.2_16860393_3	DN_NC_073238.2_63928303_2	0	64	2	0.1539	0	0	0	0	0	0	0	0			3	3	1	0	0	2	12	0.166667	10	2.3979	0	0.6879	2	51	26.5	5	51	28	150	400	275	0.375	1	1	1	0.0681	0.1383	0.1032	2566	3641	3103.5	0.6879	0.6802	0.6879
CAND2	RPL32	DN_NC_086017.1_22612673_15	DN_NC_086017.1_22648299_4	0	95	2	0.4415	0.4415	1920	7.5606	0.0667	0	0	0.194922	0.029448			4	15	0.266667	11	0	2	188	0.0106383	387	5.96101	0	0.1566	1	1	1	52	52	52	400	400	400	1	0	0	0	0.0088	0.0116	0.0102	4329	5651	4990	0.1566	0.1092	0.1566
CANX	HMGB3	DN_NC_073228.2_183658467_2	DN_NC_073247.2_162650382_5	0	96	3	0.4859	0.7031	450	6.11147	0.5	0.4	0.4	0.341636	0.35155			2	5	0.4	3	0	2	4	0.5	22	3.13549	0	0.1268	16	33	24.5	35	35	35	209	377	293	0.554377	0	0	0	0	0.0037	0.00185	620	3561	2090.5	0.1268	0.0781	0.1268
CAPS2	RAPH1	DN_NC_073234.2_90680832_2	DN_NC_073235.2_106111443_2	0	97	3	0.1834	0	0	0	0	0	0	0	0			2	2	1	0	0	3	7	0.428571	4	1.60944	0	0.745	1	51	26	51	51	51	46	93	69.5	0.494624	1	1	1	0.0684	0.133	0.1007	1725	1819	1772	0.745	0.6441	0.745
CARD16	LOC101136563	DN_NC_073233.2_112912081_9	DN_NC_073233.2_112925764_3	0	98	4	0.1444	0.1444	288	5.66643	0.6667	0.1111	0.1111	0.0208514	0.0962715			3	9	0.333333	6	0	2	3	0.666667	46	3.85015	0	0.2255	4	4	4	52	52	52	27	32	29.5	0.84375	0	0	0	0	0.0226	0.0113	1975	2792	2383.5	0.2255	0.1985	0.2255
CASP3	CGREF1	DN_NC_073227.2_205610166_3	DN_NC_073236.2_112799498_6	0	99	2	0.2026	0	0	0	0	0	0	0	0			3	6	0.5	3	0	6	28	0.214286	14	2.70805	1	0.3436	2	6	4	51	52	51.5	13	400	206.5	0.0325	0	1	0.5	0.0483	0.0527	0.0505	1510	3398	2454	0.3436	0.3148	0.3436
CCDC144A	LOC109026769	DN_NC_073228.2_79926211_12	DN_NC_073228.2_83434996_12	1	101	1	0.3998	1.0048	3536	8.17103	1	0.9167	0.9167	0.401719	1.0048	0.9707	0.658	12	12	1	0	0	2	4	0.5	564	6.33683	0	0.1903	3	3	3	52	52	52	400	400	400	1	0	0	0	0	0.0295	0.01475	3431	4374	3902.5	0.1903	0.1248	0.1903
CCDC152	SELENOP	DN_NC_073243.2_69046517_5	DN_NC_073243.2_69056468_9	1	4	1	0.4776	0.4768	1673	7.42297	0.1111	0	0	0.22772	0.0529725	1	0.463	5	9	0.555556	4	0	2	231	0.00865801	401	5.99645	0	0.289	1	1	1	51	51	51	400	400	400	1	0	0	0	0.0218	0.0375	0.02965	3489	6979	5234	0.289	0.214	0.289
CCDC92	IL20RB	DN_NC_073234.2_139370404_3	DN_NC_086017.1_148168205_5	0	102	1	0.1788	0.3442	820	6.71052	0.2	0	0	0.061543	0.06884			3	5	0.6	2	0	2	19	0.105263	38	3.66356	0	0.3988	1	51	26	52	52	52	49	106	77.5	0.462264	0	0	0	0.0318	0.056	0.0439	2357	5698	4027.5	0.3988	0.1906	0.3988
CCNH	RASA1	DN_NC_073228.2_91400267_25	DN_NC_073228.2_91522397_9	0	104	1	0.6116	0.6114	3641	8.20029	0.1111	0.04	0.04	0.373932	0.0679265			9	25	0.36	16	0	2	14	0.142857	792	6.67582	0	0.1484	1	1	1	51	51	51	371	400	385.5	0.9275	0	0	0	0.0005	0.0007	0.0006	5935	7358	6646.5	0.1484	0.1399	0.1484
CCPG1	LDLR	DN_NC_073240.2_56108341_2	DN_NC_073244.2_17124484_18	0	105	2	0.1432	0	0	0	0	0	0	0	0			2	18	0.111111	16	0	9	503	0.0178926	13	2.63906	1	0.4125	1	1	1	2	52	27	61	167	114	0.365269	0	1	0.5	0.0372	0.0932	0.0652	923	4625	2774	0.4125	0.1791	0.4125
CCPG1	PRXL2A	DN_NC_073232.2_92781991_6	DN_NC_073240.2_56108341_2	0	105	2	0.211	0	0	0	0	0	0	0	0			2	6	0.333333	4	0	5	503	0.00994036	12	2.56495	1	0.4125	1	3	2	51	52	51.5	61	400	230.5	0.1525	0	1	0.5	0.0732	0.0932	0.0832	923	2856	1889.5	0.4125	0.2375	0.4125
CDK4	TSPAN31	DN_NC_073234.2_43619064_8	DN_NC_073234.2_43623304_5	0	108	2	0.5438	0.5358	1009	6.91771	0.2	0.125	0.125	0.291368	0.10716			5	8	0.625	3	0	2	503	0.00397614	237	5.47227	0	0.2337	1	1	1	51	51	51	178	336	257	0.529762	0	1	0.5	0.044	0.0671	0.05555	1863	3089	2476	0.2337	0.1766	0.2337
CDR2	LOC101131923	DN_NC_073242.2_21170576_8	DN_NC_073242.2_21650759_11	0	109	3	0.3045	0.4426	891	6.79347	0.5	0.3636	0.3636	0.134772	0.2213			8	11	0.727273	3	0	2	497	0.00402414	208	5.34233	0	0.0532	5	9	7	47	51	49	400	400	400	1	0	0	0	0.0058	0.013	0.0094	1993	3250	2621.5	0.0532	0.0394	0.0532
CDRT4	TVP23B	DN_NC_073228.2_81446275_7	DN_NC_073243.2_30823221_7	1	110	3	0.2413	0.511	1692	7.43426	0.1429	0.1429	0.1429	0.123304	0.0730219	0.9853	0	7	7	1	0	0	2	426	0.00469484	432	6.07074	0	0.2745	3	3	3	8	51	29.5	400	400	400	1	1	1	1	0.0217	0.0382	0.02995	3268	3971	3619.5	0.2745	0.232	0.2745
CENPP	IPPK	DN_NC_073237.2_89073528_3	DN_NC_073237.2_89075402_13	1	111	4	0.8865	0.8865	2874	7.96381	0.3333	0.0769	0.0769	0.785882	0.29547	1	0.174	3	13	0.230769	10	0	2	7	0.285714	597	6.39359	0	0.0444	2	2	2	51	51	51	258	270	264	0.955556	1	1	1	0	0	0	3222	4801	4011.5	0.0444	0.0348	0.0444
CENPU	PRIMPOL	DN_NC_073227.2_205644909_14	DN_NC_073227.2_205687695_12	0	112	1	0.2158	0.214	482	6.18002	0.0714	0	0	0.0461812	0.0152796			12	14	0.857143	2	0	2	3	0.666667	88	4.48864	0	0.208	2	2	2	52	52	52	188	203	195.5	0.926108	0	0	0	0	0.0319	0.01595	2232	4634	3433	0.208	0.0777	0.208
CEP192	LOC129533419	DN_NC_073228.2_182473921_9	DN_NC_073241.2_37141428_27	0	113	3	0.1453	0	0	0	0	0	0	0	0			9	27	0.333333	18	0	3	3	1	3	1.38629	0	0.0845	1	4	2.5	51	51	51	104	314	209	0.33121	0	0	0	0	0.0043	0.00215	1625	4687	3156	0.0845	0.0631	0.0845
CEP57	MTMR2	DN_NC_073233.2_103702122_11	DN_NC_073233.2_103744968_15	0	114	2	0.5439	0.5439	2597	7.8625	0.0667	0	0	0.295827	0.0362781			11	15	0.733333	4	0	2	5	0.4	562	6.33328	0	0.1224	2	5	3.5	6	16	11	400	400	400	1	0	1	0.5	0	0.0019	0.00095	4755	7886	6320.5	0.1224	0.0974	0.1224
CEP76	PSMG2	DN_NC_073241.2_37538314_7	DN_NC_073241.2_37560383_12	0	115	3	0.3001	0.2988	678	6.52062	0.1429	0	0	0.0896699	0.0426985			7	12	0.583333	5	0	2	503	0.00397614	146	4.99043	0	0.2345	1	1	1	2	3	2.5	279	283	281	0.985866	0	0	0	0.039	0.0454	0.0422	2249	5100	3674.5	0.2345	0.2151	0.2345
CES1	LOC115931015	DN_NC_073242.2_84833963_14	DN_NC_073242.2_84922514_14	1	116	3	0.7709	0.9729	2085	7.643	1	1	1	0.750009	0.9729	0.9216	0.945	14	14	1	0	0	2	5	0.4	185	5.22575	0	0.0401	4	4	4	51	51	51	400	400	400	1	0	0	0	0	0	0	2123	2189	2156	0.0401	0.0398	0.0401
CGREF1	GGCT	DN_NC_073230.2_37931018_4	DN_NC_073236.2_112799498_6	0	99	2	0.131	0	0	0	0	0	0	0	0			4	6	0.666667	2	0	3	28	0.107143	11	2.48491	0	0.3148	3	6	4.5	51	52	51.5	13	91	52	0.142857	0	0	0	0.0456	0.0483	0.04695	1510	3770	2640	0.3148	0.2964	0.3148
CGREF1	LOC134756666	DN_NC_073235.2_94365284_2	DN_NC_073236.2_112799498_6	0	99	2	0.2135	0	0	0	0	0	0	0	0			2	6	0.333333	4	0	3	28	0.107143	14	2.70805	0	0.3148	6	19	12.5	51	52	51.5	13	74	43.5	0.175676	0	1	0.5	0.0387	0.0483	0.0435	1510	2922	2216	0.3148	0.2383	0.3148
CGREF1	OTULINL	DN_NC_073236.2_112799498_6	DN_NC_073243.2_97413463_8	0	99	2	0.1568	0	0	0	0	0	0	0	0			6	8	0.75	2	0	11	22	0.5	3	1.38629	1	0.3148	1	6	3.5	51	51	51	13	148	80.5	0.0878378	0	1	0.5	0.0198	0.0483	0.03405	1510	9919	5714.5	0.3148	0.2197	0.3148
CHEK2	LOC101136352	DN_NC_073240.2_23210840_6	DN_NC_086018.1_26719433_15	0	118	4	0.2828	0.7071	700	6.55251	0.8333	0.3333	0.3333	0.199968	0.589226			6	15	0.4	9	0	2	5	0.4	99	4.60517	0	0.0945	8	8	8	36	52	44	223	259	241	0.861004	0	0	0	0	0.0055	0.00275	969	2718	1843.5	0.0945	0.0859	0.0945
CHEK2	LOC101152610	DN_NC_073240.2_21601841_7	DN_NC_086018.1_26719433_15	1	118	4	0.2914	0.8668	833	6.72623	0.8571	0.3333	0.3333	0.252586	0.742934	0.9475	0.169	7	15	0.466667	8	0	3	5	0.6	99	4.60517	0	0.0945	8	8	8	36	52	44	223	231	227	0.965368	0	0	0	0	0.0055	0.00275	941	2718	1829.5	0.0945	0.0635	0.0945
CHEK2	LOC129527660	DN_NC_073242.2_37476471_6	DN_NC_086018.1_26719433_15	0	118	4	0.3387	0.7035	700	6.55251	0.8333	0.3333	0.3333	0.238275	0.586227			6	15	0.4	9	0	2	5	0.4	94	4.55388	0	0.1015	8	8	8	36	52	44	223	225	224	0.991111	0	0	0	0	0.0055	0.00275	959	2718	1838.5	0.1015	0.0945	0.1015
CHM	OPN3	DN_NC_073224.2_13850922_2	DN_NC_073247.2_97674612_15	0	119	4	0.2699	0	0	0	0	0	0	0	0			2	15	0.133333	13	0	2	4	0.5	19	2.99573	0	0.1808	1	1	1	2	52	27	84	127	105.5	0.661417	0	0	0	0	0.0251	0.01255	3433	3508	3470.5	0.1808	0.0788	0.1808
CHRNA3	PCCA	DN_NC_073238.2_114796219_2	DN_NC_073240.2_79492690_6	0	120	4	0.1533	0	0	0	0	0	0	0	0			2	6	0.333333	4	0	5	285	0.0175439	5	1.79176	1	0.3379	1	16.5	8.75	51	51	51	26	252	139	0.103175	0	0	0	0.048	0.0926	0.0703	1004	5872	3438	0.3379	0.2626	0.3379
CHST6	TMEM231	DN_NC_073242.2_105982851_4	DN_NC_073242.2_106027382_7	0	121	1	0.5166	0.5206	1684	7.42952	0.5	0.5	0.5	0.268942	0.2603			4	6	0.666667	2	0	2	4	0.5	320	5.77144	0	0.2246	2	2	2	5	10	7.5	289	295	292	0.979661	1	1	1	0.01	0.0245	0.01725	3215	6085	4650	0.2246	0.1073	0.2246
CKLF	GSTM2	DN_NC_073224.2_130406472_4	DN_NC_073242.2_95678785_4	0	124	4	0.1305	0	0	0	0	0	0	0	0			4	4	1	0	0	6	503	0.0119284	29	3.4012	1	0.8909	1	7	4	51	52	51.5	42	192	117	0.21875	0	1	0.5	0.0516	0.2689	0.16025	1941	4493	3217	0.8909	0.3264	0.8909
CLMP	LOC101134145	DN_NC_073231.2_53708239_3	DN_NC_073233.2_130995027_7	0	127	1	0.1489	0	0	0	0	0	0	0	0			3	7	0.428571	4	0	4	426	0.00938967	8	2.19722	0	0.4106	1	1	1	5	15	10	14	31	22.5	0.451613	0	0	0	0.0292	0.1141	0.07165	920	4864	2892	0.4106	0.2402	0.4106
CLN8	METTL2B	DN_NC_073230.2_137552467_7	DN_NC_073231.2_6126395_2	0	128	2	0.1418	0	0	0	0	0	0	0	0			2	7	0.285714	5	0	4	199	0.0201005	15	2.77259	0	0.5446	2	10	6	51	51	51	19	125	72	0.152	0	0	0	0.1013	0.1136	0.10745	1954	3426	2690	0.5446	0.4239	0.5446
CNTNAP3C	LOC101143875	DN_NC_073236.2_33289090_9	DN_NC_073237.2_23692487_10	0	131	4	0.3548	0.7301	1961	7.58172	0.9	0.8889	0.8889	0.259039	0.65709	0.6267	0.572	9	10	0.9	1	0	2	5	0.4	905	6.80904	0	0.2056	3	3	3	52	52	52	254	279	266.5	0.910394	0	1	0.5	0.0056	0.0199	0.01275	2666	5538	4102	0.2056	0.1657	0.2056
CNTNAP3C	LOC115933307	DN_NC_073236.2_33289090_9	DN_NC_073237.2_30061699_3	0	131	4	0.1558	0.1744	683	6.52796	0.6667	0.2222	0.2222	0.0271715	0.116272	0.7041	0.817	3	9	0.333333	6	0	2	4	0.5	88	4.48864	0	0.3399	3	3	3	51	52	51.5	216	279	247.5	0.774194	1	1	1	0.0056	0.0378	0.0217	3864	5538	4701	0.3399	0.2056	0.3399
COG1	SSTR2	DN_NC_073228.2_18779384_3	DN_NC_073228.2_18798859_2	0	132	3	0.5916	0.592	1477	7.29845	0.6667	0	0	0.350227	0.394686			2	3	0.666667	1	0	2	4	0.5	338	5.826	0	0.2107	1	1	1	52	52	52	69	70	69.5	0.985714	0	0	0	0	0.0526	0.0263	2475	4224	3349.5	0.2107	0.0429	0.2107
COG1	VCF1	DN_NC_073228.2_18740149_2	DN_NC_073228.2_18761647_14	0	132	3	0.5477	0.5447	1455	7.28345	0.5	0.0714	0.0714	0.298332	0.27235			2	14	0.142857	12	0	2	27	0.0740741	290	5.67332	0	0.091	1	1	1	3	3	3	400	400	400	1	0	1	0.5	0	0	0	2651	5097	3874	0.091	0.0416	0.091
