gene_a	gene_b	block_ident	concentration	total_frac	ident_disp
GIMAP4	PDCD5	0.9639	1.0000	0.3747	0.0466
GIMAP4	SEM1	0.9492	1.0000	0.2421	0.0378
GIMAP4	SPC25	0.9448	1.0000	0.3463	0.0279
GLB1	GLB1L	0.0000	0.0000	0.0000	0.0000
GLIPR1	KRR1	1.0000	1.0000	0.4333	0.0000
GLMP	TMEM79	1.0000	1.0000	0.3675	0.0000
GLT8D2	TDG	1.0000	1.0000	0.6238	0.0000
GLUD1	GLUD2	0.9618	1.0000	0.8402	0.0513
GMNN	LOC129527626	0.0000	0.0000	0.0000	0.0000
GMNN	LOC134757427	0.0000	0.0000	0.0000	0.0000
GMNN	LOC134757432	0.0000	0.0000	0.0000	0.0000
GNAI1	GNAI3	0.0000	0.0000	0.0000	0.0000
GNAL	GNAS	0.0000	0.0000	0.0000	0.0000
GNB1	GNB2	0.0000	0.0000	0.0000	0.0000
GNG5	RPF1	1.0000	1.0000	0.6273	0.0000
GPAT3	GPAT4	0.0000	0.0000	0.0000	0.0000
GPAT4	LOC101133668	0.9756	1.0000	0.8579	0.0258
GPN1	SUPT7L	1.0000	1.0000	0.6197	0.0000
GPR89A	LOC101128637	0.9105	1.0000	1.0877	0.0152
GRIA1	GRIA4	0.0000	0.0000	0.0000	0.0000
GRK2	GRK3	0.0000	0.0000	0.0000	0.0000
GRTP1	LAMP1	1.0000	1.0000	0.6147	0.0000
GSTM1	GSTM3	0.0000	0.0000	0.0000	0.0000
GSTM1	GSTM4	0.9186	0.5458	0.7999	0.0877
GSTM1	GSTM5	0.9403	1.0000	0.5565	0.0594
GSTM1	LOC129530196	0.8733	1.0000	0.4821	0.0548
GSTM2	LOC101126097	0.8752	1.0000	0.9984	0.3029
GSTM2	LOC101129940	0.9745	1.0000	1.0214	0.1247
GSTM2	LOC101131274	0.8430	1.0000	0.9713	0.2181
GSTM2	LOC101135585	0.9868	1.0000	0.6547	0.0369
GSTM2	LOC101140579	0.0000	0.0000	0.0000	0.0000
GSTM2	LOC109023809	0.9688	1.0000	1.0181	0.1123
GSTM2	LOC109026404	0.8898	1.0000	0.3265	0.0538
GSTM2	LOC115930164	0.8897	1.0000	0.8901	0.1279
GSTM2	LOC115930576	0.8422	0.7631	1.2714	0.2168
GSTM2	LOC115932735	0.9042	0.5306	0.3277	0.0694
GSTM2	LOC115932984	0.9859	0.6230	1.0094	0.0367
GSTM2	LOC115933235	0.9936	1.0000	1.0000	0.0130
GSTM2	LOC115933241	0.9676	0.8247	0.9881	0.0292
GSTM2	LOC115935025	0.0000	0.0000	0.0000	0.0000
GSTM2	LOC129525330	0.9841	1.0000	0.6135	0.0139
GSTM2	LOC129525331	0.9812	1.0000	0.5952	0.0242
GSTM2	LOC129525599	0.9746	1.0000	0.8251	0.0273
GSTM2	LOC129532045	0.0000	0.0000	0.0000	0.0000
GSTM2	LOC134756861	0.9771	1.0000	0.8251	0.0282
GSTM2	LOC134756922	0.9838	1.0000	1.0000	0.0179
GSTM2	LOC134757399	0.8914	1.0000	0.4143	0.0455
GSTM2	SEC22B	0.9636	1.0000	1.0212	0.1235
GSTM2	SNX14	0.9393	0.5422	0.6275	0.0359
GSTM2	TRIP13	0.9131	1.0000	0.3212	0.0129
GSTM2	WDR64	0.0000	0.0000	0.0000	0.0000
GSTM2	XAF1	0.0000	0.0000	0.0000	0.0000
GSTM3	GSTM4	0.0000	0.0000	0.0000	0.0000
GSTM3	GSTM5	0.0000	0.0000	0.0000	0.0000
GSTM4	GSTM5	0.9053	1.0000	0.4365	0.0906
GTF3A	MTIF3	1.0000	1.0000	0.1981	0.0000
H1-4	LOC101133280	0.9321	1.0000	0.1415	0.0398
HARS1	LOC101146509	1.0000	1.0000	0.2220	0.0000
HCFC1R1	THOC6	1.0000	1.0000	0.4737	0.0000
HCK	LCK	0.0000	0.0000	0.0000	0.0000
HDGFL3	TM6SF1	1.0000	1.0000	0.5986	0.0000
HERC2	LOC109023386	0.9500	1.0000	0.2243	0.0496
HERC2	LOC115930830	0.9052	1.0000	0.6675	0.1908
HERC2	LOC129527054	0.9901	1.0000	0.9029	0.0200
HERC2	LOC129527072	0.9105	1.0000	0.8098	0.0574
HERC5	HERC6	0.0000	0.0000	0.0000	0.0000
HIGD1A	SDHAF4	0.0000	0.0000	0.0000	0.0000
HIVEP1	LOC129532538	0.0000	0.0000	0.0000	0.0000
HIVEP1	LOC129532539	0.0000	0.0000	0.0000	0.0000
HIVEP1	TNFRSF10B	0.0000	0.0000	0.0000	0.0000
HK1	HK2	0.0000	0.0000	0.0000	0.0000
HK1	HKDC1	0.0000	0.0000	0.0000	0.0000
HK2	HKDC1	0.0000	0.0000	0.0000	0.0000
HMGN2	LOC129533754	0.9338	1.0000	0.3792	0.0489
HNRNPA1	LOC101136459	0.9778	1.0000	0.5866	0.0235
HNRNPF	HNRNPH1	0.0000	0.0000	0.0000	0.0000
HNRNPF	HNRNPH2	0.0000	0.0000	0.0000	0.0000
HNRNPH1	HNRNPH2	0.8872	1.0000	0.5292	0.0431
HPCAL1	HPCAL4	0.0000	0.0000	0.0000	0.0000
HSCB	NBEAL1	0.0000	0.0000	0.0000	0.0000
HSP90AA1	HSP90AB1	0.0000	0.0000	0.0000	0.0000
HSPA12A	HSPA12B	0.0000	0.0000	0.0000	0.0000
HSPA1L	HSPA2	0.0000	0.0000	0.0000	0.0000
HSPA1L	HSPA8	0.0000	0.0000	0.0000	0.0000
HSPA1L	LOC101131586	0.8384	0.8174	0.6935	0.0958
HSPA2	HSPA8	0.0000	0.0000	0.0000	0.0000
HSPA2	LOC101131586	0.8341	1.0000	0.4992	0.0591
HSPA4L	HSPH1	0.0000	0.0000	0.0000	0.0000
HTRA1	HTRA3	0.0000	0.0000	0.0000	0.0000
HYAL3	NAA80	0.0000	0.0000	0.0000	0.0000
IFITM1	IFITM2	1.0000	1.0000	0.8782	0.0000
IFITM1	LOC101128980	0.0000	0.0000	0.0000	0.0000
IFITM1	LOC134758331	0.0000	0.0000	0.0000	0.0000
IFITM1	VCF2	0.0000	0.0000	0.0000	0.0000
IFITM2	LOC101128980	0.9165	1.0000	0.8394	0.0443
IFT20	TMEM97	1.0000	1.0000	0.4655	0.0000
IGBP1	IGBP1C	0.9095	1.0000	0.7309	0.0453
IGSF3	LOC129526379	0.9726	1.0000	0.4585	0.0267
IKBKG	LOC115932121	1.0000	1.0000	0.7547	0.0000
IKZF5	PSTK	1.0000	1.0000	0.8866	0.0000
IL20RB	LOC129524788	0.8026	1.0000	0.3275	0.2454
IL20RB	LOC129533004	0.8899	1.0000	0.2897	0.0600
IL20RB	SLC37A2	0.9052	1.0000	0.2968	0.0456
IL37	XIAP	0.7720	1.0000	0.8389	0.3269
ILF2	SNAPIN	1.0000	1.0000	0.4070	0.0000
INTS6	INTS6L	0.0000	0.0000	0.0000	0.0000
INTS6L	SAGE1	0.0000	0.0000	0.0000	0.0000
IPO5	RANBP6	0.0000	0.0000	0.0000	0.0000
IPO7	IPO8	0.0000	0.0000	0.0000	0.0000
IQUB	LOC101134045	0.9405	1.0000	0.3469	0.0444
IQUB	LOC129526638	0.8055	1.0000	0.6582	0.0499
IRF5	IRF6	0.0000	0.0000	0.0000	0.0000
ITPR1	ITPR2	0.0000	0.0000	0.0000	0.0000
ITSN1	LOC101150644	0.0000	0.0000	0.0000	0.0000
JADE1	JADE2	0.0000	0.0000	0.0000	0.0000
JAG1	JAG2	0.0000	0.0000	0.0000	0.0000
JMJD8	STUB1	0.8660	1.0000	0.4650	0.0000
KAT2A	KAT2B	0.0000	0.0000	0.0000	0.0000
KAT5	RNASEH2C	0.7853	1.0000	0.4531	0.0000
KAT6A	KAT6B	0.0000	0.0000	0.0000	0.0000
KCNIP1	RPL14	0.0000	0.0000	0.0000	0.0000
KDM4A	KDM4C	0.0000	0.0000	0.0000	0.0000
KDM5B	KDM5D	0.0000	0.0000	0.0000	0.0000
KDM5C	KDM5D	0.8502	1.0000	0.6332	0.0915
KDM7A	PHF8	0.0000	0.0000	0.0000	0.0000
KDM8	LOC129523519	0.9990	1.0000	1.0000	0.0044
KHDC1	RPSA	0.0000	0.0000	0.0000	0.0000
KHNYN	SDR39U1	1.0000	1.0000	0.5962	0.0000
KIF27	LOC115935769	0.9783	1.0000	0.4060	0.0247
KIF3B	KIF3C	0.0000	0.0000	0.0000	0.0000
KLC1	KLC3	0.0000	0.0000	0.0000	0.0000
KLC2	KLC4	0.0000	0.0000	0.0000	0.0000
KLC3	KLC4	0.0000	0.0000	0.0000	0.0000
KLHL3	LOC129527528	0.9055	1.0000	0.1653	0.0462
KLHL3	LOC134756955	0.9374	1.0000	0.1680	0.0199
KLHL3	ORC4	0.9593	1.0000	0.1669	0.0231
KLHL33	LOC109025730	0.9306	1.0000	0.3471	0.0401
KLHL33	MMP24OS	0.9427	1.0000	0.2413	0.0372
KLHL33	PDCD5	0.9467	1.0000	0.3731	0.0314
KLHL33	SEM1	0.9599	1.0000	0.2431	0.0206
KLHL33	SPC25	0.9492	1.0000	0.3471	0.0389
KMT2C	LOC129526385	0.9778	1.0000	0.3125	0.0167
KMT2C	LOC129526398	0.9791	1.0000	0.2942	0.0177
KMT2C	LOC129526957	0.9764	1.0000	0.1895	0.0203
KMT2C	LOC134757216	0.9764	1.0000	0.1994	0.0203
KRBOX4	ZNF300	0.0000	0.0000	0.0000	0.0000
KRBOX4	ZNF674	0.9673	1.0000	0.3636	0.0511
KRBOX5	ZNF267	0.0000	0.0000	0.0000	0.0000
KRCC1	ZMAT1	0.0000	0.0000	0.0000	0.0000
KRT18	LOC101153891	0.9069	1.0000	0.8792	0.0415
KRT18	LOC109026917	0.8992	1.0000	0.8890	0.0496
KRT4	KRT7	0.0000	0.0000	0.0000	0.0000
KRT4	KRT8	0.0000	0.0000	0.0000	0.0000
KRT4	LOC101136203	0.0000	0.0000	0.0000	0.0000
KRT7	KRT8	0.0000	0.0000	0.0000	0.0000
KRT7	LOC101136203	0.0000	0.0000	0.0000	0.0000
KRT7	LOC109029034	0.0000	0.0000	0.0000	0.0000
KRT7	TTBK2	0.0000	0.0000	0.0000	0.0000
KRT8	LOC101136203	0.0000	0.0000	0.0000	0.0000
KRT8	LOC109029034	0.0000	0.0000	0.0000	0.0000
KRT8	TTBK2	0.9054	1.0000	0.6877	0.0526
KYAT3	RBMX	0.9389	1.0000	0.9860	0.0468
L2HGDH	LOC129527528	0.9263	1.0000	0.2188	0.0461
L2HGDH	LOC134756955	0.9621	1.0000	0.1924	0.0328
LAGE3	LOC101137029	0.8848	1.0000	0.8799	0.0508
LAMTOR3	RPS26	0.0000	0.0000	0.0000	0.0000
LARP1B	LOC101126300	0.8987	1.0000	0.2602	0.2057
LARP1B	LOC109028759	0.0000	0.0000	0.0000	0.0000
LARP1B	LOC129523694	0.0000	0.0000	0.0000	0.0000
LARP1B	LOC129533256	0.9940	1.0000	0.1883	0.0092
LARP1B	NUPR2	0.0000	0.0000	0.0000	0.0000
LCP1	PLS1	0.0000	0.0000	0.0000	0.0000
LDHA	LDHC	0.0000	0.0000	0.0000	0.0000
LDHAL6A	LDHC	0.0000	0.0000	0.0000	0.0000
LDHC	XRCC2	0.0000	0.0000	0.0000	0.0000
LHX2	LHX9	0.0000	0.0000	0.0000	0.0000
LIMK1	LIMK2	0.0000	0.0000	0.0000	0.0000
LIMS1	LOC101146691	0.9537	1.0000	0.9074	0.1369
LINC02693	LOC109025320	0.9370	1.0000	1.0208	0.1159
LINC02693	LOC129527663	0.9904	1.0000	1.0082	0.0065
LIPA	LOC109025730	0.9201	1.0000	0.3486	0.0324
LIPA	PDCD5	0.9447	1.0000	0.3739	0.0469
LIPA	SPC25	0.9426	1.0000	0.3456	0.0340
LIPK	RNLS	1.0000	1.0000	0.8582	0.0000
LOC101123674	PCCA	0.0000	0.0000	0.0000	0.0000
LOC101123872	LOC129523667	0.9884	1.0000	0.1413	0.0098
LOC101123934	SLC2A14	0.9437	1.0000	0.9256	0.0310
LOC101123970	LOC129527614	0.9961	1.0000	1.0000	0.0080
LOC101123988	LOC101124778	0.0000	0.0000	0.0000	0.0000
LOC101123988	LOC101128106	0.0000	0.0000	0.0000	0.0000
LOC101123988	LOC101128844	0.6993	1.0000	0.8657	0.3003
LOC101123988	LOC101129171	0.8265	0.6680	0.8833	0.0728
LOC101123988	LOC101133668	0.7141	1.0000	0.6287	0.1975
LOC101123988	LOC101136009	0.0000	0.0000	0.0000	0.0000
LOC101123988	LOC101137462	0.7774	1.0000	0.6770	0.0580
LOC101123988	LOC101141027	0.8192	1.0000	0.7526	0.0613
LOC101123988	LOC101142646	0.7859	1.0000	0.5485	0.0566
LOC101123988	LOC101144119	0.0000	0.0000	0.0000	0.0000
LOC101123988	LOC101144471	0.0000	0.0000	0.0000	0.0000
LOC101123988	LOC101144838	0.7293	1.0000	0.6441	0.0651
LOC101123988	LOC101145945	0.7764	1.0000	0.6645	0.0639
LOC101123988	LOC101146634	0.7748	0.5855	0.5485	0.2271
LOC101123988	LOC101147715	0.8492	1.0000	0.3537	0.0687
LOC101123988	LOC101151892	0.0000	0.0000	0.0000	0.0000
LOC101123988	LOC101152401	0.0000	0.0000	0.0000	0.0000
LOC101123988	LOC101153126	0.8343	1.0000	0.6502	0.0671
LOC101123988	LOC101153131	0.0000	0.0000	0.0000	0.0000
LOC101123988	LOC109026610	0.0000	0.0000	0.0000	0.0000
LOC101123988	LOC115930172	0.7486	1.0000	0.6864	0.0662
LOC101123988	LOC115931567	0.8107	1.0000	0.5883	0.0650
LOC101123988	LOC115931568	0.7460	1.0000	0.6090	0.0787
LOC101123988	LOC115931576	0.7894	1.0000	0.6817	0.0665
LOC101123988	LOC115931654	0.0000	0.0000	0.0000	0.0000
LOC101123988	LOC115931857	0.0000	0.0000	0.0000	0.0000
LOC101123988	LOC129527827	0.7887	1.0000	0.6914	0.0669
LOC101123988	LOC129528947	0.7894	1.0000	0.6953	0.0606
LOC101123988	ZNF141	0.0000	0.0000	0.0000	0.0000
LOC101123988	ZNF195	0.0000	0.0000	0.0000	0.0000
LOC101123988	ZNF254	0.0000	0.0000	0.0000	0.0000
LOC101123988	ZNF267	0.0000	0.0000	0.0000	0.0000
LOC101123988	ZNF273	0.8461	1.0000	0.6026	0.0695
LOC101123988	ZNF28	0.0000	0.0000	0.0000	0.0000
LOC101123988	ZNF429	0.7843	1.0000	0.5398	0.0499
LOC101123988	ZNF43	0.7336	1.0000	0.8117	0.2942
LOC101123988	ZNF430	0.7684	1.0000	0.6430	0.0589
LOC101123988	ZNF468	0.0000	0.0000	0.0000	0.0000
LOC101123988	ZNF486	0.0000	0.0000	0.0000	0.0000
LOC101123988	ZNF506	0.0000	0.0000	0.0000	0.0000
LOC101123988	ZNF519	0.0000	0.0000	0.0000	0.0000
LOC101123988	ZNF528	0.0000	0.0000	0.0000	0.0000
LOC101123988	ZNF595	0.0000	0.0000	0.0000	0.0000
LOC101123988	ZNF600	0.0000	0.0000	0.0000	0.0000
LOC101123988	ZNF616	0.0000	0.0000	0.0000	0.0000
LOC101123988	ZNF626	0.8452	1.0000	0.3262	0.0590
LOC101123988	ZNF675	0.7740	1.0000	0.8924	0.2341
LOC101123988	ZNF678	0.0000	0.0000	0.0000	0.0000
LOC101123988	ZNF680	0.7065	1.0000	0.6942	0.0676
LOC101123988	ZNF681	0.8111	1.0000	0.6917	0.1690
LOC101123988	ZNF682	0.0000	0.0000	0.0000	0.0000
LOC101123988	ZNF695	0.0000	0.0000	0.0000	0.0000
LOC101123988	ZNF721	0.0000	0.0000	0.0000	0.0000
LOC101123988	ZNF723	0.7817	1.0000	0.4154	0.0604
LOC101123988	ZNF727	0.0000	0.0000	0.0000	0.0000
LOC101123988	ZNF736	0.0000	0.0000	0.0000	0.0000
LOC101123988	ZNF761	0.0000	0.0000	0.0000	0.0000
LOC101123988	ZNF808	0.0000	0.0000	0.0000	0.0000
LOC101123988	ZNF813	0.0000	0.0000	0.0000	0.0000
LOC101123988	ZNF83	0.0000	0.0000	0.0000	0.0000
LOC101123988	ZNF836	0.0000	0.0000	0.0000	0.0000
LOC101123988	ZNF841	0.0000	0.0000	0.0000	0.0000
LOC101123988	ZNF91	0.8003	0.6973	1.0337	0.0735
LOC101123988	ZNF92	0.7758	1.0000	0.6627	0.0545
LOC101124026	LOC101141789	0.9977	1.0000	0.9982	0.0152
LOC101124243	NOM1	0.9740	1.0000	0.9997	0.0272
LOC101124545	LOC129526151	0.9949	1.0000	0.2055	0.0088
LOC101124557	LOC129527512	0.8473	1.0000	0.6158	0.0452
LOC101124572	LOC101124938	0.0000	0.0000	0.0000	0.0000
LOC101124572	LOC101125671	0.0000	0.0000	0.0000	0.0000
LOC101124572	LOC101126623	0.0000	0.0000	0.0000	0.0000
LOC101124572	LOC101134211	0.0000	0.0000	0.0000	0.0000
LOC101124683	LOC115930071	0.9997	1.0000	1.0000	0.0025
LOC101124732	LOC101145690	0.9337	1.0000	0.5759	0.0385
LOC101124732	LOC101153504	0.0000	0.0000	0.0000	0.0000
LOC101124732	LOC109024193	0.0000	0.0000	0.0000	0.0000
LOC101124732	LOC115930105	0.0000	0.0000	0.0000	0.0000
LOC101124732	ZIK1	0.0000	0.0000	0.0000	0.0000
LOC101124732	ZNF132	0.0000	0.0000	0.0000	0.0000
LOC101124732	ZNF134	0.0000	0.0000	0.0000	0.0000
LOC101124732	ZNF154	0.0000	0.0000	0.0000	0.0000
LOC101124732	ZNF256	0.0000	0.0000	0.0000	0.0000
LOC101124732	ZNF304	0.0000	0.0000	0.0000	0.0000
LOC101124732	ZNF416	0.0000	0.0000	0.0000	0.0000
LOC101124732	ZNF418	0.7163	1.0000	0.5270	0.3014
LOC101124732	ZNF548	0.0000	0.0000	0.0000	0.0000
LOC101124732	ZNF551	0.0000	0.0000	0.0000	0.0000
LOC101124732	ZNF552	0.0000	0.0000	0.0000	0.0000
LOC101124732	ZNF586	0.0000	0.0000	0.0000	0.0000
LOC101124732	ZNF671	0.0000	0.0000	0.0000	0.0000
LOC101124732	ZNF776	0.0000	0.0000	0.0000	0.0000
LOC101124732	ZNF792	0.0000	0.0000	0.0000	0.0000
LOC101124778	LOC101128844	0.0000	0.0000	0.0000	0.0000
LOC101124778	LOC101129171	0.0000	0.0000	0.0000	0.0000
LOC101124778	LOC101133668	0.0000	0.0000	0.0000	0.0000
LOC101124778	LOC101136009	0.0000	0.0000	0.0000	0.0000
LOC101124778	LOC101137462	0.0000	0.0000	0.0000	0.0000
LOC101124778	LOC101141027	0.0000	0.0000	0.0000	0.0000
LOC101124778	LOC101142646	0.0000	0.0000	0.0000	0.0000
LOC101124778	LOC101144471	0.0000	0.0000	0.0000	0.0000
LOC101124778	LOC101144838	0.0000	0.0000	0.0000	0.0000
LOC101124778	LOC101145945	0.0000	0.0000	0.0000	0.0000
LOC101124778	LOC101146634	0.0000	0.0000	0.0000	0.0000
LOC101124778	LOC101147715	0.0000	0.0000	0.0000	0.0000
LOC101124778	LOC101152401	0.0000	0.0000	0.0000	0.0000
LOC101124778	LOC101153126	0.0000	0.0000	0.0000	0.0000
LOC101124778	LOC109026610	0.0000	0.0000	0.0000	0.0000
LOC101124778	LOC115930172	0.0000	0.0000	0.0000	0.0000
LOC101124778	LOC115931567	0.0000	0.0000	0.0000	0.0000
LOC101124778	LOC115931568	0.0000	0.0000	0.0000	0.0000
LOC101124778	LOC115931576	0.0000	0.0000	0.0000	0.0000
LOC101124778	LOC115931654	0.0000	0.0000	0.0000	0.0000
LOC101124778	LOC115931857	0.0000	0.0000	0.0000	0.0000
LOC101124778	LOC129527827	0.0000	0.0000	0.0000	0.0000
LOC101124778	LOC129528947	0.0000	0.0000	0.0000	0.0000
LOC101124778	ZNF141	0.0000	0.0000	0.0000	0.0000
LOC101124778	ZNF195	0.0000	0.0000	0.0000	0.0000
LOC101124778	ZNF254	0.0000	0.0000	0.0000	0.0000
LOC101124778	ZNF273	0.0000	0.0000	0.0000	0.0000
LOC101124778	ZNF429	0.0000	0.0000	0.0000	0.0000
LOC101124778	ZNF43	0.0000	0.0000	0.0000	0.0000
LOC101124778	ZNF430	0.0000	0.0000	0.0000	0.0000
LOC101124778	ZNF486	0.0000	0.0000	0.0000	0.0000
LOC101124778	ZNF506	0.0000	0.0000	0.0000	0.0000
LOC101124778	ZNF519	0.0000	0.0000	0.0000	0.0000
LOC101124778	ZNF595	0.0000	0.0000	0.0000	0.0000
LOC101124778	ZNF626	0.0000	0.0000	0.0000	0.0000
LOC101124778	ZNF675	0.0000	0.0000	0.0000	0.0000
LOC101124778	ZNF678	0.0000	0.0000	0.0000	0.0000
LOC101124778	ZNF680	0.0000	0.0000	0.0000	0.0000
LOC101124778	ZNF682	0.0000	0.0000	0.0000	0.0000
LOC101124778	ZNF695	0.0000	0.0000	0.0000	0.0000
LOC101124778	ZNF721	0.0000	0.0000	0.0000	0.0000
LOC101124778	ZNF723	0.0000	0.0000	0.0000	0.0000
LOC101124778	ZNF727	0.0000	0.0000	0.0000	0.0000
LOC101124778	ZNF736	0.0000	0.0000	0.0000	0.0000
LOC101124778	ZNF83	0.0000	0.0000	0.0000	0.0000
LOC101124778	ZNF91	0.0000	0.0000	0.0000	0.0000
LOC101124778	ZNF92	0.0000	0.0000	0.0000	0.0000
LOC101124938	LOC101125671	0.0000	0.0000	0.0000	0.0000
LOC101124938	LOC101126623	0.0000	0.0000	0.0000	0.0000
LOC101124938	LOC101134211	0.0000	0.0000	0.0000	0.0000
LOC101125309	RUNDC1	0.0000	0.0000	0.0000	0.0000
LOC101125339	XKR8	0.8838	1.0000	0.7194	0.1362
LOC101125415	LOC101133440	0.8775	1.0000	0.9402	0.2309
LOC101125415	LOC101137806	0.9312	1.0000	0.7114	0.0430
LOC101125415	LOC101139163	0.9345	1.0000	0.7543	0.1215
LOC101125415	LOC101152938	0.8765	1.0000	0.8229	0.1804
LOC101125415	LOC115934341	0.9197	1.0000	0.8743	0.1435
LOC101125458	LOC101151317	0.0000	0.0000	0.0000	0.0000
LOC101125458	ZNF30	0.0000	0.0000	0.0000	0.0000
LOC101125458	ZNF331	0.0000	0.0000	0.0000	0.0000
LOC101125458	ZNF546	0.0000	0.0000	0.0000	0.0000
LOC101125458	ZNF573	0.0000	0.0000	0.0000	0.0000
LOC101125458	ZNF582	0.0000	0.0000	0.0000	0.0000
LOC101125458	ZNF780B	0.0000	0.0000	0.0000	0.0000
LOC101125671	LOC101126623	0.0000	0.0000	0.0000	0.0000
LOC101125671	LOC101134211	0.0000	0.0000	0.0000	0.0000
LOC101126025	LOC101145464	0.9516	1.0000	0.1853	0.0233
LOC101126025	LOC109023154	0.9370	1.0000	0.3009	0.0975
LOC101126025	LOC109025730	0.9382	1.0000	0.3411	0.0382
LOC101126025	LOC134756589	0.9165	1.0000	0.1586	0.0460
LOC101126025	PDCD5	0.9275	1.0000	0.3620	0.0400
LOC101126025	SEM1	0.9320	1.0000	0.2338	0.0390
LOC101126025	SPC25	0.9473	1.0000	0.3346	0.0328
LOC101126065	LOC101130023	0.0000	0.0000	0.0000	0.0000
LOC101126065	LOC101133546	0.0000	0.0000	0.0000	0.0000
LOC101126065	LOC101136009	0.0000	0.0000	0.0000	0.0000
LOC101126065	LOC101141027	0.0000	0.0000	0.0000	0.0000
LOC101126065	LOC101144471	0.0000	0.0000	0.0000	0.0000
LOC101126065	LOC101146634	0.0000	0.0000	0.0000	0.0000
LOC101126065	LOC101150965	0.0000	0.0000	0.0000	0.0000
LOC101126065	LOC101152401	0.0000	0.0000	0.0000	0.0000
LOC101126065	LOC101153131	0.0000	0.0000	0.0000	0.0000
LOC101126065	LOC109024216	0.0000	0.0000	0.0000	0.0000
LOC101126065	LOC115931567	0.0000	0.0000	0.0000	0.0000
LOC101126065	LOC115931576	0.0000	0.0000	0.0000	0.0000
LOC101126065	LOC115931654	0.0000	0.0000	0.0000	0.0000
LOC101126065	LOC129527827	0.0000	0.0000	0.0000	0.0000
LOC101126065	LOC129528947	0.0000	0.0000	0.0000	0.0000
LOC101126065	OSBPL10	0.0000	0.0000	0.0000	0.0000
LOC101126065	ZNF195	0.0000	0.0000	0.0000	0.0000
LOC101126065	ZNF267	0.0000	0.0000	0.0000	0.0000
LOC101126065	ZNF273	0.0000	0.0000	0.0000	0.0000
LOC101126065	ZNF28	0.0000	0.0000	0.0000	0.0000
LOC101126065	ZNF347	0.7038	1.0000	0.3801	0.0699
LOC101126065	ZNF415	0.0000	0.0000	0.0000	0.0000
LOC101126065	ZNF468	0.0000	0.0000	0.0000	0.0000
LOC101126065	ZNF519	0.0000	0.0000	0.0000	0.0000
LOC101126065	ZNF578	0.0000	0.0000	0.0000	0.0000
LOC101126065	ZNF595	0.0000	0.0000	0.0000	0.0000
LOC101126065	ZNF600	0.0000	0.0000	0.0000	0.0000
LOC101126065	ZNF611	0.0000	0.0000	0.0000	0.0000
LOC101126065	ZNF616	0.0000	0.0000	0.0000	0.0000
LOC101126065	ZNF675	0.0000	0.0000	0.0000	0.0000
LOC101126065	ZNF680	0.0000	0.0000	0.0000	0.0000
LOC101126065	ZNF721	0.0000	0.0000	0.0000	0.0000
LOC101126065	ZNF761	0.0000	0.0000	0.0000	0.0000
LOC101126065	ZNF808	0.0000	0.0000	0.0000	0.0000
LOC101126065	ZNF813	0.0000	0.0000	0.0000	0.0000
LOC101126065	ZNF83	0.0000	0.0000	0.0000	0.0000
LOC101126065	ZNF836	0.0000	0.0000	0.0000	0.0000
LOC101126065	ZNF841	0.0000	0.0000	0.0000	0.0000
LOC101126065	ZNF888	0.0000	0.0000	0.0000	0.0000
LOC101126065	ZNF91	0.0000	0.0000	0.0000	0.0000
LOC101126070	LOC115935264	0.8613	1.0000	0.4139	0.3114
LOC101126070	LOC129534728	0.9591	1.0000	1.0161	0.1073
LOC101126070	PMS2	0.9267	1.0000	0.1957	0.0236
LOC101126097	LOC134756922	0.8739	1.0000	0.7265	0.3025
LOC101126158	PDXDC1	0.8877	1.0000	0.3018	0.0210
LOC101126280	PCDHB15	0.9526	1.0000	0.3581	0.0378
LOC101126280	PCDHB16	0.9561	1.0000	0.4239	0.0280
LOC101126280	PCDHB2	0.9548	1.0000	0.3605	0.0446
LOC101126280	PCDHB5	0.9510	1.0000	0.3605	0.0342
LOC101126300	LOC109028759	0.0000	0.0000	0.0000	0.0000
LOC101126300	LOC129523694	0.0000	0.0000	0.0000	0.0000
LOC101126300	NUPR2	0.0000	0.0000	0.0000	0.0000
LOC101126303	LOC101130893	0.9757	1.0000	0.2836	0.0257
LOC101126304	RAPH1	0.0000	0.0000	0.0000	0.0000
LOC101126415	LOC101128351	0.0000	0.0000	0.0000	0.0000
LOC101126415	LOC101128712	0.0000	0.0000	0.0000	0.0000
LOC101126415	LOC101129789	0.0000	0.0000	0.0000	0.0000
LOC101126415	LOC101130507	0.0000	0.0000	0.0000	0.0000
LOC101126415	LOC101130877	0.0000	0.0000	0.0000	0.0000
LOC101126415	LOC101133657	0.0000	0.0000	0.0000	0.0000
LOC101126415	LOC101148180	0.0000	0.0000	0.0000	0.0000
LOC101126415	LOC101153725	0.0000	0.0000	0.0000	0.0000
LOC101126415	LOC101153837	0.0000	0.0000	0.0000	0.0000
LOC101126415	LOC101154200	0.0000	0.0000	0.0000	0.0000
LOC101126415	LOC109024269	0.0000	0.0000	0.0000	0.0000
LOC101126415	LOC109025073	0.0000	0.0000	0.0000	0.0000
LOC101126415	ZNF124	0.0000	0.0000	0.0000	0.0000
LOC101126415	ZNF136	0.0000	0.0000	0.0000	0.0000
LOC101126415	ZNF14	0.0000	0.0000	0.0000	0.0000
LOC101126415	ZNF426	0.0000	0.0000	0.0000	0.0000
LOC101126415	ZNF433	0.0000	0.0000	0.0000	0.0000
