Gene Name	ENSEMBL	Gene ID	Biotype	In Table S1 (SD98 gene set)	SD Unit	Median famCN	No. Assigned Families	Family ID	Family MAD	No. Family Members	No. Protein Coding	No. Unprocessed Pseudogene	Max famCN Great Apes	Min famCN Great Apes	famCN Status per Paralog	Non-Syntenic with Chimpanzee	parCN Category	Fetal brain Expression
AC006453.3	ENSG00000283196.2	LOFF_G0001445	transcribed_unprocessed_pseudogene	Yes	.	10.9582655	1	ID_24	0.02551725	8.0	0.0	4.0	8.077066	2.063154	Undetermined	-	Polymorphic	Yes
AC239859.5	ENSG00000277702.1	CHM13_G0002841	unprocessed_pseudogene	Yes	.	11.5437555	1	ID_24	0.02551725	8.0	0.0	4.0	9.7616625	3.4637702	Undetermined	chr1:142453000-142566000	Polymorphic	Yes
AL353626.2	ENSG00000276868.1	CHM13_G0056042	processed_pseudogene	No	SD2382,SD2383	N/A	1	ID_24	0.02551725	8.0	0.0	4.0	N/A	N/A	N/A	N/A	N/A	N/A
AL353626.2	ENSG00000276868.1	LOFF_G0002719	processed_pseudogene	No	SD2382,SD2383	N/A	1	ID_24	0.02551725	8.0	0.0	4.0	N/A	N/A	N/A	N/A	N/A	N/A
LINC02802	ENSG00000232527.8	CHM13_G0002888	lncRNA	No	.	N/A	1	ID_24	0.02551725	8.0	0.0	4.0	N/A	N/A	N/A	N/A	N/A	N/A
LINC02802	ENSG00000232527.8	LOFF_G0000123	lncRNA	No	.	N/A	1	ID_24	0.02551725	8.0	0.0	4.0	N/A	N/A	N/A	N/A	N/A	N/A
LSP1P4	ENSG00000143429.10	CHM13_G0031576	transcribed_unprocessed_pseudogene	Yes	.	10.9912025	1	ID_24	0.02551725	8.0	0.0	4.0	7.99626425	2.05018665	Undetermined	chr2:91796000-91877000	Nearly-Fixed	Yes
LSP1P5	ENSG00000283196.2	CHM13_G0031531	transcribed_unprocessed_pseudogene	Yes	.	11.0093	1	ID_24	0.02551725	8.0	0.0	4.0	8.113737	1.9727656	Undetermined	-	Polymorphic	Yes
AC006453.3	ENSG00000283427.1	CHM13_G0031530	unprocessed_pseudogene	Yes	SD6959	10.995113	1	ID_25	0.0874895	6.0	0.0	6.0	8.770985	1.5477389	Undetermined	-	Nearly-Fixed	No
AC006453.3	ENSG00000283427.1	LOFF_G0001446	unprocessed_pseudogene	Yes	SD6959	11.0060708	1	ID_25	0.0874895	6.0	0.0	6.0	8.93055375	1.57129205	Undetermined	-	Nearly-Fixed	No
AC116050.1	ENSG00000278131.1	CHM13_G0031575	unprocessed_pseudogene	Yes	SD6958,SD6959	11.4035308	1	ID_25	0.0874895	6.0	0.0	6.0	8.9679475	1.53704035	Undetermined	chr2:91796000-91877000	Nearly-Fixed	No
AC242852.2	ENSG00000277095.1	CHM13_G0002840	unprocessed_pseudogene	Yes	SD6958,SD6959	11.2403435	1	ID_25	0.0874895	6.0	0.0	6.0	8.938623	1.5180458	Undetermined	chr1:142453000-142566000	Polymorphic	No
AC244015.2	ENSG00000275767.1	LOFF_G0000122	unprocessed_pseudogene	Yes	SD6958,SD6959	11.370074	1	ID_25	0.0874895	6.0	0.0	6.0	8.92012	1.542033	Undetermined	chr1:143161000-143426000	Nearly-Fixed	No
FP700111.2	ENSG00000273825.1	CHM13_G0002889	unprocessed_pseudogene	Yes	SD6958,SD6959	11.3582823	1	ID_25	0.0874895	6.0	0.0	6.0	8.8783885	1.4971212	Undetermined	chr1:143819000-143949000	Nearly-Fixed	No
AC006453.4	ENSG00000283659.1	CHM13_G0031534	unprocessed_pseudogene	Yes	.	17.3434595	1	ID_26	0.09884575	4.0	0.0	4.0	13.45207	2.1433468	Undetermined	-	Polymorphic	No
AC006453.4	ENSG00000283659.1	LOFF_G0001440	unprocessed_pseudogene	Yes	.	17.5030138	1	ID_26	0.09884575	4.0	0.0	4.0	14.191737	2.1208812	Undetermined	chr2:89350000-89588000	Nearly-Fixed	Yes
AC138915.2	ENSG00000260866.2	LOFF_G0001152	unprocessed_pseudogene	Yes	.	18.0129325	1	ID_26	0.09884575	4.0	0.0	4.0	13.065362	2.0264244	Undetermined	-	Polymorphic	Yes
SLC9B1P1	ENSG00000183704.7	CHM13_G0021351	unprocessed_pseudogene	Yes	.	17.3053223	1	ID_26	0.09884575	4.0	0.0	4.0	15.188648	2.2383047	Undetermined	-	Nearly-Fixed	No
AC007000.4	ENSG00000259628.1	CHM13_G0051165	lncRNA	No	SD2529	N/A	1	ID_27	0.0	3.0	1.0	0.0	N/A	N/A	N/A	N/A	N/A	N/A
AC105052.5	ENSG00000286830.1	CHM13_G0051632	lncRNA	No	.	N/A	1	ID_27	0.0	3.0	1.0	0.0	N/A	N/A	N/A	N/A	N/A	N/A
CCDC146	ENSG00000135205.15	CHM13_G0051170	protein_coding	Yes	SD2529	4.03569665	1	ID_27	0.0	3.0	1.0	0.0	4.2235594	2.0801637	Expanded in great apes	-	Fixed	Yes
AC007216.5	ENSG00000277458.1	CHM13_G0020649	unprocessed_pseudogene	Yes	SD9621	45.3518655	1	ID_28	5.322876	29.0	0.0	24.0	100.90432	14.722718	Undetermined	-	Fixed	No
AC008740.2	ENSG00000276548.1	CHM13_G0020891	unprocessed_pseudogene	Yes	SD9621	44.2712575	1	ID_28	5.322876	29.0	0.0	24.0	98.27896	19.287998	Undetermined	-	Nearly-Fixed	Yes
AC008740.2	ENSG00000276548.1	LOFF_G0001051	unprocessed_pseudogene	Yes	SD9621	43.918219	1	ID_28	5.322876	29.0	0.0	24.0	102.164345	20.2777195	Undetermined	-	Polymorphic	No
AC009053.4	ENSG00000276822.1	CHM13_G0022248	unprocessed_pseudogene	Yes	SD9621	40.0289895	1	ID_28	5.322876	29.0	0.0	24.0	96.34527	16.659058	Undetermined	-	Polymorphic	No
AC009060.2	ENSG00000261145.1	CHM13_G0022131	processed_pseudogene	No	SD9621	N/A	1	ID_28	5.322876	29.0	0.0	24.0	N/A	N/A	N/A	N/A	N/A	N/A
AC009060.2	ENSG00000261145.1	LOFF_G0001214	processed_pseudogene	No	SD9621	N/A	1	ID_28	5.322876	29.0	0.0	24.0	N/A	N/A	N/A	N/A	N/A	N/A
AC009093.11	ENSG00000288630.1	CHM13_G0021046	lncRNA	No	SD5887,SD6168,SD673,SD6959,SD8610,SD9443,SD9445,SD9446,SD9449,SD9450,SD9456,SD9457,SD9458,SD9466,SD9476,SD9480,SD9481,SD9482,SD9484,SD9486,SD9487,SD9488,SD9492,SD9493,SD9497,SD9498,SD9500,SD9501,SD9525,SD9526,SD9558,SD9563,SD9564,SD9566,SD9568,SD9570,SD9573,SD9574,SD9575,SD9579,SD9581,SD9582,SD9604,SD9615,SD9621,SD9891,SD9893	N/A	2	ID_28	5.322876	29.0	0.0	24.0	N/A	N/A	N/A	N/A	N/A	N/A
AC009093.3	ENSG00000260908.1	CHM13_G0021100	transcribed_unprocessed_pseudogene	Yes	SD294,SD9466,SD9476,SD9478,SD9480,SD9481,SD9484,SD9494,SD9502,SD9512,SD9525,SD9533,SD9562,SD9580,SD9587,SD9592,SD9612,SD9615,SD9621	6.14506363	1	ID_28	5.322876	29.0	0.0	24.0	13.504942	4.820138	Expanded in great apes	-	Fixed	Yes
AC025279.3	ENSG00000278078.1	CHM13_G0021114	unprocessed_pseudogene	Yes	SD9621	40.895257	1	ID_28	5.322876	29.0	0.0	24.0	82.32962	13.729786	Undetermined	-	Nearly-Fixed	No
AC025279.3	ENSG00000278078.1	LOFF_G0001061	unprocessed_pseudogene	Yes	SD9621	40.693418	1	ID_28	5.322876	29.0	0.0	24.0	78.96507	11.7773	Undetermined	-	Nearly-Fixed	No
AC026468.1	ENSG00000277003.1	CHM13_G0022123	unprocessed_pseudogene	Yes	SD9621	39.30972	1	ID_28	5.322876	29.0	0.0	24.0	87.27454	15.851899	Undetermined	-	Nearly-Fixed	No
AC026468.1	ENSG00000277003.1	LOFF_G0001219	unprocessed_pseudogene	Yes	SD9621	41.19035	1	ID_28	5.322876	29.0	0.0	24.0	96.486305	16.398186	Undetermined	-	Polymorphic	No
AC092375.3	ENSG00000276721.1	CHM13_G0020922	unprocessed_pseudogene	Yes	SD9621	40.74053	1	ID_28	5.322876	29.0	0.0	24.0	77.901215	11.226604	Undetermined	-	Nearly-Fixed	Yes
AC106788.1	ENSG00000277041.1	CHM13_G0020897	unprocessed_pseudogene	Yes	SD9621	46.01328	1	ID_28	5.322876	29.0	0.0	24.0	105.645645	20.15253	Undetermined	-	Polymorphic	No
AC126755.5	ENSG00000277647.1	CHM13_G0020800	unprocessed_pseudogene	Yes	SD9621	47.840277	1	ID_28	5.322876	29.0	0.0	24.0	101.19805	17.713785	Undetermined	-	Polymorphic	No
AC133555.1	ENSG00000257506.1	CHM13_G0021185	unprocessed_pseudogene	Yes	SD9453,SD9476,SD9621	30.708497	1	ID_28	5.322876	29.0	0.0	24.0	66.746254	16.93676	Undetermined	-	Nearly-Fixed	Yes
AC133555.1	ENSG00000257506.1	LOFF_G0001075	unprocessed_pseudogene	Yes	SD9453,SD9466,SD9476,SD9621	33.71267	1	ID_28	5.322876	29.0	0.0	24.0	72.07622	15.97769	Undetermined	-	Nearly-Fixed	No
AC136443.2	ENSG00000255037.1	CHM13_G0020703	unprocessed_pseudogene	Yes	SD9443,SD9466,SD9476,SD9621	33.7794365	1	ID_28	5.322876	29.0	0.0	24.0	75.70372	17.893908	Undetermined	-	Nearly-Fixed	Yes
AC136619.1	ENSG00000261181.1	CHM13_G0020774	unprocessed_pseudogene	Yes	SD9476,SD9621	29.018311	1	ID_28	5.322876	29.0	0.0	24.0	64.44041	18.011127	Undetermined	-	Nearly-Fixed	No
AC137803.1	ENSG00000277770.1	CHM13_G0020731	unprocessed_pseudogene	Yes	SD9466,SD9621	33.0097825	1	ID_28	5.322876	29.0	0.0	24.0	72.72107	17.137281	Undetermined	-	Nearly-Fixed	Yes
AC138894.4	ENSG00000275654.1	CHM13_G0021069	unprocessed_pseudogene	Yes	SD9466,SD9476,SD9621	35.3594745	1	ID_28	5.322876	29.0	0.0	24.0	85.699793	17.8652615	Undetermined	-	Nearly-Fixed	Yes
AC138904.2	ENSG00000277191.1	CHM13_G0021047	transcribed_unprocessed_pseudogene	Yes	SD9621	37.899212	1	ID_28	5.322876	29.0	0.0	24.0	91.86963	13.955111	Undetermined	-	Nearly-Fixed	No
AC138932.4	ENSG00000273804.1	CHM13_G0020717	unprocessed_pseudogene	Yes	SD9621	43.4462875	1	ID_28	5.322876	29.0	0.0	24.0	101.23024	19.241259	Undetermined	-	Nearly-Fixed	No
AC138969.4	ENSG00000277920.1	CHM13_G0020803	unprocessed_pseudogene	Yes	SD9621	67.29139	1	ID_28	5.322876	29.0	0.0	24.0	88.586876	15.033053	Undetermined	-	Polymorphic	No
AC138969.4	ENSG00000277920.1	LOFF_G0001024	unprocessed_pseudogene	Yes	SD9621	45.99808	1	ID_28	5.322876	29.0	0.0	24.0	98.60344	18.666151	Undetermined	-	Polymorphic	No
AC139256.1	ENSG00000260735.2	CHM13_G0020724	transcribed_processed_pseudogene	No	SD9443,SD9608,SD9612,SD9614,SD9621,SD9622	N/A	1	ID_28	5.322876	29.0	0.0	24.0	N/A	N/A	N/A	N/A	N/A	N/A
AC145285.4	ENSG00000261419.1	CHM13_G0021051	unprocessed_pseudogene	Yes	SD9466,SD9476,SD9480,SD9481,SD9482,SD9526,SD9604,SD9615,SD9621	3.6379912	1	ID_28	5.322876	29.0	0.0	24.0	12.450767	1.8799571	Expanded in great apes	-	Nearly-Fixed	Yes
AC145285.7	ENSG00000278528.1	CHM13_G0021075	unprocessed_pseudogene	Yes	SD9466,SD9476,SD9621	35.045826	1	ID_28	5.322876	29.0	0.0	24.0	78.16778	17.384346	Undetermined	-	Nearly-Fixed	Yes
AP001120.4	ENSG00000267794.1	CHM13_G0025963	processed_pseudogene	No	SD9621	N/A	1	ID_28	5.322876	29.0	0.0	24.0	N/A	N/A	N/A	N/A	N/A	N/A
AC007952.1	ENSG00000197665.7	CHM13_G0023431	lncRNA	No	SD10940	N/A	1	ID_29	0.0	4.0	1.0	0.0	N/A	N/A	N/A	N/A	N/A	N/A
AC007952.2	ENSG00000228157.4	CHM13_G0023437	lncRNA	No	SD10940	N/A	1	ID_29	0.0	4.0	1.0	0.0	N/A	N/A	N/A	N/A	N/A	N/A
AC106017.2	ENSG00000281856.1	CHM13_G0023445	lncRNA	No	SD10940	N/A	1	ID_29	0.0	4.0	1.0	0.0	N/A	N/A	N/A	N/A	N/A	N/A
EPN2	ENSG00000072134.15	CHM13_G0023444	protein_coding	Yes	SD10940,SD1360	4.09640815	1	ID_29	0.0	4.0	1.0	0.0	4.785212	1.5889086	Expanded in great apes	-	Nearly-Fixed	Yes
AC008013.3	ENSG00000270926.1	CHM13_G0011919	unprocessed_pseudogene	Yes	SD9070	3.6469892	1	ID_30	0.05298615	3.0	0.0	2.0	3.2117867	1.6091483	Expanded in great apes	-	Nearly-Fixed	No
AC009533.2	ENSG00000255753.1	CHM13_G0011489	processed_pseudogene	No	SD9070	N/A	1	ID_30	0.05298615	3.0	0.0	2.0	N/A	N/A	N/A	N/A	N/A	N/A
AC141557.2	ENSG00000278635.1	CHM13_G0011495	unprocessed_pseudogene	Yes	SD9070	3.7529615	1	ID_30	0.05298615	3.0	0.0	2.0	3.4347652	1.80842125	Expanded in great apes	-	Nearly-Fixed	Yes
AC008132.1	ENSG00000161103.11	CHM13_G0036567	transcribed_processed_pseudogene	No	SD2505,SD2508,SD2510,SD2511,SD2512,SD2513,SD2515,SD2532	N/A	2	ID_31	0.0	10.0	0.0	1.0	N/A	N/A	N/A	N/A	N/A	N/A
AC244250.4	ENSG00000286941.1	CHM13_G0036844	lncRNA	No	.	N/A	1	ID_31	0.0	10.0	0.0	1.0	N/A	N/A	N/A	N/A	N/A	N/A
AP000356.2	ENSG00000284070.1	CHM13_G0036987	lncRNA	No	.	N/A	1	ID_31	0.0	10.0	0.0	1.0	N/A	N/A	N/A	N/A	N/A	N/A
AP000550.1	ENSG00000197210.7	CHM13_G0036712	lncRNA	No	.	N/A	2	ID_31	0.0	10.0	0.0	1.0	N/A	N/A	N/A	N/A	N/A	N/A
AP000550.1	ENSG00000197210.7	LOFF_G0001923	lncRNA	No	.	N/A	2	ID_31	0.0	10.0	0.0	1.0	N/A	N/A	N/A	N/A	N/A	N/A
AP000550.1	ENSG00000197210.7	LOFF_G0001933	lncRNA	No	.	N/A	2	ID_31	0.0	10.0	0.0	1.0	N/A	N/A	N/A	N/A	N/A	N/A
POM121L10P	ENSG00000224124.3	CHM13_G0036988	processed_pseudogene	No	SD2505,SD2508,SD2510,SD2511,SD2512,SD2513,SD2515	N/A	2	ID_31	0.0	10.0	0.0	1.0	N/A	N/A	N/A	N/A	N/A	N/A
POM121L7P	ENSG00000239511.2	LOFF_G0001932	processed_pseudogene	No	SD2505,SD2508,SD2510,SD2511,SD2512,SD2513,SD2515,SD2532	N/A	2	ID_31	0.0	10.0	0.0	1.0	N/A	N/A	N/A	N/A	N/A	N/A
POM121L8P	ENSG00000229266.1	LOFF_G0001922	processed_pseudogene	No	SD2505,SD2508,SD2510,SD2511,SD2512,SD2513,SD2515	N/A	2	ID_31	0.0	10.0	0.0	1.0	N/A	N/A	N/A	N/A	N/A	N/A
POM121L9P	ENSG00000128262.8	CHM13_G0036969	transcribed_unprocessed_pseudogene	Yes	SD2505,SD2508,SD2510,SD2511,SD2512,SD2513,SD2515,SD2532	11.1954603	1	ID_31	0.0	10.0	0.0	1.0	18.8606905	10.9115718	Undetermined	-	Fixed	No
AC008132.1	ENSG00000161103.11	CHM13_G0036567	transcribed_processed_pseudogene	No	SD2505,SD2508,SD2510,SD2511,SD2512,SD2513,SD2515,SD2532	N/A	2	ID_32	0.0	8.0	0.0	1.0	N/A	N/A	N/A	N/A	N/A	N/A
AP000550.1	ENSG00000197210.7	CHM13_G0036712	lncRNA	No	.	N/A	2	ID_32	0.0	8.0	0.0	1.0	N/A	N/A	N/A	N/A	N/A	N/A
AP000550.1	ENSG00000197210.7	LOFF_G0001923	lncRNA	No	.	N/A	2	ID_32	0.0	8.0	0.0	1.0	N/A	N/A	N/A	N/A	N/A	N/A
AP000550.1	ENSG00000197210.7	LOFF_G0001933	lncRNA	No	.	N/A	2	ID_32	0.0	8.0	0.0	1.0	N/A	N/A	N/A	N/A	N/A	N/A
POM121L10P	ENSG00000224124.3	CHM13_G0036988	processed_pseudogene	No	SD2505,SD2508,SD2510,SD2511,SD2512,SD2513,SD2515	N/A	2	ID_32	0.0	8.0	0.0	1.0	N/A	N/A	N/A	N/A	N/A	N/A
POM121L1P	ENSG00000183169.6	CHM13_G0036845	transcribed_unprocessed_pseudogene	Yes	SD2505,SD2508,SD2510,SD2511,SD2512,SD2513,SD2515,SD2532	29.420912	1	ID_32	0.0	8.0	0.0	1.0	30.991268	21.709198	Undetermined	-	Nearly-Fixed	No
POM121L7P	ENSG00000239511.2	LOFF_G0001932	processed_pseudogene	No	SD2505,SD2508,SD2510,SD2511,SD2512,SD2513,SD2515,SD2532	N/A	2	ID_32	0.0	8.0	0.0	1.0	N/A	N/A	N/A	N/A	N/A	N/A
POM121L8P	ENSG00000229266.1	LOFF_G0001922	processed_pseudogene	No	SD2505,SD2508,SD2510,SD2511,SD2512,SD2513,SD2515	N/A	2	ID_32	0.0	8.0	0.0	1.0	N/A	N/A	N/A	N/A	N/A	N/A
AC008132.2	ENSG00000239989.1	CHM13_G0036581	transcribed_processed_pseudogene	No	SD6590	N/A	3	ID_33	6.8875E-4	4.0	0.0	2.0	N/A	N/A	N/A	N/A	N/A	N/A
AC008132.2	ENSG00000239989.1	LOFF_G0001930	transcribed_processed_pseudogene	No	SD6590	N/A	3	ID_33	6.8875E-4	4.0	0.0	2.0	N/A	N/A	N/A	N/A	N/A	N/A
AC027612.1	ENSG00000223703.1	CHM13_G0031581	unprocessed_pseudogene	Yes	SD6585,SD6586,SD6587,SD6590,SD7686	5.004388	1	ID_33	6.8875E-4	4.0	0.0	2.0	62.580801	1.96740485	Expanded in great apes	-	Fixed	No
AL356585.2	ENSG00000279124.1	CHM13_G0014230	unprocessed_pseudogene	Yes	SD6585,SD6586,SD6587,SD7686	5.0057655	1	ID_33	6.8875E-4	4.0	0.0	2.0	61.750134	1.9851907	Expanded in great apes	chr13:14207000-14274000	Nearly-Fixed	No
AC008132.2	ENSG00000239989.1	CHM13_G0036581	transcribed_processed_pseudogene	No	SD6590	N/A	3	ID_34	0.28810272	7.0	2.0	3.0	N/A	N/A	N/A	N/A	N/A	N/A
AC008132.2	ENSG00000239989.1	LOFF_G0001930	transcribed_processed_pseudogene	No	SD6590	N/A	3	ID_34	0.28810272	7.0	2.0	3.0	N/A	N/A	N/A	N/A	N/A	N/A
GGT2	ENSG00000133475.17	CHM13_G0036720	protein_coding	Yes	SD2538,SD6180,SD6588,SD7685,SD7696,SD7697,SD7699,SD7701	6.67568538	1	ID_34	0.28810272	7.0	2.0	3.0	46.4803695	2.5318219	Expanded in great apes	chr22:21666000-21724000	Nearly-Fixed	No
GGT3P	ENSG00000197421.10	CHM13_G0036579	transcribed_unprocessed_pseudogene	Yes	SD2538,SD6180,SD6588,SD6590,SD7685,SD7696,SD7697,SD7699,SD7701	7.15550805	1	ID_34	0.28810272	7.0	2.0	3.0	48.0160465	2.5399113	Expanded in great apes	-	Polymorphic	Yes
GGT4P	ENSG00000280208.1	CHM13_G0014232	unprocessed_pseudogene	Yes	SD2538,SD6180,SD7685,SD7696,SD7697,SD7699,SD7701	6.86740533	1	ID_34	0.28810272	7.0	2.0	3.0	45.33753	2.5156485	Expanded in great apes	-	Nearly-Fixed	No
GGT8P	ENSG00000236969.2	CHM13_G0031584	unprocessed_pseudogene	Yes	SD7685,SD7697,SD7699	7.87618685	1	ID_34	0.28810272	7.0	2.0	3.0	48.34175	2.9768045	Expanded in great apes	-	Fixed	No
GGTLC3	ENSG00000274252.1	CHM13_G0036572	protein_coding	Yes	SD6180	6.31788665	1	ID_34	0.28810272	7.0	2.0	3.0	46.65094	3.3893416	Expanded in great apes	-	Polymorphic	No
AC008443.6	ENSG00000274525.1	CHM13_G0046617	unprocessed_pseudogene	Yes	.	32.383272	1	ID_35	1.12259125	41.0	0.0	13.0	89.84739	21.563732	Undetermined	-	Nearly-Fixed	Yes
AC008443.7	ENSG00000274525.1	LOFF_G0000403	unprocessed_pseudogene	Yes	.	33.269088	1	ID_35	1.12259125	41.0	0.0	13.0	90.45435	21.677717	Undetermined	-	Polymorphic	No
AC008443.7	ENSG00000274525.1	LOFF_G0002291	unprocessed_pseudogene	Yes	.	32.2577692	1	ID_35	1.12259125	41.0	0.0	13.0	87.616215	20.379587	Undetermined	-	Nearly-Fixed	No
AC010507.2	ENSG00000282339.1	CHM13_G0026980	transcribed_processed_pseudogene	No	.	N/A	1	ID_35	1.12259125	41.0	0.0	13.0	N/A	N/A	N/A	N/A	N/A	N/A
AC018638.2	ENSG00000230715.3	LOFF_G0000195	processed_pseudogene	No	.	N/A	2	ID_35	1.12259125	41.0	0.0	13.0	N/A	N/A	N/A	N/A	N/A	N/A
AC018638.4	ENSG00000243302.3	LOFF_G0000184	processed_pseudogene	No	.	N/A	1	ID_35	1.12259125	41.0	0.0	13.0	N/A	N/A	N/A	N/A	N/A	N/A
AC018638.4	ENSG00000243302.3	LOFF_G0000194	processed_pseudogene	No	.	N/A	1	ID_35	1.12259125	41.0	0.0	13.0	N/A	N/A	N/A	N/A	N/A	N/A
AC018638.4	ENSG00000243302.3	LOFF_G0002285	processed_pseudogene	No	.	N/A	1	ID_35	1.12259125	41.0	0.0	13.0	N/A	N/A	N/A	N/A	N/A	N/A
AC018638.8	ENSG00000281896.1	LOFF_G0001567	transcribed_unprocessed_pseudogene	Yes	.	30.1311107	1	ID_35	1.12259125	41.0	0.0	13.0	53.453913	26.2407465	Undetermined	-	Polymorphic	Yes
AC092299.1	ENSG00000282416.1	CHM13_G0026977	processed_pseudogene	No	.	N/A	1	ID_35	1.12259125	41.0	0.0	13.0	N/A	N/A	N/A	N/A	N/A	N/A
AC092299.1	ENSG00000282416.1	LOFF_G0002897	processed_pseudogene	No	.	N/A	1	ID_35	1.12259125	41.0	0.0	13.0	N/A	N/A	N/A	N/A	N/A	N/A
AC110079.1	ENSG00000260404.3	CHM13_G0042692	transcribed_unprocessed_pseudogene	Yes	SD7786	31.3048755	1	ID_35	1.12259125	41.0	0.0	13.0	50.7311495	26.2241735	Undetermined	chr4:121756000-121899000	Fixed	Yes
AC118758.3	ENSG00000279072.1	CHM13_G0050707	lncRNA	No	.	N/A	1	ID_35	1.12259125	41.0	0.0	13.0	N/A	N/A	N/A	N/A	N/A	N/A
AC138035.1	ENSG00000238035.8	CHM13_G0046619	lncRNA	No	SD7786	N/A	2	ID_35	1.12259125	41.0	0.0	13.0	N/A	N/A	N/A	N/A	N/A	N/A
AC215522.2	ENSG00000282572.2	CHM13_G0049696	lncRNA	No	SD3206,SD5849	N/A	1	ID_35	1.12259125	41.0	0.0	13.0	N/A	N/A	N/A	N/A	N/A	N/A
AC240565.1	ENSG00000280136.2	CHM13_G0041003	lncRNA	No	.	N/A	2	ID_35	1.12259125	41.0	0.0	13.0	N/A	N/A	N/A	N/A	N/A	N/A
AC240565.2	ENSG00000280279.1	CHM13_G0000006	lncRNA	No	.	N/A	1	ID_35	1.12259125	41.0	0.0	13.0	N/A	N/A	N/A	N/A	N/A	N/A
AC240565.2	ENSG00000280279.1	LOFF_G0002892	lncRNA	No	.	N/A	2	ID_35	1.12259125	41.0	0.0	13.0	N/A	N/A	N/A	N/A	N/A	N/A
AL133216.2	ENSG00000276805.2	CHM13_G0006103	transcribed_unprocessed_pseudogene	Yes	SD7786	32.323881	1	ID_35	1.12259125	41.0	0.0	13.0	85.474077	27.0631825	Undetermined	-	Fixed	Yes
AL513314.2	ENSG00000276997.4	CHM13_G0004790	lncRNA	No	SD7786	N/A	2	ID_35	1.12259125	41.0	0.0	13.0	N/A	N/A	N/A	N/A	N/A	N/A
AL592148.2	ENSG00000267305.2	CHM13_G0004792	unprocessed_pseudogene	Yes	.	30.076034	1	ID_35	1.12259125	41.0	0.0	13.0	59.2932	25.648718	Undetermined	-	Fixed	Yes
AL606534.4	ENSG00000253326.2	CHM13_G0005256	processed_pseudogene	No	.	N/A	2	ID_35	1.12259125	41.0	0.0	13.0	N/A	N/A	N/A	N/A	N/A	N/A
AL627309.2	ENSG00000239906.1	CHM13_G0022675	lncRNA	No	.	N/A	1	ID_35	1.12259125	41.0	0.0	13.0	N/A	N/A	N/A	N/A	N/A	N/A
AL627309.2	ENSG00000239906.1	LOFF_G0000192	lncRNA	No	.	N/A	1	ID_35	1.12259125	41.0	0.0	13.0	N/A	N/A	N/A	N/A	N/A	N/A
AL627309.2	ENSG00000239906.1	LOFF_G0002287	lncRNA	No	.	N/A	1	ID_35	1.12259125	41.0	0.0	13.0	N/A	N/A	N/A	N/A	N/A	N/A
AL627309.2	ENSG00000239906.1	LOFF_G0002289	lncRNA	No	.	N/A	1	ID_35	1.12259125	41.0	0.0	13.0	N/A	N/A	N/A	N/A	N/A	N/A
AL627309.5	ENSG00000241860.7	CHM13_G0022673	lncRNA	No	SD7786	N/A	2	ID_35	1.12259125	41.0	0.0	13.0	N/A	N/A	N/A	N/A	N/A	N/A
AL627309.6	ENSG00000268903.1	CHM13_G0022677	processed_pseudogene	No	.	N/A	1	ID_35	1.12259125	41.0	0.0	13.0	N/A	N/A	N/A	N/A	N/A	N/A
AL627309.7	ENSG00000269981.1	CHM13_G0022676	processed_pseudogene	No	.	N/A	2	ID_35	1.12259125	41.0	0.0	13.0	N/A	N/A	N/A	N/A	N/A	N/A
AL627309.7	ENSG00000269981.1	LOFF_G0000183	processed_pseudogene	No	.	N/A	2	ID_35	1.12259125	41.0	0.0	13.0	N/A	N/A	N/A	N/A	N/A	N/A
AL627309.7	ENSG00000269981.1	LOFF_G0002284	processed_pseudogene	No	.	N/A	2	ID_35	1.12259125	41.0	0.0	13.0	N/A	N/A	N/A	N/A	N/A	N/A
AL627309.7	ENSG00000269981.1	LOFF_G0002895	processed_pseudogene	No	.	N/A	2	ID_35	1.12259125	41.0	0.0	13.0	N/A	N/A	N/A	N/A	N/A	N/A
AL669831.1	ENSG00000228327.3	CHM13_G0000005	transcribed_unprocessed_pseudogene	Yes	SD7786	34.0384163	1	ID_35	1.12259125	41.0	0.0	13.0	89.945873	30.8145445	Undetermined	-	Nearly-Fixed	Yes
FAM157A	ENSG00000236438.7	CHM13_G0041002	transcribed_unprocessed_pseudogene	Yes	SD3206,SD7786	33.8221035	1	ID_35	1.12259125	41.0	0.0	13.0	76.356514	33.14306	Undetermined	-	Nearly-Fixed	Yes
FAM157B	ENSG00000233013.10	CHM13_G0057492	transcribed_unprocessed_pseudogene	Yes	SD3206	30.4166135	1	ID_35	1.12259125	41.0	0.0	13.0	58.896366	2.2272929	Undetermined	-	Polymorphic	Yes
FAM157C	ENSG00000260528.5	CHM13_G0022670	lncRNA	No	SD3763,SD7786	N/A	5	ID_35	1.12259125	41.0	0.0	13.0	N/A	N/A	N/A	N/A	N/A	N/A
GTF2IP12	ENSG00000283050.2	CHM13_G0042709	transcribed_unprocessed_pseudogene	Yes	SD7786	30.1472063	1	ID_35	1.12259125	41.0	0.0	13.0	53.9414135	23.388152	Undetermined	-	Nearly-Fixed	Yes
GTF2IP20	ENSG00000272645.3	CHM13_G0004820	transcribed_unprocessed_pseudogene	Yes	SD7786	33.4270623	1	ID_35	1.12259125	41.0	0.0	13.0	86.444402	23.6209295	Undetermined	-	Fixed	Yes
LINC01001	ENSG00000230724.9	CHM13_G0007796	lncRNA	No	.	N/A	2	ID_35	1.12259125	41.0	0.0	13.0	N/A	N/A	N/A	N/A	N/A	N/A
