gene_a	gene_b
CHM13_G0052848	LOFF_G0002556
CHM13_G0052849	LOFF_G0002506
CHM13_G0052849	LOFF_G0002550
CHM13_G0052851	CHM13_G0052985
CHM13_G0052851	CHM13_G0052986
CHM13_G0052851	CHM13_G0053019
CHM13_G0052851	CHM13_G0053038
CHM13_G0052851	CHM13_G0053040
CHM13_G0052851	LOFF_G0002503
CHM13_G0052851	LOFF_G0002504
CHM13_G0052851	LOFF_G0002541
CHM13_G0052851	LOFF_G0002548
CHM13_G0052852	LOFF_G0002503
CHM13_G0052852	LOFF_G0002548
CHM13_G0052856	CHM13_G0052985
CHM13_G0052856	CHM13_G0053038
CHM13_G0052856	LOFF_G0002541
CHM13_G0052859	LOFF_G0002536
CHM13_G0052861	CHM13_G0053030
CHM13_G0052861	LOFF_G0002535
CHM13_G0052863	CHM13_G0053027
CHM13_G0052863	LOFF_G0002534
CHM13_G0052865	CHM13_G0053012
CHM13_G0052865	LOFF_G0002567
CHM13_G0052982	CHM13_G0053017
CHM13_G0052982	LOFF_G0002497
CHM13_G0052982	LOFF_G0002498
CHM13_G0052982	LOFF_G0002539
CHM13_G0052983	CHM13_G0053017
CHM13_G0052983	LOFF_G0002497
CHM13_G0052983	LOFF_G0002539
CHM13_G0052985	CHM13_G0053038
CHM13_G0052985	LOFF_G0002541
CHM13_G0052986	CHM13_G0053038
CHM13_G0052986	LOFF_G0002541
CHM13_G0052992	LOFF_G0002507
CHM13_G0052992	LOFF_G0002551
CHM13_G0052994	LOFF_G0002475
CHM13_G0052994	LOFF_G0002509
CHM13_G0052994	LOFF_G0002510
CHM13_G0052994	LOFF_G0002516
CHM13_G0052994	LOFF_G0002555
CHM13_G0052995	CHM13_G0052997
CHM13_G0052995	CHM13_G0053020
CHM13_G0052995	CHM13_G0053021
CHM13_G0052995	CHM13_G0053022
CHM13_G0052995	LOFF_G0002513
CHM13_G0052995	LOFF_G0002519
CHM13_G0052995	LOFF_G0002528
CHM13_G0052995	LOFF_G0002552
CHM13_G0052995	LOFF_G0002556
CHM13_G0052995	LOFF_G0002558
CHM13_G0052997	CHM13_G0052999
CHM13_G0052997	CHM13_G0053000
CHM13_G0052997	CHM13_G0053020
CHM13_G0052997	CHM13_G0053021
CHM13_G0052997	CHM13_G0053022
CHM13_G0052997	LOFF_G0002514
CHM13_G0052997	LOFF_G0002551
CHM13_G0052997	LOFF_G0002553
CHM13_G0052997	LOFF_G0002557
CHM13_G0052999	CHM13_G0053021
CHM13_G0052999	LOFF_G0002515
CHM13_G0052999	LOFF_G0002520
CHM13_G0052999	LOFF_G0002552
CHM13_G0052999	LOFF_G0002554
CHM13_G0052999	LOFF_G0002557
CHM13_G0052999	LOFF_G0002558
CHM13_G0053000	CHM13_G0053022
CHM13_G0053000	LOFF_G0002475
CHM13_G0053000	LOFF_G0002483
CHM13_G0053000	LOFF_G0002526
CHM13_G0053000	LOFF_G0002528
CHM13_G0053001	LOFF_G0002482
CHM13_G0053001	LOFF_G0002559
CHM13_G0053003	LOFF_G0002480
CHM13_G0053003	LOFF_G0002561
CHM13_G0053005	LOFF_G0002479
CHM13_G0053005	LOFF_G0002563
CHM13_G0053007	LOFF_G0002478
CHM13_G0053007	LOFF_G0002564
CHM13_G0053010	LOFF_G0002476
CHM13_G0053010	LOFF_G0002565
CHM13_G0053011	LOFF_G0002566
CHM13_G0053012	LOFF_G0002567
CHM13_G0053013	CHM13_G0053031
CHM13_G0053013	CHM13_G0053032
CHM13_G0053013	LOFF_G0002499
CHM13_G0053016	LOFF_G0002498
CHM13_G0053016	LOFF_G0002570
CHM13_G0053017	CHM13_G0053034
CHM13_G0053017	CHM13_G0053035
CHM13_G0053017	LOFF_G0002497
CHM13_G0053019	CHM13_G0053040
CHM13_G0053019	LOFF_G0002504
CHM13_G0053020	LOFF_G0002475
CHM13_G0053020	LOFF_G0002511
CHM13_G0053020	LOFF_G0002514
CHM13_G0053020	LOFF_G0002519
CHM13_G0053020	LOFF_G0002523
CHM13_G0053020	LOFF_G0002524
CHM13_G0053020	LOFF_G0002557
CHM13_G0053021	LOFF_G0002514
CHM13_G0053021	LOFF_G0002515
CHM13_G0053021	LOFF_G0002516
CHM13_G0053021	LOFF_G0002517
CHM13_G0053021	LOFF_G0002518
CHM13_G0053021	LOFF_G0002524
CHM13_G0053021	LOFF_G0002525
CHM13_G0053021	LOFF_G0002556
CHM13_G0053021	LOFF_G0002558
CHM13_G0053022	LOFF_G0002483
CHM13_G0053022	LOFF_G0002517
CHM13_G0053022	LOFF_G0002518
CHM13_G0053022	LOFF_G0002519
CHM13_G0053022	LOFF_G0002526
CHM13_G0053022	LOFF_G0002527
CHM13_G0053022	LOFF_G0002528
CHM13_G0053022	LOFF_G0002558
CHM13_G0053024	LOFF_G0002477
CHM13_G0053024	LOFF_G0002531
CHM13_G0053025	LOFF_G0002532
CHM13_G0053027	LOFF_G0002534
CHM13_G0053030	LOFF_G0002535
CHM13_G0053031	LOFF_G0002499
CHM13_G0053032	LOFF_G0002499
CHM13_G0053033	LOFF_G0002537
CHM13_G0053034	LOFF_G0002497
CHM13_G0053035	LOFF_G0002497
CHM13_G0053035	LOFF_G0002539
CHM13_G0053038	LOFF_G0002541
CHM13_G0053040	LOFF_G0002504
CHM13_G0055183	LOFF_G0000440
CHM13_G0055183	LOFF_G0001616
CHM13_G0055187	CHM13_G0055942
CHM13_G0055187	CHM13_G0056124
CHM13_G0055189	CHM13_G0055940
CHM13_G0055189	CHM13_G0056122
CHM13_G0055189	CHM13_G0056124
CHM13_G0055189	LOFF_G0002800
CHM13_G0055191	CHM13_G0055906
CHM13_G0055191	CHM13_G0055939
CHM13_G0055191	CHM13_G0056121
CHM13_G0055191	LOFF_G0002798
CHM13_G0055192	CHM13_G0055907
CHM13_G0055192	CHM13_G0055937
CHM13_G0055192	CHM13_G0056041
CHM13_G0055192	CHM13_G0056120
CHM13_G0055192	LOFF_G0002848
CHM13_G0055846	CHM13_G0055923
CHM13_G0055846	CHM13_G0055978
CHM13_G0055846	CHM13_G0056087
CHM13_G0055850	CHM13_G0055978
CHM13_G0055852	CHM13_G0055922
CHM13_G0055852	CHM13_G0055982
CHM13_G0055852	CHM13_G0056086
CHM13_G0055854	CHM13_G0055921
CHM13_G0055854	CHM13_G0055922
CHM13_G0055854	CHM13_G0055982
CHM13_G0055854	CHM13_G0055983
CHM13_G0055854	CHM13_G0056085
CHM13_G0055854	CHM13_G0056086
CHM13_G0055862	CHM13_G0056079
CHM13_G0055873	CHM13_G0055878
CHM13_G0055873	CHM13_G0055992
CHM13_G0055873	CHM13_G0056113
CHM13_G0055873	LOFF_G0002689
CHM13_G0055873	LOFF_G0002748
CHM13_G0055873	LOFF_G0002821
CHM13_G0055873	LOFF_G0002823
CHM13_G0055873	LOFF_G0002863
CHM13_G0055874	CHM13_G0056113
CHM13_G0055874	LOFF_G0002689
CHM13_G0055874	LOFF_G0002748
CHM13_G0055875	CHM13_G0055878
CHM13_G0055875	CHM13_G0055992
CHM13_G0055875	LOFF_G0002821
CHM13_G0055875	LOFF_G0002823
CHM13_G0055875	LOFF_G0002863
CHM13_G0055878	CHM13_G0055992
CHM13_G0055878	CHM13_G0055995
CHM13_G0055878	CHM13_G0055999
CHM13_G0055878	CHM13_G0056002
CHM13_G0055878	CHM13_G0056115
CHM13_G0055878	LOFF_G0002687
CHM13_G0055878	LOFF_G0002751
CHM13_G0055878	LOFF_G0002821
CHM13_G0055878	LOFF_G0002823
CHM13_G0055878	LOFF_G0002863
CHM13_G0055885	CHM13_G0055930
CHM13_G0055885	CHM13_G0056033
CHM13_G0055885	CHM13_G0056064
CHM13_G0055885	LOFF_G0000570
CHM13_G0055885	LOFF_G0001726
CHM13_G0055886	CHM13_G0056002
CHM13_G0055886	CHM13_G0056061
CHM13_G0055887	CHM13_G0056004
CHM13_G0055887	CHM13_G0056060
CHM13_G0055888	CHM13_G0056005
CHM13_G0055888	CHM13_G0056052
CHM13_G0055888	CHM13_G0056057
CHM13_G0055888	CHM13_G0056059
CHM13_G0055888	CHM13_G0056106
CHM13_G0055888	LOFF_G0002735
CHM13_G0055890	CHM13_G0055964
CHM13_G0055890	CHM13_G0056005
CHM13_G0055890	CHM13_G0056010
CHM13_G0055890	CHM13_G0056051
CHM13_G0055890	CHM13_G0056052
CHM13_G0055890	LOFF_G0002731
CHM13_G0055890	LOFF_G0002732
CHM13_G0055890	LOFF_G0002835
CHM13_G0055890	LOFF_G0002836
CHM13_G0055892	CHM13_G0055963
CHM13_G0055892	CHM13_G0056011
CHM13_G0055892	CHM13_G0056050
CHM13_G0055892	LOFF_G0002837
CHM13_G0055900	CHM13_G0055952
CHM13_G0055900	CHM13_G0056015
CHM13_G0055900	CHM13_G0056111
CHM13_G0055900	LOFF_G0002815
CHM13_G0055903	CHM13_G0055951
CHM13_G0055903	CHM13_G0056110
CHM13_G0055903	LOFF_G0002752
CHM13_G0055904	LOFF_G0002726
CHM13_G0055904	LOFF_G0002757
CHM13_G0055904	LOFF_G0002843
CHM13_G0055906	CHM13_G0055939
CHM13_G0055906	CHM13_G0056112
CHM13_G0055906	CHM13_G0056121
CHM13_G0055906	LOFF_G0002798
CHM13_G0055907	CHM13_G0055937
CHM13_G0055907	CHM13_G0056041
CHM13_G0055907	CHM13_G0056120
CHM13_G0055907	LOFF_G0002848
CHM13_G0055909	CHM13_G0055936
CHM13_G0055909	CHM13_G0056023
CHM13_G0055909	LOFF_G0002852
CHM13_G0055909	LOFF_G0002871
CHM13_G0055921	CHM13_G0055983
CHM13_G0055921	CHM13_G0056085
CHM13_G0055922	CHM13_G0055982
CHM13_G0055922	CHM13_G0056086
CHM13_G0055923	CHM13_G0055978
CHM13_G0055923	CHM13_G0056087
CHM13_G0055925	CHM13_G0055968
CHM13_G0055925	CHM13_G0056099
CHM13_G0055925	CHM13_G0056100
CHM13_G0055925	LOFF_G0002740
CHM13_G0055925	LOFF_G0002771
CHM13_G0055925	LOFF_G0002831
CHM13_G0055930	CHM13_G0056033
CHM13_G0055930	CHM13_G0056064
CHM13_G0055931	CHM13_G0056031
CHM13_G0055936	CHM13_G0056023
CHM13_G0055936	CHM13_G0056126
CHM13_G0055936	LOFF_G0002803
CHM13_G0055936	LOFF_G0002852
CHM13_G0055936	LOFF_G0002871
CHM13_G0055937	CHM13_G0056041
CHM13_G0055937	CHM13_G0056120
CHM13_G0055937	LOFF_G0002848
CHM13_G0055939	CHM13_G0056121
CHM13_G0055939	LOFF_G0002798
CHM13_G0055940	CHM13_G0056122
CHM13_G0055940	CHM13_G0056124
CHM13_G0055940	LOFF_G0002800
CHM13_G0055942	CHM13_G0056124
CHM13_G0055942	CHM13_G0056126
CHM13_G0055942	LOFF_G0002803
CHM13_G0055947	CHM13_G0056043
CHM13_G0055949	CHM13_G0056048
CHM13_G0055949	LOFF_G0002674
CHM13_G0055951	LOFF_G0002814
CHM13_G0055952	CHM13_G0056015
CHM13_G0055952	CHM13_G0056111
CHM13_G0055952	LOFF_G0002815
CHM13_G0055955	CHM13_G0056014
CHM13_G0055955	CHM13_G0056049
CHM13_G0055955	LOFF_G0002670
CHM13_G0055963	CHM13_G0056011
CHM13_G0055963	CHM13_G0056050
CHM13_G0055963	LOFF_G0002837
CHM13_G0055964	CHM13_G0056051
CHM13_G0055964	LOFF_G0002835
CHM13_G0055968	CHM13_G0056099
CHM13_G0055968	CHM13_G0056100
CHM13_G0055968	LOFF_G0002706
CHM13_G0055968	LOFF_G0002771
CHM13_G0055968	LOFF_G0002831
CHM13_G0055975	CHM13_G0056095
CHM13_G0055975	LOFF_G0002700
CHM13_G0055978	CHM13_G0056087
CHM13_G0055982	CHM13_G0056086
CHM13_G0055983	CHM13_G0056085
CHM13_G0055992	CHM13_G0056002
CHM13_G0055992	LOFF_G0002751
CHM13_G0055992	LOFF_G0002821
CHM13_G0055992	LOFF_G0002823
CHM13_G0055995	CHM13_G0055999
CHM13_G0055995	LOFF_G0002821
CHM13_G0055999	LOFF_G0002821
CHM13_G0056002	CHM13_G0056061
CHM13_G0056002	LOFF_G0002748
CHM13_G0056002	LOFF_G0002821
CHM13_G0056004	CHM13_G0056060
CHM13_G0056005	CHM13_G0056051
CHM13_G0056005	CHM13_G0056052
CHM13_G0056005	CHM13_G0056057
CHM13_G0056005	CHM13_G0056059
CHM13_G0056005	CHM13_G0056106
CHM13_G0056005	LOFF_G0002731
CHM13_G0056005	LOFF_G0002735
CHM13_G0056005	LOFF_G0002836
CHM13_G0056009	CHM13_G0056054
CHM13_G0056009	CHM13_G0056108
CHM13_G0056009	LOFF_G0002669
CHM13_G0056009	LOFF_G0002733
CHM13_G0056010	CHM13_G0056051
CHM13_G0056010	LOFF_G0002731
CHM13_G0056010	LOFF_G0002836
CHM13_G0056011	CHM13_G0056050
CHM13_G0056011	LOFF_G0002837
CHM13_G0056014	CHM13_G0056049
CHM13_G0056014	LOFF_G0002670
CHM13_G0056015	CHM13_G0056111
CHM13_G0056015	LOFF_G0002815
CHM13_G0056016	LOFF_G0002674
CHM13_G0056019	LOFF_G0002674
CHM13_G0056020	LOFF_G0002674
CHM13_G0056021	LOFF_G0002674
CHM13_G0056023	LOFF_G0002852
CHM13_G0056023	LOFF_G0002871
CHM13_G0056025	LOFF_G0002684
CHM13_G0056025	LOFF_G0002713
CHM13_G0056025	LOFF_G0002855
CHM13_G0056025	LOFF_G0002868
CHM13_G0056033	CHM13_G0056064
CHM13_G0056041	CHM13_G0056120
CHM13_G0056041	LOFF_G0002848
CHM13_G0056042	LOFF_G0002719
CHM13_G0056044	LOFF_G0002722
CHM13_G0056046	LOFF_G0002726
CHM13_G0056046	LOFF_G0002843
CHM13_G0056048	LOFF_G0002842
CHM13_G0056049	LOFF_G0002670
CHM13_G0056050	LOFF_G0002837
CHM13_G0056051	LOFF_G0002731
CHM13_G0056051	LOFF_G0002732
CHM13_G0056051	LOFF_G0002835
CHM13_G0056051	LOFF_G0002836
CHM13_G0056052	CHM13_G0056106
CHM13_G0056052	LOFF_G0002735
CHM13_G0056054	CHM13_G0056108
CHM13_G0056054	LOFF_G0002669
CHM13_G0056054	LOFF_G0002733
CHM13_G0056057	CHM13_G0056106
CHM13_G0056057	LOFF_G0002735
CHM13_G0056059	CHM13_G0056106
CHM13_G0056059	LOFF_G0002735
CHM13_G0056071	LOFF_G0002662
CHM13_G0056071	LOFF_G0002749
CHM13_G0056095	LOFF_G0002700
CHM13_G0056099	LOFF_G0002706
CHM13_G0056099	LOFF_G0002740
CHM13_G0056099	LOFF_G0002771
CHM13_G0056100	LOFF_G0002706
CHM13_G0056100	LOFF_G0002740
CHM13_G0056100	LOFF_G0002771
CHM13_G0056102	LOFF_G0002709
CHM13_G0056102	LOFF_G0002768
CHM13_G0056106	LOFF_G0002735
CHM13_G0056108	LOFF_G0002669
CHM13_G0056108	LOFF_G0002733
CHM13_G0056110	LOFF_G0002814
CHM13_G0056111	LOFF_G0002815
CHM13_G0056113	LOFF_G0002689
CHM13_G0056115	LOFF_G0002687
CHM13_G0056115	LOFF_G0002821
CHM13_G0056120	LOFF_G0002848
CHM13_G0056121	LOFF_G0002798
CHM13_G0056122	LOFF_G0002800
CHM13_G0056124	LOFF_G0002800
CHM13_G0056124	LOFF_G0002803
CHM13_G0056126	LOFF_G0002803
CHM13_G0056375	CHM13_G0056383
CHM13_G0056515	CHM13_G0056584
CHM13_G0056516	CHM13_G0056581
CHM13_G0056519	CHM13_G0056581
CHM13_G0056851	CHM13_G0056852
CHM13_G0056851	LOFF_G0002878
CHM13_G0056851	LOFF_G0002879
CHM13_G0056852	CHM13_G0056853
CHM13_G0056852	LOFF_G0002878
CHM13_G0056852	LOFF_G0002879
CHM13_G0056853	LOFF_G0002882
CHM13_G0056854	CHM13_G0056855
CHM13_G0056854	CHM13_G0056856
CHM13_G0056854	LOFF_G0002880
CHM13_G0056854	LOFF_G0002881
CHM13_G0056854	LOFF_G0002882
CHM13_G0056855	CHM13_G0056856
CHM13_G0056855	LOFF_G0002882
CHM13_G0057492	LOFF_G0000403
CHM13_G0057492	LOFF_G0001567
CHM13_G0057492	LOFF_G0002291
CHM13_G0057493	LOFF_G0001560
CHM13_G0057493	LOFF_G0002253
LOFF_G0000004	LOFF_G0000399
LOFF_G0000023	LOFF_G0000027
LOFF_G0000025	LOFF_G0000030
LOFF_G0000025	LOFF_G0000039
LOFF_G0000043	LOFF_G0000044
LOFF_G0000043	LOFF_G0000452
LOFF_G0000043	LOFF_G0000973
LOFF_G0000043	LOFF_G0002258
LOFF_G0000043	LOFF_G0002266
LOFF_G0000043	LOFF_G0002272
LOFF_G0000043	LOFF_G0002657
LOFF_G0000044	LOFF_G0000182
LOFF_G0000044	LOFF_G0002435
LOFF_G0000049	LOFF_G0000051
LOFF_G0000049	LOFF_G0000054
LOFF_G0000049	LOFF_G0000056
LOFF_G0000050	LOFF_G0000053
LOFF_G0000051	LOFF_G0000054
LOFF_G0000051	LOFF_G0000056
LOFF_G0000052	LOFF_G0000055
LOFF_G0000054	LOFF_G0000056
LOFF_G0000089	LOFF_G0000095
LOFF_G0000104	LOFF_G0000112
LOFF_G0000107	LOFF_G0000144
LOFF_G0000107	LOFF_G0001452
LOFF_G0000108	LOFF_G0000117
LOFF_G0000122	LOFF_G0001446
LOFF_G0000123	LOFF_G0001445
LOFF_G0000125	LOFF_G0001443
LOFF_G0000126	LOFF_G0001443
LOFF_G0000144	LOFF_G0001452
LOFF_G0000352	LOFF_G0001221
LOFF_G0000352	LOFF_G0002266
LOFF_G0000352	LOFF_G0002272
LOFF_G0000352	LOFF_G0002883
LOFF_G0000354	LOFF_G0002105
LOFF_G0000355	LOFF_G0002107
LOFF_G0000356	LOFF_G0002108
LOFF_G0000357	LOFF_G0002111
LOFF_G0000358	LOFF_G0002112
LOFF_G0000360	LOFF_G0002115
LOFF_G0000361	LOFF_G0002117
LOFF_G0000363	LOFF_G0002119
LOFF_G0000365	LOFF_G0002122
LOFF_G0000366	LOFF_G0002124
LOFF_G0000367	LOFF_G0002126
LOFF_G0000369	LOFF_G0002128
LOFF_G0000370	LOFF_G0002128
LOFF_G0000372	LOFF_G0002128
LOFF_G0000373	LOFF_G0002130
LOFF_G0000374	LOFF_G0002131
LOFF_G0000376	LOFF_G0002134
LOFF_G0000378	LOFF_G0002136
LOFF_G0000379	LOFF_G0002138
LOFF_G0000380	LOFF_G0002139
LOFF_G0000381	LOFF_G0002140
LOFF_G0000383	LOFF_G0002142
LOFF_G0000384	LOFF_G0002143
LOFF_G0000385	LOFF_G0002144
LOFF_G0000386	LOFF_G0002145
LOFF_G0000387	LOFF_G0002146
LOFF_G0000388	LOFF_G0002148
LOFF_G0000388	LOFF_G0002149
LOFF_G0000388	LOFF_G0002150
LOFF_G0000389	LOFF_G0002152
LOFF_G0000390	LOFF_G0002154
LOFF_G0000391	LOFF_G0002155
LOFF_G0000392	LOFF_G0002156
LOFF_G0000393	LOFF_G0002157
LOFF_G0000394	LOFF_G0002158
LOFF_G0000395	LOFF_G0002160
LOFF_G0000400	LOFF_G0001395
LOFF_G0000403	LOFF_G0001567
LOFF_G0000403	LOFF_G0002291
LOFF_G0000434	LOFF_G0000435
LOFF_G0000440	LOFF_G0001616
LOFF_G0000452	LOFF_G0002258
LOFF_G0000459	LOFF_G0001629
LOFF_G0000459	LOFF_G0001761
LOFF_G0000461	LOFF_G0000612
LOFF_G0000461	LOFF_G0000695
LOFF_G0000461	LOFF_G0001631
LOFF_G0000461	LOFF_G0001689
LOFF_G0000461	LOFF_G0001763
LOFF_G0000461	LOFF_G0001839
LOFF_G0000461	LOFF_G0002072
LOFF_G0000462	LOFF_G0000613
LOFF_G0000462	LOFF_G0001632
LOFF_G0000462	LOFF_G0001690
LOFF_G0000462	LOFF_G0001763
LOFF_G0000462	LOFF_G0001840
LOFF_G0000462	LOFF_G0002071
LOFF_G0000528	LOFF_G0001683
LOFF_G0000528	LOFF_G0001814
LOFF_G0000532	LOFF_G0000592
LOFF_G0000544	LOFF_G0000592
LOFF_G0000544	LOFF_G0001698
LOFF_G0000544	LOFF_G0001848
LOFF_G0000552	LOFF_G0000730
LOFF_G0000552	LOFF_G0001708
LOFF_G0000555	LOFF_G0000725
LOFF_G0000555	LOFF_G0001711
LOFF_G0000560	LOFF_G0001716
LOFF_G0000570	LOFF_G0001726
LOFF_G0000571	LOFF_G0000712
LOFF_G0000571	LOFF_G0001727
LOFF_G0000580	LOFF_G0000705
LOFF_G0000580	LOFF_G0001736
LOFF_G0000583	LOFF_G0000703
LOFF_G0000584	LOFF_G0001737
LOFF_G0000592	LOFF_G0000876
LOFF_G0000608	LOFF_G0000818
LOFF_G0000608	LOFF_G0001623
LOFF_G0000609	LOFF_G0000819
LOFF_G0000609	LOFF_G0001624
LOFF_G0000612	LOFF_G0000695
LOFF_G0000612	LOFF_G0001631
LOFF_G0000612	LOFF_G0001689
LOFF_G0000612	LOFF_G0001763
LOFF_G0000612	LOFF_G0001839
LOFF_G0000612	LOFF_G0002072
LOFF_G0000613	LOFF_G0001632
LOFF_G0000613	LOFF_G0001690
LOFF_G0000613	LOFF_G0001763
LOFF_G0000613	LOFF_G0001840
LOFF_G0000613	LOFF_G0001968
LOFF_G0000613	LOFF_G0002071
LOFF_G0000671	LOFF_G0001683
LOFF_G0000695	LOFF_G0000823
LOFF_G0000695	LOFF_G0001631
LOFF_G0000695	LOFF_G0001689
LOFF_G0000695	LOFF_G0001763
LOFF_G0000695	LOFF_G0001839
LOFF_G0000700	LOFF_G0001695
LOFF_G0000700	LOFF_G0001844
LOFF_G0000705	LOFF_G0001736
LOFF_G0000712	LOFF_G0001727
LOFF_G0000725	LOFF_G0001711
LOFF_G0000730	LOFF_G0001708
LOFF_G0000739	LOFF_G0001855
LOFF_G0000740	LOFF_G0001857
LOFF_G0000746	LOFF_G0001864
LOFF_G0000752	LOFF_G0001872
LOFF_G0000755	LOFF_G0001874
LOFF_G0000769	LOFF_G0001890
LOFF_G0000818	LOFF_G0001623
LOFF_G0000819	LOFF_G0001624
LOFF_G0000821	LOFF_G0001629
LOFF_G0000823	LOFF_G0001631
LOFF_G0000823	LOFF_G0001689
LOFF_G0000823	LOFF_G0001839
LOFF_G0000824	LOFF_G0001632
LOFF_G0000824	LOFF_G0001690
LOFF_G0000824	LOFF_G0001840
LOFF_G0000872	LOFF_G0001683
LOFF_G0000911	LOFF_G0000931
LOFF_G0000911	LOFF_G0000934
LOFF_G0000911	LOFF_G0000943
LOFF_G0000911	LOFF_G0000944
LOFF_G0000931	LOFF_G0000934
LOFF_G0000931	LOFF_G0000943
LOFF_G0000931	LOFF_G0000944
LOFF_G0000933	LOFF_G0000952
LOFF_G0000933	LOFF_G0000956
LOFF_G0000934	LOFF_G0000943
LOFF_G0000934	LOFF_G0000944
LOFF_G0000937	LOFF_G0000951
LOFF_G0000938	LOFF_G0000939
LOFF_G0000942	LOFF_G0000945
LOFF_G0000943	LOFF_G0000944
LOFF_G0000952	LOFF_G0000954
LOFF_G0000952	LOFF_G0000956
LOFF_G0000952	LOFF_G0000966
LOFF_G0000954	LOFF_G0000963
LOFF_G0000956	LOFF_G0000966
LOFF_G0000983	LOFF_G0000988
LOFF_G0000992	LOFF_G0001394
LOFF_G0000993	LOFF_G0001393
LOFF_G0000994	LOFF_G0001392
LOFF_G0000998	LOFF_G0001388
LOFF_G0000998	LOFF_G0001617
LOFF_G0001012	LOFF_G0001030
LOFF_G0001051	LOFF_G0001061
LOFF_G0001051	LOFF_G0001075
LOFF_G0001059	LOFF_G0001072
LOFF_G0001059	LOFF_G0001073
LOFF_G0001060	LOFF_G0001072
LOFF_G0001060	LOFF_G0001073
LOFF_G0001061	LOFF_G0001075
LOFF_G0001063	LOFF_G0001069
LOFF_G0001063	LOFF_G0001070
LOFF_G0001064	LOFF_G0001069
LOFF_G0001064	LOFF_G0001070
LOFF_G0001064	LOFF_G0001071
LOFF_G0001065	LOFF_G0001071
LOFF_G0001066	LOFF_G0001074
LOFF_G0001082	LOFF_G0001099
LOFF_G0001082	LOFF_G0001175
LOFF_G0001084	LOFF_G0001131
LOFF_G0001099	LOFF_G0001175
LOFF_G0001101	LOFF_G0001122
LOFF_G0001110	LOFF_G0001172
LOFF_G0001153	LOFF_G0001163
LOFF_G0001153	LOFF_G0001171
LOFF_G0001163	LOFF_G0001171
LOFF_G0001208	LOFF_G0001216
LOFF_G0001213	LOFF_G0001218
LOFF_G0001214	LOFF_G0001219
LOFF_G0001221	LOFF_G0002266
LOFF_G0001221	LOFF_G0002272
LOFF_G0001229	LOFF_G0001561
LOFF_G0001229	LOFF_G0002903
LOFF_G0001234	LOFF_G0001247
LOFF_G0001300	LOFF_G0001307
LOFF_G0001300	LOFF_G0001317
LOFF_G0001300	LOFF_G0001322
LOFF_G0001300	LOFF_G0001343
LOFF_G0001301	LOFF_G0001308
LOFF_G0001301	LOFF_G0001314
LOFF_G0001301	LOFF_G0001316
LOFF_G0001301	LOFF_G0001323
LOFF_G0001303	LOFF_G0001315
LOFF_G0001306	LOFF_G0001313
LOFF_G0001306	LOFF_G0001318
LOFF_G0001306	LOFF_G0001321
LOFF_G0001307	LOFF_G0001317
LOFF_G0001307	LOFF_G0001322
LOFF_G0001308	LOFF_G0001314
LOFF_G0001308	LOFF_G0001316
LOFF_G0001308	LOFF_G0001323
LOFF_G0001313	LOFF_G0001318
LOFF_G0001313	LOFF_G0001321
LOFF_G0001314	LOFF_G0001316
LOFF_G0001314	LOFF_G0001323
LOFF_G0001316	LOFF_G0001323
LOFF_G0001317	LOFF_G0001322
LOFF_G0001318	LOFF_G0001321
LOFF_G0001322	LOFF_G0001343
LOFF_G0001333	LOFF_G0002258
LOFF_G0001357	LOFF_G0001361
LOFF_G0001358	LOFF_G0001362
LOFF_G0001361	LOFF_G0001365
LOFF_G0001362	LOFF_G0001366
LOFF_G0001379	LOFF_G0001380
LOFF_G0001380	LOFF_G0001381
LOFF_G0001380	LOFF_G0001382
LOFF_G0001381	LOFF_G0001384
LOFF_G0001382	LOFF_G0001385
LOFF_G0001384	LOFF_G0001386
LOFF_G0001388	LOFF_G0001617
LOFF_G0001421	LOFF_G0002258
LOFF_G0001421	LOFF_G0002272
LOFF_G0001421	LOFF_G0002435
LOFF_G0001421	LOFF_G0002883
LOFF_G0001452	LOFF_G0001461
LOFF_G0001452	LOFF_G0001480
LOFF_G0001461	LOFF_G0001480
LOFF_G0001561	LOFF_G0002903
LOFF_G0001567	LOFF_G0002291
LOFF_G0001568	LOFF_G0002292
LOFF_G0001629	LOFF_G0001761
LOFF_G0001631	LOFF_G0001689
LOFF_G0001631	LOFF_G0001763
LOFF_G0001631	LOFF_G0001839
LOFF_G0001632	LOFF_G0001690
LOFF_G0001632	LOFF_G0001763
LOFF_G0001632	LOFF_G0001840
LOFF_G0001639	LOFF_G0001769
LOFF_G0001689	LOFF_G0001763
LOFF_G0001689	LOFF_G0001839
LOFF_G0001690	LOFF_G0001763
LOFF_G0001690	LOFF_G0001840
LOFF_G0001690	LOFF_G0001968
LOFF_G0001695	LOFF_G0001844
LOFF_G0001698	LOFF_G0001848
LOFF_G0001751	LOFF_G0002160
LOFF_G0001763	LOFF_G0001839
LOFF_G0001763	LOFF_G0001840
LOFF_G0001840	LOFF_G0001968
LOFF_G0001913	LOFF_G0001928
LOFF_G0001913	LOFF_G0001931
LOFF_G0001915	LOFF_G0001930
LOFF_G0001916	LOFF_G0001921
LOFF_G0001922	LOFF_G0001932
LOFF_G0001923	LOFF_G0001933
LOFF_G0001923	LOFF_G0001934
LOFF_G0001924	LOFF_G0001933
LOFF_G0001924	LOFF_G0001934
LOFF_G0001928	LOFF_G0001931
LOFF_G0001956	LOFF_G0002258
LOFF_G0001956	LOFF_G0002266
