chrom	chromStart	chromEnd	size	Gene Name	Gene ID	ENSEMBL	Biotype	Family ID	Family status	Gene Coords	SD98_v1.0	SD98_v2.0	Genomic disorders	Median parCN	parCN>0.5	parCN>0.5%	parCN<1.5	parCN=2	parCN>=2.5	parCN=2 %	parCN class	Neanderthal Mezmaiskaya	Neanderthal  Vindija	Neanderthal Altai	Denisova	parCN<0.5	parCN<1.5	parCN=2	Lifted over to hg19	Association	Duplications	Deletions	Median Probands	Median Siblings	p-value	q-value	Median Probands Rounded CN	Median Siblings Rounded CN	p-value Rounded CN	q-value Rounded CN
chr1	2.18844438E8	2.18849579E8	5141.0	ZC3H11B	CHM13_G0004736	ENSG00000215817.7	protein_coding	ID_253	Undetermined	chr1:218844438-218849579	chr1:218844438-218849579	chr1:218844269-218849410	-	1.68	2504.0	100.0	604.0	1900.0	0.0	75.88	Nearly-Fixed	1.39	1.42	1.24	1.3	0	4.0	0.0	Yes	No	-	-	1.729697	1.73369	0.946422597422018	0.995422847412124	2.0	2.0	0.70989827287818	1.0
chr1	2.2190271E8	2.21904169E8	1459.0	AIDA	CHM13_G0004799	ENSG00000186063.13	protein_coding	Unassigned_16	Human duplicated gene family	chr1:221901925-221947135	chr1:221902710-221904169	chr1:221902541-221904000	-	2.09	2504.0	100.0	0.0	2491.0	13.0	99.48	Fixed	1.72	1.8	2.05	2.36	0	0.0	4.0	Yes	No	-	-	2.079551	2.066607	0.0058557991424869	0.226965235299133	2.0	2.0	0.260954870195031	1.0
chr1	2.24977406E8	2.24978633E8	1227.0	SRP9	CHM13_G0004856	ENSG00000143742.14	protein_coding	Unassigned_100	Human duplicated gene family	chr1:224965998-224978635	chr1:224977406-224978633	chr1:224977237-224978464	-	2.21	2504.0	100.0	0.0	2425.0	79.0	96.85	Nearly-Fixed	1.97	2.24	2.18	2.34	0	0.0	4.0	Yes	No	-	-	1.9971045	1.9991405	0.5729480797731	0.973582962201015	2.0	2.0	-	-
chr1	2.42535295E8	2.42623377E8	88082.0	CEP170	CHM13_G0005259	ENSG00000143702.16	protein_coding	ID_316	Human duplicated gene family	chr1:242535295-242666542	chr1:242535295-242623377	chr1:242535126-242623208	-	2.09	2504.0	100.0	0.0	2503.0	1.0	99.96	Fixed	2.05	2.19	2.12	2.13	0	0.0	4.0	Yes	No	-	-	2.078051	2.075852	0.216320823624784	0.912136191781922	2.0	2.0	-	-
chr10	39839.0	57567.0	17728.0	TUBB8	CHM13_G0005442	ENSG00000261456.6	protein_coding	ID_287	Undetermined	chr10:39839-67096	chr10:39839-57567	chr10:39848-57576	-	2.05	2504.0	100.0	0.0	2489.0	15.0	99.4	Fixed	2.07	2.21	2.17	2.16	0	0.0	4.0	Yes	No	-	-	2.0825205	2.0680055	0.00752208601701398	0.259724856813879	2.0	2.0	0.607766031407855	1.0
chr10	2.4638245E7	2.4640149E7	1904.0	ARHGAP21	CHM13_G0005848	ENSG00000107863.18	protein_coding	Unassigned_26	Undetermined	chr10:24602367-24742538	chr10:24638245-24640149	chr10:24638254-24640158	-	1.98	2504.0	100.0	1.0	2502.0	1.0	99.92	Fixed	1.76	1.89	1.97	2.01	0	0.0	4.0	Yes	No	-	-	1.9952825	1.989965	0.17354697862044	0.902062706257881	2.0	2.0	-	-
chr10	3.8315699E7	3.8324809E7	9110.0	AL117339.4	CHM13_G0006095	ENSG00000283930.1	protein_coding	ID_238	Undetermined	chr10:38138339-38404086	chr10:38315699-38324809	chr10:38315708-38324818	-	1.93	2504.0	100.0	1.0	2503.0	0.0	99.96	Fixed	1.88	2.0	2.09	2.09	0	0.0	4.0	Yes	No	-	-	1.98843	1.98867	0.411882336379144	0.963421719307322	2.0	2.0	-	-
chr10	3.8392547E7	3.8404086E7	11539.0	AL117339.4	CHM13_G0006095	ENSG00000283930.1	protein_coding	ID_238	Undetermined	chr10:38138339-38404086	chr10:38392547-38404086	chr10:38392556-38404095	-	1.93	2504.0	100.0	0.0	2504.0	0.0	100.0	Fixed	2.04	1.92	2.03	2.04	0	0.0	4.0	Yes	No	-	-	2.045923	2.046976	0.573115793848467	0.973582962201015	2.0	2.0	-	-
chr10	4.6608164E7	4.6674003E7	65839.0	WASHC2C	CHM13_G0006226	ENSG00000172661.19	protein_coding	ID_485	Undetermined	chr10:46608164-46674003	chr10:46608164-46674003	chr10:46608173-46674012	-	2.13	2504.0	100.0	1.0	2470.0	33.0	98.64	Fixed	2.17	2.13	2.08	1.8	0	0.0	4.0	Yes	No	-	-	2.087225	2.087969	0.431404428329312	0.963421719307322	2.0	2.0	0.772829992684448	1.0
chr10	4.6706653E7	4.673493E7	28277.0	AGAP4	CHM13_G0006229	ENSG00000188234.13	protein_coding	ID_233	Undetermined	chr10:46706653-46734930	chr10:46706653-46734930	chr10:46706662-46734939	-	1.7	2503.0	99.96	214.0	2269.0	21.0	90.62	Nearly-Fixed	0.44	0.63	0.45	0.37	3	4.0	0.0	Yes	No	-	-	1.712181	1.712652	0.665096270913184	0.983336357253052	2.0	2.0	0.778905363466869	1.0
chr10	4.6853363E7	4.6878161E7	24798.0	TIMM23	CHM13_G0006233	ENSG00000265354.4	protein_coding	ID_471	Undetermined	chr10:46853363-46884618	chr10:46853363-46878161	chr10:46853372-46878170	-	2.01	2504.0	100.0	0.0	2502.0	2.0	99.92	Fixed	2.23	1.81	2.21	1.72	0	0.0	4.0	Yes	No	-	-	1.998756	1.998173	0.993594773225574	0.99945939964787	2.0	2.0	-	-
chr10	4.7261659E7	4.7277817E7	16158.0	ANXA8L1	CHM13_G0006244	ENSG00000264230.9	protein_coding	ID_223	Undetermined	chr10:47261659-47277817	chr10:47261659-47277817	chr10:47261668-47277826	-	1.79	2504.0	100.0	628.0	1635.0	241.0	65.3	Nearly-Fixed	2.53	1.87	1.84	1.71	0	0.0	3.0	Yes	Yes	brain stem volume measurement;positive(10:47207813-47756662,10:47551574-47756662);brain volume measurement;negative(10:47207813-47756662,10:47536152-47966214,10:47536152-47915921,10:47536152-48005276,10:47169805-47756662,10:47086901-47915921,10:47086901-47756662,10:46993801-47915921,10:46528901-47756662,10:47017490-47756662,10:47628892-47756662,10:47122436-47756662,10:46528901-47915921,10:46993801-47756662,10:46962114-47915921,10:46973933-47756662,10:47618365-47756662,10:46962114-47756662,10:47536152-47756662,10:47047517-47756662,10:47086901-48005276,10:47086901-47966214);brain volume measurement;positive(10:47536152-47915921,10:47086901-48005276,10:47599478-47756662,10:46962114-47915921,10:47047517-47915921,10:47551574-47756662,10:47086901-47966214,10:47047517-47756662,10:47587221-47756662,10:46528901-47756662,10:46993801-47756662,10:47536152-47756662,10:46962114-48005276,10:47628892-47756662,10:46962114-47756662,10:47207813-47756662,10:47086901-47756662,10:47536152-47966214,10:47536152-48005276,10:46962114-47966214,10:47618365-47756662,10:47169805-47756662,10:47169805-47915921);caudate nucleus volume;positive(10:47551574-47756662);cerebrospinal fluid volume measurement;negative(10:46962114-47915921);grey matter volume measurement;negative(10:47536152-47915921,10:47017490-47756662,10:47628892-47756662,10:47169805-47756662,10:47086901-47756662,10:47086901-47915921,10:47599478-47756662,10:47047517-47915921,10:46587495-47756662,10:46528901-47915921,10:47169805-47915921,10:47536152-47966214);grey matter volume measurement;positive(10:47587221-47756662,10:47536152-47915921,10:46993801-47915921,10:47207813-47756662,10:47536152-47756662,10:46962114-47966214,10:46962114-47915921,10:46962114-48005276,10:46962114-47756662,10:46528901-47756662,10:47536152-47966214,10:47536152-48005276,10:47551574-47756662,10:47169805-47756662,10:47047517-47756662,10:46587495-47756662);grey matter volume measurement,white matter volume measurement;negative(10:46528901-47915921);grey matter volume measurement,white matter volume measurement;positive(10:46962114-47915921,10:47536152-47915921,10:47536152-48005276,10:47207813-47756662);hippocampal volume;positive(10:47207813-47756662);nucleus accumbens volume;negative(10:47047517-47756662);nucleus accumbens volume;positive(10:47536152-48005276);pallidum volume;negative(10:47086901-47915921);pallidum volume;positive(10:46528901-47756662,10:47536152-48005276);superior frontal gyrus grey matter volume measurement;positive(10:47207813-47756662,10:47536152-47756662,10:47169805-47756662);thalamus volume;negative(10:47086901-47915921);thalamus volume;positive(10:47207813-47756662,10:47551574-47756662);white matter volume measurement;negative(10:46528901-47915921);white matter volume measurement;positive(10:47017490-47756662,10:46962114-47915921,10:47536152-47915921,10:47536152-48005276)	brain volume measurement;negative(10:47536152-47756662,10:46962114-47756662);brain volume measurement;positive(10:46962114-47756662,10:47536152-47756662);grey matter volume measurement;negative(10:47536152-47756662)	1.806918	1.811062	0.811847642545042	0.983336357253052	2.0	2.0	0.617489821529459	1.0
chr10	4.7347129E7	4.7351989E7	4860.0	NPY4R	CHM13_G0006248	ENSG00000204174.8	protein_coding	ID_405	Human duplicated gene family	chr10:47347129-47351989	chr10:47347129-47351989	chr10:47347138-47351998	-	2.29	2504.0	100.0	129.0	1444.0	931.0	57.67	Nearly-Fixed	1.72	2.07	2.09	1.67	0	0.0	4.0	Yes	Yes	brain volume measurement;negative(10:46528901-47695269,10:46962114-47692128,10:46993801-47684765,10:46962114-47695269,10:46962114-47122436,10:46962114-47673546,10:46962114-47169805,10:46528901-47684765,10:46962114-47644781,10:46962114-47612294,10:46962114-47678244,10:46962114-47747926,10:46962114-47620300,10:46993801-47915921,10:46528901-47756662,10:46993801-47703946,10:47017490-47756662,10:46528901-47915921,10:46962114-47681718,10:46993801-47756662,10:46962114-47915921,10:46962114-47637920,10:46962114-47621918,10:46973933-47756662,10:46962114-47660466,10:46962114-47684765,10:46962114-47756662,10:47047517-47756662,10:46587495-47122436,10:47047517-47703946,10:46962114-47207813);brain volume measurement;positive(10:46962114-47660466,10:46962114-47684765,10:46962114-47096896,10:46528901-47684765,10:46962114-47915921,10:46962114-47703946,10:47047517-47915921,10:46962114-47122436,10:46962114-47695269,10:47047517-47756662,10:46993801-47684765,10:46528901-47756662,10:46962114-47621918,10:46962114-47637920,10:46962114-47681718,10:46993801-47756662,10:46528901-47695269,10:46962114-47673546,10:46962114-48005276,10:46962114-47678244,10:46962114-47692128,10:46962114-47756662,10:46962114-47207813,10:47047517-47703946,10:46962114-47966214,10:46962114-47747926,10:46962114-47612294,10:46962114-47675467);cerebrospinal fluid volume measurement;negative(10:46962114-47637920,10:46962114-47915921);cerebrospinal fluid volume measurement;positive(10:46962114-47695269);grey matter volume measurement;negative(10:46962114-47620300,10:46962114-47660466,10:47017490-47756662,10:46528901-47703946,10:46993801-47703946,10:46962114-47087519,10:46962114-47644781,10:47047517-47915921,10:46587495-47756662,10:46962114-47122436,10:46528901-47915921,10:46962114-47695269,10:46962114-47692128,10:46962114-47621918,10:46962114-47612294,10:46962114-47637920,10:46993801-47684765);grey matter volume measurement;positive(10:46993801-47915921,10:46962114-47678244,10:46962114-47669269,10:46962114-47087519,10:46962114-47966214,10:46962114-47915921,10:46962114-47703946,10:46962114-47684765,10:46587495-47122436,10:47047517-47703946,10:46962114-48005276,10:46962114-47756662,10:46528901-47756662,10:46962114-47612294,10:46962114-47675467,10:46962114-47096896,10:46962114-47207813,10:46962114-47747926,10:46993801-47684765,10:47047517-47756662,10:46587495-47756662,10:46962114-47644781);grey matter volume measurement,white matter volume measurement;negative(10:46528901-47915921);grey matter volume measurement,white matter volume measurement;positive(10:46962114-47915921);hippocampal volume;positive(10:46962114-47207813,10:46962114-47703946);nucleus accumbens volume;negative(10:47047517-47756662);nucleus accumbens volume;positive(10:46962114-47087519);pallidum volume;negative(10:47047517-47703946,10:46993801-47684765);pallidum volume;positive(10:46962114-47087519,10:46528901-47695269,10:46528901-47756662,10:46962114-47621918);putamen volume;positive(10:46962114-47669269,10:46962114-47684765);superior frontal gyrus grey matter volume measurement;positive(10:46962114-47207813);thalamus volume;positive(10:46962114-47684765);white matter volume measurement;negative(10:46528901-47915921);white matter volume measurement;positive(10:47017490-47756662,10:46962114-47915921)	brain volume measurement;negative(10:46962114-47096896,10:46962114-47703946,10:46962114-47122436,10:46962114-47756662,10:46962114-47207813);brain volume measurement;positive(10:46962114-47096896,10:46962114-47703946,10:46962114-47122436,10:46962114-47756662,10:46962114-47207813);grey matter volume measurement;negative(10:46962114-47096896);grey matter volume measurement;positive(10:46962114-47703946,10:46962114-47207813,10:46962114-47122436);grey matter volume measurement,white matter volume measurement;negative(10:46962114-47096896);hippocampal volume;negative(10:46962114-47096896);white matter volume measurement;negative(10:46962114-47096896)	2.240134	2.258453	0.926370198510297	0.994404420235326	2.0	2.0	0.498610587446659	1.0
chr10	4.7435389E7	4.7441876E7	6487.0	GPRIN2	CHM13_G0006249	ENSG00000204175.5	protein_coding	ID_370	Human duplicated gene family	chr10:47435389-47441876	chr10:47435389-47441876	chr10:47435398-47441885	-	1.96	2495.0	99.64	359.0	1938.0	207.0	77.4	Nearly-Fixed	1.72	1.98	0.26	1.42	1	2.0	2.0	Yes	Yes	brain volume measurement;negative(10:46528901-47695269,10:46962114-47692128,10:46993801-47684765,10:46962114-47695269,10:46962114-47063369,10:46962114-47122436,10:46962114-47673546,10:46962114-47169805,10:46528901-47684765,10:46962114-47644781,10:46962114-47612294,10:46962114-47678244,10:46962114-47747926,10:46528901-47017490,10:46962114-47620300,10:46993801-47915921,10:46528901-47756662,10:46993801-47703946,10:46528901-47915921,10:46962114-47681718,10:46993801-47756662,10:46962114-47915921,10:46962114-47000765,10:46962114-47637920,10:46962114-47621918,10:46973933-47756662,10:46962114-47660466,10:46962114-47684765,10:46962114-47017490,10:46962114-47756662,10:46962114-47047517,10:46962114-47033452,10:46587495-47122436,10:46962114-47207813);brain volume measurement;positive(10:46962114-47660466,10:46962114-47684765,10:46962114-47017490,10:46962114-47096896,10:46962114-47000765,10:46528901-47684765,10:46962114-47915921,10:46962114-47703946,10:46962114-47122436,10:46962114-47695269,10:46993801-47684765,10:46962114-47047517,10:46528901-47756662,10:46962114-47621918,10:46962114-47033452,10:46962114-47637920,10:46962114-47681718,10:46993801-47756662,10:46528901-47695269,10:46962114-47673546,10:46962114-48005276,10:46962114-47063369,10:46962114-47678244,10:46962114-47692128,10:46962114-47756662,10:46528901-47017490,10:46962114-47207813,10:46962114-47966214,10:46962114-47747926,10:46962114-47612294,10:46962114-47675467);caudate nucleus volume;negative(10:46528901-47017490);caudate nucleus volume;positive(10:46962114-47017490);cerebrospinal fluid volume measurement;negative(10:46962114-47637920,10:46962114-47915921);cerebrospinal fluid volume measurement;positive(10:46962114-47695269);grey matter volume measurement;negative(10:46962114-47620300,10:46962114-47033452,10:46962114-47660466,10:46962114-47063369,10:46528901-47703946,10:46993801-47703946,10:46962114-47047517,10:46962114-47087519,10:46962114-47644781,10:46587495-47756662,10:46962114-47122436,10:46528901-47915921,10:46962114-47695269,10:46962114-47692128,10:46962114-47621918,10:46962114-47612294,10:46962114-47637920,10:46993801-47684765);grey matter volume measurement;positive(10:46993801-47915921,10:46962114-47678244,10:46962114-47000765,10:46528901-47017490,10:46962114-47669269,10:46962114-47087519,10:46962114-47966214,10:46962114-47915921,10:46962114-47703946,10:46962114-47017490,10:46962114-47684765,10:46587495-47122436,10:46962114-48005276,10:46962114-47756662,10:46528901-47756662,10:46962114-47612294,10:46962114-47675467,10:46962114-47096896,10:46962114-47207813,10:46962114-47747926,10:46993801-47684765,10:46587495-47756662,10:46962114-47644781);grey matter volume measurement,white matter volume measurement;negative(10:46962114-47033452,10:46528901-47915921);grey matter volume measurement,white matter volume measurement;positive(10:46962114-47017490,10:46962114-47915921);hippocampal volume;positive(10:46962114-47207813,10:46962114-47703946);nucleus accumbens volume;negative(10:46528901-47017490);nucleus accumbens volume;positive(10:46962114-47087519,10:46962114-47000765);pallidum volume;negative(10:46993801-47684765);pallidum volume;positive(10:46962114-47087519,10:46528901-47695269,10:46528901-47756662,10:46962114-47621918);putamen volume;positive(10:46962114-47000765,10:46962114-47669269,10:46962114-47684765);superior frontal gyrus grey matter volume measurement;positive(10:46962114-47207813);thalamus volume;positive(10:46962114-47684765);white matter volume measurement;negative(10:46528901-47017490,10:46962114-47033452,10:46528901-47915921);white matter volume measurement;positive(10:46962114-47017490,10:46962114-47915921)	brain volume measurement;negative(10:46962114-47000765,10:46962114-47047517,10:46962114-47063369,10:46962114-47096896,10:46962114-47703946,10:46962114-47122436,10:46962114-47756662,10:46962114-47207813);brain volume measurement;positive(10:46962114-47096896,10:46962114-47703946,10:46962114-47122436,10:46962114-47756662,10:46962114-47207813,10:46962114-47017490,10:46962114-47000765);caudate nucleus volume;negative(10:46962114-47017490);grey matter volume measurement;negative(10:46962114-47096896,10:46962114-47017490,10:46962114-47000765);grey matter volume measurement;positive(10:46962114-47703946,10:46962114-47207813,10:46962114-47047517,10:46962114-47122436);grey matter volume measurement,white matter volume measurement;negative(10:46962114-47096896);hippocampal volume;negative(10:46962114-47096896);nucleus accumbens volume;positive(10:46962114-47063369);pallidum volume;positive(10:46962114-47063369);white matter volume measurement;negative(10:46962114-47096896)	1.950254	1.948406	0.969520830691601	0.999080869297755	2.0	2.0	0.255378429344782	1.0
chr10	4.7464567E7	4.7480524E7	15957.0	SYT15	CHM13_G0006250	ENSG00000204176.14	protein_coding	ID_240	Human duplicated gene family	chr10:47464567-47480524	chr10:47464567-47480524	chr10:47464576-47480533	-	1.86	2454.0	98.0	644.0	1710.0	150.0	68.29	Nearly-Fixed	0.64	0.6	0.98	0.56	0	4.0	0.0	Yes	Yes	brain volume measurement;negative(10:46528901-47695269,10:46962114-47692128,10:46962114-47695269,10:46962114-47063369,10:46962114-47122436,10:46962114-47673546,10:46962114-47169805,10:46528901-47684765,10:46962114-47644781,10:46962114-47612294,10:46962114-47678244,10:46962114-47747926,10:46528901-47017490,10:46962114-47620300,10:46528901-47756662,10:46528901-47915921,10:46962114-47681718,10:46962114-47915921,10:46962114-47000765,10:46962114-47637920,10:46962114-47621918,10:46962114-47660466,10:46962114-47684765,10:46962114-47017490,10:46962114-47756662,10:46962114-47047517,10:46962114-47033452,10:46587495-47122436,10:46962114-47207813);brain volume measurement;positive(10:46962114-47660466,10:46962114-47684765,10:46962114-47017490,10:46962114-47096896,10:46962114-47000765,10:46528901-47684765,10:46962114-47915921,10:46962114-47703946,10:46962114-47122436,10:46962114-47695269,10:46962114-47047517,10:46528901-47756662,10:46962114-47621918,10:46962114-47033452,10:46962114-47637920,10:46962114-47681718,10:46528901-47695269,10:46962114-47673546,10:46962114-48005276,10:46962114-47063369,10:46962114-47678244,10:46962114-47692128,10:46962114-47756662,10:46528901-47017490,10:46962114-47207813,10:46962114-47966214,10:46962114-47747926,10:46962114-47612294,10:46962114-47675467);caudate nucleus volume;negative(10:46528901-47017490);caudate nucleus volume;positive(10:46962114-47017490);cerebrospinal fluid volume measurement;negative(10:46962114-47637920,10:46962114-47915921);cerebrospinal fluid volume measurement;positive(10:46962114-47695269);grey matter volume measurement;negative(10:46962114-47620300,10:46962114-47033452,10:46962114-47660466,10:46962114-47063369,10:46528901-47703946,10:46962114-47047517,10:46962114-47087519,10:46962114-47644781,10:46587495-47756662,10:46962114-47122436,10:46528901-47915921,10:46962114-47695269,10:46962114-47692128,10:46962114-47621918,10:46962114-47612294,10:46962114-47637920);grey matter volume measurement;positive(10:46962114-47678244,10:46962114-47000765,10:46528901-47017490,10:46962114-47669269,10:46962114-47087519,10:46962114-47966214,10:46962114-47915921,10:46962114-47703946,10:46962114-47017490,10:46962114-47684765,10:46587495-47122436,10:46962114-48005276,10:46962114-47756662,10:46528901-47756662,10:46962114-47612294,10:46962114-47675467,10:46962114-47096896,10:46962114-47207813,10:46962114-47747926,10:46587495-47756662,10:46962114-47644781);grey matter volume measurement,white matter volume measurement;negative(10:46962114-47033452,10:46528901-47915921);grey matter volume measurement,white matter volume measurement;positive(10:46962114-47017490,10:46962114-47915921);hippocampal volume;positive(10:46962114-47207813,10:46962114-47703946);nucleus accumbens volume;negative(10:46528901-47017490);nucleus accumbens volume;positive(10:46962114-47087519,10:46962114-47000765);pallidum volume;positive(10:46962114-47087519,10:46528901-47695269,10:46528901-47756662,10:46962114-47621918);putamen volume;positive(10:46962114-47000765,10:46962114-47669269,10:46962114-47684765);superior frontal gyrus grey matter volume measurement;positive(10:46962114-47207813);thalamus volume;positive(10:46962114-47684765);white matter volume measurement;negative(10:46528901-47017490,10:46962114-47033452,10:46528901-47915921);white matter volume measurement;positive(10:46962114-47017490,10:46962114-47915921)	brain volume measurement;negative(10:46962114-47000765,10:46962114-47047517,10:46962114-47063369,10:46962114-47096896,10:46962114-47703946,10:46962114-47122436,10:46962114-47756662,10:46962114-46978041,10:46962114-47207813);brain volume measurement;positive(10:46962114-47096896,10:46962114-47703946,10:46962114-46978041,10:46962114-47122436,10:46962114-47756662,10:46962114-47207813,10:46962114-47017490,10:46962114-46993801,10:46962114-47000765);caudate nucleus volume;negative(10:46962114-47017490,10:46962114-46993801);cerebrospinal fluid volume measurement;negative(10:46962114-46993801);grey matter volume measurement;negative(10:46962114-47096896,10:46962114-47017490,10:46962114-47000765,10:46962114-46978041,10:46962114-46993801);grey matter volume measurement;positive(10:46962114-47703946,10:46962114-47207813,10:46962114-47047517,10:46962114-47122436);grey matter volume measurement,white matter volume measurement;negative(10:46962114-47096896);hippocampal volume;negative(10:46962114-47096896);nucleus accumbens volume;positive(10:46962114-47063369);pallidum volume;positive(10:46962114-47063369);white matter volume measurement;negative(10:46962114-47096896)	1.893757	1.901347	0.514546341981597	0.966635075779227	2.0	2.0	0.420652857333163	1.0
